energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.77788894,3.45794917,1.49389641,1.13522894,0.01620274,0.61304064,0.01963987,1.51390811,0.50731908,0.42886896
-5.77188594,3.50255186,1.51469647,1.15155383,0.01536607,0.62437954,0.01936339,1.53262133,0.51945823,0.44055698
-5.76588294,3.55246438,1.53906896,1.16943829,0.01466843,0.63695957,0.01912196,1.55366066,0.53271926,0.45164898
-5.75987994,3.60725050,1.56705102,1.18860411,0.01411440,0.65067708,0.01892046,1.57684305,0.54705698,0.46202585
-5.75387694,3.66645754,1.59868536,1.20874683,0.01370646,0.66540784,0.01876271,1.60201325,0.56246234,0.47160745
-5.74787394,3.72964110,1.63402398,1.22954670,0.01344505,0.68101360,0.01865147,1.62905357,0.57896416,0.48035790
-5.74187094,3.79639120,1.67313210,1.25068101,0.01332856,0.69734946,0.01858845,1.65789299,0.59662942,0.48828933
-5.73586793,3.86635785,1.71609158,1.27183744,0.01335352,0.71427177,0.01857445,1.68851469,0.61556188,0.49546378
-5.72986493,3.93927466,1.76300348,1.29272741,0.01351468,0.73164627,0.01860945,1.72096120,0.63589894,0.50199292
-5.72386193,4.01497865,1.81398909,1.31309913,0.01380520,0.74935590,0.01869281,1.75533677,0.65780653,0.50803554
-5.71785893,4.09342519,1.86918927,1.33274934,0.01421678,0.76730817,0.01882345,1.79180626,0.68147223,0.51379277
-5.71185593,4.17469691,1.92876171,1.35153338,0.01473988,0.78544156,0.01900003,1.83059068,0.70709668,0.51950104
-5.70585293,4.25900603,1.99287621,1.36937308,0.01536388,0.80373076,0.01922118,1.87195916,0.73488370,0.52542313
-5.69984992,4.34668990,2.06170798,1.38626203,0.01607726,0.82219049,0.01948562,1.91621767,0.76502941,0.53183755
-5.69384692,4.43819978,2.13542937,1.40226797,0.01686777,0.84087775,0.01979237,1.96369509,0.79771086,0.53902681
-5.68784392,4.53408356,2.21420026,1.41753227,0.01772263,0.85989239,0.02014079,2.01472706,0.83307474,0.54726503
-5.68184092,4.63496305,2.29815775,1.43226638,0.01862867,0.87937595,0.02053069,2.06963856,0.87122672,0.55680551
-5.67583792,4.74150700,2.38740568,1.44674544,0.01957253,0.89950887,0.02096232,2.12872588,0.91222202,0.56786885
-5.66983492,4.85440098,2.48200450,1.46129927,0.02054079,0.92050610,0.02143636,2.19223896,0.95605758,0.58063215
-5.66383192,4.97431544,2.58196207,1.47630098,0.02152014,0.94261133,0.02195375,2.26036486,1.00266645,0.59521996
-5.65782891,5.10187319,2.68722582,1.49215372,0.02249755,0.96608992,0.02251565,2.33321302,1.05191450,0.61169725
-5.65182591,5.23761754,2.79767660,1.50927594,0.02346040,0.99122085,0.02312317,2.41080303,1.10359980,0.63006482
-5.64582291,5.38198208,2.91312433,1.52808569,0.02439665,1.01828791,0.02377719,2.49305521,1.15745461,0.65025739
-5.63981991,5.53526316,3.03330567,1.54898448,0.02529495,1.04757029,0.02447811,2.57978435,1.21314986,0.67214435
-5.63381691,5.69759574,3.15788340,1.57234138,0.02614480,1.07933294,0.02522560,2.67069675,1.27030189,0.69553320
-5.62781391,5.86893314,3.28644746,1.59847767,0.02693668,1.11381683,0.02601835,2.76539046,1.32848112,0.72017536
-5.62181091,6.04903131,3.41851721,1.62765289,0.02766212,1.15122948,0.02685385,2.86335857,1.38722205,0.74577416
-5.61580790,6.23743775,3.55354477,1.66005256,0.02831382,1.19173582,0.02772822,2.96399536,1.44603426,0.77199447
-5.60980490,6.43348537,3.69091882,1.69577826,0.02888569,1.23544979,0.02863602,3.06660491,1.50441365,0.79847358
-5.60380190,6.63629145,3.82996897,1.73484032,0.02937294,1.28242675,0.02957021,3.17041197,1.56185357,0.82483274
-5.59779890,6.84476181,3.96997016,1.77715368,0.02977203,1.33265699,0.03052213,3.27457461,1.61785520,0.85068881
-5.59179590,7.05760025,4.11014727,1.82253703,0.03008072,1.38606041,0.03148155,3.37819849,1.67193698,0.87566567
-5.58579290,7.27332333,4.24968009,1.87071549,0.03029797,1.44248275,0.03243682,3.48035254,1.72364252,0.89940460
-5.57978989,7.49028058,4.38770868,1.92132686,0.03042395,1.50169327,0.03337510,3.58008569,1.77254707,0.92157366
-5.57378689,7.70667999,4.52333971,1.97393140,0.03045986,1.56338426,0.03428264,3.67644470,1.81826232,0.94187534
-5.56778389,7.92061875,4.65565421,2.02802490,0.03040789,1.62717226,0.03514516,3.76849292,1.86043973,0.96005265
-5.56178089,8.13011897,4.78371707,2.08305462,0.03027108,1.69260124,0.03594822,3.85532974,1.89877240,0.97589326
-5.55577789,8.33316795,4.90658905,2.13843777,0.03005316,1.75914766,0.03667774,3.93611084,1.93299594,0.98923190
-5.54977489,8.52776232,5.02334136,2.19358175,0.02975845,1.82622742,0.03732039,4.01006876,1.96288845,0.99995091
-5.54377189,8.71195534,5.13307336,2.24790550,0.02939171,1.89320465,0.03786412,4.07653371,1.98827016,1.00797931
-5.53776888,8.88390617,5.23493303,2.30086119,0.02895804,1.95940214,0.03829860,4.13495415,2.00900289,1.01329050
-5.53176588,9.04192971,5.32814030,2.35195522,0.02846273,2.02411336,0.03861562,4.18491666,2.02498975,1.01589877
-5.52576288,9.18454583,5.41201243,2.40076793,0.02791120,2.08661570,0.03880948,4.22616437,2.03617533,1.01585514
-5.51975988,9.31052586,5.48599070,2.44697086,0.02730893,2.14618475,0.03887724,4.25861341,2.04254648,1.01324264
-5.51375688,9.41893498,5.54966734,2.49034097,0.02666138,2.20210921,0.03881896,4.28236644,2.04413378,1.00817132
-5.50775388,9.50916848,5.60281127,2.53077110,0.02597397,2.25370616,0.03863777,4.29772246,2.04101371,1.00077331
-5.50175088,9.58098027,5.64539132,2.56827602,0.02525207,2.30033619,0.03833988,4.30518199,2.03331123,0.99119813
-5.49574787,9.63450209,5.67759516,2.60299377,0.02450096,2.34141810,0.03793449,4.30544709,2.02120277,0.97960833
-5.48974487,9.67025198,5.69984257,2.63518207,0.02372587,2.37644267,0.03743353,4.29941519,2.00491901,0.96617567
-5.48374187,9.68913117,5.71279167,2.66520970,0.02293194,2.40498508,0.03685142,4.28816666,1.98474731,0.95107784
-5.47773887,9.69240864,5.71733675,2.69354325,0.02212426,2.42671562,0.03620459,4.27294553,1.96103324,0.93449579
-5.47173587,9.68169321,5.71459710,2.72072935,0.02130785,2.44140831,0.03551108,4.25513363,1.93418079,0.91661156
-5.46573287,9.65889357,5.70589615,2.74737326,0.02048766,2.44894709,0.03478994,4.23621831,1.90465092,0.89760662
-5.45972986,9.62616685,5.69273116,2.77411435,0.01966854,2.44932922,0.03406072,4.21775445,1.87295806,0.87766054
-5.45372686,9.58585724,5.67673382,2.80159953,0.01885523,2.44266584,0.03334282,4.20132168,1.83966432,0.85695004
-5.44772386,9.54042626,5.65962279,2.83045551,0.01805230,2.42917940,0.03265494,4.18847807,1.80537130,0.83564804
-5.44172086,9.49237699,5.64314970,2.86126101,0.01726410,2.40919800,0.03201451,4.18071168,1.77070942,0.81392289
-5.43571786,9.44417464,5.62904047,2.89452011,0.01649474,2.38314669,0.03143717,4.17939187,1.73632507,0.79193744
-5.42971486,9.39816637,5.61893420,2.93063764,0.01574796,2.35153595,0.03093631,4.18572187,1.70286565,0.76984801
-5.42371186,9.35650325,5.61432205,2.96989781,0.01502713,2.31494756,0.03052269,4.20069483,1.67096326,0.74780312
-5.41770885,9.32106729,5.61648881,3.01244693,0.01433517,2.27401844,0.03020420,4.22505494,1.64121729,0.72594212
-5.41170585,9.29340652,5.62645967,3.05828093,0.01367447,2.22942286,0.02998564,4.25926538,1.61417689,0.70439350
-5.40570285,9.27468075,5.64495462,3.10723840,0.01304690,2.18185364,0.02986869,4.30348474,1.59032392,0.68327316
-5.39969985,9.26562034,5.67235275,3.15899943,0.01245375,2.13200320,0.02985192,4.35755281,1.57005728,0.66268264
-5.39369685,9.26649985,5.70866814,3.21309037,0.01189572,2.08054502,0.02993096,4.42098696,1.55367943,0.64270743
-5.38769385,9.27712785,5.75353875,3.26889446,0.01137295,2.02811631,0.03009878,4.49298911,1.54138576,0.62341551
-5.38169085,9.29685357,5.80622899,3.32566794,0.01088502,1.97530267,0.03034595,4.57246357,1.53325763,0.60485629
-5.37568784,9.32459034,5.86564608,3.38256095,0.01043103,1.92262526,0.03066111,4.65804505,1.52925938,0.58706009
-5.36968484,9.35885495,5.93036990,3.43864248,0.01000964,1.87053110,0.03103140,4.74813599,1.52923977,0.57003823
-5.36368184,9.39782165,5.99869504,3.49292840,0.00961914,1.81938684,0.03144297,4.84095173,1.53293791,0.55378396
-5.35767884,9.43938848,6.06868354,3.54441128,0.00925757,1.76947615,0.03188143,4.93457198,1.53999349,0.53827411
-5.35167584,9.48125335,6.13822627,3.59209090,0.00892277,1.72100091,0.03233239,5.02699650,1.54996102,0.52347171
-5.34567284,9.52099692,6.20511041,3.63500427,0.00861253,1.67408587,0.03278190,5.11620287,1.56232752,0.50932925
-5.33966983,9.55616875,6.26709040,3.67225388,0.00832463,1.62878653,0.03321682,5.20020434,1.57653272,0.49579279
-5.33366683,9.58437346,6.32195965,3.70303324,0.00805698,1.58509970,0.03362521,5.27710540,1.59199119,0.48280654
-5.32766383,9.60335350,6.36762014,3.72664871,0.00780767,1.54297614,0.03399658,5.34515334,1.60811501,0.47031781
-5.32166083,9.61106548,6.40214756,3.74253710,0.00757503,1.50233448,0.03432207,5.40278405,1.62433626,0.45828218
-5.31565783,9.60574739,6.42384945,3.75027850,0.00735773,1.46307578,0.03459457,5.44866055,1.64012815,0.44666846
-5.30965483,9.58597447,6.43131482,3.74960423,0.00715479,1.42509774,0.03480875,5.48170358,1.65502387,0.43546334
-5.30365183,9.55070229,6.42345347,3.74039987,0.00696559,1.38830810,0.03496099,5.50111323,1.66863242,0.42467543
-5.29764882,9.49929597,6.39952439,3.72270386,0.00678990,1.35263634,0.03504933,5.50638193,1.68065070,0.41433841
-5.29164582,9.43154531,6.35915253,3.69670191,0.00662790,1.31804329,0.03507325,5.49729845,1.69087158,0.40451313
-5.28564282,9.34766612,6.30233420,3.66271800,0.00648010,1.28452817,0.03503357,5.47394391,1.69918756,0.39528853
-5.27963982,9.24828849,6.22943150,3.62120259,0.00634736,1.25213294,0.03493218,5.43668016,1.70559019,0.38678124
-5.27363682,9.13443321,6.14115647,3.57271875,0.00623085,1.22094365,0.03477187,5.38613170,1.71016529,0.37913377
-5.26763382,9.00747787,6.03854635,3.51792689,0.00613197,1.19108915,0.03455618,5.32316215,1.71308454,0.37251145
-5.26163082,8.86911422,5.92293090,3.45756878,0.00605234,1.16273702,0.03428915,5.24884623,1.71459384,0.36709798
-5.25562781,8.72129860,5.79589349,3.39245118,0.00599373,1.13608734,0.03397528,5.16443844,1.71499900,0.36308989
-5.24962481,8.56619703,5.65922724,3.32342970,0.00595801,1.11136442,0.03361935,5.07133925,1.71464961,0.36069003
-5.24362181,8.40612664,5.51488758,3.25139285,0.00594706,1.08880712,0.03322639,4.97105983,1.71392165,0.36010025
-5.23761881,8.24349487,5.36494276,3.17724665,0.00596277,1.06865810,0.03280165,4.86518585,1.71319954,0.36151351
-5.23161581,8.08073769,5.21152331,3.10189970,0.00600691,1.05115265,0.03235054,4.75534118,1.71285834,0.36510579
-5.22561281,7.92025813,5.05677179,3.02624858,0.00608110,1.03650735,0.03187865,4.64315181,1.71324653,0.37102791
-5.21960980,7.76436607,4.90279360,2.95116378,0.00618676,1.02490920,0.03139177,4.53021068,1.71467003,0.37939772
-5.21360680,7.61522042,4.75161007,2.87747574,0.00632499,1.01650554,0.03089584,4.41804369,1.71737786,0.39029270
-5.20760380,7.47477457,4.60511437,2.80596136,0.00649652,1.01139505,0.03039696,4.30807744,1.72154970,0.40374354
-5.20160080,7.34472629,4.46503120,2.73733066,0.00670166,1.00962030,0.02990129,4.20160922,1.72728576,0.41972861
-5.19559780,7.22647292,4.33288091,2.67221412,0.00694020,1.01116191,0.02941503,4.09977971,1.73459920,0.43816986
-5.18959480,7.12107326,4.20994879,2.61115062,0.00721135,1.01593462,0.02894423,4.00354902,1.74341127,0.45893009
-5.18359180,7.02921700,4.09726007,2.55457658,0.00751368,1.02378547,0.02849471,3.91367674,1.75354930,0.48181192
-5.17758879,6.95120298,3.99556142,2.50281652,0.00784507,1.03449394,0.02807181,3.83070662,1.76474767,0.50655853
-5.17158579,6.88692738,3.90530918,2.45607557,0.00820269,1.04777438,0.02768024,3.75495647,1.77665188,0.53285613
-5.16558279,6.83588242,3.82666497,2.41443445,0.00858295,1.06328040,0.02732384,3.68651381,1.78882550,0.56033841
-5.15957979,6.79716657,3.75949881,2.37784717,0.00898151,1.08061142,0.02700536,3.62523774,1.80076020,0.58859262
-5.15357679,6.76950622,3.70339978,2.34614198,0.00939335,1.09932093,0.02672629,3.57076713,1.81188839,0.61716751
-5.14757379,6.75128894,3.65769420,2.31902566,0.00981275,1.11892642,0.02648670,3.52253531,1.82159839,0.64558260
-5.14157079,6.74060767,3.62147080,2.29609141,0.01023342,1.13892074,0.02628509,3.47979085,1.82925172,0.67333890
-5.13556778,6.73531483,3.59361240,2.27683006,0.01064863,1.15878429,0.02611837,3.44162407,1.83420190,0.69993049
-5.12956478,6.73308487,3.57283308,2.26064462,0.01105126,1.17799795,0.02598185,3.40699844,1.83581435,0.72485684
-5.12356178,6.73148333,3.55771989,2.24686760,0.01143404,1.19605616,0.02586930,3.37478599,1.83348661,0.74763530
-5.11755878,6.72804016,3.54677763,2.23478075,0.01178972,1.21247968,0.02577316,3.34380546,1.82666822,0.76781358
-5.11155578,6.72032478,3.53847545,2.22363635,0.01211119,1.22682768,0.02568469,3.31286199,1.81487951,0.78498148
-5.10555278,6.70602014,3.53129362,2.21267958,0.01239176,1.23870862,0.02559432,3.28078688,1.79772857,0.79878186
-5.09954977,6.68299325,3.52376893,2.20117089,0.01262533,1.24778959,0.02549196,3.24647601,1.77492574,0.80892004
-5.09354677,6.64935943,3.51453727,2.18840790,0.01280656,1.25380374,0.02536738,3.20892568,1.74629493,0.81517167
-5.08754377,6.60353812,3.50237201,2.17374573,0.01293107,1.25655550,0.02521060,3.16726453,1.71178154,0.81738846
-5.08154077,6.54429826,3.48621689,2.15661526,0.01299560,1.25592353,0.02501234,3.12078052,1.67145631,0.81550183
-5.07553777,6.47079170,3.46521249,2.13653872,0.01299810,1.25186120,0.02476433,3.06894213,1.62551532,0.80952412
-5.06953477,6.38257380,3.43871572,2.11314196,0.01293785,1.24439473,0.02445971,3.01141327,1.57427585,0.79954761
-5.06353177,6.27961076,3.40631168,2.08616329,0.01281551,1.23361910,0.02409332,2.94806141,1.51816846,0.78574106
-5.05752876,6.16227385,3.36781805,2.05545851,0.01263310,1.21969207,0.02366191,2.87895912,1.45772565,0.76834425
-5.05152576,6.03132136,3.32328217,2.02100229,0.01239402,1.20282651,0.02316432,2.80437903,1.39356752,0.74766062
-5.04552276,5.88786949,3.27297132,1.98288593,0.01210292,1.18328159,0.02260153,2.72478290,1.32638515,0.72404829
-5.03951976,5.73335376,3.21735710,1.94131175,0.01176564,1.16135322,0.02197667,2.64080527,1.25692223,0.69790990
-5.03351676,5.56948310,3.15709479,1.89658470,0.01138904,1.13736428,0.02129491,2.55323268,1.18595594,0.66968168
-5.02751376,5.39818854,3.09299894,1.84910142,0.01098083,1.11165501,0.02056327,2.46297942,1.11427747,0.63982214
-5.02151076,5.22156911,3.02601640,1.79933757,0.01054939,1.08457412,0.01979041,2.37106078,1.04267325,0.60880079
-5.01550775,5.04183682,2.95719802,1.74783381,0.01010357,1.05647095,0.01898635,2.27856502,0.97190722,0.57708735
-5.00950475,4.86126317,2.88767023,1.69518121,0.00965247,1.02768896,0.01816207,2.18662486,0.90270485,0.54514172
-5.00350175,4.68212867,2.81860757,1.64200646,0.00920522,0.99856076,0.01732925,2.09638973,0.83573933,0.51340510
-4.99749875,4.50667710,2.75120709,1.58895762,0.00877080,0.96940479,0.01649984,2.00899944,0.77162022,0.48229234
-4.99149575,4.33707556,2.68666519,1.53669056,0.00835784,0.94052358,0.01568573,1.92556002,0.71088461,0.45218581
-4.98549275,4.17538087,2.62615746,1.48585665,0.00797446,0.91220346,0.01489844,1.84712230,0.65399116,0.42343070
-4.97948974,4.02351261,2.57082162,1.43709175,0.00762812,0.88471561,0.01414880,1.77466361,0.60131658,0.39633189
-4.97348674,3.88323274,2.52174346,1.39100671,0.00732548,0.85831781,0.01344671,1.70907269,0.55315466,0.37115210
-4.96748374,3.75613095,2.47994553,1.34817921,0.00707235,0.83325697,0.01280098,1.65113791,0.50971749,0.34811140
-4.96148074,3.64361522,2.44637804,1.30914703,0.00687359,0.80977155,0.01221911,1.60153858,0.47113852,0.32738765
-4.95547774,3.54690634,2.42191136,1.27440240,0.00673305,0.78809387,0.01170728,1.56083913,0.43747724,0.30911782
-4.94947474,3.46703524,2.40732944,1.24438727,0.00665359,0.76845163,0.01127025,1.52948577,0.40872490,0.29339988
-4.94347174,3.40484211,2.40332350,1.21948924,0.00663707,0.75106850,0.01091141,1.50780520,0.38481118,0.28029504
-4.93746873,3.36097607,2.41048529,1.20003786,0.00668434,0.73616337,0.01063280,1.49600491,0.36561119,0.26983017
-4.93146573,3.33589461,2.42929951,1.18630116,0.00679529,0.72394830,0.01043522,1.49417471,0.35095264,0.26200019
-4.92546273,3.32986216,2.46013514,1.17848211,0.00696890,0.71462491,0.01031829,1.50228907,0.34062291,0.25677033
-4.91945973,3.34294743,2.50323546,1.17671509,0.00720329,0.70837945,0.01028064,1.52020996,0.33437578,0.25407818
-4.91345673,3.37501954,2.55870712,1.18106224,0.00749574,0.70537667,0.01031997,1.54769017,0.33193763,0.25383558
-4.90745373,3.42574332,2.62650857,1.19150988,0.00784280,0.70575277,0.01043324,1.58437677,0.33301313,0.25593016
-4.90145073,3.49457425,2.70643848,1.20796508,0.00824035,0.70960781,0.01061675,1.62981503,0.33729028,0.26022691
-4.89544772,3.58075405,2.79812510,1.23025278,0.00868362,0.71699804,0.01086629,1.68345273,0.34444484,0.26656954
-4.88944472,3.68330783,2.90101727,1.25811361,0.00916729,0.72792857,0.01117723,1.74464519,0.35414426,0.27478200
-4.88344172,3.80104385,3.01437832,1.29120289,0.00968558,0.74234686,0.01154459,1.81266112,0.36605110,0.28467005
-4.87743872,3.93255694,3.13728357,1.32909105,0.01023227,0.76013758,0.01196313,1.88668971,0.37982605,0.29602317
-4.87143572,4.07623655,3.26862246,1.37126582,0.01080081,0.78111904,0.01242743,1.96584906,0.39513075,0.30861672
-4.86543272,4.23027996,3.40710580,1.41713646,0.01138438,0.80504170,0.01293188,2.04919605,0.41163037,0.32221449
-4.85942971,4.39271116,3.55127865,1.46604010,0.01197598,0.83158884,0.01347074,2.13573789,0.42899615,0.33657161
-4.85342671,4.56140540,3.69953889,1.51725036,0.01256850,0.86037966,0.01403817,2.22444501,0.44690787,0.35143785
-4.84742371,4.73411919,3.85016117,1.56998809,0.01315478,0.89097460,0.01462824,2.31426537,0.46505643,0.36656113
-4.84142071,4.90852491,4.00132588,1.62343408,0.01372774,0.92288296,0.01523494,2.40413961,0.48314640,0.38169129
-4.83541771,5.08224938,4.15115216,1.67674351,0.01428043,0.95557253,0.01585222,2.49301675,0.50089866,0.39658394
-4.82941471,5.25291485,4.29773392,1.72906161,0.01480613,0.98848079,0.01647399,2.57987001,0.51805303,0.41100423
-4.82341171,5.41818127,4.43917755,1.77954021,0.01529843,1.02102759,0.01709419,2.66371186,0.53437090,0.42473054
-4.81740870,5.57578836,4.57364010,1.82735459,0.01575130,1.05262847,0.01770678,2.74360821,0.54963775,0.43755777
-4.81140570,5.72359594,4.69936634,1.87172014,0.01615920,1.08270855,0.01830584,2.81869081,0.56366551,0.44930039
-4.80540270,5.85962134,4.81472358,1.91190829,0.01651710,1.11071621,0.01888561,2.88816770,0.57629468,0.45979492
-4.79939970,5.98207273,4.91823296,1.94726129,0.01682060,1.13613623,0.01944056,2.95133137,0.58739624,0.46890198
-4.79339670,6.08937757,5.00859635,1.97720543,0.01706599,1.15850198,0.01996549,3.00756435,0.59687310,0.47650778
-4.78739370,6.18020550,5.08471812,2.00126238,0.01725025,1.17740625,0.02045560,3.05634250,0.60466121,0.48252506
-4.78139070,6.25348561,5.14572137,2.01905843,0.01737114,1.19251039,0.02090659,3.09723596,0.61073029,0.48689363
-4.77538769,6.30841806,5.19095861,2.03033159,0.01742723,1.20355158,0.02131476,3.12990824,0.61508401,0.48958032
-4.76938469,6.34448023,5.22001685,2.03493643,0.01741789,1.21034808,0.02167707,3.15411376,0.61775982,0.49057871
-4.76338169,6.36142811,5.23271758,2.03284671,0.01734333,1.21280226,0.02199129,3.16969445,0.61882828,0.48990839
-4.75737869,6.35929335,5.22911219,2.02415602,0.01720458,1.21090155,0.02225599,3.17657589,0.61839195,0.48761408
-4.75137569,6.33837679,5.20947326,2.00907642,0.01700349,1.20471732,0.02247067,3.17476340,0.61658391,0.48376443
-4.74537269,6.29923888,5.17428266,1.98793534,0.01674267,1.19440165,0.02263573,3.16433863,0.61356579,0.47845075
-4.73936968,6.24268777,5.12421681,1.96117086,0.01642546,1.18018246,0.02275255,3.14545674,0.60952557,0.47178556
-4.73336668,6.16976530,5.06012987,1.92932551,0.01605588,1.16235685,0.02282346,3.11834445,0.60467485,0.46390107
-4.72736368,6.08173128,4.98303529,1.89303868,0.01563853,1.14128317,0.02285169,3.08329886,0.59924591,0.45494747
-4.72136068,5.98004602,4.89408608,1.85303779,0.01517853,1.11737187,0.02284135,3.04068683,0.59348839,0.44509123
-4.71535768,5.86635123,4.79455407,1.81012818,0.01468144,1.09107558,0.02279733,2.99094466,0.58766570,0.43451318
-4.70935468,5.74244908,4.68580835,1.76518185,0.01415310,1.06287855,0.02272521,2.93457755,0.58205111,0.42340657
-4.70335168,5.61027930,4.56929308,1.71912505,0.01359961,1.03328579,0.02263113,2.87215856,0.57692367,0.41197494
-4.69734867,5.47189412,4.44650477,1.67292469,0.01302713,1.00281229,0.02252172,2.80432627,0.57256380,0.40042993
-4.69134567,5.32943100,4.31896911,1.62757380,0.01244186,0.97197240,0.02240388,2.73178107,0.56924877,0.38898892
-4.68534267,5.18508323,4.18821764,1.58407604,0.01184987,0.94126980,0.02228473,2.65527951,0.56724808,0.37787263
-4.67933967,5.04106844,4.05576453,1.54342936,0.01125704,0.91118822,0.02217140,2.57562651,0.56681865,0.36730266
-4.67333667,4.89959551,3.92308374,1.50660914,0.01066898,0.88218308,0.02207099,2.49366554,0.56820011,0.35749890
-4.66733367,4.76283028,3.79158708,1.47455100,0.01009093,0.85467429,0.02199039,2.41026674,0.57161007,0.34867698
-4.66133067,4.63286077,3.66260366,1.44813359,0.00952772,0.82904033,0.02193622,2.32631323,0.57723955,0.34104570
-4.65532766,4.51166264,3.53736119,1.42816166,0.00898371,0.80561353,0.02191475,2.24268625,0.58524861,0.33480442
-4.64932466,4.40106568,3.41696970,1.41534985,0.00846279,0.78467685,0.02193182,2.16024935,0.59576222,0.33014054
-4.64332166,4.30272223,3.30240814,1.41030745,0.00796831,0.76646185,0.02199282,2.07983247,0.60886657,0.32722693
