energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.49092838,0.01524144,0.07315863,0.88663313,0.00000000,0.96765678,0.00000000,0.68339338,0.27867527
-5.99399700,1.42007873,0.01353879,0.07475019,0.81428902,0.00000000,0.91355852,0.00000000,0.63391783,0.27306054
-5.98799400,1.35677655,0.01194412,0.07701549,0.74545526,0.00000000,0.86390459,0.00000000,0.58693212,0.26916181
-5.98199100,1.30182495,0.01046518,0.07998755,0.68079566,0.00000000,0.81922908,0.00000000,0.54296497,0.26713918
-5.97598799,1.25573885,0.00910661,0.08368102,0.62081853,0.00000000,0.77988568,0.00000000,0.50242571,0.26709422
-5.96998499,1.21874361,0.00787014,0.08809077,0.56587789,0.00000000,0.74604906,0.00000000,0.46560298,0.26906688
-5.96398199,1.19078290,0.00675496,0.09319092,0.51617969,0.00000000,0.71772192,0.00000000,0.43266761,0.27303433
-5.95797899,1.17153487,0.00575805,0.09893450,0.47179232,0.00000000,0.69474741,0.00000000,0.40367920,0.27891155
-5.95197599,1.16043587,0.00487461,0.10525362,0.43266073,0.00000000,0.67682596,0.00000000,0.37859592,0.28655374
-5.94597299,1.15671038,0.00409841,0.11206030,0.39862314,0.00000000,0.66353575,0.00000000,0.35728670,0.29576049
-5.93996998,1.15940603,0.00342214,0.11924794,0.36942950,0.00000000,0.65435577,0.00000000,0.33954533,0.30628157
-5.93396698,1.16743231,0.00283784,0.12669341,0.34476078,0.00000000,0.64869062,0.00000000,0.32510563,0.31782418
-5.92796398,1.17960149,0.00233714,0.13425976,0.32424830,0.00000000,0.64589591,0.00000000,0.31365707,0.33006142
-5.92196098,1.19467050,0.00191154,0.14179945,0.30749231,0.00000000,0.64530355,0.00000000,0.30486020,0.34264188
-5.91595798,1.21138226,0.00155270,0.14915811,0.29407924,0.00000000,0.64624585,0.00000000,0.29836139,0.35519979
-5.90995498,1.22850531,0.00125254,0.15617862,0.28359702,0.00000000,0.64807775,0.00000000,0.29380623,0.36736580
-5.90395198,1.24487040,0.00100345,0.16270548,0.27564821,0.00000000,0.65019662,0.00000000,0.29085146,0.37877766
-5.89794897,1.25940323,0.00079835,0.16858924,0.26986051,0.00000000,0.65205883,0.00000000,0.28917487,0.38909081
-5.89194597,1.27115214,0.00063080,0.17369090,0.26589470,0.00000000,0.65319303,0.00000000,0.28848313,0.39798823
-5.88594297,1.27931035,0.00049498,0.17788607,0.26344977,0.00000000,0.65320959,0.00000000,0.28851747,0.40518947
-5.87993997,1.28323202,0.00038572,0.18106873,0.26226557,0.00000000,0.65180626,0.00000000,0.28905700,0.41045833
-5.87393697,1.28244197,0.00029851,0.18315448,0.26212298,0.00000000,0.64877009,0.00000000,0.28992002,0.41360908
-5.86793397,1.27663901,0.00022942,0.18408307,0.26284190,0.00000000,0.64397564,0.00000000,0.29096321,0.41451092
-5.86193097,1.26569296,0.00017510,0.18382016,0.26427750,0.00000000,0.63738000,0.00000000,0.29207913,0.41309053
-5.85592796,1.24963591,0.00013272,0.18235822,0.26631490,0.00000000,0.62901488,0.00000000,0.29319219,0.40933270
-5.84992496,1.22864830,0.00009990,0.17971648,0.26886296,0.00000000,0.61897633,0.00000000,0.29425346,0.40327898
-5.84392196,1.20304050,0.00007468,0.17594010,0.27184737,0.00000000,0.60741277,0.00000000,0.29523470,0.39502444
-5.83791896,1.17323117,0.00005544,0.17109832,0.27520364,0.00000000,0.59451184,0.00000000,0.29612194,0.38471286
-5.83191596,1.13972318,0.00004087,0.16528205,0.27887035,0.00000000,0.58048680,0.00000000,0.29690908,0.37253035
-5.82591296,1.10307838,0.00002992,0.15860064,0.28278303,0.00000000,0.56556319,0.00000000,0.29759178,0.35869798
-5.81990995,1.06389240,0.00002176,0.15117829,0.28686908,0.00000000,0.54996628,0.00000000,0.29816206,0.34346353
-5.81390695,1.02277052,0.00001572,0.14315006,0.29104389,0.00000000,0.53390977,0.00000000,0.29860390,0.32709295
-5.80790395,0.98030565,0.00001128,0.13465787,0.29520846,0.00000000,0.51758651,0.00000000,0.29888996,0.30986182
-5.80190095,0.93705929,0.00000805,0.12584642,0.29924856,0.00000000,0.50116115,0.00000000,0.29897972,0.29204715
-5.79589795,0.89354610,0.00000572,0.11685941,0.30303554,0.00000000,0.48476528,0.00000000,0.29881910,0.27391991
-5.78989495,0.85022256,0.00000406,0.10783614,0.30642853,0.00000000,0.46849497,0.00000000,0.29834138,0.25573864
-5.78389195,0.80748001,0.00000289,0.09890864,0.30927814,0.00000000,0.45241067,0.00000000,0.29746960,0.23774420
-5.77788894,0.76564186,0.00000209,0.09019938,0.31143118,0.00000000,0.43653931,0.00000000,0.29612006,0.22015599
-5.77188594,0.72496500,0.00000157,0.08181969,0.31273625,0.00000000,0.42087835,0.00000000,0.29420678,0.20316962
-5.76588294,0.68564475,0.00000127,0.07386886,0.31304978,0.00000000,0.40540129,0.00000000,0.29164663,0.18695596
-5.75987994,0.64782292,0.00000114,0.06643401,0.31224222,0.00000000,0.39006429,0.00000000,0.28836481,0.17166172
-5.75387694,0.61159817,0.00000118,0.05959049,0.31020398,0.00000000,0.37481349,0.00000000,0.28430033,0.15741118
-5.74787394,0.57703792,0.00000136,0.05340303,0.30685069,0.00000000,0.35959228,0.00000000,0.27941121,0.14430897
-5.74187094,0.54419104,0.00000172,0.04792721,0.30212766,0.00000000,0.34434847,0.00000000,0.27367901,0.13244373
-5.73586793,0.51310047,0.00000228,0.04321145,0.29601311,0.00000000,0.32904054,0.00000000,0.26711256,0.12189226
-5.72986493,0.48381506,0.00000309,0.03929909,0.28852010,0.00000000,0.31364299,0.00000000,0.25975060,0.11272397
-5.72386193,0.45640001,0.00000423,0.03623068,0.27969700,0.00000000,0.29815027,0.00000000,0.25166315,0.10500531
-5.71785893,0.43094543,0.00000577,0.03404615,0.26962657,0.00000000,0.28257934,0.00000000,0.24295163,0.09880391
-5.71185593,0.40757251,0.00000785,0.03278679,0.25842362,0.00000000,0.26697069,0.00000000,0.23374773,0.09419220
-5.70585293,0.38643718,0.00001062,0.03249697,0.24623155,0.00000000,0.25138785,0.00000000,0.22421098,0.09125025
-5.69984992,0.36773108,0.00001428,0.03322529,0.23321773,0.00000000,0.23591560,0.00000000,0.21452525,0.09006762
-5.69384692,0.35167988,0.00001907,0.03502530,0.21956831,0.00000000,0.22065701,0.00000000,0.20489429,0.09074414
-5.68784392,0.33853894,0.00002528,0.03795551,0.20548244,0.00000000,0.20572947,0.00000000,0.19553654,0.09338948
-5.68184092,0.32858679,0.00003328,0.04207870,0.19116635,0.00000000,0.19126015,0.00000000,0.18667936,0.09812134
-5.67583792,0.32211638,0.00004349,0.04746060,0.17682757,0.00000000,0.17738098,0.00000000,0.17855301,0.10506248
-5.66983492,0.31942471,0.00005644,0.05416770,0.16266948,0.00000000,0.16422362,0.00000000,0.17138445,0.11433635
-5.66383192,0.32080105,0.00007270,0.06226447,0.14888647,0.00000000,0.15191445,0.00000000,0.16539131,0.12606168
-5.65782891,0.32651427,0.00009299,0.07180997,0.13565979,0.00000000,0.14056999,0.00000000,0.16077606,0.14034600
-5.65182591,0.33679971,0.00011808,0.08285384,0.12315433,0.00000000,0.13029282,0.00000000,0.15772064,0.15727843
-5.64582291,0.35184592,0.00014887,0.09543205,0.11151623,0.00000000,0.12116816,0.00000000,0.15638166,0.17692185
-5.63981991,0.37178194,0.00018634,0.10956235,0.10087134,0.00000000,0.11326123,0.00000000,0.15688614,0.19930497
-5.63381691,0.39666538,0.00023156,0.12523975,0.09132461,0.00000000,0.10661535,0.00000000,0.15932802,0.22441448
-5.62781391,0.42647187,0.00028569,0.14243228,0.08296008,0.00000000,0.10125088,0.00000000,0.16376543,0.25218778
-5.62181091,0.46108637,0.00034994,0.16107714,0.07584146,0.00000000,0.09716489,0.00000000,0.17021866,0.28250659
-5.61580790,0.50029660,0.00042556,0.18107758,0.07001321,0.00000000,0.09433157,0.00000000,0.17866901,0.31519199
-5.60980490,0.54378910,0.00051382,0.20230071,0.06550177,0.00000000,0.09270326,0.00000000,0.18905839,0.35000109
-5.60380190,0.59114823,0.00061591,0.22457645,0.06231697,0.00000000,0.09221210,0.00000000,0.20128974,0.38662580
-5.59779890,0.64185829,0.00073299,0.24769775,0.06045338,0.00000000,0.09277207,0.00000000,0.21522827,0.42469391
-5.59179590,0.69530895,0.00086607,0.27142221,0.05989157,0.00000000,0.09428151,0.00000000,0.23070345,0.46377261
-5.58579290,0.75080408,0.00101596,0.29547524,0.06059911,0.00000000,0.09662595,0.00000000,0.24751177,0.50337468
-5.57978989,0.80757380,0.00118324,0.31955454,0.06253139,0.00000000,0.09968117,0.00000000,0.26542027,0.54296706
-5.57378689,0.86478957,0.00136816,0.34333604,0.06563220,0.00000000,0.10331647,0.00000000,0.28417068,0.58198182
-5.56778389,0.92158201,0.00157064,0.36648101,0.06983412,0.00000000,0.10739807,0.00000000,0.30348429,0.61982918
