energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down
-5.75987994,1.82138309,-1.77060469,0.02756089,-0.00756491,0.24261827,-0.12767428,0.63951582,-0.75955114,0.62179901,-0.40801800,0.01897366,-0.00674674,0.83614922,-1.03943245,0.28892026,-0.51926922,0.10976367,-0.12355369
-5.75387694,1.89632854,-1.69845283,0.02960634,-0.00658006,0.25062868,-0.12809706,0.65916311,-0.71784715,0.64558091,-0.40262727,0.02019176,-0.00617759,0.87267350,-0.99006999,0.30050478,-0.49269970,0.11496826,-0.11786642
-5.74787394,1.96674349,-1.63004666,0.03159555,-0.00574110,0.25724024,-0.12818467,0.67722120,-0.67867921,0.66664914,-0.39669655,0.02136348,-0.00567135,0.90839255,-0.94370168,0.31231992,-0.46789937,0.12003298,-0.11245602
-5.74187094,2.03181497,-1.56527838,0.03349798,-0.00504244,0.26235742,-0.12790654,0.69348504,-0.64211367,0.68471761,-0.39015773,0.02247001,-0.00522680,0.94294372,-0.90029785,0.32426270,-0.44483389,0.12489687,-0.10733069
-5.73586793,2.09084028,-1.50398208,0.03528365,-0.00447850,0.26592131,-0.12724235,0.70778370,-0.60814723,0.69956956,-0.38296272,0.02349292,-0.00484259,0.97598116,-0.85977236,0.33622198,-0.42343255,0.12950109,-0.10249297
-5.72986493,2.14325314,-1.44596265,0.03692401,-0.00404422,0.26791223,-0.12618458,0.71998693,-0.57671823,0.71106580,-0.37508992,0.02441477,-0.00451740,1.00718842,-0.82199894,0.34808201,-0.40359714,0.13379096,-0.09794134
-5.72386193,2.18864656,-1.39102432,0.03839277,-0.00373543,0.26835124,-0.12474081,0.73001087,-0.54771917,0.71915054,-0.36654994,0.02521960,-0.00425013,1.03629073,-0.78682775,0.35972660,-0.38521092,0.13771803,-0.09367183
-5.71785893,2.22679128,-1.33899767,0.03966677,-0.00354921,0.26730005,-0.12293541,0.73782244,-0.52101004,0.72385465,-0.35738999,0.02589348,-0.00404008,1.06306664,-0.75410185,0.37104347,-0.36814766,0.14124202,-0.08967971
-5.71185593,2.25764841,-1.28976399,0.04072668,-0.00348413,0.26485962,-0.12081078,0.74344219,-0.49643158,0.72529590,-0.34769706,0.02642498,-0.00388705,1.08735802,-0.72367253,0.38192881,-0.35228017,0.14433254,-0.08596098
-5.70585293,2.28137543,-1.24327577,0.04155762,-0.00354037,0.26116723,-0.11842785,0.74694525,-0.47381818,0.72367624,-0.33759948,0.02680550,-0.00379148,1.10907790,-0.69541325,0.39229144,-0.33748811,0.14697047,-0.08251375
-5.69984992,2.29832482,-1.19957282,0.04214964,-0.00371977,0.25639235,-0.11586594,0.74846032,-0.45300972,0.71927605,-0.32726685,0.02702965,-0.00375448,1.12821553,-0.66923133,0.40205656,-0.32366483,0.14914901,-0.07933942
-5.69384692,2.30903516,-1.15879307,0.04249795,-0.00402584,0.25073126,-0.11322189,0.74816668,-0.43386198,0.71244575,-0.31690836,0.02709534,-0.00377786,1.14483826,-0.64507725,0.41116861,-0.31072297,0.15087415,-0.07644354
-5.68784392,2.31421468,-1.12117789,0.04260310,-0.00446357,0.24440087,-0.11060850,0.74628909,-0.41625525,0.70359476,-0.30676939,0.02700391,-0.00386409,1.15908998,-0.62295103,0.41959330,-0.29859867,0.15216467,-0.07383645
-5.68184092,2.31471790,-1.08707142,0.04247078,-0.00503925,0.23763180,-0.10815230,0.74309101,-0.40010087,0.69317862,-0.29712661,0.02676003,-0.00401628,1.17118595,-0.60290547,0.42731840,-0.28725437,0.15305158,-0.07153352
-5.67583792,2.31151609,-1.05691419,0.04211153,-0.00576013,0.23066119,-0.10599069,0.73886613,-0.38534541,0.68168457,-0.28828154,0.02637154,-0.00423798,1.18140432,-0.58504630,0.43435337,-0.27667995,0.15357705,-0.06955504
-5.66983492,2.30566289,-1.03123088,0.04154030,-0.00663399,0.22372539,-0.10426854,0.73392874,-0.37197263,0.66961630,-0.28055299,0.02584911,-0.00453312,1.19007455,-0.56952906,0.44072779,-0.26689255,0.15379282,-0.06792585
-5.66383192,2.29825653,-1.01061281,0.04077573,-0.00766873,0.21705296,-0.10313430,0.72860327,-0.36000294,0.65747844,-0.27426825,0.02520590,-0.00490574,1.19756326,-0.55655290,0.44648870,-0.25793474,0.15375819,-0.06667446
-5.65782891,2.29040032,-0.99569560,0.03983944,-0.00887179,0.21085817,-0.10273576,0.72321348,-0.34949072,0.64576151,-0.26975359,0.02445704,-0.00535976,1.20425824,-0.54635146,0.45169688,-0.24987146,0.15353771,-0.06583200
-5.65182591,2.28316323,-0.98713267,0.03875516,-0.01024956,0.20533527,-0.10321553,0.71807171,-0.34051941,0.63492788,-0.26732399,0.02361912,-0.00589875,1.21055135,-0.53918127,0.45642249,-0.24278573,0.15319865,-0.06543080
-5.64582291,2.27754236,-0.98556551,0.03754781,-0.01180677,0.20065376,-0.10470634,0.71346879,-0.33319495,0.62539929,-0.26727268,0.02270963,-0.00652560,1.21682129,-0.53530793,0.46074008,-0.23677330,0.15280836,-0.06550268
-5.63981991,2.27442901,-0.99159162,0.03624266,-0.01354583,0.19695475,-0.10732630,0.70966494,-0.32763751,0.61754638,-0.26986050,0.02174634,-0.00724220,1.22341698,-0.53499067,0.46472351,-0.23193658,0.15243168,-0.06607714
-5.63381691,2.27457982,-1.00573139,0.03486444,-0.01546624,0.19434852,-0.11117432,0.70688208,-0.32397222,0.61168057,-0.27530552,0.02074684,-0.00804919,1.23064258,-0.53846595,0.46844096,-0.22837798,0.15212856,-0.06717934
-5.62781391,2.27859431,-1.02839500,0.03343659,-0.01756399,0.19291331,-0.11632564,0.70529787,-0.32231911,0.60804849,-0.28377325,0.01972796,-0.00894557,1.23874487,-0.54593052,0.47195034,-0.22619299,0.15195190,-0.06882811
-5.62181091,2.28689953,-1.05985077,0.03198065,-0.01983102,0.19269525,-0.12282787,0.70504169,-0.32278286,0.60682901,-0.29536761,0.01870533,-0.00992851,1.24790351,-0.55752496,0.47529542,-0.22546327,0.15194583,-0.07103394
-5.61580790,2.29974249,-1.10019630,0.03051569,-0.02225484,0.19370942,-0.13069745,0.70619269,-0.32544266,0.60813286,-0.31012322,0.01769307,-0.01099306,1.25822491,-0.57331817,0.47850296,-0.22625004,0.15214442,-0.07379720
-5.60980490,2.31719038,-1.14933371,0.02905800,-0.02481818,0.19594182,-0.13991683,0.70877984,-0.33034281,0.61200454,-0.32799909,0.01670344,-0.01213198,1.26973968,-0.59329372,0.48158083,-0.22858805,0.15257088,-0.07710646
-5.60380190,2.33913800,-1.20695041,0.02762090,-0.02749889,0.19935208,-0.15043253,0.71278398,-0.33748451,0.61842627,-0.34887425,0.01574673,-0.01333565,1.28240389,-0.61733866,0.48451746,-0.23248042,0.15323733,-0.08093732
-5.59779890,2.36532197,-1.27250654,0.02621470,-0.03026995,0.20387678,-0.16215411,0.71814154,-0.34681912,0.62732366,-0.37254556,0.01483113,-0.01459205,1.29610389,-0.64523558,0.48728245,-0.23789454,0.15414504,-0.08525150
-5.59179590,2.39534031,-1.34523014,0.02484679,-0.03309966,0.20943303,-0.17495427,0.72474970,-0.35824341,0.63857247,-0.39872786,0.01396276,-0.01588676,1.31066424,-0.67665836,0.48982837,-0.24475939,0.15528513,-0.08999655
-5.58579290,2.42867613,-1.42412097,0.02352189,-0.03595209,0.21592222,-0.18867023,0.73247261,-0.37159711,0.65200603,-0.42705693,0.01314576,-0.01720321,1.32585821,-0.71117215,0.49209356,-0.25296425,0.15663969,-0.09510600
-5.57978989,2.46472384,-1.50796341,0.02224243,-0.03878769,0.22323367,-0.20310630,0.74114824,-0.38666287,0.66742297,-0.45709514,0.01238246,-0.01852290,1.34142014,-0.74823787,0.49400580,-0.26235915,0.15818314,-0.10050022
-5.57378689,2.50281623,-1.59534872,0.02100885,-0.04156404,0.23124802,-0.21803786,0.75059543,-0.40316892,0.68459448,-0.48833998,0.01167360,-0.01982574,1.35705880,-0.78722138,0.49548647,-0.27275688,0.15988390,-0.10608783
-5.56778389,2.54225090,-1.68470640,0.01982015,-0.04423691,0.23984013,-0.23321655,0.76062071,-0.42079427,0.70327111,-0.52023543,0.01101861,-0.02109055,1.37247090,-0.82740716,0.49645507,-0.28393681,0.16170599,-0.11176766
-5.56178089,2.58231445,-1.77434413,0.01867429,-0.04676127,0.24888160,-0.24837673,0.77102459,-0.43917661,0.72318840,-0.55218585,0.01041589,-0.02229556,1.38735405,-0.86801644,0.49683372,-0.29565030,0.16361081,-0.11743138
-5.55577789,2.62230349,-1.86249515,0.01756866,-0.04909261,0.25824264,-0.26324296,0.78160695,-0.45792242,0.74407152,-0.58357225,0.00986310,-0.02341900,1.40141823,-0.90822904,0.49655130,-0.30762750,0.16555860,-0.12296652
-5.54977489,2.66154130,-1.94737173,0.01650043,-0.05118813,0.26779334,-0.27753840,0.79217128,-0.47661918,0.76563850,-0.61377032,0.00935750,-0.02443973,1.41439544,-0.94720843,0.49554715,-0.31958556,0.16750987,-0.12825990
-5.54377189,2.69939001,-2.02722280,0.01546696,-0.05300808,0.27740453,-0.29099369,0.80252777,-0.49484919,0.78760242,-0.64216973,0.00889622,-0.02533788,1.42604695,-0.98412906,0.49377402,-0.33123772,0.16942648,-0.13320135
-5.53776888,2.73525799,-2.10039377,0.01446600,-0.05451697,0.28694804,-0.30335622,0.81249519,-0.51220443,0.80967250,-0.66819402,0.00847646,-0.02609546,1.43616798,-1.01820501,0.49120007,-0.34230309,0.17127248,-0.13768754
-5.53176588,2.76860286,-2.16538607,0.01349594,-0.05568471,0.29629684,-0.31439920,0.82190167,-0.52830197,0.83155450,-0.69132031,0.00809579,-0.02669696,1.44458992,-1.04871873,0.48781008,-0.35251672,0.17301467,-0.14162576
-5.52576288,2.79893094,-2.22091390,0.01255585,-0.05648760,0.30532482,-0.32393035,0.83058456,-0.54279912,0.85295074,-0.71109797,0.00775230,-0.02712988,1.45118017,-1.07504883,0.48360562,-0.36163955,0.17462279,-0.14493753
-5.51975988,2.82579387,-2.26595590,0.01164558,-0.05690912,0.31390669,-0.33179967,0.83838971,-0.55540788,0.87356007,-0.72716557,0.00744469,-0.02738514,1.45584020,-1.09669553,0.47860444,-0.36946779,0.17606963,-0.14756186
-5.51375688,2.84878391,-2.29979923,0.01076571,-0.05694049,0.32191802,-0.33790603,0.84517052,-0.56590783,0.89307838,-0.73926515,0.00717245,-0.02745738,1.45850209,-1.11330289,0.47283917,-0.37584143,0.17733087,-0.14945804
-5.50775388,2.86752889,-2.32207399,0.00991741,-0.05658094,0.32923549,-0.34220218,0.85078702,-0.57415698,0.91119980,-0.74725331,0.00693583,-0.02734520,1.45912450,-1.12467647,0.46635548,-0.38065131,0.17838483,-0.15060773
-5.50175088,2.88168827,-2.33277622,0.00910237,-0.05583777,0.33573766,-0.34469786,0.85510540,-0.58009993,0.92761910,-0.75110835,0.00673591,-0.02705118,1.45768848,-1.13079586,0.45920992,-0.38384463,0.17921223,-0.15101638
-5.49574787,2.89095125,-2.33227818,0.00832264,-0.05472609,0.34130617,-0.34546096,0.85799825,-0.58377296,0.94203534,-0.75093321,0.00657452,-0.02658181,1.45419384,-1.13182111,0.45146775,-0.38542847,0.17979602,-0.15071381
-5.48974487,2.89503787,-2.32132518,0.00758040,-0.05326829,0.34582748,-0.34461641,0.85934580,-0.58530569,0.95415704,-0.74695379,0.00645426,-0.02594728,1.44865663,-1.12809290,0.44320080,-0.38547116,0.18012126,-0.14975398
-5.48374187,2.89370344,-2.30101853,0.00687786,-0.05149329,0.34919506,-0.34234287,0.85903815,-0.58491916,0.96370861,-0.73951279,0.00637833,-0.02516115,1.44110805,-1.12012605,0.43448569,-0.38410139,0.18017522,-0.14821377
-5.47773887,2.88674653,-2.27278530,0.00621706,-0.04943560,0.35131213,-0.33886729,0.85697859,-0.58292021,0.97043807,-0.72905898,0.00635047,-0.02423989,1.43159498,-1.10859661,0.42540244,-0.38150513,0.17994767,-0.14619108
-5.47173587,2.87402014,-2.23833555,0.00559977,-0.04713421,0.35209453,-0.33445747,0.85308785,-0.57969238,0.97412548,-0.71613254,0.00637482,-0.02320236,1.42018225,-1.09432288,0.41603362,-0.37792017,0.17943130,-0.14380204
-5.46573287,2.85544526,-2.19960860,0.00502734,-0.04463131,0.35147392,-0.32941286,0.84730912,-0.57568348,0.97459188,-0.70134676,0.00645575,-0.02206922,1.40695620,-1.07824099,0.40646399,-0.37362881,0.17862235,-0.14117764
-5.45972986,2.83102580,-2.15871040,0.00450067,-0.04197109,0.34940077,-0.32405399,0.83961328,-0.57139043,0.97170802,-0.68536693,0.00659771,-0.02086227,1.39202939,-1.06137582,0.39678055,-0.36894863,0.17752131,-0.13845967
-5.45372686,2.80086352,-2.11784410,0.00402015,-0.03919839,0.34584722,-0.31871086,0.83000423,-0.56734166,0.96540236,-0.66888719,0.00680503,-0.01960383,1.37554563,-1.04480843,0.38707297,-0.36422183,0.17613371,-0.13579641
-5.44772386,2.76517148,-2.07923650,0.00358564,-0.03635752,0.34080942,-0.31371082,0.81852360,-0.56407801,0.95566777,-0.65260627,0.00708174,-0.01831612,1.35768482,-1.02964105,0.37743420,-0.35980356,0.17447077,-0.13333794
-5.44172086,2.72428435,-2.04506320,0.00319649,-0.03349109,0.33430924,-0.30936631,0.80525448,-0.56213257,0.94256627,-0.63720303,0.00743137,-0.01702063,1.33866687,-1.01696095,0.36796100,-0.35604948,0.17255003,-0.13123142
-5.43571786,2.67866437,-2.01737497,0.00285160,-0.03063899,0.32639519,-0.30596303,0.79032368,-0.56201044,0.92623149,-0.62331281,0.00785675,-0.01573761,1.31875378,-1.00780451,0.35875438,-0.35330323,0.17039568,-0.12961642
-5.42971486,2.62890159,-1.99802831,0.00254947,-0.02783762,0.31714239,-0.30374896,0.77390225,-0.56416909,0.90686837,-0.61150543,0.00835978,-0.01448560,1.29824956,-1.00312262,0.34991942,-0.35188411,0.16803861,-0.12862050
-5.42371186,2.57570750,-1.98862238,0.00228824,-0.02511916,0.30665156,-0.30292470,0.75620383,-0.56900014,0.88475000,-0.60226572,0.00894126,-0.01328110,1.27749722,-1.00374884,0.34156471,-0.35207552,0.16551611,-0.12835517
-5.41770885,2.51990187,-1.99044479,0.00206583,-0.02251115,0.29504708,-0.30363547,0.73748081,-0.57681317,0.86021148,-0.59597724,0.00960072,-0.01213821,1.25687272,-1.01037116,0.33380091,-0.35411451,0.16287117,-0.12891234
-5.41170585,2.46239255,-2.00442785,0.00187995,-0.02003622,0.28247400,-0.30596515,0.71801825,-0.58782237,0.83364110,-0.59290981,0.01033624,-0.01106854,1.23677574,-1.02350839,0.32673865,-0.35818281,0.16015144,-0.13036140
-5.40570285,2.40414903,-2.03111684,0.00172824,-0.01771202,0.26909438,-0.30993248,0.69812573,-0.60213635,0.80546898,-0.59321125,0.01114437,-0.01008107,1.21761748,-1.04349202,0.32048553,-0.36439971,0.15740768,-0.13274697
-5.39969985,2.34617065,-2.07065113,0.00160830,-0.01555129,0.25508280,-0.31548978,0.67812744,-0.61975166,0.77615384,-0.59690352,0.01201998,-0.00918214,1.19980592,-1.07045386,0.31514251,-0.37281703,0.15469209,-0.13608748
-5.39369685,2.28945105,-2.12275870,0.00151777,-0.01356211,0.24062160,-0.32252397,0.65835093,-0.64055023,0.74616838,-0.60388342,0.01295630,-0.00837560,1.18372924,-1.10431998,0.31079967,-0.38341624,0.15205622,-0.14037440
-5.38769385,2.23494041,-2.18676396,0.00145438,-0.01174830,0.22589568,-0.33086013,0.63911510,-0.66430078,0.71598405,-0.61392762,0.01394491,-0.00766287,1.16973827,-1.14481095,0.30753165,-0.39610791,0.14954888,-0.14557241
-5.38169085,2.18350780,-2.26160842,0.00141601,-0.01010983,0.21108748,-0.34026723,0.62071793,-0.69066416,0.68605580,-0.62670180,0.01497581,-0.00704324,1.15812880,-1.19144833,0.30539299,-0.41073352,0.14721400,-0.15162023
-5.37568784,2.13590538,-2.34588316,0.00140071,-0.00864337,0.19637208,-0.35046599,0.60342475,-0.71920251,0.65680771,-0.64177354,0.01603757,-0.00651405,1.14912501,-1.24356696,0.30441360,-0.42706939,0.14508854,-0.15843221
-5.36968484,2.09273659,-2.43787191,0.00140674,-0.00734286,0.18191273,-0.36113840,0.58745756,-0.74939174,0.62862005,-0.65862823,0.01711756,-0.00607099,1.14286494,-1.30033271,0.30459487,-0.44483275,0.14320075,-0.16590057
-5.36368184,2.05443016,-2.53560295,0.00143258,-0.00620004,0.16785710,-0.37193866,0.57298599,-0.78063688,0.60181839,-0.67668751,0.01820216,-0.00570843,1.13938890,-1.36076497,0.30590638,-0.46368960,0.14156868,-0.17389824
-5.35767884,2.02122131,-2.63690805,0.00147700,-0.00520509,0.15433417,-0.38250511,0.56012046,-0.81228983,0.57666514,-0.69532941,0.01927710,-0.00541968,1.13863178,-1.42376308,0.30828387,-0.48326418,0.14019917,-0.18228219
-5.35167584,1.99314129,-2.73948619,0.00153898,-0.00434707,0.14145202,-0.39247250,0.54890785,-0.84366867,0.55335398,-0.71390944,0.02032779,-0.00519731,1.14041969,-1.48813580,0.31162837,-0.50314958,0.13908734,-0.19089709
-5.34567284,1.97001582,-2.84097001,0.00161783,-0.00361448,0.12929651,-0.40148439,0.53932990,-0.87407798,0.53200717,-0.73178180,0.02133967,-0.00503345,1.14447138,-1.55263297,0.31580680,-0.52291928,0.13821664,-0.19957928
