energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,0.66399889,0.00276965,0.07491200,0.29139902,0.19085921,0.31582523,0.00000000
-5.99399700,0.72062651,0.00293444,0.08213508,0.31876264,0.20805052,0.34136253,0.00000000
-5.98799400,0.78108705,0.00311399,0.09022338,0.34903156,0.22636540,0.36814387,0.00000000
-5.98199100,0.84494412,0.00330679,0.09917707,0.38213799,0.24571132,0.39587719,0.00000000
-5.97598799,0.91173848,0.00351163,0.10899473,0.41800381,0.26599293,0.42425525,0.00000000
-5.96998499,0.98099819,0.00372769,0.11967327,0.45654185,0.28711443,0.45296224,0.00000000
-5.96398199,1.05224890,0.00395461,0.13120788,0.49765667,0.30898192,0.48168094,0.00000000
-5.95797899,1.12502424,0.00419257,0.14359170,0.54124486,0.33150565,0.51010015,0.00000000
-5.95197599,1.19887576,0.00444234,0.15681531,0.58719473,0.35460205,0.53792238,0.00000000
-5.94597299,1.27338217,0.00470531,0.17086610,0.63538548,0.37819538,0.56487132,0.00000000
-5.93996998,1.34815744,0.00498346,0.18572749,0.68568562,0.40221907,0.59069894,0.00000000
-5.93396698,1.42285755,0.00527935,0.20137805,0.73795094,0.42661660,0.61519192,0.00000000
-5.92796398,1.49718560,0.00559603,0.21779052,0.79202192,0.45134194,0.63817710,0.00000000
-5.92196098,1.57089497,0.00593693,0.23493088,0.84772091,0.47635944,0.65952574,0.00000000
-5.91595798,1.64379055,0.00630571,0.25275742,0.90484915,0.50164343,0.67915627,0.00000000
-5.90995498,1.71572795,0.00670610,0.27121999,0.96318383,0.52717726,0.69703548,0.00000000
-5.90395198,1.78661070,0.00714169,0.29025935,1.02247568,0.55295213,0.71317787,0.00000000
-5.89794897,1.85638565,0.00761567,0.30980693,1.08244716,0.57896559,0.72764326,0.00000000
-5.89194597,1.92503671,0.00813066,0.32978471,1.14279153,0.60521994,0.74053258,0.00000000
-5.88594297,1.99257735,0.00868841,0.35010560,1.20317327,0.63172050,0.75198200,0.00000000
-5.87993997,2.05904207,0.00928958,0.37067408,1.26322977,0.65847394,0.76215559,0.00000000
-5.87393697,2.12447734,0.00993353,0.39138728,1.32257464,0.68548665,0.77123681,0.00000000
-5.86793397,2.18893234,0.01061815,0.41213631,1.38080247,0.71276334,0.77941914,0.00000000
-5.86193097,2.25244995,0.01133971,0.43280790,1.43749522,0.74030570,0.78689634,0.00000000
-5.85592796,2.31505838,0.01209278,0.45328619,1.49222979,0.76811138,0.79385270,0.00000000
-5.84992496,2.37676370,0.01287022,0.47345463,1.54458672,0.79617313,0.80045381,0.00000000
-5.84392196,2.43754367,0.01366323,0.49319780,1.59415952,0.82447809,0.80683835,0.00000000
-5.83791896,2.49734306,0.01446148,0.51240309,1.64056423,0.85300728,0.81311120,0.00000000
-5.83191596,2.55607049,0.01525332,0.53096212,1.68344867,0.88173526,0.81933838,0.00000000
-5.82591296,2.61359717,0.01602605,0.54877175,1.72250106,0.91062984,0.82554402,0.00000000
-5.81990995,2.66975726,0.01676627,0.56573467,1.75745725,0.93965186,0.83170958,0.00000000
-5.81390695,2.72435002,0.01746026,0.58175955,1.78810653,0.96875519,0.83777543,0.00000000
-5.80790395,2.77714363,0.01809442,0.59676071,1.81429539,0.99788668,0.84364458,0.00000000
-5.80190095,2.82788050,0.01865574,0.61065733,1.83592922,1.02698632,0.84918866,0.00000000
-5.79589795,2.87628401,0.01913220,0.62337249,1.85297197,1.05598767,0.85425554,0.00000000
-5.78989495,2.92206643,0.01951329,0.63483187,1.86544371,1.08481836,0.85867852,0.00000000
-5.78389195,2.96493774,0.01979030,0.64496261,1.87341638,1.11340105,0.86228630,0.00000000
-5.77788894,3.00461522,0.01995677,0.65369225,1.87700820,1.14165463,0.86491349,0.00000000
-5.77188594,3.04083348,0.02000864,0.66094807,1.87637699,1.16949586,0.86641090,0.00000000
-5.76588294,3.07335446,0.01994453,0.66665689,1.87171300,1.19684128,0.86665516,0.00000000
-5.75987994,3.10197722,0.01976572,0.67074564,1.86323163,1.22360949,0.86555712,0.00000000
-5.75387694,3.12654701,0.01947619,0.67314251,1.85116658,1.24972354,0.86306857,0.00000000
-5.74787394,3.14696316,0.01908248,0.67377894,1.83576368,1.27511339,0.85918692,0.00000000
-5.74187094,3.16318537,0.01859343,0.67259229,1.81727578,1.29971816,0.85395755,0.00000000
-5.73586793,3.17523787,0.01801992,0.66952909,1.79595865,1.32348804,0.84747374,0.00000000
-5.72986493,3.18321115,0.01737445,0.66454865,1.77206808,1.34638546,0.83987404,0.00000000
-5.72386193,3.18726070,0.01667074,0.65762692,1.74585791,1.36838543,0.83133731,0.00000000
-5.71785893,3.18760260,0.01592323,0.64876025,1.71757883,1.38947477,0.82207554,0.00000000
-5.71185593,3.18450586,0.01514661,0.63796867,1.68747763,1.40965009,0.81232487,0.00000000
-5.70585293,3.17828140,0.01435534,0.62529873,1.65579660,1.42891443,0.80233513,0.00000000
-5.69984992,3.16926811,0.01356322,0.61082525,1.62277271,1.44727270,0.79235849,0.00000000
-5.69384692,3.15781623,0.01278299,0.59465211,1.58863632,1.46472596,0.78263768,0.00000000
-5.68784392,3.14426889,0.01202593,0.57691178,1.55360927,1.48126482,0.77339440,0.00000000
-5.68184092,3.12894272,0.01130169,0.55776357,1.51790218,1.49686252,0.76481840,0.00000000
-5.67583792,3.11210837,0.01061800,0.53739069,1.48171118,1.51146792,0.75705793,0.00000000
-5.66983492,3.09397241,0.00998065,0.51599615,1.44521397,1.52499922,0.75021178,0.00000000
-5.66383192,3.07466161,0.00939340,0.49379772,1.40856581,1.53733882,0.74432363,0.00000000
-5.65782891,3.05421095,0.00885805,0.47102229,1.37189555,1.54833001,0.73937877,0.00000000
-5.65182591,3.03255631,0.00837458,0.44789977,1.33530226,1.55777598,0.73530351,0.00000000
-5.64582291,3.00953283,0.00794133,0.42465699,1.29885282,1.56544157,0.73196739,0.00000000
-5.63981991,2.98487943,0.00755519,0.40151189,1.26258089,1.57105807,0.72918806,0.00000000
-5.63381691,2.95824982,0.00721194,0.37866824,1.22648750,1.57433103,0.72673871,0.00000000
-5.62781391,2.92922965,0.00690645,0.35631121,1.19054354,1.57495115,0.72435778,0.00000000
-5.62181091,2.89735944,0.00663304,0.33460396,1.15469412,1.57260768,0.72176040,0.00000000
-5.61580790,2.86216210,0.00638575,0.31368538,1.11886475,1.56700395,0.71865120,0.00000000
-5.60980490,2.82317372,0.00615860,0.29366901,1.08296899,1.55787410,0.71473781,0.00000000
-5.60380190,2.77997605,0.00594584,0.27464314,1.04691729,1.54500022,0.70974441,0.00000000
-5.59779890,2.73222866,0.00574215,0.25667194,1.01062641,1.52822889,0.70342472,0.00000000
-5.59179590,2.67969895,0.00554285,0.23979752,0.97402895,1.50748598,0.69557372,0.00000000
-5.58579290,2.62228807,0.00534398,0.22404264,0.93708220,1.48278880,0.68603759,0.00000000
-5.57978989,2.56005099,0.00514240,0.20941389,0.89977593,1.45425467,0.67472129,0.00000000
-5.57378689,2.49320927,0.00493583,0.19590512,0.86213848,1.42210510,0.66159351,0.00000000
-5.56778389,2.42215555,0.00472286,0.18350075,0.82424070,1.38666527,0.64668854,0.00000000
-5.56178089,2.34744914,0.00450287,0.17217899,0.78619758,1.34835833,0.63010516,0.00000000
-5.55577789,2.26980268,0.00427603,0.16191455,0.74816727,1.30769477,0.61200250,0.00000000
-5.54977489,2.19006030,0.00404312,0.15268087,0.71034775,1.26525711,0.59259311,0.00000000
-5.54377189,2.10916843,0.00380550,0.14445180,0.67297115,1.22168063,0.57213361,0.00000000
-5.53776888,2.02814058,0.00356492,0.13720266,0.63629617,1.17763094,0.55091335,0.00000000
-5.53176588,1.94801801,0.00332343,0.13091072,0.60059909,1.13377959,0.52924180,0.00000000
