energy_ev,total_up,B_p_up,B_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,0.61512606,0.00000025,0.00000000,0.00000026,0.00000958,0.81037577,0.27427783
-5.99399700,0.62301608,0.00000024,0.00000000,0.00000018,0.00000951,0.82077526,0.27779632
-5.98799400,0.62648461,0.00000023,0.00000000,0.00000012,0.00000942,0.82534828,0.27934335
-5.98199100,0.62545547,0.00000022,0.00000000,0.00000008,0.00000931,0.82399486,0.27888492
-5.97598799,0.61994964,0.00000021,0.00000000,0.00000005,0.00000916,0.81674298,0.27643038
-5.96998499,0.61008442,0.00000021,0.00000000,0.00000004,0.00000896,0.80374736,0.27203201
-5.96398199,0.59606908,0.00000020,0.00000000,0.00000002,0.00000872,0.78528388,0.26578312
-5.95797899,0.57819742,0.00000019,0.00000000,0.00000002,0.00000842,0.76173969,0.25781470
-5.95197599,0.55683746,0.00000018,0.00000000,0.00000001,0.00000809,0.73359971,0.24829085
-5.94597299,0.53241878,0.00000017,0.00000000,0.00000001,0.00000772,0.70142993,0.23740309
-5.93996998,0.50541816,0.00000017,0.00000000,0.00000000,0.00000731,0.66585852,0.22536402
-5.93396698,0.47634414,0.00000016,0.00000000,0.00000000,0.00000687,0.62755546,0.21240039
-5.92796398,0.44572120,0.00000015,0.00000000,0.00000000,0.00000642,0.58721173,0.19874605
-5.92196098,0.41407423,0.00000013,0.00000000,0.00000000,0.00000595,0.54551886,0.18463506
-5.91595798,0.38191398,0.00000012,0.00000000,0.00000000,0.00000548,0.50314974,0.17029514
-5.90995498,0.34972392,0.00000011,0.00000000,0.00000000,0.00000501,0.46074132,0.15594188
-5.90395198,0.31794906,0.00000010,0.00000000,0.00000000,0.00000455,0.41887986,0.14177371
-5.89794897,0.28698696,0.00000009,0.00000000,0.00000000,0.00000410,0.37808916,0.12796791
-5.89194597,0.25718119,0.00000008,0.00000000,0.00000000,0.00000366,0.33882182,0.11467767
-5.88594297,0.22881719,0.00000007,0.00000000,0.00000000,0.00000325,0.30145392,0.10203027
-5.87993997,0.20212056,0.00000007,0.00000000,0.00000000,0.00000287,0.26628268,0.09012632
-5.87393697,0.17725756,0.00000006,0.00000000,0.00000000,0.00000251,0.23352711,0.07903994
-5.86793397,0.15433749,0.00000005,0.00000000,0.00000000,0.00000218,0.20333123,0.06881990
-5.86193097,0.13341680,0.00000004,0.00000000,0.00000000,0.00000188,0.17576941,0.05949136
-5.85592796,0.11450436,0.00000004,0.00000000,0.00000000,0.00000161,0.15085333,0.05105827
-5.84992496,0.09756767,0.00000003,0.00000000,0.00000000,0.00000137,0.12854018,0.04350616
-5.84392196,0.08253957,0.00000003,0.00000000,0.00000000,0.00000116,0.10874151,0.03680508
-5.83791896,0.06932517,0.00000002,0.00000000,0.00000000,0.00000097,0.09133225,0.03091272
-5.83191596,0.05780855,0.00000002,0.00000000,0.00000000,0.00000081,0.07615973,0.02577740
-5.82591296,0.04785922,0.00000002,0.00000000,0.00000000,0.00000067,0.06305203,0.02134093
-5.81990995,0.03933794,0.00000001,0.00000000,0.00000000,0.00000055,0.05182569,0.01754123
-5.81390695,0.03210184,0.00000001,0.00000000,0.00000000,0.00000045,0.04229252,0.01431460
-5.80790395,0.02600883,0.00000001,0.00000000,0.00000000,0.00000036,0.03426530,0.01159767
-5.80190095,0.02092108,0.00000001,0.00000000,0.00000000,0.00000029,0.02756245,0.00932899
-5.79589795,0.01670783,0.00000001,0.00000000,0.00000000,0.00000024,0.02201171,0.00745026
-5.78989495,0.01324734,0.00000001,0.00000000,0.00000000,0.00000019,0.01745268,0.00590718
-5.78389195,0.01042823,0.00000002,0.00000000,0.00000000,0.00000016,0.01373862,0.00465010
-5.77788894,0.00815017,0.00000003,0.00000000,0.00000000,0.00000013,0.01073736,0.00363428
-5.77188594,0.00632409,0.00000004,0.00000000,0.00000000,0.00000012,0.00833154,0.00281999
-5.76588294,0.00487200,0.00000006,0.00000000,0.00000000,0.00000012,0.00641841,0.00217247
-5.75987994,0.00372650,0.00000009,0.00000000,0.00000000,0.00000013,0.00490916,0.00166166
-5.75387694,0.00283003,0.00000014,0.00000000,0.00000000,0.00000016,0.00372794,0.00126188
-5.74787394,0.00213404,0.00000021,0.00000000,0.00000000,0.00000021,0.00281075,0.00095147
-5.74187094,0.00159801,0.00000032,0.00000000,0.00000000,0.00000030,0.00210420,0.00071238
-5.73586793,0.00118855,0.00000047,0.00000000,0.00000000,0.00000042,0.00156423,0.00052970
-5.72986493,0.00087843,0.00000069,0.00000000,0.00000000,0.00000061,0.00115489,0.00039127
-5.72386193,0.00064567,0.00000100,0.00000000,0.00000000,0.00000089,0.00084714,0.00028727
-5.71785893,0.00047279,0.00000145,0.00000000,0.00000000,0.00000128,0.00061780,0.00020989
-5.71185593,0.00034602,0.00000209,0.00000000,0.00000000,0.00000184,0.00044855,0.00015294
-5.70585293,0.00025469,0.00000299,0.00000000,0.00000000,0.00000262,0.00032509,0.00011164
-5.69984992,0.00019071,0.00000425,0.00000000,0.00000000,0.00000372,0.00023640,0.00008229
-5.69384692,0.00014806,0.00000599,0.00000000,0.00000000,0.00000524,0.00017414,0.00006215
-5.68784392,0.00012248,0.00000838,0.00000000,0.00000000,0.00000733,0.00013209,0.00004920
-5.68184092,0.00011117,0.00001163,0.00000000,0.00000000,0.00001018,0.00010580,0.00004205
-5.67583792,0.00011253,0.00001604,0.00000000,0.00000000,0.00001404,0.00009218,0.00003980
-5.66983492,0.00012608,0.00002197,0.00000000,0.00000000,0.00001922,0.00008933,0.00004202
-5.66383192,0.00015231,0.00002986,0.00000000,0.00000000,0.00002612,0.00009629,0.00004861
-5.65782891,0.00019266,0.00004030,0.00000000,0.00000000,0.00003526,0.00011294,0.00005985
-5.65182591,0.00024949,0.00005401,0.00000000,0.00000000,0.00004725,0.00013989,0.00007634
-5.64582291,0.00032614,0.00007186,0.00000000,0.00000000,0.00006286,0.00017847,0.00009899
-5.63981991,0.00042699,0.00009492,0.00000000,0.00000000,0.00008304,0.00023067,0.00012907
-5.63381691,0.00055751,0.00012450,0.00000000,0.00000000,0.00010891,0.00029916,0.00016818
-5.62781391,0.00072436,0.00016214,0.00000000,0.00000000,0.00014184,0.00038731,0.00021831
-5.62181091,0.00093552,0.00020966,0.00000000,0.00000000,0.00018340,0.00049925,0.00028185
