energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.79589795,6.96648470,0.81553052,0.31829950,0.07612467,0.84121388,2.65850626,2.23806051,0.06481639,3.32203907
-5.78989495,6.94821907,0.81380100,0.31751907,0.07826926,0.81962106,2.63140883,2.23268918,0.06679286,3.32411328
-5.78389195,6.91211245,0.80935897,0.31606927,0.08013854,0.79709729,2.59914373,2.22168763,0.06855618,3.31572084
-5.77788894,6.85726747,0.80219722,0.31390875,0.08169727,0.77372982,2.56155614,2.20475220,0.07007126,3.29645146
-5.77188594,6.78309097,0.79233673,0.31099901,0.08291611,0.74959935,2.51854879,2.18170496,0.07130708,3.26607678
-5.76588294,6.68932470,0.77982812,0.30730633,0.08377233,0.72478172,2.47009246,2.15250147,0.07223756,3.22456295
-5.75987994,6.57606987,0.76475282,0.30280407,0.08425032,0.69935034,2.41623611,2.11723545,0.07284230,3.17207944
-5.75387694,6.44380371,0.74722371,0.29747501,0.08434193,0.67337911,2.35711584,2.07614002,0.07310718,3.10900331
-5.74787394,6.29338702,0.72738521,0.29131358,0.08404655,0.64694556,2.29296207,2.02958530,0.07302481,3.03591844
-5.74187094,6.12606164,0.70541251,0.28432795,0.08337102,0.62013400,2.22410450,1.97807262,0.07259481,2.95360965
-5.73586793,5.94343750,0.68150995,0.27654167,0.08232932,0.59303833,2.15097415,1.92222512,0.07182390,2.86305133
-5.72986493,5.74746919,0.65590847,0.26799484,0.08094204,0.56576438,2.07410245,1.86277535,0.07072578,2.76539111
-5.72386193,5.54042255,0.62886225,0.25874467,0.07923573,0.53843161,1.99411698,1.80055001,0.06932086,2.66192857
-5.71785893,5.32483223,0.60064444,0.24886547,0.07724202,0.51117397,1.91173405,1.73645237,0.06763573,2.55408997
-5.71185593,5.10345147,0.57154235,0.23844786,0.07499670,0.48413999,1.82774813,1.67144298,0.06570258,2.44339944
-5.70585293,4.87919574,0.54185210,0.22759745,0.07253866,0.45749195,1.74301859,1.60651914,0.06355837,2.33144762
-5.69984992,4.65508193,0.51187298,0.21643291,0.06990880,0.43140434,1.65845393,1.54269373,0.06124393,2.21985878
-5.69384692,4.43416503,0.48190176,0.20508353,0.06714900,0.40606143,1.57499423,1.48097397,0.05880298,2.11025721
-5.68784392,4.21947425,0.45222724,0.19368647,0.06430096,0.38165439,1.49359218,1.42234066,0.05628109,2.00423394
-5.68184092,4.01395012,0.42312509,0.18238370,0.06140529,0.35837781,1.41519332,1.36772822,0.05372456,1.90331462
-5.67583792,3.82038450,0.39485323,0.17131881,0.05850056,0.33642589,1.34071616,1.31800602,0.05117944,1.80892935
-5.66983492,3.64136469,0.36764798,0.16063395,0.05562254,0.31598847,1.27103256,1.27396121,0.04869042,1.72238516
-5.66383192,3.47922294,0.34172095,0.15046676,0.05280350,0.29724692,1.20694905,1.23628340,0.04629992,1.64484158
-5.65782891,3.33599233,0.31725675,0.14094767,0.05007178,0.28037023,1.14918956,1.20555122,0.04404719,1.57728981
-5.65182591,3.21336970,0.29441160,0.13219741,0.04745139,0.26551115,1.09837990,1.18222101,0.04196757,1.52053581
-5.64582291,3.11268617,0.27331274,0.12432504,0.04496184,0.25280276,1.05503451,1.16661769,0.04009181,1.47518740
-5.63981991,3.03488563,0.25405857,0.11742624,0.04261809,0.24235533,1.01954574,1.15892795,0.03844560,1.44164558
-5.63381691,2.98051135,0.23671946,0.11158220,0.04043067,0.23425374,0.99217595,1.15919582,0.03704916,1.42010015
-5.62781391,2.94970087,0.22133907,0.10685881,0.03840587,0.22855535,0.97305267,1.16732075,0.03591708,1.41052954
-5.62181091,2.94218911,0.20793610,0.10330627,0.03654606,0.22528850,0.96216700,1.18305835,0.03505815,1.41270490
-5.61580790,2.95731970,0.19650630,0.10095909,0.03485011,0.22445160,0.95937529,1.20602382,0.03447552,1.42619831
-5.60980490,2.99406421,0.18702460,0.09983630,0.03331387,0.22601281,0.96440419,1.23569830,0.03416680,1.45039508
-5.60380190,3.05104920,0.17944736,0.09994194,0.03193060,0.22991047,0.97685905,1.27143815,0.03412445,1.48450985
-5.59779890,3.12659057,0.17371451,0.10126565,0.03069160,0.23605405,0.99623539,1.31248723,0.03433617,1.52760636
-5.59179590,3.21873476,0.16975161,0.10378345,0.02958663,0.24432582,1.02193338,1.35799214,0.03478542,1.57862054
-5.58579290,3.32530605,0.16747172,0.10745845,0.02860447,0.25458308,1.05327486,1.40702035,0.03545206,1.63638651
-5.57978989,3.44395913,0.16677715,0.11224168,0.02773339,0.26666092,1.08952249,1.45858091,0.03631300,1.69966494
-5.57378689,3.57223571,0.16756100,0.11807283,0.02696156,0.28037557,1.12990060,1.51164740,0.03734297,1.76717325
-5.56778389,3.70762401,0.16970855,0.12488104,0.02627745,0.29552803,1.17361687,1.56518273,0.03851520,1.83761675
-5.56178089,3.84761945,0.17309853,0.13258555,0.02567016,0.31190812,1.21988435,1.61816497,0.03980225,1.90972008
-5.55577789,3.98978492,0.17760434,0.14109647,0.02512966,0.32929866,1.26794292,1.66961364,0.04117673,1.98225784
-5.54977489,4.13180877,0.18309520,0.15031550,0.02464702,0.34747979,1.31707944,1.71861556,0.04261200,2.05408358
-5.54377189,4.27155867,0.18943739,0.16013670,0.02421458,0.36623319,1.36664585,1.76434929,0.04408288,2.12415614
-5.53776888,4.40712955,0.19649544,0.17044743,0.02382597,0.38534613,1.41607438,1.80610738,0.04556618,2.19156243
-5.53176588,4.53688381,0.20413352,0.18112934,0.02347626,0.40461517,1.46488938,1.84331538,0.04704122,2.25553581
-5.52576288,4.65948237,0.21221692,0.19205960,0.02316182,0.42384949,1.51271515,1.87554693,0.04849021,2.31546935
-5.51975988,4.77390553,0.22061360,0.20311233,0.02288038,0.44287362,1.55927949,1.90253417,0.04989850,2.37092354
-5.51375688,4.87946262,0.22919592,0.21416023,0.02263082,0.46152958,1.60441279,1.92417294,0.05125475,2.42162810
-5.50775388,4.97579035,0.23784239,0.22507649,0.02241311,0.47967846,1.64804277,1.94052247,0.05255092,2.46747790
-5.50175088,5.06283998,0.24643952,0.23573693,0.02222813,0.49720122,1.69018514,1.95179957,0.05378215,2.50852323
-5.49574787,5.14085409,0.25488370,0.24602228,0.02207740,0.51399901,1.73093064,1.95836734,0.05494657,2.54495490
-5.48974487,5.21033400,0.26308290,0.25582074,0.02196296,0.52999285,1.77042921,1.96071895,0.05604495,2.57708496
-5.48374187,5.27199960,0.27095839,0.26503046,0.02188706,0.54512295,1.80887211,1.95945705,0.05708033,2.60532393
-5.47773887,5.32674364,0.27844618,0.27356223,0.02185199,0.55934759,1.84647294,1.95526978,0.05805757,2.63015572
-5.47173587,5.37558238,0.28549825,0.28134196,0.02185977,0.57264187,1.88344861,1.94890421,0.05898285,2.65211144
-5.46573287,5.41960538,0.29208344,0.28831305,0.02191200,0.58499639,1.92000127,1.94113852,0.05986324,2.67174333
-5.45972986,5.45992631,0.29818803,0.29443843,0.02200962,0.59641590,1.95630214,1.93275390,0.06070623,2.68960002
-5.45372686,5.49763725,0.30381584,0.29970227,0.02215274,0.60691814,1.99247807,1.92450743,0.06151934,2.70620422
-5.44772386,5.53376824,0.30898793,0.30411116,0.02234048,0.61653289,2.02860161,1.91710693,0.06230980,2.72203377
-5.44172086,5.56925343,0.31374189,0.30769470,0.02257092,0.62530125,2.06468485,1.91118882,0.06308430,2.73750681
-5.43571786,5.60490518,0.31813059,0.31050545,0.02284099,0.63327510,2.10067741,1.90729952,0.06384886,2.75297128
-5.42971486,5.64139623,0.32222060,0.31261817,0.02314650,0.64051683,2.13646841,1.90588123,0.06460872,2.76869924
-5.42371186,5.67925022,0.32609011,0.31412826,0.02348215,0.64709906,2.17189225,1.90726220,0.06536839,2.78488555
-5.41770885,5.71883985,0.32982651,0.31514950,0.02384167,0.65310440,2.20673755,1.91165162,0.06613173,2.80165068
-5.41170585,5.76039181,0.33352372,0.31581104,0.02421790,0.65862504,2.24075864,1.91913905,0.06690204,2.81904696
-5.40570285,5.80399707,0.33727913,0.31625367,0.02460298,0.66376199,2.27368865,1.92969799,0.06768222,2.83706741
-5.39969985,5.84962509,0.34119053,0.31662558,0.02498860,0.66862390,2.30525336,1.94319311,0.06847492,2.85565623
-5.39369685,5.89714010,0.34535278,0.31707758,0.02536613,0.67332535,2.33518473,1.95939051,0.06928264,2.87471990
-5.38769385,5.94631789,0.34985452,0.31775803,0.02572697,0.67798447,2.36323332,1.97797020,0.07010778,2.89413796
-5.38169085,5.99686152,0.35477498,0.31880756,0.02606267,0.68271989,2.38917873,1.99854027,0.07095265,2.91377249
-5.37568784,6.04841467,0.36018086,0.32035387,0.02636529,0.68764704,2.41283728,2.02065164,0.07181935,2.93347559
-5.36968484,6.10057162,0.36612340,0.32250666,0.02662748,0.69287392,2.43406676,2.04381311,0.07270963,2.95309434
-5.36368184,6.15288331,0.37263588,0.32535303,0.02684276,0.69849631,2.45276769,2.06750576,0.07362464,2.97247285
-5.35767884,6.20485934,0.37973131,0.32895340,0.02700562,0.70459285,2.46888130,2.09119635,0.07456457,2.99145136
-5.35167584,6.25596620,0.38740070,0.33333823,0.02711164,0.71122001,2.48238439,2.11434936,0.07552831,3.00986273
-5.34567284,6.30562227,0.39561174,0.33850566,0.02715756,0.71840729,2.49328143,2.13643732,0.07651309,3.02752651
-5.33966983,6.35319075,0.40430807,0.34442012,0.02714126,0.72615295,2.50159468,2.15694942,0.07751406,3.04424153
-5.33366683,6.39797161,0.41340910,0.35101210,0.02706179,0.73442048,2.50735289,2.17539837,0.07852396,3.05977754
-5.32766383,6.43919401,0.42281055,0.35817908,0.02691927,0.74313606,2.51057951,2.19132558,0.07953289,3.07386698
-5.32166083,6.47601053,0.43238553,0.36578763,0.02671479,0.75218737,2.51128126,2.20430491,0.08052809,3.08619773
-5.31565783,6.50749468,0.44198637,0.37367657,0.02645028,0.76142370,2.50943790,2.21394527,0.08149396,3.09640776
-5.30965483,6.53264268,0.45144709,0.38166126,0.02612838,0.77065767,2.50499385,2.21989226,0.08241210,3.10408242
-5.30365183,6.55038058,0.46058648,0.38953867,0.02575226,0.77966846,2.49785250,2.22182923,0.08326162,3.10875512
-5.29764882,6.55957723,0.46921182,0.39709333,0.02532547,0.78820659,2.48787344,2.21947813,0.08401948,3.10991163
-5.29164582,6.55906329,0.47712308,0.40410364,0.02485178,0.79600016,2.47487308,2.21260013,0.08466110,3.10699842
-5.28564282,6.54765611,0.48411765,0.41034869,0.02433503,0.80276228,2.45862874,2.20099660,0.08516093,3.09943480
-5.27963982,6.52418988,0.48999528,0.41561500,0.02377902,0.80819953,2.43888593,2.18451028,0.08549329,3.08662859
-5.27363682,6.48755002,0.49456334,0.41970321,0.02318740,0.81202110,2.41536879,2.16302685,0.08563315,3.06799484
-5.26763382,6.43671059,0.49764212,0.42243432,0.02256361,0.81394827,2.38779288,2.13647692,0.08555697,3.04297669
-5.26163082,6.37077315,0.49906993,0.42365536,0.02191086,0.81372395,2.35588006,2.10483834,0.08524356,3.01106753
-5.25562781,6.28900521,0.49870806,0.42324423,0.02123205,0.81112167,2.31937438,2.06813864,0.08467484,2.97183335
-5.24962481,6.19087671,0.49644518,0.42111356,0.02052989,0.80595400,2.27805837,2.02645754,0.08383658,2.92493426
-5.24362181,6.07609241,0.49220115,0.41721350,0.01980682,0.79807972,2.23176890,1.97992920,0.08271897,2.87014395
-5.23761881,5.94461886,0.48593009,0.41153327,0.01906517,0.78740968,2.18041163,1.92874396,0.08131707,2.80736619
-5.23161581,5.79670411,0.47762246,0.40410153,0.01830718,0.77391093,2.12397353,1.87314936,0.07963110,2.73664742
-5.22561281,5.63288927,0.46730612,0.39498549,0.01753506,0.75760912,2.06253255,1.81345013,0.07766659,2.65818469
-5.21960980,5.45401089,0.45504643,0.38428881,0.01675110,0.73858888,1.99626416,1.75000697,0.07543431,2.57232852
-5.21360680,5.26119387,0.44094503,0.37214848,0.01595773,0.71699235,1.92544422,1.68323389,0.07295009,2.47958038
-5.20760380,5.05583470,0.42513768,0.35873065,0.01515754,0.69301574,1.85044809,1.61359407,0.07023439,2.38058488
-5.20160080,4.83957566,0.40779105,0.34422572,0.01435340,0.66690420,1.77174595,1.54159416,0.06731189,2.27611675
-5.19559780,4.61427076,0.38909850,0.32884279,0.01354839,0.63894516,1.68989444,1.46777699,0.06421081,2.16706337
-5.18959480,4.38194455,0.36927522,0.31280375,0.01274591,0.60946038,1.60552518,1.39271305,0.06096224,2.05440340
-5.18359180,4.14474548,0.34855267,0.29633708,0.01194958,0.57879712,1.51933033,1.31699061,0.05759936,1.93918242
-5.17758879,3.90489554,0.32717275,0.27967178,0.01116325,0.54731867,1.43204622,1.24120513,0.05415667,1.82248661
-5.17158579,3.66463808,0.30538176,0.26303149,0.01039097,0.51539477,1.34443536,1.16594803,0.05066919,1.70541563
-5.16558279,3.42618594,0.28342441,0.24662901,0.00963687,0.48339213,1.25726797,1.09179538,0.04717173,1.58905560
-5.15957979,3.19167167,0.26153818,0.23066149,0.00890518,0.45166554,1.17130349,1.01929684,0.04369810,1.47445346
-5.15357679,2.96310184,0.23994814,0.21530623,0.00820007,0.42054978,1.08727300,0.94896534,0.04028055,1.36259342
-5.14757379,2.74231694,0.21886237,0.20071746,0.00752563,0.39035270,1.00586324,0.88126787,0.03694915,1.25437661
-5.14157079,2.53095824,0.19846824,0.18702392,0.00688578,0.36134964,0.92770263,0.81661768,0.03373134,1.15060425
-5.13556778,2.33044248,0.17892953,0.17432741,0.00628420,0.33377927,0.85335002,0.75536829,0.03065158,1.05196509
-5.12956478,2.14194511,0.16038442,0.16270223,0.00572431,0.30784105,0.78328620,0.69780942,0.02773110,0.95902714
-5.12356178,1.96639207,0.14294454,0.15219557,0.00520915,0.28369420,0.71790862,0.64416496,0.02498772,0.87223388
-5.11755878,1.80446001,0.12669475,0.14282863,0.00474144,0.26145808,0.65752905,0.59459306,0.02243580,0.79190469
-5.11155578,1.65658426,0.11169383,0.13459846,0.00432350,0.24121405,0.60237428,0.54918814,0.02008632,0.71823914
-5.10555278,1.52297372,0.09797587,0.12748043,0.00395727,0.22300827,0.55258941,0.50798471,0.01794692,0.65132476
-5.09954977,1.40363138,0.08555229,0.12143109,0.00364431,0.20685554,0.50824345,0.47096272,0.01602215,0.59114755
-5.09354677,1.29837918,0.07441418,0.11639138,0.00338581,0.19274368,0.46933676,0.43805405,0.01431364,0.53760463
-5.08754377,1.20688568,0.06453514,0.11228998,0.00318265,0.18063836,0.43580971,0.40914986,0.01282043,0.49051817
-5.08154077,1.12869513,0.05587415,0.10904677,0.00303540,0.17048789,0.40755212,0.38410832,0.01153919,0.44965008
-5.07553777,1.06325634,0.04837853,0.10657610,0.00294434,0.16222793,0.38441288,0.36276238,0.01046454,0.41471656
-5.06953477,1.00995025,0.04198678,0.10478998,0.00290953,0.15578578,0.36620918,0.34492720,0.00958938,0.38540197
-5.06353177,0.96811488,0.03663132,0.10360097,0.00293085,0.15108400,0.35273505,0.33040689,0.00890510,0.36137151
-5.05752876,0.93706689,0.03224089,0.10292465,0.00300797,0.14804341,0.34376865,0.31900039,0.00840191,0.34228227
-5.05152576,0.91611903,0.02874262,0.10268184,0.00314045,0.14658515,0.33907816,0.31050623,0.00806902,0.32779225
-5.04552276,0.90459327,0.02606384,0.10280027,0.00332767,0.14663199,0.33842605,0.30472609,0.00789487,0.31756741
-5.03951976,0.90182942,0.02413339,0.10321588,0.00356890,0.14810867,0.34157172,0.30146721,0.00786733,0.31128645
-5.03351676,0.90718941,0.02288271,0.10387370,0.00386327,0.15094160,0.34827242,0.30054358,0.00797381,0.30864355
-5.02751376,0.92005781,0.02224645,0.10472824,0.00420976,0.15505778,0.35828280,0.30177622,0.00820140,0.30934924
-5.02151076,0.93983910,0.02216288,0.10574358,0.00460714,0.16038332,0.37135325,0.30499255,0.00853701,0.31312953
-5.01550775,0.96595232,0.02257400,0.10689300,0.00505399,0.16684150,0.38722724,0.31002517,0.00896741,0.31972382
-5.00950475,0.99782426,0.02342542,0.10815839,0.00554862,0.17435081,0.40563826,0.31671027,0.00947936,0.32888180
-5.00350175,1.03488173,0.02466612,0.10952928,0.00608902,0.18282290,0.42630659,0.32488593,0.01005966,0.34035979
-4.99749875,1.07654401,0.02624811,0.11100174,0.00667283,0.19216089,0.44893641,0.33439050,0.01069522,0.35391695
-4.99149575,1.12221622,0.02812603,0.11257700,0.00729726,0.20225797,0.47321361,0.34506125,0.01137315,0.36931165
-4.98549275,1.17128422,0.03025677,0.11426003,0.00795903,0.21299665,0.49880467,0.35673354,0.01208085,0.38629842
-4.97948974,1.22311178,0.03259916,0.11605799,0.00865436,0.22424855,0.52535702,0.36924054,0.01280607,0.40462565
-4.97348674,1.27704037,0.03511367,0.11797868,0.00937888,0.23587503,0.55250086,0.38241358,0.01353699,0.42403444
-4.96748374,1.33239170,0.03776237,0.12002909,0.01012761,0.24772852,0.57985290,0.39608316,0.01426235,0.44425853
-4.96148074,1.38847335,0.04050887,0.12221392,0.01089496,0.25965463,0.60702167,0.41008068,0.01497149,0.46502557
-4.95547774,1.44458706,0.04331853,0.12453443,0.01167473,0.27149492,0.63361469,0.42424063,0.01565451,0.48605967
-4.94947474,1.50003983,0.04615876,0.12698735,0.01246010,0.28309029,0.65924702,0.43840332,0.01630228,0.50708507
-4.94347174,1.55415697,0.04899948,0.12956419,0.01324372,0.29428488,0.68355095,0.45241798,0.01690656,0.52783096
-4.93746873,1.60629704,0.05181368,0.13225072,0.01401776,0.30493024,0.70618663,0.46614598,0.01746008,0.54803715
-4.93146573,1.65586774,0.05457814,0.13502694,0.01477400,0.31488964,0.72685285,0.47946424,0.01795657,0.56746034
-4.92546273,1.70234227,0.05727410,0.13786727,0.01550402,0.32404241,0.74529777,0.49226850,0.01839086,0.58588079
-4.91945973,1.74527537,0.05988810,0.14074119,0.01619926,0.33228794,0.76132892,0.50447637,0.01875884,0.60310894
-4.91345673,1.78431832,0.06241263,0.14361416,0.01685129,0.33954934,0.77482194,0.51603010,0.01905756,0.61899184
-4.90745373,1.81923228,0.06484685,0.14644892,0.01745194,0.34577651,0.78572762,0.52689882,0.01928521,0.63341899
-4.90145073,1.84989923,0.06719706,0.14920700,0.01799356,0.35094840,0.79407684,0.53708032,0.01944110,0.64632719
-4.89544772,1.87632998,0.06947709,0.15185044,0.01846921,0.35507447,0.79998297,0.54660208,0.01952567,0.65770436
-4.88944472,1.89866872,0.07170840,0.15434359,0.01887287,0.35819523,0.80364160,0.55552167,0.01954046,0.66759187
-4.88344172,1.91719379,0.07391989,0.15665501,0.01919967,0.36038167,0.80532740,0.56392630,0.01948807,0.67608534
-4.87743872,1.93231430,0.07614748,0.15875917,0.01944605,0.36173373,0.80538816,0.57193155,0.01937211,0.68333373
-4.87143572,1.94456255,0.07843335,0.16063807,0.01960991,0.36237781,0.80423614,0.57967926,0.01919714,0.68953661
-4.86543272,1.95458225,0.08082477,0.16228251,0.01969076,0.36246329,0.80233694,0.58733445,0.01896860,0.69493976
-4.85942971,1.96311273,0.08337272,0.16369302,0.01968978,0.36215814,0.80019628,0.59508146,0.01869273,0.69982897
-4.85342671,1.97096933,0.08613015,0.16488040,0.01960981,0.36164399,0.79834518,0.60311914,0.01837647,0.70452242
-4.84742371,1.97902071,0.08915004,0.16586570,0.01945536,0.36111045,0.79732395,0.61165533,0.01802735,0.70936155
-4.84142071,1.98816334,0.09248323,0.16667978,0.01923252,0.36074914,0.79766569,0.62090056,0.01765341,0.71470104
-4.83541771,1.99929426,0.09617619,0.16736235,0.01894882,0.36074754,0.79987980,0.63106125,0.01726303,0.72089781
-4.82941471,2.01328273,0.10026878,0.16796055,0.01861304,0.36128280,0.80443610,0.64233252,0.01686480,0.72829984
-4.82341171,2.03094180,0.10479205,0.16852717,0.01823497,0.36251585,0.81175015,0.65489081,0.01646742,0.73723472
-4.81740870,2.05300073,0.10976633,0.16911852,0.01782520,0.36458584,0.82217023,0.66888661,0.01607951,0.74799872
-4.81140570,2.08007934,0.11519954,0.16979214,0.01739476,0.36760538,0.83596643,0.68443751,0.01570952,0.76084647
-4.80540270,2.11266517,0.12108596,0.17060442,0.01695491,0.37165641,0.85332213,0.70162190,0.01536555,0.77598182
-4.79939970,2.15109435,0.12740545,0.17160820,0.01651675,0.37678717,0.87432824,0.72047362,0.01505526,0.79354999
-4.79339670,2.19553701,0.13412326,0.17285064,0.01609099,0.38301021,0.89898012,0.74097780,0.01478576,0.81363151
-4.78739370,2.24598774,0.14119044,0.17437121,0.01568768,0.39030159,0.92717741,0.76306816,0.01456348,0.83623796
-4.78139070,2.30226168,0.14854482,0.17620015,0.01531595,0.39860128,0.95872654,0.78662596,0.01439413,0.86130972
-4.77538769,2.36399626,0.15611262,0.17835731,0.01498381,0.40781481,0.99334574,0.81148071,0.01428265,0.88871584
-4.76938469,2.43065878,0.16381063,0.18085143,0.01469803,0.41781606,1.03067243,0.83741280,0.01423317,0.91825598
-4.76338169,2.50155938,0.17154877,0.18367998,0.01446399,0.42845110,1.07027249,0.86415792,0.01424901,0.94966424
-4.75737869,2.57586919,0.17923316,0.18682942,0.01428566,0.43954301,1.11165111,0.89141324,0.01433269,0.98261494
-4.75137569,2.65264277,0.18676924,0.19027586,0.01416555,0.45089740,1.15426484,0.91884523,0.01448598,1.01672994
-4.74537269,2.73084416,0.19406516,0.19398621,0.01410480,0.46230856,1.19753444,0.94609869,0.01470993,1.05158735
-4.73936968,2.80937569,0.20103497,0.19791955,0.01410322,0.47356583,1.24085804,0.97280695,0.01500496,1.08673142
-4.73336668,2.88710831,0.20760169,0.20202871,0.01415940,0.48446014,1.28362449,0.99860260,0.01537090,1.12168319
-4.72736368,2.96291271,0.21369995,0.20626199,0.01427088,0.49479038,1.32522624,1.02312863,0.01580710,1.15595170
-4.72136068,3.03569003,0.21927827,0.21056494,0.01443431,0.50436942,1.36507187,1.04604940,0.01631249,1.18904544
-4.71535768,3.10440129,0.22430059,0.21488206,0.01464560,0.51302950,1.40259777,1.06706109,0.01688568,1.22048384
-4.70935468,3.16809478,0.22874735,0.21915837,0.01490015,0.52062699,1.43727896,1.08590135,0.01752501,1.24980848
-4.70335168,3.22593049,0.23261578,0.22334087,0.01519302,0.52704613,1.46863887,1.10235777,0.01822860,1.27659374
-4.69734867,3.27720131,0.23591955,0.22737969,0.01551910,0.53220194,1.49625812,1.11627482,0.01899446,1.30045689
-4.69134567,3.32135019,0.23868780,0.23122914,0.01587331,0.53604202,1.51978205,1.12755921,0.01982053,1.32106717
-4.68534267,3.35798332,0.24096363,0.23484851,0.01625075,0.53854729,1.53892716,1.13618333,0.02070469,1.33815387
-4.67933967,3.38687881,0.24280215,0.23820255,0.01664683,0.53973180,1.55348631,1.14218688,0.02164482,1.35151313
-4.67333667,3.40799104,0.24426814,0.24126198,0.01705743,0.53964154,1.56333265,1.14567643,0.02263884,1.36101339
-4.66733367,3.42145062,0.24543362,0.24400370,0.01747893,0.53835237,1.56842226,1.14682312,0.02368470,1.36659919
-4.66133067,3.42755993,0.24637527,0.24641092,0.01790834,0.53596725,1.56879533,1.14585855,0.02478041,1.36829337
-4.65532766,3.42678467,0.24717201,0.24847326,0.01834332,0.53261280,1.56457594,1.14306881,0.02592403,1.36619735
-4.64932466,3.41974134,0.24790273,0.25018680,0.01878217,0.52843537,1.55597017,1.13878713,0.02711364,1.36048961
-4.64332166,3.40718118,0.24864433,0.25155401,0.01922387,0.52359678,1.54326269,1.13338500,0.02834733,1.35142206
