energy_ev,total_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,2.82454681,0.52676096,0.00000000,0.75383674,0.00000000,2.06688826,1.18281954
-5.99399700,2.86999739,0.55433677,0.00000000,0.75230472,0.00000000,2.13618843,1.21384844
-5.98799400,2.93727430,0.59058362,0.00000000,0.75604475,0.00000000,2.21464726,1.25561569
-5.98199100,3.02623311,0.63595787,0.00000000,0.76500325,0.00000000,2.30188175,1.30818274
-5.97598799,3.13663429,0.69089842,0.00000000,0.77909456,0.00000000,2.39745923,1.37157563
-5.96998499,3.26816671,0.75581253,0.00000000,0.79821250,0.00000000,2.50091979,1.44578669
-5.96398199,3.42045965,0.83105749,0.00000000,0.82223915,0.00000000,2.61179237,1.53077079
-5.95797899,3.59308168,0.91691824,0.00000000,0.85105048,0.00000000,2.72960307,1.62643544
-5.95197599,3.78552569,1.01358164,0.00000000,0.88451803,0.00000000,2.85387498,1.73262500
-5.94597299,3.99718061,1.12110838,0.00000000,0.92250686,0.00000000,2.98411934,1.84909952
-5.93996998,4.22729150,1.23940358,0.00000000,0.96486958,0.00000000,3.11981874,1.97550941
-5.93396698,4.47491085,1.36818794,0.00000000,1.01143715,0.00000000,3.26040377,2.11136749
-5.92796398,4.73884473,1.50697088,0.00000000,1.06200711,0.00000000,3.40522526,2.25602046
-5.92196098,5.01759837,1.65502786,0.00000000,1.11633015,0.00000000,3.55352467,2.40862212
-5.91595798,5.30932621,1.81138352,0.00000000,1.17409632,0.00000000,3.70440559,2.56811076
-5.90995498,5.61179142,1.97480268,0.00000000,1.23492196,0.00000000,3.85680961,2.73319314
-5.90395198,5.92233973,2.14379054,0.00000000,1.29833874,0.00000000,4.00949940,2.90233739
-5.89794897,6.23789198,2.31660348,0.00000000,1.36378602,0.00000000,4.16105173,3.07377655
-5.89194597,6.55495855,2.49127103,0.00000000,1.43060739,0.00000000,4.30986261,3.24552416
-5.88594297,6.86967778,2.66562931,0.00000000,1.49805236,0.00000000,4.45416590,3.41540265
-5.87993997,7.17787914,2.83736540,0.00000000,1.56528368,0.00000000,4.59206588,3.58108432
-5.87393697,7.47517005,3.00407163,0.00000000,1.63139031,0.00000000,4.72158327,3.74014416
-5.86793397,7.75704404,3.16330808,0.00000000,1.69540593,0.00000000,4.84071344,3.89012287
-5.86193097,8.01900619,3.31267113,0.00000000,1.75633239,0.00000000,4.94749436,4.02859772
-5.85592796,8.25671073,3.44986528,0.00000000,1.81316717,0.00000000,5.04008119,4.15325835
-5.84992496,8.46610463,3.57277541,0.00000000,1.86493366,0.00000000,5.11682400,4.26198419
-5.84392196,8.64357041,3.67953622,0.00000000,1.91071287,0.00000000,5.17634438,4.35291994
-5.83791896,8.78606116,3.76859597,0.00000000,1.94967503,0.00000000,5.21760695,4.42454548
-5.83191596,8.89122126,3.83877142,0.00000000,1.98110954,0.00000000,5.23998170,4.47573676
-5.82591296,8.95748645,3.88929168,0.00000000,2.00445172,0.00000000,5.24329359,4.50581493
-5.81990995,8.98415836,3.91982877,0.00000000,2.01930510,0.00000000,5.22785642,4.51458083
-5.81390695,8.97144952,3.93051367,0.00000000,2.02545804,0.00000000,5.19448867,4.50233359
-5.80790395,8.92049663,3.92193696,0.00000000,2.02289395,0.00000000,5.14451014,4.46987195
-5.80190095,8.83334105,3.89513422,0.00000000,2.01179451,0.00000000,5.07971883,4.41847842
-5.79589795,8.71287745,3.85155665,0.00000000,1.99253578,0.00000000,5.00234872,4.34988684
-5.78989495,8.56277270,3.79302830,0.00000000,1.96567740,0.00000000,4.91500996,4.26623466
-5.78389195,8.38735835,3.72169167,0.00000000,1.93194538,0.00000000,4.82061351,4.17000196
-5.77788894,8.19150143,3.63994387,0.00000000,1.89220922,0.00000000,4.72228341,4.06393977
-5.77188594,7.98045858,3.55036587,0.00000000,1.84745444,0.00000000,4.62325976,3.95099038
-5.76588294,7.75971937,3.45564742,0.00000000,1.79875164,0.00000000,4.52679636,3.83420273
-5.75987994,7.53484470,3.35851049,0.00000000,1.74722343,0.00000000,4.43605669,3.71664592
-5.75387694,7.31130609,3.26163356,0.00000000,1.69401039,0.00000000,4.35401220,3.60132383
-5.74787394,7.09433142,3.16757956,0.00000000,1.64023763,0.00000000,4.28334660,3.49109363
-5.74187094,6.88876222,3.07872933,0.00000000,1.58698275,0.00000000,4.22636943,3.38859065
-5.73586793,6.69892696,2.99722276,0.00000000,1.53524673,0.00000000,4.18494219,3.29616195
-5.72986493,6.52853398,2.92490900,0.00000000,1.48592834,0.00000000,4.16041949,3.21581024
-5.72386193,6.38058717,2.86330726,0.00000000,1.43980297,0.00000000,4.15360728,3.14914968
-5.71785893,6.25732649,2.81357882,0.00000000,1.39750652,0.00000000,4.16473975,3.09737478
-5.71185593,6.16019472,2.77651100,0.00000000,1.35952451,0.00000000,4.19347568,3.06124276
-5.70585293,6.08983086,2.75251328,0.00000000,1.32618685,0.00000000,4.23891447,3.04106997
-5.69984992,6.04609008,2.74162539,0.00000000,1.29766803,0.00000000,4.29963153,3.03674212
-5.69384692,6.02808893,2.74353690,0.00000000,1.27399270,0.00000000,4.37373170,3.04773785
-5.68784392,6.03427400,2.75761747,0.00000000,1.25504611,0.00000000,4.45891910,3.07316476
-5.68184092,6.06251145,2.78295662,0.00000000,1.24058906,0.00000000,4.55258091,3.11180657
-5.67583792,6.11019374,2.81841135,0.00000000,1.23027663,0.00000000,4.65188209,3.16217981
-5.66983492,6.17435986,2.86265990,0.00000000,1.22367987,0.00000000,4.75386751,3.22259780
-5.66383192,6.25182418,2.91425949,0.00000000,1.22030966,0.00000000,4.85556769,3.29123970
-5.65782891,6.33930894,2.97170556,0.00000000,1.21964183,0.00000000,4.95410402,3.36622180
-5.65182591,6.43357520,3.03349028,0.00000000,1.22114250,0.00000000,5.04678911,3.44566831
-5.64582291,6.53154681,3.09815752,0.00000000,1.22429278,0.00000000,5.13121847,3.52777860
-5.63981991,6.63042232,3.16435216,0.00000000,1.22861184,0.00000000,5.20534938,3.61088813
-5.63381691,6.72777017,3.23086129,0.00000000,1.23367758,0.00000000,5.26756399,3.69352041
-5.62781391,6.82160322,3.29664561,0.00000000,1.23914408,0.00000000,5.31671375,3.77442769
-5.62181091,6.91042953,3.36085963,0.00000000,1.24475528,0.00000000,5.35214357,3.85261868
-5.61580790,6.99327748,3.42285982,0.00000000,1.25035436,0.00000000,5.37369465,3.92737219
-5.60980490,7.06969472,3.48220065,0.00000000,1.25588869,0.00000000,5.38168633,3.99823630
-5.60380190,7.13972144,3.53861909,0.00000000,1.26141009,0.00000000,5.37687792,4.06501358
-5.59779890,7.20384016,3.59200871,0.00000000,1.26707062,0.00000000,5.36041268,4.12773341
-5.59179590,7.26290508,3.64238536,0.00000000,1.27311414,0.00000000,5.33374692,4.18661352
-5.58579290,7.31805545,3.68984680,0.00000000,1.27986400,0.00000000,5.29856796,4.24201314
-5.57978989,7.37061787,3.73452901,0.00000000,1.28770764,0.00000000,5.25670495,4.29438091
-5.57378689,7.42200311,3.77656218,0.00000000,1.29707843,0.00000000,5.21003718,4.34420075
-5.56778389,7.47360324,3.81602941,0.00000000,1.30843591,0.00000000,5.16040433,4.39193902
-5.56178089,7.52669437,3.85293087,0.00000000,1.32224483,0.00000000,5.10952290,4.43799624
-5.55577789,7.58235018,3.88715583,0.00000000,1.33895403,0.00000000,5.05891269,4.48266597
-5.54977489,7.64137013,3.91846443,0.00000000,1.35897573,0.00000000,5.00983655,4.52610328
-5.54377189,7.70422570,3.94648041,0.00000000,1.38266606,0.00000000,4.96325582,4.56830408
-5.53776888,7.77102622,3.97069515,0.00000000,1.41030728,0.00000000,4.91980287,4.60909619
-5.53176588,7.84150512,3.99048267,0.00000000,1.44209226,0.00000000,4.87977139,4.64814193
-5.52576288,7.91502581,4.00512451,0.00000000,1.47811169,0.00000000,4.84312392,4.68495143
