energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Na_s_up,Na_s_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-4.22311156,1.57627767,-1.57627865,0.00427739,-0.00427740,0.14858284,-0.14858302,0.44160334,-0.44160373,0.72105207,-0.72105197,0.05020778,-0.05020782,0.77880508,-0.77880635,0.00000000,-0.00000000
-4.21710855,1.51706143,-1.51706211,0.00493372,-0.00493373,0.14222980,-0.14222995,0.42210579,-0.42210611,0.70066156,-0.70066129,0.04755374,-0.04755377,0.74025800,-0.74025913,0.00000000,-0.00000000
-4.21110555,1.46408614,-1.46408651,0.00565640,-0.00565641,0.13639202,-0.13639215,0.40436387,-0.40436411,0.68302929,-0.68302886,0.04531292,-0.04531293,0.70479636,-0.70479735,0.00000000,-0.00000000
-4.20510255,1.41787432,-1.41787438,0.00644398,-0.00644399,0.13114711,-0.13114722,0.38855231,-0.38855247,0.66832450,-0.66832391,0.04347716,-0.04347716,0.67273480,-0.67273564,0.00000000,-0.00000000
-4.19909955,1.37870870,-1.37870847,0.00729338,-0.00729339,0.12655212,-0.12655220,0.37477763,-0.37477771,0.65660701,-0.65660627,0.04203017,-0.04203016,0.64427120,-0.64427190,0.00000000,-0.00000000
-4.19309655,1.34662972,-1.34662923,0.00819972,-0.00819972,0.12264240,-0.12264246,0.36307770,-0.36307771,0.64782681,-0.64782594,0.04094817,-0.04094815,0.61948581,-0.61948638,0.00000000,-0.00000000
-4.18709355,1.32144144,-1.32144073,0.00915623,-0.00915624,0.11943113,-0.11943118,0.35342349,-0.35342344,0.64182755,-0.64182658,0.04020082,-0.04020080,0.59834418,-0.59834463,0.00000000,-0.00000000
-4.18109055,1.30272540,-1.30272451,0.01015424,-0.01015425,0.11690972,-0.11690975,0.34572307,-0.34572297,0.63835390,-0.63835285,0.03975226,-0.03975224,0.58070380,-0.58070414,0.00000000,-0.00000000
-4.17508754,1.28986188,-1.28986088,0.01118318,-0.01118319,0.11504879,-0.11504881,0.33982750,-0.33982736,0.63706243,-0.63706134,0.03956239,-0.03956236,0.56632402,-0.56632427,0.00000000,-0.00000000
-4.16908454,1.28205762,-1.28205656,0.01223073,-0.01223073,0.11379995,-0.11379996,0.33553846,-0.33553831,0.63753553,-0.63753443,0.03958821,-0.03958818,0.55487889,-0.55487908,0.00000000,-0.00000000
-4.16308154,1.27837885,-1.27837781,0.01328294,-0.01328295,0.11309804,-0.11309805,0.33261731,-0.33261715,0.63929788,-0.63929682,0.03978533,-0.03978530,0.54597241,-0.54597256,0.00000000,-0.00000000
-4.15707854,1.27778835,-1.27778738,0.01432461,-0.01432461,0.11286392,-0.11286393,0.33079506,-0.33079492,0.64183469,-0.64183369,0.04010949,-0.04010947,0.53915542,-0.53915556,0.00000000,-0.00000000
-4.15107554,1.27918492,-1.27918410,0.01533951,-0.01533952,0.11300755,-0.11300756,0.32978310,-0.32978299,0.64461098,-0.64461009,0.04051819,-0.04051818,0.53394367,-0.53394384,0.00000000,-0.00000000
-4.14507254,1.28144396,-1.28144334,0.01631092,-0.01631093,0.11343132,-0.11343134,0.32928412,-0.32928406,0.64709123,-0.64709048,0.04097223,-0.04097223,0.52983626,-0.52983646,0.00000000,-0.00000000
-4.13906953,1.28345741,-1.28345706,0.01722197,-0.01722198,0.11403353,-0.11403357,0.32900292,-0.32900292,0.64875846,-0.64875789,0.04143729,-0.04143730,0.52633373,-0.52633400,0.00000000,-0.00000000
-4.13306653,1.28417181,-1.28417179,0.01805626,-0.01805627,0.11471180,-0.11471186,0.32865666,-0.32865673,0.64913211,-0.64913175,0.04188538,-0.04188540,0.52295540,-0.52295576,0.00000000,-0.00000000
-4.12706353,1.28262301,-1.28262335,0.01879828,-0.01879829,0.11536640,-0.11536648,0.32798435,-0.32798450,0.64778404,-0.64778390,0.04229623,-0.04229626,0.51925510,-0.51925556,0.00000000,-0.00000000
-4.12106053,1.27796642,-1.27796714,0.01943401,-0.01943402,0.11590336,-0.11590347,0.32675514,-0.32675538,0.64435204,-0.64435215,0.04265848,-0.04265853,0.51483496,-0.51483554,0.00000000,-0.00000000
-4.11505753,1.26950193,-1.26950307,0.01995135,-0.01995136,0.11623726,-0.11623739,0.32477533,-0.32477567,0.63855054,-0.63855091,0.04297076,-0.04297081,0.50935685,-0.50935756,0.00000000,-0.00000000
-4.10905453,1.25669284,-1.25669440,0.02034060,-0.02034060,0.11629363,-0.11629379,0.32189374,-0.32189418,0.63017803,-0.63017866,0.04324243,-0.04324250,0.50255117,-0.50255200,0.00000000,-0.00000000
-4.10305153,1.23917821,-1.23918018,0.02059481,-0.02059481,0.11601095,-0.11601115,0.31800553,-0.31800607,0.61912121,-0.61912209,0.04349423,-0.04349431,0.49422274,-0.49422370,0.00000000,-0.00000000
-4.09704852,1.21677875,-1.21678112,0.02071008,-0.02071008,0.11534217,-0.11534239,0.31305426,-0.31305489,0.60535578,-0.60535691,0.04375853,-0.04375863,0.48425388,-0.48425497,0.00000000,-0.00000000
-4.09104552,1.18949613,-1.18949889,0.02068574,-0.02068574,0.11425565,-0.11425590,0.30703227,-0.30703299,0.58894401,-0.58894538,0.04407935,-0.04407946,0.47260462,-0.47260583,0.00000000,-0.00000000
-4.08504252,1.15750627,-1.15750937,0.02052440,-0.02052439,0.11273572,-0.11273599,0.29997945,-0.29998026,0.57002943,-0.57003101,0.04451198,-0.04451210,0.45931019,-0.45931151,0.00000000,-0.00000000
-4.07903952,1.12114695,-1.12115036,0.02023192,-0.02023192,0.11078258,-0.11078287,0.29198048,-0.29198137,0.54882886,-0.54883063,0.04512233,-0.04512247,0.44447617,-0.44447759,0.00000000,-0.00000000
-4.07303652,1.08090075,-1.08090442,0.01981727,-0.01981726,0.10841186,-0.10841217,0.28316077,-0.28316172,0.52562243,-0.52562436,0.04598588,-0.04598603,0.42827140,-0.42827290,0.00000000,-0.00000000
-4.06703352,1.03737395,-1.03737783,0.01929219,-0.01929218,0.10565363,-0.10565396,0.27368115,-0.27368216,0.50074195,-0.50074401,0.04718622,-0.04718638,0.41091927,-0.41092082,0.00000000,-0.00000000
-4.06103052,0.99127252,-0.99127655,0.01867089,-0.01867088,0.10255106,-0.10255140,0.26373170,-0.26373274,0.47455829,-0.47456045,0.04881325,-0.04881342,0.39268759,-0.39268919,0.00000000,-0.00000000
-4.05502751,0.94337615,-0.94338029,0.01796956,-0.01796954,0.09915868,-0.09915904,0.25352482,-0.25352589,0.44746822,-0.44747044,0.05096100,-0.05096119,0.37387767,-0.37387929,0.00000000,-0.00000000
-4.04902451,0.89451135,-0.89451554,0.01720584,-0.01720582,0.09554043,-0.09554079,0.24328787,-0.24328896,0.41988135,-0.41988361,0.05372507,-0.05372527,0.35481281,-0.35481444,0.00000000,-0.00000000
-4.04302151,0.84552457,-0.84552877,0.01639829,-0.01639828,0.09176745,-0.09176781,0.23325554,-0.23325665,0.39220759,-0.39220985,0.05719969,-0.05719991,0.33582691,-0.33582853,0.00000000,-0.00000000
-4.03701851,0.79725635,-0.79726050,0.01556580,-0.01556579,0.08791578,-0.08791614,0.22366229,-0.22366339,0.36484555,-0.36484778,0.06147459,-0.06147483,0.31725329,-0.31725488,0.00000000,-0.00000000
-4.03101551,0.75051713,-0.75052119,0.01472702,-0.01472700,0.08406399,-0.08406435,0.21473491,-0.21473600,0.33817234,-0.33817452,0.06663157,-0.06663182,0.29941435,-0.29941590,0.00000000,-0.00000000
-4.02501251,0.70606564,-0.70606959,0.01389977,-0.01389975,0.08029093,-0.08029128,0.20668567,-0.20668674,0.31253492,-0.31253702,0.07274089,-0.07274117,0.28261213,-0.28261363,0.00000000,-0.00000000
-4.01900950,0.66459035,-0.66459415,0.01310058,-0.01310057,0.07667349,-0.07667383,0.19970603,-0.19970707,0.28824325,-0.28824526,0.07985772,-0.07985802,0.26712023,-0.26712166,0.00000000,-0.00000000
-4.01300650,0.62669435,-0.62669796,0.01234425,-0.01234424,0.07328465,-0.07328498,0.19396115,-0.19396217,0.26556541,-0.26556731,0.08801858,-0.08801890,0.25317711,-0.25317847,0.00000000,-0.00000000
-4.00700350,0.59288410,-0.59288751,0.01164344,-0.01164343,0.07019183,-0.07019215,0.18958545,-0.18958643,0.24472457,-0.24472634,0.09723803,-0.09723837,0.24098105,-0.24098232,0.00000000,-0.00000000
-4.00100050,0.56356221,-0.56356541,0.01100840,-0.01100840,0.06745549,-0.06745579,0.18667916,-0.18668010,0.22589793,-0.22589958,0.10750573,-0.10750610,0.23068678,-0.23068797,0.00000000,-0.00000000
-3.99499750,0.53902421,-0.53902719,0.01044680,-0.01044680,0.06512818,-0.06512847,0.18530618,-0.18530707,0.20921745,-0.20921895,0.11878410,-0.11878449,0.22240384,-0.22240494,0.00000000,-0.00000000
-3.98899450,0.51945936,-0.51946210,0.00996360,-0.00996360,0.06325402,-0.06325429,0.18549311,-0.18549396,0.19477216,-0.19477352,0.13100658,-0.13100699,0.21619660,-0.21619761,0.00000000,-0.00000000
-3.98299150,0.50495521,-0.50495772,0.00956107,-0.00956107,0.06186856,-0.06186882,0.18722965,-0.18723045,0.18261198,-0.18261320,0.14407682,-0.14407724,0.21208599,-0.21208690,0.00000000,-0.00000000
-3.97698849,0.49550574,-0.49550800,0.00923883,-0.00923883,0.06099914,-0.06099937,0.19047028,-0.19047103,0.17275269,-0.17275376,0.15786886,-0.15786930,0.21005267,-0.21005348,0.00000000,-0.00000000
-3.97098549,0.49102252,-0.49102454,0.00899405,-0.00899405,0.06066560,-0.06066582,0.19513720,-0.19513790,0.16518183,-0.16518276,0.17222838,-0.17222883,0.21004162,-0.21004235,0.00000000,-0.00000000
-3.96498249,0.49134861,-0.49135039,0.00882167,-0.00882167,0.06088145,-0.06088164,0.20112446,-0.20112511,0.15986531,-0.15986610,0.18697514,-0.18697560,0.21196792,-0.21196854,0.00000000,-0.00000000
-3.95897949,0.49627435,-0.49627588,0.00871467,-0.00871468,0.06165520,-0.06165537,0.20830313,-0.20830372,0.15675428,-0.15675493,0.20190657,-0.20190704,0.21572332,-0.21572384,0.00000000,-0.00000000
-3.95297649,0.50555463,-0.50555591,0.00866446,-0.00866446,0.06299210,-0.06299225,0.21652729,-0.21652782,0.15579215,-0.15579266,0.21680250,-0.21680297,0.22118362,-0.22118404,0.00000000,-0.00000000
-3.94697349,0.51892664,-0.51892767,0.00866118,-0.00866119,0.06489582,-0.06489595,0.22564070,-0.22564117,0.15692123,-0.15692161,0.23143091,-0.23143137,0.22821628,-0.22821660,0.00000000,-0.00000000
-3.94097049,0.53612757,-0.53612835,0.00869416,-0.00869417,0.06737028,-0.06737038,0.23548383,-0.23548424,0.16008896,-0.16008920,0.24555452,-0.24555496,0.23668804,-0.23668826,0.00000000,-0.00000000
-3.93496748,0.55691113,-0.55691165,0.00875231,-0.00875232,0.07042128,-0.07042135,0.24590088,-0.24590121,0.16525310,-0.16525322,0.25893802,-0.25893845,0.24647218,-0.24647230,0.00000000,-0.00000000
-3.92896448,0.58106229,-0.58106255,0.00882446,-0.00882447,0.07405792,-0.07405796,0.25674657,-0.25674684,0.17238595,-0.17238594,0.27135566,-0.27135607,0.25745510,-0.25745511,0.00000000,-0.00000000
-3.92296148,0.60840929,-0.60840928,0.00889982,-0.00889983,0.07829369,-0.07829369,0.26789234,-0.26789253,0.18147709,-0.18147695,0.28259882,-0.28259920,0.26954174,-0.26954164,0.00000000,-0.00000000
-3.91695848,0.63883219,-0.63883191,0.00896826,-0.00896827,0.08314701,-0.08314697,0.27923150,-0.27923160,0.19253453,-0.19253426,0.29248330,-0.29248364,0.28265966,-0.28265945,0.00000000,-0.00000000
-3.91095548,0.67226744,-0.67226688,0.00902062,-0.00902063,0.08864125,-0.08864118,0.29068325,-0.29068326,0.20558420,-0.20558380,0.30085597,-0.30085628,0.29676149,-0.29676116,0.00000000,-0.00000000
-3.90495248,0.70870780,-0.70870696,0.00904901,-0.00904902,0.09480413,-0.09480402,0.30219508,-0.30219500,0.22066754,-0.22066702,0.30760044,-0.30760071,0.31182540,-0.31182494,0.00000000,-0.00000000
-3.89894947,0.74819755,-0.74819642,0.00904693,-0.00904694,0.10166638,-0.10166623,0.31374358,-0.31374340,0.23783732,-0.23783667,0.31264139,-0.31264162,0.32785363,-0.32785306,0.00000000,-0.00000000
-3.89294647,0.79082284,-0.79082141,0.00900949,-0.00900950,0.10925974,-0.10925954,0.32533335,-0.32533308,0.25715163,-0.25715086,0.31594748,-0.31594767,0.34486901,-0.34486831,0.00000000,-0.00000000
-3.88694347,0.83669745,-0.83669573,0.00893339,-0.00893339,0.11761437,-0.11761413,0.33699419,-0.33699382,0.27866644,-0.27866554,0.31753252,-0.31753267,0.36290948,-0.36290866,0.00000000,-0.00000000
-3.88094047,0.88594456,-0.88594255,0.00881700,-0.00881700,0.12675568,-0.12675540,0.34877649,-0.34877602,0.30242674,-0.30242572,0.31745490,-0.31745500,0.38202091,-0.38201997,0.00000000,-0.00000000
-3.87493747,0.93867517,-0.93867289,0.00866027,-0.00866028,0.13670073,-0.13670040,0.36074518,-0.36074462,0.32845688,-0.32845574,0.31581522,-0.31581528,0.40224859,-0.40224753,0.00000000,-0.00000000
-3.86893447,0.99496450,-0.99496195,0.00846467,-0.00846467,0.14745443,-0.14745406,0.37297249,-0.37297184,0.35675047,-0.35674922,0.31275231,-0.31275234,0.42362763,-0.42362646,0.00000000,-0.00000000
-3.86293147,1.05482740,-1.05482461,0.00823295,-0.00823296,0.15900569,-0.15900529,0.38552988,-0.38552915,0.38726037,-0.38725901,0.30843778,-0.30843778,0.44617311,-0.44617184,0.00000000,-0.00000000
-3.85692846,1.11819449,-1.11819148,0.00796906,-0.00796907,0.17132380,-0.17132336,0.39847974,-0.39847892,0.41988940,-0.41988795,0.30306924,-0.30306921,0.46987028,-0.46986892,0.00000000,-0.00000000
-3.85092546,1.18489037,-1.18488717,0.00767785,-0.00767785,0.18435522,-0.18435475,0.41186718,-0.41186629,0.45448247,-0.45448094,0.29686276,-0.29686271,0.49466572,-0.49466428,0.00000000,-0.00000000
-3.84492246,1.25461566,-1.25461232,0.00736487,-0.00736487,0.19802109,-0.19802060,0.42571273,-0.42571178,0.49082055,-0.49081895,0.29004474,-0.29004468,0.52045989,-0.52045839,0.00000000,-0.00000000
-3.83891946,1.32693418,-1.32693073,0.00703613,-0.00703613,0.21221566,-0.21221514,0.44000620,-0.44000521,0.52861723,-0.52861558,0.28284362,-0.28284355,0.54710191,-0.54710036,0.00000000,-0.00000000
-3.83291646,1.40126664,-1.40126312,0.00669786,-0.00669785,0.22680581,-0.22680529,0.45470235,-0.45470134,0.56751822,-0.56751654,0.27548192,-0.27548185,0.57438682,-0.57438524,0.00000000,-0.00000000
-3.82691346,1.47689182,-1.47688828,0.00635629,-0.00635629,0.24163189,-0.24163137,0.46971870,-0.46971767,0.60710421,-0.60710252,0.26816882,-0.26816876,0.60205600,-0.60205442,0.00000000,-0.00000000
-3.82091046,1.55295579,-1.55295229,0.00601748,-0.00601748,0.25650984,-0.25650933,0.48493568,-0.48493465,0.64689726,-0.64689558,0.26109374,-0.26109369,0.62980087,-0.62979930,0.00000000,-0.00000000
-3.81490745,1.62848951,-1.62848611,0.00568711,-0.00568711,0.27123469,-0.27123419,0.50019938,-0.50019837,0.68637069,-0.68636904,0.25442108,-0.25442105,0.65726989,-0.65726836,0.00000000,-0.00000000
-3.80890445,1.70243430,-1.70243104,0.00537039,-0.00537039,0.28558533,-0.28558487,0.51532678,-0.51532581,0.72496238,-0.72496079,0.24828641,-0.24828641,0.68407888,-0.68407740,0.00000000,-0.00000000
-3.80290145,1.77367452,-1.77367147,0.00507194,-0.00507194,0.29933051,-0.29933008,0.53011333,-0.53011240,0.76209100,-0.76208948,0.24279410,-0.24279413,0.70982419,-0.70982279,0.00000000,-0.00000000
-3.79689845,1.84107634,-1.84107353,0.00479573,-0.00479572,0.31223561,-0.31223523,0.54434244,-0.54434159,0.79717467,-0.79717325,0.23801651,-0.23801657,0.73409835,-0.73409705,0.00000000,-0.00000000
-3.79089545,1.90353059,-1.90352808,0.00454505,-0.00454505,0.32407027,-0.32406995,0.55779661,-0.55779584,0.82965126,-0.82964996,0.23399458,-0.23399467,0.75650735,-0.75650616,0.00000000,-0.00000000
-3.78489245,1.95999804,-1.95999585,0.00432254,-0.00432254,0.33461608,-0.33461583,0.57026929,-0.57026863,0.85899945,-0.85899829,0.23073979,-0.23073992,0.77668880,-0.77668774,0.00000000,-0.00000000
-3.77888944,2.00955464,-2.00955282,0.00413017,-0.00413017,0.34367445,-0.34367427,0.58157719,-0.58157663,0.88475962,-0.88475861,0.22823719,-0.22823735,0.79433009,-0.79432917,0.00000000,-0.00000000
-3.77288644,2.05143452,-2.05143307,0.00396931,-0.00396931,0.35107383,-0.35107373,0.59157192,-0.59157148,0.90655346,-0.90655261,0.22644928,-0.22644948,0.80918545,-0.80918468,0.00000000,-0.00000000
-3.76688344,2.08506829,-2.08506725,0.00384077,-0.00384077,0.35667626,-0.35667624,0.60015056,-0.60015024,0.92410140,-0.92410071,0.22532047,-0.22532070,0.82109113,-0.82109051,0.00000000,-0.00000000
-3.76088044,2.11011468,-2.11011402,0.00374486,-0.00374486,0.36038270,-0.36038276,0.60726437,-0.60726418,0.93723688,-0.93723635,0.22478184,-0.22478210,0.82997762,-0.82997715,0.00000000,-0.00000000
-3.75487744,2.12648339,-2.12648311,0.00368146,-0.00368147,0.36213687,-0.36213702,0.61292499,-0.61292492,0.94591662,-0.94591624,0.22475581,-0.22475609,0.83587831,-0.83587798,0.00000000,-0.00000000
-3.74887444,2.13434804,-2.13434812,0.00365006,-0.00365006,0.36192757,-0.36192780,0.61720785,-0.61720789,0.95022634,-0.95022611,0.22516061,-0.22516091,0.83893388,-0.83893369,0.00000000,-0.00000000
-3.74287144,2.13414799,-2.13414838,0.00364977,-0.00364977,0.35978907,-0.35978938,0.62025233,-0.62025247,0.95038149,-0.95038138,0.22591420,-0.22591452,0.83939217,-0.83939209,0.00000000,-0.00000000
-3.73686843,2.12657879,-2.12657946,0.00367941,-0.00367942,0.35579976,-0.35580016,0.62225866,-0.62225890,0.94672274,-0.94672274,0.22693754,-0.22693787,0.83760315,-0.83760316,0.00000000,-0.00000000
-3.73086543,2.11257147,-2.11257236,0.00373750,-0.00373751,0.35007909,-0.35007956,0.62348160,-0.62348192,0.93970647,-0.93970655,0.22815703,-0.22815736,0.83400935,-0.83400943,0.00000000,-0.00000000
-3.72486243,2.09326141,-2.09326246,0.00382226,-0.00382227,0.34278281,-0.34278333,0.62422108,-0.62422145,0.92989047,-0.92989060,0.22950614,-0.22950647,0.82913186,-0.82913199,0.00000000,-0.00000000
-3.71885943,2.06994818,-2.06994931,0.00393163,-0.00393163,0.33409695,-0.33409753,0.62481026,-0.62481067,0.91791545,-0.91791560,0.23092621,-0.23092653,0.82355257,-0.82355271,0.00000000,-0.00000000
-3.71285643,2.04404809,-2.04404923,0.00406326,-0.00406327,0.32423075,-0.32423138,0.62560169,-0.62560211,0.90448324,-0.90448337,0.23236648,-0.23236678,0.81789336,-0.81789347,0.00000000,-0.00000000
-3.70685343,2.01704176,-2.01704284,0.00421455,-0.00421456,0.31340891,-0.31340956,0.62695198,-0.62695239,0.89033244,-0.89033252,0.23378350,-0.23378378,0.81279313,-0.81279319,0.00000000,-0.00000000
-3.70085043,1.99041893,-1.99041987,0.00438261,-0.00438262,0.30186349,-0.30186417,0.62920598,-0.62920635,0.87621279,-0.87621280,0.23514005,-0.23514032,0.80888379,-0.80888376,0.00000000,-0.00000000
-3.69484742,1.96562326,-1.96562400,0.00456430,-0.00456431,0.28982605,-0.28982674,0.63268113,-0.63268145,0.86285926,-0.86285914,0.23640385,-0.23640410,0.80676605,-0.80676590,0.00000000,-0.00000000
-3.68884442,1.94399950,-1.94399996,0.00475631,-0.00475632,0.27752010,-0.27752079,0.63765278,-0.63765301,0.85096696,-0.85096670,0.23754608,-0.23754629,0.80698636,-0.80698607,0.00000000,-0.00000000
-3.68284142,1.92674549,-1.92674562,0.00495517,-0.00495518,0.26515449,-0.26515517,0.64434118,-0.64434131,0.84116814,-0.84116771,0.23854008,-0.23854028,0.81001582,-0.81001535,0.00000000,-0.00000000
-3.67683842,1.91487108,-1.91487083,0.00515733,-0.00515734,0.25291779,-0.25291846,0.65290085,-0.65290086,0.83401200,-0.83401137,0.23936042,-0.23936058,0.81623202,-0.81623136,0.00000000,-0.00000000
-3.67083542,1.90916573,-1.90916505,0.00535933,-0.00535934,0.24097401,-0.24097465,0.66341272,-0.66341259,0.82994836,-0.82994752,0.23998221,-0.23998235,0.82590470,-0.82590383,0.00000000,-0.00000000
-3.66483242,1.91017609,-1.91017496,0.00555783,-0.00555784,0.22945970,-0.22946031,0.67587952,-0.67587925,0.82931567,-0.82931460,0.24038118,-0.24038129,0.83918564,-0.83918455,0.00000000,-0.00000000
-3.65882941,1.91819438,-1.91819279,0.00574982,-0.00574983,0.21848249,-0.21848306,0.69022459,-0.69022417,0.83233393,-0.83233263,0.24053419,-0.24053428,0.85610338,-0.85610207,0.00000000,-0.00000000
-3.65282641,1.93325788,-1.93325582,0.00593275,-0.00593276,0.20812108,-0.20812160,0.70629407,-0.70629349,0.83910261,-0.83910107,0.24042042,-0.24042049,0.87656278,-0.87656127,0.00000000,-0.00000000
-3.64682341,1.95515917,-1.95515666,0.00610470,-0.00610471,0.19842649,-0.19842696,0.72386251,-0.72386177,0.84960360,-0.84960183,0.24002306,-0.24002311,0.90034955,-0.90034783,0.00000000,-0.00000000
-3.64082041,1.98346661,-1.98346367,0.00626451,-0.00626452,0.18942447,-0.18942490,0.74264139,-0.74264051,0.86370898,-0.86370699,0.23933146,-0.23933150,0.92713932,-0.92713740,0.00000000,-0.00000000
-3.63481741,2.01755356,-2.01755022,0.00641196,-0.00641196,0.18111879,-0.18111917,0.76229039,-0.76228937,0.88119300,-0.88119080,0.23834358,-0.23834361,0.95651097,-0.95650888,0.00000000,-0.00000000
-3.62881441,2.05663503,-2.05663134,0.00654788,-0.00654788,0.17349520,-0.17349553,0.78243060,-0.78242946,0.90174780,-0.90174542,0.23706847,-0.23706850,0.98796350,-0.98796127,0.00000000,-0.00000000
-3.62281141,2.09980969,-2.09980571,0.00667426,-0.00667427,0.16652575,-0.16652603,0.80265925,-0.80265800,0.92500193,-0.92499939,0.23552879,-0.23552882,1.02093573,-1.02093339,0.00000000,-0.00000000
-3.61680840,2.14610519,-2.14610096,0.00679435,-0.00679435,0.16017325,-0.16017348,0.82256517,-0.82256384,0.95054075,-0.95053807,0.23376284,-0.23376287,1.05482781,-1.05482538,0.00000000,-0.00000000
-3.61080540,2.19452457,-2.19452017,0.00691261,-0.00691261,0.15439556,-0.15439574,0.84174432,-0.84174293,0.97792772,-0.97792493,0.23182623,-0.23182628,1.08902379,-1.08902132,0.00000000,-0.00000000
-3.60480240,2.24409154,-2.24408703,0.00703478,-0.00703478,0.14914951,-0.14914965,0.85981465,-0.85981323,1.00672561,-1.00672273,0.22979276,-0.22979283,1.12291411,-1.12291163,0.00000000,-0.00000000
-3.59879940,2.29389240,-2.29388784,0.00716776,-0.00716776,0.14439429,-0.14439440,0.87642973,-0.87642829,1.03651638,-1.03651345,0.22775445,-0.22775455,1.15591715,-1.15591470,0.00000000,-0.00000000
-3.59279640,2.34311278,-2.34310824,0.00731955,-0.00731954,0.14009411,-0.14009419,0.89129041,-0.89128899,1.06691901,-1.06691604,0.22582059,-0.22582071,1.18749878,-1.18749639,0.00000000,-0.00000000
-3.58679340,2.39106743,-2.39106295,0.00749901,-0.00749900,0.13622006,-0.13622011,0.90415425,-0.90415286,1.09760423,-1.09760125,0.22411576,-0.22411592,1.21718932,-1.21718703,0.00000000,-0.00000000
-3.58079040,2.43722170,-2.43721735,0.00771574,-0.00771573,0.13275118,-0.13275120,0.91484212,-0.91484080,1.12830549,-1.12830252,0.22277682,-0.22277703,1.24459701,-1.24459484,0.00000000,-0.00000000
-3.57478739,2.48120398,-2.48119980,0.00797981,-0.00797980,0.12967464,-0.12967464,0.92324194,-0.92324070,1.15882564,-1.15882269,0.22194888,-0.22194914,1.26941761,-1.26941560,0.00000000,-0.00000000
-3.56878439,2.52280841,-2.52280443,0.00830148,-0.00830147,0.12698525,-0.12698523,0.92930932,-0.92930818,1.18903894,-1.18903603,0.22178040,-0.22178070,1.29143980,-1.29143796,0.00000000,-0.00000000
-3.56278139,2.56198809,-2.56198434,0.00869094,-0.00869093,0.12468417,-0.12468414,0.93306524,-0.93306421,1.21888842,-1.21888554,0.22241758,-0.22241795,1.31054610,-1.31054444,0.00000000,-0.00000000
-3.55677839,2.59883922,-2.59883571,0.00915799,-0.00915798,0.12277721,-0.12277716,0.93459099,-0.93459009,1.24837853,-1.24837570,0.22399831,-0.22399873,1.32670964,-1.32670818,0.00000000,-0.00000000
-3.55077539,2.63357714,-2.63357389,0.00971179,-0.00971178,0.12127261,-0.12127256,0.93402059,-0.93401983,1.27756373,-1.27756094,0.22664578,-0.22664626,1.33998686,-1.33998560,0.00000000,-0.00000000
-3.54477239,2.66650572,-2.66650272,0.01036055,-0.01036054,0.12017871,-0.12017865,0.93153124,-0.93153062,1.30653343,-1.30653068,0.23046227,-0.23046281,1.35050664,-1.35050559,0.00000000,-0.00000000
-3.53876938,2.69798177,-2.69797901,0.01111128,-0.01111127,0.11950145,-0.11950139,0.92733226,-0.92733178,1.33539427,-1.33539155,0.23552318,-0.23552378,1.35845663,-1.35845577,0.00000000,-0.00000000
-3.53276638,2.72837655,-2.72837403,0.01196961,-0.01196960,0.11924206,-0.11924200,0.92165314,-0.92165280,1.36425058,-1.36424788,0.24187181,-0.24187247,1.36406734,-1.36406668,0.00000000,-0.00000000
-3.52676338,2.75803653,-2.75803424,0.01293957,-0.01293956,0.11939495,-0.11939489,0.91473128,-0.91473108,1.39318430,-1.39318162,0.24951499,-0.24951570,1.36759505,-1.36759456,0.00000000,-0.00000000
-3.52076038,2.78724553,-2.78724345,0.01402349,-0.01402347,0.11994599,-0.11994593,0.90680011,-0.90680004,1.42223545,-1.42223280,0.25841995,-0.25842072,1.36930427,-1.36930396,0.00000000,-0.00000000
-3.51475738,2.81619054,-2.81618865,0.01522189,-0.01522187,0.12087133,-0.12087128,0.89807807,-0.89807813,1.45138434,-1.45138171,0.26851261,-0.26851342,1.36945083,-1.36945068,0.00000000,-0.00000000
-3.50875438,2.84493304,-2.84493134,0.01653348,-0.01653346,0.12213670,-0.12213665,0.88875910,-0.88875927,1.48053667,-1.48053406,0.27967729,-0.27967813,1.36826629,-1.36826629,0.00000000,-0.00000000
-3.50275138,2.87338760,-2.87338608,0.01795513,-0.01795511,0.12369736,-0.12369733,0.87900485,-0.87900513,1.50951250,-1.50950993,0.29175822,-0.29175909,1.36594453,-1.36594467,0.00000000,-0.00000000
-3.49674837,2.90130892,-2.90130758,0.01948194,-0.01948192,0.12549867,-0.12549864,0.86893921,-0.86893960,1.53803991,-1.53803739,0.30456251,-0.30456340,1.36263119,-1.36263146,0.00000000,-0.00000000
-3.49074537,2.92828820,-2.92828705,0.02110731,-0.02110729,0.12747712,-0.12747711,0.85864509,-0.85864558,1.56575390,-1.56575145,0.31786478,-0.31786566,1.35841629,-1.35841668,0.00000000,-0.00000000
-3.48474237,2.95375914,-2.95375820,0.02282301,-0.02282299,0.12956202,-0.12956202,0.84816363,-0.84816421,1.59220081,-1.59219845,0.33141310,-0.33141398,1.35333045,-1.35333096,0.00000000,-0.00000000
-3.47873937,2.97701332,-2.97701259,0.02461932,-0.02461930,0.13167747,-0.13167749,0.83749571,-0.83749638,1.61684834,-1.61684610,0.34493617,-0.34493702,1.34734469,-1.34734533,0.00000000,-0.00000000
