energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-3.13656828,4.47176270,0.49285820,1.64722979,0.03003377,0.09918455,0.23275384,2.65493596,0.21851586,0.00000000
-3.13056528,4.48541448,0.50121658,1.68453170,0.03015546,0.09770642,0.23160365,2.63764907,0.21715816,0.00000000
-3.12456228,4.49949631,0.51100668,1.72671993,0.03024013,0.09583457,0.23035160,2.61668717,0.21587840,0.00000000
-3.11855928,4.51355575,0.52193965,1.77275657,0.03029667,0.09360593,0.22897851,2.59254685,0.21464789,0.00000000
-3.11255628,4.52698257,0.53368633,1.82146692,0.03033301,0.09106210,0.22745964,2.56569223,0.21342877,0.00000000
-3.10655328,4.53902555,0.54588625,1.87157048,0.03035569,0.08824804,0.22576556,2.53654334,0.21217530,0.00000000
-3.10055028,4.54881795,0.55815806,1.92171675,0.03036966,0.08521078,0.22386350,2.50546840,0.21083570,0.00000000
-3.09454727,4.55541099,0.57011121,1.97052491,0.03037799,0.08199809,0.22171903,2.47278043,0.20935431,0.00000000
-3.08854427,4.55781405,0.58135840,2.01662603,0.03038181,0.07865731,0.21929801,2.43873787,0.20767419,0.00000000
-3.08254127,4.55504007,0.59152846,2.05870652,0.03038027,0.07523425,0.21656870,2.40354917,0.20573986,0.00000000
-3.07653827,4.54615394,0.60027909,2.09555111,0.03037062,0.07177230,0.21350403,2.36738068,0.20350020,0.00000000
-3.07053527,4.53032156,0.60730896,2.12608378,0.03034839,0.06831172,0.21008367,2.33036701,0.20091124,0.00000000
-3.06453227,4.50685723,0.61236872,2.14940494,0.03030758,0.06488911,0.20629609,2.29262314,0.19793880,0.00000000
-3.05852926,4.47526659,0.61527033,2.16482339,0.03024103,0.06153713,0.20214014,2.25425719,0.19456071,0.00000000
-3.05252626,4.43528315,0.61589438,2.17188170,0.03014072,0.05828431,0.19762640,2.21538290,0.19076864,0.00000000
-3.04652326,4.38689611,0.61419502,2.17037380,0.02999817,0.05515514,0.19277794,2.17613086,0.18656931,0.00000000
-3.04052026,4.33036789,0.61020226,2.16035413,0.02980484,0.05217021,0.18763054,2.13665776,0.18198504,0.00000000
-3.03451726,4.26624045,0.60402149,2.14213776,0.02955255,0.04934648,0.18223243,2.09715283,0.17705363,0.00000000
-3.02851426,4.19532948,0.59583029,2.11629158,0.02923380,0.04669763,0.17664336,2.05784112,0.17182755,0.00000000
-3.02251126,4.11870688,0.58587252,2.08361670,0.02884219,0.04423438,0.17093317,2.01898330,0.16637246,0.00000000
-3.01650825,4.03767180,0.57445010,2.04512288,0.02837267,0.04196492,0.16517985,1.98087194,0.16076513,0.00000000
-3.01050525,3.95371158,0.56191263,2.00199586,0.02782183,0.03989512,0.15946730,1.94382444,0.15509084,0.00000000
-3.00450225,3.86845413,0.54864545,1.95555895,0.02718806,0.03802892,0.15388259,1.90817302,0.14944047,0.00000000
-2.99849925,3.78361381,0.53505648,1.90723031,0.02647165,0.03636841,0.14851326,1.87425228,0.14390723,0.00000000
-2.99249625,3.70093302,0.52156246,1.85847752,0.02567488,0.03491406,0.14344435,1.84238512,0.13858340,0.00000000
-2.98649325,3.62212207,0.50857511,1.81077109,0.02480199,0.03366466,0.13875560,1.81286769,0.13355710,0.00000000
-2.98049025,3.54879982,0.49648776,1.76553870,0.02385903,0.03261738,0.13451879,1.78595451,0.12890918,0.00000000
-2.97448724,3.48243758,0.48566291,1.72412160,0.02285376,0.03176767,0.13079538,1.76184434,0.12471055,0.00000000
-2.96848424,3.42430858,0.47642116,1.68773478,0.02179544,0.03110917,0.12763450,1.74066793,0.12101985,0.00000000
-2.96248124,3.37544527,0.46903202,1.65743214,0.02069454,0.03063360,0.12507143,1.72247833,0.11788176,0.00000000
-2.95647824,3.33660591,0.46370667,1.63407776,0.01956246,0.03033067,0.12312665,1.70724449,0.11532580,0.00000000
-2.95047524,3.30825215,0.46059313,1.61832409,0.01841126,0.03018808,0.12180539,1.69484865,0.11336589,0.00000000
-2.94447224,3.29053830,0.45977369,1.61059776,0.01725332,0.03019148,0.12109781,1.68508791,0.11200045,0.00000000
-2.93846923,3.28331279,0.46126488,1.61109304,0.01610103,0.03032460,0.12097984,1.67768010,0.11121326,0.00000000
-2.93246623,3.28613175,0.46501966,1.61977338,0.01496655,0.03056944,0.12141443,1.67227393,0.11097480,0.00000000
-2.92646323,3.29828413,0.47093180,1.63638040,0.01386149,0.03090653,0.12235347,1.66846301,0.11124423,0.00000000
-2.92046023,3.31882727,0.47884215,1.66045008,0.01279680,0.03131535,0.12374004,1.66580337,0.11197174,0.00000000
-2.91445723,3.34663140,0.48854658,1.69133540,0.01178251,0.03177471,0.12551105,1.66383358,0.11310130,0.00000000
-2.90845423,3.38043109,0.49980498,1.72823434,0.01082768,0.03226334,0.12760013,1.66209673,0.11457356,0.00000000
-2.90245123,3.41888153,0.51235124,1.77022224,0.00994035,0.03276042,0.12994060,1.66016314,0.11632890,0.00000000
-2.89644822,3.46061698,0.52590352,1.81628718,0.00912749,0.03324616,0.13246843,1.65765264,0.11831043,0.00000000
-2.89044522,3.50430884,0.54017451,1.86536701,0.00839507,0.03370238,0.13512511,1.65425538,0.12046678,0.00000000
-2.88444222,3.54872070,0.55488123,1.91638653,0.00774813,0.03411304,0.13786015,1.64974994,0.12275460,0.00000000
-2.87843922,3.59275789,0.56975399,1.96829350,0.00719090,0.03446470,0.14063328,1.64401765,0.12514066,0.00000000
-2.87243622,3.63550898,0.58454419,2.02009197,0.00672688,0.03474691,0.14341611,1.63705240,0.12760340,0.00000000
-2.86643322,3.67627764,0.59903070,2.07087172,0.00635902,0.03495249,0.14619315,1.62896499,0.13013384,0.00000000
-2.86043022,3.71460295,0.61302454,2.11983273,0.00608980,0.03507760,0.14896232,1.61998181,0.13273593,0.00000000
-2.85442721,3.75026748,0.62637192,2.16630379,0.00592138,0.03512184,0.15173461,1.61043751,0.13542608,0.00000000
-2.84842421,3.78329258,0.63895545,2.20975470,0.00585568,0.03508805,0.15453323,1.60076179,0.13823210,0.00000000
-2.84242121,3.81392122,0.65069367,2.24980171,0.00589440,0.03498206,0.15739198,1.59146092,0.14119143,0.00000000
-2.83641821,3.84258930,0.66153904,2.28620636,0.00603909,0.03481237,0.16035312,1.58309444,0.14434884,0.00000000
-2.83041521,3.86988683,0.67147459,2.31886788,0.00629110,0.03458958,0.16346469,1.57624828,0.14775355,0.00000000
-2.82441221,3.89651113,0.68050952,2.34781007,0.00665153,0.03432593,0.16677753,1.57150535,0.15145611,0.00000000
-2.81840920,3.92321450,0.68867411,2.37316346,0.00712116,0.03403465,0.17034202,1.56941502,0.15550496,0.00000000
-2.81240620,3.95074921,0.69601413,2.39514389,0.00770029,0.03372935,0.17420475,1.57046306,0.15994293,0.00000000
-2.80640320,3.97981271,0.70258539,2.41402898,0.00838862,0.03342340,0.17840533,1.57504339,0.16480395,0.00000000
-2.80040020,4.01099616,0.70844844,2.43013380,0.00918508,0.03312938,0.18297341,1.58343315,0.17010994,0.00000000
-2.79439720,4.04473904,0.71366393,2.44378719,0.01008767,0.03285852,0.18792609,1.59577251,0.17586818,0.00000000
-2.78839420,4.08129245,0.71828886,2.45530998,0.01109329,0.03262031,0.19326598,1.61205021,0.18206924,0.00000000
-2.78239120,4.12069311,0.72237372,2.46499640,0.01219761,0.03242213,0.19897980,1.63209572,0.18868569,0.00000000
-2.77638819,4.16274954,0.72596089,2.47309951,0.01339492,0.03226903,0.20503779,1.65557865,0.19567151,0.00000000
-2.77038519,4.20704127,0.72908410,2.47982130,0.01467808,0.03216362,0.21139389,1.68201546,0.20296239,0.00000000
-2.76438219,4.25293110,0.73176900,2.48530773,0.01603845,0.03210610,0.21798672,1.71078345,0.21047691,0.00000000
-2.75837919,4.29958980,0.73403462,2.48964877,0.01746592,0.03209434,0.22474127,1.74114132,0.21811846,0.00000000
-2.75237619,4.34603177,0.73589570,2.49288297,0.01894895,0.03212418,0.23157136,1.77225556,0.22577803,0.00000000
-2.74637319,4.39115970,0.73736538,2.49500598,0.02047466,0.03218965,0.23838258,1.80323137,0.23333750,0.00000000
-2.74037019,4.43381576,0.73845823,2.49598195,0.02202901,0.03228348,0.24507576,1.83314667,0.24067350,0.00000000
-2.73436718,4.47283617,0.73919311,2.49575698,0.02359701,0.03239746,0.25155055,1.86108766,0.24766155,0.00000000
-2.72836418,4.50710636,0.73959572,2.49427312,0.02516291,0.03252295,0.25770928,1.88618415,0.25418033,0.00000000
-2.72236118,4.53561333,0.73970059,2.49148201,0.02671051,0.03265136,0.26346055,1.90764290,0.26011584,0.00000000
-2.71635818,4.55749247,0.73955217,2.48735683,0.02822345,0.03277463,0.26872261,1.92477754,0.26536530,0.00000000
-2.71035518,4.57206618,0.73920503,2.48190180,0.02968546,0.03288567,0.27342628,1.93703345,0.26984058,0.00000000
-2.70435218,4.57887226,0.73872305,2.47515835,0.03108071,0.03297870,0.27751723,1.94400656,0.27347101,0.00000000
-2.69834917,4.57768075,0.73817760,2.46720769,0.03239407,0.03304959,0.28095767,1.94545522,0.27620544,0.00000000
-2.69234617,4.56849842,0.73764480,2.45816957,0.03361138,0.03309603,0.28372708,1.94130464,0.27801347,0.00000000
-2.68634317,4.55156117,0.73720211,2.44819748,0.03471969,0.03311768,0.28582231,1.93164390,0.27888583,0.00000000
-2.68034017,4.52731506,0.73692444,2.43747083,0.03570743,0.03311616,0.28725681,1.91671581,0.27883382,0.00000000
-2.67433717,4.49638756,0.73688004,2.42618484,0.03656464,0.03309499,0.28805914,1.89690045,0.27788804,0.00000000
-2.66833417,4.45955117,0.73712654,2.41453910,0.03728301,0.03305938,0.28827089,1.87269323,0.27609631,0.00000000
-2.66233117,4.41768179,0.73770756,2.40272592,0.03785604,0.03301597,0.28794409,1.84467906,0.27352107,0.00000000
-2.65632816,4.37171488,0.73864997,2.39091957,0.03827901,0.03297253,0.28713828,1.81350382,0.27023628,0.00000000
-2.65032516,4.32260195,0.73996233,2.37926740,0.03854903,0.03293758,0.28591750,1.77984494,0.26632413,0.00000000
-2.64432216,4.27127033,0.74163459,2.36788379,0.03866502,0.03291995,0.28434723,1.74438256,0.26187161,0.00000000
-2.63831916,4.21858860,0.74363915,2.35684766,0.03862763,0.03292844,0.28249160,1.70777274,0.25696728,0.00000000
-2.63231616,4.16533950,0.74593344,2.34620374,0.03843920,0.03297136,0.28041091,1.67062410,0.25169817,0.00000000
-2.62631316,4.11220180,0.74846381,2.33596795,0.03810365,0.03305625,0.27815970,1.63347884,0.24614727,0.00000000
-2.62031016,4.05974181,0.75117070,2.32613639,0.03762642,0.03318955,0.27578536,1.59679896,0.24039133,0.00000000
-2.61430715,4.00841451,0.75399465,2.31669751,0.03701438,0.03337641,0.27332743,1.56095808,0.23449945,0.00000000
-2.60830415,3.95857360,0.75688289,2.30764654,0.03627569,0.03362054,0.27081752,1.52623882,0.22853217,0.00000000
-2.60230115,3.91048920,0.75979613,2.29900109,0.03541975,0.03392420,0.26827995,1.49283568,0.22254121,0.00000000
-2.59629815,3.86437134,0.76271491,2.29081674,0.03445707,0.03428821,0.26573279,1.46086252,0.21656982,0.00000000
-2.59029515,3.82039705,0.76564523,2.28320116,0.03339917,0.03471209,0.26318958,1.43036414,0.21065352,0.00000000
-2.58429215,3.77873863,0.76862282,2.27632564,0.03225849,0.03519427,0.26066117,1.40133065,0.20482135,0.00000000
-2.57828914,3.73959054,0.77171581,2.27043280,0.03104825,0.03573232,0.25815788,1.37371363,0.19909731,0.00000000
-2.57228614,3.70319271,0.77502532,2.26583941,0.02978236,0.03632325,0.25569159,1.34744282,0.19350196,0.00000000
-2.56628314,3.66984796,0.77868393,2.26293388,0.02847521,0.03696377,0.25327772,1.32244223,0.18805395,0.00000000
-2.56028014,3.63993207,0.78285176,2.26216778,0.02714158,0.03765057,0.25093685,1.29864452,0.18277152,0.00000000
-2.55427714,3.61389538,0.78771039,2.26404173,0.02579644,0.03838056,0.24869599,1.27600284,0.17767370,0.00000000
-2.54827414,3.59225524,0.79345471,2.26908583,0.02445477,0.03915104,0.24658922,1.25449944,0.17278116,0.00000000
-2.54227114,3.57557970,0.80028311,2.27783554,0.02313133,0.03995976,0.24465777,1.23415059,0.16811669,0.00000000
-2.53626813,3.56446300,0.80838640,2.29080410,0.02184049,0.04080495,0.24294941,1.21500763,0.16370532,0.00000000
-2.53026513,3.55949436,0.81793614,2.30845291,0.02059601,0.04168523,0.24151730,1.19715435,0.15957389,0.00000000
-2.52426213,3.56122186,0.82907294,2.33116144,0.01941080,0.04259937,0.24041813,1.18070090,0.15575036,0.00000000
-2.51825913,3.57011362,0.84189529,2.35919831,0.01829677,0.04354609,0.23970990,1.16577486,0.15226268,0.00000000
-2.51225613,3.58651876,0.85644985,2.39269529,0.01726463,0.04452366,0.23944924,1.15251022,0.14913750,0.00000000
-2.50625313,3.61063065,0.87272346,2.43162585,0.01632373,0.04552955,0.23968852,1.14103501,0.14639866,0.00000000
-2.50025013,3.64245481,0.89063767,2.47578947,0.01548198,0.04656003,0.24047297,1.13145855,0.14406562,0.00000000
-2.49424712,3.68178376,0.91004598,2.52480300,0.01474575,0.04760979,0.24183784,1.12385916,0.14215199,0.00000000
-2.48824412,3.72818051,0.93073413,2.57809975,0.01411985,0.04867160,0.24380581,1.11827321,0.14066414,0.00000000
-2.48224112,3.78097208,0.95242349,2.63493653,0.01360752,0.04973609,0.24638494,1.11468614,0.13960012,0.00000000
-2.47623812,3.83925368,0.97477747,2.69440877,0.01321057,0.05079158,0.24956709,1.11302615,0.13894886,0.00000000
-2.47023512,3.90190382,0.99741065,2.75547304,0.01292939,0.05182411,0.25332700,1.11316084,0.13868974,0.00000000
-2.46423212,3.96760970,1.01990024,2.81697606,0.01276316,0.05281755,0.25762211,1.11489703,0.13879257,0.00000000
-2.45822911,4.03490192,1.04179941,2.87768905,0.01270997,0.05375393,0.26239316,1.11798379,0.13921798,0.00000000
-2.45222611,4.10219678,1.06265169,2.93634563,0.01276704,0.05461385,0.26756541,1.12211851,0.13991824,0.00000000
-2.44622311,4.16784432,1.08200590,2.99168184,0.01293091,0.05537706,0.27305062,1.12695554,0.14083837,0.00000000
-2.44022011,4.23017960,1.09943085,3.04247610,0.01319758,0.05602314,0.27874955,1.13211704,0.14191764,0.00000000
-2.43421711,4.28757493,1.11452914,3.08758757,0.01356270,0.05653224,0.28455487,1.13720533,0.14309124,0.00000000
-2.42821411,4.33849041,1.12694941,3.12599090,0.01402169,0.05688589,0.29035441,1.14181619,0.14429219,0.00000000
-2.42221111,4.38152065,1.13639660,3.15680611,0.01456984,0.05706772,0.29603450,1.14555232,0.14545321,0.00000000
-2.41620810,4.41543532,1.14263969,3.17932213,0.01520229,0.05706426,0.30148326,1.14803641,0.14650874,0.00000000
-2.41020510,4.43921215,1.14551686,3.19301326,0.01591406,0.05686550,0.30659368,1.14892316,0.14739672,0.00000000
-2.40420210,4.45206087,1.14493771,3.19754793,0.01669996,0.05646540,0.31126638,1.14790982,0.14806031,0.00000000
-2.39819910,4.45343764,1.14088289,3.19278973,0.01755443,0.05586227,0.31541190,1.14474483,0.14844936,0.00000000
-2.39219610,4.44304957,1.13340098,3.17879099,0.01847141,0.05505887,0.31895240,1.13923430,0.14852165,0.00000000
-2.38619310,4.42084994,1.12260326,3.15577959,0.01944412,0.05406241,0.32182284,1.13124631,0.14824376,0.00000000
-2.38019010,4.38702480,1.10865656,3.12413999,0.02046489,0.05288432,0.32397151,1.12071288,0.14759172,0.00000000
-2.37418709,4.34197243,1.09177473,3.08438977,0.02152487,0.05153989,0.32536001,1.10762997,0.14655130,0.00000000
-2.36818409,4.28627704,1.07220927,3.03715314,0.02261398,0.05004769,0.32596277,1.09205553,0.14511806,0.00000000
-2.36218109,4.22067877,1.05023966,2.98313291,0.02372067,0.04842895,0.32576607,1.07410599,0.14329705,0.00000000
-2.35617809,4.14604176,1.02616378,2.92308252,0.02483193,0.04670686,0.32476692,1.05395161,0.14110242,0.00000000
-2.35017509,4.06332212,1.00028910,2.85777951,0.02593331,0.04490575,0.32297167,1.03181090,0.13855670,0.00000000
-2.34417209,3.97353765,0.97292469,2.78800172,0.02700901,0.04305040,0.32039465,1.00794458,0.13569004,0.00000000
-2.33816908,3.87774059,0.94437464,2.71450726,0.02804214,0.04116528,0.31705689,0.98264931,0.13253933,0.00000000
-2.33216608,3.77699464,0.91493291,2.63801891,0.02901503,0.03927400,0.31298505,0.95625147,0.12914724,0.00000000
-2.32616308,3.67235679,0.88487964,2.55921344,0.02990964,0.03739875,0.30821062,0.92910127,0.12556130,0.00000000
-2.32016008,3.56486438,0.85447900,2.47871582,0.03070809,0.03555993,0.30276941,0.90156706,0.12183298,0.00000000
-2.31415708,3.45552712,0.82397834,2.39709797,0.03139321,0.03377596,0.29670144,0.87403012,0.11801673,0.00000000
-2.30815408,3.34532358,0.79360851,2.31488173,0.03194916,0.03206313,0.29005107,0.84687983,0.11416923,0.00000000
-2.30215108,3.23520128,0.76358501,2.23254489,0.03236200,0.03043567,0.28286740,0.82050896,0.11034851,0.00000000
-2.29614807,3.12607930,0.73410961,2.15052960,0.03262036,0.02890589,0.27520489,0.79530927,0.10661331,0.00000000
-2.29014507,3.01885214,0.70537225,2.06925186,0.03271589,0.02748448,0.26712398,0.77166699,0.10302235,0.00000000
-2.28414207,2.91439372,0.67755285,1.98911112,0.03264378,0.02618076,0.25869176,0.74995821,0.09963372,0.00000000
-2.27813907,2.81356007,0.65082265,1.91049889,0.03240306,0.02500306,0.24998245,0.73054406,0.09650427,0.00000000
-2.27213607,2.71719016,0.62534505,1.83380560,0.03199682,0.02395912,0.24107772,0.71376555,0.09368904,0.00000000
-2.26613307,2.62610367,0.60127567,1.75942481,0.03143230,0.02305637,0.23206661,0.69993820,0.09124070,0.00000000
-2.26013007,2.54109580,0.57876168,1.68775467,0.03072079,0.02230227,0.22304523,0.68934633,0.08920901,0.00000000
-2.25412706,2.46292863,0.55794031,1.61919619,0.02987734,0.02170452,0.21411595,0.68223737,0.08764026,0.00000000
-2.24812406,2.39231973,0.53893673,1.55414864,0.02892047,0.02127121,0.20538629,0.67881619,0.08657681,0.00000000
-2.24212106,2.32992834,0.52186155,1.49300230,0.02787158,0.02101090,0.19696750,0.67923986,0.08605659,0.00000000
-2.23611806,2.27634023,0.50680794,1.43612939,0.02675437,0.02093257,0.18897281,0.68361297,0.08611266,0.00000000
-2.23011506,2.23205216,0.49384891,1.38387367,0.02559413,0.02104551,0.18151556,0.69198391,0.08677288,0.00000000
-2.22411206,2.19745719,0.48303485,1.33653971,0.02441701,0.02135912,0.17470718,0.70434235,0.08805961,0.00000000
-2.21810905,2.17283197,0.47439159,1.29438270,0.02324926,0.02188267,0.16865523,0.72061812,0.08998950,0.00000000
-2.21210605,2.15832697,0.46791934,1.25759951,0.02211651,0.02262492,0.16346156,0.74068178,0.09257340,0.00000000
-2.20610305,2.15396056,0.46359247,1.22632184,0.02104302,0.02359385,0.15922065,0.76434685,0.09581639,0.00000000
-2.20010005,2.15961751,0.46136040,1.20061185,0.02005111,0.02479623,0.15601824,0.79137385,0.09971787,0.00000000
-2.19409705,2.17505213,0.46114950,1.18046063,0.01916063,0.02623723,0.15393027,0.82147591,0.10427177,0.00000000
-2.18809405,2.19989590,0.46286594,1.16578968,0.01838852,0.02792014,0.15302218,0.85432591,0.10946684,0.00000000
-2.18209105,2.23366934,0.46639940,1.15645510,0.01774852,0.02984595,0.15334856,0.88956486,0.11528700,0.00000000
-2.17608804,2.27579729,0.47162731,1.15225434,0.01725103,0.03201313,0.15495301,0.92681098,0.12171172,0.00000000
-2.17008504,2.32562669,0.47841944,1.15293474,0.01690302,0.03441737,0.15786841,0.96566943,0.12871643,0.00000000
-2.16408204,2.38244570,0.48664251,1.15820344,0.01670812,0.03705141,0.16211717,1.00574183,0.13627292,0.00000000
-2.15807904,2.44550316,0.49616447,1.16773774,0.01666679,0.03990496,0.16771170,1.04663552,0.14434974,0.00000000
-2.15207604,2.51402695,0.50685824,1.18119528,0.01677660,0.04296462,0.17465481,1.08797184,0.15291252,0.00000000
-2.14607304,2.58724039,0.51860459,1.19822328,0.01703251,0.04621401,0.18294000,1.12939322,0.16192427,0.00000000
-2.14007004,2.66437565,0.53129393,1.21846622,0.01742730,0.04963379,0.19255156,1.17056877,0.17134562,0.00000000
-2.13406703,2.74468361,0.54482706,1.24157159,0.01795193,0.05320192,0.20346444,1.21119799,0.18113504,0.00000000
-2.12806403,2.82743970,0.55911455,1.26719331,0.01859598,0.05689390,0.21564383,1.25101274,0.19124894,0.00000000
-2.12206103,2.91194563,0.57407513,1.29499274,0.01934800,0.06068304,0.22904440,1.28977723,0.20164186,0.00000000
-2.11605803,2.99752737,0.58963288,1.32463751,0.02019590,0.06454093,0.24360928,1.32728623,0.21226651,0.00000000
-2.11005503,3.08352969,0.60571367,1.35579824,0.02112723,0.06843776,0.25926881,1.36336176,0.22307395,0.00000000
-2.10405203,3.16930817,0.62224098,1.38814382,0.02212942,0.07234287,0.27593909,1.39784833,0.23401364,0.00000000
-2.09804902,3.25421954,0.63913144,1.42133562,0.02318998,0.07622522,0.29352056,1.43060730,0.24503366,0.00000000
-2.09204602,3.33761145,0.65629036,1.45502151,0.02429658,0.08005393,0.31189657,1.46151072,0.25608088,0.00000000
-2.08604302,3.41881280,0.67360772,1.48883010,0.02543709,0.08379880,0.33093221,1.49043496,0.26710120,0.00000000
-2.08004002,3.49712568,0.69095469,1.52236618,0.02659955,0.08743091,0.35047361,1.51725477,0.27803984,0.00000000
-2.07403702,3.57182001,0.70818129,1.55520772,0.02777213,0.09092313,0.37034762,1.54183806,0.28884171,0.00000000
-2.06803402,3.64213170,0.72511507,1.58690519,0.02894297,0.09425067,0.39036231,1.56404185,0.29945182,0.00000000
-2.06203102,3.70726495,0.74156121,1.61698329,0.03010011,0.09739158,0.41030815,1.58370968,0.30981569,0.00000000
-2.05602801,3.76639909,0.75730412,1.64494556,0.03123132,0.10032724,0.42996016,1.60067087,0.31987989,0.00000000
-2.05002501,3.81870012,0.77211036,1.67028172,0.03232401,0.10304277,0.44908091,1.61474153,0.32959254,0.00000000
-2.04402201,3.86333656,0.78573305,1.69247766,0.03336522,0.10552733,0.46742445,1.62572765,0.33890392,0.00000000
-2.03801901,3.89949936,0.79791753,1.71102764,0.03434154,0.10777447,0.48474108,1.63342996,0.34776699,0.00000000
-2.03201601,3.92642484,0.80840798,1.72544829,0.03523921,0.10978225,0.50078287,1.63765060,0.35613803,0.00000000
-2.02601301,3.94341971,0.81695483,1.73529369,0.03604428,0.11155332,0.51530969,1.63820111,0.36397721,0.00000000
-2.02001001,3.94988708,0.82332268,1.74017071,0.03674278,0.11309485,0.52809568,1.63491149,0.37124918,0.00000000
-2.01400700,3.94535180,0.82729820,1.73975400,0.03732105,0.11441839,0.53893569,1.62763979,0.37792354,0.00000000
-2.00800400,3.92948405,0.82869786,1.73379954,0.03776605,0.11553951,0.54765168,1.61628173,0.38397535,0.00000000
-2.00200100,3.90211960,0.82737493,1.72215622,0.03806582,0.11647737,0.55409850,1.60077978,0.38938543,0.00000000
-1.99599800,3.86327550,0.82322564,1.70477460,0.03820985,0.11725414,0.55816903,1.58113116,0.39414063,0.00000000
-1.98999500,3.81316022,0.81619397,1.68171234,0.03818957,0.11789431,0.55979824,1.55739423,0.39823388,0.00000000
-1.98399200,3.75217728,0.80627495,1.65313594,0.03799872,0.11842386,0.55896602,1.52969276,0.40166410,0.00000000
-1.97798899,3.68092201,0.79351635,1.61931854,0.03763377,0.11886946,0.55569863,1.49821787,0.40443586,0.00000000
-1.97198599,3.60017123,0.77801848,1.58063384,0.03709420,0.11925750,0.55006858,1.46322725,0.40655893,0.00000000
-1.96598299,3.51086613,0.75993230,1.53754628,0.03638274,0.11961321,0.54219301,1.42504166,0.40804754,0.00000000
-1.95997999,3.41408885,0.73945570,1.49059804,0.03550547,0.11995982,0.53223051,1.38403872,0.40891954,0.00000000
-1.95397699,3.31103397,0.71682831,1.44039329,0.03447183,0.12031771,0.52037660,1.34064433,0.40919536,0.00000000
-1.94797399,3.20297586,0.69232484,1.38758048,0.03329451,0.12070384,0.50685797,1.29532184,0.40889693,0.00000000
-1.94197099,3.09123353,0.66624740,1.33283356,0.03198922,0.12113122,0.49192577,1.24855973,0.40804660,0.00000000
-1.93596798,2.97713463,0.63891711,1.27683288,0.03057433,0.12160866,0.47584826,1.20085817,0.40666604,0.00000000
-1.92996498,2.86198011,0.61066528,1.22024668,0.02907045,0.12214068,0.45890307,1.15271520,0.40477540,0.00000000
-1.92396198,2.74701116,0.58182455,1.16371397,0.02749989,0.12272773,0.44136947,1.10461320,0.40239256,0.00000000
-1.91795898,2.63337997,0.55272046,1.10782949,0.02588611,0.12336659,0.42352091,1.05700621,0.39953275,0.00000000
-1.91195598,2.52212537,0.52366362,1.05313138,0.02425311,0.12405097,0.40561823,1.01030885,0.39620850,0.00000000
-1.90595298,2.41415429,0.49494285,1.00009170,0.02262481,0.12477235,0.38790360,0.96488712,0.39242988,0.00000000
-1.89994997,2.31022963,0.46681956,0.94911041,0.02102445,0.12552093,0.37059562,0.92105172,0.38820519,0.00000000
-1.89394697,2.21096465,0.43952337,0.90051243,0.01947404,0.12628663,0.35388546,0.87905386,0.38354198,0.00000000
-1.88794397,2.11682369,0.41324932,0.85454789,0.01799385,0.12706014,0.33793441,0.83908387,0.37844832,0.00000000
-1.88194097,2.02812878,0.38815631,0.81139517,0.01660193,0.12783391,0.32287247,0.80127240,0.37293436,0.00000000
-1.87593797,1.94507125,0.36436714,0.77116628,0.01531382,0.12860303,0.30879830,0.76569405,0.36701393,0.00000000
-1.86993497,1.86772735,0.34196966,0.73391418,0.01414223,0.12936591,0.29578005,0.73237317,0.36070623,0.00000000
-1.86393197,1.79607678,0.32101912,0.69964130,0.01309687,0.13012481,0.28385728,0.70129123,0.35403739,0.00000000
-1.85792896,1.73002286,0.30154128,0.66830891,0.01218433,0.13088602,0.27304340,0.67239550,0.34704178,0.00000000
-1.85192596,1.66941323,0.28353638,0.63984658,0.01140812,0.13165989,0.26332883,0.64560837,0.33976311,0.00000000
-1.84592296,1.61406001,0.26698333,0.61416152,0.01076867,0.13246050,0.25468433,0.62083680,0.33225508,0.00000000
-1.83991996,1.56375845,0.25184422,0.59114715,0.01026353,0.13330516,0.24706457,0.59798146,0.32458163,0.00000000
-1.83391696,1.51830354,0.23806881,0.57069086,0.00988754,0.13421374,0.24041165,0.57694523,0.31681677,0.00000000
-1.82791396,1.47750388,0.22559878,0.55268059,0.00963309,0.13520779,0.23465849,0.55764043,0.30904394,0.00000000
-1.82191096,1.44119281,0.21437171,0.53701028,0.00949041,0.13630962,0.22973197,0.53999489,0.30135499,0.00000000
-1.81590795,1.40923646,0.20432451,0.52358417,0.00944796,0.13754145,0.22555577,0.52395639,0.29384891,0.00000000
-1.80990495,1.38153917,0.19539641,0.51231994,0.00949278,0.13892446,0.22205290,0.50949556,0.28663020,0.00000000
-1.80390195,1.35804621,0.18753137,0.50315103,0.00961088,0.14047810,0.21914785,0.49660718,0.27980713,0.00000000
-1.79789895,1.33874437,0.18067988,0.49602802,0.00978768,0.14221943,0.21676845,0.48531002,0.27348994,0.00000000
-1.79189595,1.32366057,0.17480024,0.49091939,0.01000843,0.14416273,0.21484738,0.47564527,0.26778899,0.00000000
-1.78589295,1.31285899,0.16985926,0.48781179,0.01025864,0.14631919,0.21332345,0.46767376,0.26281294,0.00000000
-1.77988994,1.30643681,0.16583255,0.48670977,0.01052450,0.14869685,0.21214260,0.46147216,0.25866707,0.00000000
-1.77388694,1.30451892,0.16270429,0.48763516,0.01079331,0.15130058,0.21125865,0.45712835,0.25545159,0.00000000
