energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.24962481,1.15900736,0.00092985,0.06309644,0.00261240,0.39414555,0.69484120,0.43606578
-5.24362181,1.12437323,0.00084897,0.06159239,0.00277000,0.38333687,0.67386786,0.42201305
-5.23761881,1.09379403,0.00078606,0.06076258,0.00298626,0.37410774,0.65697617,0.40865292
-5.23161581,1.06765146,0.00074141,0.06067200,0.00326662,0.36659506,0.64459759,0.39605739
-5.22561281,1.04634634,0.00071539,0.06138576,0.00361684,0.36094021,0.63714466,0.38431400
-5.21960980,1.03029636,0.00070855,0.06296767,0.00404287,0.35728781,0.63500328,0.37352727
-5.21360680,1.01993182,0.00072153,0.06547868,0.00455081,0.35578373,0.63852502,0.36381949
-5.20760380,1.01568893,0.00075510,0.06897527,0.00514666,0.35657226,0.64801913,0.35533017
-5.20160080,1.01800018,0.00081010,0.07350764,0.00583615,0.35979229,0.66374412,0.34821425
-5.19559780,1.02728173,0.00088742,0.07911790,0.00662455,0.36557246,0.68589892,0.34263894
-5.18959480,1.04391766,0.00098794,0.08583799,0.00751632,0.37402540,0.71461348,0.33877890
-5.18359180,1.06824142,0.00111247,0.09368762,0.00851491,0.38524103,0.74993886,0.33681012
-5.17758879,1.10051488,0.00126172,0.10267209,0.00962236,0.39927935,0.79183718,0.33690250
-5.17158579,1.14090568,0.00143619,0.11278011,0.01083907,0.41616266,0.84017155,0.33921127
-5.16558279,1.18946397,0.00163611,0.12398175,0.01216347,0.43586789,0.89469650,0.34386787
-5.15957979,1.24609954,0.00186135,0.13622652,0.01359171,0.45831928,0.95504947,0.35097039
-5.15357679,1.31056077,0.00211138,0.14944180,0.01511743,0.48338185,1.02074398,0.36057436
-5.14757379,1.38241664,0.00238517,0.16353170,0.01673162,0.51085619,1.09116506,0.37268407
-5.14157079,1.46104337,0.00268115,0.17837649,0.01842242,0.54047501,1.16556782,0.38724531
-5.13556778,1.54561682,0.00299717,0.19383269,0.02017515,0.57190187,1.24307951,0.40413972
-5.12956478,1.63511186,0.00333043,0.20973402,0.02197234,0.60473233,1.32270586,0.42318140
-5.12356178,1.72830956,0.00367755,0.22589315,0.02379394,0.63849796,1.40334198,0.44411606
-5.11755878,1.82381283,0.00403453,0.24210444,0.02561757,0.67267321,1.48378809,0.46662304
-5.11155578,1.92007047,0.00439683,0.25814761,0.02741895,0.70668511,1.56276998,0.49032029
-5.10555278,2.01540961,0.00475943,0.27379225,0.02917242,0.73992574,1.63896412,0.51477228
-5.09954977,2.10807562,0.00511692,0.28880314,0.03085152,0.77176712,1.71102671,0.53950076
-5.09354677,2.19627843,0.00546365,0.30294624,0.03242971,0.80157801,1.77762611,0.56399801
-5.08754377,2.27824369,0.00579386,0.31599511,0.03388111,0.82874220,1.83747739,0.58774210
-5.08154077,2.35226676,0.00610185,0.32773747,0.03518132,0.85267734,1.88937806,0.61021357
-5.07553777,2.41676753,0.00638214,0.33798180,0.03630816,0.87285387,1.93224342,0.63091296
-5.06953477,2.47034348,0.00662966,0.34656349,0.03724244,0.88881295,1.96514011,0.64937824
-5.06353177,2.51181893,0.00683991,0.35335040,0.03796870,0.90018278,1.98731647,0.66520153
-5.05752876,2.54028795,0.00700913,0.35824749,0.03847574,0.90669250,1.99822828,0.67804426
-5.05152576,2.55514891,0.00713443,0.36120028,0.03875716,0.90818300,1.99755861,0.68765006
-5.04552276,2.55612917,0.00721392,0.36219699,0.03881163,0.90461415,1.98523076,0.69385474
-5.03951976,2.54329833,0.00724676,0.36126916,0.03864308,0.89606794,1.96141370,0.69659296
-5.03351676,2.51706946,0.00723325,0.35849079,0.03826068,0.88274753,1.92651936,0.69590111
-5.02751376,2.47818821,0.00717479,0.35397595,0.03767865,0.86497200,1.88119211,0.69191636
-5.02151076,2.42770986,0.00707386,0.34787496,0.03691588,0.84316717,1.82629041,0.68487185
-5.01550775,2.36696570,0.00693396,0.34036936,0.03599539,0.81785262,1.76286172,0.67508829
-5.00950475,2.29751975,0.00675947,0.33166591,0.03494371,0.78962572,1.69211143,0.66296222
-5.00350175,2.22111814,0.00655552,0.32198980,0.03379008,0.75914310,1.61536725,0.64895170
-4.99749875,2.13963287,0.00632781,0.31157757,0.03256560,0.72710040,1.53404058,0.63355979
-4.99149575,2.05500284,0.00608242,0.30066990,0.03130233,0.69421120,1.44958638,0.61731680
-4.98549275,1.96917412,0.00582561,0.28950469,0.03003243,0.66118576,1.36346323,0.60076196
-4.97948974,1.88404221,0.00556361,0.27831068,0.02878722,0.62871058,1.27709500,0.58442532
-4.97348674,1.80139819,0.00530245,0.26730191,0.02759642,0.59742942,1.19183569,0.56881052
-4.96748374,1.72288093,0.00504770,0.25667309,0.02648739,0.56792633,1.10893849,0.55437926
-4.96148074,1.64993654,0.00480438,0.24659615,0.02548450,0.54071142,1.02952988,0.54153784
-4.95547774,1.58378651,0.00457681,0.23721788,0.02460862,0.51620959,0.95458962,0.53062628
-4.94947474,1.52540487,0.00436844,0.22865873,0.02387676,0.49475245,0.88493653,0.52191024
-4.94347174,1.47550474,0.00418187,0.22101262,0.02330179,0.47657366,0.82122046,0.51557596
-4.93746873,1.43453399,0.00401873,0.21434758,0.02289234,0.46180753,0.76391972,0.51172810
-4.93146573,1.40267943,0.00387972,0.20870719,0.02265281,0.45049070,0.71334388,0.51039042
-4.92546273,1.37987854,0.00376467,0.20411237,0.02258343,0.44256676,0.66964083,0.51150907
-4.91945973,1.36583782,0.00367252,0.20056357,0.02268050,0.43789332,0.63280762,0.51495808
-4.91345673,1.36005633,0.00360150,0.19804297,0.02293667,0.43625123,0.60270402,0.52054674
-4.90745373,1.36185317,0.00354921,0.19651657,0.02334123,0.43735543,0.57906800,0.52802849
-4.90145073,1.37039769,0.00351275,0.19593613,0.02388053,0.44086706,0.56153236,0.53711077
-4.89544772,1.38474113,0.00348888,0.19624077,0.02453839,0.44640630,0.54964175,0.54746547
-4.88944472,1.40384863,0.00347416,0.19735824,0.02529650,0.45356552,0.54286957,0.55873971
-4.88344172,1.42663070,0.00346511,0.19920593,0.02613491,0.46192245,0.54063419,0.57056644
-4.87743872,1.45197347,0.00345838,0.20169160,0.02703241,0.47105283,0.54231437,0.58257469
-4.87143572,1.47876701,0.00345082,0.20471407,0.02796705,0.48054242,0.54726355,0.59439923
-4.86543272,1.50593139,0.00343968,0.20816380,0.02891651,0.48999796,0.55482309,0.60568941
-4.85942971,1.53244026,0.00342265,0.21192372,0.02985861,0.49905693,0.56433432,0.61611717
-4.85342671,1.55734161,0.00339795,0.21587025,0.03077164,0.50739596,0.57514971,0.62538399
-4.84742371,1.57977584,0.00336441,0.21987469,0.03163487,0.51473770,0.58664309,0.63322692
-4.84142071,1.59899088,0.00332146,0.22380507,0.03242888,0.52085611,0.59821905,0.63942346
-4.83541771,1.61435439,0.00326914,0.22752844,0.03313600,0.52558009,0.60932169,0.64379540
-4.82941471,1.62536311,0.00320811,0.23091359,0.03374061,0.52879545,0.61944262,0.64621160
-4.82341171,1.63164909,0.00313953,0.23383409,0.03422950,0.53044517,0.62812818,0.64658966
-4.81740870,1.63298287,0.00306509,0.23617168,0.03459215,0.53052808,0.63498588,0.64489642
-4.81140570,1.62927345,0.00298683,0.23781960,0.03482093,0.52909593,0.63968984,0.64114746
-4.80540270,1.62056508,0.00290710,0.23868594,0.03491124,0.52624898,0.64198495,0.63540531
-4.79939970,1.60703064,0.00282846,0.23869663,0.03486166,0.52213031,0.64168976,0.62777665
-4.79339670,1.58896184,0.00275354,0.23779802,0.03467386,0.51691886,0.63869769,0.61840831
-4.78739370,1.56675621,0.00268492,0.23595871,0.03435256,0.51082159,0.63297655,0.60748226
-4.78139070,1.54090127,0.00262507,0.23317074,0.03390536,0.50406479,0.62456614,0.59520961
-4.77538769,1.51195607,0.00257623,0.22944975,0.03334239,0.49688507,0.61357403,0.58182382
-4.76938469,1.48053085,0.00254029,0.22483437,0.03267605,0.48952007,0.60016949,0.56757322
-4.76338169,1.44726536,0.00251879,0.21938460,0.03192053,0.48219947,0.58457577,0.55271320
-4.75737869,1.41280659,0.00251279,0.21317940,0.03109137,0.47513639,0.56706093,0.53749823
-4.75137569,1.37778701,0.00252289,0.20631356,0.03020493,0.46851983,0.54792773,0.52217408
-4.74537269,1.34280403,0.00254918,0.19889407,0.02927791,0.46250819,0.52750273,0.50697060
-4.73936968,1.30840175,0.00259129,0.19103605,0.02832683,0.45722437,0.50612530,0.49209528
-4.73336668,1.27505583,0.00264839,0.18285861,0.02736759,0.45275258,0.48413685,0.47772798
-4.72736368,1.24316216,0.00271923,0.17448077,0.02641505,0.44913710,0.46187078,0.46401710
-4.72136068,1.21303000,0.00280225,0.16601761,0.02548272,0.44638302,0.43964359,0.45107721
-4.71535768,1.18487974,0.00289565,0.15757693,0.02458252,0.44445902,0.41774744,0.43898852
-4.70935468,1.15884549,0.00299747,0.14925645,0.02372468,0.44330192,0.39644440,0.42779794
-4.70335168,1.13498214,0.00310574,0.14114178,0.02291764,0.44282295,0.37596257,0.41752180
-4.69734867,1.11327641,0.00321855,0.13330503,0.02216815,0.44291529,0.35649406,0.40815001
-4.69134567,1.09366113,0.00333421,0.12580425,0.02148137,0.44346248,0.33819471,0.39965136
-4.68534267,1.07603170,0.00345135,0.11868353,0.02086109,0.44434723,0.32118541,0.39197957
-4.67933967,1.06026364,0.00356899,0.11197371,0.02030999,0.44546006,0.30555474,0.38507978
-4.67333667,1.04622993,0.00368665,0.10569365,0.01982982,0.44670733,0.29136245,0.37889500
-4.66733367,1.03381699,0.00380442,0.09985177,0.01942174,0.44801799,0.27864365,0.37337198
-4.66133067,1.02293814,0.00392296,0.09444794,0.01908649,0.44934877,0.26741309,0.36846632
-4.65532766,1.01354345,0.00404356,0.08947532,0.01882459,0.45068731,0.25766928,0.36414621
-4.64932466,1.00562553,0.00416805,0.08492223,0.01863643,0.45205305,0.24939809,0.36039480
-4.64332166,0.99922050,0.00429882,0.08077384,0.01852234,0.45349578,0.24257566,0.35721080
-4.63731866,0.99440431,0.00443863,0.07701355,0.01848252,0.45509183,0.23717031,0.35460753
-4.63131566,0.99128447,0.00459060,0.07362413,0.01851695,0.45693821,0.23314352,0.35261025
-4.62531266,0.98998794,0.00475798,0.07058848,0.01862518,0.45914486,0.23044993,0.35125218
-4.61930965,0.99064582,0.00494402,0.06789005,0.01880612,0.46182569,0.22903651,0.35056940
-4.61330665,0.99337622,0.00515176,0.06551297,0.01905778,0.46508884,0.22884105,0.35059505
-4.60730365,0.99826637,0.00538386,0.06344193,0.01937703,0.46902675,0.22979025,0.35135330
-4.60130065,1.00535546,0.00564241,0.06166190,0.01975930,0.47370689,0.23179770,0.35285354
-4.59529765,1.01461943,0.00592875,0.06015772,0.02019844,0.47916353,0.23476209,0.35508519
-4.58929465,1.02595907,0.00624328,0.05891370,0.02068656,0.48539135,0.23856584,0.35801375
-4.58329165,1.03919232,0.00658539,0.05791323,0.02121402,0.49234121,0.24307453,0.36157814
-4.57728864,1.05405162,0.00695331,0.05713862,0.02176946,0.49991854,0.24813730,0.36568993
-4.57128564,1.07018669,0.00734409,0.05657097,0.02234001,0.50798444,0.25358829,0.37023425
-4.56528264,1.08717287,0.00775361,0.05619035,0.02291156,0.51635958,0.25924930,0.37507270
-4.55927964,1.10452460,0.00817659,0.05597612,0.02346913,0.52483069,0.26493352,0.38004788
-4.55327664,1.12171353,0.00860673,0.05590751,0.02399737,0.53315944,0.27045033,0.38498955
-4.54727364,1.13819028,0.00903688,0.05596423,0.02448107,0.54109302,0.27561089,0.38972185
-4.54127064,1.15340855,0.00945916,0.05612741,0.02490575,0.54837606,0.28023428,0.39407130
-4.53526763,1.16685031,0.00986528,0.05638035,0.02525825,0.55476317,0.28415393,0.39787512
-4.52926463,1.17805064,0.01024675,0.05670950,0.02552729,0.56003125,0.28722399,0.40098918
-4.52326163,1.18662074,0.01059520,0.05710520,0.02570397,0.56399117,0.28932527,0.40329540
-4.51725863,1.19226786,0.01090263,0.05756237,0.02578221,0.56649789,0.29037046,0.40470785
-4.51125563,1.19481094,0.01116172,0.05808107,0.02575910,0.56745867,0.29030839,0.40517747
-4.50525263,1.19419135,0.01136606,0.05866675,0.02563504,0.56683882,0.28912700,0.40469494
-4.49924962,1.19047785,0.01151042,0.05933034,0.02541389,0.56466488,0.28685499,0.40329166
-4.49324662,1.18386601,0.01159089,0.06008812,0.02510285,0.56102489,0.28356190,0.40103879
-4.48724362,1.17467186,0.01160508,0.06096130,0.02471227,0.55606597,0.27935682,0.39804450
-4.48124062,1.16332052,0.01155213,0.06197549,0.02425532,0.54998942,0.27438563,0.39444952
-4.47523762,1.15033053,0.01143281,0.06315995,0.02374760,0.54304352,0.26882700,0.39042141
-4.46923462,1.13629469,0.01124942,0.06454672,0.02320654,0.53551464,0.26288729,0.38614789
-4.46323162,1.12185883,0.01100574,0.06616978,0.02265090,0.52771715,0.25679470,0.38182960
-4.45722861,1.10769941,0.01070688,0.06806408,0.02210012,0.51998254,0.25079278,0.37767277
-4.45122561,1.09450124,0.01035910,0.07026467,0.02157367,0.51264856,0.24513367,0.37388216
-4.44522261,1.08293641,0.00996959,0.07280584,0.02109051,0.50604860,0.24007139,0.37065463
-4.43921961,1.07364517,0.00954621,0.07572037,0.02066847,0.50050201,0.23585520,0.36817362
-4.43321661,1.06721959,0.00909730,0.07903890,0.02032380,0.49630551,0.23272357,0.36660479
-4.42721361,1.06419022,0.00863134,0.08278927,0.02007068,0.49372606,0.23089851,0.36609280
-4.42121061,1.06501617,0.00815677,0.08699606,0.01992090,0.49299520,0.23058079,0.36675932
-4.41520760,1.07007823,0.00768173,0.09168007,0.01988361,0.49430503,0.23194574,0.36870219
-4.40920460,1.07967499,0.00721388,0.09685787,0.01996513,0.49780548,0.23513988,0.37199548
-4.40320160,1.09402130,0.00676020,0.10254126,0.02016885,0.50360298,0.24027831,0.37669028
-4.39719860,1.11324871,0.00632687,0.10873677,0.02049524,0.51176017,0.24744268,0.38281606
-4.39119560,1.13740702,0.00591915,0.11544496,0.02094189,0.52229628,0.25667982,0.39038209
-4.38519260,1.16646658,0.00554135,0.12265976,0.02150364,0.53518820,0.26800086,0.39937895
-4.37918959,1.20032071,0.00519672,0.13036766,0.02217270,0.55037174,0.28138080,0.40977973
-4.37318659,1.23878792,0.00488754,0.13854690,0.02293893,0.56774305,0.29675841,0.42154090
-4.36718359,1.28161357,0.00461506,0.14716659,0.02378999,0.58716006,0.31403647,0.43460264
-4.36118059,1.32847113,0.00437961,0.15618598,0.02471168,0.60844380,0.33308233,0.44888873
-4.35517759,1.37896301,0.00418062,0.16555374,0.02568817,0.63137974,0.35372874,0.46430606
-4.34917459,1.43262127,0.00401674,0.17520759,0.02670235,0.65571920,0.37577507,0.48074379
-4.34317159,1.48890871,0.00388590,0.18507406,0.02773610,0.68118088,0.39898888,0.49807246
-4.33716858,1.54722073,0.00378547,0.19506874,0.02877066,0.70745291,0.42310808,0.51614324
-4.33116558,1.60688853,0.00371227,0.20509687,0.02978695,0.73419532,0.44784355,0.53478743
-4.32516258,1.66718414,0.00366277,0.21505444,0.03076593,0.76104337,0.47288249,0.55381665
-4.31915958,1.72732766,0.00363316,0.22482971,0.03168897,0.78761176,0.49789244,0.57302370
-4.31315658,1.78649710,0.00361946,0.23430529,0.03253823,0.81349987,0.52252613,0.59218437
-4.30715358,1.84384072,0.00361764,0.24336058,0.03329696,0.83829802,0.54642703,0.61106016
