energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-2.99249625,10.83561689,0.01284862,0.12137137,0.60701870,7.85061523,0.24581246,1.93272135,0.50037185,0.00000000
-2.98649325,10.29092568,0.01195408,0.11586634,0.57695938,7.29679330,0.24052469,1.99962458,0.48783777,0.00000000
-2.98049025,9.79190447,0.01114711,0.11014069,0.54639108,6.77091303,0.23528195,2.08461532,0.47562907,0.00000000
-2.97448724,9.33881295,0.01042582,0.10426634,0.51561479,6.27362269,0.23008025,2.18703359,0.46375572,0.00000000
-2.96848424,8.93151241,0.00978799,0.09831825,0.48494231,5.80538529,0.22491722,2.30599042,0.45222990,0.00000000
-2.96248124,8.56944784,0.00923142,0.09237220,0.45468871,5.36647434,0.21979167,2.44035849,0.44106452,0.00000000
-2.95647824,8.25163578,0.00875412,0.08650271,0.42516511,4.95697162,0.21470312,2.58876614,0.43027191,0.00000000
-2.95047524,7.97666021,0.00835458,0.08078120,0.39667229,4.57676800,0.20965143,2.74959595,0.41986272,0.00000000
-2.94447224,7.74267859,0.00803198,0.07527432,0.36949511,4.22556793,0.20463665,2.92098938,0.40984525,0.00000000
-2.93846923,7.54743948,0.00778641,0.07004267,0.34389806,3.90289794,0.19965893,3.10085833,0.40022511,0.00000000
-2.93246623,7.38831237,0.00761901,0.06513978,0.32012184,3.60811910,0.19471868,3.28690491,0.39100530,0.00000000
-2.92646323,7.26233006,0.00753214,0.06061139,0.29838104,3.34044300,0.18981685,3.47664970,0.38218671,0.00000000
-2.92046023,7.16624285,0.00752944,0.05649509,0.27886284,3.09895065,0.18495536,3.66746923,0.37376895,0.00000000
-2.91445723,7.09658357,0.00761589,0.05282020,0.26172652,2.88261331,0.18013768,3.85664215,0.36575144,0.00000000
-2.90845423,7.04974158,0.00779782,0.04960785,0.24710374,2.69031458,0.17536936,4.04140374,0.35813467,0.00000000
-2.90245123,7.02204379,0.00808279,0.04687134,0.23509932,2.52087246,0.17065881,4.21900761,0.35092168,0.00000000
-2.89644822,7.00983997,0.00847954,0.04461658,0.22579234,2.37306086,0.16601787,4.38679284,0.34411946,0.00000000
-2.89044522,7.00958975,0.00899774,0.04284269,0.21923746,2.24562943,0.16146251,4.54225478,0.33774037,0.00000000
-2.88444222,7.01794818,0.00964781,0.04154267,0.21546619,2.13732139,0.15701342,4.68311677,0.33180345,0.00000000
-2.87843922,7.03184697,0.01044052,0.04070409,0.21448814,2.04688879,0.15269651,4.80740025,0.32633559,0.00000000
-2.87243622,7.04856842,0.01138672,0.04030983,0.21629201,1.97310503,0.14854337,4.91349035,0.32137244,0.00000000
-2.86643322,7.06580935,0.01249681,0.04033878,0.22084645,1.91477453,0.14459155,5.00019391,0.31695912,0.00000000
-2.86043022,7.08173258,0.01378037,0.04076659,0.22810065,1.87073964,0.14088479,5.06678732,0.31315072,0.00000000
-2.85442721,7.09500383,0.01524555,0.04156633,0.23798478,1.83988518,0.13747302,5.11305161,0.31001236,0.00000000
-2.84842421,7.10481272,0.01689862,0.04270921,0.25041029,1.82114057,0.13441232,5.13929263,0.30761915,0.00000000
-2.84242121,7.11087671,0.01874341,0.04416520,0.26527028,1.81348035,0.13176460,5.14634506,0.30605568,0.00000000
-2.83641821,7.11342771,0.02078077,0.04590367,0.28243984,1.81592313,0.12959723,5.13555919,0.30541525,0.00000000
-2.83041521,7.11318180,0.02300815,0.04789404,0.30177668,1.82752956,0.12798237,5.10877044,0.30579882,0.00000000
-2.82441221,7.11129287,0.02541918,0.05010636,0.32312203,1.84739968,0.12699619,5.06825231,0.30731355,0.00000000
-2.81840920,7.10929202,0.02800338,0.05251187,0.34630191,1.87466995,0.12671785,5.01665399,0.31007104,0.00000000
-2.81240620,7.10901466,0.03074597,0.05508359,0.37112890,1.90851033,0.12722828,4.95692478,0.31418528,0.00000000
-2.80640320,7.11251821,0.03362786,0.05779681,0.39740436,1.94812159,0.12860876,4.89222790,0.31977026,0.00000000
-2.80040020,7.12199323,0.03662579,0.06062953,0.42492118,1.99273317,0.13093933,4.82584669,0.32693730,0.00000000
-2.79439720,7.13967129,0.03971266,0.06356288,0.45346697,2.04160166,0.13429693,4.76108661,0.33579214,0.00000000
-2.78839420,7.16773298,0.04285801,0.06658141,0.48282770,2.09400993,0.13875353,4.70117661,0.34643179,0.00000000
-2.78239120,7.20821901,0.04602876,0.06967331,0.51279154,2.14926717,0.14437401,4.64917318,0.35894134,0.00000000
-2.77638819,7.26294780,0.04919002,0.07283047,0.54315298,2.20670955,0.15121400,4.60787057,0.37339056,0.00000000
-2.77038519,7.33344192,0.05230613,0.07604844,0.57371683,2.26570162,0.15931779,4.57972009,0.38983067,0.00000000
-2.76438219,7.42086585,0.05534180,0.07932630,0.60430214,2.32563824,0.16871614,4.56676102,0.40829114,0.00000000
-2.75837919,7.52597655,0.05826322,0.08266628,0.63474564,2.38594696,0.17942431,4.57056529,0.42877672,0.00000000
-2.75237619,7.64908830,0.06103935,0.08607331,0.66490475,2.44609051,0.19144025,4.59219723,0.45126486,0.00000000
-2.74637319,7.79005214,0.06364300,0.08955445,0.69465972,2.50556934,0.20474306,4.63218945,0.47570355,0.00000000
-2.74037019,7.94825009,0.06605194,0.09311816,0.72391499,2.56392392,0.21929179,4.69053488,0.50200968,0.00000000
-2.73436718,8.12260358,0.06824981,0.09677348,0.75259948,2.62073658,0.23502467,4.76669487,0.53006810,0.00000000
-2.72836418,8.31159528,0.07022676,0.10052919,0.78066588,2.67563262,0.25185882,4.85962237,0.55973134,0.00000000
-2.72236118,8.51330286,0.07197994,0.10439284,0.80808870,2.72828076,0.26969048,4.96779897,0.59082015,0.00000000
-2.71635818,8.72544324,0.07351363,0.10836985,0.83486142,2.77839251,0.28839581,5.08928414,0.62312482,0.00000000
-2.71035518,8.94542544,0.07483912,0.11246261,0.86099249,2.82572063,0.30783221,5.22177469,0.65640732,0.00000000
-2.70435218,9.17041015,0.07597421,0.11666966,0.88650062,2.87005668,0.32784028,5.36267242,0.69040417,0.00000000
-2.69834917,9.39737412,0.07694246,0.12098494,0.91140930,2.91122754,0.34824626,5.50915760,0.72483015,0.00000000
-2.69234617,9.62317735,0.07777219,0.12539722,0.93574099,2.94909128,0.36886492,5.65826606,0.75938250,0.00000000
-2.68634317,9.84463142,0.07849519,0.12988967,0.95951114,2.98353240,0.38950283,5.80696757,0.79374580,0.00000000
-2.68034017,10.05856697,0.07914529,0.13443961,0.98272232,3.01445675,0.40996203,5.95224344,0.82759717,0.00000000
-2.67433717,10.26189902,0.07975684,0.13901851,1.00535887,3.04178630,0.43004372,6.09116118,0.86061182,0.00000000
-2.66833417,10.45168844,0.08036309,0.14359217,1.02738231,3.06545410,0.44955215,6.22094440,0.89246869,0.00000000
-2.66233117,10.62519848,0.08099472,0.14812116,1.04872771,3.08539958,0.46829838,6.33903623,0.92285607,0.00000000
-2.65632816,10.77994511,0.08167832,0.15256149,1.06930139,3.10156449,0.48610391,6.44315486,0.95147714,0.00000000
-2.65032516,10.91374021,0.08243517,0.15686542,1.08898012,3.11388957,0.50280396,6.53133985,0.97805513,0.00000000
-2.64432216,11.02472690,0.08328022,0.16098262,1.10761183,3.12231216,0.51825044,6.60198842,1.00233820,0.00000000
-2.63831916,11.11140624,0.08422125,0.16486132,1.12501809,3.12676472,0.53231437,6.65388083,1.02410367,0.00000000
-2.63231616,11.17265498,0.08525849,0.16844974,1.14099808,3.12717434,0.54488792,6.68619467,1.04316185,0.00000000
-2.62631316,11.20773402,0.08638443,0.17169755,1.15533428,3.12346316,0.55588570,6.69850776,1.05935906,0.00000000
-2.62031016,11.21628770,0.08758398,0.17455740,1.16779939,3.11554964,0.56524562,6.69079012,1.07258010,0.00000000
-2.61430715,11.19833395,0.08883498,0.17698644,1.17816443,3.10335054,0.57292915,6.66338532,1.08274991,0.00000000
-2.60830415,11.15424612,0.09010897,0.17894778,1.18620762,3.08678340,0.57892106,6.61698236,1.08983457,0.00000000
-2.60230115,11.08472692,0.09137212,0.18041189,1.19172373,3.06576957,0.58322861,6.55257911,1.09384158,0.00000000
-2.59629815,10.99077585,0.09258653,0.18135776,1.19453348,3.04023741,0.58588043,6.47143884,1.09481940,0.00000000
-2.59029515,10.87365126,0.09371145,0.18177389,1.19449253,3.01012572,0.58692497,6.37504163,1.09285633,0.00000000
-2.58429215,10.73482867,0.09470478,0.18165904,1.19149975,2.97538722,0.58642866,6.26503251,1.08807875,0.00000000
-2.57828914,10.57595706,0.09552452,0.18102262,1.18550424,2.93599210,0.58447398,6.14316849,1.08064875,0.00000000
-2.57228614,10.39881493,0.09613015,0.17988484,1.17651097,2.89193149,0.58115726,6.01126639,1.07076116,0.00000000
-2.56628314,10.20526794,0.09648406,0.17827640,1.16458446,2.84322103,0.57658649,5.87115364,1.05864006,0.00000000
-2.56028014,9.99722993,0.09655276,0.17623801,1.14985056,2.78990442,0.57087916,5.72462386,1.04453487,0.00000000
-2.55427714,9.77662876,0.09630797,0.17381940,1.13249605,2.73205707,0.56416002,5.57339867,1.02871592,0.00000000
-2.54827414,9.54537817,0.09572756,0.17107814,1.11276602,2.66978972,0.55655905,5.41909722,1.01146977,0.00000000
-2.54227114,9.30535665,0.09479628,0.16807818,1.09095921,2.60325231,0.54820941,5.26321402,0.99309418,0.00000000
-2.53626813,9.05839353,0.09350622,0.16488814,1.06742129,2.53263768,0.53924558,5.10710552,0.97389294,0.00000000
-2.53026513,8.80626230,0.09185717,0.16157950,1.04253654,2.45818540,0.52980157,4.95198531,0.95417050,0.00000000
-2.52426213,8.55068065,0.08985665,0.15822464,1.01671800,2.38018522,0.52000929,4.79892725,0.93422665,0.00000000
-2.51825913,8.29331603,0.08751977,0.15489497,0.99039673,2.29898033,0.50999700,4.64887544,0.91435131,0.00000000
-2.51225613,8.03579549,0.08486897,0.15165903,0.96401042,2.21496978,0.49988797,4.50265975,0.89481951,0.00000000
-2.50625313,7.77971816,0.08193348,0.14858077,0.93799199,2.12861025,0.48979921,4.36101496,0.87588666,0.00000000
-2.50025013,7.52666842,0.07874869,0.14571808,0.91275846,2.04041647,0.47984036,4.22460192,0.85778446,0.00000000
-2.49424712,7.27822813,0.07535541,0.14312149,0.88870078,1.95096038,0.47011284,4.09402863,0.84071726,0.00000000
-2.48824412,7.03598618,0.07179903,0.14083332,0.86617488,1.86086854,0.46070906,3.96986977,0.82485930,0.00000000
-2.48224112,6.80154399,0.06812858,0.13888703,0.84549439,1.77081783,0.45171201,3.85268291,0.81035282,0.00000000
-2.47623812,6.57651602,0.06439584,0.13730708,0.82692534,1.68152916,0.44319496,3.74302048,0.79730711,0.00000000
-2.47023512,6.36252472,0.06065441,0.13610910,0.81068305,1.59375936,0.43522160,3.64143663,0.78579872,0.00000000
-2.46423212,6.16118994,0.05695883,0.13530047,0.79693125,1.50829123,0.42784633,3.54848884,0.77587276,0.00000000
-2.45822911,5.97411331,0.05336374,0.13488114,0.78578360,1.42592199,0.42111497,3.46473440,0.76754532,0.00000000
-2.45222611,5.80285849,0.04992320,0.13484492,0.77730728,1.34745050,0.41506569,3.39072252,0.76080703,0.00000000
-2.44622311,5.64892860,0.04668999,0.13518082,0.77152858,1.27366347,0.40973023,3.32698293,0.75562756,0.00000000
-2.44022011,5.51374243,0.04371518,0.13587466,0.76844006,1.20532131,0.40513535,3.27401248,0.75196089,0.00000000
-2.43421711,5.39861089,0.04104769,0.13691077,0.76800894,1.14314388,0.40130434,3.23226099,0.74975129,0.00000000
-2.42821411,5.30471558,0.03873404,0.13827360,0.77018607,1.08779676,0.39825867,3.20211782,0.74893952,0.00000000
-2.42221111,5.23309051,0.03681815,0.13994934,0.77491511,1.03987850,0.39601951,3.18390060,0.74946912,0.00000000
-2.41620810,5.18460830,0.03534126,0.14192726,0.78214118,0.99990905,0.39460907,3.17784712,0.75129232,0.00000000
-2.41020510,5.15997131,0.03434188,0.14420087,0.79181857,0.96832006,0.39405168,3.18411112,0.75437538,0.00000000
-2.40420210,5.15970807,0.03385578,0.14676870,0.80391682,0.94544687,0.39437449,3.20276242,0.75870290,0.00000000
-2.39819910,5.18417441,0.03391593,0.14963472,0.81842499,0.93152267,0.39560762,3.23379134,0.76428092,0.00000000
-2.39219610,5.23355882,0.03455238,0.15280833,0.83535350,0.92667464,0.39778386,3.27711691,0.77113852,0.00000000
-2.38619310,5.30789081,0.03579213,0.15630393,0.85473355,0.93092216,0.40093777,3.33259802,0.77932780,0.00000000
-2.38019010,5.40705083,0.03765874,0.16014011,0.87661397,0.94417690,0.40510421,3.40004653,0.78892213,0.00000000
-2.37418709,5.53078053,0.04017195,0.16433833,0.90105562,0.96624451,0.41031644,3.47924100,0.80001276,0.00000000
-2.36818409,5.67869171,0.04334701,0.16892143,0.92812355,0.99682785,0.41660373,3.56993970,0.81270387,0.00000000
-2.36218109,5.85027298,0.04719396,0.17391179,0.95787742,1.03553143,0.42398875,3.67189172,0.82710625,0.00000000
-2.35617809,6.04489303,0.05171670,0.17932933,0.99036050,1.08186675,0.43248474,3.78484520,0.84332995,0.00000000
-2.35017509,6.26180040,0.05691197,0.18518946,1.02558816,1.13525856,0.44209278,3.90855179,0.86147626,0.00000000
-2.34417209,6.50011938,0.06276835,0.19150111,1.06353617,1.19505162,0.45279915,4.04276715,0.88162936,0.00000000
-2.33816908,6.75884297,0.06926510,0.19826486,1.10412985,1.26051819,0.46457308,4.18724730,0.90384817,0.00000000
-2.33216608,7.03682358,0.07637125,0.20547135,1.14723461,1.33086588,0.47736494,4.34174136,0.92815867,0.00000000
-2.32616308,7.33276305,0.08404467,0.21310007,1.19264845,1.40524623,0.49110505,4.50598141,0.95454723,0.00000000
-2.32016008,7.64520338,0.09223151,0.22111851,1.24009714,1.48276378,0.50570309,4.67967032,0.98295517,0.00000000
-2.31415708,7.97251991,0.10086585,0.22948180,1.28923244,1.56248594,0.52104829,4.86246875,1.01327491,0.00000000
-2.30815408,8.31291855,0.10986973,0.23813292,1.33963351,1.64345365,0.53701028,5.05398257,1.04534781,0.00000000
-2.30215108,8.66443816,0.11915363,0.24700330,1.39081184,1.72469286,0.55344065,5.25375144,1.07896384,0.00000000
-2.29614807,9.02495917,0.12861741,0.25601402,1.44221935,1.80522698,0.57017506,5.46123975,1.11386316,0.00000000
-2.29014507,9.39221860,0.13815166,0.26507735,1.49325966,1.88408999,0.58703594,5.67583011,1.14973929,0.00000000
-2.28414207,9.76383134,0.14763956,0.27409876,1.54330185,1.96034037,0.60383548,5.89681972,1.18624408,0.00000000
-2.27813907,10.13731681,0.15695914,0.28297910,1.59169633,2.03307532,0.62037902,6.12341940,1.22299383,0.00000000
-2.27213607,10.51012967,0.16598583,0.29161712,1.63779198,2.10144514,0.63646846,6.35475462,1.25957666,0.00000000
-2.26613307,10.87969269,0.17459533,0.29991192,1.68095387,2.16466731,0.65190576,6.58986785,1.29556054,0.00000000
-2.26013007,11.24342995,0.18266663,0.30776548,1.72058071,2.22203974,0.66649631,6.82772112,1.33050189,0.00000000
-2.25412706,11.59879798,0.19008498,0.31508509,1.75612125,2.27295281,0.68005216,7.06719802,1.36395422,0.00000000
-2.24812406,11.94331323,0.19674480,0.32178547,1.78708890,2.31689957,0.69239498,7.30710393,1.39547676,0.00000000
-2.24212106,12.27457395,0.20255245,0.32779072,1.81307388,2.35348387,0.70335868,7.54616434,1.42464265,0.00000000
-2.23611806,12.59027573,0.20742850,0.33303584,1.83375249,2.38242573,0.71279181,7.78302065,1.45104660,0.00000000
-2.23011506,12.88822014,0.21130970,0.33746794,1.84889308,2.40356401,0.72055950,8.01622404,1.47431182,0.00000000
-2.22411206,13.16631693,0.21415039,0.34104699,1.85835862,2.41685600,0.72654520,8.24422793,1.49409616,0.00000000
-2.21810905,13.42258088,0.21592335,0.34374623,1.86210591,2.42237400,0.73065203,8.46538049,1.51009744,0.00000000
-2.21210605,13.65512515,0.21662005,0.34555218,1.86018159,2.42029914,0.73280393,8.67791874,1.52205790,0.00000000
-2.20610305,13.86215324,0.21625041,0.34646437,1.85271546,2.41091261,0.73294646,8.87996617,1.52976793,0.00000000
-2.20010005,14.04195246,0.21484189,0.34649477,1.83991148,2.39458471,0.73104751,9.06953593,1.53306893,0.00000000
-2.19409705,14.19289132,0.21243826,0.34566701,1.82203722,2.37176245,0.72709769,9.24454148,1.53185565,0.00000000
-2.18809405,14.31342339,0.20909784,0.34401554,1.79941237,2.34295607,0.72111057,9.40281632,1.52607781,0.00000000
-2.18209105,14.40209978,0.20489151,0.34158466,1.77239694,2.30872519,0.71312267,9.54214386,1.51574116,0.00000000
-2.17608804,14.45759132,0.19990052,0.33842756,1.74137992,2.26966530,0.70319332,9.66029781,1.50090800,0.00000000
-2.17008504,14.47872104,0.19421415,0.33460553,1.70676893,2.22639499,0.69140415,9.75509289,1.48169717,0.00000000
-2.16408204,14.46450650,0.18792739,0.33018713,1.66898127,2.17954457,0.67785841,9.82444434,1.45828344,0.00000000
-2.15807904,14.41421034,0.18113869,0.32524766,1.62843679,2.12974634,0.66267997,9.86643456,1.43089627,0.00000000
-2.15207604,14.32739669,0.17394789,0.31986863,1.58555264,2.07762685,0.64601195,9.87938382,1.39981791,0.00000000
-2.14607304,14.20399042,0.16645427,0.31413754,1.54074008,2.02380112,0.62801508,9.86192185,1.36538071,0.00000000
-2.14007004,14.04433528,0.15875495,0.30814767,1.49440305,1.96886905,0.60886566,9.81305656,1.32796366,0.00000000
-2.13406703,13.84924704,0.15094341,0.30199809,1.44693839,1.91341350,0.58875323,9.73223609,1.28798806,0.00000000
-2.12806403,13.62005765,0.14310842,0.29579362,1.39873718,1.85800007,0.56787791,9.61940047,1.24591231,0.00000000
-2.12206103,13.35864650,0.13533311,0.28964485,1.35018699,1.80317803,0.54644752,9.47501960,1.20222584,0.00000000
-2.11605803,13.06745584,0.12769432,0.28366812,1.30167438,1.74948206,0.52467439,9.30011491,1.15744229,0.00000000
-2.11005503,12.74948769,0.12026215,0.27798528,1.25358721,1.69743426,0.50277221,9.09626277,1.11209194,0.00000000
-2.10405203,12.40828101,0.11309968,0.27272338,1.20631643,1.64754595,0.48095265,8.86557882,1.06671356,0.00000000
-2.09804902,12.04786852,0.10626286,0.26801397,1.16025683,1.60031888,0.45942216,8.61068325,1.02184589,0.00000000
-2.09204602,11.67271382,0.09980045,0.26399216,1.11580649,1.55624540,0.43837881,8.33464797,0.97801889,0.00000000
-2.08604302,11.28763058,0.09375411,0.26079532,1.07336479,1.51580718,0.41800935,8.04092788,0.93574489,0.00000000
-2.08004002,10.89768602,0.08815849,0.25856135,1.03332880,1.47947243,0.39848655,7.73327864,0.89550998,0.00000000
-2.07403702,10.50809215,0.08304142,0.25742660,0.99608816,1.44769126,0.37996682,7.41566454,0.85776573,0.00000000
-2.06803402,10.12408845,0.07842407,0.25752333,0.96201847,1.42088936,0.36258829,7.09215997,0.82292139,0.00000000
-2.06203102,9.75081999,0.07432115,0.25897690,0.93147353,1.39945990,0.34646916,6.76684835,0.79133687,0.00000000
-2.05602801,9.39321529,0.07074115,0.26190260,0.90477670,1.38375411,0.33170651,6.44372247,0.76331646,0.00000000
-2.05002501,9.05586788,0.06768650,0.26640219,0.88221165,1.37407056,0.31837551,6.12658959,0.73910352,0.00000000
-2.04402201,8.74292557,0.06515386,0.27256047,0.86401311,1.37064383,0.30652903,5.81898460,0.71887621,0.00000000
-2.03801901,8.45799076,0.06313436,0.28044163,0.85035792,1.37363285,0.29619755,5.52409381,0.70274426,0.00000000
-2.03201601,8.20403482,0.06161385,0.29008589,0.84135686,1.38310967,0.28738951,5.24469135,0.69074704,0.00000000
-2.02601301,7.98332899,0.06057322,0.30150628,0.83704773,1.39904905,0.28009194,4.98308977,0.68285274,0.00000000
-2.02001001,7.79739366,0.05998875,0.31468590,0.83738997,1.42131962,0.27427144,4.74110540,0.67895892,0.00000000
-2.01400700,7.64696727,0.05983244,0.32957567,0.84226137,1.44967716,0.26987550,4.52003878,0.67889440,0.00000000
-2.00800400,7.53199560,0.06007245,0.34609282,0.85145682,1.48376048,0.26683408,4.32066987,0.68242253,0.00000000
-2.00200100,7.45164160,0.06067357,0.36412022,0.86468972,1.52309044,0.26506157,4.14326727,0.68924592,0.00000000
-1.99599800,7.40431531,0.06159766,0.38350657,0.88159572,1.56707241,0.26445901,3.98761020,0.69901258,0.00000000
-1.98999500,7.38772314,0.06280423,0.40406769,0.90173923,1.61500243,0.26491670,3.85302212,0.71132351,0.00000000
-1.98399200,7.39893511,0.06425096,0.42558876,0.92462227,1.66607712,0.26631707,3.73841408,0.72574169,0.00000000
-1.97798899,7.43446824,0.06589433,0.44782773,0.94969577,1.71940740,0.26853779,3.64233641,0.74180228,0.00000000
-1.97198599,7.49038405,0.06769016,0.47051967,0.97637291,1.77403556,0.27145527,3.56303668,0.75902402,0.00000000
-1.96598299,7.56239755,0.06959424,0.49338216,1.00404425,1.82895558,0.27494818,3.49852233,0.77692144,0.00000000
-1.95997999,7.64599484,0.07156294,0.51612145,1.03209413,1.88313593,0.27890127,3.44662602,0.79501770,0.00000000
-1.95397699,7.73655626,0.07355376,0.53843937,1.05991797,1.93554441,0.28320907,3.40507208,0.81285773,0.00000000
-1.94797399,7.82948168,0.07552593,0.56004072,1.08693995,1.98517410,0.28777965,3.37154214,0.83002121,0.00000000
-1.94197099,7.92031458,0.07744093,0.58064099,1.11263039,2.03106974,0.29253814,3.34373858,0.84613505,0.00000000
-1.93596798,8.00486129,0.07926296,0.59997404,1.13652233,2.07235358,0.29742993,3.31944414,0.86088483,0.00000000
-1.92996498,8.07930214,0.08095945,0.61779968,1.15822685,2.10824988,0.30242345,3.29657635,0.87402490,0.00000000
-1.92396198,8.14029116,0.08250144,0.63391074,1.17744629,2.13810720,0.30751236,3.27323562,0.88538663,0.00000000
-1.91795898,8.18504151,0.08386396,0.64813933,1.19398516,2.16141763,0.31271710,3.24774598,0.89488444,0.00000000
-1.91195598,8.21139401,0.08502639,0.66036226,1.20775806,2.17783241,0.31808554,3.21868767,0.90251941,0.00000000
-1.90595298,8.21786679,0.08597271,0.67050514,1.21879436,2.18717312,0.32369286,3.18492109,0.90838018,0.00000000
-1.89994997,8.20368451,0.08669176,0.67854507,1.22723919,2.18943821,0.32964036,3.14560174,0.91264101,0.00000000
-1.89394697,8.16878638,0.08717747,0.68451183,1.23335071,2.18480439,0.33605331,3.10018623,0.91555701,0.00000000
-1.88794397,8.11381265,0.08742893,0.68848727,1.23749342,2.17362284,0.34307786,3.04842948,0.91745664,0.00000000
-1.88194097,8.04007024,0.08745055,0.69060306,1.24012769,2.15641014,0.35087681,2.99037379,0.91873167,0.00000000
-1.87593797,7.94947849,0.08725201,0.69103660,1.24179552,2.13383423,0.35962462,2.92633020,0.91982478,0.00000000
-1.86993497,7.84449694,0.08684824,0.69000534,1.24310299,2.10669576,0.36950150,2.85685341,0.92121545,0.00000000
-1.86393197,7.72803744,0.08625925,0.68775953,1.24469979,2.07590518,0.38068687,2.78271101,0.92340418,0.00000000
-1.85792896,7.60336358,0.08550988,0.68457364,1.24725633,2.04245648,0.39335226,2.70484838,0.92689604,0.00000000
-1.85192596,7.47398070,0.08462946,0.68073671,1.25143930,2.00739824,0.40765404,2.62435042,0.93218369,0.00000000
-1.84592296,7.34352016,0.08365128,0.67654209,1.25788633,1.97180293,0.42372602,2.54240153,0.93973066,0.00000000
-1.83991996,7.21562166,0.08261207,0.67227668,1.26718078,1.93673557,0.44167236,2.46024482,0.94995555,0.00000000
-1.83391696,7.09381766,0.08155121,0.66821041,1.27982749,1.90322264,0.46156104,2.37914206,0.96321749,0.00000000
-1.82791396,6.98142371,0.08050999,0.66458611,1.29623064,1.87222251,0.48341817,2.30033522,0.97980361,0.00000000
-1.82191096,6.88143829,0.07953064,0.66161043,1.31667446,1.84459829,0.50722348,2.22501074,0.99991890,0.00000000
-1.81590795,6.79645560,0.07865534,0.65944607,1.34130797,1.82109416,0.53290723,2.15426733,1.02367889,0.00000000
-1.80990495,6.72859413,0.07792523,0.65820575,1.37013419,1.80231603,0.56034880,2.08908788,1.05110545,0.00000000
-1.80390195,6.67944323,0.07737931,0.65794822,1.40300484,1.78871718,0.58937717,2.03031623,1.08212580,0.00000000
-1.79789895,6.65002916,0.07705343,0.65867657,1.43962058,1.78058946,0.61977324,1.97863896,1.11657495,0.00000000
-1.79189595,6.64080153,0.07697928,0.66033886,1.47953730,1.77806026,0.65127420,1.93457244,1.15420125,0.00000000
-1.78589295,6.65163988,0.07718348,0.66283118,1.52217816,1.78109530,0.68357967,1.89845522,1.19467496,0.00000000
-1.77988994,6.68187947,0.07768678,0.66600303,1.56685113,1.78950688,0.71635958,1.87044554,1.23759932,0.00000000
-1.77388694,6.73035465,0.07850342,0.66966470,1.61277143,1.80296735,0.74926329,1.85052374,1.28252364,0.00000000
-1.76788394,6.79545717,0.07964060,0.67359646,1.65908790,1.82102673,0.78192975,1.83849913,1.32895772,0.00000000
-1.76188094,6.87520634,0.08109818,0.67755905,1.70491227,1.84313385,0.81399810,1.83402089,1.37638690,0.00000000
-1.75587794,6.96732761,0.08286852,0.68130503,1.74935010,1.86865973,0.84511829,1.83659221,1.42428693,0.00000000
-1.74987494,7.06933561,0.08493651,0.68459045,1.79153186,1.89692220,0.87496103,1.84558728,1.47213793,0.00000000
-1.74387194,7.17861789,0.08727978,0.68718629,1.83064297,1.92721047,0.90322682,1.86027019,1.51943670,0.00000000
-1.73786893,7.29251575,0.08986906,0.68888909,1.86595126,1.95880862,0.92965328,1.87981529,1.56570685,0.00000000
-1.73186593,7.40839873,0.09266870,0.68953040,1.89683077,1.99101701,0.95402070,1.90332815,1.61050621,0.00000000
-1.72586293,7.52373022,0.09563730,0.68898448,1.92278076,2.02317068,0.97615530,1.92986668,1.65343134,0.00000000
-1.71985993,7.63612207,0.09872848,0.68717402,1.94343920,2.05465431,0.99593025,1.95846174,1.69411909,0.00000000
-1.71385693,7.74337705,0.10189170,0.68407358,1.95859030,2.08491325,1.01326438,1.98813695,1.73224531,0.00000000
-1.70785393,7.84351880,0.10507321,0.67971074,1.96816579,2.11346060,1.02811879,2.01792725,1.76752124,0.00000000
-1.70185093,7.93480949,0.10821700,0.67416482,1.97224034,2.13988043,1.04049162,2.04689600,1.79968794,0.00000000
-1.69584792,8.01575657,0.11126586,0.66756340,1.97102131,2.16382757,1.05041145,2.07415044,1.82850970,0.00000000
-1.68984492,8.08510995,0.11416247,0.66007679,1.96483375,2.18502442,1.05792981,2.09885550,1.85376705,0.00000000
-1.68384192,8.14185180,0.11685047,0.65191073,1.95410149,2.20325559,1.06311337,2.12024583,1.87525024,0.00000000
-1.67783892,8.18518114,0.11927564,0.64329776,1.93932542,2.21836092,1.06603628,2.13763613,1.89275403,0.00000000
-1.67183592,8.21449536,0.12138702,0.63448754,1.92106010,2.23022768,1.06677339,2.15042977,1.90607431,0.00000000
-1.66583292,8.22937067,0.12313808,0.62573662,1.89988975,2.23878270,1.06539451,2.15812574,1.91500714,0.00000000
-1.65982991,8.22954321,0.12448783,0.61729804,1.87640487,2.24398480,1.06196025,2.16032389,1.91935050,0.00000000
-1.65382691,8.21489200,0.12540189,0.60941119,1.85118027,2.24581819,1.05651965,2.15672851,1.91890876,0.00000000
-1.64782391,8.18542443,0.12585355,0.60229226,1.82475543,2.24428695,1.04910950,2.14715012,1.91349962,0.00000000
-1.64182091,8.14126469,0.12582469,0.59612563,1.79761772,2.23941078,1.03975551,2.13150544,1.90296323,0.00000000
-1.63581791,8.08264503,0.12530656,0.59105658,1.77018901,2.23122209,1.02847491,2.10981553,1.88717282,0.00000000
-1.62981491,8.00989919,0.12430044,0.58718536,1.74281581,2.21976428,1.01528040,2.08220200,1.86604597,0.00000000
