energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-5.45372686,3.02968140,0.43895334,0.55873927,0.01913068,0.36817483,0.32434832,0.04919265,1.03994569
-5.44772386,2.97739935,0.43877350,0.55121738,0.01986668,0.36212071,0.30717403,0.04909491,1.02257987
-5.44172086,2.94100411,0.44024147,0.54683803,0.02070687,0.35880517,0.29009399,0.04936546,1.00929599
-5.43571786,2.92011175,0.44336278,0.54550137,0.02164416,0.35809116,0.27333087,0.04998842,1.00011519
-5.42971486,2.91411491,0.44811444,0.54706233,0.02266982,0.35981067,0.25708429,0.05094299,0.99498857
-5.42371186,2.92218029,0.45444073,0.55133159,0.02377344,0.36376726,0.24152676,0.05220365,0.99379122
-5.41770885,2.94325106,0.46224988,0.55807746,0.02494294,0.36973899,0.22680084,0.05374049,0.99631829
-5.41170585,2.97605521,0.47141189,0.56702889,0.02616463,0.37748182,0.21301741,0.05551953,1.00228362
-5.40570285,3.01912064,0.48175790,0.57787957,0.02742331,0.38673353,0.20025519,0.05750320,1.01132125
-5.39969985,3.07079741,0.49308124,0.59029318,0.02870240,0.39721790,0.18856154,0.05965085,1.02299028
-5.39369685,3.12928696,0.50514046,0.60390971,0.02998417,0.40864937,0.17795425,0.06191936,1.03678311
-5.38769385,3.19267810,0.51766418,0.61835267,0.03124997,0.42073789,0.16842443,0.06426379,1.05213699
-5.38169085,3.25898887,0.53035788,0.63323709,0.03248059,0.43319388,0.15994017,0.06663814,1.06844869
-5.37568784,3.32621329,0.54291235,0.64817813,0.03365653,0.44573331,0.15245090,0.06899609,1.08509184
-5.36968484,3.39237155,0.55501358,0.66279997,0.03475851,0.45808267,0.14589222,0.07129181,1.10143638
-5.36368184,3.45556219,0.56635369,0.67674490,0.03576780,0.46998374,0.14019097,0.07348079,1.11686943
-5.35767884,3.51401456,0.57664246,0.68968225,0.03666671,0.48119818,0.13527035,0.07552067,1.13081682
-5.35167584,3.56613990,0.58561902,0.70131697,0.03743902,0.49151171,0.13105488,0.07737204,1.14276439
-5.34567284,3.61057914,0.59306319,0.71139767,0.03807046,0.50073796,0.12747505,0.07899930,1.15227828
-5.33966983,3.64624604,0.59880586,0.71972382,0.03854908,0.50872176,0.12447143,0.08037140,1.15902328
-5.33366683,3.67236396,0.60273808,0.72615208,0.03886568,0.51534199,0.12199810,0.08146261,1.16277861
-5.32766383,3.68849506,0.60481840,0.73060136,0.03901413,0.52051386,0.12002535,0.08225318,1.16345034
-5.32166083,3.69456078,0.60507799,0.73305667,0.03899163,0.52419053,0.11854150,0.08272996,1.16107994
-5.31565783,3.69085290,0.60362344,0.73357158,0.03879897,0.52636418,0.11755380,0.08288691,1.15584865
-5.30965483,3.67803454,0.60063707,0.73226904,0.03844059,0.52706632,0.11708842,0.08272548,1.14807733
-5.30365183,3.65713100,0.59637458,0.72934081,0.03792468,0.52636747,0.11718955,0.08225492,1.13822177
-5.29764882,3.62951059,0.59116028,0.72504511,0.03726308,0.52437608,0.11791760,0.08149233,1.12686365
-5.29164582,3.59685575,0.58537992,0.71970278,0.03647117,0.52123671,0.11934666,0.08046266,1.11469729
-5.28564282,3.56112531,0.57947151,0.71369178,0.03556761,0.51712755,0.12156131,0.07919843,1.10251272
-5.27963982,3.52450883,0.57391435,0.70744026,0.03457406,0.51225713,0.12465282,0.07773932,1.09117552
-5.27363682,3.48937419,0.56921672,0.70141811,0.03351468,0.50686048,0.12871505,0.07613152,1.08160408
-5.26763382,3.45820989,0.56590264,0.69612743,0.03241576,0.50119455,0.13383997,0.07442692,1.07474509
-5.26163082,3.43356353,0.56449812,0.69209172,0.03130510,0.49553318,0.14011324,0.07268204,1.07154776
-5.25562781,3.41797806,0.56551729,0.68984434,0.03021146,0.49016156,0.14760981,0.07095688,1.07293779
-5.24962481,3.41392742,0.56944889,0.68991626,0.02916390,0.48537037,0.15638968,0.06931354,1.07979166
-5.24362181,3.42375321,0.57674341,0.69282344,0.02819117,0.48144960,0.16649419,0.06781473,1.09291194
-5.23761881,3.44960382,0.58780114,0.69905409,0.02732103,0.47868232,0.17794272,0.06652225,1.11300436
-5.23161581,3.49337746,0.60296156,0.70905606,0.02657964,0.47733830,0.19073010,0.06549531,1.14065724
-5.22561281,3.55667048,0.62249407,0.72322477,0.02599094,0.47766781,0.20482475,0.06478895,1.17632357
-5.21960980,3.64073192,0.64659033,0.74189182,0.02557609,0.47989554,0.22016762,0.06445245,1.22030650
-5.21360680,3.74642539,0.67535828,0.76531457,0.02535297,0.48421482,0.23667209,0.06452785,1.27274826
-5.20760380,3.87419912,0.70881792,0.79366718,0.02533576,0.49078222,0.25422469,0.06504857,1.33362301
-5.20160080,4.02406463,0.74689886,0.82703305,0.02553462,0.49971266,0.27268684,0.06603829,1.40273352
-5.19559780,4.19558481,0.78943965,0.86539917,0.02595541,0.51107510,0.29189740,0.06750996,1.47971204
-5.18959480,4.38787140,0.83618893,0.90865245,0.02659961,0.52488896,0.31167608,0.06946513,1.56402508
-5.18359180,4.59959242,0.88680832,0.95657827,0.02746425,0.54112141,0.33182755,0.07189354,1.65498205
-5.17758879,4.82898929,0.94087707,1.00886141,0.02854207,0.55968557,0.35214628,0.07477306,1.75174775
-5.17158579,5.07390364,0.99789837,1.06508942,0.02982168,0.58043995,0.37242169,0.07806989,1.85335801
-5.16558279,5.33181346,1.05730729,1.12475846,0.03128792,0.60318898,0.39244373,0.08173915,1.95873855
-5.15957979,5.59987804,1.11848022,1.18728161,0.03292229,0.62768501,0.41200852,0.08572572,2.06672624
-5.15357679,5.87499095,1.18074570,1.25199959,0.03470347,0.65363177,0.43092386,0.08996543,2.17609238
-5.14757379,6.15383995,1.24339647,1.31819349,0.03660794,0.68068922,0.44901455,0.09438653,2.28556735
-5.14157079,6.43297268,1.30570245,1.38509952,0.03861064,0.70847998,0.46612705,0.09891132,2.39386595
-5.13556778,6.70886642,1.36692453,1.45192506,0.04068568,0.73659719,0.48213351,0.10345806,2.49971277
-5.12956478,6.97800022,1.42632865,1.51786586,0.04280706,0.76461350,0.49693493,0.10794293,2.60186682
-5.12356178,7.23692738,1.48320004,1.58212366,0.04494935,0.79209120,0.51046317,0.11228213,2.69914476
-5.11755878,7.48234612,1.53685710,1.64392363,0.04708837,0.81859305,0.52268191,0.11639388,2.79044208
-5.11155578,7.71116625,1.58666453,1.70253118,0.04920176,0.84369340,0.53358635,0.12020050,2.87475161
-5.10555278,7.92056984,1.63204547,1.75726739,0.05126944,0.86698926,0.54320165,0.12363021,2.95117905
-5.09954977,8.10806369,1.67249223,1.80752253,0.05327402,0.88811079,0.55158022,0.12661887,3.01895489
-5.09354677,8.27152222,1.70757529,1.85276717,0.05520099,0.90673091,0.55879789,0.12911137,3.07744285
-5.08754377,8.40921923,1.73695051,1.89256053,0.05703880,0.92257336,0.56494918,0.13106284,3.12614462
-5.08154077,8.51984804,1.76036437,1.92655581,0.05877876,0.93541908,0.57014178,0.13243944,3.16470104
-5.07553777,8.60252956,1.77765720,1.95450234,0.06041486,0.94511059,0.57449067,0.13321889,3.19289016
-5.06953477,8.65680878,1.78876469,1.97624474,0.06194336,0.95155407,0.57811192,0.13339066,3.21062246
-5.06353177,8.68264077,1.79371773,1.99171919,0.06336234,0.95471936,0.58111666,0.13295580,3.21793385
-5.05752876,8.68036741,1.79264096,2.00094738,0.06467113,0.95463781,0.58360554,0.13192649,3.21497714
-5.05152576,8.65068714,1.78575036,2.00402848,0.06586971,0.95139820,0.58566375,0.13032533,3.20201254
-5.04552276,8.59461967,1.77335044,2.00112994,0.06695808,0.94514125,0.58735717,0.12818445,3.17939792
-5.03951976,8.51346836,1.75583108,1.99247758,0.06793565,0.93605293,0.58872959,0.12554438,3.14757946
-5.03351676,8.40878244,1.73366480,1.97834588,0.06880078,0.92435724,0.58980146,0.12245290,3.10708309
-5.02751376,8.28232138,1.70740432,1.95904896,0.06955030,0.91030881,0.59056988,0.11896378,3.05850724
-5.02151076,8.13602327,1.67768091,1.93493279,0.07017925,0.89418597,0.59101026,0.11513556,3.00251706
-5.01550775,7.97197846,1.64520328,1.90636911,0.07068082,0.87628447,0.59107929,0.11103036,2.93984007
-5.00950475,7.79240936,1.61075704,1.87375132,0.07104632,0.85691245,0.59071918,0.10671278,2.87126327
-5.00350175,7.59965631,1.57520435,1.83749230,0.07126550,0.83638667,0.58986296,0.10224895,2.79763125
-4.99749875,7.39616911,1.53948336,1.79802418,0.07132689,0.81503009,0.58844052,0.09770562,2.71984502
-4.99149575,7.18450300,1.50460681,1.75579969,0.07121841,0.79317094,0.58638508,0.09314950,2.63886076
-4.98549275,6.96731725,1.47165922,1.71129468,0.07092803,0.77114274,0.58363974,0.08864665,2.55568810
-4.97948974,6.74737451,1.44179177,1.66501121,0.07044455,0.74928532,0.58016361,0.08426202,2.47138709
-4.97348674,6.52753842,1.41621438,1.61748064,0.06975837,0.72794617,0.57593734,0.08005903,2.38706331
-4.96748374,6.31076724,1.39618413,1.56926603,0.06886233,0.70748183,0.57096752,0.07609937,2.30386054
-4.96148074,6.10010130,1.38298953,1.52096317,0.06775246,0.68825884,0.56528975,0.07244260,2.22295052
-4.95547774,5.89864238,1.37793041,1.47319971,0.06642861,0.67065363,0.55897019,0.06914603,2.14551950
-4.94947474,5.70952376,1.38229299,1.42663198,0.06489496,0.65505125,0.55210530,0.06626436,2.07275161
-4.94347174,5.53587006,1.39732061,1.38193915,0.06316040,0.64184233,0.54481991,0.06384941,2.00580899
-4.93746873,5.38074705,1.42418029,1.33981452,0.06123866,0.63141832,0.53726349,0.06194976,1.94580916
-4.93146573,5.24710206,1.46392593,1.30095425,0.05914821,0.62416481,0.52960490,0.06061029,1.89380022
-4.92546273,5.13769639,1.51745941,1.26604346,0.05691208,0.62045305,0.52202582,0.05987171,1.85073443
-4.91945973,5.05503223,1.58549061,1.23574042,0.05455731,0.62062987,0.51471309,0.05976992,1.81744144
-4.91345673,5.00127658,1.66849840,1.21065922,0.05211434,0.62500648,0.50785053,0.06033536,1.79460201
-4.90745373,4.97818562,1.76669404,1.19135173,0.04961619,0.63384635,0.50161049,0.06159231,1.78272349
-4.90145073,4.98703319,1.87998924,1.17828962,0.04709757,0.64735302,0.49614562,0.06355808,1.78211836
-4.89544772,5.02854697,2.00797076,1.17184725,0.04459386,0.66565825,0.49158142,0.06624224,1.79288683
-4.88944472,5.10285615,2.14988337,1.17228644,0.04214007,0.68881119,0.48800986,0.06964586,1.81490489
-4.88344172,5.20945394,2.30462303,1.17974368,0.03976989,0.71676933,0.48548441,0.07376073,1.84781850
-4.87743872,5.34717779,2.47074160,1.19422070,0.03751465,0.74939158,0.48401694,0.07856874,1.89104490
-4.87143572,5.51420968,2.64646405,1.21557902,0.03540252,0.78643418,0.48357648,0.08404131,1.94378135
-4.86543272,5.70809793,2.82971862,1.24353871,0.03345776,0.82754981,0.48409014,0.09013902,2.00502169
-4.85942971,5.92580092,3.01817982,1.27768192,0.03170013,0.87229009,0.48544593,0.09681139,2.07358032
-4.85342671,6.16375256,3.20932342,1.31746103,0.03014449,0.92011170,0.48749766,0.10399694,2.14812324
-4.84742371,6.41794775,3.40049199,1.36221145,0.02880059,0.97038599,0.49007136,0.11162349,2.22720528
-4.84142071,6.68404558,3.58896887,1.41116861,0.02767302,1.02241203,0.49297319,0.11960874,2.30931219
-4.83541771,6.95748669,3.77205794,1.46348870,0.02676138,1.07543251,0.49599823,0.12786121,2.39290619
-4.82941471,7.23362074,3.94716602,1.51827251,0.02606057,1.12865229,0.49893981,0.13628147,2.47647318
-4.82341171,7.50783921,4.11188444,1.57459131,0.02556130,1.18125871,0.50159881,0.14476370,2.55856965
-4.81740870,7.77570812,4.26406622,1.63151408,0.02525060,1.23244308,0.50379255,0.15319758,2.63786748
-4.81140570,8.03309567,4.40189529,1.68813490,0.02511260,1.28142251,0.50536272,0.16147042,2.71319444
-4.80540270,8.27628919,4.52394438,1.74359939,0.02512922,1.32746133,0.50618195,0.16946956,2.78356881
-4.79939970,8.50209687,4.62921886,1.79712935,0.02528096,1.36989110,0.50615875,0.17708487,2.84822627
-4.79339670,8.70792972,4.71718413,1.84804446,0.02554771,1.40812871,0.50524046,0.18421144,2.90663813
-4.78739370,8.89186071,4.78777514,1.89578024,0.02590949,1.44169163,0.50341424,0.19075215,2.95851966
-4.78139070,9.05265847,4.84138751,1.93990162,0.02634713,1.47020987,0.50070592,0.19662023,3.00382844
-4.77538769,9.18979446,4.87885038,1.98011152,0.02684291,1.49343424,0.49717690,0.20174162,3.04275265
-4.76938469,9.30342381,4.90138234,2.01625426,0.02738109,1.51124055,0.49291932,0.20605694,3.07568980
-4.76338169,9.39434078,4.91053236,2.04831363,0.02794828,1.52362964,0.48804975,0.20952319,3.10321720
-4.75737869,9.46391158,4.90810867,2.07640595,0.02853373,1.53072347,0.48270179,0.21211491,3.12605534
-4.75137569,9.51398772,4.89609869,2.10076838,0.02912953,1.53275730,0.47701806,0.21382484,3.14502607
-4.74537269,9.54680437,4.87658397,2.12174319,0.02973061,1.53006846,0.47114201,0.21466401,3.16100768
-4.73936968,9.56486828,4.85165386,2.13975873,0.03033466,1.52308222,0.46521001,0.21466117,3.17488889
-4.73336668,9.57084065,4.82332176,2.15530795,0.03094199,1.51229528,0.45934412,0.21386179,3.18752393
-4.72736368,9.56741989,4.79344755,2.16892559,0.03155527,1.49825767,0.45364601,0.21232636,3.19969082
-4.72136068,9.55722935,4.76366933,2.18116482,0.03217915,1.48155369,0.44819224,0.21012830,3.21205454
-4.71535768,9.54271429,4.73534693,2.19257445,0.03281993,1.46278251,0.44303111,0.20735148,3.22513673
-4.70935468,9.52605201,4.70951912,2.20367748,0.03348512,1.44253933,0.43818125,0.20408737,3.23929295
-4.70335168,9.50907785,4.68687560,2.21495175,0.03418298,1.42139745,0.43363189,0.20043207,3.25469822
-4.69734867,9.49322913,4.66774418,2.22681327,0.03492213,1.39989195,0.42934475,0.19648323,3.27134111
-4.69134567,9.47950800,4.65209277,2.23960257,0.03571104,1.37850534,0.42525733,0.19233709,3.28902625
-4.68534267,9.46846316,4.63954529,2.25357438,0.03655765,1.35765558,0.42128735,0.18808561,3.30738456
-4.67933967,9.46018983,4.62941000,2.26889056,0.03746896,1.33768666,0.41733800,0.18381389,3.32589051
-4.67333667,9.45434616,4.62071840,2.28561621,0.03845059,1.31886183,0.41330373,0.17959798,3.34388494
-4.66733367,9.45018434,4.61227268,2.30371874,0.03950650,1.30135968,0.40907615,0.17550305,3.36060242
-4.66133067,9.44659365,4.60269921,2.32306957,0.04063859,1.28527283,0.40454965,0.17158210,3.37520142
-4.65532766,9.44215303,4.59050613,2.34344805,0.04184644,1.27060931,0.39962667,0.16787503,3.38679608
-4.64932466,9.43519038,4.57414252,2.36454731,0.04312702,1.25729629,0.39422207,0.16440836,3.39448800
-4.64332166,9.42384613,4.55205729,2.38598171,0.04447452,1.24518608,0.38826670,0.16119529,3.39739707
-4.63731866,9.40613876,4.52275583,2.40729562,0.04588010,1.23406404,0.38170983,0.15823623,3.39469005
-4.63131566,9.38003042,4.48485281,2.42797336,0.04733189,1.22365822,0.37452066,0.15551977,3.38560626
-4.62531266,9.34349092,4.43711972,2.44745024,0.04881485,1.21365034,0.36668867,0.15302393,3.36947984
-4.61930965,9.29455900,4.37852613,2.46512470,0.05031093,1.20368780,0.35822315,0.15071767,3.34575804
-4.61330665,9.23139996,4.30827361,2.48037150,0.05179917,1.19339644,0.34915192,0.14856266,3.31401560
-4.60730365,9.15235890,4.22582179,2.49255615,0.05325599,1.18239366,0.33951948,0.14651516,3.27396519
-4.60130065,9.05600937,4.13090615,2.50105048,0.05465558,1.17030153,0.32938474,0.14452798,3.22546410
-4.59529765,8.94119683,4.02354724,2.50524943,0.05597041,1.15675965,0.31881856,0.14255242,3.16851750
-4.58929465,8.80707681,3.90405151,2.50458877,0.05717188,1.14143725,0.30790131,0.14054026,3.10327853
-4.58329165,8.65314728,3.77300382,2.49856371,0.05823103,1.12404435,0.29672046,0.13844558,3.03004568
-4.57728864,8.47927489,3.63125231,2.48674774,0.05911935,1.10434162,0.28536856,0.13622647,2.94925767
-4.57128564,8.28571442,3.47988607,2.46881131,0.05980968,1.08214859,0.27394137,0.13384657,2.86148627
-4.56528264,8.07312098,3.32020657,2.44453953,0.06027710,1.05735010,0.26253649,0.13127637,2.76742718
-4.55927964,7.84255398,3.15369399,2.41384808,0.06049982,1.02990064,0.25125223,0.12849428,2.66788915
-4.55327664,7.59547249,2.98196939,2.37679657,0.06046002,0.99982664,0.24018676,0.12548741,2.56378154
-4.54727364,7.33372104,2.80675421,2.33359813,0.06014460,0.96722641,0.22943752,0.12225207,2.45610039
-4.54127064,7.05950563,2.62982843,2.28462482,0.05954577,0.93226795,0.21910062,0.11879390,2.34591295
-4.53526763,6.77535950,2.45298866,2.23040767,0.05866151,0.89518456,0.20927038,0.11512776,2.23434093
-4.52926463,6.48409888,2.27800751,2.17163118,0.05749582,0.85626846,0.20003864,0.11127724,2.12254240
-4.52326163,6.18876911,2.10659552,2.10912171,0.05605878,0.81586265,0.19149388,0.10727384,2.01169246
-4.51725863,5.89258198,1.94036662,2.04382993,0.05436632,0.77435125,0.18372018,0.10315593,1.90296307
-4.51125563,5.59884563,1.78080801,1.97680748,0.05243987,0.73214866,0.17679574,0.09896743,1.79750206
-4.50525263,5.31088873,1.62925512,1.90917852,0.05030573,0.68968801,0.17079118,0.09475621,1.69641182
-4.49924962,5.03198102,1.48687191,1.84210713,0.04799434,0.64740917,0.16576757,0.09057247,1.60072802
-4.49324662,4.76525260,1.35463682,1.77676159,0.04553934,0.60574675,0.16177421,0.08646690,1.51139889
