energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,0.68379739,0.00308959,0.02017609,0.22107698,0.06056243,0.43747584,0.00000000
-5.99399700,0.75059289,0.00346767,0.02206711,0.24264991,0.06655908,0.48043452,0.00000000
-5.98799400,0.81943692,0.00388021,0.02398672,0.26488650,0.07276199,0.52478919,0.00000000
-5.98199100,0.88990592,0.00432929,0.02591607,0.28765041,0.07913775,0.57028527,0.00000000
-5.97598799,0.96157129,0.00481717,0.02783572,0.31080397,0.08565267,0.61666608,0.00000000
-5.96998499,1.03401316,0.00534622,0.02972618,0.33421255,0.09227388,0.66368121,0.00000000
-5.96398199,1.10683327,0.00591888,0.03156845,0.35774874,0.09897034,0.71109433,0.00000000
-5.95797899,1.17966598,0.00653755,0.03334464,0.38129584,0.10571371,0.75868960,0.00000000
-5.95197599,1.25218650,0.00720446,0.03503840,0.40475047,0.11247887,0.80627631,0.00000000
-5.94597299,1.32411559,0.00792155,0.03663542,0.42802402,0.11924424,0.85369109,0.00000000
-5.93996998,1.39522021,0.00869028,0.03812368,0.45104282,0.12599161,0.90079765,0.00000000
-5.93396698,1.46530987,0.00951146,0.03949371,0.47374686,0.13270565,0.94748357,0.00000000
-5.92796398,1.53422880,0.01038498,0.04073862,0.49608723,0.13937309,0.99365461,0.00000000
-5.92196098,1.60184422,0.01130971,0.04185405,0.51802229,0.14598148,1.03922646,0.00000000
-5.91595798,1.66803169,0.01228323,0.04283798,0.53951279,0.15251782,1.08411483,0.00000000
-5.90995498,1.73265842,0.01330170,0.04369038,0.56051655,0.15896696,1.12822428,0.00000000
-5.90395198,1.79556593,0.01435976,0.04441284,0.58098276,0.16531003,1.17143696,0.00000000
-5.89794897,1.85655363,0.01545041,0.04500806,0.60084666,0.17152300,1.21360202,0.00000000
-5.89194597,1.91536466,0.01656509,0.04547939,0.62002504,0.17757550,1.25452680,0.00000000
-5.88594297,1.97167562,0.01769372,0.04583032,0.63841287,0.18343003,1.29397076,0.00000000
-5.87993997,2.02509137,0.01882487,0.04606406,0.65588172,0.18904168,1.33164289,0.00000000
-5.87393697,2.07514585,0.01994602,0.04618315,0.67228009,0.19435846,1.36720322,0.00000000
-5.86793397,2.12130950,0.02104391,0.04618921,0.68743586,0.19932225,1.40026884,0.00000000
-5.86193097,2.16300334,0.02210493,0.04608285,0.70116095,0.20387040,1.43042426,0.00000000
-5.85592796,2.19961930,0.02311557,0.04586362,0.71325798,0.20793789,1.45723599,0.00000000
-5.84992496,2.23054582,0.02406297,0.04553019,0.72352865,0.21145996,1.48027046,0.00000000
-5.84392196,2.25519736,0.02493534,0.04508059,0.73178334,0.21437515,1.49911448,0.00000000
-5.83791896,2.27304605,0.02572255,0.04451259,0.73785142,0.21662839,1.51339694,0.00000000
-5.83191596,2.28365340,0.02641646,0.04382412,0.74159152,0.21817419,1.52281035,0.00000000
-5.82591296,2.28670001,0.02701141,0.04301376,0.74290119,0.21897944,1.52713087,0.00000000
-5.81990995,2.28201105,0.02750438,0.04208119,0.74172505,0.21902591,1.52623532,0.00000000
-5.81390695,2.26957577,0.02789519,0.04102766,0.73806113,0.21831201,1.52011389,0.00000000
-5.80790395,2.24955923,0.02818653,0.03985633,0.73196448,0.21685383,1.50887765,0.00000000
-5.80190095,2.22230542,0.02838379,0.03857256,0.72354813,0.21468531,1.49275997,0.00000000
-5.79589795,2.18833099,0.02849481,0.03718406,0.71298085,0.21185745,1.47211162,0.00000000
-5.78989495,2.14830975,0.02852950,0.03570089,0.70048201,0.20843669,1.44738959,0.00000000
-5.78389195,2.10304863,0.02849927,0.03413538,0.68631359,0.20450232,1.41914010,0.00000000
-5.77788894,2.05345627,0.02841653,0.03250181,0.67076985,0.20014338,1.38797676,0.00000000
-5.77188594,2.00050603,0.02829392,0.03081614,0.65416517,0.19545483,1.35455499,0.00000000
-5.76588294,1.94519553,0.02814375,0.02909547,0.63682083,0.19053355,1.31954412,0.00000000
-5.75987994,1.88850501,0.02797727,0.02735759,0.61905140,0.18547421,1.28359899,0.00000000
-5.75387694,1.83135700,0.02780410,0.02562041,0.60115165,0.18036523,1.24733240,0.00000000
-5.74787394,1.77457955,0.02763174,0.02390139,0.58338461,0.17528528,1.21129029,0.00000000
-5.74187094,1.71887521,0.02746516,0.02221706,0.56597162,0.17030017,1.17593079,0.00000000
-5.73586793,1.66479739,0.02730656,0.02058258,0.54908476,0.16546070,1.14160856,0.00000000
-5.72986493,1.61273533,0.02715530,0.01901134,0.53284223,0.16080121,1.10856502,0.00000000
-5.72386193,1.56290846,0.02700794,0.01751472,0.51730674,0.15633917,1.07692506,0.00000000
-5.71785893,1.51537015,0.02685851,0.01610195,0.50248706,0.15207571,1.04670021,0.00000000
-5.71185593,1.47002042,0.02669886,0.01478004,0.48834250,0.14799697,1.01779793,0.00000000
-5.70585293,1.42662673,0.02651914,0.01355392,0.47479008,0.14407635,0.99003639,0.00000000
-5.69984992,1.38485121,0.02630840,0.01242658,0.46171373,0.14027728,0.96316363,0.00000000
-5.69384692,1.34428283,0.02605523,0.01139936,0.44897517,0.13655657,0.93687999,0.00000000
-5.68784392,1.30447236,0.02574840,0.01047228,0.43642567,0.13286797,0.91086236,0.00000000
-5.68184092,1.26496809,0.02537752,0.00964449,0.42391798,0.12916578,0.88478888,0.00000000
-5.67583792,1.22535052,0.02493364,0.00891462,0.41131789,0.12540838,0.85836272,0.00000000
-5.66983492,1.18526381,0.02440972,0.00828126,0.39851472,0.12156135,0.83133365,0.00000000
-5.66383192,1.14444281,0.02380107,0.00774337,0.38543023,0.11760021,0.80351629,0.00000000
-5.65782891,1.10273417,0.02310562,0.00730064,0.37202555,0.11351248,0.77480435,0.00000000
