energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.73586793,4.62368670,3.23501807,1.03807421,0.01032835,0.91676837,0.45554324,0.44499533,0.06789152,1.95574681
-5.72986493,4.50699320,3.14533755,1.00957463,0.00974005,0.89585003,0.45415965,0.43154065,0.06492333,1.90833147
-5.72386193,4.39207008,3.04802264,0.98230352,0.00915849,0.87370972,0.45298015,0.41835334,0.06203348,1.86246094
-5.71785893,4.28111613,2.94504333,0.95680546,0.00859082,0.85085087,0.45209744,0.40565641,0.05925162,1.81901795
-5.71185593,4.17621177,2.83849726,0.93359832,0.00804370,0.82779691,0.45158134,0.39365534,0.05660359,1.77880011
-5.70585293,4.07925777,2.73056141,0.91315868,0.00752325,0.80507779,0.45147519,0.38253151,0.05411076,1.74249478
-5.69984992,3.99192087,2.62344207,0.89590847,0.00703496,0.78321636,0.45179360,0.37243640,0.05178949,1.71065817
-5.69384692,3.91558776,2.51932447,0.88220301,0.00658361,0.76271486,0.45252141,0.36348689,0.04965091,1.68369935
-5.68784392,3.85132883,2.42032329,0.87232095,0.00617330,0.74404197,0.45361408,0.35576164,0.04770070,1.66186966
-5.68184092,3.79987270,2.32843554,0.86645622,0.00580741,0.72762099,0.45499942,0.34929879,0.04593928,1.64525764
-5.67583792,3.76159208,2.24549684,0.86471244,0.00548857,0.71381935,0.45658065,0.34409510,0.04436196,1.63378976
-5.66983492,3.73650129,2.17314232,0.86709981,0.00521871,0.70293987,0.45824060,0.34010642,0.04295942,1.62723651
-5.66383192,3.72426524,2.11277304,0.87353455,0.00499903,0.69521412,0.45984685,0.33724968,0.04171823,1.62522373
-5.65782891,3.72421923,2.06552866,0.88384106,0.00483005,0.69079788,0.46125771,0.33540620,0.04062150,1.62724852
-5.65182591,3.73539877,2.03226706,0.89775664,0.00471162,0.68976900,0.46232845,0.33442622,0.03964967,1.63269918
-5.64582291,3.75657809,2.01355130,0.91493857,0.00464294,0.69212766,0.46291785,0.33413459,0.03878132,1.64087814
-5.63981991,3.78631581,2.00964415,0.93497350,0.00462261,0.69779888,0.46289450,0.33433731,0.03799402,1.65102724
-5.63381691,3.82300607,2.02051030,0.95738874,0.00464865,0.70663732,0.46214270,0.33482869,0.03726518,1.66235419
-5.62781391,3.86493326,2.04582615,0.98166514,0.00471857,0.71843403,0.46056759,0.33539892,0.03657290,1.67405939
-5.62181091,3.91032845,2.08499694,1.00725124,0.00482938,0.73292501,0.45809949,0.33584167,0.03589674,1.68536207
-5.61580790,3.95742565,2.13718074,1.03357821,0.00497772,0.74980117,0.45469706,0.33596155,0.03521843,1.69552494
-5.60980490,4.00451607,2.20131869,1.06007511,0.00515988,0.76871946,0.45034942,0.33558100,0.03452246,1.70387655
-5.60380190,4.04999891,2.27617083,1.08618419,0.00537191,0.78931465,0.44507698,0.33454647,0.03379659,1.70983084
-5.59779890,4.09242718,2.36035633,1.11137561,0.00560970,0.81121149,0.43893123,0.33273358,0.03303216,1.71290321
-5.59179590,4.13054730,2.45239716,1.13516122,0.00586912,0.83403668,0.43199343,0.33005121,0.03222436,1.71272307
-5.58579290,4.16333186,2.55076377,1.15710714,0.00614608,0.85743043,0.42437237,0.32644423,0.03137230,1.70904247
-5.57978989,4.19000459,2.65392131,1.17684455,0.00643670,0.88105698,0.41620141,0.32189495,0.03047892,1.70174094
-5.57378689,4.21005737,2.76037478,1.19407856,0.00673740,0.90461386,0.40763501,0.31642322,0.02955089,1.69082674
-5.56778389,4.22325904,2.86871152,1.20859483,0.00704501,0.92783947,0.39884483,0.31008527,0.02859828,1.67643464
-5.56178089,4.22965617,2.97763923,1.22026380,0.00735688,0.95051868,0.39001573,0.30297140,0.02763424,1.65882071
-5.55577789,4.22956609,3.08601814,1.22904226,0.00767099,0.97248624,0.38134177,0.29520267,0.02667453,1.63835449
-5.54977489,4.22356267,3.19288579,1.23497245,0.00798600,0.99362786,0.37302242,0.28692679,0.02573711,1.61550904
-5.54377189,4.21245555,3.29747340,1.23817847,0.00830134,1.01387885,0.36525904,0.27831348,0.02484163,1.59084928
-5.53776888,4.19726368,3.39921312,1.23886033,0.00861719,1.03322047,0.35825176,0.26954939,0.02400897,1.56501919
-5.53176588,4.17918420,3.49773585,1.23728575,0.00893454,1.05167412,0.35219683,0.26083307,0.02326079,1.53872827
-5.52576288,4.15955769,3.59285995,1.23378004,0.00925509,1.06929362,0.34728443,0.25236990,0.02261913,1.51273768
-5.51975988,4.13983112,3.68457158,1.22871440,0.00958129,1.08615610,0.34369693,0.24436739,0.02210606,1.48784646
-5.51375688,4.12151972,3.77299797,1.22249328,0.00991617,1.10235190,0.34160770,0.23703089,0.02174341,1.46487803
-5.50775388,4.10616902,3.85837535,1.21554105,0.01026328,1.11797413,0.34118015,0.23055995,0.02155253,1.44466744
-5.50175088,4.09531840,3.94101375,1.20828868,0.01062657,1.13310844,0.34256728,0.22514516,0.02155412,1.42804925
-5.49574787,4.09046715,4.02126092,1.20116106,0.01101023,1.14782372,0.34591134,0.22096580,0.02176817,1.41584635
-5.48974487,4.09304428,4.09946778,1.19456517,0.01141854,1.16216427,0.35134376,0.21818796,0.02221381,1.40885968
-5.48374187,4.10438247,4.17595772,1.18887993,0.01185575,1.17614391,0.35898511,0.21696337,0.02290927,1.40785881
-5.47773887,4.12569702,4.25100174,1.18444787,0.01232588,1.18974260,0.36894506,0.21742851,0.02387183,1.41357319
-5.47173587,4.15806968,4.32480098,1.18156886,0.01283263,1.20290564,0.38132221,0.21970422,0.02511769,1.42668411
-5.46573287,4.20243743,4.39747756,1.18049627,0.01337925,1.21554561,0.39620375,0.22389540,0.02666187,1.44781688
-5.45972986,4.25958554,4.46907409,1.18143529,0.01396841,1.22754700,0.41366481,0.23009079,0.02851793,1.47753329
-5.45372686,4.33014438,4.53956142,1.18454338,0.01460213,1.23877314,0.43376747,0.23836266,0.03069778,1.51632388
-5.44772386,4.41458875,4.60885345,1.18993264,0.01528175,1.24907506,0.45655934,0.24876636,0.03321121,1.56459992
-5.44172086,4.51323883,4.67682741,1.19767357,0.01600785,1.25830156,0.48207169,0.26133950,0.03606552,1.62268501
-5.43571786,4.62626147,4.74334739,1.20779989,0.01678027,1.26630989,0.51031716,0.27610091,0.03926492,1.69080603
-5.42971486,4.75367070,4.80828863,1.22031381,0.01759816,1.27297630,0.54128702,0.29304917,0.04280999,1.76908356
-5.42371186,4.89532654,4.87155994,1.23519124,0.01845995,1.27820552,0.57494804,0.31216086,0.04669699,1.85752191
-5.41770885,5.05093145,4.93312196,1.25238654,0.01936350,1.28193866,0.61123912,0.33338864,0.05091727,1.95599889
-5.41170585,5.22002401,4.99299898,1.27183615,0.02030611,1.28415884,0.65006773,0.35665909,0.05545667,2.06425573
-5.40570285,5.40196982,5.05128270,1.29346108,0.02128469,1.28489408,0.69130639,0.38187061,0.06029491,2.18188752
-5.39969985,5.59595016,5.10812712,1.31716771,0.02229579,1.28421728,0.73478932,0.40889153,0.06540525,2.30833487
-5.39369685,5.80094906,5.16373413,1.34284706,0.02333578,1.28224306,0.78030942,0.43755845,0.07075419,2.44287718
-5.38769385,6.01573995,5.21833042,1.37037245,0.02440094,1.27912179,0.82761595,0.46767516,0.07630138,2.58462827
-5.38169085,6.23887335,5.27213713,1.39959580,0.02548754,1.27503104,0.87641285,0.49901220,0.08199976,2.73253488
-5.37568784,6.46866703,5.32533395,1.43034289,0.02659199,1.27016496,0.92635813,0.53130717,0.08779596,2.88537872
-5.36968484,6.70320024,5.37802027,1.46240794,0.02771084,1.26472226,0.97706438,0.56426600,0.09363090,3.04178241
-5.36368184,6.94031367,5.43017625,1.49554804,0.02884088,1.25889359,1.02810044,0.59756512,0.09944065,3.20021968
-5.35767884,7.17761628,5.48162655,1.52947799,0.02997915,1.25284896,1.07899458,0.63085472,0.10515756,3.35903005
-5.35167584,7.41250023,5.53200981,1.56386598,0.03112285,1.24672605,1.12923890,0.66376293,0.11071152,3.51643806
-5.34567284,7.64216463,5.58075626,1.59833081,0.03226937,1.24062019,1.17829528,0.69590100,0.11603138,3.67057685
-5.33966983,7.86364837,5.62707573,1.63244092,0.03341608,1.23457641,1.22560256,0.72686930,0.12104657,3.81951577
-5.33366683,8.07387203,5.66995760,1.66571574,0.03456026,1.22858427,1.27058502,0.75626409,0.12568865,3.96129171
-5.32766383,8.26968820,5.70818336,1.69762956,0.03569888,1.22257560,1.31266200,0.78368492,0.12989296,4.09394340
-5.32166083,8.44793945,5.74035196,1.72761815,0.03682836,1.21642539,1.35125839,0.80874235,0.13360010,4.21554797
-5.31565783,8.60552243,5.76491725,1.75508809,0.03794442,1.20995572,1.38581593,0.83106603,0.13675742,4.32425907
-5.30965483,8.73945646,5.78023592,1.77942868,0.03904179,1.20294259,1.41580485,0.85031275,0.13932022,4.41834548
-5.30365183,8.84695481,5.78462411,1.80002621,0.04011404,1.19512523,1.44073580,0.86617433,0.14125282,4.49622936
-5.29764882,8.92549633,5.77641988,1.81628020,0.04115339,1.18621745,1.46017167,0.87838519,0.14252933,4.55652311
-5.29164582,8.97289530,5.75404891,1.82762102,0.04215064,1.17592050,1.47373889,0.88672922,0.14313426,4.59806386
-5.28564282,8.98736719,5.71608998,1.83352840,0.04309506,1.16393666,1.48113801,0.89104605,0.14306271,4.61994457
-5.27963982,8.96758805,5.66133751,1.83355000,0.04397448,1.14998308,1.48215322,0.89123621,0.14232043,4.62154085
-5.27363682,8.91274533,5.58885791,1.82731951,0.04477544,1.13380516,1.47666036,0.88726520,0.14092355,4.60253261
-5.26763382,8.82257834,5.49803734,1.81457321,0.04548338,1.11518879,1.46463323,0.87916637,0.13889811,4.56291979
-5.26163082,8.69740663,5.38861855,1.79516467,0.04608302,1.09397103,1.44614791,0.86704223,0.13627935,4.50303144
-5.25562781,8.53814489,5.26072538,1.76907656,0.04655879,1.07004882,1.42138483,0.85106445,0.13311091,4.42352782
-5.24962481,8.34630358,5.11487369,1.73642919,0.04689528,1.04338524,1.39062837,0.83147220,0.12944380,4.32539503
-5.24362181,8.12397484,4.95196854,1.69748524,0.04707788,1.01401328,1.35426407,0.80856899,0.12533532,4.20993224
-5.23761881,7.87380358,4.77328795,1.65265033,0.04709330,0.98203694,1.31277318,0.78271795,0.12084796,4.07873145
-5.23161581,7.59894443,4.58045393,1.60246936,0.04693020,0.94762981,1.26672485,0.75433577,0.11604823,3.93365035
-5.22561281,7.30300537,4.37539256,1.54761849,0.04657972,0.91103116,1.21676592,0.72388522,0.11100549,3.77677866
-5.21960980,6.98997975,4.16028462,1.48889295,0.04603598,0.87253991,1.16360868,0.69186662,0.10579091,3.61039887
-5.21360680,6.66416820,3.93750933,1.42719113,0.04529651,0.83250676,1.10801690,0.65880833,0.10047635,3.43694230
-5.20760380,6.33009296,3.70958339,1.36349527,0.04436252,0.79132490,1.05079041,0.62525658,0.09513346,3.25894174
-5.20160080,5.99240684,3.47909779,1.29884932,0.04323904,0.74941971,0.99274881,0.59176485,0.08983280,3.07898170
-5.19559780,5.65579928,3.24865499,1.23433487,0.04193497,0.70723789,0.93471461,0.55888311,0.08464305,2.89964790
-5.18959480,5.32490236,3.02080843,1.17104568,0.04046291,0.66523647,0.87749648,0.52714714,0.07963034,2.72347711
-5.18359180,5.00419900,2.79800660,1.11006162,0.03883890,0.62387208,0.82187287,0.49706821,0.07485767,2.55290863
-5.17758879,4.69793580,2.58254314,1.05242302,0.03708200,0.58359081,0.76857654,0.46912342,0.07038438,2.39023883
-5.17158579,4.41004270,2.37651421,0.99910585,0.03521376,0.54481894,0.71828044,0.44374679,0.06626575,2.23757955
-5.16558279,4.14406117,2.18178402,0.95099883,0.03325762,0.50795478,0.67158518,0.42132142,0.06255256,2.09682148
-5.15957979,3.90308250,1.99995891,0.90888274,0.03123822,0.47336171,0.62900840,0.40217277,0.05929076,1.96960315
-5.15357679,3.68969730,1.83236993,0.87341288,0.02918070,0.44136257,0.59097632,0.38656325,0.05652109,1.85728611
-5.14757379,3.50595710,1.68006372,0.84510489,0.02711004,0.41223533,0.55781743,0.37468813,0.05427878,1.76093666
-5.14157079,3.35334847,1.54380103,0.82432441,0.02505035,0.38621003,0.52975865,0.36667296,0.05259310,1.68131434
-5.13556778,3.23277987,1.42406219,0.81128095,0.02302428,0.36346692,0.50692367,0.36257234,0.05148706,1.61886715
-5.12956478,3.14458120,1.32105853,0.80602608,0.02105252,0.34413572,0.48933369,0.36237023,0.05097692,1.57373346
-5.12356178,3.08851580,1.23474876,0.80845597,0.01915337,0.32829583,0.47691028,0.36598168,0.05107175,1.54575034
-5.11755878,3.06380430,1.16485951,0.81831847,0.01734244,0.31597740,0.46948031,0.37325599,0.05177304,1.53446796
-5.11155578,3.06915970,1.11090885,0.83522430,0.01563246,0.30716317,0.46678282,0.38398122,0.05307419,1.53916964
-5.10555278,3.10283292,1.07223219,0.85866236,0.01403319,0.30179097,0.46847757,0.39788997,0.05496012,1.55889713
-5.09954977,3.16266761,1.04800960,0.88801863,0.01255148,0.29975678,0.47415509,0.41466634,0.05740697,1.59248030
-5.09354677,3.24616321,1.03729416,0.92259818,0.01119140,0.30091829,0.48334794,0.43395401,0.06038183,1.63857084
-5.08754377,3.35054466,1.03904053,0.96164980,0.00995448,0.30509891,0.49554312,0.45536507,0.06384268,1.69567904
-5.08154077,3.47283744,1.05213359,1.00439229,0.00883993,0.31209225,0.51019500,0.47848966,0.06773847,1.76221281
-5.07553777,3.60994592,1.07541648,1.05004182,0.00784508,0.32166685,0.52673885,0.50290604,0.07200946,1.83651816
-5.06953477,3.75873321,1.10771787,1.09783934,0.00696566,0.33357121,0.54460438,0.52819085,0.07658779,1.91692000
-5.06353177,3.91610041,1.14787814,1.14707705,0.00619622,0.34753913,0.56322910,0.55392930,0.08139830,2.00176227
-5.05752876,4.07906309,1.19477388,1.19712304,0.00553051,0.36329506,0.58207116,0.57972504,0.08635965,2.08944641
-5.05152576,4.24482268,1.24734068,1.24744312,0.00496181,0.38055953,0.60062120,0.60520924,0.09138570,2.17846692
-5.04552276,4.41083079,1.30459350,1.29761888,0.00448329,0.39905448,0.61841314,0.63004881,0.09638715,2.26744313
-5.03951976,4.57484425,1.36564442,1.34736139,0.00408827,0.41850829,0.63503334,0.65395329,0.10127341,2.35514619
-5.03351676,4.73496918,1.42971726,1.39651963,0.00377049,0.43866057,0.65012808,0.67668025,0.10595457,2.44052036
-5.02751376,4.88969254,1.49615868,1.44508343,0.00352423,0.45926627,0.66340907,0.69803899,0.11034359,2.52269810
-5.02151076,5.03790018,1.56444544,1.49318060,0.00334450,0.48009933,0.67465679,0.71789244,0.11435843,2.60100844
-5.01550775,5.17888064,1.63418756,1.54106818,0.00322710,0.50095547,0.68372172,0.73615711,0.11792414,2.67497841
-5.00950475,5.31231476,1.70512711,1.58911814,0.00316860,0.52165428,0.69052338,0.75280121,0.12097490,2.74432767
-5.00350175,5.43825150,1.77713278,1.63779790,0.00316634,0.54204043,0.69504722,0.76784096,0.12345575,2.80895661
-4.99749875,5.55707085,1.85019012,1.68764638,0.00321837,0.56198410,0.69733969,0.78133529,0.12532407,2.86892857
-4.99149575,5.66943556,1.92438786,1.73924643,0.00332328,0.58138058,0.69750158,0.79337917,0.12655071,2.92444696
-4.98549275,5.77623342,1.99990071,1.79319466,0.00348007,0.60014922,0.69567996,0.80409585,0.12712070,2.97582832
-4.97948974,5.87851245,2.07696914,1.85006979,0.00368798,0.61823180,0.69205914,0.81362843,0.12703343,3.02347248
-4.97348674,5.97741165,2.15587692,1.91040069,0.00394630,0.63559037,0.68685100,0.82213094,0.12630250,3.06783117
-4.96748374,6.07408993,2.23692719,1.97463534,0.00425413,0.65220489,0.68028501,0.82975958,0.12495495,3.10937633
-4.96148074,6.16965615,2.32041787,2.04311200,0.00461022,0.66807058,0.67259850,0.83666428,0.12303012,3.14856940
-4.95547774,6.26510280,2.40661747,2.11603345,0.00501273,0.68319530,0.66402736,0.84298103,0.12057813,3.18583293
-4.94947474,6.36124611,2.49574200,2.19344562,0.00545910,0.69759695,0.65479763,0.84882526,0.11765790,3.22152544
-4.94347174,6.45867469,2.58793405,2.27522128,0.00594585,0.71130104,0.64511824,0.85428658,0.11433508,3.25592066
-4.93746873,6.55770869,2.68324457,2.36104954,0.00646854,0.72433844,0.63517505,0.85942498,0.11067965,3.28919171
-4.93146573,6.65837106,2.78161821,2.45043174,0.00702163,0.73674332,0.62512639,0.86426869,0.10676358,3.32140078
-4.92546273,6.76037183,2.88288259,2.54268392,0.00759851,0.74855130,0.61510019,0.86881378,0.10265846,3.35249456
-4.91945973,6.86310597,2.98674177,2.63694597,0.00819151,0.75979781,0.60519255,0.87302532,0.09843328,3.38230553
-4.91345673,6.96566482,3.09277428,2.73219739,0.00879200,0.77051647,0.59546796,0.87684025,0.09415242,3.41055862
-4.90745373,7.06686050,3.20043537,2.82727904,0.00939050,0.78073759,0.58596078,0.88017154,0.08987400,3.43688309
-4.90145073,7.16526222,3.30906344,2.92092052,0.00997695,0.79048662,0.57667788,0.88291358,0.08564853,3.46082880
-4.89544772,7.25924292,3.41789013,3.01177206,0.01054083,0.79978259,0.56760231,0.88494847,0.08151798,3.48188596
-4.88944472,7.34703423,3.52605361,3.09844001,0.01107153,0.80863642,0.55869771,0.88615293,0.07751532,3.49950763
-4.88344172,7.42678753,3.63261428,3.17952469,0.01155861,0.81704920,0.54991313,0.88640547,0.07366441,3.51313364
-4.87743872,7.49663840,3.73657231,3.25365919,0.01199210,0.82501039,0.54118809,0.88559344,0.06998038,3.52221498
-4.87143572,7.55477175,3.83688607,3.31954773,0.01236282,0.83249614,0.53245770,0.88361979,0.06647024,3.52623749
-4.86543272,7.59948509,3.93249096,3.37600213,0.01266269,0.83946762,0.52365743,0.88040897,0.06313395,3.52474374
-4.85942971,7.62924715,4.02231779,3.42197501,0.01288500,0.84586970,0.51472751,0.87591197,0.05996556,3.51735229
-4.85342671,7.64274957,4.10531031,3.45658842,0.01302462,0.85163002,0.50561671,0.87011009,0.05695464,3.50377331
-4.84742371,7.63894971,4.18044149,3.47915685,0.01307820,0.85665857,0.49628543,0.86301734,0.05408766,3.48382020
-4.84142071,7.61710316,4.24672825,3.48920377,0.01304429,0.86084799,0.48670802,0.85468144,0.05134945,3.45741664
-4.83541771,7.57678479,4.30324481,3.48647121,0.01292342,0.86407471,0.47687426,0.84518322,0.04872456,3.42459910
-4.82941471,7.51789827,4.34913448,3.47092211,0.01271807,0.86620099,0.46679001,0.83463476,0.04619844,3.38551483
-4.82341171,7.44067409,4.38362052,3.44273574,0.01243260,0.86707791,0.45647720,0.82317604,0.04375847,3.34041578
-4.81740870,7.34565713,4.40601602,3.40229655,0.01207315,0.86654936,0.44597302,0.81097060,0.04139478,3.28964910
-4.81140570,7.23368493,4.41573357,3.35017733,0.01164743,0.86445696,0.43532857,0.79820025,0.03910072,3.23364483
-4.80540270,7.10585851,4.41229473,3.28711781,0.01116450,0.86064572,0.42460706,0.78505910,0.03687323,3.17290191
-4.79939970,6.96350776,4.39533983,3.21399987,0.01063454,0.85497039,0.41388164,0.77174726,0.03471282,3.10797326
-4.79339670,6.80815350,4.36463812,3.13182078,0.01006853,0.84730213,0.40323296,0.75846446,0.03262342,3.03945101
-4.78739370,6.64146823,4.32009823,3.04166591,0.00947798,0.83753534,0.39274668,0.74540380,0.03061203,2.96795272
-4.78139070,6.46523772,4.26177869,2.94468207,0.00887468,0.82559419,0.38251095,0.73274596,0.02868815,2.89410922
-4.77538769,6.28132487,4.18989809,2.84205282,0.00827042,0.81143876,0.37261395,0.72065399,0.02686319,2.81855475
-4.76938469,6.09163710,4.10484422,2.73497650,0.00767677,0.79507016,0.36314158,0.70926885,0.02514978,2.74191963
-4.76338169,5.89809827,4.00718138,2.62464772,0.00710486,0.77653453,0.35417540,0.69870589,0.02356104,2.66482546
-4.75737869,5.70262521,3.89765496,2.51224254,0.00656530,0.75592571,0.34579073,0.68905224,0.02210992,2.58788283
-4.75137569,5.50710889,3.77719249,2.39890747,0.00606798,0.73338606,0.33805506,0.68036518,0.02080856,2.51169103
-4.74537269,5.31339975,3.64690025,2.28575190,0.00562207,0.70910573,0.33102669,0.67267155,0.01966774,2.43683935
-4.73936968,5.12329631,3.50805486,2.17384342,0.00523598,0.68331992,0.32475365,0.66596802,0.01869647,2.36390915
-4.73336668,4.93853620,3.36208925,2.06420548,0.00491736,0.65630453,0.31927286,0.66022238,0.01790165,2.29347607
-4.72736368,4.76078845,3.21057314,1.95781634,0.00467312,0.62837004,0.31460961,0.65537562,0.01728791,2.22611178
-4.72136068,4.59164605,3.05518792,1.85560858,0.00450950,0.59985403,0.31077718,0.65134488,0.01685751,2.16238440
-4.71535768,4.43261793,2.89769658,1.75846837,0.00443214,0.57111256,0.30777682,0.64802705,0.01661041,2.10285724
-4.70935468,4.28511968,2.73990952,1.66723369,0.00444610,0.54251078,0.30559796,0.64530312,0.01654439,2.04808556
-4.70335168,4.15046254,2.58364732,1.58269100,0.00455590,0.51441310,0.30421865,0.64304305,0.01665527,1.99861094
-4.69734867,4.02984064,2.43070191,1.50557009,0.00476560,0.48717347,0.30360631,0.64111118,0.01693721,1.95495357
-4.69134567,3.92431665,2.28279740,1.43653688,0.00507869,0.46112599,0.30371873,0.63937191,0.01738297,1.91760251
-4.68534267,3.83480624,2.14155244,1.37618436,0.00549816,0.43657644,0.30450531,0.63769569,0.01798425,1.88700436
-4.67933967,3.76206203,2.00844536,1.32502207,0.00602636,0.41379481,0.30590858,0.63596497,0.01873201,1.86355081
-4.67333667,3.70665787,1.88478352,1.28346441,0.00666489,0.39300943,0.30786588,0.63408005,0.01961669,1.84756581
-4.66733367,3.66897430,1.77167819,1.25181873,0.00741452,0.37440257,0.31031124,0.63196449,0.02062849,1.83929292
-4.66133067,3.64918603,1.67002565,1.23027365,0.00827497,0.35810782,0.31317733,0.62956988,0.02175747,1.83888357
-4.65532766,3.64725243,1.58049525,1.21888856,0.00924478,0.34420929,0.31639756,0.62687980,0.02299369,1.84638694
-4.64932466,3.66291150,1.50352458,1.21758500,0.01032112,0.33274247,0.31990802,0.62391257,0.02432719,1.86174195
-4.64332166,3.69567817,1.43932172,1.22614057,0.01149963,0.32369666,0.32364941,0.62072271,0.02574799,1.88477192
