energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.77188594,0.30137470,0.01113556,0.00432631,0.20603954,0.02972342,0.21154890,0.00000000,0.10234623,0.10835045
-5.76588294,0.29323637,0.01093559,0.00431094,0.20647733,0.02814666,0.20566322,0.00000000,0.09772698,0.10799129
-5.75987994,0.28884284,0.01080542,0.00447052,0.20841990,0.02730606,0.20235153,0.00000000,0.09470099,0.10845674
-5.75387694,0.28769827,0.01072914,0.00480978,0.21154956,0.02716509,0.20125201,0.00000000,0.09309316,0.10957526
-5.74787394,0.28934173,0.01069076,0.00533531,0.21556339,0.02769473,0.20202799,0.00000000,0.09274387,0.11118346
-5.74187094,0.29335796,0.01067468,0.00605537,0.22018082,0.02887400,0.20437574,0.00000000,0.09351271,0.11313020
-5.73586793,0.29938569,0.01066614,0.00697973,0.22514990,0.03069011,0.20803057,0.00000000,0.09528114,0.11527994
-5.72986493,0.30712339,0.01065158,0.00811930,0.23025247,0.03313813,0.21277121,0.00000000,0.09795412,0.11751564
-5.72386193,0.31633258,0.01061901,0.00948567,0.23530771,0.03622019,0.21842237,0.00000000,0.10146067,0.11974079
-5.71785893,0.32683845,0.01055821,0.01109066,0.24017440,0.03994441,0.22485551,0.00000000,0.10575343,0.12188074
-5.71185593,0.33852820,0.01046097,0.01294567,0.24475155,0.04432333,0.23198793,0.00000000,0.11080729,0.12388323
-5.70585293,0.35134700,0.01032120,0.01506106,0.24897752,0.04937227,0.23978022,0.00000000,0.11661705,0.12571820
-5.69984992,0.36529201,0.01013495,0.01744557,0.25282774,0.05510730,0.24823213,0.00000000,0.12319431,0.12737672
-5.69384692,0.38040451,0.00990041,0.02010560,0.25631112,0.06154325,0.25737725,0.00000000,0.13056367,0.12886932
-5.68784392,0.39676077,0.00961780,0.02304466,0.25946529,0.06869159,0.26727649,0.00000000,0.13875832,0.13022365
-5.68184092,0.41446185,0.00928922,0.02626285,0.26235102,0.07655841,0.27801082,0.00000000,0.14781532,0.13148158
-5.67583792,0.43362291,0.00891847,0.02975639,0.26504592,0.08514259,0.28967351,0.00000000,0.15777060,0.13269599
-5.66983492,0.45436248,0.00851077,0.03351737,0.26763802,0.09443416,0.30236216,0.00000000,0.16865396,0.13392725
-5.66383192,0.47679221,0.00807255,0.03753352,0.27021919,0.10441302,0.31617097,0.00000000,0.18048433,0.13523963
-5.65782891,0.50100753,0.00761112,0.04178826,0.27287911,0.11504807,0.33118348,0.00000000,0.19326538,0.13669779
-5.65182591,0.52707961,0.00713443,0.04626083,0.27569975,0.12629679,0.34746624,0.00000000,0.20698178,0.13836350
-5.64582291,0.55504905,0.00665075,0.05092659,0.27875092,0.13810527,0.36506349,0.00000000,0.22159620,0.14029274
-5.63981991,0.58492151,0.00616845,0.05575750,0.28208682,0.15040875,0.38399328,0.00000000,0.23704739,0.14253319
-5.63381691,0.61666527,0.00569576,0.06072271,0.28574401,0.16313262,0.40424494,0.00000000,0.25324914,0.14512244
-5.62781391,0.65021092,0.00524055,0.06578920,0.28974055,0.17619379,0.42577822,0.00000000,0.27009052,0.14808669
-5.62181091,0.68545296,0.00481019,0.07092249,0.29407660,0.18950245,0.44852378,0.00000000,0.28743718,0.15144010
-5.61580790,0.72225294,0.00441142,0.07608743,0.29873604,0.20296402,0.47238509,0.00000000,0.30513380,0.15518484
-5.60980490,0.76044401,0.00405026,0.08124881,0.30368921,0.21648119,0.49724156,0.00000000,0.32300743,0.15931155
-5.60380190,0.79983618,0.00373193,0.08637203,0.30889636,0.22995602,0.52295240,0.00000000,0.34087184,0.16380036
-5.59779890,0.84022207,0.00346087,0.09142355,0.31431156,0.24329187,0.54936118,0.00000000,0.35853239,0.16862223
-5.59179590,0.88138237,0.00324069,0.09637127,0.31988677,0.25639507,0.57630052,0.00000000,0.37579137,0.17374047
-5.58579290,0.92309082,0.00307426,0.10118466,0.32557575,0.26917630,0.60359662,0.00000000,0.39245357,0.17911241
-5.57978989,0.96511809,0.00296368,0.10583484,0.33133751,0.28155154,0.63107340,0.00000000,0.40833164,0.18469099
-5.57378689,1.00723437,0.00291038,0.11029435,0.33713911,0.29344258,0.65855582,0.00000000,0.42325131,0.19042624
-5.56778389,1.04921055,0.00291514,0.11453697,0.34295752,0.30477705,0.68587230,0.00000000,0.43705585,0.19626649
-5.56178089,1.09081784,0.00297816,0.11853727,0.34878056,0.31548814,0.71285605,0.00000000,0.44960994,0.20215929
-5.55577789,1.13182607,0.00309913,0.12227025,0.35460676,0.32551390,0.73934538,0.00000000,0.46080252,0.20805208
-5.54977489,1.17200091,0.00327726,0.12571090,0.36044424,0.33479631,0.76518300,0.00000000,0.47054873,0.21389245
-5.54377189,1.21110047,0.00351131,0.12883389,0.36630872,0.34328032,0.79021451,0.00000000,0.47879074,0.21962821
-5.53776888,1.24887169,0.00379966,0.13161336,0.37222092,0.35091281,0.81428642,0.00000000,0.48549760,0.22520728
-5.53176588,1.28504715,0.00414035,0.13402288,0.37820331,0.35764181,0.83724389,0.00000000,0.49066410,0.23057740
-5.52576288,1.31934291,0.00453104,0.13603566,0.38427685,0.36341595,0.85892870,0.00000000,0.49430885,0.23568594
-5.51975988,1.35145781,0.00496912,0.13762493,0.39045761,0.36818438,0.87917767,0.00000000,0.49647161,0.24047982
-5.51375688,1.38107471,0.00545166,0.13876461,0.39675377,0.37189717,0.89782198,0.00000000,0.49721014,0.24490561
-5.50775388,1.40786411,0.00597543,0.13943024,0.40316305,0.37450616,0.91468758,0.00000000,0.49659677,0.24891002
-5.50175088,1.43149002,0.00653697,0.13960002,0.40967079,0.37596647,0.92959689,0.00000000,0.49471482,0.25244074
-5.49574787,1.45161840,0.00713249,0.13925606,0.41624891,0.37623840,0.94237196,0.00000000,0.49165504,0.25544768
-5.48974487,1.46792765,0.00775797,0.13838573,0.42285549,0.37528981,0.95283888,0.00000000,0.48751237,0.25788465
-5.48374187,1.48012084,0.00840907,0.13698295,0.42943531,0.37309868,0.96083353,0.00000000,0.48238290,0.25971140
-5.47773887,1.48793919,0.00908118,0.13504954,0.43592100,0.36965593,0.96620811,0.00000000,0.47636135,0.26089592
-5.47173587,1.49117594,0.00976940,0.13259629,0.44223491,0.36496812,0.96883839,0.00000000,0.46953898,0.26141688
-5.46573287,1.48968990,0.01046847,0.12964396,0.44829129,0.35905992,0.96863107,0.00000000,0.46200206,0.26126614
-5.45972986,1.48341793,0.01117283,0.12622390,0.45399891,0.35197630,0.96553080,0.00000000,0.45383071,0.26045107
-5.45372686,1.47238538,0.01187656,0.12237847,0.45926373,0.34378411,0.95952643,0.00000000,0.44509832,0.25899655
-5.44772386,1.45671399,0.01257339,0.11816099,0.46399160,0.33457301,0.95065611,0.00000000,0.43587126,0.25694646
-5.44172086,1.43662654,0.01325668,0.11363548,0.46809080,0.32445573,0.93901068,0.00000000,0.42620903,0.25436462
-5.43571786,1.41244785,0.01391946,0.10887591,0.47147442,0.31356743,0.92473528,0.00000000,0.41616456,0.25133484
-5.42971486,1.38460201,0.01455448,0.10396521,0.47406240,0.30206442,0.90802880,0.00000000,0.40578492,0.24796024
-5.42371186,1.35360571,0.01515423,0.09899399,0.47578335,0.29012196,0.88914135,0.00000000,0.39511200,0.24436157
-5.41770885,1.32005801,0.01571104,0.09405893,0.47657611,0.27793150,0.86836953,0.00000000,0.38418357,0.24067469
-5.41170585,1.28462680,0.01621720,0.08926107,0.47639109,0.26569729,0.84604998,0.00000000,0.37303424,0.23704721
-5.40570285,1.24803258,0.01666511,0.08470388,0.47519151,0.25363252,0.82255134,0.00000000,0.36169675,0.23363429
-5.39969985,1.21103033,0.01704741,0.08049124,0.47295441,0.24195515,0.79826504,0.00000000,0.35020319,0.23059394
-5.39369685,1.17438996,0.01735719,0.07672543,0.46967184,0.23088363,0.77359537,0.00000000,0.33858650,0.22808174
-5.38769385,1.13887650,0.01758818,0.07350504,0.46535180,0.22063244,0.74894926,0.00000000,0.32688188,0.22624544
-5.38169085,1.10523048,0.01773498,0.07092300,0.46001931,0.21140785,0.72472631,0.00000000,0.31512846,0.22521942
-5.37568784,1.07414949,0.01779322,0.06906455,0.45371736,0.20340386,0.70130942,0.00000000,0.30337088,0.22511950
-5.36968484,1.04627142,0.01775979,0.06800542,0.44650781,0.19679835,0.67905639,0.00000000,0.29166089,0.22603800
-5.36368184,1.02216007,0.01763299,0.06781011,0.43847203,0.19174970,0.65829293,0.00000000,0.28005895,0.22803969
-5.35767884,1.00229344,0.01741263,0.06853021,0.42971129,0.18839383,0.63930716,0.00000000,0.26863563,0.23115838
-5.35167584,0.98705505,0.01710018,0.07020299,0.42034673,0.18684164,0.62234573,0.00000000,0.25747279,0.23539472
-5.34567284,0.97672849,0.01669874,0.07285020,0.41051886,0.18717705,0.60761176,0.00000000,0.24666444,0.24071502
-5.33966983,0.97149516,0.01621307,0.07647698,0.40038645,0.18945553,0.59526438,0.00000000,0.23631728,0.24705138
-5.33366683,0.97143515,0.01564947,0.08107123,0.39012478,0.19370315,0.58541978,0.00000000,0.22655058,0.25430308
-5.32766383,0.97653109,0.01501568,0.08660314,0.37992321,0.19991626,0.57815363,0.00000000,0.21749573,0.26233922
-5.32166083,0.98667465,0.01432068,0.09302523,0.36998215,0.20806167,0.57350465,0.00000000,0.20929499,0.27100252
-5.31565783,1.00167530,0.01357447,0.10027275,0.36050930,0.21807748,0.57147882,0.00000000,0.20209973,0.28011419
-5.30965483,1.02127099,0.01278782,0.10826459,0.35171554,0.22987448,0.57205429,0.00000000,0.19606798,0.28947963
-5.30365183,1.04514024,0.01197200,0.11690471,0.34381025,0.24333807,0.57518628,0.00000000,0.19136143,0.29889486
-5.29764882,1.07291504,0.01113846,0.12608408,0.33699657,0.25833086,0.58081205,0.00000000,0.18814183,0.30815327
-5.29164582,1.10419431,0.01029857,0.13568317,0.33146639,0.27469565,0.58885535,0.00000000,0.18656698,0.31705251
-5.28564282,1.13855708,0.00946339,0.14557486,0.32739557,0.29225902,0.59923035,0.00000000,0.18678638,0.32540129
-5.27963982,1.17557520,0.00864339,0.15562787,0.32493938,0.31083518,0.61184472,0.00000000,0.18893666,0.33302566
-5.27363682,1.21482499,0.00784824,0.16571045,0.32422836,0.33023015,0.62660184,0.00000000,0.19313702,0.33977465
-5.26763382,1.25589736,0.00708672,0.17569427,0.32536475,0.35024606,0.64340204,0.00000000,0.19948475,0.34552500
-5.26163082,1.29840639,0.00636657,0.18545834,0.32841961,0.37068544,0.66214293,0.00000000,0.20805115,0.35018474
-5.25562781,1.34199572,0.00569441,0.19489280,0.33343070,0.39135535,0.68271882,0.00000000,0.21887789,0.35369564
-5.24962481,1.38634300,0.00507578,0.20390235,0.34040128,0.41207111,0.70501951,0.00000000,0.23197409,0.35603425
-5.24362181,1.43116210,0.00451514,0.21240923,0.34929968,0.43265961,0.72892854,0.00000000,0.24731423,0.35721176
-5.23761881,1.47620329,0.00401593,0.22035536,0.36005985,0.45296186,0.75432120,0.00000000,0.26483701,0.35727254
-5.23161581,1.52125152,0.00358068,0.22770377,0.37258270,0.47283494,0.78106252,0.00000000,0.28444527,0.35629160
-5.22561281,1.56612303,0.00321114,0.23443901,0.38673826,0.49215291,0.80900551,0.00000000,0.30600697,0.35437110
-5.21960980,1.61066066,0.00290837,0.24056646,0.40236863,0.51080703,0.83798990,0.00000000,0.32935735,0.35163610
-5.21360680,1.65472822,0.00267290,0.24611074,0.41929146,0.52870503,0.86784155,0.00000000,0.35430197,0.34822974
-5.20760380,1.69820425,0.00250484,0.25111301,0.43730398,0.54576964,0.89837269,0.00000000,0.38062078,0.34430824
-5.20160080,1.74097573,0.00240400,0.25562747,0.45618748,0.56193648,0.92938294,0.00000000,0.40807288,0.34003572
-5.19559780,1.78293194,0.00237000,0.25971712,0.47571189,0.57715146,0.96066136,0.00000000,0.43640178,0.33557926
-5.18959480,1.82395899,0.00240231,0.26344910,0.49564051,0.59136791,0.99198907,0.00000000,0.46534094,0.33110428
-5.18359180,1.86393519,0.00250034,0.26688979,0.51573472,0.60454365,1.02314264,0.00000000,0.49461937,0.32677043
-5.17758879,1.90272749,0.00266347,0.27009994,0.53575838,0.61663827,1.05389780,0.00000000,0.52396690,0.32272806
-5.17158579,1.94018922,0.00289101,0.27313027,0.55548196,0.62761078,1.08403333,0.00000000,0.55311898,0.31911541
-5.16558279,1.97615922,0.00318227,0.27601758,0.57468624,0.63741790,1.11333487,0.00000000,0.58182080,0.31605647
-5.15957979,2.01046224,0.00353645,0.27878189,0.59316548,0.64601305,1.14159840,0.00000000,0.60983053,0.31365954
-5.15357679,2.04291076,0.00395270,0.28142449,0.61073003,0.65334632,1.16863317,0.00000000,0.63692163,0.31201643
-5.14757379,2.07330804,0.00442999,0.28392732,0.62720850,0.65936523,1.19426408,0.00000000,0.66288422,0.31120228
-5.14157079,2.10145233,0.00496714,0.28625359,0.64244927,0.66401650,1.21833324,0.00000000,0.68752562,0.31127580
-5.13556778,2.12714207,0.00556274,0.28834955,0.65632168,0.66724858,1.24070094,0.00000000,0.71067013,0.31227995
-5.12956478,2.15018199,0.00621516,0.29014753,0.66871681,0.66901490,1.26124599,0.00000000,0.73215839,0.31424294
-5.12356178,2.17038978,0.00692250,0.29156984,0.67954808,0.66927758,1.27986569,0.00000000,0.75184644,0.31717942
-5.11755878,2.18760330,0.00768261,0.29253351,0.68875162,0.66801142,1.29647556,0.00000000,0.76960485,0.32109173
-5.11155578,2.20168803,0.00849306,0.29295538,0.69628678,0.66520791,1.31100911,0.00000000,0.78531817,0.32597129
-5.10555278,2.21254448,0.00935121,0.29275742,0.70213651,0.66087888,1.32341790,0.00000000,0.79888495,0.33179991
-5.09954977,2.22011539,0.01025416,0.29187193,0.70630798,0.65505978,1.33367200,0.00000000,0.81021843,0.33855097
-5.09354677,2.22439239,0.01119881,0.29024617,0.70883329,0.64781211,1.34176107,0.00000000,0.81924819,0.34619055
-5.08754377,2.22542189,0.01218189,0.28784639,0.70977018,0.63922495,1.34769604,0.00000000,0.82592250,0.35467837
-5.08154077,2.22330977,0.01319993,0.28466083,0.70920279,0.62941544,1.35151139,0.00000000,0.83021156,0.36396851
-5.07553777,2.21822477,0.01424929,0.28070171,0.70724223,0.61852815,1.35326788,0.00000000,0.83211129,0.37401002
-5.06953477,2.21040016,0.01532617,0.27600596,0.70402683,0.60673327,1.35305555,0.00000000,0.83164734,0.38474729
-5.06353177,2.20013359,0.01642651,0.27063478,0.69972191,0.59422380,1.35099655,0.00000000,0.82887921,0.39612028
-5.05752876,2.18778480,0.01754601,0.26467207,0.69451880,0.58121174,1.34724773,0.00000000,0.82390382,0.40806461
-5.05152576,2.17377125,0.01868007,0.25822177,0.68863305,0.56792358,1.34200231,0.00000000,0.81685836,0.42051162
-5.04552276,2.15856160,0.01982367,0.25140445,0.68230156,0.55459516,1.33549057,0.00000000,0.80792197,0.43338833
-5.03951976,2.14266708,0.02097135,0.24435312,0.67577868,0.54146626,1.32797899,0.00000000,0.79731583,0.44661744
-5.03351676,2.12663097,0.02211711,0.23720874,0.66933110,0.52877510,1.31976789,0.00000000,0.78530159,0.46011749
-5.02751376,2.11101646,0.02325435,0.23011550,0.66323172,0.51675293,1.31118708,0.00000000,0.77217787,0.47380307
-5.02151076,2.09639319,0.02437581,0.22321617,0.65775256,0.50561905,1.30258982,0.00000000,0.75827477,0.48758536
-5.01550775,2.08332290,0.02547360,0.21664776,0.65315680,0.49557628,1.29434485,0.00000000,0.74394664,0.50137275
-5.00950475,2.07234458,0.02653913,0.21053759,0.64969049,0.48680706,1.28682690,0.00000000,0.72956304,0.51507191
-5.00350175,2.06395965,0.02756323,0.20499998,0.64757397,0.47947032,1.28040579,0.00000000,0.71549841,0.52858894
-4.99749875,2.05861751,0.02853622,0.20013360,0.64699349,0.47369899,1.27543460,0.00000000,0.70212075,0.54183089
-4.99149575,2.05670194,0.02944803,0.19601957,0.64809340,0.46959826,1.27223726,0.00000000,0.68977981,0.55470732
-4.98549275,2.05851874,0.03028838,0.19272028,0.65096932,0.46724447,1.27109606,0.00000000,0.67879514,0.56713202
-4.97948974,2.06428496,0.03104701,0.19027885,0.65566252,0.46668457,1.27223968,0.00000000,0.66944475,0.57902466
-4.97348674,2.07411992,0.03171392,0.18871926,0.66215593,0.46793599,1.27583207,0.00000000,0.66195471,0.59031231
-4.96748374,2.08803839,0.03227962,0.18804701,0.67037198,0.47098696,1.28196282,0.00000000,0.65649020,0.60093069
-4.96148074,2.10594601,0.03273540,0.18825011,0.68017243,0.47579698,1.29063945,0.00000000,0.65314846,0.61082505
-4.95547774,2.12763715,0.03307362,0.18930052,0.69136029,0.48229764,1.30178195,0.00000000,0.65195388,0.61995058
-4.94947474,2.15279533,0.03328798,0.19115568,0.70368381,0.49039346,1.31521994,0.00000000,0.65285562,0.62827227
-4.94347174,2.18099627,0.03337368,0.19376026,0.71684244,0.49996306,1.33069276,0.00000000,0.65572780,0.63576421
-4.93746873,2.21171358,0.03332767,0.19704793,0.73049462,0.51086041,1.34785255,0.00000000,0.66037224,0.64240836
-4.93146573,2.24432722,0.03314877,0.20094315,0.74426704,0.52291644,1.36627037,0.00000000,0.66652392,0.64819280
-4.92546273,2.27813459,0.03283775,0.20536295,0.75776523,0.53594093,1.38544539,0.00000000,0.67385873,0.65310965
-4.91945973,2.31236411,0.03239732,0.21021869,0.77058487,0.54972486,1.40481687,0.00000000,0.68200339,0.65715266
-4.91345673,2.34619142,0.03183215,0.21541777,0.78232367,0.56404328,1.42377871,0.00000000,0.69054718,0.66031481
-4.90745373,2.37875755,0.03114872,0.22086540,0.79259320,0.57865877,1.44169608,0.00000000,0.69905505,0.66258598
-4.90145073,2.40918906,0.03035518,0.22646628,0.80103039,0.59332543,1.45792378,0.00000000,0.70708161,0.66395096
-4.89544772,2.43661958,0.02946115,0.23212639,0.80730823,0.60779358,1.47182548,0.00000000,0.71418551,0.66438791
-4.88944472,2.46021221,0.02847745,0.23775471,0.81114533,0.62181491,1.48279344,0.00000000,0.71994372,0.66386755
-4.88344172,2.47918211,0.02741585,0.24326505,0.81231410,0.63514807,1.49026777,0.00000000,0.72396504,0.66235303
-4.87743872,2.49281869,0.02628876,0.24857775,0.81064714,0.64756455,1.49375462,0.00000000,0.72590261,0.65980072
-4.87143572,2.50050651,0.02510897,0.25362141,0.80604180,0.65885453,1.49284256,0.00000000,0.72546462,0.65616185
-4.86543272,2.50174414,0.02388929,0.25833447,0.79846278,0.66883258,1.48721648,0.00000000,0.72242316,0.65138489
-4.85942971,2.49616022,0.02264234,0.26266656,0.78794265,0.67734287,1.47666834,0.00000000,0.71662069,0.64541874
-4.85342671,2.48352598,0.02138026,0.26657964,0.77458035,0.68426356,1.46110450,0.00000000,0.70797407,0.63821642
-4.84742371,2.46376367,0.02011452,0.27004875,0.75853793,0.68951032,1.44054911,0.00000000,0.69647590,0.62973908
-4.84142071,2.43695028,0.01885570,0.27306235,0.74003541,0.69303846,1.41514358,0.00000000,0.68219334,0.61996018
-4.83541771,2.40331646,0.01761341,0.27562213,0.71934426,0.69484373,1.38514193,0.00000000,0.66526447,0.60886947
-4.82941471,2.36324042,0.01639616,0.27774240,0.69677955,0.69496162,1.35090251,0.00000000,0.64589233,0.59647662
-4.82341171,2.31723693,0.01521130,0.27944880,0.67269119,0.69346507,1.31287613,0.00000000,0.62433708,0.58281416
-4.81740870,2.26594185,0.01406503,0.28077658,0.64745455,0.69046075,1.27159142,0.00000000,0.60090655,0.56793960
-4.81140570,2.21009267,0.01296243,0.28176839,0.62146066,0.68608394,1.22763772,0.00000000,0.57594567,0.55193654
-4.80540270,2.15050579,0.01190745,0.28247164,0.59510643,0.68049230,1.18164657,0.00000000,0.54982516,0.53491465
-4.79939970,2.08805154,0.01090305,0.28293567,0.56878514,0.67385886,1.13427228,0.00000000,0.52293005,0.51700846
-4.79339670,2.02362773,0.00995127,0.28320866,0.54287734,0.66636441,1.08617247,0.00000000,0.49564833,0.49837505
-4.78739370,1.95813298,0.00905330,0.28333467,0.51774255,0.65818979,1.03798936,0.00000000,0.46836019,0.47919064
-4.78139070,1.89244069,0.00820962,0.28335080,0.49371181,0.64950846,0.99033243,0.00000000,0.44142828,0.45964621
-4.77538769,1.82737477,0.00742010,0.28328470,0.47108127,0.64047962,0.94376305,0.00000000,0.41518911,0.43994247
-4.76938469,1.76368793,0.00668409,0.28315257,0.45010693,0.63124229,0.89878156,0.00000000,0.38994585,0.42028424
-4.76338169,1.70204335,0.00600053,0.28295776,0.43100050,0.62191059,0.85581710,0.00000000,0.36596276,0.40087459
-4.75737869,1.64300017,0.00536801,0.28269008,0.41392648,0.61257042,0.81522042,0.00000000,0.34346116,0.38190898
-4.75137569,1.58700335,0.00478486,0.28232588,0.39900044,0.60327769,0.77725965,0.00000000,0.32261694,0.36356966
-4.74537269,1.53437787,0.00424921,0.28182881,0.38628838,0.59405814,0.74211907,0.00000000,0.30355968,0.34602050
-4.73936968,1.48532739,0.00375904,0.28115146,0.37580718,0.58490860,0.70990050,0.00000000,0.28637298,0.32940259
-4.73336668,1.43993709,0.00331223,0.28023744,0.36752610,0.57579969,0.68062727,0.00000000,0.27109615,0.31383063
-4.72736368,1.39818028,0.00290658,0.27902424,0.36136907,0.56667973,0.65425016,0.00000000,0.25772681,0.29939038
-4.72136068,1.35992829,0.00253984,0.27744626,0.35721798,0.55747950,0.63065506,0.00000000,0.24622436,0.28613706
-4.71535768,1.32496315,0.00220975,0.27543822,0.35491660,0.54811772,0.60967200,0.00000000,0.23651404,0.27409493
-4.70935468,1.29299221,0.00191403,0.27293857,0.35427522,0.53850679,0.59108491,0.00000000,0.22849152,0.26325793
-4.70335168,1.26366419,0.00165043,0.26989278,0.35507594,0.52855861,0.57464202,0.00000000,0.22202765,0.25359126
-4.69734867,1.23658603,0.00141672,0.26625637,0.35707846,0.51819010,0.56006625,0.00000000,0.21697346,0.24503396
-4.69134567,1.21133981,0.00121071,0.26199753,0.36002632,0.50732831,0.54706562,0.00000000,0.21316512,0.23750223
-4.68534267,1.18749941,0.00103031,0.25709920,0.36365361,0.49591468,0.53534310,0.00000000,0.21042887,0.23089340
-4.67933967,1.16464626,0.00087347,0.25156051,0.36769191,0.48390860,0.52460603,0.00000000,0.20858576,0.22509049
-4.67333667,1.14238408,0.00073829,0.24539768,0.37187746,0.47129002,0.51457469,0.00000000,0.20745625,0.21996691
-4.66733367,1.12035207,0.00062296,0.23864414,0.37595845,0.45806103,0.50499010,0.00000000,0.20686453,0.21539153
-4.66133067,1.09823666,0.00052583,0.23135014,0.37970225,0.44424664,0.49562092,0.00000000,0.20664256,0.21123364
-4.65532766,1.07578137,0.00044540,0.22358175,0.38290238,0.42989459,0.48626941,0.00000000,0.20663383,0.20736771
-4.64932466,1.05279499,0.00038038,0.21541941,0.38538514,0.41507454,0.47677634,0.00000000,0.20669676,0.20367799
-4.64332166,1.02915787,0.00032966,0.20695605,0.38701566,0.39987651,0.46702495,0.00000000,0.20670775,0.20006258
