energy_ev,total_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-6.00000000,1.19351023,0.54567213,0.54736284,0.00268977,0.86769091,0.00932504,0.00000000
-5.99399700,1.19161827,0.54479837,0.53284976,0.00261715,0.86485166,0.00982058,0.00000000
-5.98799400,1.19798150,0.54710454,0.52230629,0.00258450,0.86822344,0.01044470,0.00000000
-5.98199100,1.21345434,0.55289543,0.51630360,0.00259231,0.87856367,0.01120318,0.00000000
-5.97598799,1.23891136,0.56248675,0.51541387,0.00264131,0.89664458,0.01210193,0.00000000
-5.96998499,1.27522287,0.57620048,0.52019456,0.00273241,0.92323287,0.01314673,0.00000000
-5.96398199,1.32322783,0.59435870,0.53117185,0.00286672,0.95906721,0.01434295,0.00000000
-5.95797899,1.38370449,0.61727553,0.54882350,0.00304544,1.00483413,0.01569522,0.00000000
-5.95197599,1.45733924,0.64524739,0.57356157,0.00326984,1.06114232,0.01720711,0.00000000
-5.94597299,1.54469426,0.67854156,0.60571510,0.00354112,1.12849621,0.01888083,0.00000000
-5.93996998,1.64617512,0.71738335,0.64551335,0.00386041,1.20726937,0.02071691,0.00000000
-5.93396698,1.76199916,0.76194239,0.69307001,0.00422857,1.29767869,0.02271399,0.00000000
-5.92796398,1.89216611,0.81231853,0.74836881,0.00464613,1.39976022,0.02486854,0.00000000
-5.92196098,2.03643223,0.86852808,0.81125129,0.00511315,1.51334788,0.02717478,0.00000000
-5.91595798,2.19428938,0.93049119,0.88140722,0.00562913,1.63805612,0.02962460,0.00000000
-5.90995498,2.36495048,0.99802108,0.95836826,0.00619286,1.77326755,0.03220756,0.00000000
-5.90395198,2.54734250,1.07081605,1.04150560,0.00680240,1.91812677,0.03491100,0.00000000
-5.89794897,2.74010812,1.14845485,1.13003189,0.00745493,2.07154107,0.03772025,0.00000000
-5.89194597,2.94161670,1.23039614,1.22300798,0.00814677,2.23218868,0.04061889,0.00000000
-5.88594297,3.14998497,1.31598234,1.31935475,0.00887335,2.39853512,0.04358912,0.00000000
-5.87993997,3.36310740,1.40444815,1.41786997,0.00962921,2.56885728,0.04661215,0.00000000
-5.87393697,3.57869554,1.49493379,1.51725014,0.01040811,2.74127524,0.04966864,0.00000000
-5.86793397,3.79432552,1.58650242,1.61611691,0.01120307,2.91379087,0.05273918,0.00000000
-5.86193097,4.00749209,1.67816156,1.71304747,0.01200654,3.08433205,0.05580473,0.00000000
-5.85592796,4.21566736,1.76888744,1.80660801,0.01281058,3.25080131,0.05884701,0.00000000
-5.84992496,4.41636221,1.85765147,1.89538928,0.01360701,3.41112681,0.06184887,0.00000000
-5.84392196,4.60718782,1.94344769,1.97804310,0.01438763,3.56331406,0.06479456,0.00000000
-5.83791896,4.78591507,2.02532001,2.05331834,0.01514445,3.70549627,0.06766995,0.00000000
-5.83191596,4.95052947,2.10238809,2.12009529,0.01586989,3.83598128,0.07046253,0.00000000
