energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,4.72497366,-2.08258903,0.09820344,-0.02835935,0.96715845,-0.48629347,0.00904453,-0.00361693,0.00000000,-0.00000000,1.41559215,-0.67074613,1.06292735,-0.34176205,0.03685409,-0.01831581,1.29872072,-0.54281004
-5.99399700,4.77377171,-2.20086922,0.09881331,-0.03162726,0.97392710,-0.51557862,0.00925643,-0.00382705,0.00000000,-0.00000000,1.43357844,-0.71446494,1.07271662,-0.36539240,0.03854286,-0.01879212,1.31859256,-0.57168149
-5.98799400,4.80997403,-2.32482306,0.09897551,-0.03511992,0.97760743,-0.54576142,0.00945050,-0.00406184,0.00000000,-0.00000000,1.44786242,-0.75926501,1.07890179,-0.39063705,0.04027090,-0.01937445,1.33595361,-0.60252517
-5.98199100,4.83341737,-2.45394197,0.09868569,-0.03882605,0.97812681,-0.57669182,0.00962477,-0.00432055,0.00000000,-0.00000000,1.45838275,-0.80499166,1.08139144,-0.41738920,0.04202753,-0.02006917,1.35081251,-0.63526657
-5.97598799,4.84411181,-2.58775435,0.09794734,-0.04273173,0.97545511,-0.60822204,0.00977744,-0.00460221,0.00000000,-0.00000000,1.46512775,-0.85149965,1.08014978,-0.44553444,0.04380112,-0.02088341,1.36321112,-0.66985051
-5.96998499,4.84225272,-2.72581519,0.09677214,-0.04682037,0.96960940,-0.64020512,0.00990696,-0.00490562,0.00000000,-0.00000000,1.46813965,-0.89865114,1.07520157,-0.47494942,0.04557926,-0.02182481,1.37322444,-0.70623682
-5.96398199,4.82822888,-2.86769198,0.09518016,-0.05107266,0.96065744,-0.67249322,0.01001205,-0.00522936,0.00000000,-0.00000000,1.46751744,-0.94631281,1.06663565,-0.50550031,0.04734898,-0.02290109,1.38096024,-0.74439455
-5.95797899,4.80262614,-3.01294750,0.09319974,-0.05546648,0.94871962,-0.70493532,0.01009172,-0.00557177,0.00000000,-0.00000000,1.46341845,-0.99435215,1.05460663,-0.53704094,0.04909707,-0.02411963,1.38655852,-0.78429478
-5.95197599,4.76622663,-3.16112013,0.09086720,-0.05997682,0.93396927,-0.73737486,0.01014531,-0.00593091,0.00000000,-0.00000000,1.45605820,-1.04263315,1.03933477,-0.56941078,0.05081036,-0.02548699,1.39019097,-0.82590243
-5.94597299,4.72000359,-3.31170266,0.08822626,-0.06457577,0.91663128,-0.76964719,0.01017246,-0.00630458,0.00000000,-0.00000000,1.44570897,-1.09101162,1.02110402,-0.60243269,0.05247617,-0.02700835,1.39206050,-0.86916713
-5.93996998,4.66511209,-3.46412043,0.08532725,-0.06923241,0.89697904,-0.80157700,0.01017316,-0.00669030,0.00000000,-0.00000000,1.43269680,-1.13933027,1.00025817,-0.63591075,0.05408266,-0.02868705,1.39240105,-0.91401384
-5.93396698,4.60287618,-3.61771015,0.08222619,-0.07391281,0.87532982,-0.83297610,0.01014776,-0.00708533,0.00000000,-0.00000000,1.41739736,-1.18741391,0.97719544,-0.66962811,0.05561937,-0.03052397,1.39147772,-0.96033339
-5.92796398,4.53477312,-3.77170050,0.07898357,-0.07857999,0.85203887,-0.86364150,0.01009691,-0.00748663,0.00000000,-0.00000000,1.40023083,-1.23506504,0.95236158,-0.70334523,0.05707764,-0.03251705,1.38958723,-1.00797352
-5.92196098,4.46241519,-3.92519587,0.07566322,-0.08319403,0.82749247,-0.89335414,0.01002163,-0.00789087,0.00000000,-0.00000000,1.38165590,-1.28206005,0.92624182,-0.73679857,0.05845115,-0.03466079,1.38705859,-1.05673093
-5.91595798,4.38752946,-4.07716454,0.07233089,-0.08771213,0.80210014,-0.92187841,0.00992326,-0.00829448,0.00000000,-0.00000000,1.36216330,-1.32814633,0.89935199,-0.76970004,0.05973629,-0.03694587,1.38425388,-1.10634483
-5.90995498,4.31193610,-4.22643254,0.06905295,-0.09208895,0.77628644,-0.94896255,0.00980348,-0.00869362,0.00000000,-0.00000000,1.34226884,-1.37304059,0.87222902,-0.80173744,0.06093264,-0.03935880,1.38156876,-1.15649241
-5.90395198,4.23752517,-4.37168428,0.06589504,-0.09627692,0.75048255,-0.97434022,0.00966429,-0.00908419,0.00000000,-0.00000000,1.32250624,-1.41642868,0.84542101,-0.83257608,0.06204326,-0.04188174,1.37943246,-1.20678682
-5.89794897,4.16623197,-4.51147085,0.06292072,-0.10022683,0.72511790,-0.99773323,0.00950800,-0.00946191,0.00000000,-0.00000000,1.30341977,-1.45796701,0.81947730,-0.86186177,0.06307487,-0.04449241,1.37830672,-1.25677794
-5.89194597,4.10001074,-4.64422665,0.06019023,-0.10388853,0.70061204,-1.01885547,0.00933723,-0.00982233,0.00000000,-0.00000000,1.28555675,-1.49728582,0.79493843,-0.88922534,0.06403791,-0.04716428,1.37868337,-1.30595634
-5.88594297,4.04080656,-4.76829465,0.05775933,-0.10721182,0.67736700,-1.03741814,0.00915487,-0.01016091,0.00000000,-0.00000000,1.26945990,-1.53399447,0.77232635,-0.91428868,0.06494648,-0.04986680,1.38108001,-1.35376040
-5.87993997,3.99052510,-4.88196003,0.05567819,-0.11014753,0.65576013,-1.05313619,0.00896407,-0.01047304,0.00000000,-0.00000000,1.25565961,-1.56768867,0.75213483,-0.93667238,0.06581801,-0.05256592,1.38603363,-1.39958699
-5.87393697,3.95100018,-4.98349186,0.05399040,-0.11264871,0.63613754,-1.06573573,0.00876818,-0.01075419,0.00000000,-0.00000000,1.24466600,-1.59795969,0.73482017,-0.95600474,0.06667281,-0.05522476,1.39409178,-1.44280516
-5.86793397,3.92395911,-5.07119164,0.05273211,-0.11467194,0.61880832,-1.07496234,0.00857075,-0.01099996,0.00000000,-0.00000000,1.23696097,-1.62440544,0.72079226,-0.97193192,0.06753343,-0.05780450,1.40580146,-1.48277294
-5.86193097,3.91098626,-5.14344732,0.05193124,-0.11617877,0.60403932,-1.08058993,0.00837544,-0.01120620,0.00000000,-0.00000000,1.23299017,-1.64664308,0.71040616,-0.98412902,0.06842387,-0.06026541,1.42169565,-1.51885652
-5.85592796,3.91348541,-5.19879091,0.05160682,-0.11713704,0.59205085,-1.08242989,0.00818596,-0.01136914,0.00000000,-0.00000000,1.23315509,-1.66432300,0.70395412,-0.99231146,0.06936862,-0.06256801,1.44227796,-1.55045137
-5.84992496,3.93264200,-5.23595751,0.05176845,-0.11752230,0.58301302,-1.08034009,0.00800605,-0.01148549,0.00000000,-0.00000000,1.23780549,-1.67714352,0.70165837,-0.99624635,0.07039167,-0.06467435,1.46800592,-1.57700445
-5.84392196,3.96938654,-5.25394318,0.05241588,-0.11731892,0.57704302,-1.07423331,0.00783934,-0.01155256,0.00000000,-0.00000000,1.24723230,-1.68486597,0.70366478,-0.99576327,0.07151542,-0.06654935,1.49927362,-1.59803668
-5.83791896,4.02436091,-5.25205916,0.05353872,-0.11652120,0.57420330,-1.06408476,0.00768933,-0.01156841,0.00000000,-0.00000000,1.26166140,-1.68732940,0.71003767,-0.99076378,0.07275970,-0.06816213,1.53639452,-1.61316469
-5.83191596,4.09788931,-5.22997978,0.05511637,-0.11513406,0.57450079,-1.04993826,0.00755931,-0.01153189,0.00000000,-0.00000000,1.28124850,-1.68446440,0.72075598,-0.98122933,0.07414073,-0.06948722,1.57958543,-1.62212096
-5.82591296,4.18995576,-5.18778146,0.05711808,-0.11317350,0.57788713,-1.03191065,0.00745228,-0.01144277,0.00000000,-0.00000000,1.30607530,-1.67630520,0.73571122,-0.96722694,0.07567035,-0.07050581,1.62895255,-1.62477128
-5.81990995,4.30018995,-5.12597077,0.05950322,-0.11066670,0.58426018,-1.01019412,0.00737088,-0.01130181,0.00000000,-0.00000000,1.33614739,-1.66299949,0.75470737,-0.94891231,0.07735537,-0.07120664,1.68448055,-1.62112871
-5.81390695,4.42786293,-5.04549962,0.06222184,-0.10765177,0.59346668,-0.98505639,0.00731740,-0.01111076,0.00000000,-0.00000000,1.37139371,-1.64481529,0.77746309,-0.92653016,0.07919711,-0.07158679,1.74602548,-1.61136327
-5.80790395,4.57189391,-4.94776639,0.06521542,-0.10417704,0.60530627,-0.95683834,0.00729366,-0.01087239,0.00000000,-0.00000000,1.41166791,-1.62214437,0.80361638,-0.90041151,0.08119133,-0.07165217,1.81331200,-1.59580676
-5.80190095,4.73086875,-4.83460230,0.06841795,-0.10030011,0.61953663,-0.92594929,0.00730109,-0.01059046,0.00000000,-0.00000000,1.45675145,-1.59550172,0.83273186,-0.87096812,0.08332829,-0.07141769,1.88593562,-1.57495231
-5.79589795,4.90307025,-4.70824311,0.07175722,-0.09608654,0.63587988,-0.89285989,0.00734065,-0.01026968,0.00000000,-0.00000000,1.50635815,-1.56552095,0.86431066,-0.83868404,0.08559316,-0.07090716,1.96336972,-1.54944853
-5.78989495,5.08651967,-4.57128687,0.07515643,-0.09160822,0.65402998,-0.85809287,0.00741288,-0.00991558,0.00000000,-0.00000000,1.56014020,-1.53294536,0.89780277,-0.80410481,0.08796671,-0.07015279,2.04497755,-1.52008826
-5.78389195,5.27902831,-4.42663910,0.07853603,-0.08694164,0.67366093,-0.82221197,0.00751793,-0.00953443,0.00000000,-0.00000000,1.61769508,-1.49861503,0.93262165,-0.76782454,0.09042621,-0.06919448,2.13002853,-1.48779246
-5.77788894,5.47825734,-4.27744750,0.08181569,-0.08216599,0.69443559,-0.78580944,0.00765559,-0.00913307,0.00000000,-0.00000000,1.67857318,-1.46345001,0.96816070,-0.73047161,0.09294644,-0.06807878,2.21771845,-1.45358960
-5.77188594,5.68178361,-4.12702861,0.08491657,-0.07736122,0.71601474,-0.74949259,0.00782535,-0.00871880,0.00000000,-0.00000000,1.74228560,-1.42843028,1.00381102,-0.69269343,0.09550094,-0.06685763,2.30719245,-1.41859148
-5.76588294,5.88716895,-3.97878942,0.08776351,-0.07260615,0.73806614,-0.71386988,0.00802648,-0.00829915,0.00000000,-0.00000000,1.80831198,-1.39457313,1.03897990,-0.65514107,0.09806325,-0.06558688,2.39757007,-1.38396637
-5.75987994,6.09202991,-3.83614697,0.09028733,-0.06797671,0.76027317,-0.67953720,0.00825808,-0.00788173,0.00000000,-0.00000000,1.87610794,-1.36290868,1.07310938,-0.61845426,0.10060812,-0.06432477,2.48797100,-1.35091058
-5.75387694,6.29410534,-3.70244908,0.09242706,-0.06354436,0.78234286,-0.64706476,0.00851913,-0.00747407,0.00000000,-0.00000000,1.94511206,-1.33445462,1.10569407,-0.58324746,0.10311268,-0.06313030,2.57754071,-1.32061955
-5.74787394,6.49131900,-3.58089931,0.09413194,-0.05937475,0.80401286,-0.61698509,0.00880861,-0.00708343,0.00000000,-0.00000000,2.01475226,-1.31019098,1.13629755,-0.55009747,0.10555745,-0.06206163,2.66547463,-1.29425952
-5.74187094,6.68183485,-3.47448869,0.09536319,-0.05552662,0.82505726,-0.58978268,0.00912549,-0.00671665,0.00000000,-0.00000000,2.08445177,-1.29103596,1.16456672,-0.51953305,0.10792710,-0.06117457,2.75104021,-1.27294101
-5.73586793,6.86410288,-3.38593666,0.09609550,-0.05205106,0.84529099,-0.56588546,0.00946885,-0.00638007,0.00000000,-0.00000000,2.15363467,-1.27782370,1.19024341,-0.49202674,0.11021111,-0.06052124,2.83359587,-1.25769474
-5.72986493,7.03689430,-3.31764281,0.09631807,-0.04899102,0.86457272,-0.54565842,0.00983787,-0.00607934,0.00000000,-0.00000000,2.22173141,-1.27128474,1.21317281,-0.46798915,0.11240396,-0.06014887,2.91260636,-1.24945101
-5.72386193,7.19932490,-3.27165042,0.09603519,-0.04638109,0.88280622,-0.52939950,0.01023192,-0.00581942,0.00000000,-0.00000000,2.28818443,-1.27202985,1.23330838,-0.44776571,0.11450526,-0.06009886,2.98765409,-1.24902280
-5.71785893,7.35086630,-3.24962226,0.09526634,-0.04424758,0.89994029,-0.51733766,0.01065051,-0.00560447,0.00000000,-0.00000000,2.35245434,-1.28053763,1.25071306,-0.43163562,0.11651942,-0.06040612,3.05844620,-1.25709306
