energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.14157079,0.82873906,0.10014232,0.00048797,0.00948357,0.47686257,0.31813495,0.24317702
-5.13556778,0.84120753,0.09762010,0.00047579,0.00960997,0.48572678,0.31812108,0.25402992
-5.12956478,0.85642675,0.09559688,0.00046407,0.00975838,0.49642092,0.32087440,0.26616761
-5.12356178,0.87446282,0.09410877,0.00045341,0.00992329,0.50902515,0.32654043,0.27957755
-5.11755878,0.89539579,0.09318628,0.00044442,0.01010035,0.52363135,0.33525386,0.29425383
-5.11155578,0.91931590,0.09285561,0.00043774,0.01028631,0.54033662,0.34713363,0.31019577
-5.10555278,0.94631915,0.09313995,0.00043399,0.01047908,0.55923636,0.36227777,0.32740589
-5.09954977,0.97650212,0.09406068,0.00043378,0.01067770,0.58041696,0.38075797,0.34588755
-5.09354677,1.00995568,0.09563841,0.00043767,0.01088228,0.60394838,0.40261399,0.36564189
-5.08754377,1.04675771,0.09789363,0.00044618,0.01109396,0.62987657,0.42784798,0.38666440
-5.08154077,1.08696474,0.10084697,0.00045976,0.01131482,0.65821607,0.45641880,0.40894096
-5.07553777,1.13060256,0.10451905,0.00047875,0.01154776,0.68894282,0.48823655,0.43244353
-5.06953477,1.17765606,0.10892976,0.00050340,0.01179633,0.72198754,0.52315745,0.45712570
-5.06353177,1.22805874,0.11409710,0.00053386,0.01206465,0.75722982,0.56097949,0.48291816
-5.05752876,1.28168230,0.12003564,0.00057015,0.01235715,0.79449329,0.60143905,0.50972447
-5.05152576,1.33832696,0.12675459,0.00061215,0.01267846,0.83354220,0.64420875,0.53741730
-5.04552276,1.39771339,0.13425566,0.00065960,0.01303321,0.87407977,0.68889715,0.56583555
-5.03951976,1.45947669,0.14253085,0.00071214,0.01342589,0.91574855,0.73505025,0.59478256
-5.03351676,1.52316349,0.15156031,0.00076924,0.01386065,0.95813318,0.78215535,0.62402570
-5.02751376,1.58823259,0.16131035,0.00083027,0.01434127,1.00076569,0.82964732,0.65329764
-5.02151076,1.65405972,0.17173184,0.00089449,0.01487106,1.04313345,0.87691734,0.68229936
-5.01550775,1.71994665,0.18275911,0.00096106,0.01545279,1.08468981,0.92332419,0.71070510
-5.00950475,1.78513479,0.19430936,0.00102906,0.01608874,1.12486708,0.96820779,0.73816898
-5.00350175,1.84882284,0.20628279,0.00109755,0.01678074,1.16309170,1.01090469,0.76433350
-4.99749875,1.91018811,0.21856334,0.00116554,0.01753024,1.19880093,1.05076503,0.78883920
-4.99149575,1.96841059,0.23102019,0.00123207,0.01833837,1.23146051,1.08717037,0.81133554
-4.98549275,2.02269864,0.24350986,0.00129621,0.01920610,1.26058241,1.11955165,0.83149219
-4.97948974,2.07231512,0.25587889,0.00135711,0.02013427,1.28574195,1.14740644,0.84901035
-4.97348674,2.11660256,0.26796698,0.00141399,0.02112369,1.30659322,1.17031484,0.86363353
-4.96748374,2.15500589,0.27961055,0.00146623,0.02217514,1.32288214,1.18795293,0.87515711
-4.96148074,2.18709153,0.29064641,0.00151330,0.02328934,1.33445615,1.20010334,0.88343625
-4.95547774,2.21256159,0.30091557,0.00155486,0.02446686,1.34127015,1.20666219,0.88839161
-4.94947474,2.23126234,0.31026693,0.00159071,0.02570794,1.34338803,1.20764192,0.89001251
-4.94347174,2.24318639,0.31856080,0.00162081,0.02701229,1.34097969,1.20316988,0.88835746
-4.93746873,2.24846835,0.32567201,0.00164525,0.02837879,1.33431356,1.19348261,0.88355174
-4.93146573,2.24737431,0.33149269,0.00166429,0.02980517,1.32374499,1.17891600,0.87578237
-4.92546273,2.24028551,0.33593441,0.00167825,0.03128769,1.30970085,1.15989181,0.86529057
-4.91945973,2.22767745,0.33892988,0.00168758,0.03282077,1.29266149,1.13690117,0.85236216
-4.91345673,2.21009545,0.34043397,0.00169277,0.03439674,1.27314059,1.11048587,0.83731643
-4.90745373,2.18812822,0.34042419,0.00169432,0.03600558,1.25166430,1.08121834,0.82049400
-4.90145073,2.16238096,0.33890059,0.00169276,0.03763475,1.22875054,1.04968131,0.80224439
-4.89544772,2.13344952,0.33588514,0.00168855,0.03926923,1.20488972,1.01644819,0.78291391
-4.88944472,2.10189704,0.33142059,0.00168210,0.04089155,1.18052765,0.98206496,0.76283442
-4.88344172,2.06823433,0.32556899,0.00167376,0.04248207,1.15605170,0.94703448,0.74231356
-4.87743872,2.03290481,0.31840983,0.00166376,0.04401936,1.13178054,0.91180384,0.72162675
-4.87143572,1.99627466,0.31003789,0.00165225,0.04548071,1.10795802,0.87675514,0.70101135
-4.86543272,1.95862842,0.30056097,0.00163927,0.04684273,1.08475118,0.84220000,0.68066302
-4.85942971,1.92016974,0.29009739,0.00162475,0.04808212,1.06225216,0.80837779,0.66073433
-4.85342671,1.88102685,0.27877354,0.00160858,0.04917635,1.04048377,0.77545724,0.64133535
-4.84742371,1.84126202,0.26672138,0.00159053,0.05010452,1.01940790,0.74354130,0.62253615
-4.84142071,1.80088385,0.25407594,0.00157038,0.05084803,0.99893620,0.71267445,0.60437067
-4.83541771,1.75986142,0.24097306,0.00154784,0.05139127,0.97894210,0.68285197,0.58684171
-4.82941471,1.71813902,0.22754711,0.00152266,0.05172222,0.95927331,0.65403038,0.56992646
-4.82341171,1.67565048,0.21392899,0.00149461,0.05183279,0.93976410,0.62613842,0.55358234
-4.81740870,1.63233207,0.20024431,0.00146348,0.05171917,0.92024661,0.59908781,0.53775261
-4.81140570,1.58813330,0.18661173,0.00142917,0.05138186,0.90056052,0.57278331,0.52237158
-4.80540270,1.54302502,0.17314166,0.00139161,0.05082561,0.88056095,0.54713147,0.50736909
-4.79939970,1.49700477,0.15993505,0.00135084,0.05005914,0.86012417,0.52204784,0.49267427
-4.79339670,1.45009914,0.14708258,0.00130700,0.04909476,0.83915116,0.49746247,0.47821835
-4.78739370,1.40236376,0.13466400,0.00126028,0.04794785,0.81756932,0.47332348,0.46393680
-4.78139070,1.35388102,0.12274780,0.00121098,0.04663624,0.79533237,0.44959889,0.44977064
-4.77538769,1.30475636,0.11139107,0.00115944,0.04517955,0.77241903,0.42627699,0.43566728
-4.76938469,1.25511367,0.10063961,0.00110608,0.04359851,0.74883083,0.40336523,0.42158099
-4.76338169,1.20509052,0.09052829,0.00105136,0.04191434,0.72458945,0.38088824,0.40747319
-4.75737869,1.15483372,0.08108160,0.00099574,0.04014811,0.69973415,0.35888518,0.39331264
-4.75137569,1.10449584,0.07231433,0.00093973,0.03832027,0.67431936,0.33740672,0.37907581
-4.74537269,1.05423291,0.06423253,0.00088380,0.03645019,0.64841304,0.31651204,0.36474744
-4.73936968,1.00420357,0.05683444,0.00082844,0.03455586,0.62209562,0.29626614,0.35032126
-4.73336668,0.95456962,0.05011166,0.00077408,0.03265371,0.59545977,0.27673746,0.33580098
-4.72736368,0.90549791,0.04405034,0.00072115,0.03075849,0.56861080,0.25799617,0.32120140
-4.72136068,0.85716316,0.03863234,0.00067003,0.02888327,0.54166768,0.24011304,0.30654957
-4.71535768,0.80975149,0.03383654,0.00062108,0.02703955,0.51476428,0.22315888,0.29188591
-4.70935468,0.76346409,0.02963999,0.00057461,0.02523733,0.48805072,0.20720455,0.27726504
-4.70335168,0.71852061,0.02601904,0.00053090,0.02348536,0.46169449,0.19232135,0.26275641
-4.69734867,0.67516188,0.02295039,0.00049021,0.02179127,0.43588108,0.17858167,0.24844432
-4.69134567,0.63365143,0.02041202,0.00045277,0.02016178,0.41081392,0.16605974,0.23442753
-4.68534267,0.59427563,0.01838393,0.00041879,0.01860287,0.38671334,0.15483229,0.22081817
-4.67933967,0.55734215,0.01684871,0.00038848,0.01711991,0.36381463,0.14497894,0.20774004
-4.67333667,0.52317656,0.01579195,0.00036202,0.01571777,0.34236491,0.13658222,0.19532631
-4.66733367,0.49211720,0.01520237,0.00033959,0.01440088,0.32261899,0.12972697,0.18371658
-4.66133067,0.46450815,0.01507176,0.00032135,0.01317324,0.30483413,0.12449927,0.17305345
-4.65532766,0.44069074,0.01539470,0.00030748,0.01203842,0.28926396,0.12098453,0.16347867
-4.64932466,0.42099355,0.01616799,0.00029811,0.01099947,0.27615165,0.11926498,0.15512898
-4.64332166,0.40572146,0.01738991,0.00029338,0.01005887,0.26572248,0.11941649,0.14813177
-4.63731866,0.39514382,0.01905929,0.00029339,0.00921846,0.25817611,0.12150474,0.14260063
-4.63131566,0.38948242,0.02117436,0.00029822,0.00847925,0.25367874,0.12558095,0.13863110
-4.62531266,0.38889944,0.02373153,0.00030789,0.00784142,0.25235548,0.13167722,0.13629648
-4.61930965,0.39348589,0.02672401,0.00032238,0.00730416,0.25428312,0.13980176,0.13564412
-4.61330665,0.40325112,0.03014051,0.00034162,0.00686562,0.25948358,0.14993415,0.13669212
-4.60730365,0.41811359,0.03396392,0.00036544,0.00652284,0.26791842,0.16202089,0.13942661
-4.60130065,0.43789370,0.03817009,0.00039363,0.00627173,0.27948453,0.17597155,0.14379980
-4.59529765,0.46230883,0.04272684,0.00042587,0.00610706,0.29401136,0.19165567,0.14972880
-4.58929465,0.49097109,0.04759320,0.00046174,0.00602250,0.31125992,0.20890081,0.15709535
-4.58329165,0.52338826,0.05271898,0.00050076,0.00601067,0.33092365,0.22749182,0.16574662
-4.57728864,0.55896795,0.05804466,0.00054235,0.00606326,0.35263146,0.24717165,0.17549695
-4.57128564,0.59702537,0.06350179,0.00058583,0.00617110,0.37595296,0.26764378,0.18613070
-4.56528264,0.63679459,0.06901375,0.00063046,0.00632437,0.40040583,0.28857635,0.19740625
-4.55927964,0.67744329,0.07449698,0.00067544,0.00651275,0.42546539,0.30960798,0.20906083
-4.55327664,0.71809064,0.07986259,0.00071991,0.00672562,0.45057608,0.33035522,0.22081648
-4.54727364,0.75782803,0.08501845,0.00076301,0.00695228,0.47516463,0.35042139,0.23238663
-4.54127064,0.79574179,0.08987145,0.00080384,0.00718215,0.49865453,0.36940657,0.24348332
-4.53526763,0.83093742,0.09433010,0.00084155,0.00740506,0.52048134,0.38691844,0.25382484
-4.52926463,0.86256432,0.09830718,0.00087530,0.00761140,0.54010826,0.40258346,0.26314338
-4.52326163,0.88984001,0.10172246,0.00090435,0.00779240,0.55704142,0.41605798,0.27119253
-4.51725863,0.91207304,0.10450523,0.00092803,0.00794029,0.57084423,0.42703884,0.27775433
-4.51125563,0.92868337,0.10659666,0.00094577,0.00804845,0.58115017,0.43527292,0.28264549
-4.50525263,0.93921950,0.10795179,0.00095716,0.00811160,0.58767356,0.44056519,0.28572259
-4.49924962,0.94337150,0.10854104,0.00096189,0.00812586,0.59021765,0.44278492,0.28688602
-4.49324662,0.94097930,0.10835127,0.00095984,0.00808881,0.58867984,0.44186974,0.28608247
-4.48724362,0.93203593,0.10738619,0.00095101,0.00799949,0.58305362,0.43782733,0.28330582
-4.48124062,0.91668544,0.10566621,0.00093557,0.00785841,0.57342731,0.43073461,0.27859650
-4.47523762,0.89521575,0.10322773,0.00091382,0.00766740,0.55997946,0.42073460,0.27203916
-4.46923462,0.86804660,0.10012176,0.00088621,0.00742955,0.54297140,0.40803098,0.26375903
-4.46323162,0.83571339,0.09641222,0.00085329,0.00714903,0.52273695,0.39288061,0.25391689
-4.45722861,0.79884742,0.09217368,0.00081571,0.00683090,0.49967017,0.37558450,0.24270302
-4.45122561,0.75815376,0.08748889,0.00077420,0.00648093,0.47421136,0.35647746,0.23033041
-4.44522261,0.71438742,0.08244607,0.00072955,0.00610536,0.44683220,0.33591716,0.21702747
-4.43921961,0.66832917,0.07713620,0.00068253,0.00571070,0.41802056,0.31427276,0.20303068
-4.43321661,0.62076181,0.07165033,0.00063397,0.00530351,0.38826568,0.29191397,0.18857728
-4.42721361,0.57244797,0.06607702,0.00058464,0.00489021,0.35804417,0.26920061,0.17389856
-4.42121061,0.52411020,0.06050014,0.00053528,0.00447689,0.32780759,0.24647335,0.15921372
-4.41520760,0.47641393,0.05499688,0.00048657,0.00406918,0.29797176,0.22404579,0.14472476
-4.40920460,0.42995394,0.04963623,0.00043911,0.00367212,0.26890823,0.20219808,0.13061230
-4.40320160,0.38524444,0.04447791,0.00039344,0.00329007,0.24093805,0.18117232,0.11703259
-4.39719860,0.34271290,0.03957164,0.00034999,0.00292663,0.21432784,0.16116968,0.10411564
-4.39119560,0.30269753,0.03495690,0.00030911,0.00258468,0.18928820,0.14234923,0.09196445
-4.38519260,0.26544813,0.03066308,0.00027104,0.00226633,0.16597408,0.12482832,0.08065531
-4.37918959,0.23112988,0.02670994,0.00023596,0.00197294,0.14448712,0.10868434,0.07023897
-4.37318659,0.19982967,0.02310843,0.00020395,0.00170525,0.12487942,0.09395773,0.06074260
-4.36718359,0.17156430,0.01986169,0.00017502,0.00146334,0.10715858,0.08065575,0.05217231
-4.36118059,0.14629019,0.01696627,0.00014912,0.00124681,0.09129352,0.06875701,0.04451619
-4.35517759,0.12391382,0.01441342,0.00012616,0.00105479,0.07722079,0.05821633,0.03774753
-4.34917459,0.10430259,0.01219051,0.00010599,0.00088609,0.06485111,0.04896974,0.03182820
-4.34317159,0.08729556,0.01028239,0.00008843,0.00073923,0.05407570,0.04093945,0.02671201
-4.33716858,0.07271374,0.00867282,0.00007330,0.00061258,0.04477235,0.03403853,0.02234795
-4.33116558,0.06036964,0.00734576,0.00006037,0.00050440,0.03681096,0.02817530,0.01868318
-4.32516258,0.05007593,0.00628662,0.00004945,0.00041292,0.03005835,0.02325712,0.01566581
-4.31915958,0.04165295,0.00548349,0.00004032,0.00033641,0.02438247,0.01919380,0.01324732
-4.31315658,0.03493519,0.00492820,0.00003279,0.00027321,0.01965572,0.01590032,0.01138463
-4.30715358,0.02977670,0.00461733,0.00002668,0.00022178,0.01575769,0.01329910,0.01004191
