energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.77788894,1.10916078,-1.10916078,0.00447676,-0.00447676,0.04051100,-0.04051100,0.35350735,-0.35350735,0.30447794,-0.30447794,0.32380914,-0.32380914,0.14296962,-0.14296962,0.01762110,-0.01762110,0.51137286,-0.51137286
-5.77188594,1.06297342,-1.06297342,0.00396176,-0.00396176,0.03966196,-0.03966196,0.34191894,-0.34191894,0.28158217,-0.28158217,0.31854012,-0.31854012,0.13767172,-0.13767172,0.01693807,-0.01693807,0.49384676,-0.49384676
-5.76588294,1.02226195,-1.02226195,0.00348791,-0.00348791,0.03885650,-0.03885650,0.33186100,-0.33186100,0.26047845,-0.26047845,0.31377841,-0.31377841,0.13347497,-0.13347497,0.01640544,-0.01640544,0.47870047,-0.47870047
-5.75987994,0.98681334,-0.98681334,0.00305480,-0.00305480,0.03807971,-0.03807971,0.32320922,-0.32320922,0.24118617,-0.24118617,0.30939050,-0.30939050,0.13033733,-0.13033733,0.01601967,-0.01601967,0.46580939,-0.46580939
-5.75387694,0.95628695,-0.95628695,0.00266150,-0.00266150,0.03731596,-0.03731596,0.31580720,-0.31580720,0.22368430,-0.22368430,0.30522914,-0.30522914,0.12819314,-0.12819314,0.01577378,-0.01577378,0.45499181,-0.45499181
-5.74787394,0.93023431,-0.93023430,0.00230666,-0.00230666,0.03654988,-0.03654988,0.30947360,-0.30947360,0.20791629,-0.20791629,0.30114040,-0.30114040,0.12695628,-0.12695628,0.01565759,-0.01565759,0.44601781,-0.44601781
-5.74187094,0.90812067,-0.90812067,0.00198856,-0.00198856,0.03576739,-0.03576739,0.30400956,-0.30400956,0.19379563,-0.19379563,0.29697062,-0.29697062,0.12652373,-0.12652373,0.01565802,-0.01565802,0.43861909,-0.43861909
-5.73586793,0.88934789,-0.88934789,0.00170519,-0.00170519,0.03495671,-0.03495671,0.29920619,-0.29920619,0.18121162,-0.18121162,0.29257308,-0.29257308,0.12677960,-0.12677960,0.01575949,-0.01575949,0.43249931,-0.43249931
-5.72986493,0.87327772,-0.87327772,0.00145437,-0.00145437,0.03410917,-0.03410917,0.29485177,-0.29485177,0.17003529,-0.17003529,0.28781394,-0.28781394,0.12759935,-0.12759935,0.01594439,-0.01594439,0.42734468,-0.42734468
-5.72386193,0.85925504,-0.85925504,0.00123377,-0.00123377,0.03322004,-0.03322004,0.29073866,-0.29073866,0.16012525,-0.16012525,0.28257746,-0.28257746,0.12885435,-0.12885435,0.01619351,-0.01619351,0.42283442,-0.42283442
-5.71785893,0.84663030,-0.84663030,0.00104099,-0.00104099,0.03228911,-0.03228911,0.28666957,-0.28666957,0.15133330,-0.15133330,0.27677019,-0.27677019,0.13041645,-0.13041645,0.01648665,-0.01648665,0.41865089,-0.41865089
-5.71185593,0.83478076,-0.83478076,0.00087361,-0.00087361,0.03132127,-0.03132127,0.28246308,-0.28246308,0.14350973,-0.14350973,0.27032410,-0.27032410,0.13216270,-0.13216270,0.01680317,-0.01680317,0.41448913,-0.41448913
-5.70585293,0.82312992,-0.82312992,0.00072924,-0.00072924,0.03032686,-0.03032686,0.27795842,-0.27795842,0.13650809,-0.13650809,0.26319857,-0.26319857,0.13397987,-0.13397987,0.01712256,-0.01712256,0.41006551,-0.41006551
-5.69984992,0.81116496,-0.81116496,0.00060559,-0.00060559,0.02932192,-0.02932192,0.27301920,-0.27301920,0.13018952,-0.13018952,0.25538128,-0.25538128,0.13576897,-0.13576897,0.01742505,-0.01742505,0.40512534,-0.40512534
-5.69384692,0.79845154,-0.79845154,0.00050042,-0.00050042,0.02832832,-0.02832832,0.26753634,-0.26753634,0.12442641,-0.12442641,0.24688808,-0.24688808,0.13744934,-0.13744934,0.01769216,-0.01769216,0.39944932,-0.39944932
-5.68784392,0.78464608,-0.78464608,0.00041169,-0.00041169,0.02737380,-0.02737380,0.26142993,-0.26142993,0.11910547,-0.11910547,0.23776187,-0.23776187,0.13896251,-0.13896251,0.01790726,-0.01790726,0.39285868,-0.39285868
-5.68184092,0.76950495,-0.76950495,0.00033744,-0.00033744,0.02649191,-0.02649191,0.25465020,-0.25465020,0.11413017,-0.11413017,0.22807067,-0.22807067,0.14027537,-0.14027537,0.01805599,-0.01805599,0.38521889,-0.38521889
-5.67583792,0.75289083,-0.75289083,0.00027594,-0.00027594,0.02572185,-0.02572185,0.24717759,-0.24717759,0.10942253,-0.10942253,0.21790507,-0.21790507,0.14138296,-0.14138296,0.01812673,-0.01812673,0.37644197,-0.37644197
-5.66983492,0.73477587,-0.73477587,0.00022559,-0.00022559,0.02510825,-0.02510825,0.23902197,-0.23902197,0.10492434,-0.10492434,0.20737515,-0.20737515,0.14231034,-0.14231034,0.01811087,-0.01811087,0.36648738,-0.36648738
-5.66383192,0.71524198,-0.71524198,0.00018499,-0.00018499,0.02470089,-0.02470089,0.23022113,-0.23022113,0.10059775,-0.10059775,0.19660711,-0.19660711,0.14311380,-0.14311380,0.01800305,-0.01800305,0.35536145,-0.35536145
-5.65782891,0.69447804,-0.69447804,0.00015292,-0.00015292,0.02455435,-0.02455435,0.22083860,-0.22083860,0.09642538,-0.09642538,0.18573973,-0.18573973,0.14388109,-0.14388109,0.01780126,-0.01780126,0.34311565,-0.34311565
-5.65182591,0.67277449,-0.67277449,0.00012834,-0.00012834,0.02472755,-0.02472755,0.21096099,-0.21096099,0.09240994,-0.09240994,0.17492076,-0.17492076,0.14473079,-0.14473079,0.01750686,-0.01750686,0.32984353,-0.32984353
-5.64582291,0.65051527,-0.65051527,0.00011037,-0.00011037,0.02528327,-0.02528327,0.20069479,-0.20069479,0.08857341,-0.08857341,0.16430351,-0.16430351,0.14581061,-0.14581061,0.01712446,-0.01712446,0.31567672,-0.31567672
-5.63981991,0.62816752,-0.62816752,0.00009832,-0.00009832,0.02628746,-0.02628746,0.19016299,-0.19016299,0.08495584,-0.08495584,0.15404352,-0.15404352,0.14729477,-0.14729477,0.01666174,-0.01666174,0.30078006,-0.30078006
-5.63381691,0.60626928,-0.60626928,0.00009164,-0.00009164,0.02780847,-0.02780847,0.17950142,-0.17950142,0.08161392,-0.08161392,0.14429554,-0.14429554,0.14938033,-0.14938033,0.01612917,-0.01612917,0.28534609,-0.28534609
-5.62781391,0.58541554,-0.58541554,0.00008993,-0.00008993,0.02991614,-0.02991614,0.16885507,-0.16885507,0.07861915,-0.07861915,0.13521078,-0.13521078,0.15228262,-0.15228262,0.01553957,-0.01553957,0.26958907,-0.26958907
-5.62181091,0.56624296,-0.56624296,0.00009292,-0.00009292,0.03268063,-0.03268063,0.15837435,-0.15837435,0.07605592,-0.07605592,0.12693444,-0.12693444,0.15622977,-0.15622977,0.01490776,-0.01490776,0.25373886,-0.25373886
-5.61580790,0.54941376,-0.54941376,0.00010047,-0.00010047,0.03617115,-0.03617115,0.14821163,-0.14821163,0.07401930,-0.07401930,0.11960348,-0.11960348,0.16145653,-0.16145653,0.01425004,-0.01425004,0.23803470,-0.23803470
-5.60980490,0.53559895,-0.53559895,0.00011254,-0.00011254,0.04045436,-0.04045436,0.13851778,-0.13851778,0.07261279,-0.07261279,0.11334475,-0.11334475,0.16819735,-0.16819735,0.01358366,-0.01358366,0.22271930,-0.22271930
-5.60380190,0.52546146,-0.52546146,0.00012916,-0.00012916,0.04559266,-0.04559266,0.12943913,-0.12943913,0.07194589,-0.07194589,0.10827317,-0.10827317,0.17667916,-0.17667916,0.01292637,-0.01292637,0.20803317,-0.20803317
-5.59779890,0.51963948,-0.51963948,0.00015045,-0.00015045,0.05164228,-0.05164228,0.12111473,-0.12111473,0.07213152,-0.07213152,0.10449016,-0.10449016,0.18711374,-0.18711374,0.01229585,-0.01229585,0.19420957,-0.19420957
-5.59179590,0.51873035,-0.51873035,0.00017657,-0.00017657,0.05865116,-0.05865116,0.11367386,-0.11367386,0.07328350,-0.07328350,0.10208222,-0.10208223,0.19969020,-0.19969020,0.01170927,-0.01170927,0.18147009,-0.18147009
-5.58579290,0.52327540,-0.52327540,0.00020771,-0.00020771,0.06665684,-0.06665684,0.10723405,-0.10723405,0.07551386,-0.07551386,0.10111958,-0.10111958,0.21456754,-0.21456754,0.01118282,-0.01118282,0.17002087,-0.17002087
-5.57978989,0.53374604,-0.53374604,0.00024407,-0.00024407,0.07568429,-0.07568429,0.10189943,-0.10189943,0.07893009,-0.07893009,0.10165487,-0.10165487,0.23186785,-0.23186785,0.01073136,-0.01073136,0.16004960,-0.16004960
-5.57378689,0.55053144,-0.55053144,0.00028583,-0.00028583,0.08574384,-0.08574384,0.09775940,-0.09775940,0.08363250,-0.08363250,0.10372205,-0.10372205,0.25167020,-0.25167020,0.01036800,-0.01036800,0.15172334,-0.15172334
-5.56778389,0.57392820,-0.57392820,0.00033312,-0.00033312,0.09682931,-0.09682931,0.09488773,-0.09488773,0.08971144,-0.08971144,0.10733531,-0.10733531,0.27400558,-0.27400558,0.01010390,-0.01010390,0.14518691,-0.14518691
-5.56178089,0.60413211,-0.60413212,0.00038604,-0.00038604,0.10891651,-0.10891651,0.09334201,-0.09334201,0.09724472,-0.09724472,0.11248826,-0.11248826,0.29885331,-0.29885331,0.00994799,-0.00994799,0.14056208,-0.14056208
-5.55577789,0.64123250,-0.64123250,0.00044456,-0.00044456,0.12196216,-0.12196216,0.09316330,-0.09316330,0.10629499,-0.10629499,0.11915334,-0.11915334,0.32613885,-0.32613885,0.00990688,-0.00990688,0.13794722,-0.13794722
-5.54977489,0.68520917,-0.68520917,0.00050859,-0.00050859,0.13590342,-0.13590342,0.09437617,-0.09437617,0.11690750,-0.11690750,0.12728153,-0.12728153,0.35573358,-0.35573358,0.00998469,-0.00998469,0.13741751,-0.13741751
-5.54377189,0.73593236,-0.73593236,0.00057788,-0.00057788,0.15065803,-0.15065803,0.09698897,-0.09698897,0.12910787,-0.12910787,0.13680254,-0.13680254,0.38745646,-0.38745646,0.01018311,-0.01018311,0.13902546,-0.13902546
-5.53776888,0.79316563,-0.79316563,0.00065208,-0.00065208,0.16612540,-0.16612540,0.10099424,-0.10099424,0.14290048,-0.14290048,0.14762545,-0.14762545,0.42107773,-0.42107773,0.01050134,-0.01050134,0.14280170,-0.14280170
-5.53176588,0.85657189,-0.85657189,0.00073067,-0.00073067,0.18218831,-0.18218832,0.10636947,-0.10636947,0.15826703,-0.15826703,0.15964009,-0.15964009,0.45632476,-0.45632476,0.01093623,-0.01093623,0.14875603,-0.14875603
-5.52576288,0.92572247,-0.92572247,0.00081297,-0.00081297,0.19871570,-0.19871570,0.11307792,-0.11307792,0.17516587,-0.17516587,0.17271891,-0.17271891,0.49288975,-0.49288975,0.01148240,-0.01148240,0.15687844,-0.15687844
-5.51975988,1.00010914,-1.00010914,0.00089817,-0.00089817,0.21556608,-0.21556608,0.12106970,-0.12106970,0.19353180,-0.19353181,0.18671971,-0.18671971,0.53043933,-0.53043933,0.01213239,-0.01213239,0.16714028,-0.16714028
-5.51375688,1.07915887,-1.07915887,0.00098530,-0.00098530,0.23259180,-0.23259180,0.13028303,-0.13028303,0.21327671,-0.21327671,0.20148901,-0.20148901,0.56862552,-0.56862553,0.01287689,-0.01287689,0.17949541,-0.17949541
-5.50775388,1.16225093,-1.16225093,0.00107327,-0.00107327,0.24964396,-0.24964396,0.14064562,-0.14064562,0.23429086,-0.23429086,0.21686621,-0.21686621,0.60709793,-0.60709793,0.01370500,-0.01370500,0.19388134,-0.19388134
-5.50175088,1.24873590,-1.24873590,0.00116087,-0.00116087,0.26657770,-0.26657770,0.15207635,-0.15207635,0.25644512,-0.25644512,0.23268827,-0.23268827,0.64551643,-0.64551643,0.01460451,-0.01460451,0.21022035,-0.21022035
-5.49574787,1.33795615,-1.33795615,0.00124683,-0.00124683,0.28325780,-0.28325780,0.16448701,-0.16448701,0.27959399,-0.27959399,0.24879498,-0.24879498,0.68356400,-0.68356400,0.01556218,-0.01556218,0.22842080,-0.22842080
-5.48974487,1.42926688,-1.42926689,0.00132981,-0.00132981,0.29956417,-0.29956417,0.17778436,-0.17778436,0.30357942,-0.30357942,0.26503460,-0.26503460,0.72095899,-0.72095899,0.01656414,-0.01656414,0.24837837,-0.24837837
-5.48374187,1.52205732,-1.52205733,0.00140848,-0.00140848,0.31539718,-0.31539718,0.19187226,-0.19187226,0.32823543,-0.32823543,0.28126959,-0.28126959,0.75746624,-0.75746624,0.01759617,-0.01759617,0.26997760,-0.26997760
-5.47773887,1.61577104,-1.61577104,0.00148153,-0.00148153,0.33068234,-0.33068234,0.20665409,-0.20665409,0.35339335,-0.35339335,0.29738233,-0.29738233,0.79290648,-0.79290648,0.01864407,-0.01864407,0.29309361,-0.29309361
-5.47173587,1.70992477,-1.70992478,0.00154773,-0.00154773,0.34537418,-0.34537418,0.22203526,-0.22203526,0.37888760,-0.37888760,0.31328057,-0.31328057,0.82716343,-0.82716344,0.01969408,-0.01969408,0.31759407,-0.31759407
-5.46573287,1.80412496,-1.80412496,0.00160597,-0.00160597,0.35945907,-0.35945908,0.23792584,-0.23792584,0.40456178,-0.40456178,0.32890222,-0.32890222,0.86018818,-0.86018818,0.02073313,-0.02073313,0.34334163,-0.34334163
-5.45972986,1.89808118,-1.89808118,0.00165531,-0.00165531,0.37295677,-0.37295677,0.25424327,-0.25424327,0.43027487,-0.43027487,0.34421942,-0.34421942,0.89200046,-0.89200046,0.02174928,-0.02174928,0.37019650,-0.37019650
-5.45372686,1.99161602,-1.99161602,0.00169501,-0.00169501,0.38592051,-0.38592051,0.27091505,-0.27091505,0.45590727,-0.45590727,0.35924153,-0.35924153,0.92268673,-0.92268673,0.02273196,-0.02273196,0.39801949,-0.39801949
-5.44772386,2.08467071,-2.08467071,0.00172456,-0.00172456,0.39843565,-0.39843565,0.28788135,-0.28788135,0.48136645,-0.48136645,0.37401680,-0.37401680,0.95239486,-0.95239486,0.02367228,-0.02367228,0.42667525,-0.42667525
-5.44172086,2.17730618,-2.17730619,0.00174371,-0.00174371,0.41061676,-0.41061676,0.30509734,-0.30509734,0.50659186,-0.50659186,0.38863274,-0.38863274,0.98132583,-0.98132583,0.02456327,-0.02456327,0.45603570,-0.45603570
-5.43571786,2.26969933,-2.26969933,0.00175249,-0.00175249,0.42260328,-0.42260329,0.32253525,-0.32253525,0.53155879,-0.53155879,0.40321488,-0.40321488,1.00972245,-1.00972245,0.02540007,-0.02540007,0.48598338,-0.48598338
-5.42971486,2.36213438,-2.36213438,0.00175121,-0.00175121,0.43455396,-0.43455396,0.34018583,-0.34018583,0.55628103,-0.55628103,0.41792392,-0.41792392,1.03785589,-1.03785589,0.02618005,-0.02618005,0.51641470,-0.51641470
-5.42371186,2.45498941,-2.45498941,0.00174044,-0.00174044,0.44664005,-0.44664005,0.35805933,-0.35805933,0.58081191,-0.58081191,0.43295136,-0.43295136,1.06601042,-1.06601042,0.02690285,-0.02690285,0.54724274,-0.54724274
-5.41770885,2.54871837,-2.54871837,0.00172105,-0.00172105,0.45903788,-0.45903788,0.37618550,-0.37618550,0.60524361,-0.60524361,0.44851361,-0.44851361,1.09446722,-1.09446722,0.02757041,-0.02757041,0.57839937,-0.57839937
-5.41170585,2.64382894,-2.64382894,0.00169412,-0.00169412,0.47192085,-0.47192085,0.39461284,-0.39461284,0.62970454,-0.62970454,0.46484473,-0.46484473,1.12348798,-1.12348798,0.02818686,-0.02818686,0.60983658,-0.60983658
-5.40570285,2.74085688,-2.74085689,0.00166096,-0.00166096,0.48545130,-0.48545130,0.41340671,-0.41340671,0.65435477,-0.65435477,0.48218801,-0.48218801,1.15329917,-1.15329917,0.02875833,-0.02875833,0.64152655,-0.64152655
-5.39969985,2.84033758,-2.84033758,0.00162303,-0.00162303,0.49977265,-0.49977265,0.43264636,-0.43264636,0.67937939,-0.67937939,0.50078666,-0.50078666,1.18407773,-1.18407773,0.02929271,-0.02929271,0.67346053,-0.67346053
-5.39369685,2.94277564,-2.94277564,0.00158193,-0.00158193,0.51500210,-0.51500210,0.45242086,-0.45242086,0.70498011,-0.70498011,0.52087391,-0.52087391,1.21593896,-1.21593897,0.02979931,-0.02979931,0.70564620,-0.70564620
-5.38769385,3.04861364,-3.04861364,0.00153930,-0.00153930,0.53122427,-0.53122427,0.47282393,-0.47282393,0.73136507,-0.73136507,0.54266288,-0.54266288,1.24892720,-1.24892720,0.03028849,-0.03028849,0.73810364,-0.73810364
-5.38169085,3.15820101,-3.15820101,0.00149684,-0.00149684,0.54848605,-0.54848605,0.49394778,-0.49394778,0.75873738,-0.75873738,0.56633654,-0.56633654,1.28300972,-1.28300972,0.03077116,-0.03077116,0.77085973,-0.77085973
-5.37568784,3.27176425,-3.27176425,0.00145618,-0.00145618,0.56679284,-0.56679284,0.51587614,-0.51587614,0.78728273,-0.78728273,0.59203821,-0.59203821,1.31807428,-1.31807428,0.03125827,-0.03125827,0.80394144,-0.80394144
-5.36968484,3.38937979,-3.38937979,0.00141888,-0.00141888,0.58610645,-0.58610645,0.53867680,-0.53867680,0.81715653,-0.81715653,0.61986289,-0.61986289,1.35393026,-1.35393026,0.03176032,-0.03176032,0.83736794,-0.83736794
-5.36368184,3.51095055,-3.51095055,0.00138638,-0.00138638,0.60634461,-0.60634461,0.56239385,-0.56239385,0.84847131,-0.84847131,0.64984989,-0.64984989,1.39031350,-1.39031350,0.03228673,-0.03228673,0.87114221,-0.87114221
-5.35767884,3.63618749,-3.63618749,0.00135994,-0.00135994,0.62738221,-0.62738221,0.58704014,-0.58704014,0.88128494,-0.88128494,0.68197697,-0.68197697,1.42689443,-1.42689443,0.03284538,-0.03284538,0.90524240,-0.90524240
-5.35167584,3.76459722,-3.76459722,0.00134063,-0.00134063,0.64905415,-0.64905415,0.61259032,-0.61259032,0.91559031,-0.91559031,0.71615633,-0.71615633,1.46328904,-1.46328904,0.03344203,-0.03344203,0.93961356,-0.93961356
-5.34567284,3.89547646,-3.89547646,0.00132928,-0.00132928,0.67115962,-0.67115962,0.63897480,-0.63897480,0.95130714,-0.95130714,0.75223266,-0.75223266,1.49907230,-1.49907230,0.03407997,-0.03407997,0.97416026,-0.97416026
