energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Na_s_up,Na_s_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93996998,4.52264124,-2.95699387,0.06072663,-0.03386572,0.37940367,-0.27703525,2.79287995,-1.95913234,0.86938128,-0.39939231,0.85534307,-0.65255025,0.05813339,-0.03127921,2.22875675,-1.50003109
-5.93396698,4.56117549,-3.02671481,0.06123866,-0.03493128,0.38679804,-0.27689969,2.84967542,-2.02297079,0.87648439,-0.40181828,0.85011191,-0.65934018,0.05949439,-0.03276740,2.24545921,-1.54775723
-5.92796398,4.58308103,-3.09901027,0.06136977,-0.03621724,0.39322973,-0.27731634,2.90027886,-2.08792294,0.87967794,-0.40548584,0.84089875,-0.66633169,0.06071149,-0.03427383,2.25372128,-1.59628452
-5.92196098,4.58858032,-3.17346907,0.06111887,-0.03770135,0.39863547,-0.27836817,2.94463386,-2.15371056,0.87899291,-0.41041879,0.82792947,-0.67346953,0.06177579,-0.03579544,2.25373330,-1.64522977
-5.91595798,4.57815034,-3.24960293,0.06049247,-0.03935659,0.40296541,-0.28012795,2.98277279,-2.22003623,0.87452472,-0.41661558,0.81148857,-0.68067909,0.06267894,-0.03732915,2.24581575,-1.69417865
-5.90995498,4.55249724,-3.32686022,0.05950439,-0.04115191,0.40618387,-0.28265729,3.01480738,-2.28659075,0.86642799,-0.42405113,0.79190857,-0.68786954,0.06341332,-0.03887168,2.23040378,-1.74269543
-5.90395198,4.51252621,-3.40464130,0.05817514,-0.04305306,0.40826979,-0.28600560,3.04091775,-2.35306056,0.85490996,-0.43267888,0.76955852,-0.69493754,0.06397209,-0.04041949,2.20802945,-1.79033364
-5.89794897,4.45930802,-3.48231461,0.05653120,-0.04502348,0.40921690,-0.29020912,3.06134039,-2.41913506,0.84022296,-0.44243298,0.74483209,-0.70177117,0.06434944,-0.04196857,2.17930238,-1.83664717
-5.89194597,4.39404367,-3.55923270,0.05460413,-0.04702523,0.40903352,-0.29528991,3.07635562,-2.48451306,0.82265609,-0.45323049,0.71813581,-0.70825398,0.06454071,-0.04351439,2.14488962,-1.88120128
-5.88594297,4.31802838,-3.63474743,0.05242954,-0.04901989,0.40774216,-0.30125494,3.08627468,-2.54890842,0.80252667,-0.46497340,0.68987797,-0.71426881,0.06454267,-0.04505166,2.10549560,-1.92358290
-5.87993997,4.23261640,-3.70822357,0.05004601,-0.05096946,0.40537865,-0.30809515,3.09142703,-2.61205432,0.78017165,-0.47755043,0.66045839,-0.71970129,0.06435368,-0.04657433,2.06184285,-1.96341002
-5.87393697,4.13918756,-3.77905028,0.04749400,-0.05283721,0.40199110,-0.31578474,3.09214806,-2.67370621,0.75593929,-0.49083847,0.63025952,-0.72444273,0.06397394,-0.04807544,2.01465415,-2.00033940
-5.86793397,4.03911660,-3.84665014,0.04481471,-0.05458844,0.39763851,-0.32428064,3.08876740,-2.73364319,0.73018145,-0.50470375,0.59963917,-0.72839243,0.06340563,-0.04954714,1.96463650,-2.03407258
-5.86193097,3.93374581,-3.91048551,0.04204913,-0.05619111,0.39238914,-0.33352223,3.08159832,-2.79166814,0.70324656,-0.51900267,0.56892468,-0.73145913,0.06265304,-0.05098069,1.91246742,-2.06435994
-5.85592796,3.82436169,-3.97006225,0.03923698,-0.05761644,0.38631866,-0.34343152,3.07092820,-2.84760638,0.67547353,-0.53358243,0.53840901,-0.73356183,0.06172266,-0.05236659,1.85878372,-2.09100255
-5.84992496,3.71217563,-4.02493105,0.03641596,-0.05883931,0.37950820,-0.35391361,3.05701047,-2.90130327,0.64718659,-0.54828155,0.50834832,-0.73462983,0.06062314,-0.05369473,1.80417278,-2.11385219
-5.84392196,3.59830892,-4.07468668,0.03362099,-0.05983855,0.37204223,-0.36485771,3.04005803,-2.95262091,0.61869117,-0.56293034,0.47896111,-0.73460222,0.05936527,-0.05495456,1.74916640,-2.13280936
-5.83791896,3.48378180,-4.11896562,0.03088364,-0.06059720,0.36400652,-0.37613862,3.02023865,-3.00143412,0.59027076,-0.57735157,0.45042873,-0.73342695,0.05796180,-0.05613541,1.69423709,-2.14781981
-5.83191596,3.36950647,-4.15744275,0.02823177,-0.06110254,0.35548611,-0.38761866,2.99767214,-3.04762593,0.56218468,-0.59136141,0.42289698,-0.73105959,0.05642721,-0.05722674,1.63979647,-2.15886977
-5.82591296,3.25628374,-4.18982747,0.02568918,-0.06134610,0.34656342,-0.39915002,2.97242977,-3.09108289,0.53466676,-0.60477076,0.39647859,-0.72746209,0.05477745,-0.05821846,1.58619566,-2.16598031
-5.81990995,3.14480288,-4.21585991,0.02327555,-0.06132355,0.33731661,-0.41057753,2.94453584,-3.13169019,0.50792466,-0.61738705,0.37125632,-0.72260160,0.05302962,-0.05910128,1.53372730,-2.16920127
-5.81390695,3.03564422,-4.23530762,0.02100639,-0.06103457,0.32781816,-0.42174163,2.91397139,-3.16932691,0.48213991,-0.62901667,0.34728651,-0.71644963,0.05120153,-0.05986693,1.48262887,-2.16860503
-5.80790395,2.92928418,-4.24796319,0.01889317,-0.06048262,0.31813383,-0.43248160,2.88068017,-3.20386146,0.45746837,-0.63946789,0.32460270,-0.70898159,0.04931139,-0.06050848,1.43308698,-2.16428059
-5.80190095,2.82610204,-4.25364290,0.01694351,-0.05967469,0.30832193,-0.44263871,2.84457644,-3.23514723,0.43404110,-0.64855433,0.30321929,-0.70017689,0.04737734,-0.06102051,1.38524235,-2.15632821
-5.79589795,2.72638811,-4.25218651,0.01516148,-0.05862100,0.29843302,-0.45205943,2.80555450,-3.26301874,0.41196548,-0.65609883,0.28313503,-0.69001958,0.04541711,-0.06139920,1.33919517,-2.14485476
-5.78989495,2.63035285,-4.24345833,0.01354788,-0.05733475,0.28850989,-0.46059831,2.76349948,-3.28728818,0.39132642,-0.66193768,0.26433620,-0.67849945,0.04344764,-0.06164246,1.29501047,-2.12997007
-5.78389195,2.53813623,-4.22734917,0.01210067,-0.05583179,0.27858795,-0.46812067,2.71829883,-3.30774270,0.37218770,-0.66592491,0.24679937,-0.66561366,0.04148475,-0.06174980,1.25272347,-2.11178419
-5.77788894,2.44981721,-4.20377912,0.01081531,-0.05413030,0.26869585,-0.47450480,2.66985409,-3.32414254,0.35459318,-0.66793649,0.23049381,-0.65136865,0.03954288,-0.06172229,1.21234441,-2.09040570
-5.77188594,2.36542269,-4.17270090,0.00968520,-0.05225051,0.25885637,-0.47964378,2.61809212,-3.33622009,0.33856802,-0.66787425,0.21538343,-0.63578218,0.03763491,-0.06156233,1.17386293,-2.06594086
-5.76588294,2.28493560,-4.13410330,0.00870201,-0.05021431,0.24908743,-0.48344679,2.56297542,-3.34368040,0.32411969,-0.66566932,0.20142823,-0.61888539,0.03577198,-0.06127339,1.13725168,-2.03849370
-5.75987994,2.20830201,-4.08801469,0.00785611,-0.04804498,0.23940321,-0.48584001,2.50451072,-3.34620313,0.31123878,-0.66128480,0.18858542,-0.60072464,0.03396339,-0.06085977,1.10246927,-2.00816668
-5.75387694,2.13543683,-4.03450609,0.00713689,-0.04576681,0.22981520,-0.48676693,2.44275552,-3.34344632,0.29989978,-0.65471760,0.17681014,-0.58136294,0.03221661,-0.06032626,1.06946226,-1.97506189
-5.74787394,2.06622813,-3.97369383,0.00653306,-0.04340478,0.22033330,-0.48618845,2.37782214,-3.33505202,0.29006155,-0.64599928,0.16605584,-0.56088083,0.03053732,-0.05967784,1.03816651,-1.93928271
-5.74187094,2.00054013,-3.90574144,0.00603298,-0.04098412,0.21096667,-0.48408252,2.30987901,-3.32065417,0.28166775,-0.63519582,0.15627450,-0.53937659,0.02892942,-0.05891941,1.00850768,-1.90093562
-5.73586793,1.93821479,-3.83086096,0.00562486,-0.03853001,0.20172444,-0.48044361,2.23914931,-3.29988831,0.27464719,-0.62240633,0.14741652,-0.51696578,0.02739523,-0.05805555,0.98040119,-1.86013209
-5.72986493,1.87907245,-3.74931334,0.00529702,-0.03606716,0.19261627,-0.47528197,2.16590683,-3.27240347,0.26891414,-0.60776066,0.13943062,-0.49377990,0.02593557,-0.05709036,0.95375175,-1.81699049
-5.72386193,1.82291161,-3.66140817,0.00503806,-0.03361940,0.18365262,-0.46862287,2.09046961,-3.23787546,0.26436877,-0.59141618,0.13226362,-0.46996445,0.02454998,-0.05602738,0.92845266,-1.77163786
-5.71785893,1.76950843,-3.56750275,0.00483700,-0.03120935,0.17484486,-0.46050569,2.01319160,-3.19602161,0.26089768,-0.57355361,0.12586022,-0.44567626,0.02323690,-0.05486955,0.90438502,-1.72421147
-5.71185593,1.71861629,-3.46800035,0.00468344,-0.02885801,0.16620515,-0.45098321,1.93445289,-3.14661604,0.25837471,-0.55437232,0.12016280,-0.42108033,0.02199386,-0.05361930,0.88141729,-1.67486004
-5.70585293,1.66996581,-3.36334805,0.00456762,-0.02658448,0.15774624,-0.44012077,1.85464927,-3.08950489,0.25666205,-0.53408515,0.11511142,-0.39634630,0.02081765,-0.05227872,0.85940520,-1.62374472
-5.69984992,1.62326583,-3.25403376,0.00448055,-0.02440561,0.14948108,-0.42799553,1.77418159,-3.02462085,0.25561174,-0.51291300,0.11064383,-0.37164472,0.01970460,-0.05084973,0.83819237,-1.57103957
-5.69384692,1.57820560,-3.14058286,0.00441404,-0.02233581,0.14142247,-0.41469584,1.69344559,-2.95199599,0.25506758,-0.49107949,0.10669571,-0.34714327,0.01865069,-0.04933435,0.81761165,-1.51693173
-5.68784392,1.53445855,-3.02355407,0.00436073,-0.02038681,0.13358259,-0.40032044,1.61282275,-2.87177233,0.25486754,-0.46880568,0.10320113,-0.32300321,0.01765177,-0.04773502,0.79748751,-1.46162098
-5.68184092,1.49168765,-2.90353487,0.00431415,-0.01856762,0.12597264,-0.38497775,1.53267264,-2.78420927,0.25484652,-0.44630531,0.10009310,-0.29937603,0.01670372,-0.04605482,0.77763916,-1.40531899
-5.67583792,1.44955243,-2.78113619,0.00426873,-0.01688441,0.11860256,-0.36878498,1.45332696,-2.68968744,0.25483958,-0.42378047,0.09730437,-0.27640065,0.01580264,-0.04429779,0.75788476,-1.34824800
-5.66983492,1.40771757,-2.65698661,0.00421977,-0.01534056,0.11148078,-0.35186712,1.37508563,-2.58870850,0.25468550,-0.40141802,0.09476839,-0.25420114,0.01494496,-0.04246916,0.73804631,-1.29063904
-5.66383192,1.36586262,-2.53172593,0.00416345,-0.01393678,0.10461419,-0.33435574,1.29821480,-2.48189073,0.25423053,-0.37938667,0.09242038,-0.23288496,0.01412757,-0.04057547,0.71795514,-1.23272987
-5.65782891,1.32369263,-2.40599836,0.00409680,-0.01267125,0.09800810,-0.31638760,1.22294677,-2.36996041,0.25333224,-0.35783496,0.09019846,-0.21254198,0.01334799,-0.03862472,0.69745786,-1.17476243
-5.65182591,1.28094910,-2.28044534,0.00401766,-0.01153985,0.09166644,-0.29810299,1.14948158,-2.25373927,0.25186335,-0.33688994,0.08804495,-0.19324402,0.01260443,-0.03662638,0.67642227,-1.11698019
-5.64582291,1.23742075,-2.15569823,0.00392464,-0.01053645,0.08559199,-0.27964395,1.07798996,-2.13412846,0.24971534,-0.31665675,0.08590747,-0.17504501,0.01189589,-0.03459130,0.65474323,-1.05962529
-5.63981991,1.19295353,-2.03237111,0.00381706,-0.00965320,0.07978672,-0.26115231,1.00861726,-2.01208968,0.24680169,-0.29721890,0.08374018,-0.15798172,0.01122227,-0.03253162,0.63234786,-1.00293570
-5.63381691,1.14745933,-1.91105385,0.00369488,-0.00888089,0.07425219,-0.24276752,0.94148802,-1.88862423,0.24306060,-0.27863924,0.08150472,-0.14207490,0.01058441,-0.03046051,0.60920010,-0.94714257
-5.62781391,1.10092281,-1.79230580,0.00355865,-0.00820932,0.06898993,-0.22462461,0.87671068,-1.76475095,0.23845706,-0.26096151,0.07917107,-0.12733073,0.00998413,-0.02839192,0.58530406,-0.89246770
-5.62181091,1.05340616,-1.67665030,0.00340939,-0.00762762,0.06400189,-0.20685202,0.81438220,-1.64148389,0.23298419,-0.24421244,0.07671823,-0.11374263,0.00942430,-0.02634029,0.56070626,-0.83912155
-5.61580790,1.00505117,-1.56457019,0.00324853,-0.00712465,0.05929079,-0.18956963,0.75459218,-1.51981055,0.22666373,-0.22840410,0.07413453,-0.10129313,0.00890884,-0.02432016,0.53549639,-0.78730159
-5.60980490,0.95607872,-1.45650455,0.00307784,-0.00668928,0.05486047,-0.17288694,0.69742626,-1.40067168,0.21954565,-0.21353660,0.07141778,-0.08995586,0.00844273,-0.02234589,0.50980662,-0.73719120
-5.60380190,0.90678556,-1.35284669,0.00289933,-0.00631072,0.05071611,-0.15690155,0.64296868,-1.28494328,0.21170692,-0.19960085,0.06857508,-0.07969748,0.00803197,-0.02043129,0.48380947,-0.68895915
-5.59779890,0.85753835,-1.25394348,0.00271514,-0.00597877,0.04686446,-0.14169793,0.59130382,-1.17342130,0.20324951,-0.18658140,0.06562236,-0.07047956,0.00768357,-0.01858934,0.45771428,-0.64275959
-5.59179590,0.80876543,-1.16009589,0.00252753,-0.00568402,0.04331386,-0.12734653,0.54251682,-1.06680960,0.19429756,-0.17445904,0.06258366,-0.06226027,0.00740546,-0.01683191,0.43176236,-0.59873242
-5.58579290,0.76094636,-1.07156061,0.00233871,-0.00541806,0.04007427,-0.11390335,0.49669319,-0.96571125,0.18499401,-0.16321332,0.05949019,-0.05499593,0.00720639,-0.01516961,0.40622114,-0.55700420
-5.57978989,0.71459988,-0.98855254,0.00215088,-0.00517354,0.03715709,-0.10140984,0.45391767,-0.87062334,0.17549674,-0.15282463,0.05637916,-0.04864226,0.00709583,-0.01361161,0.38137744,-0.51768914
-5.57378689,0.67027050,-0.91124796,0.00196609,-0.00494428,0.03457504,-0.08989320,0.41427235,-0.78193511,0.16597432,-0.14327603,0.05329251,-0.04315548,0.00708377,-0.01216560,0.35753005,-0.48089028
-5.56778389,0.62851444,-0.83978788,0.00178624,-0.00472527,0.03234183,-0.07936706,0.37783422,-0.69992914,0.15660171,-0.13455449,0.05027547,-0.03849312,0.00718053,-0.01083776,0.33498205,-0.44670063
-5.56178089,0.58988512,-0.77428150,0.00161305,-0.00451268,0.03047178,-0.06983238,0.34467245,-0.62478523,0.14755577,-0.12665176,0.04737511,-0.03461457,0.00739653,-0.00963285,0.31403298,-0.41520403
-5.55577789,0.55491890,-0.71480929,0.00144798,-0.00430376,0.02897950,-0.06127871,0.31484542,-0.55658662,0.13901111,-0.11956465,0.04463894,-0.03148142,0.00774201,-0.00855429,0.29497111,-0.38647575
-5.54977489,0.52412127,-0.66142557,0.00129232,-0.00409679,0.02787934,-0.05368551,0.28839771,-0.49532779,0.13113605,-0.11329488,0.04211346,-0.02905756,0.00822667,-0.00760436,0.27806606,-0.36058265
-5.54377189,0.49795396,-0.61416022,0.00114708,-0.00389094,0.02718499,-0.04702371,0.26535726,-0.44092354,0.12408898,-0.10784841,0.03984284,-0.02730911,0.00885936,-0.00678432,0.26356193,-0.33758272
-5.53776888,0.47682324,-0.57301958,0.00101311,-0.00368614,0.02690892,-0.04125721,0.24573272,-0.39321881,0.11801524,-0.10323434,0.03786782,-0.02620413,0.00964767,-0.00609470,0.25167106,-0.31752423
-5.53176588,0.46106959,-0.53798628,0.00089102,-0.00348295,0.02706195,-0.03634438,0.22951115,-0.35199863,0.11304448,-0.09946350,0.03622461,-0.02571223,0.01059753,-0.00553545,0.24256866,-0.30044419
-5.52576288,0.45095904,-0.50901826,0.00078130,-0.00328239,0.02765275,-0.03223958,0.21665620,-0.31699795,0.10928851,-0.09654669,0.03494413,-0.02580401,0.01171279,-0.00510619,0.23638819,-0.28636647
-5.51975988,0.44667619,-0.48604680,0.00068428,-0.00308580,0.02868736,-0.02889442,0.20710673,-0.28791094,0.10683975,-0.09449281,0.03405133,-0.02645050,0.01299481,-0.00480638,0.23321778,-0.27529944
-5.51375688,0.44831913,-0.46897401,0.00060025,-0.00289471,0.03016884,-0.02625893,0.20077607,-0.26439954,0.10577026,-0.09330685,0.03356480,-0.02762244,0.01444208,-0.00463545,0.23309764,-0.26723346
-5.50775388,0.45589629,-0.45766989,0.00052945,-0.00271068,0.03209689,-0.02428261,0.19755186,-0.24610118,0.10613118,-0.09298795,0.03349656,-0.02928967,0.01604986,-0.00459296,0.23601847,-0.26213825
-5.50175088,0.46932529,-0.45196928,0.00047212,-0.00253523,0.03446759,-0.02291516,0.19729654,-0.23263538,0.10795272,-0.09352757,0.03385209,-0.03142047,0.01780993,-0.00467866,0.24192106,-0.25996041
-5.49574787,0.48843378,-0.45166898,0.00042859,-0.00236971,0.03727318,-0.02210709,0.19984866,-0.22360959,0.11124451,-0.09490793,0.03463051,-0.03398101,0.01971034,-0.00489249,0.25069695,-0.26062123
-5.48974487,0.51296242,-0.45652540,0.00039930,-0.00221522,0.04050195,-0.02181013,0.20502479,-0.21862395,0.11599638,-0.09710076,0.03582505,-0.03693490,0.02173536,-0.00523454,0.26219022,-0.26401503
-5.48374187,0.54256989,-0.46625302,0.00038486,-0.00207260,0.04413817,-0.02197748,0.21262229,-0.21727539,0.12217937,-0.10006647,0.03742360,-0.04024284,0.02386545,-0.00570496,0.27620056,-0.27000807
-5.47773887,0.57683989,-0.48052394,0.00038607,-0.00194234,0.04816217,-0.02256386,0.22242278,-0.21916105,0.12974704,-0.10375374,0.03940950,-0.04386248,0.02607745,-0.00630385,0.29248737,-0.27843837
-5.47173587,0.61529018,-0.49896858,0.00040397,-0.00182459,0.05255042,-0.02352548,0.23419641,-0.22388123,0.13863698,-0.10809968,0.04176246,-0.04774846,0.02834488,-0.00703100,0.31077511,-0.28911633
-5.46573287,0.65738333,-0.52117792,0.00043989,-0.00171920,0.05727575,-0.02481990,0.24770667,-0.23104199,0.14877243,-0.11303041,0.04445953,-0.05185257,0.03063833,-0.00788573,0.33075965,-0.30182633
-5.45972986,0.70253912,-0.54670704,0.00049541,-0.00162569,0.06230755,-0.02640584,0.26271593,-0.24025763,0.16006403,-0.11846220,0.04747625,-0.05612422,0.03292605,-0.00886659,0.35211567,-0.31632923
-5.45372686,0.75014831,-0.57508013,0.00057242,-0.00154329,0.06761208,-0.02824295,0.27899124,-0.25115298,0.17241158,-0.12430299,0.05078771,-0.06051096,0.03517467,-0.00997112,0.37450483,-0.33236579
-5.44772386,0.79958730,-0.60579677,0.00067307,-0.00147102,0.07315275,-0.03029154,0.29631055,-0.26336584,0.18570580,-0.13045435,0.05436971,-0.06495931,0.03734998,-0.01119555,0.39758457,-0.34966087
-5.44172086,0.85023333,-0.63833926,0.00079977,-0.00140774,0.07889045,-0.03251243,0.31446876,-0.27654926,0.19983011,-0.13681369,0.05819978,-0.06941555,0.03941786,-0.01253456,0.42101728,-0.36792829
-5.43571786,0.90147970,-0.67218083,0.00095513,-0.00135216,0.08478381,-0.03486675,0.33328370,-0.29037407,0.21466226,-0.14327671,0.06225811,-0.07382680,0.04134515,-0.01398107,0.44447957,-0.38687604
-5.42971486,0.95275050,-0.70679436,0.00114192,-0.00130296,0.09078948,-0.03731585,0.35260143,-0.30453120,0.23007587,-0.14973987,0.06652830,-0.07814199,0.04310066,-0.01552601,0.46767119,-0.40621192
-5.42371186,1.00351410,-0.74166121,0.00136295,-0.00125882,0.09686243,-0.03982129,0.37230079,-0.31873411,0.24594181,-0.15610293,0.07099785,-0.08231293,0.04465609,-0.01715825,0.49032339,-0.42564906
-5.41770885,1.05329503,-0.77628002,0.00162101,-0.00121850,0.10295609,-0.04234491,0.39229678,-0.33272091,0.26212951,-0.16227128,0.07565841,-0.08629530,0.04598688,-0.01886451,0.51220618,-0.44491127
-5.41170585,1.10168361,-0.81017489,0.00191875,-0.00118085,0.10902257,-0.04484902,0.41254254,-0.34625640,0.27850798,-0.16815803,0.08050568,-0.09004961,0.04707294,-0.02062941,0.53313429,-0.46373805
-5.40570285,1.14834290,-0.84290282,0.00225852,-0.00114492,0.11501287,-0.04729659,0.43302975,-0.35913361,0.29494676,-0.17368580,0.08553893,-0.09354190,0.04789935,-0.02243556,0.55297143,-0.48188892
-5.39969985,1.19301260,-0.87406008,0.00264225,-0.00110993,0.12087703,-0.04965165,0.45378720,-0.37117506,0.31131671,-0.17878809,0.09076026,-0.09674447,0.04845671,-0.02426378,0.57163257,-0.49914706
-5.39369685,1.23550979,-0.90328729,0.00307133,-0.00107537,0.12656436,-0.05187968,0.47487760,-0.38223340,0.32749068,-0.18341021,0.09617337,-0.09963624,0.04874147,-0.02609335,0.58908420,-0.51532203
-5.38769385,1.27572641,-0.93027316,0.00354641,-0.00104098,0.13202375,-0.05394805,0.49639256,-0.39219171,0.34334414,-0.18750973,0.10178216,-0.10220303,0.04875596,-0.02790241,0.60534239,-0.53025161
-5.38169085,1.31362369,-0.95475680,0.00406728,-0.00100678,0.13720398,-0.05582655,0.51844599,-0.40096311,0.35875573,-0.19105644,0.10758893,-0.10443761,0.04850825,-0.02966835,0.62046873,-0.54380272
-5.37568784,1.34922392,-0.97652866,0.00463276,-0.00097309,0.14205426,-0.05748794,0.54116616,-0.40848999,0.37360797,-0.19403193,0.11359255,-0.10633955,0.04801178,-0.03136833,0.63456444,-0.55587146
-5.36968484,1.38259997,-0.99543028,0.00524060,-0.00094052,0.14652483,-0.05890839,0.56468676,-0.41474277,0.38778799,-0.19642875,0.11978643,-0.10791493,0.04728488,-0.03297977,0.64776275,-0.56638235
-5.36368184,1.41386340,-1.01135286,0.00588736,-0.00091000,0.15056772,-0.06006809,0.58913750,-0.41971840,0.40118846,-0.19824929,0.12615658,-0.10917588,0.04635003,-0.03448087,0.66022015,-0.57528698
-5.35767884,1.44315186,-1.02423515,0.00656844,-0.00088273,0.15413769,-0.06095158,0.61463486,-0.42343858,0.41370877,-0.19950444,0.13267987,-0.11014011,0.04523310,-0.03585119,0.67210693,-0.58256218
-5.35167584,1.47061663,-1.03406071,0.00727805,-0.00086022,0.15719329,-0.06154826,0.64127336,-0.42594791,0.42525648,-0.20021215,0.13932256,-0.11083029,0.04396246,-0.03707210,0.68359749,-0.58820792
-5.34567284,1.49641126,-1.04085500,0.00800930,-0.00084426,0.15969807,-0.06185257,0.66911815,-0.42731218,0.43574900,-0.20039599,0.14603924,-0.11127349,0.04256806,-0.03812727,0.69486120,-0.59224519
-5.33966983,1.52068204,-1.04468247,0.00875430,-0.00083689,0.16162188,-0.06186433,0.69819939,-0.42761672,0.44511567,-0.20008385,0.15277230,-0.11150063,0.04108050,-0.03900306,0.70605411,-0.59471400
-5.33366683,1.54356105,-1.04564400,0.00950439,-0.00084045,0.16294222,-0.06158876,0.72850884,-0.42696511,0.45330001,-0.19930673,0.15945213,-0.11154598,0.03953020,-0.03968886,0.71731230,-0.59567164
-5.32766383,1.56516229,-1.04387482,0.01025029,-0.00085750,0.16364559,-0.06103650,0.75999901,-0.42547826,0.46026226,-0.19809795,0.16599780,-0.11144678,0.03794661,-0.04017732,0.72874707,-0.59519149
-5.32166083,1.58558134,-1.03954313,0.01098248,-0.00089084,0.16372883,-0.06022358,0.79258507,-0.42329383,0.46598199,-0.19649255,0.17231866,-0.11124290,0.03635752,-0.04046451,0.74044243,-0.59336226
-5.31565783,1.60489836,-1.03284945,0.01169146,-0.00094346,0.16320028,-0.05917116,0.82614947,-0.42056607,0.47046082,-0.19452711,0.17831642,-0.11097661,0.03478855,-0.04054996,0.75245487,-0.59028787
-5.30965483,1.62318459,-1.02402663,0.01236815,-0.00101855,0.16208084,-0.05790525,0.86054912,-0.41746598,0.47372497,-0.19223994,0.18388802,-0.11069243,0.03326280,-0.04043668,0.76481561,-0.58608780
-5.30365183,1.64051153,-1.01334050,0.01300426,-0.00111946,0.16040474,-0.05645642,0.89562456,-0.41418168,0.47582761,-0.18967153,0.18892885,-0.11043700,0.03180059,-0.04013098,0.77753490,-0.58089796
-5.29764882,1.65696241,-1.00109081,0.01359266,-0.00124965,0.15822012,-0.05485933,0.93121081,-0.41091883,0.47685082,-0.18686534,0.19333644,-0.11025893,0.03041944,-0.03964234,0.79060819,-0.57487178
-5.29164582,1.67264485,-0.98761239,0.01412778,-0.00141264,0.15558922,-0.05315229,0.96714892,-0.40790089,0.47690698,-0.18386878,0.19701433,-0.11020860,0.02913411,-0.03898311,0.80402351,-0.56818146
-5.28564282,1.68770366,-0.97327595,0.01460592,-0.00161198,0.15258828,-0.05137680,1.00329744,-0.40536911,0.47613946,-0.18073425,0.19987590,-0.11033787,0.02795679,-0.03816823,0.81776965,-0.56101906
-5.27963982,1.70233277,-0.95848831,0.01502555,-0.00185116,0.14930707,-0.04957702,1.03954308,-0.40358179,0.47472250,-0.17752022,0.20184804,-0.11069957,0.02689740,-0.03721488,0.83184423,-0.55359721
-5.27363682,1.71678501,-0.94369165,0.01538754,-0.00213359,0.14584804,-0.04779929,1.07580941,-0.40281289,0.47286011,-0.17429221,0.20287443,-0.11134680,0.02596392,-0.03614207,0.84626107,-0.54614915
-5.26763382,1.73137874,-0.92936140,0.01569530,-0.00246248,0.14232518,-0.04609162,1.11206312,-0.40334950,0.47078392,-0.17112350,0.20291824,-0.11233200,0.02516271,-0.03497031,0.86105620,-0.53892798
-5.26163082,1.74650041,-0.91600248,0.01595480,-0.00284078,0.13886244,-0.04450323,1.14831695,-0.40548831,0.46875001,-0.16809556,0.20196407,-0.11370574,0.02449893,-0.03372116,0.87629184,-0.53220475
