energy_ev,total_up,Au_p_up,Au_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-5.61580790,9.70099774,0.47309681,8.41468395,0.01304256,0.38169724,0.94815865,0.00000000
-5.60980490,9.85082930,0.47080667,8.57851840,0.01326560,0.36378272,0.97510781,0.00000000
-5.60380190,9.99484561,0.46859869,8.73688679,0.01345363,0.34620909,1.00142384,0.00000000
-5.59779890,10.13101333,0.46645998,8.88774979,0.01360835,0.32913648,1.02683541,0.00000000
-5.59179590,10.25741040,0.46437114,9.02918793,0.01373320,0.31271154,1.05106908,0.00000000
-5.58579290,10.37230742,0.46230865,9.15947692,0.01383357,0.29706669,1.07385564,0.00000000
-5.57978989,10.47424523,0.46024735,9.27715891,0.01391685,0.28231989,1.09493690,0.00000000
-5.57378689,10.56210472,0.45816302,9.38110579,0.01399262,0.26857476,1.11407225,0.00000000
-5.56778389,10.63516465,0.45603486,9.47057096,0.01407267,0.25592103,1.13104500,0.00000000
-5.56178089,10.69314395,0.45384768,9.54522622,0.01417106,0.24443523,1.14566787,0.00000000
-5.55577789,10.73622532,0.45159377,9.60518118,0.01430411,0.23418148,1.15778757,0.00000000
-5.54977489,10.76505794,0.44927409,9.65098313,0.01449037,0.22521244,1.16728806,0.00000000
-5.54377189,10.78073803,0.44689904,9.68359650,0.01475051,0.21757011,1.17409242,0.00000000
-5.53776888,10.78476717,0.44448838,9.70436185,0.01510714,0.21128658,1.17816314,0.00000000
-5.53176588,10.77898942,0.44207054,9.71493560,0.01558461,0.20638471,1.17950087,0.00000000
-5.52576288,10.76550963,0.43968126,9.71721278,0.01620869,0.20287845,1.17814177,0.00000000
-5.51975988,10.74659634,0.43736153,9.71323606,0.01700618,0.20077306,1.17415354,0.00000000
-5.51375688,10.72457365,0.43515510,9.70509520,0.01800445,0.20006512,1.16763046,0.00000000
-5.50775388,10.70170732,0.43310559,9.69482187,0.01923092,0.20074219,1.15868777,0.00000000
-5.50175088,10.68009070,0.43125332,9.68428499,0.02071245,0.20278248,1.14745564,0.00000000
-5.49574787,10.66153639,0.42963222,9.67509200,0.02247466,0.20615422,1.13407331,0.00000000
-5.48974487,10.64747925,0.42826679,9.66850144,0.02454130,0.21081506,1.11868347,0.00000000
-5.48374187,10.63889613,0.42716945,9.66535135,0.02693347,0.21671143,1.10142747,0.00000000
-5.47773887,10.63624669,0.42633837,9.66600772,0.02966900,0.22377799,1.08244135,0.00000000
-5.47173587,10.63943866,0.42575595,9.67033585,0.03276173,0.23193721,1.06185312,0.00000000
-5.46573287,10.64781993,0.42538802,9.67769655,0.03622102,0.24109921,1.03978117,0.00000000
-5.45972986,10.66019806,0.42518394,9.68696768,0.04005126,0.25116187,1.01633387,0.00000000
-5.45372686,10.67488668,0.42507741,9.69659026,0.04425157,0.26201136,0.99161038,0.00000000
-5.44772386,10.68977679,0.42498822,9.70463708,0.04881572,0.27352300,0.96570231,0.00000000
-5.44172086,10.70242952,0.42482470,9.70890061,0.05373218,0.28556261,0.93869621,0.00000000
-5.43571786,10.71018608,0.42448678,9.70699581,0.05898448,0.29798825,0.91067649,0.00000000
-5.42971486,10.71028943,0.42386962,9.69647294,0.06455175,0.31065246,0.88172856,0.00000000
-5.42371186,10.70001197,0.42286751,9.67493485,0.07040946,0.32340478,0.85194190,0.00000000
-5.41770885,10.67678290,0.42137801,9.64015295,0.07653042,0.33609461,0.82141281,0.00000000
-5.41170585,10.63830941,0.41930594,9.59017637,0.08288585,0.34857430,0.79024665,0.00000000
-5.40570285,10.58268584,0.41656726,9.52342917,0.08944666,0.36070234,0.75855934,0.00000000
-5.39969985,10.50848595,0.41309252,9.43879100,0.09618470,0.37234648,0.72647809,0.00000000
-5.39369685,10.41483412,0.40882973,9.33565790,0.10307395,0.38338675,0.69414131,0.00000000
-5.38769385,10.30145273,0.40374660,9.21398058,0.11009165,0.39371817,0.66169764,0.00000000
-5.38169085,10.16868394,0.39783210,9.07427914,0.11721918,0.40325302,0.62930424,0.00000000
-5.37568784,10.01748567,0.39109710,8.91763404,0.12444268,0.41192261,0.59712451,0.00000000
-5.36968484,9.84940271,0.38357431,8.74565475,0.13175331,0.41967840,0.56532523,0.00000000
-5.36368184,9.66651517,0.37531738,8.56042822,0.13914711,0.42649244,0.53407343,0.00000000
-5.35767884,9.47136767,0.36639936,8.36445059,0.14662439,0.43235706,0.50353312,0.00000000
-5.35167584,9.26688322,0.35691048,8.16054595,0.15418874,0.43728389,0.47386204,0.00000000
-5.34567284,9.05626671,0.34695545,7.95177681,0.16184560,0.44130217,0.44520860,0.00000000
-5.33966983,8.84290292,0.33665044,7.74135081,0.16960049,0.44445648,0.41770920,0.00000000
-5.33366683,8.63025411,0.32611981,7.53252835,0.17745697,0.44680392,0.39148593,0.00000000
-5.32766383,8.42176207,0.31549276,7.32853531,0.18541443,0.44841106,0.36664482,0.00000000
-5.32166083,8.22075870,0.30490012,7.13248462,0.19346588,0.44935058,0.34327467,0.00000000
-5.31565783,8.03038875,0.29447124,6.94730960,0.20159588,0.44969795,0.32144641,0.00000000
-5.30965483,7.85354714,0.28433135,6.77571100,0.20977871,0.44952827,0.30121298,0.00000000
-5.30365183,7.69283241,0.27459915,6.62011872,0.21797697,0.44891329,0.28260981,0.00000000
-5.29764882,7.55051671,0.26538502,6.48266844,0.22614076,0.44791907,0.26565554,0.00000000
-5.29164582,7.42853164,0.25678958,6.36519194,0.23420740,0.44660395,0.25035327,0.00000000
-5.28564282,7.32846840,0.24890284,6.26921959,0.24210201,0.44501734,0.23669189,0.00000000
-5.27963982,7.25158985,0.24180381,6.19599240,0.24973868,0.44319904,0.22464760,0.00000000
-5.27363682,7.19885149,0.23556043,6.14648089,0.25702243,0.44117921,0.21418546,0.00000000
-5.26763382,7.17092799,0.23022993,6.12140767,0.26385183,0.43897901,0.20526093,0.00000000
-5.26163082,7.16824203,0.22585943,6.12127053,0.27012209,0.43661162,0.19782119,0.00000000
-5.25562781,7.19099202,0.22248661,6.14636346,0.27572861,0.43408378,0.19180636,0.00000000
-5.24962481,7.23917612,0.22014052,6.19679310,0.28057072,0.43139751,0.18715043,0.00000000
-5.24362181,7.31261011,0.21884230,6.27248898,0.28455550,0.42855193,0.18378204,0.00000000
-5.23761881,7.41093804,0.21860575,6.37320678,0.28760135,0.42554510,0.18162488,0.00000000
-5.23161581,7.53363491,0.21943775,6.49852438,0.28964130,0.42237564,0.18059801,0.00000000
-5.22561281,7.68000187,0.22133844,6.64783159,0.29062575,0.41904411,0.18061591,0.00000000
-5.21960980,7.84915526,0.22430106,6.82031515,0.29052455,0.41555395,0.18158844,0.00000000
-5.21360680,8.04001142,0.22831162,7.01494106,0.28932837,0.41191214,0.18342074,0.00000000
-5.20760380,8.25126998,0.23334837,7.23043700,0.28704917,0.40812927,0.18601313,0.00000000
-5.20160080,8.48139854,0.23938099,7.46527779,0.28371991,0.40421935,0.18926114,0.00000000
-5.19559780,8.72862186,0.24636985,7.71767662,0.27939351,0.40019922,0.19305561,0.00000000
-5.18959480,8.99091851,0.25426519,7.98558487,0.27414097,0.39608769,0.19728311,0.00000000
-5.18359180,9.26602741,0.26300645,8.26670261,0.26804908,0.39190460,0.20182659,0.00000000
-5.17758879,9.55146628,0.27252182,8.55850126,0.26121754,0.38766981,0.20656630,0.00000000
-5.17158579,9.84456292,0.28272808,8.85825913,0.25375589,0.38340227,0.21138109,0.00000000
-5.16558279,10.14249943,0.29353089,9.16310941,0.24578027,0.37911930,0.21614995,0.00000000
-5.15957979,10.44236847,0.30482549,9.47009956,0.23741021,0.37483618,0.22075390,0.00000000
-5.15357679,10.74123962,0.31649785,9.77625973,0.22876564,0.37056595,0.22507807,0.00000000
-5.14757379,11.03623306,0.32842644,10.07867749,0.21996417,0.36631968,0.22901388,0.00000000
-5.14157079,11.32459711,0.34048429,10.37457513,0.21111872,0.36210702,0.23246141,0.00000000
-5.13556778,11.60378572,0.35254161,10.66138588,0.20233565,0.35793704,0.23533161,0.00000000
-5.12956478,11.87153164,0.36446864,10.93682482,0.19371330,0.35381930,0.23754848,0.00000000
-5.12356178,12.12591160,0.37613875,11.19895098,0.18534105,0.34976504,0.23905093,0.00000000
-5.11755878,12.36539958,0.38743165,11.44621710,0.17729873,0.34578840,0.23979435,0.00000000
-5.11155578,12.58890560,0.39823657,11.67750470,0.16965648,0.34190755,0.23975180,0.00000000
-5.10555278,12.79579792,0.40845533,11.89214262,0.16247488,0.33814560,0.23891456,0.00000000
-5.09954977,12.98590775,0.41800512,12.08990859,0.15580532,0.33453125,0.23729237,0.00000000
-5.09354677,13.15951680,0.42682092,12.27101417,0.14969061,0.33109910,0.23491293,0.00000000
-5.08754377,13.31732883,0.43485749,12.43607462,0.14416555,0.32788950,0.23182092,0.00000000
-5.08154077,13.46042761,0.44209087,12.58606615,0.13925769,0.32494806,0.22807653,0.00000000
-5.07553777,13.59022424,0.44851930,12.72227358,0.13498799,0.32232476,0.22375351,0.00000000
-5.06953477,13.70839744,0.45416361,12.84623206,0.13137147,0.32007262,0.21893677,0.00000000
-5.06353177,13.81683064,0.45906699,12.95966647,0.12841779,0.31824623,0.21371977,0.00000000
-5.05752876,13.91754939,0.46329427,13.06443219,0.12613175,0.31689991,0.20820166,0.00000000
-5.05152576,14.01266248,0.46693063,13.16246020,0.12451370,0.31608593,0.20248439,0.00000000
-5.04552276,14.10430926,0.47007981,13.25570907,0.12355988,0.31585255,0.19666974,0.00000000
-5.03951976,14.19461491,0.47286186,13.34612525,0.12326266,0.31624219,0.19085656,0.00000000
-5.03351676,14.28565425,0.47541053,13.43561229,0.12361070,0.31728975,0.18513824,0.00000000
-5.02751376,14.37942395,0.47787014,13.52600857,0.12458908,0.31902112,0.17960038,0.00000000
-5.02151076,14.47782183,0.48039224,13.61907203,0.12617929,0.32145188,0.17431890,0.00000000
-5.01550775,14.58263123,0.48313186,13.71647008,0.12835923,0.32458631,0.16935852,0.00000000
-5.00950475,14.69550801,0.48624356,13.81977187,0.13110305,0.32841668,0.16477170,0.00000000
-5.00350175,14.81796751,0.48987729,13.93044016,0.13438100,0.33292278,0.16059792,0.00000000
-4.99749875,14.95136884,0.49417409,14.04982023,0.13815919,0.33807175,0.15686350,0.00000000
-4.99149575,15.09689421,0.49926183,14.17912338,0.14239927,0.34381810,0.15358174,0.00000000
-4.98549275,15.25552213,0.50525097,14.31940353,0.14705812,0.35010403,0.15075350,0.00000000
-4.97948974,15.42799364,0.51223061,14.47152614,0.15208752,0.35685990,0.14836798,0.00000000
-4.97348674,15.61477215,0.52026494,14.63612974,0.15743384,0.36400496,0.14640392,0.00000000
-4.96748374,15.81599849,0.52939013,14.81358153,0.16303782,0.37144826,0.14483090,0.00000000
-4.96148074,16.03144367,0.53961204,15.00392922,0.16883447,0.37908983,0.14361089,0.00000000
-4.95547774,16.26046264,0.55090472,15.20685240,0.17475316,0.38682201,0.14269985,0.00000000
-4.94947474,16.50195300,0.56320995,15.42161716,0.18071791,0.39453108,0.14204938,0.00000000
-4.94347174,16.75432280,0.57643782,15.64703792,0.18664800,0.40209908,0.14160847,0.00000000
-4.93746873,17.01547140,0.59046854,15.88145063,0.19245882,0.40940591,0.14132506,0.00000000
-4.93146573,17.28278694,0.60515531,16.12270072,0.19806314,0.41633156,0.14114764,0.00000000
-4.92546273,17.55316327,0.62032837,16.36814905,0.20337264,0.42275861,0.14102665,0.00000000
-4.91945973,17.82303793,0.63580001,16.61469761,0.20829975,0.42857475,0.14091578,0.00000000
-4.91345673,18.08845179,0.65137039,16.85883595,0.21275978,0.43367537,0.14077303,0.00000000
-4.90745373,18.34512950,0.66683393,17.09670808,0.21667323,0.43796617,0.14056163,0.00000000
-4.90145073,18.58857873,0.68198606,17.32419814,0.21996823,0.44136552,0.14025071,0.00000000
-4.89544772,18.81420478,0.69663003,17.53703228,0.22258303,0.44380666,0.13981577,0.00000000
-4.88944472,19.01743661,0.71058337,17.73089303,0.22446833,0.44523954,0.13923891,0.00000000
-4.88344172,19.19385905,0.72368397,17.90154178,0.22558951,0.44563223,0.13850893,0.00000000
-4.87743872,19.33934620,0.73579530,18.04494452,0.22592855,0.44497184,0.13762118,0.00000000
-4.87143572,19.45019043,0.74681064,18.15739589,0.22548561,0.44326492,0.13657731,0.00000000
-4.86543272,19.52322191,0.75665629,18.23563655,0.22428013,0.44053731,0.13538483,0.00000000
-4.85942971,19.55591413,0.76529348,18.27695943,0.22235150,0.43683345,0.13405666,0.00000000
-4.85342671,19.54647151,0.77271915,18.27930096,0.21975923,0.43221515,0.13261054,0.00000000
-4.84742371,19.49389608,0.77896552,18.24131408,0.21658260,0.42676004,0.13106848,0.00000000
-4.84142071,19.39803123,0.78409860,18.16242072,0.21291990,0.42055951,0.12945612,0.00000000
-4.83541771,19.25958164,0.78821585,18.04284234,0.20888714,0.41371653,0.12780219,0.00000000
-4.82941471,19.08010889,0.79144297,17.88360787,0.20461653,0.40634323,0.12613794,0.00000000
-4.82341171,18.86200386,0.79393020,17.68653925,0.20025457,0.39855845,0.12449659,0.00000000
-4.81740870,18.60843675,0.79584816,17.45421529,0.19595986,0.39048530,0.12291287,0.00000000
-4.81140570,18.32328698,0.79738336,17.18991540,0.19190090,0.38224879,0.12142247,0.00000000
-4.80540270,18.01105481,0.79873368,16.89754478,0.18825354,0.37397361,0.12006157,0.00000000
-4.79939970,17.67675733,0.80010359,16.58154325,0.18519851,0.36578204,0.11886630,0.00000000
-4.79339670,17.32581134,0.80169948,16.24678020,0.18291875,0.35779203,0.11787217,0.00000000
-4.78739370,16.96390589,0.80372485,15.89843806,0.18159672,0.35011541,0.11711342,0.00000000
-4.78139070,16.59686726,0.80637556,15.54188716,0.18141161,0.34285621,0.11662225,0.00000000
-4.77538769,16.23051936,0.80983497,15.18255488,0.18253641,0.33610906,0.11642808,0.00000000
-4.76938469,15.87054266,0.81426911,14.82579211,0.18513487,0.32995773,0.11655657,0.00000000
-4.76338169,15.52233486,0.81982181,14.47674047,0.18935829,0.32447360,0.11702875,0.00000000
-4.75737869,15.19087681,0.82660985,14.14020362,0.19534214,0.31971428,0.11785996,0.00000000
-4.75137569,14.88060724,0.83471833,13.82052633,0.20320256,0.31572230,0.11905891,0.00000000
-4.74537269,14.59531008,0.84419626,13.52148499,0.21303270,0.31252389,0.12062680,0.00000000
-4.73936968,14.33801809,0.85505263,13.24619313,0.22489906,0.31012801,0.12255651,0.00000000
-4.73336668,14.11093630,0.86725317,12.99702554,0.23883782,0.30852560,0.12483199,0.00000000
-4.72736368,13.91538872,0.88071805,12.77556393,0.25485137,0.30768929,0.12742797,0.00000000
-4.72136068,13.75179088,0.89532068,12.58256679,0.27290515,0.30757347,0.13030988,0.00000000
-4.71535768,13.61965024,0.91088790,12.41796517,0.29292497,0.30811498,0.13343414,0.00000000
-4.70935468,13.51759555,0.92720177,12.28088539,0.31479495,0.30923439,0.13674886,0.00000000
-4.70335168,13.44343500,0.94400294,12.16969830,0.33835639,0.31083795,0.14019486,0.00000000
-4.69734867,13.39424196,0.96099587,12.08209397,0.36340755,0.31282015,0.14370710,0.00000000
-4.69134567,13.36646557,0.97785565,12.01517917,0.38970465,0.31506692,0.14721637,0.00000000
-4.68534267,13.35606250,0.99423639,11.96559408,0.41696409,0.31745940,0.15065138,0.00000000
-4.67933967,13.35864500,1.00978108,11.92964364,0.44486604,0.31987804,0.15394088,0.00000000
-4.67333667,13.36963931,1.02413233,11.90343808,0.47305935,0.32220711,0.15701606,0.00000000
-4.66733367,13.38444806,1.03694392,11.88303681,0.50116772,0.32433911,0.15981287,0.00000000
-4.66133067,13.39861008,1.04789253,11.86458956,0.52879715,0.32617926,0.16227425,0.00000000
-4.65532766,13.40795078,1.05668918,11.84446866,0.55554436,0.32764952,0.16435223,0.00000000
-4.64932466,13.40871702,1.06309003,11.81938711,0.58100598,0.32869218,0.16600968,0.00000000
-4.64332166,13.39769105,1.06690589,11.78649748,0.60478834,0.32927272,0.16722178,0.00000000
-4.63731866,13.37227901,1.06801011,11.74346808,0.62651743,0.32938184,0.16797698,0.00000000
-4.63131566,13.33057103,1.06634441,11.68853377,0.64584873,0.32903647,0.16827750,0.00000000
-4.62531266,13.27137128,1.06192233,11.62052018,0.66247660,0.32827979,0.16813941,0.00000000
-4.61930965,13.19419769,1.05483015,11.53884173,0.67614280,0.32718014,0.16759210,0.00000000
-4.61330665,13.09925273,1.04522505,11.44347466,0.68664386,0.32582890,0.16667732,0.00000000
-4.60730365,12.98736792,1.03333062,11.33490802,0.69383706,0.32433743,0.16544783,0.00000000
-4.60130065,12.85992571,1.01942980,11.21407614,0.69764462,0.32283308,0.16396556,0.00000000
-4.59529765,12.71876350,1.00385543,11.08227695,0.69805609,0.32145455,0.16229958,0.00000000
-4.58929465,12.56606508,0.98697881,10.94108113,0.69512866,0.32034675,0.16052375,0.00000000
-4.58329165,12.40424499,0.96919667,10.79223694,0.68898552,0.31965529,0.15871431,0.00000000
-4.57728864,12.23583138,0.95091707,10.63757568,0.67981218,0.31952094,0.15694734,0.00000000
-4.57128564,12.06335277,0.93254475,10.47892228,0.66785087,0.32007419,0.15529638,0.00000000
-4.56528264,11.88923333,0.91446656,10.31801489,0.65339339,0.32143020,0.15383007,0.00000000
-4.55927964,11.71570079,0.89703758,10.15643652,0.63677237,0.32368423,0.15261003,0.00000000
-4.55327664,11.54471016,0.88056849,9.99556116,0.61835158,0.32690793,0.15168911,0.00000000
-4.54727364,11.37788553,0.86531469,9.83651559,0.59851543,0.33114637,0.15110980,0.00000000
-4.54127064,11.21648112,0.85146782,9.68015738,0.57765811,0.33641622,0.15090317,0.00000000
-4.53526763,11.06136197,0.83914975,9.52706868,0.55617281,0.34270489,0.15108812,0.00000000
-4.52926463,10.91300369,0.82840960,9.37756466,0.53444135,0.34997089,0.15167114,0.00000000
-4.52326163,10.77150979,0.81922372,9.23171483,0.51282467,0.35814529,0.15264638,0.00000000
-4.51725863,10.63664468,0.81149880,9.08937495,0.49165433,0.36713417,0.15399623,0.00000000
-4.51125563,10.50787970,0.80507774,8.95022706,0.47122561,0.37682219,0.15569222,0.00000000
-4.50525263,10.38444924,0.79974827,8.81382491,0.45179203,0.38707691,0.15769633,0.00000000
-4.49924962,10.26541373,0.79525369,8.67964192,0.43356178,0.39775384,0.15996250,0.00000000
-4.49324662,10.14972643,0.79130540,8.54711928,0.41669587,0.40870199,0.16243846,0.00000000
-4.48724362,10.03630055,0.78759654,8.41571164,0.40130811,0.41976964,0.16506767,0.00000000
-4.48124062,9.92407403,0.78381612,8.28492841,0.38746678,0.43081022,0.16779136,0.00000000
-4.47523762,9.81206900,0.77966309,8.15436905,0.37519781,0.44168793,0.17055058,0.00000000
-4.46923462,9.69944384,0.77485951,8.02375108,0.36448929,0.45228290,0.17328816,0.00000000
-4.46323162,9.58553594,0.76916249,7.89293013,0.35529690,0.46249567,0.17595056,0.00000000
-4.45722861,9.46989387,0.76237416,7.76191179,0.34755016,0.47225083,0.17848943,0.00000000
-4.45122561,9.35229834,0.75434938,7.63085536,0.34115892,0.48149952,0.18086294,0.00000000
-4.44522261,9.23277177,0.74500089,7.50007036,0.33601993,0.49022079,0.18303678,0.00000000
-4.43921961,9.11157688,0.73430171,7.37000644,0.33202310,0.49842170,0.18498477,0.00000000
-4.43321661,8.98920541,0.72228476,7.24123844,0.32905719,0.50613607,0.18668908,0.00000000
-4.42721361,8.86635831,0.70903990,7.11444770,0.32701462,0.51342212,0.18814015,0.00000000
-4.42121061,8.74391914,0.69470856,6.99040158,0.32579529,0.52035887,0.18933611,0.00000000
-4.41520760,8.62292299,0.67947630,6.86993266,0.32530927,0.52704161,0.19028204,0.00000000
-4.40920460,8.50452290,0.66356384,6.75391935,0.32547824,0.53357671,0.19098885,0.00000000
-4.40320160,8.38995605,0.64721697,6.64326917,0.32623586,0.54007584,0.19147205,0.00000000
-4.39719860,8.28051191,0.63069592,6.53890594,0.32752693,0.54665012,0.19175033,0.00000000
-4.39119560,8.17750391,0.61426473,6.44176153,0.32930567,0.55340436,0.19184419,0.00000000
-4.38519260,8.08224618,0.59818106,6.35277255,0.33153330,0.56043182,0.19177456,0.00000000
-4.37918959,7.99603619,0.58268701,6.27288173,0.33417496,0.56780956,0.19156157,0.00000000
-4.37318659,7.92014350,0.56800125,6.20304345,0.33719652,0.57559500,0.19122356,0.00000000
-4.36718359,7.85580442,0.55431272,6.14423223,0.34056126,0.58382349,0.19077630,0.00000000
-4.36118059,7.80422167,0.54177615,6.09745262,0.34422684,0.59250734,0.19023250,0.00000000
-4.35517759,7.76656748,0.53050942,6.06374877,0.34814269,0.60163613,0.18960172,0.00000000
-4.34917459,7.74398841,0.52059272,6.04421153,0.35224802,0.61117844,0.18889043,0.00000000
-4.34317159,7.73760966,0.51206940,6.03998098,0.35647059,0.62108486,0.18810253,0.00000000
-4.33716858,7.74853647,0.50494827,6.05224236,0.36072636,0.63129197,0.18723993,0.00000000
-4.33116558,7.77785053,0.49920708,6.08221376,0.36491996,0.64172725,0.18630345,0.00000000
-4.32516258,7.82659925,0.49479681,6.13112399,0.36894600,0.65231445,0.18529373,0.00000000
-4.31915958,7.89577641,0.49164651,6.20018011,0.37269116,0.66297918,0.18421217,0.00000000
-4.31315658,7.98629322,0.48966823,6.29052426,0.37603697,0.67365437,0.18306187,0.00000000
-4.30715358,8.09893957,0.48876187,6.40318067,0.37886300,0.68428525,0.18184835,0.00000000
