energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.74187094,4.08569056,0.01356050,0.31152356,0.75737340,2.02806549,1.73271827,0.00000000,0.70320135,0.49085121
-5.73586793,4.14013748,0.01286924,0.31309239,0.76852090,2.08096293,1.74780342,0.00000000,0.70880820,0.48626712
-5.72986493,4.19413998,0.01215441,0.31445313,0.78009462,2.13317147,1.76232355,0.00000000,0.71582238,0.48185715
-5.72386193,4.24797778,0.01142827,0.31569952,0.79224738,2.18426705,1.77670071,0.00000000,0.72450562,0.47781625
-5.71785893,4.30181543,0.01070262,0.31691537,0.80509309,2.23378486,1.79132082,0.00000000,0.73506997,0.47431429
-5.71185593,4.35567784,0.00998847,0.31816970,0.81869683,2.28122477,1.80651223,0.00000000,0.74766667,0.47148953
-5.70585293,4.40943072,0.00929576,0.31951248,0.83306670,2.32605788,1.82252620,0.00000000,0.76237686,0.46944329
-5.69984992,4.46276678,0.00863317,0.32097137,0.84814800,2.36773421,1.83952001,0.00000000,0.77920454,0.46823608
-5.69384692,4.51519877,0.00800796,0.32254960,0.86382007,2.40569135,1.85754367,0.00000000,0.79807208,0.46788519
-5.68784392,4.56605998,0.00742583,0.32422499,0.87989600,2.43936394,1.87653082,0.00000000,0.81881855,0.46836402
-5.68184092,4.61451238,0.00689093,0.32595033,0.89612536,2.46819391,1.89629433,0.00000000,0.84120095,0.46960301
-5.67583792,4.65956253,0.00640581,0.32765498,0.91219991,2.49164120,1.91652701,0.00000000,0.86489837,0.47149219
-5.66983492,4.70008491,0.00597155,0.32924767,0.92776215,2.50919486,1.93680743,0.00000000,0.88951898,0.47388522
-5.66383192,4.73485198,0.00558782,0.33062030,0.94241629,2.52038420,1.95661073,0.00000000,0.91460953,0.47660475
-5.65782891,4.76257005,0.00525303,0.33165262,0.95574130,2.52478990,1.97532415,0.00000000,0.93966732,0.47944889
-5.65182591,4.78191966,0.00496451,0.33221742,0.96730546,2.52205458,1.99226672,0.00000000,0.96415389,0.48219857
-5.64582291,4.79159912,0.00471870,0.33218615,0.97668171,2.51189290,2.00671229,0.00000000,0.98751026,0.48462539
-5.63981991,4.79036956,0.00451134,0.33143449,0.98346330,2.49410058,2.01791513,0.00000000,1.00917310,0.48649979
-5.63381691,4.77709983,0.00433766,0.32984782,0.98727893,2.46856228,2.02513700,0.00000000,1.02859124,0.48759922
-5.62781391,4.75080942,0.00419262,0.32732611,0.98780680,2.43525810,2.02767471,0.00000000,1.04524205,0.48771587
-5.62181091,4.71070802,0.00407101,0.32378824,0.98478695,2.39426821,2.02488699,0.00000000,1.05864710,0.48666390
-5.61580790,4.65622980,0.00396773,0.31917538,0.97803144,2.34577578,2.01621964,0.00000000,1.06838661,0.48428577
-5.60980490,4.58706144,0.00387783,0.31345351,0.96743195,2.29006763,2.00122796,0.00000000,1.07411213,0.48045748
-5.60380190,4.50316247,0.00379671,0.30661479,0.95296450,2.22753274,1.97959557,0.00000000,1.07555714,0.47509262
-5.59779890,4.40477727,0.00372019,0.29867800,0.93469119,2.15865849,1.95114878,0.00000000,1.07254521,0.46814505
-5.59179590,4.29243811,0.00364458,0.28968784,0.91275891,2.08402439,1.91586606,0.00000000,1.06499534,0.45961016
-5.58579290,4.16695912,0.00356676,0.27971343,0.88739523,2.00429373,1.87388227,0.00000000,1.05292446,0.44952474
-5.57978989,4.02942119,0.00348420,0.26884589,0.85890153,1.92020284,1.82548732,0.00000000,1.03644694,0.43796542
-5.57378689,3.88114854,0.00339497,0.25719530,0.82764396,1.83254850,1.77111955,0.00000000,1.01577118,0.42504585
-5.56778389,3.72367751,0.00329772,0.24488714,0.79404235,1.74217360,1.71135405,0.00000000,0.99119338,0.41091271
-5.56178089,3.55871891,0.00319168,0.23205839,0.75855783,1.64995141,1.64688639,0.00000000,0.96308877,0.39574075
-5.55577789,3.38811516,0.00307659,0.21885350,0.72167947,1.55676891,1.57851250,0.00000000,0.93190061,0.37972708
-5.54977489,3.21379387,0.00295268,0.20542031,0.68391057,1.46350966,1.50710559,0.00000000,0.89812734,0.36308481
-5.54377189,3.03771942,0.00282059,0.19190614,0.64575508,1.37103668,1.43359089,0.00000000,0.86230841,0.34603654
-5.53776888,2.86184442,0.00268130,0.17845419,0.60770463,1.28017586,1.35891945,0.00000000,0.82500927,0.32880770
-5.53176588,2.68806273,0.00253608,0.16520029,0.57022658,1.19170044,1.28404181,0.00000000,0.78680606,0.31162010
-5.52576288,2.51816555,0.00238639,0.15227011,0.53375353,1.10631710,1.20988268,0.00000000,0.74827059,0.29468588
-5.51975988,2.35380227,0.00223386,0.13977690,0.49867448,1.02465395,1.13731754,0.00000000,0.70995602,0.27820213
-5.51375688,2.19644700,0.00208016,0.12781981,0.46532790,0.94725091,1.06715184,0.00000000,0.67238385,0.26234622
-5.50775388,2.04737206,0.00192697,0.11648269,0.43399678,0.87455276,1.00010359,0.00000000,0.63603248,0.24727208
-5.50175088,1.90762869,0.00177595,0.10583347,0.40490576,0.80690484,0.93678970,0.00000000,0.60132782,0.23310749
-5.49574787,1.77803559,0.00162864,0.09592404,0.37822017,0.74455170,0.87771643,0.00000000,0.56863596,0.21995237
-5.48974487,1.65917494,0.00148645,0.08679053,0.35404690,0.68763835,0.82327386,0.00000000,0.53825816,0.20787810
-5.48374187,1.55139569,0.00135063,0.07845405,0.33243696,0.63621414,0.77373448,0.00000000,0.51042812,0.19692784
-5.47773887,1.45482333,0.00122223,0.07092163,0.31338932,0.59023887,0.72925543,0.00000000,0.48531139,0.18711768
-5.47173587,1.36937525,0.00110211,0.06418755,0.29685591,0.54959076,0.68988401,0.00000000,0.46300674,0.17843865
-5.46573287,1.29478064,0.00099092,0.05823468,0.28274739,0.51407591,0.65556596,0.00000000,0.44354924,0.17085919
-5.45972986,1.23060360,0.00088908,0.05303602,0.27093935,0.48343873,0.62615583,0.00000000,0.42691477,0.16432822
-5.45372686,1.17626841,0.00079683,0.04855626,0.26127878,0.45737290,0.60142887,0.00000000,0.41302548,0.15877840
-5.44772386,1.13108565,0.00071421,0.04475327,0.25359041,0.43553248,0.58109369,0.00000000,0.40175601,0.15412952
-5.44172086,1.09427809,0.00064110,0.04157956,0.24768273,0.41754262,0.56480532,0.00000000,0.39294007,0.15029191
-5.43571786,1.06500559,0.00057721,0.03898367,0.24335365,0.40300976,0.55217794,0.00000000,0.38637708,0.14716961
-5.42971486,1.04238809,0.00052212,0.03691133,0.24039545,0.39153084,0.54279700,0.00000000,0.38183865,0.14466338
-5.42371186,1.02552641,0.00047530,0.03530661,0.23859918,0.38270153,0.53623040,0.00000000,0.37907479,0.14267324
-5.41770885,1.01352036,0.00043614,0.03411283,0.23775832,0.37612329,0.53203862,0.00000000,0.37781966,0.14110079
-5.41170585,1.00548435,0.00040395,0.03327341,0.23767185,0.37140927,0.52978356,0.00000000,0.37779687,0.13985099
-5.40570285,1.00056035,0.00037799,0.03273255,0.23814672,0.36818919,0.52903624,0.00000000,0.37872437,0.13883369
-5.39969985,0.99792861,0.00035752,0.03243587,0.23899986,0.36611318,0.52938338,0.00000000,0.38031896,0.13796472
-5.39369685,0.99681645,0.00034177,0.03233086,0.24005977,0.36485475,0.53043299,0.00000000,0.38230046,0.13716671
-5.38769385,0.99650535,0.00032998,0.03236742,0.24116784,0.36411320,0.53181906,0.00000000,0.38439575,0.13636967
-5.38169085,0.99633684,0.00032140,0.03249823,0.24217945,0.36361528,0.53320559,0.00000000,0.38634266,0.13551140
-5.37568784,0.99571738,0.00031533,0.03267915,0.24296491,0.36311663,0.53428992,0.00000000,0.38789373,0.13453771
-5.36968484,0.99412245,0.00031112,0.03286959,0.24341035,0.36240272,0.53480555,0.00000000,0.38882003,0.13340256
-5.36368184,0.99109999,0.00030815,0.03303283,0.24341843,0.36128960,0.53452447,0.00000000,0.38891480,0.13206813
-5.35767884,0.98627310,0.00030587,0.03313637,0.24290902,0.35962430,0.53325879,0.00000000,0.38799696,0.13050486
-5.35167584,0.97934200,0.00030380,0.03315219,0.24181965,0.35728500,0.53086190,0.00000000,0.38591439,0.12869133
-5.34567284,0.97008502,0.00030152,0.03305701,0.24010582,0.35418080,0.52722886,0.00000000,0.38254678,0.12661419
-5.33966983,0.95835838,0.00029867,0.03283245,0.23774095,0.35025109,0.52229594,0.00000000,0.37780788,0.12426793
-5.33366683,0.94409464,0.00029500,0.03246514,0.23471609,0.34546445,0.51603935,0.00000000,0.37164709,0.12165454
-5.32766383,0.92729954,0.00029028,0.03194678,0.23103912,0.33981695,0.50847294,0.00000000,0.36405016,0.11878307
-5.32166083,0.90804712,0.00028438,0.03127397,0.22673368,0.33332999,0.49964496,0.00000000,0.35503892,0.11566902
-5.31565783,0.88647326,0.00027723,0.03044810,0.22183748,0.32604747,0.48963392,0.00000000,0.34466995,0.11233354
-5.30965483,0.86276745,0.00026880,0.02947497,0.21640039,0.31803246,0.47854354,0.00000000,0.33303225,0.10880258
-5.30365183,0.83716328,0.00025915,0.02836444,0.21048209,0.30936349,0.46649715,0.00000000,0.32024388,0.10510582
-5.29764882,0.80992775,0.00024834,0.02712987,0.20414945,0.30013047,0.45363153,0.00000000,0.30644772,0.10127552
-5.29164582,0.78135006,0.00023650,0.02578757,0.19747382,0.29043044,0.44009073,0.00000000,0.29180646,0.09734535
-5.28564282,0.75173007,0.00022379,0.02435612,0.19052825,0.28036340,0.42601982,0.00000000,0.27649716,0.09334918
-5.27963982,0.72136717,0.00021038,0.02285569,0.18338481,0.27002832,0.41155923,0.00000000,0.26070541,0.08931992
-5.27363682,0.69055006,0.00019646,0.02130733,0.17611217,0.25951948,0.39683964,0.00000000,0.24461955,0.08528851
-5.26763382,0.65954771,0.00018223,0.01973230,0.16877353,0.24892348,0.38197787,0.00000000,0.22842501,0.08128297
-5.26163082,0.62860212,0.00016787,0.01815142,0.16142497,0.23831677,0.36707383,0.00000000,0.21229918,0.07732774
-5.25562781,0.59792298,0.00015358,0.01658448,0.15411428,0.22776411,0.35220871,0.00000000,0.19640685,0.07344320
-5.24962481,0.56768450,0.00013954,0.01504973,0.14688042,0.21731768,0.33744438,0.00000000,0.18089649,0.06964540
-5.24362181,0.53802433,0.00012590,0.01356349,0.13975339,0.20701704,0.32282406,0.00000000,0.16589740,0.06594613
-5.23761881,0.50904448,0.00011280,0.01213984,0.13275470,0.19688986,0.30837397,0.00000000,0.15151785,0.06235305
-5.23161581,0.48081411,0.00010035,0.01079042,0.12589823,0.18695320,0.29410593,0.00000000,0.13784419,0.05887017
-5.22561281,0.45337361,0.00008865,0.00952433,0.11919139,0.17721531,0.28002063,0.00000000,0.12494077,0.05549840
-5.21960980,0.42673989,0.00007776,0.00834816,0.11263656,0.16767772,0.26611122,0.00000000,0.11285075,0.05223623
-5.21360680,0.40091216,0.00006772,0.00726603,0.10623268,0.15833757,0.25236714,0.00000000,0.10159758,0.04908045
-5.20760380,0.37587794,0.00005856,0.00627983,0.09997673,0.14918984,0.23877765,0.00000000,0.09118700,0.04602689
-5.20160080,0.35161879,0.00005028,0.00538937,0.09386523,0.14022946,0.22533515,0.00000000,0.08160938,0.04307111
-5.19559780,0.32811550,0.00004286,0.00459268,0.08789551,0.13145310,0.21203779,0.00000000,0.07284234,0.04020901
-5.18959480,0.30535234,0.00003628,0.00388631,0.08206667,0.12286059,0.19889142,0.00000000,0.06485339,0.03743732
-5.18359180,0.28332032,0.00003049,0.00326562,0.07638033,0.11445591,0.18591081,0.00000000,0.05760250,0.03475395
-5.17758879,0.26201922,0.00002544,0.00272507,0.07084104,0.10624764,0.17311995,0.00000000,0.05104455,0.03215821
-5.17158579,0.24145853,0.00002108,0.00225855,0.06545632,0.09824899,0.16055169,0.00000000,0.04513145,0.02965083
-5.16558279,0.22165723,0.00001734,0.00185958,0.06023649,0.09047741,0.14824663,0.00000000,0.03981403,0.02723399
-5.15957979,0.20264272,0.00001416,0.00152161,0.05519424,0.08295383,0.13625154,0.00000000,0.03504354,0.02491102
-5.15357679,0.18444896,0.00001148,0.00123821,0.05034400,0.07570163,0.12461727,0.00000000,0.03077282,0.02268624
-5.14757379,0.16711413,0.00000924,0.00100323,0.04570126,0.06874550,0.11339660,0.00000000,0.02695717,0.02056458
-5.14157079,0.15067802,0.00000738,0.00081096,0.04128174,0.06211012,0.10264186,0.00000000,0.02355493,0.01855124
-5.13556778,0.13517944,0.00000586,0.00065624,0.03710068,0.05581902,0.09240284,0.00000000,0.02052779,0.01665136
-5.12956478,0.12065371,0.00000462,0.00053456,0.03317216,0.04989339,0.08272474,0.00000000,0.01784089,0.01486970
-5.12356178,0.10713063,0.00000361,0.00044209,0.02950854,0.04435122,0.07364667,0.00000000,0.01546282,0.01321034
-5.11755878,0.09463288,0.00000280,0.00037579,0.02612006,0.03920654,0.06520041,0.00000000,0.01336547,0.01167652
-5.11155578,0.08317497,0.00000216,0.00033339,0.02301462,0.03446900,0.05740977,0.00000000,0.01152384,0.01027049
-5.10555278,0.07276284,0.00000165,0.00031346,0.02019771,0.03014369,0.05029030,0.00000000,0.00991579,0.00899346
-5.09954977,0.06339405,0.00000126,0.00031539,0.01767260,0.02623121,0.04384957,0.00000000,0.00852186,0.00784563
-5.09354677,0.05505847,0.00000095,0.00033945,0.01544056,0.02272797,0.03808774,0.00000000,0.00732504,0.00682627
-5.08754377,0.04773950,0.00000071,0.00038679,0.01350133,0.01962673,0.03299861,0.00000000,0.00631059,0.00593391
-5.08154077,0.04141559,0.00000053,0.00045944,0.01185363,0.01691721,0.02857075,0.00000000,0.00546594,0.00516650
-5.07553777,0.03606201,0.00000039,0.00056033,0.01049570,0.01458686,0.02478895,0.00000000,0.00478055,0.00452167
-5.06953477,0.03165274,0.00000029,0.00069328,0.00942592,0.01262170,0.02163562,0.00000000,0.00424584,0.00399694
-5.06353177,0.02816232,0.00000021,0.00086303,0.00864340,0.01100708,0.01909228,0.00000000,0.00385517,0.00358997
-5.05752876,0.02556759,0.00000015,0.00107516,0.00814846,0.00972844,0.01714087,0.00000000,0.00360371,0.00329880
-5.05152576,0.02384912,0.00000011,0.00133611,0.00794305,0.00877202,0.01576487,0.00000000,0.00348847,0.00312198
-5.04552276,0.02299238,0.00000008,0.00165306,0.00803106,0.00812537,0.01495031,0.00000000,0.00350811,0.00305875
-5.03951976,0.02298841,0.00000005,0.00203385,0.00841841,0.00777776,0.01468634,0.00000000,0.00366287,0.00310909
-5.03351676,0.02383410,0.00000004,0.00248688,0.00911310,0.00772042,0.01496557,0.00000000,0.00395441,0.00327377
-5.02751376,0.02553197,0.00000003,0.00302088,0.01012488,0.00794661,0.01578408,0.00000000,0.00438554,0.00355424
-5.02151076,0.02808935,0.00000002,0.00364473,0.01146495,0.00845154,0.01714111,0.00000000,0.00495994,0.00395258
-5.01550775,0.03151724,0.00000001,0.00436723,0.01314531,0.00923204,0.01903833,0.00000000,0.00568186,0.00447127
-5.00950475,0.03582858,0.00000001,0.00519674,0.01517803,0.01028624,0.02147898,0.00000000,0.00655564,0.00511295
-5.00350175,0.04103626,0.00000001,0.00614093,0.01757439,0.01161292,0.02446664,0.00000000,0.00758530,0.00588014
-4.99749875,0.04715078,0.00000001,0.00720638,0.02034385,0.01321097,0.02800382,0.00000000,0.00877406,0.00677487
-4.99149575,0.05417773,0.00000001,0.00839821,0.02349299,0.01507864,0.03209053,0.00000000,0.01012378,0.00779835
-4.98549275,0.06211525,0.00000001,0.00971979,0.02702446,0.01721282,0.03672267,0.00000000,0.01163447,0.00895061
-4.97948974,0.07095153,0.00000001,0.01117232,0.03093591,0.01960834,0.04189051,0.00000000,0.01330379,0.01023011
-4.97348674,0.08066254,0.00000001,0.01275456,0.03521908,0.02225732,0.04757736,0.00000000,0.01512660,0.01163342
-4.96748374,0.09121017,0.00000002,0.01446260,0.03985899,0.02514861,0.05375833,0.00000000,0.01709458,0.01315498
-4.96148074,0.10254082,0.00000003,0.01628968,0.04483340,0.02826741,0.06039950,0.00000000,0.01919595,0.01478691
-4.95547774,0.11458465,0.00000004,0.01822612,0.05011251,0.03159499,0.06745741,0.00000000,0.02141531,0.01651885
-4.94947474,0.12725555,0.00000006,0.02025935,0.05565899,0.03510869,0.07487899,0.00000000,0.02373364,0.01833805
-4.94347174,0.14045191,0.00000009,0.02237409,0.06142829,0.03878210,0.08260195,0.00000000,0.02612842,0.02022945
-4.93746873,0.15405821,0.00000014,0.02455258,0.06736940,0.04258545,0.09055573,0.00000000,0.02857396,0.02217594
-4.93146573,0.16794745,0.00000020,0.02677504,0.07342587,0.04648629,0.09866284,0.00000000,0.03104187,0.02415874
-4.92546273,0.18198431,0.00000029,0.02902011,0.07953716,0.05045030,0.10684077,0.00000000,0.03350164,0.02615793
-4.91945973,0.19602896,0.00000041,0.03126545,0.08564030,0.05444231,0.11500416,0.00000000,0.03592147,0.02815299
-4.91345673,0.20994134,0.00000059,0.03348844,0.09167169,0.05842745,0.12306738,0.00000000,0.03826909,0.03012357
-4.90745373,0.22358584,0.00000083,0.03566679,0.09756905,0.06237241,0.13094726,0.00000000,0.04051272,0.03205018
-4.90145073,0.23683598,0.00000116,0.03777927,0.10327334,0.06624665,0.13856586,0.00000000,0.04262204,0.03391499
-4.89544772,0.24957903,0.00000162,0.03980635,0.10873070,0.07002366,0.14585322,0.00000000,0.04456916,0.03570262
-4.88944472,0.26172027,0.00000224,0.04173075,0.11389406,0.07368209,0.15274988,0.00000000,0.04632950,0.03740090
-4.88344172,0.27318665,0.00000307,0.04353789,0.11872460,0.07720673,0.15920908,0.00000000,0.04788262,0.03900157
-4.87743872,0.28392984,0.00000418,0.04521623,0.12319277,0.08058932,0.16519850,0.00000000,0.04921285,0.04050088
-4.87143572,0.29392826,0.00000566,0.04675742,0.12727893,0.08382911,0.17070153,0.00000000,0.05030976,0.04190009
-4.86543272,0.30318834,0.00000760,0.04815628,0.13097353,0.08693321,0.17571793,0.00000000,0.05116847,0.04320590
-4.85942971,0.31174471,0.00001013,0.04941066,0.13427686,0.08991670,0.18026391,0.00000000,0.05178967,0.04443070
-4.85342671,0.31965954,0.00001341,0.05052107,0.13719834,0.09280249,0.18437169,0.00000000,0.05217949,0.04559266
-4.84742371,0.32702100,0.00001762,0.05149026,0.13975546,0.09562105,0.18808850,0.00000000,0.05234918,0.04671584
-4.84142071,0.33394116,0.00002299,0.05232265,0.14197239,0.09840985,0.19147520,0.00000000,0.05231450,0.04783000
-4.83541771,0.34055325,0.00002978,0.05302371,0.14387845,0.10121287,0.19460451,0.00000000,0.05209514,0.04897050
-4.82941471,0.34700872,0.00003830,0.05359932,0.14550644,0.10407988,0.19755916,0.00000000,0.05171386,0.05017795
-4.82341171,0.35347406,0.00004890,0.05405522,0.14689101,0.10706575,0.20042977,0.00000000,0.05119571,0.05149787
-4.81740870,0.36012770,0.00006199,0.05439641,0.14806715,0.11022979,0.20331291,0.00000000,0.05056715,0.05298028
-4.81140570,0.36715703,0.00007802,0.05462680,0.14906887,0.11363502,0.20630916,0.00000000,0.04985521,0.05467916
-4.80540270,0.37475552,0.00009749,0.05474893,0.14992823,0.11734749,0.20952129,0.00000000,0.04908673,0.05665186
-4.79939970,0.38312010,0.00012094,0.05476384,0.15067459,0.12143559,0.21305266,0.00000000,0.04828770,0.05895838
-4.79339670,0.39244859,0.00014896,0.05467113,0.15133429,0.12596921,0.21700573,0.00000000,0.04748269,0.06166053
-4.78739370,0.40293710,0.00018215,0.05446918,0.15193056,0.13101892,0.22148066,0.00000000,0.04669439,0.06482093
-4.78139070,0.41477727,0.00022113,0.05415550,0.15248375,0.13665476,0.22657393,0.00000000,0.04594334,0.06850175
-4.77538769,0.42815310,0.00026653,0.05372719,0.15301168,0.14294500,0.23237687,0.00000000,0.04524765,0.07276339
-4.76938469,0.44323728,0.00031894,0.05318148,0.15353021,0.14995441,0.23897403,0.00000000,0.04462298,0.07766271
-4.76338169,0.46018672,0.00037892,0.05251630,0.15405365,0.15774225,0.24644133,0.00000000,0.04408242,0.08325123
-4.75737869,0.47913744,0.00044694,0.05173079,0.15459524,0.16635994,0.25484382,0.00000000,0.04363657,0.08957295
-4.75137569,0.50019852,0.00052339,0.05082583,0.15516737,0.17584834,0.26423318,0.00000000,0.04329353,0.09666212
-4.74537269,0.52344550,0.00060852,0.04980438,0.15578164,0.18623478,0.27464489,0.00000000,0.04305901,0.10454080
-4.73936968,0.54891327,0.00070241,0.04867180,0.15644864,0.19752991,0.28609524,0.00000000,0.04293633,0.11321647
-4.73336668,0.57658879,0.00080496,0.04743588,0.15717752,0.20972463,0.29857822,0.00000000,0.04292646,0.12267971
-4.72736368,0.60640418,0.00091586,0.04610688,0.15797531,0.22278706,0.31206255,0.00000000,0.04302813,0.13290210
-4.72136068,0.63823064,0.00103455,0.04469729,0.15884614,0.23666001,0.32648915,0.00000000,0.04323778,0.14383456
-4.71535768,0.67187366,0.00116024,0.04322150,0.15979043,0.25125904,0.34176907,0.00000000,0.04354971,0.15540612
-4.70935468,0.70707033,0.00129185,0.04169544,0.16080409,0.26647129,0.35778254,0.00000000,0.04395617,0.16752351
-4.70335168,0.74348900,0.00142806,0.04013598,0.16187795,0.28215544,0.37437893,0.00000000,0.04444759,0.18007137
-4.69734867,0.78073199,0.00156730,0.03856051,0.16299753,0.29814283,0.39137824,0.00000000,0.04501289,0.19291356
-4.69134567,0.81834153,0.00170776,0.03698633,0.16414312,0.31423987,0.40857397,0.00000000,0.04563995,0.20589527
-4.68534267,0.85580908,0.00184744,0.03543025,0.16529042,0.33023190,0.42573759,0.00000000,0.04631623,0.21884614
-4.67933967,0.89258813,0.00198420,0.03390820,0.16641172,0.34588829,0.44262459,0.00000000,0.04702956,0.23158435
-4.67333667,0.92811002,0.00211578,0.03243493,0.16747754,0.36096882,0.45898189,0.00000000,0.04776914,0.24392152
-4.66733367,0.96180255,0.00223988,0.03102396,0.16845886,0.37523110,0.47455645,0.00000000,0.04852664,0.25566817
-4.66133067,0.99311053,0.00235423,0.02968756,0.16932968,0.38843877,0.48910475,0.00000000,0.04929753,0.26663984
-4.65532766,1.02151761,0.00245665,0.02843693,0.17006996,0.40037013,0.50240276,0.00000000,0.05008250,0.27666326
-4.64932466,1.04656838,0.00254512,0.02728254,0.17066862,0.41082690,0.51425588,0.00000000,0.05088893,0.28558262
-4.64332166,1.06788969,0.00261784,0.02623454,0.17112656,0.41964275,0.52450847,0.00000000,0.05173243,0.29326538
