energy_ev,total_up,Al_p_up,Al_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,1.10698963,0.03488251,0.00000000,0.01147350,0.78534346,0.18951350,0.44423043
-5.99399700,1.13476095,0.03506798,0.00000000,0.01180147,0.80298380,0.19979886,0.45629533
-5.98799400,1.16311239,0.03519037,0.00000000,0.01210574,0.82072260,0.21069663,0.46845380
-5.98199100,1.19279277,0.03527251,0.00000000,0.01238959,0.83908428,0.22232371,0.48097908
-5.97598799,1.22456886,0.03533866,0.00000000,0.01265707,0.85861050,0.23479591,0.49415557
-5.96998499,1.25919000,0.03541347,0.00000000,0.01291267,0.87983595,0.24822138,0.50826559
-5.96398199,1.29735086,0.03552097,0.00000000,0.01316110,0.90326267,0.26269356,0.52357515
-5.95797899,1.33965381,0.03568354,0.00000000,0.01340699,0.92933412,0.27828395,0.54031941
-5.95197599,1.38657264,0.03592087,0.00000000,0.01365453,0.95841000,0.29503505,0.55868861
-5.94597299,1.43841940,0.03624905,0.00000000,0.01390719,0.99074325,0.31295395,0.57881490
-5.93996998,1.49531597,0.03667972,0.00000000,0.01416745,1.02646011,0.33200677,0.60076107
-5.93396698,1.55717205,0.03721949,0.00000000,0.01443656,1.06554457,0.35211447,0.62451158
-5.92796398,1.62367088,0.03786939,0.00000000,0.01471432,1.10782800,0.37315028,0.64996659
-5.92196098,1.69426366,0.03862468,0.00000000,0.01499902,1.15298473,0.39493900,0.67693940
-5.91595798,1.76817358,0.03947484,0.00000000,0.01528737,1.20053406,0.41725834,0.70515747
-5.90995498,1.84440951,0.04040376,0.00000000,0.01557455,1.24984885,0.43984245,0.73426738
-5.90395198,1.92178927,0.04139022,0.00000000,0.01585436,1.30017060,0.46238749,0.76384335
-5.89794897,1.99897174,0.04240859,0.00000000,0.01611940,1.35063053,0.48455916,0.79339936
-5.89194597,2.07449681,0.04342969,0.00000000,0.01636140,1.40027595,0.50600197,0.82240411
-5.88594297,2.14683155,0.04442180,0.00000000,0.01657148,1.44810084,0.52634982,0.85029850
-5.87993997,2.21442067,0.04535190,0.00000000,0.01674059,1.49307946,0.54523747,0.87651470
-5.87393697,2.27573940,0.04618682,0.00000000,0.01685985,1.53420145,0.56231249,0.90049598
-5.86793397,2.32934625,0.04689452,0.00000000,0.01692100,1.57050706,0.57724706,0.92171657
-5.86193097,2.37393357,0.04744532,0.00000000,0.01691675,1.60112084,0.58974909,0.93970037
-5.85592796,2.40837357,0.04781304,0.00000000,0.01684111,1.62528238,0.59957230,0.95403801
-5.84992496,2.43175804,0.04797599,0.00000000,0.01668971,1.64237284,0.60652462,0.96440122
-5.84392196,2.44342981,0.04791781,0.00000000,0.01645999,1.65193603,0.61047466,0.97055408
-5.83791896,2.44300498,0.04762811,0.00000000,0.01615136,1.65369340,0.61135594,0.97236060
-5.83191596,2.43038497,0.04710288,0.00000000,0.01576525,1.64755227,0.60916884,0.96978856
-5.82591296,2.40575814,0.04634465,0.00000000,0.01530510,1.63360711,0.60398000,0.96290926
-5.81990995,2.36959114,0.04536241,0.00000000,0.01477623,1.61213425,0.59591958,0.95189366
-5.81390695,2.32261083,0.04417129,0.00000000,0.01418570,1.58358011,0.58517630,0.93700505
-5.80790395,2.26577761,0.04279205,0.00000000,0.01354202,1.54854414,0.57199083,0.91858872
-5.80190095,2.20025190,0.04125036,0.00000000,0.01285491,1.50775702,0.55664762,0.89705938
-5.79589795,2.12735524,0.03957589,0.00000000,0.01213493,1.46205555,0.53946594,0.87288685
-5.78989495,2.04852800,0.03780137,0.00000000,0.01139317,1.41235534,0.52079020,0.84658091
-5.78389195,1.96528550,0.03596148,0.00000000,0.01064089,1.35962251,0.50098038,0.81867579
-5.77788894,1.87917439,0.03409177,0.00000000,0.00988917,1.30484563,0.48040267,0.78971516
-5.77188594,1.79173099,0.03222756,0.00000000,0.00914862,1.24900895,0.45942087,0.76023812
-5.76588294,1.70444295,0.03040292,0.00000000,0.00842909,1.19306788,0.43838877,0.73076655
-5.75987994,1.61871544,0.02864972,0.00000000,0.00773944,1.13792736,0.41764371,0.70179432
-5.75387694,1.53584267,0.02699675,0.00000000,0.00708736,1.08442367,0.39750148,0.67377842
-5.74787394,1.45698529,0.02546908,0.00000000,0.00647924,1.03330997,0.37825257,0.64713217
-5.74187094,1.38315382,0.02408747,0.00000000,0.00592009,0.98524569,0.36015971,0.62222043
-5.73586793,1.31519802,0.02286804,0.00000000,0.00541352,0.94078959,0.34345664,0.59935666
-5.72986493,1.25380195,0.02182203,0.00000000,0.00496175,0.90039630,0.32834786,0.57880168
-5.72386193,1.19948403,0.02095579,0.00000000,0.00456570,0.86441602,0.31500926,0.56076382
-5.71785893,1.15260168,0.02027092,0.00000000,0.00422506,0.83309685,0.30358933,0.54540021
-5.71185593,1.11335948,0.01976450,0.00000000,0.00393845,0.80658940,0.29421075,0.53281890
-5.70585293,1.08182041,0.01942958,0.00000000,0.00370356,0.78495306,0.28697212,0.52308163
-5.69984992,1.05791911,0.01925562,0.00000000,0.00351731,0.76816357,0.28194974,0.51620693
-5.69384692,1.04147661,0.01922914,0.00000000,0.00337603,0.75612152,0.27919913,0.51217347
-5.68784392,1.03221571,0.01933441,0.00000000,0.00327566,0.74866117,0.27875625,0.51092337
-5.68184092,1.02977662,0.01955410,0.00000000,0.00321185,0.74555959,0.28063839,0.51236557
-5.67583792,1.03373204,0.01987006,0.00000000,0.00318021,0.74654556,0.28484457,0.51637899
-5.66983492,1.04360160,0.02026394,0.00000000,0.00317637,0.75130822,0.29135552,0.52281558
-5.66383192,1.05886504,0.02071793,0.00000000,0.00319617,0.75950520,0.30013324,0.53150320
-5.65782891,1.07897400,0.02121526,0.00000000,0.00323572,0.77077010,0.31112028,0.54224833
-5.65182591,1.10336224,0.02174076,0.00000000,0.00329151,0.78471924,0.32423860,0.55483855
-5.64582291,1.13145412,0.02228122,0.00000000,0.00336045,0.80095763,0.33938847,0.56904490
-5.63981991,1.16267139,0.02282569,0.00000000,0.00343991,0.81908408,0.35644709,0.58462414
-5.63381691,1.19643831,0.02336566,0.00000000,0.00352773,0.83869542,0.37526748,0.60132071
-5.62781391,1.23218517,0.02389509,0.00000000,0.00362222,0.85938997,0.39567745,0.61886878
-5.62181091,1.26935061,0.02441034,0.00000000,0.00372213,0.88077021,0.41747894,0.63699401
-5.61580790,1.30738270,0.02491007,0.00000000,0.00382660,0.90244482,0.44044786,0.65541542
-5.60980490,1.34573951,0.02539493,0.00000000,0.00393515,0.92403018,0.46433450,0.67384722
-5.60380190,1.38388918,0.02586732,0.00000000,0.00404757,0.94515157,0.48886468,0.69200071
-5.59779890,1.42131014,0.02633104,0.00000000,0.00416389,0.96544422,0.51374169,0.70958639
-5.59179590,1.45749186,0.02679090,0.00000000,0.00428433,0.98455447,0.53864919,0.72631633
-5.58579290,1.49193636,0.02725246,0.00000000,0.00440927,1.00214117,0.56325499,0.74190686
-5.57978989,1.52416097,0.02772166,0.00000000,0.00453916,1.01787759,0.58721584,0.75608169
-5.57378689,1.55370248,0.02820459,0.00000000,0.00467456,1.03145403,0.61018318,0.76857549
-5.56778389,1.58012275,0.02870729,0.00000000,0.00481608,1.04258106,0.63180969,0.77913788
-5.56178089,1.60301581,0.02923561,0.00000000,0.00496439,1.05099360,0.65175666,0.78753795
-5.55577789,1.62201622,0.02979517,0.00000000,0.00512027,1.05645568,0.66970188,0.79356897
-5.54977489,1.63680846,0.03039133,0.00000000,0.00528457,1.05876576,0.68534790,0.79705344
-5.54377189,1.64713667,0.03102924,0.00000000,0.00545831,1.05776247,0.69843037,0.79784801
-5.53776888,1.65281447,0.03171395,0.00000000,0.00564266,1.05333032,0.70872626,0.79584832
-5.53176588,1.65373401,0.03245043,0.00000000,0.00583900,1.04540520,0.71606139,0.79099321
-5.52576288,1.64987363,0.03324373,0.00000000,0.00604893,1.03397923,0.72031736,0.78326831
-5.51975988,1.64130361,0.03409899,0.00000000,0.00627429,1.01910458,0.72143710,0.77270856
-5.51375688,1.62818933,0.03502144,0.00000000,0.00651719,1.00089594,0.71942918,0.75939953
-5.50775388,1.61079137,0.03601639,0.00000000,0.00677995,0.97953133,0.71437035,0.74347728
-5.50175088,1.58946245,0.03708907,0.00000000,0.00706511,0.95525102,0.70640624,0.72512678
-5.49574787,1.56464091,0.03824448,0.00000000,0.00737537,0.92835454,0.69575011,0.70457866
-5.48974487,1.53684096,0.03948711,0.00000000,0.00771353,0.89919564,0.68267958,0.68210454
-5.48374187,1.50663990,0.04082070,0.00000000,0.00808240,0.86817540,0.66753137,0.65801088
-5.47773887,1.47466290,0.04224782,0.00000000,0.00848471,0.83573369,0.65069425,0.63263172
-5.47173587,1.44156593,0.04376959,0.00000000,0.00892303,0.80233930,0.63260024,0.60632052
-5.46573287,1.40801750,0.04538527,0.00000000,0.00939965,0.76847912,0.61371454,0.57944145
-5.45972986,1.37468016,0.04709200,0.00000000,0.00991645,0.73464688,0.59452432,0.55236045
-5.45372686,1.34219251,0.04888448,0.00000000,0.01047486,0.70133179,0.57552679,0.52543659
-5.44772386,1.31115246,0.05075478,0.00000000,0.01107567,0.66900771,0.55721706,0.49901386
-5.44172086,1.28210254,0.05269222,0.00000000,0.01171904,0.63812317,0.54007596,0.47341398
-5.43571786,1.25551767,0.05468331,0.00000000,0.01240434,0.60909263,0.52455840,0.44893026
-5.42971486,1.23179597,0.05671184,0.00000000,0.01313013,0.58228935,0.51108256,0.42582300
-5.42371186,1.21125270,0.05875902,0.00000000,0.01389411,0.55803992,0.50002021,0.40431617
-5.41770885,1.19411752,0.06080372,0.00000000,0.01469305,0.53662076,0.49168851,0.38459588
-5.41170585,1.18053488,0.06282279,0.00000000,0.01552281,0.51825638,0.48634350,0.36681020
-5.40570285,1.17056732,0.06479144,0.00000000,0.01637835,0.50311949,0.48417538,0.35107046
-5.39969985,1.16420132,0.06668367,0.00000000,0.01725368,0.49133269,0.48530584,0.33745378
