energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.63381691,0.36974916,0.00047748,0.00204364,0.19634975,0.07744755,0.27481409,0.00000000,0.18416928,0.04634891
-5.62781391,0.35740326,0.00038287,0.00193021,0.19304544,0.07435484,0.26711355,0.00000000,0.18166749,0.04444617
-5.62181091,0.34470422,0.00030486,0.00183017,0.18884659,0.07130165,0.25882692,0.00000000,0.17821292,0.04257116
-5.61580790,0.33149659,0.00024105,0.00174197,0.18374908,0.06823937,0.24987440,0.00000000,0.17381291,0.04069941
-5.60980490,0.31769387,0.00018927,0.00166497,0.17778018,0.06513508,0.24022480,0.00000000,0.16850490,0.03881504
-5.60380190,0.30327633,0.00014758,0.00159945,0.17099643,0.06197114,0.22989349,0.00000000,0.16235412,0.03691076
-5.59779890,0.28828676,0.00011429,0.00154670,0.16348050,0.05874420,0.21893881,0.00000000,0.15545048,0.03498759
-5.59179590,0.27282454,0.00008793,0.00150910,0.15533743,0.05546389,0.20745733,0.00000000,0.14790485,0.03305438
-5.58579290,0.25703857,0.00006722,0.00149020,0.14669021,0.05215125,0.19557826,0.00000000,0.13984484,0.03112716
-5.57978989,0.24111960,0.00005110,0.00149480,0.13767519,0.04883696,0.18345741,0.00000000,0.13141046,0.02922842
-5.57378689,0.22529228,0.00003866,0.00152912,0.12843739,0.04555960,0.17127105,0.00000000,0.12274973,0.02738633
-5.56778389,0.20980753,0.00002916,0.00160087,0.11912595,0.04236387,0.15920990,0.00000000,0.11401448,0.02563405
-5.56178089,0.19493549,0.00002199,0.00171945,0.10989000,0.03929900,0.14747359,0.00000000,0.10535650,0.02400904
-5.55577789,0.18095924,0.00001667,0.00189609,0.10087496,0.03641727,0.13626572,0.00000000,0.09692422,0.02255253
-5.54977489,0.16816962,0.00001281,0.00214401,0.09221946,0.03377284,0.12578975,0.00000000,0.08885991,0.02130908
-5.54377189,0.15686095,0.00001008,0.00247859,0.08405289,0.03142065,0.11624562,0.00000000,0.08129753,0.02032625
-5.53776888,0.14732785,0.00000825,0.00291752,0.07649368,0.02941568,0.10782720,0.00000000,0.07436119,0.01965442
-5.53176588,0.13986283,0.00000715,0.00348089,0.06964816,0.02781228,0.10072047,0.00000000,0.06816419,0.01934656
-5.52576288,0.13475450,0.00000664,0.00419127,0.06361001,0.02666374,0.09510222,0.00000000,0.06280854,0.01945822
-5.51975988,0.13228601,0.00000661,0.00507365,0.05846013,0.02602181,0.09113919,0.00000000,0.05838493,0.02004725
-5.51375688,0.13273359,0.00000701,0.00615539,0.05426693,0.02593638,0.08898735,0.00000000,0.05497287,0.02117370
-5.50775388,0.13636458,0.00000777,0.00746599,0.05108677,0.02645500,0.08879111,0.00000000,0.05264105,0.02289931
-5.50175088,0.14343481,0.00000889,0.00903669,0.04896450,0.02762234,0.09068229,0.00000000,0.05144766,0.02528700
-5.49574787,0.15418502,0.00001034,0.01090004,0.04793394,0.02947943,0.09477871,0.00000000,0.05144054,0.02839998
-5.48974487,0.16883605,0.00001211,0.01308917,0.04801818,0.03206281,0.10118201,0.00000000,0.05265715,0.03230058
-5.48374187,0.18758264,0.00001422,0.01563701,0.04922973,0.03540330,0.10997501,0.00000000,0.05512422,0.03704879
-5.47773887,0.21058608,0.00001665,0.01857529,0.05157030,0.03952467,0.12121819,0.00000000,0.05885700,0.04270038
-5.47173587,0.23796545,0.00001942,0.02193336,0.05503029,0.04444206,0.13494570,0.00000000,0.06385822,0.04930479
-5.46573287,0.26978812,0.00002253,0.02573692,0.05958812,0.05016027,0.15116073,0.00000000,0.07011672,0.05690268
-5.45972986,0.30605952,0.00002597,0.03000664,0.06520921,0.05667201,0.16983078,0.00000000,0.07760582,0.06552330
-5.45372686,0.34671305,0.00002976,0.03475670,0.07184499,0.06395611,0.19088281,0.00000000,0.08628160,0.07518177
-5.44772386,0.39160043,0.00003386,0.03999336,0.07943183,0.07197603,0.21419889,0.00000000,0.09608124,0.08587630
-5.44172086,0.44048335,0.00003828,0.04571355,0.08789021,0.08067850,0.23961247,0.00000000,0.10692150,0.09758565
-5.43571786,0.49302716,0.00004299,0.05190360,0.09712414,0.08999269,0.26690599,0.00000000,0.11869766,0.11026683
-5.42971486,0.54879722,0.00004795,0.05853822,0.10702112,0.09982987,0.29580983,0.00000000,0.13128296,0.12385328
-5.42371186,0.60725855,0.00005314,0.06557966,0.11745266,0.11008378,0.32600336,0.00000000,0.14452880,0.13825369
-5.41770885,0.66777951,0.00005853,0.07297730,0.12827555,0.12063176,0.35711802,0.00000000,0.15826583,0.15335158
-5.41170585,0.72963971,0.00006407,0.08066764,0.13933395,0.13133666,0.38874292,0.00000000,0.17230596,0.16900577
-5.40570285,0.79204255,0.00006974,0.08857470,0.15046235,0.14204965,0.42043274,0.00000000,0.18644550,0.18505188
-5.39969985,0.85413226,0.00007550,0.09661100,0.16148934,0.15261386,0.45171827,0.00000000,0.20046920,0.20130484
-5.39369685,0.91501529,0.00008135,0.10467896,0.17224219,0.16286875,0.48211895,0.00000000,0.21415541,0.21756250
-5.38769385,0.97378553,0.00008729,0.11267289,0.18255219,0.17265517,0.51115749,0.00000000,0.22728196,0.23361027
-5.38169085,1.02955261,0.00009335,0.12048139,0.19226033,0.18182092,0.53837583,0.00000000,0.23963284,0.24922664
-5.37568784,1.08147235,0.00009960,0.12799020,0.20122350,0.19022655,0.56335203,0.00000000,0.25100522,0.26418962
-5.36968484,1.12877829,0.00010613,0.13508536,0.20932058,0.19775129,0.58571729,0.00000000,0.26121671,0.27828360
-5.36368184,1.17081284,0.00011311,0.14165666,0.21645840,0.20429876,0.60517247,0.00000000,0.27011247,0.29130675
-5.35767884,1.20705692,0.00012074,0.14760118,0.22257720,0.20980222,0.62150329,0.00000000,0.27757187,0.30307840
-5.35167584,1.23715663,0.00012932,0.15282681,0.22765528,0.21422916,0.63459340,0.00000000,0.28351443,0.31344628
-5.34567284,1.26094562,0.00013919,0.15725566,0.23171266,0.21758489,0.64443480,0.00000000,0.28790469,0.32229322
-5.33966983,1.27846202,0.00015082,0.16082723,0.23481336,0.21991499,0.65113475,0.00000000,0.29075575,0.32954316
-5.33366683,1.28995903,0.00016474,0.16350112,0.23706628,0.22130646,0.65491887,0.00000000,0.29213136,0.33516600
-5.32766383,1.29590817,0.00018159,0.16525932,0.23862441,0.22188735,0.65613002,0.00000000,0.29214630,0.33918124
-5.32166083,1.29699508,0.00020213,0.16610781,0.23968236,0.22182493,0.65522269,0.00000000,0.29096505,0.34166007
-5.31565783,1.29410727,0.00022721,0.16607759,0.24047215,0.22132229,0.65275307,0.00000000,0.28879870,0.34272591
-5.30965483,1.28831435,0.00025779,0.16522492,0.24125731,0.22061347,0.64936483,0.00000000,0.28590016,0.34255317
-5.30365183,1.28084092,0.00029493,0.16363088,0.24232553,0.21995727,0.64577102,0.00000000,0.28255782,0.34136434
-5.29764882,1.27303295,0.00033977,0.16140018,0.24397982,0.21962975,0.64273265,0.00000000,0.27908788,0.33942542
-5.29164582,1.26631872,0.00039356,0.15865932,0.24652868,0.21991587,0.64103450,0.00000000,0.27582555,0.33703976
-5.28564282,1.26216539,0.00045756,0.15555412,0.25027545,0.22110030,0.64145907,0.00000000,0.27311542,0.33454060
-5.27963982,1.26203285,0.00053310,0.15224664,0.25550720,0.22345785,0.64475946,0.00000000,0.27130133,0.33228238
-5.27363682,1.26732609,0.00062149,0.14891179,0.26248357,0.22724373,0.65163214,0.00000000,0.27071617,0.33063128
-5.26763382,1.27934807,0.00072405,0.14573346,0.27142600,0.23268407,0.66269061,0.00000000,0.27167176,0.32995511
-5.26163082,1.29925442,0.00084198,0.14290051,0.28250764,0.23996687,0.67844085,0.00000000,0.27444935,0.33061300
-5.25562781,1.32801185,0.00097642,0.14060259,0.29584460,0.24923393,0.69925963,0.00000000,0.27929101,0.33294517
-5.24962481,1.36636167,0.00112834,0.13902601,0.31148859,0.26057388,0.72537644,0.00000000,0.28639214,0.33726316
-5.24362181,1.41478991,0.00129854,0.13834961,0.32942169,0.27401670,0.75685986,0.00000000,0.29589551,0.34384074
-5.23761881,1.47350515,0.00148760,0.13874096,0.34955323,0.28952994,0.79360907,0.00000000,0.30788688,0.35290592
-5.23161581,1.54242529,0.00169582,0.14035267,0.37171919,0.30701689,0.83535100,0.00000000,0.32239257,0.36463424
-5.22561281,1.62117363,0.00192323,0.14331918,0.39568432,0.32631681,0.88164339,0.00000000,0.33937894,0.37914351
-5.21960980,1.70908495,0.00216956,0.14775383,0.42114687,0.34720733,0.93188394,0.00000000,0.35875383,0.39649029
-5.21360680,1.80522144,0.00243420,0.15374645,0.44774602,0.36940898,0.98532542,0.00000000,0.38037008,0.41666806
-5.20760380,1.90839809,0.00271626,0.16136133,0.47507182,0.39259187,1.04109638,0.00000000,0.40403085,0.43960724
-5.20160080,2.01721700,0.00301451,0.17063578,0.50267729,0.41638429,1.09822685,0.00000000,0.42949663,0.46517688
-5.19559780,2.13010918,0.00332745,0.18157903,0.53009240,0.44038295,1.15567832,0.00000000,0.45649367,0.49318809
-5.18959480,2.24538261,0.00365332,0.19417175,0.55683926,0.46416465,1.21237673,0.00000000,0.48472353,0.52339894
-5.18359180,2.36127456,0.00399016,0.20836597,0.58244814,0.48729890,1.26724748,0.00000000,0.51387333,0.55552058
-5.17758879,2.47600623,0.00433583,0.22408542,0.60647346,0.50936101,1.31925089,0.00000000,0.54362616,0.58922448
-5.17158579,2.58783740,0.00468809,0.24122639,0.62850917,0.52994521,1.36741676,0.00000000,0.57367141,0.62415032
-5.16558279,2.69511894,0.00504461,0.25965895,0.64820282,0.54867724,1.41087660,0.00000000,0.60371427,0.65991431
-5.15957979,2.79634074,0.00540305,0.27922848,0.66526755,0.56522591,1.44889192,0.00000000,0.63348410,0.69611758
-5.15357679,2.89017329,0.00576110,0.29975770,0.67949163,0.57931309,1.48087753,0.00000000,0.66274124,0.73235441
-5.14757379,2.97550088,0.00611649,0.32104888,0.69074476,0.59072183,1.50641863,0.00000000,0.69128182,0.76821989
-5.14157079,3.05144519,0.00646703,0.34288641,0.69898113,0.59930212,1.52528092,0.00000000,0.71894046,0.80331694
-5.13556778,3.11737838,0.00681059,0.36503963,0.70423878,0.60497415,1.53741330,0.00000000,0.74559050,0.83726239
-5.12956478,3.17292529,0.00714515,0.38726594,0.70663538,0.60772898,1.54294296,0.00000000,0.77114207,0.86969202
-5.12356178,3.21795497,0.00746871,0.40931408,0.70636072,0.60762651,1.54216325,0.00000000,0.79553783,0.90026470
-5.11755878,3.25256238,0.00777934,0.43092769,0.70366603,0.60479105,1.53551484,0.00000000,0.81874682,0.92866531
-5.11155578,3.27704158,0.00807508,0.45184899,0.69885088,0.59940465,1.52356122,0.00000000,0.84075682,0.95460696
-5.10555278,3.29185215,0.00835396,0.47182270,0.69224828,0.59169865,1.50695989,0.00000000,0.86156566,0.97783225
-5.09954977,3.29758094,0.00861393,0.49060004,0.68420866,0.58194384,1.48643053,0.00000000,0.88117209,0.99811408
-5.09354677,3.29490158,0.00885285,0.50794285,0.67508361,0.57043982,1.46272210,0.00000000,0.89956689,1.01525600
-5.08754377,3.28453402,0.00906849,0.52362774,0.66521022,0.55750403,1.43658015,0.00000000,0.91672473,1.02909241
-5.08154077,3.26720651,0.00925851,0.53745024,0.65489679,0.54346110,1.40871644,0.00000000,0.93259756,1.03948878
-5.07553777,3.24362202,0.00942050,0.54922885,0.64441059,0.52863287,1.37978187,0.00000000,0.94710985,1.04634201
-5.06953477,3.21443088,0.00955201,0.55880882,0.63396827,0.51332962,1.35034438,0.00000000,0.96015618,1.04958109
-5.06353177,3.18021083,0.00965061,0.56606573,0.62372931,0.49784281,1.32087246,0.00000000,0.97160145,1.04916805
-5.05752876,3.14145528,0.00971399,0.57090856,0.61379281,0.48243952,1.29172505,0.00000000,0.98128367,1.04509918
-5.05152576,3.09856984,0.00974001,0.57328223,0.60419757,0.46735870,1.26314796,0.00000000,0.98901944,1.03740651
-5.04552276,3.05187673,0.00972685,0.57316950,0.59492534,0.45280916,1.23527661,0.00000000,0.99461166,1.02615924
-5.03951976,3.00162614,0.00967309,0.57059200,0.58590707,0.43896933,1.20814473,0.00000000,0.99785912,1.01146509
-5.03351676,2.94801324,0.00957780,0.56561050,0.57703144,0.42598821,1.18169795,0.00000000,0.99856748,0.99347127
-5.02751376,2.89119895,0.00944067,0.55832405,0.56815525,0.41398763,1.15581133,0.00000000,0.99656090,0.97236486
-5.02151076,2.83133281,0.00926204,0.54886830,0.55911508,0.40306504,1.13030954,0.00000000,0.99169365,0.94837234
-5.01550775,2.76857578,0.00904299,0.53741271,0.54973924,0.39329674,1.10498830,0.00000000,0.98386099,0.92175812
-5.00950475,2.70312124,0.00878534,0.52415685,0.53985966,0.38474101,1.07963572,0.00000000,0.97300865,0.89282191
-5.00350175,2.63521242,0.00849164,0.50932580,0.52932283,0.37744089,1.05405223,0.00000000,0.95914028,0.86189494
-4.99749875,2.56515499,0.00816517,0.49316481,0.51799934,0.37142628,1.02806802,0.00000000,0.94232243,0.82933485
-4.99149575,2.49332376,0.00780982,0.47593346,0.50579154,0.36671525,1.00155705,0.00000000,0.92268677,0.79551950
-4.98549275,2.42016312,0.00743004,0.45789927,0.49263903,0.36331435,0.97444697,0.00000000,0.90042924,0.76083980
-4.97948974,2.34618103,0.00703069,0.43933133,0.47852185,0.36121799,0.94672461,0.00000000,0.87580631,0.72569176
-4.97348674,2.27193720,0.00661693,0.42049384,0.46346119,0.36040710,0.91843699,0.00000000,0.84912845,0.69046809
-4.96748374,2.19802610,0.00619404,0.40164004,0.44751794,0.36084699,0.88968806,0.00000000,0.82075111,0.65554958
-4.96148074,2.12505612,0.00576731,0.38300660,0.43078921,0.36248489,0.86063162,0.00000000,0.79106379,0.62129679
-4.95547774,2.05362628,0.00534187,0.36480870,0.41340306,0.36524750,0.83146122,0.00000000,0.76047760,0.58804212
-4.94947474,1.98430206,0.00492253,0.34723598,0.39551207,0.36903861,0.80239775,0.00000000,0.72941211,0.55608293
-4.94347174,1.91759195,0.00451372,0.33044954,0.37728599,0.37373746,0.77367570,0.00000000,0.69828201,0.52567562
-4.93746873,1.85392624,0.00411933,0.31457985,0.35890401,0.37919791,0.74552908,0.00000000,0.66748431,0.49703124
-4.93146573,1.79363955,0.00374268,0.29972593,0.34054710,0.38524872,0.71817795,0.00000000,0.63738663,0.47031262
-4.92546273,1.73695793,0.00338643,0.28595551,0.32239084,0.39169520,0.69181620,0.00000000,0.60831708,0.44563315
-4.91945973,1.68399167,0.00305260,0.27330622,0.30459898,0.39832221,0.66660160,0.00000000,0.58055621,0.42305728
-4.91345673,1.63473402,0.00274255,0.26178782,0.28731811,0.40489857,0.64264831,0.00000000,0.55433128,0.40260264
-4.90745373,1.58906598,0.00245702,0.25138512,0.27067363,0.41118277,0.62002242,0.00000000,0.52981299,0.38424378
-4.90145073,1.54676691,0.00219615,0.24206165,0.25476700,0.41692979,0.59874055,0.00000000,0.50711478,0.36791714
-4.89544772,1.50753033,0.00195959,0.23376383,0.23967443,0.42189875,0.57877139,0.00000000,0.48629456,0.35352730
-4.88944472,1.47098396,0.00174653,0.22642544,0.22544681,0.42586107,0.56004010,0.00000000,0.46735870,0.34095393
-4.88344172,1.43671300,0.00155581,0.21997224,0.21211096,0.42860879,0.54243501,0.00000000,0.45026788,0.33005943
-4.87743872,1.40428528,0.00138600,0.21432653,0.19967178,0.42996250,0.52581618,0.00000000,0.43494460,0.32069671
-4.87143572,1.37327695,0.00123547,0.20941153,0.18811523,0.42977874,0.51002522,0.00000000,0.42128167,0.31271695
-4.86543272,1.34329741,0.00110249,0.20515535,0.17741195,0.42795628,0.49489576,0.00000000,0.40915145,0.30597687
-4.85942971,1.31401208,0.00098529,0.20149447,0.16752114,0.42444101,0.48026385,0.00000000,0.39841510,0.30034541
-4.85342671,1.28516201,0.00088212,0.19837650,0.15839456,0.41922929,0.46597780,0.00000000,0.38893159,0.29570931
-4.84742371,1.25657921,0.00079132,0.19576228,0.14998037,0.41236939,0.45190690,0.00000000,0.38056588,0.29197758
-4.84142071,1.22819708,0.00071133,0.19362707,0.14222678,0.40396109,0.43794851,0.00000000,0.37319600,0.28908453
-4.83541771,1.20005541,0.00064073,0.19196097,0.13508506,0.39415343,0.42403334,0.00000000,0.36671856,0.28699142
-4.82941471,1.17229982,0.00057828,0.19076844,0.12851210,0.38314055,0.41012859,0.00000000,0.36105274,0.28568640
-4.82341171,1.14517569,0.00052288,0.19006698,0.12247225,0.37115596,0.39623898,0.00000000,0.35614235,0.28518310
-4.81740870,1.11901697,0.00047361,0.18988510,0.11693851,0.35846543,0.38240565,0.00000000,0.35195615,0.28551765
-4.81140570,1.09423064,0.00042971,0.19025967,0.11189297,0.34535872,0.36870314,0.00000000,0.34848648,0.28674453
-4.80540270,1.07127740,0.00039057,0.19123278,0.10732671,0.33214070,0.35523470,0.00000000,0.34574632,0.28893136
-4.79939970,1.05064998,0.00035570,0.19284833,0.10323900,0.31912192,0.34212625,0.00000000,0.34376520,0.29215288
-4.79339670,1.03284998,0.00032471,0.19514851,0.09963618,0.30660936,0.32951942,0.00000000,0.34258411,0.29648464
-4.78739370,1.01836458,0.00029733,0.19817046,0.09653007,0.29489736,0.31756407,0.00000000,0.34225010,0.30199658
-4.78139070,1.00764438,0.00027332,0.20194327,0.09393623,0.28425945,0.30641071,0.00000000,0.34281068,0.30874696
-4.77538769,1.00108358,0.00025252,0.20648565,0.09187211,0.27494102,0.29620330,0.00000000,0.34430878,0.31677706
-4.76938469,0.99900347,0.00023481,0.21180422,0.09035525,0.26715333,0.28707271,0.00000000,0.34677840,0.32610698
-4.76338169,1.00164025,0.00022007,0.21789296,0.08940165,0.26106892,0.27913126,0.00000000,0.35024154,0.33673276
-4.75737869,1.00913778,0.00020821,0.22473352,0.08902439,0.25681864,0.27246852,0.00000000,0.35470647,0.34862522
-4.75137569,1.02154571,0.00019914,0.23229671,0.08923266,0.25449023,0.26714867,0.00000000,0.36016782,0.36173048
-4.74537269,1.03882302,0.00019275,0.24054509,0.09003110,0.25412856,0.26320924,0.00000000,0.36660814,0.37597236
-4.73936968,1.06084683,0.00018894,0.24943643,0.09141969,0.25573738,0.26066156,0.00000000,0.37400134,0.39125646
-4.73336668,1.08742592,0.00018761,0.25892807,0.09339401,0.25928243,0.25949261,0.00000000,0.38231748,0.40747581
-4.72736368,1.11831820,0.00018864,0.26898174,0.09594587,0.26469574,0.25966810,0.00000000,0.39152873,0.42451773
-4.72136068,1.15325098,0.00019189,0.27956872,0.09906438,0.27188090,0.26113670,0.00000000,0.40161619,0.44227159
-4.71535768,1.19194291,0.00019724,0.29067485,0.10273717,0.28071887,0.26383493,0.00000000,0.41257693,0.46063686
-4.70935468,1.23412605,0.00020457,0.30230515,0.10695185,0.29107421,0.26769255,0.00000000,0.42443082,0.47953107
-4.70335168,1.27956675,0.00021374,0.31448753,0.11169740,0.30280130,0.27263796,0.00000000,0.43722658,0.49889700
-4.69734867,1.32808387,0.00022464,0.32727547,0.11696560,0.31575029,0.27860339,0.00000000,0.45104652,0.51870867
-4.69134567,1.37956305,0.00023716,0.34074908,0.12275210,0.32977241,0.28552949,0.00000000,0.46600937,0.53897551
-4.68534267,1.43396597,0.00025120,0.35501456,0.12905734,0.34472454,0.29336904,0.00000000,0.48227105,0.55974446
-4.67933967,1.49133375,0.00026668,0.37020186,0.13588689,0.36047276,0.30208958,0.00000000,0.50002286,0.58109959
-4.67333667,1.55178416,0.00028352,0.38646030,0.14325147,0.37689471,0.31167481,0.00000000,0.51948701,0.60315908
-4.66733367,1.61550231,0.00030168,0.40395261,0.15116633,0.39388085,0.32212467,0.00000000,0.54090968,0.62606969
-4.66133067,1.68272549,0.00032112,0.42284715,0.15965025,0.41133455,0.33345409,0.00000000,0.56455152,0.64999874
-4.65532766,1.75372261,0.00034183,0.44330899,0.16872394,0.42917106,0.34569056,0.00000000,0.59067620,0.67512400
-4.64932466,1.82876947,0.00036379,0.46549004,0.17840815,0.44731566,0.35887061,0.00000000,0.61953736,0.70162196
-4.64332166,1.90812125,0.00038702,0.48951874,0.18872143,0.46570113,0.37303547,0.00000000,0.65136467,0.72965512
