energy_ev,total_up,B_p_up,B_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-6.00000000,1.67645096,0.31823534,0.00000000,0.74017597,0.85056021,0.02698116,0.39270061
-5.99399700,1.70530157,0.32375458,0.00000000,0.75455335,0.86523190,0.02705884,0.40190557
-5.98799400,1.73943732,0.33042133,0.00000000,0.77146457,0.88273744,0.02719422,0.41230492
-5.98199100,1.77885960,0.33817927,0.00000000,0.79095099,0.90304509,0.02739182,0.42390333
-5.97598799,1.82337624,0.34692802,0.00000000,0.81295534,0.92601972,0.02765314,0.43666516
-5.96998499,1.87259741,0.35652464,0.00000000,0.83731744,0.95142191,0.02797647,0.45051275
-5.96398199,1.92593747,0.36678661,0.00000000,0.86377358,0.97891034,0.02835682,0.46532595
-5.95797899,1.98262325,0.37749621,0.00000000,0.89195945,1.00804747,0.02878599,0.48094278
-5.95197599,2.04170882,0.38840618,0.00000000,0.92141712,1.03830861,0.02925278,0.49716166
-5.94597299,2.10209672,0.39924666,0.00000000,0.95160575,1.06909427,0.02974331,0.51374490
-5.93996998,2.16256533,0.40973303,0.00000000,0.98191595,1.09974556,0.03024150,0.53042373
-5.93396698,2.22180172,0.41957459,0.00000000,1.01168738,1.12956218,0.03072961,0.54690463
-5.92796398,2.27843920,0.42848363,0.00000000,1.04022900,1.15782271,0.03118893,0.56287697
-5.92196098,2.33109848,0.43618477,0.00000000,1.06684138,1.18380639,0.03160045,0.57802166
-5.91595798,2.37843102,0.44242399,0.00000000,1.09084014,1.20681578,0.03194567,0.59202064
-5.90995498,2.41916316,0.44697726,0.00000000,1.11157967,1.22619954,0.03220730,0.60456691
-5.90395198,2.45213955,0.44965830,0.00000000,1.12847623,1.24137447,0.03237000,0.61537473
-5.89794897,2.47636392,0.45032518,0.00000000,1.14102936,1.25184600,0.03242103,0.62418956
-5.89194597,2.49103600,0.44888552,0.00000000,1.14884092,1.25722641,0.03235082,0.63079749
-5.88594297,2.49558278,0.44530008,0.00000000,1.15163065,1.25724991,0.03215342,0.63503363
-5.87993997,2.48968288,0.43958463,0.00000000,1.14924794,1.25178412,0.03182681,0.63678913
-5.87393697,2.47328313,0.43180992,0.00000000,1.14167904,1.24083745,0.03137304,0.63601657
-5.86793397,2.44660635,0.42209990,0.00000000,1.12904948,1.22456197,0.03079827,0.63273335
-5.86193097,2.41015012,0.41062814,0.00000000,1.11162172,1.20325169,0.03011262,0.62702299
-5.85592796,2.36467645,0.39761270,0.00000000,1.08978798,1.17733637,0.02932985,0.61903416
-5.84992496,2.31119269,0.38330961,0.00000000,1.06405875,1.14737097,0.02846698,0.60897744
-5.84392196,2.25092438,0.36800521,0.00000000,1.03504727,1.11402115,0.02754370,0.59711998
-5.83791896,2.18528108,0.35200774,0.00000000,1.00345094,1.07804546,0.02658178,0.58377815
-5.83191596,2.11581649,0.33563841,0.00000000,0.97003013,1.04027485,0.02560436,0.56930843
-5.82591296,2.04418435,0.31922232,0.00000000,0.93558549,1.00159012,0.02463524,0.55409700
-5.81990995,1.97209173,0.30307956,0.00000000,0.90093447,0.96289836,0.02369812,0.53854833
-5.81390695,1.90125147,0.28751683,0.00000000,0.86688810,0.92510897,0.02281595,0.52307319
-5.80790395,1.83333537,0.27281969,0.00000000,0.83422866,0.88911024,0.02201019,0.50807659
-5.80190095,1.76992973,0.25924584,0.00000000,0.80368905,0.85574711,0.02130027,0.49394608
-5.79589795,1.71249461,0.24701951,0.00000000,0.77593462,0.82580075,0.02070309,0.48104074
-5.78989495,1.66232806,0.23632703,0.00000000,0.75154760,0.79997065,0.02023256,0.46968137
-5.78389195,1.62053618,0.22731372,0.00000000,0.73101482,0.77885944,0.01989936,0.46014213
-5.77788894,1.58800976,0.22008205,0.00000000,0.71471867,0.76296097,0.01971071,0.45264375
-5.77188594,1.56540786,0.21469105,0.00000000,0.70293148,0.75265155,0.01967031,0.44734876
-5.76588294,1.55314835,0.21115690,0.00000000,0.69581320,0.74818464,0.01977838,0.44435853
-5.75987994,1.55140551,0.20945459,0.00000000,0.69341223,0.74968877,0.02003175,0.44371232
-5.75387694,1.56011409,0.20952051,0.00000000,0.69566910,0.75716859,0.02042408,0.44538820
-5.74787394,1.57897945,0.21125584,0.00000000,0.70242279,0.77050877,0.02094618,0.44930569
-5.74187094,1.60749302,0.21453063,0.00000000,0.71341919,0.78948055,0.02158631,0.45532998
-5.73586793,1.64495230,0.21918834,0.00000000,0.72832145,0.81375041,0.02233055,0.46327750
-5.72986493,1.69048462,0.22505082,0.00000000,0.74672176,0.84289076,0.02316326,0.47292248
-5.72386193,1.74307358,0.23192342,0.00000000,0.76815416,0.87639198,0.02406746,0.48400434
-5.71785893,1.80158750,0.23960030,0.00000000,0.79210812,0.91367568,0.02502531,0.49623558
-5.71185593,1.86480879,0.24786968,0.00000000,0.81804235,0.95410860,0.02601842,0.50930980
-5.70585293,1.93146356,0.25651892,0.00000000,0.84539863,0.99701704,0.02702838,0.52290972
-5.69984992,2.00025064,0.26533944,0.00000000,0.87361535,1.04170109,0.02803698,0.53671488
-5.69384692,2.06986927,0.27413121,0.00000000,0.90214028,1.08744881,0.02902664,0.55040885
-5.68784392,2.13904492,0.28270686,0.00000000,0.93044248,1.13354966,0.02998063,0.56368569
-5.68184092,2.20655267,0.29089522,0.00000000,0.95802291,1.17930709,0.03088334,0.57625566
-5.67583792,2.27123771,0.29854426,0.00000000,0.98442367,1.22405007,0.03172044,0.58785004
-5.66983492,2.33203270,0.30552338,0.00000000,1.00923543,1.26714327,0.03247905,0.59822493
-5.66383192,2.38797175,0.31172492,0.00000000,1.03210307,1.30799571,0.03314784,0.60716419
-5.65782891,2.43820083,0.31706497,0.00000000,1.05272937,1.34606788,0.03371707,0.61448143
-5.65182591,2.48198488,0.32148337,0.00000000,1.07087665,1.38087714,0.03417866,0.62002111
-5.64582291,2.51871139,0.32494294,0.00000000,1.08636632,1.41200144,0.03452613,0.62365894
-5.63981991,2.54789104,0.32742806,0.00000000,1.09907664,1.43908137,0.03475462,0.62530160
-5.63381691,2.56915540,0.32894259,0.00000000,1.10893861,1.46182071,0.03486082,0.62488592
-5.62781391,2.58225240,0.32950724,0.00000000,1.11593038,1.47998554,0.03484290,0.62237764
-5.62181091,2.58703970,0.32915653,0.00000000,1.12007050,1.49340224,0.03470045,0.61776987
-5.61580790,2.58347675,0.32793559,0.00000000,1.12141026,1.50195441,0.03443439,0.61108141
-5.60980490,2.57161582,0.32589670,0.00000000,1.12002566,1.50557926,0.03404688,0.60235488
-5.60380190,2.55159261,0.32309606,0.00000000,1.11600938,1.50426342,0.03354129,0.59165488
-5.59779890,2.52361684,0.31959064,0.00000000,1.10946312,1.49803872,0.03292203,0.57906618
-5.59179590,2.48796320,0.31543555,0.00000000,1.10049083,1.48697798,0.03219457,0.56469188
-5.58579290,2.44496296,0.31068172,0.00000000,1.08919306,1.47119109,0.03136530,0.54865172
-5.57978989,2.39499646,0.30537436,0.00000000,1.07566267,1.45082154,0.03044148,0.53108033
-5.57378689,2.33848663,0.29955194,0.00000000,1.05998228,1.42604344,0.02943118,0.51212555
-5.56778389,2.27589344,0.29324584,0.00000000,1.04222329,1.39705916,0.02834316,0.49194670
-5.56178089,2.20770935,0.28648071,0.00000000,1.02244658,1.36409744,0.02718685,0.47071282
-5.55577789,2.13445554,0.27927537,0.00000000,1.00070481,1.32741200,0.02597218,0.44860076
-5.54977489,2.05667875,0.27164418,0.00000000,0.97704593,1.28728052,0.02470954,0.42579321
-5.54377189,1.97494846,0.26359884,0.00000000,0.95151784,1.24400370,0.02340965,0.40247664
-5.53776888,1.88985421,0.25515038,0.00000000,0.92417361,1.19790449,0.02208343,0.37883900
-5.53176588,1.80200288,0.24631126,0.00000000,0.89507704,1.14932702,0.02074189,0.35506751
-5.52576288,1.71201564,0.23709743,0.00000000,0.86430815,1.09863533,0.01939598,0.33134626
-5.51975988,1.62052450,0.22753011,0.00000000,0.83196812,1.04621165,0.01805646,0.30785392
-5.51375688,1.52816833,0.21763740,0.00000000,0.79818346,0.99245412,0.01673378,0.28476148
-5.50775388,1.43558843,0.20745536,0.00000000,0.76310908,0.93777400,0.01543793,0.26223020
-5.50175088,1.34342354,0.19702866,0.00000000,0.72693008,0.88259230,0.01417833,0.24040979
-5.49574787,1.25230460,0.18641078,0.00000000,0.68986207,0.82733594,0.01296375,0.21943683
-5.48974487,1.16284914,0.17566363,0.00000000,0.65215016,0.77243344,0.01180218,0.19943363
-5.48374187,1.07565580,0.16485678,0.00000000,0.61406641,0.71831043,0.01070083,0.18050748
-5.47773887,0.99129891,0.15406623,0.00000000,0.57590621,0.66538493,0.00966607,0.16275030
-5.47173587,0.91032340,0.14337289,0.00000000,0.53798342,0.61406272,0.00870342,0.14623875
-5.46573287,0.83324034,0.13286081,0.00000000,0.50062479,0.56473286,0.00781754,0.13103471
-5.45972986,0.76052296,0.12261525,0.00000000,0.46416379,0.51776350,0.00701233,0.11718616
-5.45372686,0.69260351,0.11272080,0.00000000,0.42893414,0.47349816,0.00629093,0.10472833
-5.44772386,0.62987074,0.10325942,0.00000000,0.39526333,0.43225244,0.00565583,0.09368508
-5.44172086,0.57266817,0.09430874,0.00000000,0.36346631,0.39431125,0.00510893,0.08407033
-5.43571786,0.52129288,0.08594045,0.00000000,0.33383958,0.35992652,0.00465160,0.07588966
-5.42971486,0.47599471,0.07821906,0.00000000,0.30665590,0.32931539,0.00428481,0.06914162
-5.42371186,0.43697579,0.07120073,0.00000000,0.28215947,0.30265874,0.00400916,0.06381904
-5.41770885,0.40439011,0.06493259,0.00000000,0.26056197,0.28009995,0.00382493,0.05990998
-5.41170585,0.37834291,0.05945215,0.00000000,0.24203918,0.26174381,0.00373214,0.05739839
-5.40570285,0.35888986,0.05478699,0.00000000,0.22672828,0.24765555,0.00373054,0.05626435
-5.39969985,0.34603580,0.05095471,0.00000000,0.21472578,0.23785974,0.00381960,0.05648397
-5.39369685,0.33973302,0.04796297,0.00000000,0.20608599,0.23233921,0.00399851,0.05802891
-5.38769385,0.33987917,0.04580969,0.00000000,0.20082003,0.23103385,0.00426609,0.06086548
-5.38169085,0.34631487,0.04448338,0.00000000,0.19889529,0.23383945,0.00462075,0.06495357
-5.37568784,0.35882129,0.04396350,0.00000000,0.20023540,0.24060666,0.00506042,0.07024534
-5.36968484,0.37711791,0.04422090,0.00000000,0.20472069,0.25114025,0.00558250,0.07668382
-5.36368184,0.40086101,0.04521832,0.00000000,0.21218927,0.26519888,0.00618378,0.08420165
-5.35767884,0.42964312,0.04691098,0.00000000,0.22243874,0.28249565,0.00686040,0.09271997
-5.35167584,0.46299399,0.04924722,0.00000000,0.23522871,0.30269965,0.00760792,0.10214770
-5.34567284,0.50038349,0.05216920,0.00000000,0.25028412,0.32543877,0.00842124,0.11238121
-5.33966983,0.54122668,0.05561384,0.00000000,0.26729970,0.35030403,0.00929478,0.12330472
-5.33366683,0.58489157,0.05951372,0.00000000,0.28594528,0.37685549,0.01022254,0.13479122
-5.32766383,0.63070933,0.06379833,0.00000000,0.30587236,0.40462985,0.01119831,0.14670426
-5.32166083,0.67798728,0.06839526,0.00000000,0.32672160,0.43314969,0.01221582,0.15890032
-5.31565783,0.72602424,0.07323171,0.00000000,0.34813123,0.46193420,0.01326907,0.17123199
-5.30965483,0.77412788,0.07823597,0.00000000,0.36974627,0.49051108,0.01435250,0.18355164
-5.30365183,0.82163350,0.08333904,0.00000000,0.39122812,0.51842935,0.01546137,0.19571562
-5.29764882,0.86792352,0.08847626,0.00000000,0.41226435,0.54527244,0.01659193,0.20758868
-5.29164582,0.91244675,0.09358882,0.00000000,0.43257814,0.57067102,0.01774171,0.21904849
-5.28564282,0.95473661,0.09862519,0.00000000,0.45193709,0.59431511,0.01890970,0.22998994
-5.27963982,0.99442710,0.10354231,0.00000000,0.47016086,0.61596463,0.02009646,0.24032910
-5.27363682,1.03126590,0.10830647,0.00000000,0.48712720,0.63545798,0.02130415,0.25000645
-5.26763382,1.06512345,0.11289384,0.00000000,0.50277603,0.65271808,0.02253650,0.25898930
-5.26163082,1.09599764,0.11729057,0.00000000,0.51711136,0.66775545,0.02379861,0.26727317
-5.25562781,1.12401337,0.12149248,0.00000000,0.53020056,0.68066802,0.02509668,0.27488199
-5.24962481,1.14941711,0.12550424,0.00000000,0.54217122,0.69163769,0.02643767,0.28186714
-5.24362181,1.17256622,0.12933817,0.00000000,0.55320546,0.70092362,0.02782880,0.28830520
-5.23761881,1.19391375,0.13301261,0.00000000,0.56353183,0.70885251,0.02927703,0.29429466
-5.23161581,1.21398912,0.13655006,0.00000000,0.57341528,0.71580635,0.03078853,0.29995158
-5.22561281,1.23337569,0.13997507,0.00000000,0.58314546,0.72220808,0.03236806,0.30540451
-5.21960980,1.25268635,0.14331206,0.00000000,0.59302394,0.72850603,0.03401843,0.31078894
-5.21360680,1.27253827,0.14658325,0.00000000,0.60335098,0.73515769,0.03574005,0.31624140
-5.20760380,1.29352811,0.14980667,0.00000000,0.61441233,0.74261372,0.03753048,0.32189379
-5.20160080,1.31620900,0.15299459,0.00000000,0.62646682,0.75130284,0.03938424,0.32786798
-5.19559780,1.34107020,0.15615232,0.00000000,0.63973526,0.76161841,0.04129267,0.33427113
-5.18959480,1.36852072,0.15927749,0.00000000,0.65439105,0.77390716,0.04324402,0.34119189
-5.18359180,1.39887729,0.16235992,0.00000000,0.67055314,0.78846051,0.04522368,0.34869764
-5.17758879,1.43235730,0.16538203,0.00000000,0.68828134,0.80550880,0.04721465,0.35683295
-5.17158579,1.46907681,0.16831984,0.00000000,0.70757434,0.82521844,0.04919806,0.36561926
-5.16558279,1.50905334,0.17114433,0.00000000,0.72837035,0.84769194,0.05115397,0.37505565
-5.15957979,1.55221314,0.17382338,0.00000000,0.75055023,0.87297052,0.05306215,0.38512079
-5.15357679,1.59840209,0.17632377,0.00000000,0.77394289,0.90103896,0.05490293,0.39577562
-5.14757379,1.64739938,0.17861346,0.00000000,0.79833262,0.93183212,0.05665814,0.40696684
-5.14157079,1.69893294,0.18066375,0.00000000,0.82346781,0.96524264,0.05831189,0.41863063
-5.13556778,1.75269558,0.18245136,0.00000000,0.84907076,1.00112912,0.05985136,0.43069662
-5.12956478,1.80836058,0.18396004,0.00000000,0.87484790,1.03932440,0.06126732,0.44309161
-5.12356178,1.86559612,0.18518194,0.00000000,0.90049998,1.07964312,0.06255461,0.45574294
-5.11755878,1.92407733,0.18611829,0.00000000,0.92573187,1.12188844,0.06371232,0.46858129
