energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up
-5.70585293,0.56884630,0.05934098,0.33089939,0.00090786,0.02598547,0.14948638,0.07170941,0.00619478,0.12069516
-5.69984992,0.62546703,0.06597546,0.36429010,0.00102259,0.02810168,0.16174059,0.07957681,0.00660356,0.13413573
-5.69384692,0.68485902,0.07303008,0.39968121,0.00115057,0.03020646,0.17397238,0.08786653,0.00699252,0.14832274
-5.68784392,0.74661998,0.08047191,0.43684690,0.00129129,0.03227560,0.18603888,0.09653695,0.00735447,0.16318820
-5.68184092,0.81029699,0.08825951,0.47552859,0.00144401,0.03428471,0.19779476,0.10553774,0.00768246,0.17864837
-5.67583792,0.87539202,0.09634280,0.51543755,0.00160777,0.03620989,0.20909573,0.11481029,0.00797008,0.19460400
-5.66983492,0.94136899,0.10466329,0.55625828,0.00178134,0.03802832,0.21980218,0.12428836,0.00821163,0.21094101
-5.66383192,1.00766209,0.11315440,0.59765278,0.00196329,0.03971899,0.22978273,0.13389907,0.00840233,0.22753170
-5.65782891,1.07368547,0.12174222,0.63926559,0.00215194,0.04126327,0.23891755,0.14356416,0.00853852,0.24423645
-5.65182591,1.13884397,0.13034648,0.68072965,0.00234542,0.04264551,0.24710148,0.15320169,0.00861776,0.26090600
-5.64582291,1.20254484,0.13888187,0.72167272,0.00254167,0.04385349,0.25424663,0.16272797,0.00863898,0.27738426
-5.63981991,1.26421024,0.14725966,0.76172446,0.00273849,0.04487889,0.26028451,0.17205983,0.00860252,0.29351167
-5.63381691,1.32329017,0.15538957,0.80052377,0.00293358,0.04571752,0.26516770,0.18111714,0.00851015,0.30912899
-5.62781391,1.37927568,0.16318201,0.83772652,0.00312461,0.04636963,0.26887078,0.18982556,0.00836502,0.32408150
-5.62181091,1.43171188,0.17055038,0.87301311,0.00330922,0.04683990,0.27139084,0.19811936,0.00817157,0.33822352
-5.61580790,1.48021051,0.17741356,0.90609606,0.00348514,0.04713752,0.27274727,0.20594433,0.00793545,0.35142307
-5.60980490,1.52446151,0.18369849,0.93672702,0.00365018,0.04727600,0.27298105,0.21326057,0.00766331,0.36356641
-5.60380190,1.56424331,0.18934258,0.96470320,0.00380236,0.04727295,0.27215360,0.22004507,0.00736261,0.37456254
-5.59779890,1.59943129,0.19429604,0.98987286,0.00393987,0.04714978,0.27034509,0.22629394,0.00704143,0.38434714
-5.59179590,1.63000395,0.19852387,1.01213967,0.00406121,0.04693120,0.26765242,0.23202414,0.00670821,0.39288600
-5.58579290,1.65604642,0.20200751,1.03146565,0.00416513,0.04664475,0.26418686,0.23727459,0.00637154,0.40017748
-5.57978989,1.67775085,0.20474587,1.04787253,0.00425075,0.04632011,0.26007142,0.24210652,0.00603988,0.40625411
-5.57378689,1.69541340,0.20675592,1.06144134,0.00431750,0.04598847,0.25543803,0.24660296,0.00572138,0.41118287
-5.56778389,1.70942761,0.20807245,1.07231009,0.00436519,0.04568168,0.25042452,0.25086727,0.00542367,0.41506421
-5.56178089,1.72027405,0.20874728,1.08066952,0.00439397,0.04543145,0.24517149,0.25502076,0.00515361,0.41802971
-5.55577789,1.72850630,0.20884766,1.08675690,0.00440430,0.04526845,0.23981918,0.25919930,0.00491723,0.42023836
-5.54977489,1.73473353,0.20845402,1.09084798,0.00439698,0.04522139,0.23450428,0.26354899,0.00471951,0.42187147
-5.54377189,1.73960008,0.20765710,1.09324732,0.00437308,0.04531611,0.22935674,0.26822115,0.00456433,0.42312649
-5.53776888,1.74376258,0.20655462,1.09427721,0.00433390,0.04557468,0.22449677,0.27336656,0.00445436,0.42420979
-5.53176588,1.74786560,0.20524752,1.09426563,0.00428093,0.04601455,0.22003197,0.27912933,0.00439107,0.42532876
-5.52576288,1.75251647,0.20383601,1.09353362,0.00421580,0.04664781,0.21605473,0.28564056,0.00437467,0.42668359
-5.51975988,1.75826061,0.20241562,1.09238266,0.00414022,0.04748055,0.21264000,0.29301212,0.00440417,0.42845899
-5.51375688,1.76555834,0.20107344,1.09108254,0.00405593,0.04851243,0.20984347,0.30133080,0.00447741,0.43081630
-5.50775388,1.77476433,0.19988466,1.08986037,0.00396464,0.04973640,0.20770033,0.31065314,0.00459112,0.43388647
-5.50175088,1.78611094,0.19890974,1.08889120,0.00386797,0.05113867,0.20622458,0.32100128,0.00474108,0.43776408
-5.49574787,1.79969621,0.19819229,1.08829090,0.00376743,0.05269896,0.20540918,0.33235988,0.00492218,0.44250291
-5.48974487,1.81547750,0.19775773,1.08811157,0.00366439,0.05439094,0.20522677,0.34467466,0.00512859,0.44811329
-5.48374187,1.83327130,0.19761299,1.08833999,0.00356000,0.05618305,0.20563134,0.35785228,0.00535395,0.45456131
-5.47773887,1.85275941,0.19774712,1.08889907,0.00345520,0.05803941,0.20656054,0.37176204,0.00559154,0.46177014
-5.47173587,1.87350165,0.19813290,1.08965262,0.00335074,0.05992116,0.20793884,0.38623904,0.00583446,0.46962336
-5.46573287,1.89495445,0.19872932,1.09041300,0.00324714,0.06178779,0.20968123,0.40108901,0.00607585,0.47797015
-5.45972986,1.91649491,0.19948490,1.09095156,0.00314469,0.06359876,0.21169753,0.41609434,0.00630911,0.48663223
-5.45372686,1.93744910,0.20034164,1.09101133,0.00304353,0.06531507,0.21389702,0.43102138,0.00652809,0.49541213
-5.44772386,1.95712346,0.20123936,1.09032140,0.00294361,0.06690095,0.21619330,0.44562845,0.00672731,0.50410250
-5.44172086,1.97483778,0.20212031,1.08861218,0.00284480,0.06832541,0.21850907,0.45967438,0.00690211,0.51249591
-5.43571786,1.98995820,0.20293364,1.08563102,0.00274684,0.06956365,0.22078077,0.47292708,0.00704886,0.52039471
-5.42971486,2.00192866,0.20363971,1.08115714,0.00264945,0.07059828,0.22296264,0.48517184,0.00716506,0.52762050
-5.42371186,2.01029927,0.20421380,1.07501530,0.00255237,0.07142027,0.22503022,0.49621906,0.00724947,0.53402270
-5.41770885,2.01475014,0.20464904,1.06708753,0.00245535,0.07202954,0.22698292,0.50591084,0.00730214,0.53948569
-5.41170585,2.01510964,0.20495848,1.05732218,0.00235822,0.07243522,0.22884562,0.51412641,0.00732447,0.54393449
-5.40570285,2.01136621,0.20517606,1.04574018,0.00226095,0.07265551,0.23066917,0.52078608,0.00731917,0.54733821
-5.39969985,2.00367305,0.20535641,1.03243786,0.00216360,0.07271715,0.23252965,0.52585351,0.00729018,0.54971168
-5.39369685,1.99234585,0.20557350,1.01758668,0.00206638,0.07265454,0.23452647,0.52933636,0.00724259,0.55111466
-5.38769385,1.97785342,0.20591809,1.00142956,0.00196966,0.07250846,0.23677936,0.53128528,0.00718250,0.55164906
-5.38169085,1.96080207,0.20649420,0.98427439,0.00187394,0.07232456,0.23942429,0.53179135,0.00711679,0.55145420
-5.37568784,1.94191439,0.20741455,0.96648496,0.00177984,0.07215163,0.24260846,0.53098212,0.00705295,0.55070029
-5.36968484,1.92200365,0.20879540,0.94846978,0.00168810,0.07203961,0.24648464,0.52901656,0.00699884,0.54958055
-5.36368184,1.90194499,0.21075083,0.93066961,0.00159953,0.07203769,0.25120509,0.52607904,0.00696247,0.54830240
-5.35767884,1.88264493,0.21338685,0.91354402,0.00151498,0.07219225,0.25691514,0.52237277,0.00695174,0.54707803
-5.35167584,1.86501043,0.21679558,0.89755791,0.00143532,0.07254505,0.26374697,0.51811291,0.00697417,0.54611490
-5.34567284,1.84991901,0.22104976,0.88316832,0.00136142,0.07313146,0.27181362,0.51351964,0.00703678,0.54560656
-5.33966983,1.83819104,0.22619794,0.87081230,0.00129405,0.07397907,0.28120367,0.50881154,0.00714579,0.54572429
-5.33366683,1.83056545,0.23226050,0.86089622,0.00123394,0.07510652,0.29197672,0.50419935,0.00730654,0.54660977
-5.32766383,1.82767959,0.23922682,0.85378673,0.00118169,0.07652274,0.30415988,0.49988049,0.00752329,0.54836931
-5.32166083,1.83005401,0.24705371,0.84980396,0.00113778,0.07822658,0.31774555,0.49603434,0.00779921,0.55106962
-5.31565783,1.83808239,0.25566520,0.84921675,0.00110255,0.08020683,0.33269040,0.49281848,0.00813628,0.55473552
-5.30965483,1.85202705,0.26495377,0.85224018,0.00107620,0.08244269,0.34891586,0.49036579,0.00853531,0.55934941
-5.30365183,1.87201956,0.27478300,0.85903528,0.00105877,0.08490460,0.36630981,0.48878266,0.00899596,0.56485271
-5.29764882,1.89806653,0.28499152,0.86971078,0.00105019,0.08755541,0.38472973,0.48814804,0.00951683,0.57114888
-5.29164582,1.93005971,0.29539812,0.88432665,0.00105028,0.09035190,0.40400697,0.48851330,0.01009555,0.57810813
-5.28564282,1.96778995,0.30580785,0.90289921,0.00105873,0.09324649,0.42395197,0.48990299,0.01072888,0.58557332
-5.27963982,2.01096412,0.31601881,0.92540747,0.00107519,0.09618905,0.44436038,0.49231610,0.01141288,0.59336688
-5.27363682,2.05922405,0.32582933,0.95180035,0.00109926,0.09912892,0.46501970,0.49572795,0.01214303,0.60129835
-5.26763382,2.11216663,0.33504529,0.98200435,0.00113051,0.10201676,0.48571614,0.50009235,0.01291437,0.60917225
-5.26163082,2.16936407,0.34348717,1.01593141,0.00116856,0.10480641,0.50624152,0.50534412,0.01372163,0.61679587
-5.25562781,2.23038334,0.35099660,1.05348638,0.00121305,0.10745648,0.52639994,0.51140170,0.01455934,0.62398665
-5.24962481,2.29480408,0.35744209,1.09457399,0.00126368,0.10993173,0.54601384,0.51816974,0.01542192,0.63057893
-5.24362181,2.36223408,0.36272372,1.13910466,0.00132027,0.11220417,0.56492931,0.52554172,0.01630374,0.63642968
-5.23761881,2.43232177,0.36677655,1.18699912,0.00138272,0.11425374,0.58302050,0.53340244,0.01719915,0.64142318
-5.23161581,2.50476523,0.36957268,1.23819136,0.00145106,0.11606868,0.60019286,0.54163026,0.01810253,0.64547443
-5.22561281,2.57931739,0.37112181,1.29262980,0.00152544,0.11764549,0.61638517,0.55009930,0.01900821,0.64853115
-5.21960980,2.65578724,0.37147045,1.35027645,0.00160613,0.11898851,0.63157035,0.55868129,0.01991051,0.65057458
-5.21360680,2.73403713,0.37069967,1.41110403,0.00169350,0.12010924,0.64575497,0.56724742,0.02080363,0.65161891
-5.20760380,2.81397618,0.36892159,1.47509101,0.00178802,0.12102527,0.65897747,0.57566990,0.02168166,0.65170957
-5.20160080,2.89555030,0.36627480,1.54221469,0.00189022,0.12175908,0.67130525,0.58382351,0.02253851,0.65092049
-5.19559780,2.97872904,0.36291892,1.61244237,0.00200068,0.12233660,0.68283072,0.59158691,0.02336786,0.64935047
-5.18959480,3.06349011,0.35902849,1.68572112,0.00211996,0.12278571,0.69366630,0.59884410,0.02416317,0.64711885
-5.18359180,3.14980194,0.35478648,1.76196626,0.00224860,0.12313476,0.70393879,0.60548558,0.02491769,0.64436066
-5.17758879,3.23760520,0.35037767,1.84104914,0.00238705,0.12341105,0.71378295,0.61140965,0.02562445,0.64122142
-5.17158579,3.32679405,0.34598220,1.92278477,0.00253563,0.12363954,0.72333483,0.61652357,0.02627641,0.63785178
-5.16558279,3.41719793,0.34176939,2.00691986,0.00269448,0.12384168,0.73272473,0.62074464,0.02686645,0.63440208
-5.15957979,3.50856467,0.33789225,2.09312185,0.00286353,0.12403445,0.74207021,0.62400116,0.02738761,0.63101709
-5.15357679,3.60054601,0.33448267,2.18096984,0.00304244,0.12422977,0.75146937,0.62623335,0.02783315,0.62783093
-5.14757379,3.69268603,0.33164752,2.26994780,0.00323055,0.12443408,0.76099449,0.62739394,0.02819676,0.62496238
-5.14157079,3.78441361,0.32946582,2.35944100,0.00342690,0.12464831,0.77068643,0.62744871,0.02847273,0.62251066
-5.13556778,3.87503932,0.32798696,2.44873596,0.00363016,0.12486814,0.78054995,0.62637671,0.02865614,0.62055175
-5.12956478,3.96375753,0.32723010,2.53702465,0.00383864,0.12508451,0.79055022,0.62417033,0.02874304,0.61913551
-5.12356178,4.04965405,0.32718462,2.62341307,0.00405029,0.12528450,0.80061068,0.62083506,0.02873062,0.61828345
-5.11755878,4.13171954,0.32781179,2.70693442,0.00426272,0.12545228,0.81061254,0.61638914,0.02861732,0.61798756
-5.11155578,4.20886867,0.32904732,2.78656687,0.00447321,0.12557037,0.82039594,0.61086298,0.02840301,0.61820999
-5.10555278,4.27996479,0.33080490,2.86125552,0.00467880,0.12562097,0.82976294,0.60429850,0.02808901,0.61888388
-5.09954977,4.34384952,0.33298045,2.92993807,0.00487629,0.12558729,0.83848227,0.59674828,0.02767818,0.61991518
-5.09354677,4.39937634,0.33545696,2.99157347,0.00506237,0.12545496,0.84629589,0.58827480,0.02717490,0.62118568
-5.08754377,4.44544714,0.33810969,3.04517250,0.00523367,0.12521322,0.85292698,0.57894957,0.02658504,0.62255689
-5.08154077,4.48105025,0.34081154,3.08982916,0.00538683,0.12485606,0.85808938,0.56885222,0.02591588,0.62387501
-5.07553777,4.50529830,0.34343829,3.12475142,0.00551867,0.12438307,0.86149789,0.55806969,0.02517600,0.62497651
-5.06953477,4.51746433,0.34587359,3.14929023,0.00562622,0.12379996,0.86287918,0.54669532,0.02437511,0.62569434
-5.06353177,4.51701405,0.34801333,3.16296499,0.00570683,0.12311883,0.86198275,0.53482791,0.02352383,0.62586436
-5.05752876,4.50363287,0.34976936,3.16548460,0.00575828,0.12235803,0.85859156,0.52257067,0.02263354,0.62533177
-5.05152576,4.47724584,0.35107221,3.15676248,0.00577886,0.12154159,0.85253160,0.51003005,0.02171604,0.62395724
-5.04552276,4.43802932,0.35187286,3.13692506,0.00576741,0.12069837,0.84368028,0.49731439,0.02078337,0.62162231
-5.03951976,4.38641344,0.35214335,3.10631276,0.00572338,0.11986084,0.83197278,0.48453223,0.01984748,0.61823399
-5.03351676,4.32307478,0.35187629,3.06547334,0.00564687,0.11906353,0.81740650,0.47179057,0.01891999,0.61372812
-5.02751376,4.24891945,0.35108333,3.01514767,0.00553861,0.11834131,0.80004291,0.45919269,0.01801187,0.60807136
-5.02151076,4.16505686,0.34979267,2.95624845,0.00539999,0.11772756,0.78000710,0.44683589,0.01713325,0.60126183
-5.01550775,4.07276552,0.34804573,2.88983259,0.00523297,0.11725222,0.75748475,0.43480908,0.01629310,0.59332818
-5.00950475,3.97345217,0.34589336,2.81706859,0.00504007,0.11694004,0.73271687,0.42319033,0.01549912,0.58432734
-5.00350175,3.86860623,0.34339161,2.73920031,0.00482427,0.11680896,0.70599242,0.41204450,0.01475752,0.57434102
-4.99749875,3.75975178,0.34059758,2.65750869,0.00458895,0.11686870,0.67763938,0.40142115,0.01407289,0.56347119
-4.99149575,3.64839944,0.33756535,2.57327332,0.00433775,0.11711986,0.64801457,0.39135285,0.01344817,0.55183490
-4.98549275,3.53600036,0.33434254,2.48773541,0.00407452,0.11755341,0.61749272,0.38185397,0.01288462,0.53955864
-4.97948974,3.42390473,0.33096742,2.40206398,0.00380317,0.11815057,0.58645552,0.37292027,0.01238185,0.52677281
-4.97348674,3.31332660,0.32746705,2.31732650,0.00352762,0.11888340,0.55528092,0.36452913,0.01193793,0.51360641
-4.96748374,3.20531661,0.32385631,2.23446535,0.00325164,0.11971570,0.52433332,0.35664076,0.01154953,0.50018236
-4.96148074,3.10074382,0.32013799,2.15428079,0.00297882,0.12060450,0.49395494,0.34920012,0.01121212,0.48661378
-4.95547774,3.00028703,0.31630395,2.07742091,0.00271249,0.12150185,0.46445884,0.34213980,0.01092018,0.47300126
-4.94947474,2.90443567,0.31233716,2.00437879,0.00245563,0.12235704,0.43612359,0.33538348,0.01066749,0.45943131
-4.94347174,2.81349977,0.30821453,1.93549634,0.00221087,0.12311889,0.40918979,0.32885011,0.01044740,0.44597605
-4.93746873,2.72762785,0.30391031,1.87097440,0.00198044,0.12373820,0.38385853,0.32245833,0.01025309,0.43269391
-4.93146573,2.64683145,0.29939981,1.81088806,0.00176615,0.12417011,0.36029137,0.31613117,0.01007790,0.41963144
-4.92546273,2.57101441,0.29466311,1.75520614,0.00156944,0.12437637,0.33861194,0.30980069,0.00991555,0.40682576
-4.91945973,2.50000512,0.28968869,1.70381344,0.00139136,0.12432716,0.31890869,0.30341226,0.00976037,0.39430761
-4.91345673,2.43358957,0.28447642,1.65653457,0.00123260,0.12400267,0.30123855,0.29692840,0.00960756,0.38210458
-4.90745373,2.37154345,0.27903996,1.61315785,0.00109354,0.12339414,0.28563106,0.29033182,0.00945326,0.37024437
-4.90145073,2.31366146,0.27340825,1.57345819,0.00097428,0.12250434,0.27209275,0.28362773,0.00929471,0.35875763
-4.89544772,2.25978227,0.26762598,1.53721780,0.00087470,0.12134754,0.26061135,0.27684502,0.00913027,0.34768041
-4.88944472,2.20980806,0.26175303,1.50424379,0.00079449,0.11994888,0.25115966,0.27003652,0.00895944,0.33705579
-4.88344172,2.16371787,0.25586288,1.47438211,0.00073319,0.11834325,0.24369869,0.26327814,0.00878279,0.32693471
-4.87743872,2.12157432,0.25003998,1.44752728,0.00069026,0.11657366,0.23818020,0.25666715,0.00860185,0.31737593
-4.87143572,2.08352374,0.24437640,1.42362791,0.00066508,0.11468921,0.23454827,0.25031944,0.00841900,0.30844510
-4.86543272,2.04979022,0.23896773,1.40268793,0.00065701,0.11274283,0.23274025,0.24436613,0.00823727,0.30021303
-4.85942971,2.02066411,0.23390864,1.38476397,0.00066541,0.11078872,0.23268678,0.23894959,0.00806016,0.29275327
-4.85342671,1.99648614,0.22928823,1.36995930,0.00068967,0.10887991,0.23431141,0.23421909,0.00789143,0.28613923
-4.84742371,1.97762818,0.22518552,1.35841487,0.00072920,0.10706568,0.23752975,0.23032617,0.00773491,0.28044095
-4.84142071,1.96447199,0.22166522,1.35029838,0.00078348,0.10538935,0.24224837,0.22742011,0.00759427,0.27572177
-4.83541771,1.95738718,0.21877419,1.34579182,0.00085204,0.10388623,0.24836388,0.22564345,0.00747285,0.27203517
-4.82941471,1.95670963,0.21653858,1.34507853,0.00093450,0.10258205,0.25576210,0.22512785,0.00737352,0.26942189
-4.82341171,1.96272146,0.21496203,1.34833021,0.00103052,0.10149178,0.26431782,0.22599032,0.00729852,0.26790754
-4.81740870,1.97563345,0.21402479,1.35569476,0.00113985,0.10061903,0.27389496,0.22833000,0.00724935,0.26750088
-4.81140570,1.99557063,0.21368406,1.36728520,0.00126228,0.09995592,0.28434757,0.23222532,0.00722677,0.26819276
-4.80540270,2.02256150,0.21387535,1.38317024,0.00139767,0.09948355,0.29552142,0.23773189,0.00723070,0.26995588
-4.79939970,2.05653104,0.21451488,1.40336668,0.00154593,0.09917293,0.30725631,0.24488079,0.00726031,0.27274532
-4.79339670,2.09729751,0.21550286,1.42783374,0.00170698,0.09898641,0.31938896,0.25367744,0.00731400,0.27649981
-4.78739370,2.14457284,0.21672751,1.45646931,0.00188077,0.09887944,0.33175632,0.26410099,0.00738949,0.28114357
-4.78139070,2.19796612,0.21806965,1.48910810,0.00206722,0.09880268,0.34419917,0.27610412,0.00748395,0.28658883
-4.77538769,2.25698983,0.21940752,1.52552136,0.00226624,0.09870423,0.35656578,0.28961335,0.00759410,0.29273861
-4.76938469,2.32106815,0.22062173,1.56541812,0.00247765,0.09853203,0.36871530,0.30452965,0.00771633,0.29948987
-4.76338169,2.38954673,0.22160007,1.60844757,0.00270119,0.09823613,0.38052091,0.32072967,0.00784685,0.30673668
-4.75737869,2.46170367,0.22224187,1.65420255,0.00293648,0.09777088,0.39187234,0.33806718,0.00798184,0.31437341
-4.75137569,2.53676100,0.22246189,1.70222382,0.00318297,0.09709687,0.40267764,0.35637516,0.00811759,0.32229775
-4.74537269,2.61389663,0.22219345,1.75200519,0.00343993,0.09618251,0.41286424,0.37546827,0.00825060,0.33041342
-4.73936968,2.69225651,0.22139071,1.80299933,0.00370641,0.09500531,0.42237910,0.39514585,0.00837774,0.33863261
-4.73336668,2.77096704,0.22003015,1.85462448,0.00398123,0.09355265,0.43118819,0.41519557,0.00849634,0.34687799
-4.72736368,2.84914777,0.21811105,1.90627204,0.00426295,0.09182217,0.43927513,0.43539747,0.00860427,0.35508427
-4.72136068,2.92592473,0.21565512,1.95731523,0.00454989,0.08982168,0.44663939,0.45552873,0.00870003,0.36319935
-4.71535768,3.00044433,0.21270536,2.00711893,0.00484012,0.08756873,0.45329407,0.47536877,0.00878280,0.37118510
-4.70935468,3.07188820,0.20932412,2.05505080,0.00513147,0.08508977,0.45926351,0.49470486,0.00885247,0.37901770
-4.70335168,3.13948891,0.20559064,2.10049372,0.00542160,0.08241898,0.46458091,0.51333793,0.00890966,0.38668765
-4.69734867,3.20254654,0.20159809,2.14285934,0.00570800,0.07959698,0.46928618,0.53108850,0.00895574,0.39419942
-4.69134567,3.26044577,0.19745034,2.18160266,0.00598807,0.07666928,0.47342412,0.54780242,0.00899282,0.40157084
-4.68534267,3.31267305,0.19325846,2.21623714,0.00625917,0.07368470,0.47704301,0.56335628,0.00902368,0.40883216
-4.67933967,3.35883326,0.18913729,2.24634993,0.00651873,0.07069381,0.48019374,0.57766210,0.00905180,0.41602484
-4.67333667,3.39866485,0.18520198,2.27161647,0.00676427,0.06774735,0.48292938,0.59067110,0.00908125,0.42320003
-4.66733367,3.43205273,0.18156472,2.29181381,0.00699353,0.06489485,0.48530508,0.60237622,0.00911662,0.43041677
-4.66133067,3.45903775,0.17833168,2.30683184,0.00720453,0.06218333,0.48737830,0.61281330,0.00916296,0.43773983
-4.65532766,3.47982189,0.17560025,2.31668167,0.00739562,0.05965621,0.48920905,0.62206049,0.00922568,0.44523728
-4.64932466,3.49476824,0.17345656,2.32150050,0.00756556,0.05735243,0.49086013,0.63023605,0.00931042,0.45297775
-4.64332166,3.50439519,0.17197331,2.32155233,0.00771360,0.05530569,0.49239708,0.63749436,0.00942292,0.46102739
