energy_ev,total_up,As_p_up,As_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-5.84392196,0.01867785,0.00842249,0.00000000,0.00973374,0.00979314,0.00037456,0.00418767
-5.83791896,0.02423823,0.01093996,0.00000000,0.01265664,0.01271525,0.00048559,0.00542886
-5.83191596,0.03124312,0.01411603,0.00000000,0.01635016,0.01639953,0.00062525,0.00699001
-5.82591296,0.04000429,0.01809481,0.00000000,0.02098541,0.02101178,0.00079962,0.00893911
-5.81990995,0.05088363,0.02304439,0.00000000,0.02676289,0.02674500,0.00101572,0.01135467
-5.81390695,0.06429710,0.02915901,0.00000000,0.03391555,0.03382170,0.00128156,0.01432634
-5.80790395,0.08071801,0.03666108,0.00000000,0.04271177,0.04249599,0.00160621,0.01795541
-5.80190095,0.10067953,0.04580292,0.00000000,0.05345808,0.05305530,0.00199975,0.02235501
-5.79589795,0.12477597,0.05686812,0.00000000,0.06650163,0.06582154,0.00247335,0.02765003
-5.78989495,0.15366294,0.07017247,0.00000000,0.08223233,0.08115180,0.00303913,0.03397663
-5.78389195,0.18805586,0.08606427,0.00000000,0.10108433,0.09943817,0.00371016,0.04148144
-5.77788894,0.22872679,0.10492411,0.00000000,0.12353709,0.12110687,0.00450026,0.05032021
-5.77188594,0.27649945,0.12716376,0.00000000,0.15011558,0.14661640,0.00542391,0.06065607
-5.76588294,0.33224227,0.15322447,0.00000000,0.18138976,0.17645481,0.00649595,0.07265727
-5.75987994,0.39685943,0.18357424,0.00000000,0.21797305,0.21113589,0.00773138,0.08649443
-5.75387694,0.47127996,0.21870432,0.00000000,0.26051975,0.25119427,0.00914503,0.10233747
-5.74787394,0.55644486,0.25912463,0.00000000,0.30972134,0.29717953,0.01075123,0.12035199
-5.74187094,0.65329231,0.30535826,0.00000000,0.36630127,0.34964912,0.01256342,0.14069552
-5.73586793,0.76274128,0.35793487,0.00000000,0.43100841,0.40916022,0.01459376,0.16351336
-5.72986493,0.88567337,0.41738293,0.00000000,0.50460863,0.47626042,0.01685270,0.18893448
-5.72386193,1.02291331,0.48422080,0.00000000,0.58787451,0.55147729,0.01934858,0.21706721
-5.71785893,1.17520804,0.55894646,0.00000000,0.68157290,0.63530674,0.02208719,0.24799516
-5.71185593,1.34320464,0.64202590,0.00000000,0.78645001,0.72820014,0.02507137,0.28177329
-5.70585293,1.52742712,0.73388004,0.00000000,0.90321404,0.83055026,0.02830060,0.31842418
-5.69984992,1.72825227,0.83487011,0.00000000,1.03251494,0.94267587,0.03177071,0.35793477
-5.69384692,1.94588474,0.94528156,0.00000000,1.17492145,1.06480518,0.03547352,0.40025351
-5.68784392,2.18033146,1.06530641,0.00000000,1.33089551,1.19705810,0.03939660,0.44528797
-5.68184092,2.43137587,1.19502449,0.00000000,1.50076409,1.33942756,0.04352309,0.49290300
-5.67583792,2.69855234,1.33438355,0.00000000,1.68468926,1.49176023,0.04783153,0.54291952
-5.66983492,2.98112141,1.48317902,0.00000000,1.88263699,1.65373705,0.05229584,0.59511382
-5.66383192,3.27804681,1.64103390,0.00000000,2.09434588,1.82485429,0.05688530,0.64921761
-5.65782891,3.58797530,1.80737965,0.00000000,2.31929708,2.00440580,0.06156467,0.70491869
-5.65182591,3.90922072,1.98143930,0.00000000,2.55668712,2.19146779,0.06629442,0.76186238
-5.64582291,4.23975375,2.16221371,0.00000000,2.80540528,2.38488685,0.07103097,0.81965382
-5.63981991,4.57719914,2.34847252,0.00000000,3.06401773,2.58327293,0.07572715,0.87786107
-5.63381691,4.91884209,2.53875105,0.00000000,3.33076026,2.78499828,0.08033269,0.93601923
-5.62781391,5.26164552,2.73135445,0.00000000,3.60354162,2.98820377,0.08479492,0.99363565
-5.62181091,5.60227963,2.92437030,0.00000000,3.87995905,3.19081365,0.08905948,1.05019622
-5.61580790,5.93716483,3.11569054,0.00000000,4.15732737,3.39055973,0.09307128,1.10517281
-5.60980490,6.26252865,3.30304324,0.00000000,4.43272224,3.58501532,0.09677547,1.15803189
-5.60380190,6.57447640,3.48403433,0.00000000,4.70303762,3.77163917,0.10011855,1.20824421
-5.59779890,6.86907470,3.65619876,0.00000000,4.96505658,3.94782880,0.10304958,1.25529545
-5.59179590,7.14244613,3.81706008,0.00000000,5.21553389,4.11098213,0.10552142,1.29869754
-5.58579290,7.39087222,3.96419667,0.00000000,5.45128774,4.25856588,0.10749195,1.33800049
-5.57978989,7.61090144,4.09531255,0.00000000,5.66929730,4.38818830,0.10892531,1.37280417
-5.57378689,7.79945799,4.20830989,0.00000000,5.86680222,4.49767375,0.10979303,1.40276982
-5.56778389,7.95394670,4.30136027,0.00000000,6.04139947,4.58513575,0.11007507,1.42763061
-5.56178089,8.07234930,4.37297141,0.00000000,6.19113296,4.64904560,0.10976059,1.44720095
-5.55577789,8.15330710,4.42204607,0.00000000,6.31457130,4.68829290,0.10884863,1.46138390
-5.54977489,8.19618572,4.44793010,0.00000000,6.41086939,4.70223524,0.10734840,1.47017642
-5.54377189,8.20111812,4.45044703,0.00000000,6.47981038,4.69073406,0.10527939,1.47367204
-5.53776888,8.16902305,4.42991701,0.00000000,6.52182518,4.65417488,0.10267105,1.47206067
-5.53176588,8.10159734,4.38715901,0.00000000,6.53798812,4.59347026,0.09956230,1.46562565
-5.52576288,8.00128169,4.32347553,0.00000000,6.52998851,4.51004520,0.09600063,1.45473781
-5.51975988,7.87120112,4.24062059,0.00000000,6.50007903,4.40580519,0.09204100,1.43984704
-5.51375688,7.71508227,4.14075199,0.00000000,6.45100354,4.28308828,0.08774445,1.42147152
-5.50775388,7.53715153,4.02637021,0.00000000,6.38590768,4.14460316,0.08317660,1.40018507
-5.50175088,7.34201823,3.90024669,0.00000000,6.30823670,3.99335601,0.07840601,1.37660337
-5.49574787,7.13454849,3.76534466,0.00000000,6.22162576,3.83256946,0.07350246,1.35136942
-5.48974487,6.91973517,3.62473636,0.00000000,6.12978791,3.66559700,0.06853532,1.32513902
-5.48374187,6.70256961,3.48152004,0.00000000,6.03640518,3.49583673,0.06357191,1.29856692
-5.47773887,6.48792046,3.33874025,0.00000000,5.94502771,3.32664770,0.05867610,1.27229395
-5.47173587,6.28042401,3.19931460,0.00000000,5.85898502,3.16127199,0.05390707,1.24693586
-5.46573287,6.08438976,3.06596936,0.00000000,5.78131269,3.00276524,0.04931825,1.22307400
-5.45972986,5.90372360,2.94118571,0.00000000,5.71469644,2.85393737,0.04495659,1.20124802
-5.45372686,5.74186991,2.82715783,0.00000000,5.66143437,2.71730492,0.04086205,1.18195074
-5.44772386,5.60177254,2.72576292,0.00000000,5.62341693,2.59505520,0.03706737,1.16562489
-5.44172086,5.48585378,2.63854290,0.00000000,5.60212297,2.48902243,0.03359809,1.15266174
-5.43571786,5.39600908,2.56669669,0.00000000,5.59862938,2.40067464,0.03047277,1.14340102
-5.42971486,5.33361515,2.51108150,0.00000000,5.61363112,2.33111042,0.02770345,1.13813198
-5.42371186,5.29954816,2.47222143,0.00000000,5.64746805,2.28106364,0.02529620,1.13709510
-5.41770885,5.29420898,2.45032136,0.00000000,5.70015495,2.25091464,0.02325181,1.14048405
-5.41170585,5.31755249,2.44528431,0.00000000,5.77141146,2.24070598,0.02156659,1.14844758
-5.40570285,5.36911829,2.45673060,0.00000000,5.86068899,2.25016126,0.02023309,1.16109115
-5.39969985,5.44806094,2.48401749,0.00000000,5.96719283,2.27870578,0.01924099,1.17847804
-5.39369685,5.55317851,2.52625846,0.00000000,6.08989815,2.32548799,0.01857775,1.20062992
-5.38769385,5.68293883,2.58234160,0.00000000,6.22755986,2.38940123,0.01822938,1.22752696
-5.38169085,5.83550382,2.65094735,0.00000000,6.37871723,2.46910564,0.01818107,1.25910754
-5.37568784,6.00875269,2.73056585,0.00000000,6.54169476,2.56305037,0.01841768,1.29526786
-5.36968484,6.20030540,2.81951475,0.00000000,6.71460192,2.66949647,0.01892426,1.33586154
-5.36368184,6.40754784,2.91595846,0.00000000,6.89533419,2.78654122,0.01968636,1.38069963
-5.35767884,6.62766044,3.01792975,0.00000000,7.08157852,2.91214435,0.02069033,1.42955115
-5.35167584,6.85765147,3.12335471,0.00000000,7.27082583,3.04415683,0.02192345,1.48214441
-5.34567284,7.09439609,3.23008170,0.00000000,7.46039275,3.18035251,0.02337408,1.53816907
-5.33966983,7.33468150,3.33591472,0.00000000,7.64745439,3.31846278,0.02503159,1.59727922
-5.33366683,7.57525797,3.43865103,0.00000000,7.82908860,3.45621400,0.02688635,1.65909704
-5.32766383,7.81289462,3.53612265,0.00000000,8.00233167,3.59136706,0.02892951,1.72321723
-5.32166083,8.04443853,3.62624067,0.00000000,8.16424387,3.72175812,0.03115281,1.78921158
-5.31565783,8.26687462,3.70704099,0.00000000,8.31198282,3.84533935,0.03354826,1.85663370
-5.30965483,8.47738391,3.77672987,0.00000000,8.44288113,3.96021809,0.03610779,1.92502331
-5.30365183,8.67339705,3.83372722,0.00000000,8.55452479,4.06469290,0.03882281,1.99390985
-5.29764882,8.85264036,3.87670571,0.00000000,8.64482780,4.15728481,0.04168377,2.06281517
-5.29164582,9.01317170,3.90462361,0.00000000,8.71209877,4.23676239,0.04467967,2.13125500
-5.28564282,9.15340406,3.91674972,0.00000000,8.75509536,4.30215927,0.04779756,2.19873915
-5.27963982,9.27211543,3.91267889,0.00000000,8.77306286,4.35278331,0.05102203,2.26477056
-5.27363682,9.36844432,3.89233706,0.00000000,8.76575410,4.38821689,0.05433482,2.32884324
-5.26763382,9.44187124,3.85597558,0.00000000,8.73342898,4.40830832,0.05771441,2.39043959
-5.26163082,9.49218742,3.80415471,0.00000000,8.67683289,4.41315503,0.06113575,2.44902747
-5.25562781,9.51945277,3.73771710,0.00000000,8.59715482,4.40307925,0.06457011,2.50405760
-5.24962481,9.52394614,3.65775241,0.00000000,8.49596698,4.37859781,0.06798510,2.55496197
-5.24362181,9.50611097,3.56555484,0.00000000,8.37514912,4.34038774,0.07134480,2.60115374
-5.23761881,9.46650024,3.46257546,0.00000000,8.23680143,4.28924940,0.07461019,2.64202940
-5.23161581,9.40572442,3.35037173,0.00000000,8.08315099,4.22606943,0.07773964,2.67697343
-5.22561281,9.32440576,3.23055641,0.00000000,7.91645671,4.15178520,0.08068968,2.70536598
-5.21960980,9.22314208,3.10474824,0.00000000,7.73891813,4.06735271,0.08341591,2.72659353
-5.21360680,9.10248221,2.97452647,0.00000000,7.55259298,3.97371922,0.08587406,2.74006251
-5.20760380,8.96291460,2.84139089,0.00000000,7.35932793,3.87180184,0.08802116,2.74521555
-5.20160080,8.80486943,2.70672893,0.00000000,7.16070589,3.76247259,0.08981676,2.74154963
-5.19559780,8.62873372,2.57179065,0.00000000,6.95801257,3.64655015,0.09122425,2.72863559
-5.18959480,8.43487799,2.43767202,0.00000000,6.75222321,3.52479793,0.09221203,2.70613787
-5.18359180,8.22369201,2.30530656,0.00000000,6.54400971,3.39792788,0.09275467,2.67383349
-5.17758879,7.99562691,2.17546492,0.00000000,6.33376677,3.26660886,0.09283390,2.63162926
-5.17158579,7.75124001,2.04876130,0.00000000,6.12165467,3.13147841,0.09243946,2.57957611
-5.16558279,7.49123923,1.92566595,0.00000000,5.90765552,2.99315645,0.09156966,2.51787949
-5.15957979,7.21652322,1.80652207,0.00000000,5.69163887,2.85225943,0.09023174,2.44690536
-5.15357679,6.92821458,1.69156589,0.00000000,5.47343248,2.70941379,0.08844191,2.36718095
-5.14757379,6.62768323,1.58094840,0.00000000,5.25289362,2.56526721,0.08622522,2.27939012
-5.14157079,6.31655840,1.47475733,0.00000000,5.02997676,2.42049711,0.08361502,2.18436342
-5.13556778,5.99672795,1.37303825,0.00000000,4.80479370,2.27581546,0.08065233,2.08306297
-5.12956478,5.67032502,1.27581370,0.00000000,4.57766297,2.13196980,0.07738487,1.97656292
-5.12356178,5.33970247,1.18309953,0.00000000,4.34914608,1.98974032,0.07386603,1.86602615
-5.11755878,5.00739647,1.09491805,0.00000000,4.12006909,1.84993341,0.07015360,1.75267833
-5.11155578,4.67608129,1.01130762,0.00000000,3.89152889,1.71337217,0.06630851,1.63778029
-5.10555278,4.34851744,0.93232861,0.00000000,3.66488455,1.58088459,0.06239352,1.52260003
-5.09954977,4.02749604,0.85806598,0.00000000,3.44173461,1.45329013,0.05847184,1.40838540
-5.09354677,3.71578181,0.78862867,0.00000000,3.22388223,1.33138581,0.05460594,1.29633847
-5.08754377,3.41605755,0.72414640,0.00000000,3.01329025,1.21593231,0.05085635,1.18759268
-5.08154077,3.13087216,0.66476418,0.00000000,2.81202875,1.10764106,0.04728058,1.08319324
-5.07553777,2.86259418,0.61063529,0.00000000,2.62221768,1.00716285,0.04393222,0.98408157
-5.06953477,2.61337232,0.56191302,0.00000000,2.44596717,0.91507837,0.04086014,0.89108383
-5.06353177,2.38510380,0.51874198,0.00000000,2.28531813,0.83189095,0.03810786,0.80490368
-5.05752876,2.17941092,0.48124914,0.00000000,2.14218502,0.75802159,0.03571309,0.72611920
-5.05152576,1.99762570,0.44953525,0.00000000,2.01830293,0.69380625,0.03370728,0.65518342
-5.04552276,1.84078224,0.42366678,0.00000000,1.91518033,0.63949505,0.03211551,0.59242814
-5.03951976,1.70961581,0.40366883,0.00000000,1.83405866,0.59525325,0.03095629,0.53807039
-5.03351676,1.60456772,0.38951909,0.00000000,1.77587960,0.56116348,0.03024156,0.49222081
-5.02751376,1.52579499,0.38114309,0.00000000,1.74126049,0.53722894,0.02997680,0.45489335
-5.02151076,1.47318347,0.37841091,0.00000000,1.73047837,0.52337717,0.03016114,0.42601571
-5.01550775,1.44636368,0.38113537,0.00000000,1.74346263,0.51946406,0.03078763,0.40543976
-5.00950475,1.44472841,0.38907182,0.00000000,1.77979646,0.52527798,0.03184356,0.39295170
-5.00350175,1.46745144,0.40191963,0.00000000,1.83872682,0.54054372,0.03331079,0.38828141
-4.99749875,1.51350716,0.41932532,0.00000000,1.91918307,0.56492642,0.03516628,0.39111097
-4.99149575,1.58169072,0.44088739,0.00000000,2.01980366,0.59803525,0.03738259,0.40108194
-4.98549275,1.67063894,0.46616273,0.00000000,2.13897076,0.63942733,0.03992851,0.41780181
-4.97948974,1.77885189,0.49467466,0.00000000,2.27485207,0.68861167,0.04276979,0.44084924
-4.97348674,1.90471551,0.52592225,0.00000000,2.42544911,0.74505361,0.04586985,0.46977880
-4.96748374,2.04652536,0.55939079,0.00000000,2.58865088,0.80817977,0.04919067,0.50412488
-4.96148074,2.20251159,0.59456322,0.00000000,2.76229146,0.87738369,0.05269365,0.54340551
-4.95547774,2.37086506,0.63093191,0.00000000,2.94420992,0.95203227,0.05634049,0.58712594
-4.94947474,2.54976431,0.66801061,0.00000000,3.13231051,1.03147291,0.06009415,0.63478234
-4.94347174,2.73740295,0.70534597,0.00000000,3.32462077,1.11504126,0.06391963,0.68586581
-4.93746873,2.93201666,0.74252819,0.00000000,3.51934526,1.20206941,0.06778483,0.73986655
-4.93146573,3.13190892,0.77920019,0.00000000,3.71491218,1.29189416,0.07166120,0.79627838
-4.92546273,3.33547434,0.81506497,0.00000000,3.91001060,1.38386496,0.07552425,0.85460338
-4.91945973,3.54121850,0.84989063,0.00000000,4.10361587,1.47735118,0.07935396,0.91435648
-4.91345673,3.74777299,0.88351268,0.00000000,4.29500139,1.57174823,0.08313485,0.97506985
-4.90745373,3.95390476,0.91583350,0.00000000,4.48373544,1.66648207,0.08685595,1.03629668
-4.90145073,4.15851875,0.94681867,0.00000000,4.66966225,1.76101180,0.09051049,1.09761415
-4.89544772,4.36065335,0.97649042,0.00000000,4.85286755,1.85483018,0.09409527,1.15862529
-4.88944472,4.55946849,1.00491819,0.00000000,5.03362944,1.94746171,0.09760997,1.21895950
-4.88344172,4.75422658,1.03220674,0.00000000,5.21235652,2.03845865,0.10105614,1.27827161
-4.87743872,4.94426709,1.05848236,0.00000000,5.38951586,2.12739492,0.10443612,1.33623944
-4.87143572,5.12897606,1.08387774,0.00000000,5.56555433,2.21385835,0.10775179,1.39255982
-4.86543272,5.30775208,1.10851620,0.00000000,5.74081725,2.29744196,0.11100339,1.44694347
-4.85942971,5.47997088,1.13249626,0.00000000,5.91546886,2.37773467,0.11418825,1.49910889
-4.85342671,5.64495092,1.15587718,0.00000000,6.08941932,2.45431243,0.11729975,1.54877587
-4.84742371,5.80192234,1.17866642,0.00000000,6.26226256,2.52673051,0.12032636,1.59565893
-4.84142071,5.95000178,1.20080981,0.00000000,6.43322950,2.59451765,0.12325098,1.63946156
-4.83541771,6.08817537,1.22218496,0.00000000,6.60115994,2.65717297,0.12605052,1.67987165
-4.82941471,6.21529188,1.24259856,0.00000000,6.76449610,2.71416608,0.12869589,1.71655882
-4.82341171,6.33006741,1.26178777,0.00000000,6.92129931,2.76494089,0.13115228,1.74917411
-4.81740870,6.43110252,1.27942597,0.00000000,7.06929042,2.80892345,0.13337987,1.77735243
-4.81140570,6.51691201,1.29513256,0.00000000,7.20591320,2.84553356,0.13533486,1.80071800
-4.80540270,6.58596662,1.30848675,0.00000000,7.32841854,2.87420010,0.13697085,1.81889281
-4.79939970,6.63674537,1.31904450,0.00000000,7.43396633,2.89437950,0.13824049,1.83150791
-4.79339670,6.66779635,1.32635809,0.00000000,7.51974059,2.90557660,0.13909732,1.83821718
-4.78739370,6.67780338,1.32999733,0.00000000,7.58307273,2.90736691,0.13949773,1.83871293
-4.78139070,6.66565518,1.32957139,0.00000000,7.62156720,2.89941940,0.13940297,1.83274267
-4.77538769,6.63051372,1.32475023,0.00000000,7.63322346,2.88151844,0.13878108,1.82012601
-4.76938469,6.57187789,1.31528448,0.00000000,7.61654830,2.85358391,0.13760863,1.80077087
-4.76338169,6.48963923,1.30102283,0.00000000,7.57065294,2.81568822,0.13587223,1.77468796
-4.75737869,6.38412627,1.28192600,0.00000000,7.49532988,2.76806936,0.13356969,1.74200255
-4.75137569,6.25613485,1.25807653,0.00000000,7.39110543,2.71113906,0.13071077,1.70296283
-4.74537269,6.10694229,1.22968381,0.00000000,7.25926516,2.64548548,0.12731749,1.65794403
-4.73936968,5.93830415,1.19708418,0.00000000,7.10185055,2.57186995,0.12342401,1.60744800
-4.73336668,5.75243302,1.16073590,0.00000000,6.92162655,2.49121780,0.11907600,1.55209801
-4.72736368,5.55195980,1.12120922,0.00000000,6.72202112,2.40460333,0.11432962,1.49262872
-4.72136068,5.33987867,1.07917196,0.00000000,6.50703917,2.31322933,0.10925006,1.42987176
-4.71535768,5.11947778,1.03537125,0.00000000,6.28115413,2.21840184,0.10390981,1.36473737
-4.70935468,4.89425835,0.99061219,0.00000000,6.04918174,2.12150100,0.09838669,1.29819281
-4.70335168,4.66784527,0.94573434,0.00000000,5.81614100,2.02394900,0.09276166,1.23123858
-4.69734867,4.44389277,0.90158699,0.00000000,5.58710775,1.92717621,0.08711665,1.16488325
-4.69134567,4.22598884,0.85900431,0.00000000,5.36706660,1.83258687,0.08153238,1.10011815
-4.68534267,4.01756199,0.81878127,0.00000000,5.16076681,1.74152520,0.07608627,1.03789272
-4.67933967,3.82179383,0.78165117,0.00000000,4.97258716,1.65524353,0.07085064,0.97909177
-4.67333667,3.64154061,0.74826576,0.00000000,4.80641473,1.57487308,0.06589102,0.92451525
-4.66733367,3.47926623,0.71917835,0.00000000,4.66554131,1.50139875,0.06126489,0.87486134
-4.66133067,3.33698898,0.69483051,0.00000000,4.55258078,1.43563829,0.05702069,0.83071343
-4.65532766,3.21624321,0.67554267,0.00000000,4.46940938,1.37822684,0.05319715,0.79253111
-4.64932466,3.11805685,0.66150872,0.00000000,4.41713021,1.32960690,0.04982303,0.76064553
-4.64332166,3.04294480,0.65279447,0.00000000,4.39606218,1.29002404,0.04691707,0.73525885
-4.63731866,2.99091768,0.64933997,0.00000000,4.40575257,1.25952834,0.04448837,0.71644760
-4.63131566,2.96150474,0.65096522,0.00000000,4.44501186,1.23798112,0.04253686,0.70416947
-4.62531266,2.95378946,0.65737893,0.00000000,4.51196833,1.22506674,0.04105411,0.69827303
-4.61930965,2.96645571,0.66818978,0.00000000,4.60413976,1.22030867,0.04002419,0.69850977
-4.61330665,2.99784214,0.68291969,0.00000000,4.71851885,1.22308912,0.03942466,0.70454760
-4.60730365,3.04600257,0.70101856,0.00000000,4.85166876,1.23267151,0.03922766,0.71598530
-4.60130065,3.10876954,0.72187986,0.00000000,4.99982515,1.24822472,0.03940093,0.73236718
-4.59529765,3.18381883,0.74485664,0.00000000,5.15900106,1.26884831,0.03990886,0.75319715
-4.58929465,3.26873258,0.76927743,0.00000000,5.32509125,1.29359781,0.04071343,0.77795196
-4.58329165,3.36105899,0.79446168,0.00000000,5.49397279,1.32150925,0.04177514,0.80609288
-4.57728864,3.45836700,0.81973430,0.00000000,5.66159938,1.35162226,0.04305373,0.83707569
-4.57128564,3.55829460,0.84443914,0.00000000,5.82408718,1.38300107,0.04450893,0.87035868
-4.56528264,3.65858999,0.86795115,0.00000000,5.97779052,1.41475306,0.04610096,0.90540869
-4.55927964,3.75714514,0.88968714,0.00000000,6.11936643,1.44604453,0.04779107,0.94170523
-4.55327664,3.85202174,0.90911491,0.00000000,6.24582763,1.47611345,0.04954185,0.97874293
-4.54727364,3.94146992,0.92576096,0.00000000,6.35458377,1.50427939,0.05131758,1.01603253
-4.54127064,4.02394041,0.93921660,0.00000000,6.44347139,1.52995055,0.05308442,1.05310089
-4.53526763,4.09809099,0.94914255,0.00000000,6.51077336,1.55262827,0.05481060,1.08949045
-4.52926463,4.16278845,0.95527211,0.00000000,6.55522865,1.57190920,0.05646658,1.12475843
-4.52326163,4.21710691,0.95741295,0.00000000,6.57603344,1.58748558,0.05802517,1.15847655
-4.51725863,4.26032392,0.95544755,0.00000000,6.57283473,1.59914388,0.05946164,1.19023126
-4.51125563,4.29191505,0.94933244,0.00000000,6.54571733,1.60676226,0.06075386,1.21962512
-4.50525263,4.31154796,0.93909618,0.00000000,6.49518521,1.61030704,0.06188244,1.24627948
-4.49924962,4.31907645,0.92483626,0.00000000,6.42213776,1.60982846,0.06283084,1.26983853
-4.49324662,4.31453498,0.90671499,0.00000000,6.32784162,1.60545597,0.06358559,1.28997474
-4.48724362,4.29813349,0.88495435,0.00000000,6.21389848,1.59739300,0.06413643,1.30639563
-4.48124062,4.27025273,0.85983001,0.00000000,6.08220892,1.58591138,0.06447652,1.31885160
-4.47523762,4.23143932,0.83166461,0.00000000,5.93493265,1.57134522,0.06460256,1.32714436
-4.46923462,4.18240037,0.80082036,0.00000000,5.77444524,1.55408434,0.06451505,1.33113568
-4.46323162,4.12399672,0.76769122,0.00000000,5.60329154,1.53456694,0.06421832,1.33075578
-4.45722861,4.05723435,0.73269477,0.00000000,5.42413622,1.51327154,0.06372072,1.32601100
-4.45122561,3.98325319,0.69626394,0.00000000,5.23971181,1.49070801,0.06303458,1.31698999
-4.44522261,3.90331286,0.65883887,0.00000000,5.05276520,1.46740773,0.06217623,1.30386810
-4.43921961,3.81877501,0.62085904,0.00000000,4.86600343,1.44391273,0.06116585,1.28690943
-4.43321661,3.73108208,0.58275589,0.00000000,4.68204005,1.42076419,0.06002731,1.26646622
-4.42721361,3.64173270,0.54494619,0.00000000,4.50334357,1.39849023,0.05878779,1.24297528
-4.42121061,3.55225413,0.50782617,0.00000000,4.33218971,1.37759349,0.05747742,1.21695154
-4.41520760,3.46417238,0.47176677,0.00000000,4.17061902,1.35853880,0.05612875,1.18897854
-4.40920460,3.37898105,0.43710996,0.00000000,4.02040193,1.34174146,0.05477612,1.15969623
-4.40320160,3.29810987,0.40416628,0.00000000,3.88301284,1.32755662,0.05345492,1.12978632
-4.39719860,3.22289441,0.37321367,0.00000000,3.75961482,1.31627033,0.05220086,1.09995559
-4.39119560,3.15454809,0.34449756,0.00000000,3.65105630,1.30809289,0.05104903,1.07091781
-4.38519260,3.09413795,0.31823227,0.00000000,3.55788059,1.30315485,0.05003308,1.04337474
-4.37918959,3.04256525,0.29460352,0.00000000,3.48034872,1.30150612,0.04918426,1.01799698
-4.37318659,3.00055209,0.27377220,0.00000000,3.41847544,1.30311854,0.04853052,0.99540520
-4.36718359,2.96863459,0.25587897,0.00000000,3.37207769,1.30789201,0.04809571,0.97615258
-4.36118059,2.94716328,0.24104987,0.00000000,3.34083416,1.31566400,0.04789873,0.96070888
-4.35517759,2.93631062,0.22940250,0.00000000,3.32435392,1.32622241,0.04795292,0.94944680
-4.34917459,2.93608550,0.22105261,0.00000000,3.32225144,1.33932113,0.04826546,0.94263109
-4.34317159,2.94635403,0.21612103,0.00000000,3.33422496,1.35469789,0.04883707,0.94041074
-4.33716858,2.96686556,0.21474034,0.00000000,3.36013445,1.37209336,0.04966176,0.94281460
-4.33116558,2.99728277,0.21706121,0.00000000,3.40007524,1.39127083,0.05072687,0.94975050
-4.32516258,3.03721407,0.22325797,0.00000000,3.45444322,1.41203528,0.05201331,0.96100805
-4.31915958,3.08624679,0.23353301,0.00000000,3.52398732,1.43425088,0.05349597,0.97626494
-4.31315658,3.14397922,0.24811958,0.00000000,3.60984549,1.45785585,0.05514437,0.99509669
-4.30715358,3.21004966,0.26728270,0.00000000,3.71356025,1.48287371,0.05692355,1.01698951
