energy_ev,total_up,Bi_p_up,Bi_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,4.07029608,0.56461711,0.01452158,2.03641241,2.14956973,0.03204259,1.44121265
-5.99399700,4.00877126,0.54602512,0.01435335,1.99888298,2.11554109,0.03146006,1.42737369
-5.98799400,3.93684347,0.52608477,0.01413087,1.95195867,2.07754156,0.03081761,1.40970224
-5.98199100,3.85545720,0.50503529,0.01385780,1.89634125,2.03607596,0.03012511,1.38842057
-5.97598799,3.76565165,0.48312291,0.01353875,1.83288458,1.99166075,0.02939237,1.36378938
-5.96998499,3.66853975,0.46059630,0.01317910,1.76256837,1.94481607,0.02862882,1.33610279
-5.96398199,3.56528576,0.43770213,0.01278483,1.68646889,1.89605814,0.02784334,1.30568241
-5.95797899,3.45708231,0.41468102,0.01236230,1.60572784,1.84589220,0.02704400,1.27287081
-5.95197599,3.34512773,0.39176389,0.01191808,1.52152052,1.79480620,0.02623796,1.23802458
-5.94597299,3.23060462,0.36916887,0.01145874,1.43502483,1.74326546,0.02543134,1.20150741
-5.93996998,3.11466048,0.34709885,0.01099070,1.34739213,1.69170856,0.02462921,1.16368330
-5.93396698,2.99839127,0.32573969,0.01052004,1.25972108,1.64054463,0.02383562,1.12491037
-5.92796398,2.88282834,0.30525913,0.01005243,1.17303533,1.59015206,0.02305370,1.08553543
-5.92196098,2.76892922,0.28580638,0.00959302,1.08826570,1.54087880,0.02228579,1.04588950
-5.91595798,2.65757233,0.26751241,0.00914637,1.00623716,1.49304402,0.02153368,1.00628443
-5.90995498,2.54955574,0.25049081,0.00871650,0.92766082,1.44694115,0.02079880,0.96701073
-5.90395198,2.44559926,0.23483907,0.00830682,0.85313070,1.40284189,0.02008253,0.92833646
-5.89794897,2.34634976,0.22064034,0.00792025,0.78312489,1.36100108,0.01938640,0.89050727
-5.89194597,2.25238868,0.20796530,0.00755928,0.71801069,1.32166180,0.01871237,0.85374723
-5.88594297,2.16424104,0.19687415,0.00722598,0.65805276,1.28506058,0.01806300,0.81826047
-5.87993997,2.08238498,0.18741858,0.00692220,0.60342374,1.25143199,0.01744168,0.78423317
-5.87393697,2.00726102,0.17964338,0.00664956,0.55421631,1.22101255,0.01685267,0.75183594
-5.86793397,1.93928003,0.17358785,0.00640958,0.51045588,1.19404324,0.01630114,0.72122595
-5.86193097,1.87882931,0.16928665,0.00620371,0.47211319,1.17077065,0.01579317,0.69254906
-5.85592796,1.82627615,0.16677020,0.00603339,0.43911602,1.15144631,0.01533559,0.66594134
-5.84992496,1.78196851,0.16606441,0.00590008,0.41135960,1.13632434,0.01493580,0.64153007
-5.84392196,1.74623264,0.16718996,0.00580519,0.38871509,1.12565721,0.01460152,0.61943418
-5.83791896,1.71936771,0.17016088,0.00575012,0.37103610,1.11968996,0.01434047,0.59976382
-5.83191596,1.70163787,0.17498272,0.00573617,0.35816296,1.11865304,0.01416001,0.58261950
-5.82591296,1.69326209,0.18165039,0.00576447,0.34992498,1.12275412,0.01406675,0.56809046
-5.81990995,1.69440249,0.19014558,0.00583591,0.34614071,1.13216927,0.01406622,0.55625270
-5.81390695,1.70515211,0.20043428,0.00595103,0.34661677,1.14703417,0.01416243,0.54716674
-5.80790395,1.72552282,0.21246423,0.00610998,0.35114532,1.16743562,0.01435760,0.54087514
-5.80190095,1.75543433,0.22616272,0.00631241,0.35950105,1.19340404,0.01465183,0.53740026
-5.79589795,1.79470522,0.24143484,0.00655743,0.37143780,1.22490743,0.01504294,0.53674211
-5.78989495,1.84304678,0.25816232,0.00684359,0.38668553,1.26184711,0.01552629,0.53887674
-5.78389195,1.90006010,0.27620320,0.00716884,0.40494811,1.30405563,0.01609478,0.54375505
-5.77788894,1.96523709,0.29539241,0.00753059,0.42590213,1.35129706,0.01673894,0.55130240
-5.77188594,2.03796554,0.31554330,0.00792574,0.44919721,1.40326975,0.01744704,0.56141871
-5.76588294,2.11753816,0.33645022,0.00835078,0.47445795,1.45961140,0.01820539,0.57397951
-5.75987994,2.20316537,0.35789209,0.00880186,0.50128755,1.51990634,0.01899869,0.58883741
-5.75387694,2.29399137,0.37963682,0.00927497,0.52927310,1.58369462,0.01981047,0.60582442
-5.74787394,2.38911266,0.40144657,0.00976600,0.55799239,1.65048246,0.02062355,0.62475458
