energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.69984992,1.53773457,0.03910248,0.00227462,0.00995220,1.02807322,0.72655477,0.56632912
-5.69384692,1.59405238,0.04250807,0.00235579,0.01063425,1.05520245,0.75858905,0.58138042
-5.68784392,1.65677096,0.04624776,0.00244384,0.01138869,1.08620448,0.79460877,0.59815221
-5.68184092,1.72549355,0.05030692,0.00253841,0.01221420,1.12083534,0.83445743,0.61645887
-5.67583792,1.79969175,0.05466472,0.00263897,0.01310788,1.15877208,0.87788674,0.63608589
-5.66983492,1.87870910,0.05929383,0.00274489,0.01406515,1.19961718,0.92455662,0.65679449
-5.66383192,1.96176813,0.06416023,0.00285535,0.01507965,1.24290499,0.97403819,0.67832655
-5.65782891,2.04798105,0.06922319,0.00296942,0.01614317,1.28811050,1.02582000,0.70041002
-5.65182591,2.13636479,0.07443553,0.00308601,0.01724572,1.33466044,1.07931774,0.72276469
-5.64582291,2.22586018,0.07974398,0.00320390,0.01837556,1.38194675,1.13388720,0.74510850
-5.63981991,2.31535552,0.08508990,0.00332172,0.01951938,1.42934237,1.18884057,0.76716427
-5.63381691,2.40371411,0.09041016,0.00343804,0.02066250,1.47621901,1.24346540,0.78866695
-5.62781391,2.48980518,0.09563835,0.00355130,0.02178919,1.52196657,1.29704595,0.80937117
-5.62181091,2.57253745,0.10070616,0.00365993,0.02288298,1.56601350,1.34888599,0.82905895
-5.61580790,2.65089407,0.10554502,0.00376234,0.02392708,1.60784743,1.39833219,0.84754744
-5.60980490,2.72396759,0.11008779,0.00385696,0.02490483,1.64703514,1.44479723,0.86469616
-5.60380190,2.79099333,0.11427065,0.00394233,0.02580014,1.68324089,1.48778137,0.88041353
-5.59779890,2.85137943,0.11803491,0.00401711,0.02659801,1.71624206,1.52689142,0.89466222
-5.59179590,2.90473182,0.12132879,0.00408014,0.02728494,1.74594099,1.56185620,0.90746284
-5.58579290,2.95087235,0.12410905,0.00413049,0.02784936,1.77237215,1.59253724,0.91889556
-5.57978989,2.98984869,0.12634237,0.00416748,0.02828203,1.79570380,1.61893413,0.92909931
-5.57378689,3.02193467,0.12800642,0.00419076,0.02857633,1.81623343,1.64118393,0.93826822
-5.56778389,3.04762038,0.12909055,0.00420026,0.02872845,1.83437673,1.65955411,0.94664517
-5.56178089,3.06759165,0.12959609,0.00419626,0.02873753,1.85065011,1.67442930,0.95451240
-5.55577789,3.08269919,0.12953615,0.00417934,0.02860563,1.86564691,1.68629192,0.96217930
-5.54977489,3.09391832,0.12893498,0.00415039,0.02833768,1.88000835,1.69569756,0.96996785
-5.54377189,3.10230062,0.12782692,0.00411054,0.02794122,1.89438990,1.70324589,0.97819596
-5.53776888,3.10891968,0.12625496,0.00406117,0.02742614,1.90942488,1.70954856,0.98715970
-5.53176588,3.11481323,0.12426890,0.00400377,0.02680427,1.92568662,1.71519541,0.99711499
-5.52576288,3.12092464,0.12192339,0.00393996,0.02608897,1.94365132,1.72072084,1.00825981
-5.51975988,3.12804678,0.11927575,0.00387136,0.02529458,1.96366348,1.72657191,1.02071786
-5.51375688,3.13677126,0.11638376,0.00379956,0.02443599,1.98590580,1.73308001,1.03452466
-5.50775388,3.14744607,0.11330355,0.00372600,0.02352808,2.01037557,1.74043766,1.04961699
-5.50175088,3.16014413,0.11008768,0.00365196,0.02258528,2.03686892,1.74868182,1.06582642
-5.49574787,3.17464493,0.10678345,0.00357848,0.02162114,2.06497432,1.75768478,1.08287758
-5.48974487,3.19043066,0.10343162,0.00350633,0.02064799,2.09407604,1.76715333,1.10039154
-5.48374187,3.20669745,0.10006548,0.00343598,0.01967662,2.12336786,1.77663656,1.11789436
-5.47773887,3.22238176,0.09671035,0.00336758,0.01871617,2.15187677,1.78554190,1.13483062
-5.47173587,3.23620078,0.09338362,0.00330101,0.01777396,2.17849577,1.79315900,1.15058160
-5.46573287,3.24670514,0.09009507,0.00323584,0.01685555,2.20202451,1.79869010,1.16448718
-5.45972986,3.25234139,0.08684766,0.00317144,0.01596480,2.22121586,1.80128565,1.17587068
-5.45372686,3.25152126,0.08363860,0.00310695,0.01510400,2.23482626,1.80008325,1.18406536
-5.44772386,3.24269414,0.08046067,0.00304143,0.01427411,2.24166754,1.79424809,1.18844143
-5.44172086,3.22441921,0.07730363,0.00297383,0.01347502,2.24065749,1.78301273,1.18843216
-5.43571786,3.19543351,0.07415576,0.00290313,0.01270579,2.23086688,1.76571438,1.18355786
-5.42971486,3.15471264,0.07100532,0.00282837,0.01196498,2.21156057,1.74182771,1.17344661
-5.42371186,3.10152103,0.06784186,0.00274871,0.01125089,2.18223077,1.71099166,1.15785065
-5.41770885,3.03544949,0.06465740,0.00266348,0.01056185,2.14262086,1.67302916,1.13665773
-5.41170585,2.95643850,0.06144737,0.00257224,0.00989638,2.09273887,1.62795866,1.10989694
-5.40570285,2.86478618,0.05821120,0.00247477,0.00925345,2.03286005,1.57599752,1.07773879
-5.39969985,2.76114132,0.05495275,0.00237114,0.00863255,1.96351878,1.51755703,1.04048968
-5.39369685,2.64648204,0.05168032,0.00226164,0.00803380,1.88549042,1.45322976,0.99858121
-5.38769385,2.52208175,0.04840648,0.00214684,0.00745800,1.79976435,1.38377026,0.95255487
-5.38169085,2.38946462,0.04514770,0.00202749,0.00690662,1.70750976,1.31007015,0.90304316
-5.37568784,2.25035314,0.04192370,0.00190456,0.00638180,1.61003621,1.23312932,0.85074799
-5.36968484,2.10661066,0.03875680,0.00177916,0.00588624,1.50875081,1.15402464,0.79641757
-5.36368184,1.96018194,0.03567106,0.00165251,0.00542317,1.40511444,1.07387803,0.74082289
-5.35767884,1.81303456,0.03269156,0.00152587,0.00499628,1.30059880,0.99382515,0.68473488
-5.35167584,1.66710390,0.02984355,0.00140053,0.00460957,1.19664634,0.91498648,0.62890322
-5.34567284,1.52424379,0.02715180,0.00127774,0.00426733,1.09463455,0.83844157,0.57403759
-5.33966983,1.38618482,0.02463999,0.00115869,0.00397405,0.99584587,0.76520760,0.52079204
-5.33366683,1.25450126,0.02233023,0.00104446,0.00373430,0.90144402,0.69622270,0.46975289
-5.32766383,1.13058739,0.02024274,0.00093601,0.00355274,0.81245716,0.63233421,0.42143035
-5.32166083,1.01564319,0.01839562,0.00083415,0.00343405,0.72976794,0.57429187,0.37625385
-5.31565783,0.91066897,0.01680475,0.00073955,0.00338285,0.65411001,0.52274554,0.33457093
-5.30965483,0.81646794,0.01548381,0.00065271,0.00340370,0.58607034,0.47824673,0.29664930
-5.30365183,0.73365564,0.01444434,0.00057399,0.00350103,0.52609643,0.44125336,0.26268155
-5.29764882,0.66267441,0.01369587,0.00050361,0.00367914,0.47450735,0.41213658,0.23279200
-5.29164582,0.60381157,0.01324603,0.00044166,0.00394207,0.43150732,0.39118888,0.20704504
-5.28564282,0.55721942,0.01310068,0.00038812,0.00429358,0.39720075,0.37863237,0.18545434
-5.27963982,0.52293553,0.01326392,0.00034288,0.00473708,0.37160749,0.37462650,0.16799226
-5.27363682,0.50090193,0.01373818,0.00030575,0.00527547,0.35467742,0.37927429,0.15459901
-5.26763382,0.49098192,0.01452405,0.00027649,0.00591107,0.34630325,0.39262654,0.14519100
-5.26163082,0.49297363,0.01562017,0.00025483,0.00664549,0.34633117,0.41468365,0.13966809
-5.25562781,0.50661977,0.01702296,0.00024045,0.00747942,0.35456869,0.44539474,0.13791942
-5.24962481,0.53161315,0.01872631,0.00023303,0.00841258,0.37078962,0.48465413,0.13982763
-5.24362181,0.56759824,0.02072119,0.00023225,0.00944346,0.39473603,0.53229543,0.14527156
-5.23761881,0.61416889,0.02299525,0.00023775,0.01056925,0.42611770,0.58808368,0.15412733
-5.23161581,0.67086306,0.02553240,0.00024921,0.01178562,0.46460914,0.65170603,0.16626812
-5.22561281,0.73715517,0.02831245,0.00026628,0.01308667,0.50984507,0.72276191,0.18156266
-5.21960980,0.81244728,0.03131080,0.00028860,0.01446477,0.56141485,0.80075338,0.19987299
-5.21360680,0.89606011,0.03449823,0.00031580,0.01591054,0.61885669,0.88507663,0.22105159
-5.20760380,0.98722506,0.03784086,0.00034748,0.01741279,0.68165248,0.97501561,0.24493831
-5.20160080,1.08507830,0.04130027,0.00038322,0.01895856,0.74922386,1.06973856,0.27135753
-5.19559780,1.18865807,0.04483377,0.00042258,0.02053322,0.82093044,1.16829836,0.30011574
-5.18959480,1.29690595,0.04839494,0.00046505,0.02212054,0.89607052,1.26963722,0.33099990
-5.18359180,1.40867269,0.05193435,0.00051009,0.02370294,0.97388495,1.37259620,0.36377688
-5.17758879,1.52272909,0.05540044,0.00055714,0.02526174,1.05356428,1.47592980,0.39819398
-5.17158579,1.63778195,0.05874064,0.00060556,0.02677742,1.13425920,1.57832545,0.43398077
-5.16558279,1.75249479,0.06190264,0.00065471,0.02823002,1.21509421,1.67842772,0.47085219
-5.15957979,1.86551285,0.06483565,0.00070390,0.02959950,1.29518403,1.77486648,0.50851272
-5.15357679,1.97549144,0.06749187,0.00075243,0.03086623,1.37365225,1.86628823,0.54666160
-5.14757379,2.08112655,0.06982781,0.00079959,0.03201138,1.44965122,1.95138943,0.58499872
-5.14157079,2.18118637,0.07180566,0.00084469,0.03301746,1.52238256,2.02895051,0.62323081
-5.13556778,2.27454219,0.07339442,0.00088706,0.03386868,1.59111698,2.09786921,0.66107772
-5.12956478,2.36019722,0.07457091,0.00092607,0.03455145,1.65521255,2.15719160,0.69827820
-5.12356178,2.43731165,0.07532052,0.00096114,0.03505474,1.71413024,2.20613954,0.73459493
-5.11755878,2.50522287,0.07563767,0.00099177,0.03537040,1.76744592,2.24413309,0.76981837
-5.11155578,2.56345932,0.07552595,0.00101755,0.03549341,1.81485804,2.27080674,0.80376913
-5.10555278,2.61174746,0.07499800,0.00103815,0.03542209,1.85619034,2.28601865,0.83629867
-5.09954977,2.65001106,0.07407493,0.00105335,0.03515812,1.89138941,2.28985230,0.86728823
-5.09354677,2.67836295,0.07278561,0.00106306,0.03470655,1.92051712,2.28261035,0.89664598
-5.08754377,2.69708951,0.07116554,0.00106725,0.03407564,1.94373814,2.26480100,0.92430256
-5.08154077,2.70662853,0.06925563,0.00106605,0.03327667,1.96130330,2.23711732,0.95020525
-5.07553777,2.70754178,0.06710069,0.00105966,0.03232363,1.97352956,2.20041056,0.97431116
-5.06953477,2.70048367,0.06474791,0.00104835,0.03123277,1.98077784,2.15565871,0.99657995
-5.06353177,2.68616764,0.06224532,0.00103251,0.03002220,1.98342980,2.10393170,1.01696652
-5.05752876,2.66533214,0.05964024,0.00101257,0.02871135,1.98186511,2.04635494,1.03541438
-5.05152576,2.63870819,0.05697783,0.00098900,0.02732046,1.97644038,1.98407285,1.05185005
-5.04552276,2.60698995,0.05429992,0.00096229,0.02587002,1.96747115,1.91821398,1.06617923
-5.03951976,2.57081017,0.05164391,0.00093298,0.02438027,1.95521782,1.84985934,1.07828488
-5.03351676,2.53072155,0.04904204,0.00090156,0.02287072,1.93987657,1.78001507,1.08802776
-5.02751376,2.48718488,0.04652081,0.00086852,0.02135969,1.92157555,1.70959054,1.09524934
-5.02151076,2.44056455,0.04410082,0.00083434,0.01986398,1.90037668,1.63938256,1.09977722
-5.01550775,2.39113112,0.04179677,0.00079942,0.01839854,1.87628289,1.57006603,1.10143274
-5.00950475,2.33907082,0.03961774,0.00076415,0.01697630,1.84925017,1.50219087,1.10004052
-5.00350175,2.28450089,0.03756767,0.00072885,0.01560804,1.81920379,1.43618511,1.09543941
-4.99749875,2.22748966,0.03564610,0.00069380,0.01430235,1.78605752,1.37236325,1.08749424
-4.99149575,2.16807999,0.03384890,0.00065922,0.01306566,1.74973474,1.31093915,1.07610767
-4.98549275,2.10631443,0.03216922,0.00062531,0.01190237,1.71019005,1.25204238,1.06123158
-4.97948974,2.04226053,0.03059838,0.00059221,0.01081501,1.66743011,1.19573687,1.04287717
-4.97348674,1.97603480,0.02912681,0.00056005,0.00980444,1.62153252,1.14204081,1.02112326
-4.96748374,1.90782383,0.02774487,0.00052896,0.00887011,1.57266151,1.09094648,0.99612223
-4.96148074,1.83790150,0.02644374,0.00049902,0.00801029,1.52107977,1.04243931,0.96810330
-4.95547774,1.76664144,0.02521600,0.00047035,0.00722239,1.46715560,0.99651512,0.93737276
-4.94947474,1.69452403,0.02405624,0.00044307,0.00650314,1.41136519,0.95319491,0.90431134
-4.94347174,1.62213793,0.02296150,0.00041733,0.00584887,1.35428981,0.91253674,0.86936852
-4.93746873,1.55017598,0.02193157,0.00039328,0.00525572,1.29660820,0.87464443,0.83305426
-4.93146573,1.47942599,0.02096914,0.00037114,0.00471981,1.23908447,0.83967289,0.79592832
-4.92546273,1.41075691,0.02007987,0.00035114,0.00423739,1.18255219,0.80783010,0.75858773
-4.91945973,1.34510099,0.01927235,0.00033355,0.00380496,1.12789524,0.77937592,0.72165284
-4.91345673,1.28343292,0.01855791,0.00031869,0.00341932,1.07602638,0.75461789,0.68575258
-4.90745373,1.22674663,0.01795044,0.00030689,0.00307767,1.02786419,0.73390431,0.65150929
-4.90145073,1.17603066,0.01746606,0.00029854,0.00277755,0.98430923,0.71761492,0.61952377
-4.89544772,1.13224279,0.01712274,0.00029401,0.00251692,0.94622016,0.70614937,0.59036090
-4.88944472,1.09628476,0.01693989,0.00029374,0.00229404,0.91439055,0.69991404,0.56453622
-4.88344172,1.06897753,0.01693792,0.00029814,0.00210751,0.88952675,0.69930723,0.54250382
-4.87743872,1.05103778,0.01713766,0.00030762,0.00195616,0.87222766,0.70470328,0.52464572
-4.87143572,1.04305595,0.01755985,0.00032259,0.00183901,0.86296646,0.71643586,0.51126293
-4.86543272,1.04547640,0.01822454,0.00034343,0.00175517,0.86207500,0.73478086,0.50256835
-4.85942971,1.05858007,0.01915041,0.00037047,0.00170382,0.86973095,0.75993929,0.49868163
-4.85342671,1.08246999,0.02035418,0.00040398,0.00168411,0.88594825,0.79202069,0.49962597
-4.84742371,1.11706018,0.02184988,0.00044420,0.00169509,0.91057093,0.83102767,0.50532701
-4.84142071,1.16206828,0.02364825,0.00049125,0.00173565,0.94327074,0.87684206,0.51561386
-4.83541771,1.21701256,0.02575606,0.00054518,0.00180450,0.98354888,0.92921351,0.53022219
-4.82941471,1.28121357,0.02817555,0.00060593,0.00190010,1.03074190,0.98775105,0.54879962
-4.82341171,1.35380097,0.03090397,0.00067334,0.00202063,1.08403211,1.05191836,0.57091317
-4.81740870,1.43372578,0.03393314,0.00074712,0.00216395,1.14246245,1.12103332,0.59605898
-4.81140570,1.51977836,0.03724929,0.00082688,0.00232766,1.20495579,1.19427237,0.62367397
-4.80540270,1.61061193,0.04083296,0.00091209,0.00250901,1.27033855,1.27067999,0.65314941
-4.79939970,1.70477147,0.04465917,0.00100213,0.00270502,1.33736797,1.34918342,0.68384620
-4.79339670,1.80072751,0.04869774,0.00109628,0.00291243,1.40476275,1.42861261,0.71511128
-4.78739370,1.89691394,0.05291391,0.00119373,0.00312782,1.47123603,1.50772508,0.74629507
-4.78139070,1.99176873,0.05726904,0.00129360,0.00334763,1.53552969,1.58523501,0.77676909
-4.77538769,2.08377624,0.06172164,0.00139499,0.00356824,1.59644904,1.65984570,0.80594338
-4.76938469,2.17150951,0.06622840,0.00149695,0.00378606,1.65289626,1.73028442,0.83328296
-4.76338169,2.25367078,0.07074541,0.00159856,0.00399761,1.70390161,1.79533829,0.85832271
-4.75737869,2.32912851,0.07522939,0.00169895,0.00419963,1.74865075,1.85388965,0.88067997
-4.75137569,2.39694906,0.07963891,0.00179727,0.00438913,1.78650713,1.90494963,0.90006434
-4.74537269,2.45642149,0.08393545,0.00189280,0.00456347,1.81702825,1.94768831,0.91628403
-4.73936968,2.50707407,0.08808442,0.00198490,0.00472048,1.83997501,1.98146002,0.92924858
-4.73336668,2.54868159,0.09205582,0.00207307,0.00485843,1.85531351,2.00582273,0.93896761
-4.72736368,2.58126280,0.09582471,0.00215693,0.00497612,1.86320910,2.02055035,0.94554552
-4.72136068,2.60506800,0.09937140,0.00223623,0.00507288,1.86401289,2.02563753,0.94917253
-4.71535768,2.62055715,0.10268124,0.00231087,0.00514857,1.85824121,2.02129640,0.95011219
-4.70935468,2.62836950,0.10574420,0.00238085,0.00520352,1.84654887,2.00794551,0.94868609
-4.70335168,2.62928624,0.10855410,0.00244628,0.00523852,1.82969758,1.98619147,0.94525630
-4.69734867,2.62418790,0.11110767,0.00250736,0.00525476,1.80852081,1.95680393,0.94020664
-4.69134567,2.61400867,0.11340342,0.00256432,0.00525370,1.78388683,1.92068523,0.93392342
-4.68534267,2.59969013,0.11544049,0.00261746,0.00523705,1.75666178,1.87883610,0.92677671
-4.67933967,2.58213648,0.11721748,0.00266707,0.00520667,1.72767425,1.83231890,0.91910317
-4.67333667,2.56217381,0.11873138,0.00271342,0.00516443,1.69768322,1.78222015,0.91119101
-4.66733367,2.54051520,0.11997677,0.00275673,0.00511220,1.66735066,1.72961399,0.90326802
-4.66133067,2.51773355,0.12094523,0.00279719,0.00505173,1.63721997,1.67552805,0.89549307
-4.65532766,2.49424308,0.12162510,0.00283491,0.00498462,1.60770109,1.62091324,0.88795154
-4.64932466,2.47029043,0.12200157,0.00286992,0.00491225,1.57906268,1.56661841,0.88065460
-4.64332166,2.44595525,0.12205721,0.00290220,0.00483579,1.55143153,1.51337084,0.87354247
-4.63731866,2.42115999,0.12177272,0.00293167,0.00475615,1.52479869,1.46176291,0.86649121
-4.63131566,2.39568785,0.12112811,0.00295818,0.00467402,1.49903183,1.41224519,0.85932261
-4.62531266,2.36920746,0.12010399,0.00298156,0.00458988,1.47389283,1.36512576,0.85181642
-4.61930965,2.34130275,0.11868306,0.00300163,0.00450403,1.44905933,1.32057514,0.84372442
-4.61330665,2.31150586,0.11685163,0.00301820,0.00441661,1.42414901,1.27863637,0.83478522
-4.60730365,2.27933118,0.11460104,0.00303111,0.00432769,1.39874520,1.23923907,0.82473924
-4.60130065,2.24430860,0.11192899,0.00304023,0.00423727,1.37242239,1.20221666,0.81334285
-4.59529765,2.20601416,0.10884052,0.00304548,0.00414533,1.34477050,1.16732558,0.80038126
-4.58929465,2.16409652,0.10534873,0.00304682,0.00405189,1.31541669,1.13426544,0.78567927
-4.58329165,2.11829830,0.10147516,0.00304429,0.00395700,1.28404388,1.10269929,0.76910977
-4.57728864,2.06847123,0.09724967,0.00303797,0.00386079,1.25040539,1.07227289,0.75059945
-4.57128564,2.01458508,0.09271000,0.00302799,0.00376346,1.21433521,1.04263254,0.73013184
-4.56528264,1.95673022,0.08790094,0.00301453,0.00366530,1.17575390,1.01344067,0.70774755
-4.55927964,1.89511422,0.08287313,0.00299780,0.00356666,1.13467014,0.98438902,0.68354208
-4.55327664,1.83005335,0.07768168,0.00297803,0.00346798,1.09117834,0.95520911,0.65766134
-4.54727364,1.76195966,0.07238455,0.00295549,0.00336971,1.04545274,0.92567987,0.63029541
-4.54127064,1.69132491,0.06704081,0.00293041,0.00327234,0.99773868,0.89563263,0.60167089
-4.53526763,1.61870228,0.06170897,0.00290304,0.00317638,0.94834161,0.86495355,0.57204240
-4.52926463,1.54468699,0.05644534,0.00287364,0.00308232,0.89761474,0.83358367,0.54168361
-4.52326163,1.46989693,0.05130249,0.00284242,0.00299059,0.84594575,0.80151702,0.51087829
-4.51725863,1.39495384,0.04632807,0.00280961,0.00290162,0.79374352,0.76879690,0.47991170
-4.51125563,1.32046609,0.04156371,0.00277542,0.00281576,0.74142513,0.73551088,0.44906268
-4.50525263,1.24701328,0.03704429,0.00274003,0.00273331,0.68940387,0.70178456,0.41859669
-4.49924962,1.17513312,0.03279756,0.00270364,0.00265447,0.63807836,0.66777470,0.38875988
-4.49324662,1.10531067,0.02884392,0.00266642,0.00257940,0.58782325,0.63366171,0.35977433
-4.48724362,1.03797009,0.02519661,0.00262852,0.00250818,0.53898159,0.59964198,0.33183456
-4.48124062,0.97346873,0.02186198,0.00259011,0.00244081,0.49185879,0.56592020,0.30510506
-4.47523762,0.91209341,0.01884012,0.00255129,0.00237721,0.44671844,0.53270196,0.27971906
-4.46923462,0.85405881,0.01612552,0.00251218,0.00231726,0.40377959,0.50018673,0.25577823
-4.46323162,0.79950768,0.01370789,0.00247283,0.00226073,0.36321565,0.46856156,0.23335320
-4.45722861,0.74851272,0.01157302,0.00243326,0.00220736,0.32515453,0.43799556,0.21248496
-4.45122561,0.70107999,0.00970368,0.00239343,0.00215680,0.28968004,0.40863536,0.19318673
-4.44522261,0.65715348,0.00808043,0.00235325,0.00210864,0.25683417,0.38060155,0.17544641
-4.43921961,0.61662103,0.00668249,0.00231255,0.00206244,0.22662022,0.35398639,0.15922936
-4.43321661,0.57932107,0.00548838,0.00227113,0.00201767,0.19900649,0.32885260,0.14448146
-4.42721361,0.54505031,0.00447663,0.00222868,0.00197381,0.17393043,0.30523328,0.13113230
-4.42121061,0.51357202,0.00362626,0.00218489,0.00193027,0.15130302,0.28313305,0.11909847
-4.41520760,0.48462477,0.00291720,0.00213937,0.00188647,0.13101331,0.26253005,0.10828677
-4.40920460,0.45793148,0.00233064,0.00209174,0.00184183,0.11293293,0.24337889,0.09859743
-4.40320160,0.43320832,0.00184921,0.00204160,0.00179581,0.09692043,0.22561424,0.08992709
-4.39719860,0.41017351,0.00145714,0.00198856,0.00174790,0.08282550,0.20915493,0.08217154
-4.39119560,0.38855547,0.00114031,0.00193231,0.00169766,0.07049276,0.19390829,0.07522830
-4.38519260,0.36810016,0.00088625,0.00187257,0.00164472,0.05976530,0.17977455,0.06899875
-4.37918959,0.34857749,0.00068407,0.00180917,0.00158882,0.05048768,0.16665115,0.06339004
-4.37318659,0.32978637,0.00052440,0.00174202,0.00152981,0.04250865,0.15443661,0.05831648
-4.36718359,0.31155845,0.00039925,0.00167117,0.00146767,0.03568322,0.14303400,0.05370071
-4.36118059,0.29376034,0.00030189,0.00159678,0.00140248,0.02987447,0.13235376,0.04947434
-4.35517759,0.27629434,0.00022672,0.00151912,0.00133446,0.02495476,0.12231585,0.04557831
-4.34917459,0.25909774,0.00016912,0.00143861,0.00126393,0.02080659,0.11285117,0.04196290
-4.34317159,0.24214072,0.00012530,0.00135576,0.00119133,0.01732314,0.10390229,0.03858739
-4.33716858,0.22542315,0.00009221,0.00127116,0.00111719,0.01440836,0.09542344,0.03541948
-4.33116558,0.20897046,0.00006742,0.00118550,0.00104208,0.01197686,0.08738005,0.03243452
-4.32516258,0.19282877,0.00004899,0.00109950,0.00096666,0.00995353,0.07974763,0.02961457
-4.31915958,0.17705969,0.00003540,0.00101392,0.00089159,0.00827298,0.07251045,0.02694734
-4.31315658,0.16173494,0.00002547,0.00092950,0.00081754,0.00687886,0.06565983,0.02442515
-4.30715358,0.14693115,0.00001830,0.00084696,0.00074517,0.00572306,0.05919240,0.02204381
