energy_ev,total_up,Re_p_up,Re_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.63381691,3.16566365,1.42984834,1.92005281,1.10689968,0.03564053,0.20330266,0.00000000
-5.62781391,2.98805844,1.35006226,1.81170751,1.04785634,0.03367153,0.18846674,0.00000000
-5.62181091,2.80457497,1.26814000,1.69990153,0.98663811,0.03160102,0.17376053,0.00000000
-5.61580790,2.61806690,1.18531369,1.58641470,0.92418025,0.02946491,0.15933761,0.00000000
-5.60980490,2.43133219,1.10278961,1.47299933,0.86138852,0.02729886,0.14534324,0.00000000
-5.60380190,2.24704604,1.02171904,1.36133994,0.79911583,0.02513745,0.13191167,0.00000000
-5.59779890,2.06770393,0.94317372,1.25301908,0.73814263,0.02301339,0.11916403,0.00000000
-5.59179590,1.89557666,0.86812687,1.14949014,0.67916189,0.02095686,0.10720691,0.00000000
-5.58579290,1.73267794,0.79743990,1.05205769,0.62276867,0.01899503,0.09613161,0.00000000
-5.57978989,1.58074471,0.73185479,0.96186525,0.56945452,0.01715171,0.08601397,0.00000000
-5.57378689,1.44122949,0.67199184,0.87989009,0.51960632,0.01544714,0.07691480,0.00000000
-5.56778389,1.31530348,0.61835205,0.80694426,0.47350931,0.01389794,0.06888073,0.00000000
-5.56178089,1.20386861,0.57132324,0.74368069,0.43135343,0.01251714,0.06194535,0.00000000
-5.55577789,1.10757640,0.53118896,0.69060301,0.39324249,0.01131435,0.05613059,0.00000000
-5.54977489,1.02685147,0.49813911,0.64807784,0.35920517,0.01029599,0.05144827,0.00000000
-5.54377189,0.96191718,0.47228102,0.61634787,0.32920714,0.00946554,0.04790144,0.00000000
-5.53776888,0.91282151,0.45365025,0.59554470,0.30316339,0.00882385,0.04548581,0.00000000
-5.53176588,0.87946102,0.44222011,0.58570017,0.28095021,0.00836942,0.04419077,0.00000000
-5.52576288,0.86160163,0.43790923,0.58675532,0.26241607,0.00809871,0.04400024,0.00000000
-5.51975988,0.85889496,0.44058683,0.59856648,0.24739110,0.00800635,0.04489320,0.00000000
-5.51375688,0.87088983,0.45007553,0.62090822,0.23569467,0.00808538,0.04684384,0.00000000
-5.50775388,0.89703872,0.46615163,0.65347327,0.22714119,0.00832742,0.04982142,0.00000000
-5.50175088,0.93669968,0.48854335,0.69586979,0.22154378,0.00872276,0.05378991,0.00000000
-5.49574787,0.98913445,0.51692734,0.74761665,0.21871631,0.00926053,0.05870732,0.00000000
-5.48974487,1.05350391,0.55092424,0.80813771,0.21847371,0.00992866,0.06452493,0.00000000
-5.48374187,1.12886232,0.59009406,0.87675592,0.22063114,0.01071404,0.07118655,0.00000000
-5.47773887,1.21415167,0.63393202,0.95268855,0.22500213,0.01160247,0.07862769,0.00000000
-5.47173587,1.30819782,0.68186588,1.03504450,0.23139634,0.01257880,0.08677499,0.00000000
-5.46573287,1.40970962,0.73325523,1.12282467,0.23961714,0.01362696,0.09554579,0.00000000
-5.45972986,1.51728233,0.78739358,1.21492623,0.24945935,0.01473010,0.10484808,0.00000000
-5.45372686,1.62940610,0.84351349,1.31015139,0.26070766,0.01587072,0.11458071,0.00000000
-5.44772386,1.74448010,0.90079503,1.40722091,0.27313567,0.01703088,0.12463412,0.00000000
-5.44172086,1.86083240,0.95837758,1.50479233,0.28650586,0.01819245,0.13489133,0.00000000
-5.43571786,1.97674523,1.01537472,1.60148269,0.30057066,0.01933736,0.14522943,0.00000000
-5.42971486,2.09048516,1.07089182,1.69589500,0.31507431,0.02044793,0.15552137,0.00000000
-5.42371186,2.20033681,1.12404557,1.78664761,0.32975583,0.02150722,0.16563808,0.00000000
-5.41770885,2.30463918,1.17398481,1.87240536,0.34435258,0.02249932,0.17545078,0.00000000
-5.41170585,2.40182275,1.21991168,1.95191124,0.35860454,0.02340976,0.18483345,0.00000000
-5.40570285,2.49044599,1.26110215,2.02401718,0.37225888,0.02422574,0.19366535,0.00000000
-5.39969985,2.56922946,1.29692505,2.08771266,0.38507475,0.02493651,0.20183346,0.00000000
-5.39369685,2.63708615,1.32685868,2.14214987,0.39682798,0.02553352,0.20923489,0.00000000
-5.38769385,2.69314668,1.35050426,2.18666435,0.40731551,0.02601065,0.21577893,0.00000000
-5.38169085,2.73677833,1.36759578,2.22079011,0.41635940,0.02636430,0.22138899,0.00000000
-5.37568784,2.76759707,1.37800565,2.24426889,0.42381030,0.02659340,0.22600412,0.00000000
-5.36968484,2.78547250,1.38174613,2.25705290,0.42955018,0.02669945,0.22958032,0.00000000
-5.36368184,2.79052535,1.37896672,2.25930139,0.43349450,0.02668630,0.23209137,0.00000000
-5.35767884,2.78311815,1.36994740,2.25137112,0.43559349,0.02656008,0.23352945,0.00000000
-5.35167584,2.76383967,1.35508867,2.23380134,0.43583289,0.02632889,0.23390542,0.00000000
-5.34567284,2.73348388,1.33489849,2.20729415,0.43423391,0.02600254,0.23324879,0.00000000
-5.33966983,2.69302469,1.30997723,2.17269106,0.43085274,0.02559228,0.23160751,0.00000000
-5.33366683,2.64358762,1.28100103,2.13094692,0.42577938,0.02511037,0.22904748,0.00000000
-5.32766383,2.58641946,1.24870459,2.08310224,0.41913620,0.02456981,0.22565191,0.00000000
-5.32166083,2.52285721,1.21386383,2.03025491,0.41107596,0.02398397,0.22152051,0.00000000
-5.31565783,2.45429734,1.17727923,1.97353248,0.40177951,0.02336623,0.21676848,0.00000000
-5.30965483,2.38216618,1.13976024,1.91406573,0.39145325,0.02272974,0.21152533,0.00000000
-5.30365183,2.30789224,1.10211106,1.85296433,0.38032613,0.02208705,0.20593355,0.00000000
-5.29764882,2.23288090,1.06511815,1.79129511,0.36864641,0.02144998,0.20014702,0.00000000
-5.29164582,2.15849186,1.02953942,1.73006339,0.35667809,0.02082933,0.19432912,0.00000000
-5.28564282,2.08601942,0.99609507,1.67019764,0.34469689,0.02023478,0.18865069,0.00000000
-5.27963982,2.01667569,0.96546002,1.61253743,0.33298594,0.01967479,0.18328755,0.00000000
-5.27363682,1.95157651,0.93825747,1.55782474,0.32183101,0.01915646,0.17841776,0.00000000
-5.26763382,1.89172987,0.91505369,1.50669845,0.31151545,0.01868559,0.17421850,0.00000000
-5.26163082,1.83802670,0.89635335,1.45969175,0.30231472,0.01826661,0.17086274,0.00000000
-5.25562781,1.79123361,0.88259549,1.41723215,0.29449067,0.01790267,0.16851546,0.00000000
-5.24962481,1.75198740,0.87414965,1.37964382,0.28828567,0.01759565,0.16732986,0.00000000
-5.24362181,1.72079115,0.87131220,1.34715175,0.28391669,0.01734628,0.16744325,0.00000000
-5.23761881,1.69801164,0.87430276,1.31988751,0.28156945,0.01715424,0.16897309,0.00000000
-5.23161581,1.68387809,0.88326064,1.29789609,0.28139295,0.01701825,0.17201305,0.00000000
-5.22561281,1.67848204,0.89824164,1.28114350,0.28349441,0.01693619,0.17662939,0.00000000
-5.21960980,1.68177855,0.91921520,1.26952482,0.28793498,0.01690521,0.18285780,0.00000000
-5.21360680,1.69358866,0.94606224,1.26287236,0.29472643,0.01692190,0.19070075,0.00000000
-5.20760380,1.71360322,0.97857411,1.26096360,0.30382885,0.01698232,0.20012577,0.00000000
-5.20160080,1.74138827,1.01645277,1.26352887,0.31514982,0.01708218,0.21106449,0.00000000
-5.19559780,1.77639211,1.05931277,1.27025837,0.32854495,0.01721690,0.22341282,0.00000000
-5.18959480,1.81795408,1.10668503,1.28080866,0.34382004,0.01738168,0.23703218,0.00000000
-5.18359180,1.86531527,1.15802298,1.29480840,0.36073484,0.01757162,0.25175193,0.00000000
-5.17758879,1.91763108,1.21271085,1.31186345,0.37900841,0.01778174,0.26737296,0.00000000
-5.17158579,1.97398572,1.27007436,1.33156144,0.39832595,0.01800706,0.28367234,0.00000000
-5.16558279,2.03340845,1.32939360,1.35347575,0.41834698,0.01824264,0.30040890,0.00000000
-5.15957979,2.09489130,1.38991783,1.37716931,0.43871456,0.01848361,0.31732969,0.00000000
-5.15357679,2.15740816,1.45088184,1.40219811,0.45906531,0.01872521,0.33417688,0.00000000
-5.14757379,2.21993461,1.51152336,1.42811480,0.47903980,0.01896285,0.35069500,0.00000000
-5.14157079,2.28146812,1.57110092,1.45447242,0.49829294,0.01919210,0.36663817,0.00000000
-5.13556778,2.34104799,1.62891138,1.48082837,0.51650401,0.01940876,0.38177698,0.00000000
-5.12956478,2.39777452,1.68430655,1.50674868,0.53338576,0.01960888,0.39590473,0.00000000
-5.12356178,2.45082656,1.73670797,1.53181274,0.54869234,0.01978886,0.40884284,0.00000000
-5.11755878,2.49947703,1.78561937,1.55561818,0.56222571,0.01994540,0.42044499,0.00000000
-5.11155578,2.54310573,1.83063611,1.57778602,0.57384006,0.02007564,0.43060004,0.00000000
-5.10555278,2.58120891,1.87145108,1.59796583,0.58344443,0.02017719,0.43923340,0.00000000
-5.09954977,2.61340527,1.90785685,1.61584070,0.59100296,0.02024815,0.44630701,0.00000000
-5.09354677,2.63943821,1.93974392,1.63113184,0.59653329,0.02028720,0.45181774,0.00000000
-5.08754377,2.65917408,1.96709509,1.64360246,0.60010278,0.02029362,0.45579461,0.00000000
-5.08154077,2.67259670,1.98997626,1.65306087,0.60182313,0.02026732,0.45829470,0.00000000
-5.07553777,2.67979835,2.00852413,1.65936245,0.60184338,0.02020885,0.45939827,0.00000000
-5.06953477,2.68096760,2.02293139,1.66241042,0.60034191,0.02011945,0.45920320,0.00000000
-5.06353177,2.67637463,2.03343023,1.66215525,0.59751769,0.02000097,0.45781912,0.00000000
-5.05752876,2.66635469,2.04027495,1.65859284,0.59358126,0.01985587,0.45536163,0.00000000
-5.05152576,2.65129050,2.04372464,1.65176136,0.58874586,0.01968715,0.45194669,0.00000000
-5.04552276,2.63159428,2.04402686,1.64173701,0.58321903,0.01949828,0.44768573,0.00000000
-5.03951976,2.60769034,2.04140307,1.62862889,0.57719513,0.01929311,0.44268146,0.00000000
-5.03351676,2.57999901,2.03603670,1.61257333,0.57084897,0.01907572,0.43702469,0.00000000
-5.02751376,2.54892246,2.02806438,1.59372784,0.56433075,0.01885033,0.43079223,0.00000000
-5.02151076,2.51483310,2.01757081,1.57226526,0.55776258,0.01862112,0.42404581,0.00000000
-5.01550775,2.47806506,2.00458755,1.54836832,0.55123632,0.01839212,0.41683214,0.00000000
-5.00950475,2.43890889,1.98909564,1.52222496,0.54481306,0.01816704,0.40918388,0.00000000
-5.00350175,2.39760977,1.97103198,1.49402480,0.53852389,0.01794912,0.40112144,0.00000000
-4.99749875,2.35436910,1.95029912,1.46395685,0.53237198,0.01774102,0.39265542,0.00000000
-4.99149575,2.30934930,1.92677770,1.43220869,0.52633558,0.01754470,0.38378951,0.00000000
-4.98549275,2.26268155,1.90034101,1.39896720,0.52037207,0.01736134,0.37452363,0.00000000
-4.97948974,2.21447591,1.87087088,1.36442065,0.51442246,0.01719128,0.36485704,0.00000000
-4.97348674,2.16483330,1.83827379,1.32876217,0.50841644,0.01703401,0.35479140,0.00000000
-4.96748374,2.11385875,1.80249666,1.29219429,0.50227761,0.01688819,0.34433345,0.00000000
-4.96148074,2.06167519,1.76354112,1.25493414,0.49592876,0.01675167,0.33349729,0.00000000
-4.95547774,2.00843706,1.72147579,1.21721918,0.48929706,0.01662169,0.32230611,0.00000000
-4.94947474,1.95434321,1.67644575,1.17931278,0.48231900,0.01649489,0.31079343,0.00000000
-4.94347174,1.89964820,1.62867870,1.14150940,0.47494494,0.01636758,0.29900362,0.00000000
-4.93746873,1.84467172,1.57848766,1.10413884,0.46714328,0.01623591,0.28699205,0.00000000
-4.93146573,1.78980538,1.52626979,1.06756929,0.45890400,0.01609607,0.27482455,0.00000000
-4.92546273,1.73551656,1.47250167,1.03220854,0.45024168,0.01594454,0.26257655,0.00000000
-4.91945973,1.68234904,1.41773096,0.99850343,0.44119774,0.01577830,0.25033177,0.00000000
-4.91345673,1.63092011,1.36256503,0.96693701,0.43184206,0.01559508,0.23818074,0.00000000
-4.90745373,1.58191419,1.30765689,0.93802332,0.42227370,0.01539352,0.22621900,0.00000000
-4.90145073,1.53607283,1.25368918,0.91229989,0.41262083,0.01517334,0.21454536,0.00000000
-4.89544772,1.49418134,1.20135666,0.89031780,0.40303978,0.01493549,0.20326004,0.00000000
-4.88944472,1.45705229,1.15134808,0.87262957,0.39371316,0.01468215,0.19246288,0.00000000
-4.88344172,1.42550622,1.10432809,0.85977509,0.38484710,0.01441682,0.18225172,0.00000000
-4.87743872,1.40035007,1.06091980,0.85226593,0.37666765,0.01414421,0.17272088,0.00000000
-4.87143572,1.38235397,1.02168874,0.85056851,0.36941629,0.01387017,0.16395986,0.00000000
-4.86543272,1.37222713,0.98712869,0.85508658,0.36334480,0.01360152,0.15605230,0.00000000
-4.85942971,1.37059354,0.95764997,0.86614383,0.35870959,0.01334583,0.14907507,0.00000000
-4.85342671,1.37796858,0.93357048,0.88396708,0.35576552,0.01311118,0.14309777,0.00000000
-4.84742371,1.39473730,0.91510995,0.90867094,0.35475967,0.01290586,0.13818231,0.00000000
-4.84142071,1.42113550,0.90238740,0.94024471,0.35592507,0.01273811,0.13438283,0.00000000
-4.83541771,1.45723448,0.89542205,0.97854220,0.35947477,0.01261576,0.13174584,0.00000000
-4.82941471,1.50293034,0.89413756,1.02327513,0.36559646,0.01254600,0.13031055,0.00000000
-4.82341171,1.55793873,0.89836946,1.07401089,0.37444784,0.01253506,0.13010939,0.00000000
-4.81740870,1.62179547,0.90787554,1.13017495,0.38615298,0.01258801,0.13116875,0.00000000
-4.81140570,1.69386348,0.92234877,1.19105835,0.40079989,0.01270858,0.13350973,0.00000000
-4.80540270,1.77334618,0.94143231,1.25583036,0.41843925,0.01289900,0.13714912,0.00000000
-4.79939970,1.85930713,0.96473601,1.32355607,0.43908449,0.01315996,0.14210028,0.00000000
-4.79339670,1.95069528,0.99185379,1.39321877,0.46271305,0.01349062,0.14837407,0.00000000
-4.78739370,2.04637524,1.02238117,1.46374620,0.48926887,0.01388862,0.15597970,0.00000000
-4.78139070,2.14516122,1.05593216,1.53404004,0.51866576,0.01435021,0.16492534,0.00000000
-4.77538769,2.24585339,1.09215484,1.60300746,0.55079144,0.01487044,0.17521865,0.00000000
-4.76938469,2.34727507,1.13074493,1.66959346,0.58551212,0.01544329,0.18686688,0.00000000
-4.76338169,2.44830902,1.17145649,1.73281277,0.62267701,0.01606199,0.19987674,0.00000000
-4.75737869,2.54793120,1.21410944,1.79177974,0.66212269,0.01671919,0.21425385,0.00000000
-4.75137569,2.64524022,1.25859326,1.84573508,0.70367693,0.01740722,0.23000175,0.00000000
-4.74537269,2.73948127,1.30486654,1.89406806,0.74716159,0.01811837,0.24712045,0.00000000
-4.73936968,2.83006296,1.35295243,1.93633321,0.79239456,0.01884509,0.26560466,0.00000000
-4.73336668,2.91656657,1.40292979,1.97226067,0.83919049,0.01958017,0.28544145,0.00000000
-4.72736368,2.99874698,1.45492046,2.00175977,0.88736032,0.02031693,0.30660765,0.00000000
-4.72136068,3.07652536,1.50907300,2.02491567,0.93670954,0.02104937,0.32906698,0.00000000
-4.71535768,3.14997398,1.56554350,2.04197918,0.98703555,0.02177222,0.35276691,0.00000000
-4.70935468,3.21929404,1.62447433,2.05335040,1.03812411,0.02248102,0.37763552,0.00000000
-4.70335168,3.28478757,1.68597164,2.05955694,1.08974536,0.02317214,0.40357845,0.00000000
-4.69734867,3.34682511,1.75008266,2.06122784,1.14164964,0.02384276,0.43047607,0.00000000
-4.69134567,3.40581063,1.81677398,2.05906441,1.19356366,0.02449086,0.45818105,0.00000000
-4.68534267,3.46214586,1.88591171,2.05380939,1.24518722,0.02511510,0.48651658,0.00000000
-4.67933967,3.51619548,1.95724482,2.04621586,1.29619099,0.02571481,0.51527528,0.00000000
-4.67333667,3.56825527,2.03039241,2.03701724,1.34621565,0.02628984,0.54421908,0.00000000
-4.66733367,3.61852453,2.10483593,2.02689954,1.39487252,0.02684048,0.57308016,0.00000000
-4.66133067,3.66708422,2.17991696,2.01647709,1.44174601,0.02736733,0.60156305,0.00000000
-4.65532766,3.71388165,2.25484094,2.00627236,1.48639783,0.02787122,0.62934796,0.00000000
-4.64932466,3.75872238,2.32868715,1.99670066,1.52837296,0.02835302,0.65609534,0.00000000
-4.64332166,3.80126955,2.40042483,1.98805982,1.56720715,0.02881357,0.68145172,0.00000000
-4.63731866,3.84105046,2.46893508,1.98052520,1.60243585,0.02925352,0.70505661,0.00000000
-4.63131566,3.87746985,2.53303789,1.97414952,1.63360414,0.02967320,0.72655035,0.00000000
-4.62531266,3.90982923,2.59152350,1.96886748,1.66027728,0.03007253,0.74558275,0.00000000
-4.61930965,3.93735117,2.64318692,1.96450450,1.68205153,0.03045083,0.76182218,0.00000000
-4.61330665,3.95920736,2.68686428,1.96078894,1.69856474,0.03080679,0.77496478,0.00000000
-4.60730365,3.97454926,2.72146966,1.95736726,1.70950640,0.03113836,0.78474352,0.00000000
-4.60130065,3.98253996,2.74603094,1.95382131,1.71462661,0.03144266,0.79093669,0.00000000
-4.59529765,3.98238621,2.75972309,1.94968710,1.71374378,0.03171600,0.79337550,0.00000000
-4.58929465,3.97336916,2.76189768,1.94447441,1.70675073,0.03195387,0.79195038,0.00000000
-4.58329165,3.95487315,2.75210727,1.93768664,1.69361904,0.03215100,0.78661583,0.00000000
-4.57728864,3.92641132,2.73012372,1.92884029,1.67440146,0.03230145,0.77739341,0.00000000
-4.57128564,3.88764761,2.69594969,1.91748374,1.64923248,0.03239884,0.76437284,0.00000000
-4.56528264,3.83841451,2.64982295,1.90321459,1.61832696,0.03243646,0.74771111,0.00000000
-4.55927964,3.77872604,2.59221325,1.88569554,1.58197701,0.03240760,0.72762953,0.00000000
-4.55327664,3.70878598,2.52381216,1.86466812,1.54054734,0.03230578,0.70440896,0.00000000
-4.54727364,3.62899103,2.44551627,1.83996413,1.49446902,0.03212512,0.67838325,0.00000000
-4.54127064,3.53992899,2.35840450,1.81151441,1.44423228,0.03186061,0.64993133,0.00000000
-4.53526763,3.44237204,2.26371071,1.77935470,1.39037809,0.03150846,0.61946806,0.00000000
-4.52926463,3.33726536,2.16279250,1.74362836,1.33348922,0.03106636,0.58743440,0.00000000
-4.52326163,3.22571127,2.05709770,1.70458580,1.27418064,0.03053377,0.55428712,0.00000000
-4.51725863,3.10894933,1.94812952,1.66258058,1.21308962,0.02991211,0.52048847,0.00000000
-4.51125563,2.98833273,1.83741183,1.61806205,1.15086570,0.02920486,0.48649625,0.00000000
-4.50525263,2.86530159,1.72645552,1.57156480,1.08816064,0.02841766,0.45275443,0.00000000
-4.49924962,2.74135351,1.61672682,1.52369511,1.02561851,0.02755823,0.41968470,0.00000000
-4.49324662,2.61801234,1.50961856,1.47511468,0.96386600,0.02663624,0.38767907,0.00000000
-4.48724362,2.49679552,1.40642474,1.42652222,0.90350310,0.02566314,0.35709371,0.00000000
-4.48124062,2.37918102,1.30831887,1.37863340,0.84509420,0.02465184,0.32824400,0.00000000
-4.47523762,2.26657462,1.21633622,1.33215986,0.78915979,0.02361635,0.30140094,0.00000000
-4.46923462,2.16027829,1.13136007,1.28778808,0.73616872,0.02257136,0.27678863,0.00000000
-4.46323162,2.06146060,1.05411177,1.24615867,0.68653124,0.02153182,0.25458299,0.00000000
-4.45722861,1.97112995,0.98514445,1.20784706,0.64059293,0.02051245,0.23491137,0.00000000
-4.45122561,1.89011141,0.92484011,1.17334606,0.59862956,0.01952729,0.21785313,0.00000000
-4.44522261,1.81902776,0.87340980,1.14305111,0.56084312,0.01858928,0.20344080,0.00000000
-4.43921961,1.75828539,0.83089660,1.11724854,0.52735907,0.01770984,0.19166195,0.00000000
-4.43321661,1.70806552,0.79718123,1.09610737,0.49822491,0.01689854,0.18246154,0.00000000
-4.42721361,1.66832093,0.77198994,1.07967466,0.47341030,0.01616284,0.17574463,0.00000000
-4.42121061,1.63877843,0.75490471,1.06787481,0.45280866,0.01550789,0.17137954,0.00000000
-4.41520760,1.61894706,0.74537544,1.06051235,0.43624048,0.01493646,0.16920130,0.00000000
-4.40920460,1.60813174,0.74273425,1.05727835,0.42345817,0.01444886,0.16901543,0.00000000
-4.40320160,1.60545215,0.74621161,1.05775995,0.41415256,0.01404306,0.17060215,0.00000000
-4.39719860,1.60986634,0.75495435,1.06145267,0.40796096,0.01371482,0.17372081,0.00000000
-4.39119560,1.62019838,0.76804531,1.06777500,0.40447657,0.01345791,0.17811482,0.00000000
-4.38519260,1.63516950,0.78452446,1.07608487,0.40325916,0.01326435,0.18351682,0.00000000
-4.37918959,1.65343181,0.80341119,1.08569736,0.40384663,0.01312479,0.18965423,0.00000000
-4.37318659,1.67360370,0.82372736,1.09590324,0.40576735,0.01302884,0.19625501,0.00000000
-4.36718359,1.69430618,0.84452059,1.10598780,0.40855276,0.01296545,0.20305359,0.00000000
-4.36118059,1.71419890,0.86488730,1.11524954,0.41174996,0.01292333,0.20979678,0.00000000
-4.35517759,1.73201521,0.88399470,1.12301832,0.41493389,0.01289131,0.21624960,0.00000000
-4.34917459,1.74659507,0.90110108,1.12867248,0.41771865,0.01285872,0.22220070,0.00000000
-4.34317159,1.75691496,0.91557372,1.13165472,0.41976766,0.01281576,0.22746733,0.00000000
-4.33716858,1.76211396,0.92690363,1.13148625,0.42080223,0.01275378,0.23189953,0.00000000
-4.33116558,1.76151519,0.93471648,1.12777905,0.42060834,0.01266554,0.23538340,0.00000000
-4.32516258,1.75464196,0.93877932,1.12024588,0.41904123,0.01254545,0.23784338,0.00000000
-4.31915958,1.74122819,0.93900260,1.10870785,0.41602779,0.01238970,0.23924319,0.00000000
-4.31315658,1.72122259,0.93543736,1.09309923,0.41156663,0.01219637,0.23958562,0.00000000
-4.30715358,1.69478672,0.92826768,1.07346957,0.40572576,0.01196544,0.23891092,0.00000000
