energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.76588294,0.69309520,0.11337205,0.10419167,0.00035072,0.01272640,0.05715966,0.41964611,0.15237229,0.00000000
-5.75987994,0.70931775,0.11505801,0.10278017,0.00038484,0.01143963,0.05733380,0.43567732,0.15347510,0.00000000
-5.75387694,0.72781966,0.11759413,0.10211783,0.00042445,0.01040679,0.05811587,0.45203097,0.15592315,0.00000000
-5.74787394,0.74829161,0.12088402,0.10215765,0.00046988,0.00961552,0.05951250,0.46853638,0.15966308,0.00000000
-5.74187094,0.77051411,0.12484130,0.10286091,0.00052152,0.00905688,0.06154131,0.48508012,0.16466183,0.00000000
-5.73586793,0.79437406,0.12939267,0.10419963,0.00057983,0.00872600,0.06423182,0.50161597,0.17091042,0.00000000
-5.72986493,0.81987762,0.13448072,0.10615841,0.00064535,0.00862267,0.06762581,0.51817260,0.17842688,0.00000000
-5.72386193,0.84715864,0.14006622,0.10873549,0.00071867,0.00875177,0.07177730,0.53485873,0.18725819,0.00000000
-5.71785893,0.87648223,0.14612979,0.11194291,0.00080044,0.00912370,0.07675192,0.55186530,0.19748102,0.00000000
-5.71185593,0.90824297,0.15267309,0.11580592,0.00089135,0.00975458,0.08262584,0.56946447,0.20920137,0.00000000
-5.70585293,0.94295783,0.15971905,0.12036156,0.00099211,0.01066646,0.08948414,0.58800520,0.22255290,0.00000000
-5.69984992,0.98125351,0.16731148,0.12565655,0.00110340,0.01188726,0.09741870,0.60790543,0.23769404,0.00000000
-5.69384692,1.02384864,0.17551373,0.13174453,0.00122587,0.01345063,0.10652564,0.62964091,0.25480387,0.00000000
-5.68784392,1.07153100,0.18440656,0.13868287,0.00136008,0.01539561,0.11690240,0.65373082,0.27407695,0.00000000
-5.68184092,1.12513044,0.19408502,0.14652904,0.00150643,0.01776604,0.12864454,0.68072061,0.29571700,0.00000000
-5.67583792,1.18548824,0.20465473,0.15533688,0.00166516,0.02060984,0.14184221,0.71116238,0.31992981,0.00000000
-5.66983492,1.25342372,0.21622717,0.16515272,0.00183627,0.02397802,0.15657664,0.74559351,0.34691538,0.00000000
-5.66383192,1.32969907,0.22891459,0.17601175,0.00201947,0.02792337,0.17291641,0.78451406,0.37685960,0.00000000
-5.65782891,1.41498372,0.24282422,0.18793457,0.00221416,0.03249900,0.19091391,0.82836385,0.40992565,0.00000000
-5.65182591,1.50981921,0.25805231,0.20092417,0.00241937,0.03775657,0.21060183,0.87749985,0.44624536,0.00000000
-5.64582291,1.61458595,0.27467803,0.21496347,0.00263374,0.04374431,0.23198989,0.93217502,0.48591084,0.00000000
-5.63981991,1.72947309,0.29275746,0.23001344,0.00285550,0.05050482,0.25506190,0.99251911,0.52896656,0.00000000
-5.63381691,1.85445259,0.31231799,0.24601192,0.00308251,0.05807268,0.27977315,1.05852264,0.57540224,0.00000000
-5.62781391,1.98925880,0.33335324,0.26287322,0.00331223,0.06647204,0.30604825,1.13002458,0.62514674,0.00000000
-5.62181091,2.13337433,0.35581895,0.28048844,0.00354178,0.07571407,0.33377954,1.20670449,0.67806322,0.00000000
-5.61580790,2.28602328,0.37962976,0.29872654,0.00376802,0.08579461,0.36282604,1.28807984,0.73394585,0.00000000
-5.60980490,2.44617218,0.40465742,0.31743616,0.00398757,0.09669191,0.39301315,1.37350856,0.79251812,0.00000000
-5.60380190,2.61253933,0.43073028,0.33644810,0.00419695,0.10836468,0.42413298,1.46219745,0.85343318,0.00000000
-5.59779890,2.78361235,0.45763443,0.35557837,0.00439266,0.12075060,0.45594559,1.55321602,0.91627605,0.00000000
-5.59179590,2.95767404,0.48511628,0.37463183,0.00457128,0.13376529,0.48818103,1.64551581,0.98056794,0.00000000
-5.58579290,3.13283585,0.51288691,0.39340618,0.00472961,0.14730202,0.52054233,1.73795458,1.04577274,0.00000000
-5.57978989,3.30707824,0.54062778,0.41169634,0.00486475,0.16123207,0.55270942,1.82932461,1.11130546,0.00000000
-5.57378689,3.47829694,0.56799788,0.42929898,0.00497424,0.17540596,0.58434390,1.91838428,1.17654267,0.00000000
-5.56778389,3.64435353,0.59464208,0.44601715,0.00505613,0.18965552,0.61509482,2.00389182,1.24083463,0.00000000
-5.56178089,3.80312892,0.62020037,0.46166489,0.00510906,0.20379676,0.64460524,2.08463985,1.30351887,0.00000000
-5.55577789,3.95257783,0.64431768,0.47607164,0.00513231,0.21763364,0.67251943,2.15948962,1.36393487,0.00000000
-5.54977489,4.09078239,0.66665396,0.48908640,0.00512587,0.23096246,0.69849073,2.22740334,1.42143939,0.00000000
-5.54377189,4.21600293,0.68689414,0.50058145,0.00509040,0.24357694,0.72218962,2.28747353,1.47542191,0.00000000
-5.53776888,4.32672395,0.70475744,0.51045546,0.00502722,0.25527367,0.74331193,2.33894800,1.52531975,0.00000000
-5.53176588,4.42169361,0.72000592,0.51863605,0.00493831,0.26585787,0.76158688,2.38124957,1.57063213,0.00000000
-5.52576288,4.49995500,0.73245152,0.52508152,0.00482617,0.27514908,0.77678444,2.41398961,1.61093280,0.00000000
-5.51975988,4.56086799,0.74196167,0.52978168,0.00469378,0.28298669,0.78872207,2.43697490,1.64588051,0.00000000
-5.51375688,4.60412073,0.74846289,0.53275785,0.00454448,0.28923498,0.79727010,2.45020765,1.67522689,0.00000000
-5.50775388,4.62973027,0.75194238,0.53406183,0.00438184,0.29378749,0.80235582,2.45387855,1.69882148,0.00000000
-5.50175088,4.63803220,0.75244750,0.53377391,0.00420955,0.29657051,0.80396583,2.44835346,1.71661334,0.00000000
-5.49574787,4.62965989,0.75008299,0.53199999,0.00403131,0.29754548,0.80214657,2.43415433,1.72864941,0.00000000
-5.48974487,4.60551405,0.74500629,0.52886775,0.00385065,0.29671024,0.79700291,2.41193517,1.73506940,0.00000000
-5.48374187,4.56672402,0.73742095,0.52452217,0.00367088,0.29409908,0.78869484,2.38245447,1.73609751,0.00000000
-5.47773887,4.51460257,0.72756845,0.51912039,0.00349498,0.28978148,0.77743222,2.34654513,1.73203128,0.00000000
-5.47173587,4.45059599,0.71571896,0.51282613,0.00332549,0.28385970,0.76346800,2.30508340,1.72322811,0.00000000
-5.46573287,4.37623191,0.70216119,0.50580401,0.00316448,0.27646533,0.74708992,2.25895812,1.71008997,0.00000000
-5.45972986,4.29306689,0.68719207,0.49821383,0.00301351,0.26775481,0.72861128,2.20904175,1.69304715,0.00000000
-5.45372686,4.20263629,0.67110648,0.49020518,0.00287362,0.25790439,0.70836101,2.15616407,1.67254178,0.00000000
-5.44772386,4.10640819,0.65418768,0.48191254,0.00274531,0.24710447,0.68667354,2.10108985,1.64901188,0.00000000
-5.44172086,4.00574356,0.63669869,0.47345118,0.00262862,0.23555375,0.66387892,2.04450104,1.62287674,0.00000000
-5.43571786,3.90186391,0.61887512,0.46491397,0.00252312,0.22345346,0.64029368,1.98698412,1.59452436,0.00000000
-5.42971486,3.79582769,0.60091962,0.45636927,0.00242800,0.21100170,0.61621263,1.92902267,1.56430143,0.00000000
-5.42371186,3.68851594,0.58299821,0.44786009,0.00234216,0.19838840,0.59190212,1.87099536,1.53250637,0.00000000
-5.41770885,3.58062737,0.56523849,0.43940438,0.00226424,0.18579079,0.56759495,1.81317878,1.49938558,0.00000000
-5.41170585,3.47268262,0.54772988,0.43099662,0.00219277,0.17336977,0.54348704,1.75575483,1.46513302,0.00000000
-5.40570285,3.36503664,0.53052546,0.42261048,0.00212617,0.16126708,0.51973584,1.69882174,1.42989297,0.00000000
-5.39969985,3.25789833,0.51364565,0.41420243,0.00206292,0.14960340,0.49646069,1.64240806,1.39376555,0.00000000
-5.39369685,3.15135564,0.49708297,0.40571624,0.00200156,0.13847742,0.47374469,1.58648858,1.35681467,0.00000000
-5.38769385,3.04540457,0.48080794,0.39708785,0.00194078,0.12796570,0.45163800,1.53100120,1.31907773,0.00000000
-5.38169085,2.93998017,0.46477547,0.38825062,0.00187946,0.11812333,0.43016234,1.47586386,1.28057629,0.00000000
-5.37568784,2.83498765,0.44893157,0.37914051,0.00181674,0.10898530,0.40931623,1.42099064,1.24132711,0.00000000
-5.36968484,2.73033188,0.43321973,0.36970097,0.00175196,0.10056834,0.38908070,1.36630616,1.20135277,0.00000000
-5.36368184,2.62594363,0.41758700,0.35988721,0.00168478,0.09287314,0.36942512,1.31175782,1.16069112,0.00000000
-5.35767884,2.52180128,0.40198907,0.34966982,0.00161508,0.08588680,0.35031284,1.25732521,1.11940308,0.00000000
-5.35167584,2.41794694,0.38639444,0.33903726,0.00154299,0.07958541,0.33170624,1.20302651,1.07757829,0.00000000
-5.34567284,2.31449646,0.37078726,0.32799738,0.00146885,0.07393648,0.31357115,1.14892174,1.03533817,0.00000000
-5.33966983,2.21164295,0.35516905,0.31657774,0.00139317,0.06890135,0.29588028,1.09511288,0.99283650,0.00000000
-5.33366683,2.10965412,0.33955894,0.30482483,0.00131661,0.06443722,0.27861570,1.04174105,0.95025729,0.00000000
-5.32766383,2.00886378,0.32399282,0.29280224,0.00123992,0.06049899,0.26177021,0.98898115,0.90781026,0.00000000
-5.32166083,1.90965845,0.30852138,0.28058789,0.00116389,0.05704071,0.24534782,0.93703444,0.86572429,0.00000000
-5.31565783,1.81246014,0.29320725,0.26827051,0.00108932,0.05401672,0.22936316,0.88611952,0.82423916,0.00000000
-5.30965483,1.71770644,0.27812145,0.25594569,0.00101699,0.05138246,0.21384024,0.83646233,0.78359639,0.00000000
-5.30365183,1.62582949,0.26333952,0.24371154,0.00094759,0.04909500,0.19881053,0.78828589,0.74402943,0.00000000
-5.29764882,1.53723493,0.24893748,0.23166441,0.00088173,0.04711326,0.18431063,0.74180022,0.70575416,0.00000000
-5.29164582,1.45228238,0.23498787,0.21989486,0.00081989,0.04539820,0.17037970,0.69719312,0.66896012,0.00000000
-5.28564282,1.37126846,0.22155619,0.20848399,0.00076242,0.04391269,0.15705689,0.65462223,0.63380296,0.00000000
-5.27963982,1.29441340,0.20869789,0.19750047,0.00070955,0.04262145,0.14437887,0.61420875,0.60039868,0.00000000
-5.27363682,1.22185186,0.19645603,0.18699833,0.00066134,0.04149089,0.13237767,0.57603315,0.56881992,0.00000000
-5.26763382,1.15362843,0.18485975,0.17701563,0.00061774,0.04048904,0.12107888,0.54013302,0.53909447,0.00000000
-5.26163082,1.08969801,0.17392359,0.16757401,0.00057858,0.03958549,0.11050035,0.50650296,0.51120607,0.00000000
-5.25562781,1.02993076,0.16364764,0.15867911,0.00054359,0.03875141,0.10065142,0.47509669,0.48509740,0.00000000
-5.24962481,0.97412129,0.15401844,0.15032188,0.00051239,0.03795968,0.09153262,0.44583087,0.46067509,0.00000000
-5.24362181,0.92200141,0.14501063,0.14248049,0.00048458,0.03718510,0.08313593,0.41859058,0.43781632,0.00000000
-5.23761881,0.87325561,0.13658906,0.13512287,0.00045969,0.03640461,0.07544539,0.39323603,0.41637671,0.00000000
-5.23161581,0.82753821,0.12871133,0.12820956,0.00043724,0.03559763,0.06843815,0.36960997,0.39619895,0.00000000
-5.22561281,0.78449133,0.12133054,0.12169684,0.00041676,0.03474641,0.06208572,0.34754559,0.37712172,0.00000000
-5.21960980,0.74376251,0.11439809,0.11553976,0.00039780,0.03383628,0.05635549,0.32687423,0.35898834,0.00000000
-5.21360680,0.70502108,0.10786634,0.10969509,0.00037994,0.03285593,0.05121216,0.30743276,0.34165478,0.00000000
-5.20760380,0.66797250,0.10169105,0.10412393,0.00036281,0.03179765,0.04661934,0.28907001,0.32499657,0.00000000
-5.20160080,0.63236993,0.09583338,0.09879384,0.00034611,0.03065735,0.04254086,0.27165217,0.30891426,0.00000000
-5.19559780,0.59802259,0.09026147,0.09368043,0.00032959,0.02943460,0.03894206,0.25506687,0.29333726,0.00000000
-5.18959480,0.56480058,0.08495149,0.08876841,0.00031306,0.02813248,0.03579071,0.23922576,0.27822594,0.00000000
-5.18359180,0.53263621,0.07988808,0.08405194,0.00029641,0.02675732,0.03305775,0.22406569,0.26357182,0.00000000
-5.17758879,0.50152183,0.07506432,0.07953443,0.00027958,0.02531838,0.03071774,0.20954844,0.24939620,0.00000000
-5.17158579,0.47150459,0.07048120,0.07522774,0.00026257,0.02382733,0.02874894,0.19565907,0.23574699,0.00000000
-5.16558279,0.44267847,0.06614657,0.07115097,0.00024541,0.02229779,0.02713321,0.18240324,0.22269441,0.00000000
-5.15957979,0.41517422,0.06207382,0.06732872,0.00022818,0.02074474,0.02585559,0.16980357,0.21032546,0.00000000
-5.15357679,0.38914787,0.05828024,0.06378922,0.00021098,0.01918390,0.02490370,0.15789536,0.19873773,0.00000000
-5.14757379,0.36476834,0.05478528,0.06056218,0.00019396,0.01763118,0.02426695,0.14672189,0.18803277,0.00000000
-5.14157079,0.34220495,0.05160864,0.05767661,0.00017722,0.01610210,0.02393566,0.13632971,0.17830939,0.00000000
-5.13556778,0.32161536,0.04876855,0.05515871,0.00016092,0.01461131,0.02390010,0.12676394,0.16965721,0.00000000
-5.12956478,0.30313450,0.04628002,0.05302991,0.00014519,0.01317215,0.02414951,0.11806397,0.16215074,0.00000000
-5.12356178,0.28686501,0.04415340,0.05130510,0.00013013,0.01179632,0.02467121,0.11025978,0.15584423,0.00000000
-5.11755878,0.27286948,0.04239312,0.04999128,0.00011586,0.01049361,0.02544978,0.10336877,0.15076752,0.00000000
-5.11155578,0.26116477,0.04099683,0.04908644,0.00010246,0.00927179,0.02646638,0.09739357,0.14692303,0.00000000
-5.10555278,0.25171860,0.03995480,0.04857899,0.00008998,0.00813651,0.02769823,0.09232049,0.14428394,0.00000000
-5.09954977,0.24444834,0.03924968,0.04844748,0.00007849,0.00709133,0.02911839,0.08811899,0.14279367,0.00000000
-5.09354677,0.23922217,0.03885666,0.04866083,0.00006798,0.00613786,0.03069565,0.08474186,0.14236659,0.00000000
-5.08754377,0.23586213,0.03874389,0.04917896,0.00005848,0.00527586,0.03239475,0.08212621,0.14288994,0.00000000
-5.08154077,0.23414920,0.03887325,0.04995375,0.00004994,0.00450351,0.03417680,0.08019512,0.14422681,0.00000000
-5.07553777,0.23382993,0.03920140,0.05093038,0.00004236,0.00381762,0.03599990,0.07885986,0.14622015,0.00000000
-5.06953477,0.23462431,0.03968097,0.05204895,0.00003567,0.00321390,0.03782007,0.07802261,0.14869748,0.00000000
-5.06353177,0.23623464,0.04026202,0.05324626,0.00002984,0.00268723,0.03959224,0.07757941,0.15147619,0.00000000
-5.05752876,0.23835491,0.04089348,0.05445778,0.00002478,0.00223190,0.04127140,0.07742336,0.15436931,0.00000000
-5.05152576,0.24068039,0.04152476,0.05561968,0.00002045,0.00184188,0.04281390,0.07744787,0.15719132,0.00000000
-5.04552276,0.24291706,0.04210724,0.05667086,0.00001676,0.00151104,0.04417871,0.07754978,0.15976393,0.00000000
-5.03951976,0.24479051,0.04259574,0.05755483,0.00001367,0.00123334,0.04532865,0.07763238,0.16192161,0.00000000
-5.03351676,0.24605399,0.04294984,0.05822153,0.00001109,0.00100301,0.04623165,0.07760803,0.16351660,0.00000000
-5.02751376,0.24649542,0.04313503,0.05862885,0.00000898,0.00081467,0.04686170,0.07740051,0.16442322,0.00000000
-5.02151076,0.24594303,0.04312362,0.05874393,0.00000728,0.00066348,0.04719985,0.07694681,0.16454144,0.00000000
-5.01550775,0.24426959,0.04289545,0.05854414,0.00000594,0.00054520,0.04723476,0.07619855,0.16379949,0.00000000
-5.00950475,0.24139508,0.04243827,0.05801773,0.00000494,0.00045628,0.04696322,0.07512280,0.16215544,0.00000000
-5.00350175,0.23728779,0.04174790,0.05716413,0.00000423,0.00039389,0.04639028,0.07370243,0.15959788,0.00000000
-4.99749875,0.23196390,0.04082815,0.05599394,0.00000381,0.00035598,0.04552916,0.07193593,0.15614542,0.00000000
-4.99149575,0.22548569,0.03969036,0.05452859,0.00000367,0.00034130,0.04440100,0.06983683,0.15184548,0.00000000
-4.98549275,0.21795851,0.03835291,0.05279975,0.00000382,0.00034940,0.04303421,0.06743268,0.14677206,0.00000000
-4.97948974,0.20952667,0.03684038,0.05084850,0.00000428,0.00038068,0.04146381,0.06476376,0.14102290,0.00000000
-4.97348674,0.20036867,0.03518262,0.04872434,0.00000510,0.00043636,0.03973053,0.06188148,0.13471612,0.00000000
-4.96748374,0.19069180,0.03341380,0.04648412,0.00000633,0.00051850,0.03787975,0.05884669,0.12798644,0.00000000
-4.96148074,0.18072658,0.03157124,0.04419083,0.00000805,0.00062997,0.03596050,0.05572791,0.12098125,0.00000000
-4.95547774,0.17072110,0.02969440,0.04191251,0.00001037,0.00077446,0.03402434,0.05259950,0.11385663,0.00000000
-4.94947474,0.16093568,0.02782383,0.03972114,0.00001341,0.00095643,0.03212431,0.04954002,0.10677354,0.00000000
-4.94347174,0.15163783,0.02600014,0.03769160,0.00001733,0.00118107,0.03031389,0.04663066,0.09989427,0.00000000
-4.93746873,0.14309779,0.02426320,0.03590082,0.00002232,0.00145424,0.02864609,0.04395383,0.09337920,0.00000000
-4.93146573,0.13558460,0.02265136,0.03442691,0.00002860,0.00178235,0.02717259,0.04159204,0.08738411,0.00000000
-4.92546273,0.12936283,0.02120083,0.03334856,0.00003642,0.00217227,0.02594303,0.03962689,0.08205781,0.00000000
-4.91945973,0.12468987,0.01994523,0.03274436,0.00004608,0.00263116,0.02500434,0.03813836,0.07754035,0.00000000
-4.91345673,0.12181366,0.01891528,0.03269221,0.00005791,0.00316631,0.02440024,0.03720416,0.07396159,0.00000000
-4.90745373,0.12097088,0.01813857,0.03326880,0.00007227,0.00378489,0.02417076,0.03689934,0.07144019,0.00000000
-4.90145073,0.12238524,0.01763956,0.03454890,0.00008955,0.00449376,0.02435185,0.03729589,0.07008283,0.00000000
-4.89544772,0.12626598,0.01743958,0.03660461,0.00011017,0.00529920,0.02497500,0.03846248,0.06998367,0.00000000
-4.88944472,0.13280619,0.01755699,0.03950445,0.00013457,0.00620661,0.02606699,0.04046407,0.07122395,0.00000000
-4.88344172,0.14218103,0.01800747,0.04331221,0.00016320,0.00722026,0.02764951,0.04336162,0.07387157,0.00000000
-4.87743872,0.15454559,0.01880426,0.04808557,0.00019650,0.00834303,0.02973891,0.04721161,0.07798071,0.00000000
-4.87143572,0.17003248,0.01995862,0.05387457,0.00023491,0.00957618,0.03234591,0.05206550,0.08359128,0.00000000
-4.86543272,0.18874909,0.02148022,0.06071971,0.00027881,0.01091914,0.03547531,0.05796912,0.09072836,0.00000000
-4.85942971,0.21077456,0.02337766,0.06865003,0.00032855,0.01236938,0.03912578,0.06496185,0.09940149,0.00000000
-4.85342671,0.23615668,0.02565902,0.07768096,0.00038438,0.01392235,0.04328966,0.07307588,0.10960391,0.00000000
-4.84742371,0.26490870,0.02833245,0.08781225,0.00044647,0.01557152,0.04795280,0.08233528,0.12131173,0.00000000
-4.84142071,0.29700644,0.03140675,0.09902589,0.00051489,0.01730848,0.05309459,0.09275519,0.13448321,0.00000000
-4.83541771,0.33238578,0.03489206,0.11128431,0.00058954,0.01912317,0.05868802,0.10434099,0.14905816,0.00000000
-4.82941471,0.37094081,0.03880040,0.12452888,0.00067018,0.02100421,0.06469986,0.11708766,0.16495748,0.00000000
-4.82341171,0.41252278,0.04314631,0.13867894,0.00075640,0.02293929,0.07109113,0.13097922,0.18208312,0.00000000
-4.81740870,0.45694021,0.04794731,0.15363140,0.00084761,0.02491571,0.07781751,0.14598843,0.20031835,0.00000000
-4.81140570,0.50396001,0.05322424,0.16926105,0.00094303,0.02692088,0.08483012,0.16207672,0.21952851,0.00000000
-4.80540270,0.55330993,0.05900149,0.18542166,0.00104171,0.02894296,0.09207624,0.17919433,0.23956223,0.00000000
-4.79939970,0.60468219,0.06530689,0.20194800,0.00114249,0.03097136,0.09950032,0.19728073,0.26025317,0.00000000
-4.79339670,0.65773830,0.07217140,0.21865857,0.00124409,0.03299738,0.10704489,0.21626526,0.28142228,0.00000000
-4.78739370,0.71211481,0.07962838,0.23535933,0.00134507,0.03501458,0.11465165,0.23606784,0.30288048,0.00000000
-4.78139070,0.76742981,0.08771252,0.25184797,0.00144389,0.03701921,0.12226247,0.25659992,0.32443176,0.00000000
-4.77538769,0.82329002,0.09645835,0.26791893,0.00153895,0.03901038,0.12982038,0.27776539,0.34587658,0.00000000
-4.76938469,0.87929785,0.10589834,0.28336878,0.00162863,0.04099012,0.13727040,0.29946146,0.36701546,0.00000000
-4.76338169,0.93505848,0.11606060,0.29800186,0.00171130,0.04296322,0.14456029,0.32157942,0.38765264,0.00000000
-4.75737869,0.99018628,0.12696625,0.31163590,0.00178544,0.04493690,0.15164111,0.34400531,0.40759968,0.00000000
-4.75137569,1.04431053,0.13862656,0.32410745,0.00184963,0.04692028,0.15846759,0.36662033,0.42667893,0.00000000
-4.74537269,1.09708012,0.15103994,0.33527680,0.00190260,0.04892371,0.16499831,0.38930104,0.44472668,0.00000000
-4.73936968,1.14816711,0.16418892,0.34503222,0.00194331,0.05095793,0.17119572,0.41191940,0.46159593,0.00000000
-4.73336668,1.19726905,0.17803734,0.35329339,0.00197096,0.05303315,0.17702598,0.43434266,0.47715876,0.00000000
-4.72736368,1.24411019,0.19252789,0.36001372,0.00198499,0.05515811,0.18245872,0.45643319,0.49130811,0.00000000
-4.72136068,1.28844167,0.20758019,0.36518158,0.00198517,0.05733914,0.18746673,0.47804841,0.50395918,0.00000000
-4.71535768,1.33004099,0.22308958,0.36882038,0.00197154,0.05957934,0.19202558,0.49904082,0.51505022,0.00000000
-4.70935468,1.36871087,0.23892688,0.37098749,0.00194443,0.06187784,0.19611338,0.51925840,0.52454285,0.00000000
-4.70335168,1.40427816,0.25493906,0.37177200,0.00190445,0.06422930,0.19971057,0.53854547,0.53242199,0.00000000
-4.69734867,1.43659272,0.27095109,0.37129161,0.00185249,0.06662367,0.20279986,0.55674409,0.53869540,0.00000000
-4.69134567,1.46552697,0.28676896,0.36968862,0.00178963,0.06904615,0.20536641,0.57369607,0.54339286,0.00000000
-4.68534267,1.49097610,0.30218370,0.36712529,0.00171717,0.07147751,0.20739808,0.58924567,0.54656516,0.00000000
-4.67933967,1.51285914,0.31697656,0.36377885,0.00163653,0.07389461,0.20888600,0.60324301,0.54828287,0.00000000
-4.67333667,1.53112108,0.33092492,0.35983621,0.00154923,0.07627126,0.20982525,0.61554795,0.54863496,0.00000000
-4.66733367,1.54573578,0.34380897,0.35548876,0.00145686,0.07857919,0.21021565,0.62603451,0.54772732,0.00000000
-4.66133067,1.55670962,0.35541870,0.35092735,0.00136098,0.08078928,0.21006271,0.63459545,0.54568114,0.00000000
-4.65532766,1.56408559,0.36556096,0.34633760,0.00126313,0.08287280,0.20937847,0.64114697,0.54263126,0.00000000
-4.64932466,1.56794740,0.37406636,0.34189584,0.00116477,0.08480269,0.20818239,0.64563307,0.53872433,0.00000000
-4.64332166,1.56842326,0.38079552,0.33776558,0.00106725,0.08655483,0.20650198,0.64802944,0.53411693,0.00000000
