energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.89794897,1.28844295,0.02902427,0.09814484,0.26204529,0.39649134,0.52398758,0.00000000,0.57154910,0.05181415
-5.89194597,1.24608668,0.02762875,0.09352333,0.25880768,0.39616134,0.49824421,0.00000000,0.54155473,0.04914733
-5.88594297,1.20246510,0.02612004,0.08869095,0.25550694,0.39624106,0.47143349,0.00000000,0.51060687,0.04639201
-5.87993997,1.15861883,0.02452584,0.08374491,0.25229100,0.39691824,0.44406411,0.00000000,0.47928183,0.04359943
-5.87393697,1.11551431,0.02287392,0.07877946,0.24928880,0.39834467,0.41662318,0.00000000,0.44812694,0.04081817
-5.86793397,1.07401925,0.02119135,0.07388361,0.24660637,0.40063173,0.38956418,0.00000000,0.41764782,0.03809301
-5.86193097,1.03488382,0.01950376,0.06913906,0.24432404,0.40384812,0.36329692,0.00000000,0.38829814,0.03546400
-5.85592796,0.99872800,0.01783478,0.06461857,0.24249516,0.40801974,0.33817995,0.00000000,0.36047188,0.03296576
-5.84992496,0.96603505,0.01620551,0.06038477,0.24114608,0.41313171,0.31451524,0.00000000,0.33449848,0.03062702
-5.84392196,0.93715096,0.01463421,0.05648935,0.24027744,0.41913220,0.29254535,0.00000000,0.31064038,0.02847048
-5.83791896,0.91228916,0.01313605,0.05297266,0.23986651,0.42593792,0.27245280,0.00000000,0.28909315,0.02651276
-5.83191596,0.89153970,0.01172303,0.04986370,0.23987057,0.43344061,0.25436138,0.00000000,0.26998755,0.02476462
-5.82591296,0.87488190,0.01040398,0.04718040,0.24023083,0.44151428,0.23833931,0.00000000,0.25339339,0.02323136
-5.81990995,0.86219931,0.00918476,0.04493015,0.24087675,0.45002266,0.22440353,0.00000000,0.23932463,0.02191326
-5.81390695,0.85329592,0.00806840,0.04311054,0.24173054,0.45882632,0.21252508,0.00000000,0.22774537,0.02080618
-5.80790395,0.84791253,0.00705545,0.04171029,0.24271142,0.46778908,0.20263507,0.00000000,0.21857633,0.01990213
-5.80190095,0.84574239,0.00614430,0.04071012,0.24373953,0.47678344,0.19463079,0.00000000,0.21170144,0.01918992
-5.79589795,0.84644539,0.00533152,0.04008384,0.24473924,0.48569467,0.18838196,0.00000000,0.20697423,0.01865575
-5.78989495,0.84966031,0.00461228,0.03979932,0.24564179,0.49442348,0.18373656,0.00000000,0.20422392,0.01828379
-5.78389195,0.85501478,0.00398067,0.03981947,0.24638713,0.50288722,0.18052638,0.00000000,0.20326089,0.01805666
-5.77788894,0.86213309,0.00343006,0.04010324,0.24692500,0.51101982,0.17857196,0.00000000,0.20388167,0.01795593
-5.77188594,0.87064186,0.00295340,0.04060653,0.24721524,0.51877052,0.17768705,0.00000000,0.20587321,0.01796250
-5.76588294,0.88017398,0.00254351,0.04128307,0.24722758,0.52610176,0.17768252,0.00000000,0.20901675,0.01805695
-5.75987994,0.89037141,0.00219327,0.04208530,0.24694078,0.53298659,0.17836979,0.00000000,0.21309114,0.01821984
-5.75387694,0.90088712,0.00189584,0.04296525,0.24634159,0.53940594,0.17956387,0.00000000,0.21787589,0.01843198
-5.74787394,0.91138695,0.00164476,0.04387539,0.24542347,0.54534608,0.18108613,0.00000000,0.22315389,0.01867467
-5.74187094,0.92155179,0.00143405,0.04476945,0.24418530,0.55079666,0.18276675,0.00000000,0.22871414,0.01892993
-5.73586793,0.93108040,0.00125825,0.04560331,0.24263027,0.55574954,0.18444718,0.00000000,0.23435427,0.01918071
-5.72986493,0.93969322,0.00111251,0.04633581,0.24076501,0.56019866,0.18598232,0.00000000,0.23988315,0.01941111
-5.72386193,0.94713726,0.00099249,0.04692960,0.23859899,0.56414088,0.18724272,0.00000000,0.24512336,0.01960661
-5.71785893,0.95319194,0.00089442,0.04735189,0.23614437,0.56757799,0.18811671,0.00000000,0.24991376,0.01975426
-5.71185593,0.95767578,0.00081499,0.04757516,0.23341612,0.57051960,0.18851226,0.00000000,0.25411179,0.01984287
-5.70585293,0.96045352,0.00075138,0.04757778,0.23043248,0.57298674,0.18835880,0.00000000,0.25759567,0.01986325
-5.69984992,0.96144322,0.00070114,0.04734452,0.22721566,0.57501599,0.18760870,0.00000000,0.26026624,0.01980831
-5.69384692,0.96062300,0.00066218,0.04686687,0.22379266,0.57666371,0.18623842,0.00000000,0.26204842,0.01967321
-5.68784392,0.95803675,0.00063270,0.04614324,0.22019611,0.57801013,0.18424924,0.00000000,0.26289214,0.01945545
-5.68184092,0.95379846,0.00061114,0.04517899,0.21646515,0.57916290,0.18166751,0.00000000,0.26277274,0.01915489
-5.67583792,0.94809474,0.00059613,0.04398623,0.21264597,0.58025989,0.17854439,0.00000000,0.26169073,0.01877372
-5.66983492,0.94118530,0.00058649,0.04258347,0.20879231,0.58147090,0.17495501,0.00000000,0.25967091,0.01831636
-5.66383192,0.93340110,0.00058115,0.04099511,0.20496548,0.58299822,0.17099711,0.00000000,0.25676090,0.01778933
-5.65782891,0.92514022,0.00057917,0.03925083,0.20123420,0.58507580,0.16678904,0.00000000,0.25302913,0.01720105
-5.65182591,0.91686159,0.00057968,0.03738475,0.19767399,0.58796714,0.16246746,0.00000000,0.24856237,0.01656155
-5.64582291,0.90907655,0.00058190,0.03543466,0.19436632,0.59196184,0.15818442,0.00000000,0.24346289,0.01588221
-5.63981991,0.90233880,0.00058512,0.03344110,0.19139737,0.59737092,0.15410423,0.00000000,0.23784541,0.01517544
-5.63381691,0.89723287,0.00058870,0.03144652,0.18885667,0.60452123,0.15040001,0.00000000,0.23183394,0.01445432
-5.62781391,0.89436160,0.00059205,0.02949440,0.18683542,0.61374879,0.14725009,0.00000000,0.22555864,0.01373228
-5.62181091,0.89433301,0.00059466,0.02762855,0.18542475,0.62539169,0.14483431,0.00000000,0.21915281,0.01302277
-5.61580790,0.89774690,0.00059608,0.02589236,0.18471382,0.63978236,0.14333036,0.00000000,0.21275017,0.01233891
-5.60980490,0.90518158,0.00059594,0.02432832,0.18478799,0.65723969,0.14291015,0.00000000,0.20648229,0.01169327
-5.60380190,0.91718091,0.00059393,0.02297758,0.18572687,0.67806107,0.14373636,0.00000000,0.20047656,0.01109759
-5.59779890,0.93424210,0.00058984,0.02187963,0.18760245,0.70251443,0.14595918,0.00000000,0.19485438,0.01056256
-5.59179590,0.95680428,0.00058352,0.02107216,0.19047730,0.73083057,0.14971338,0.00000000,0.18972977,0.01009768
-5.58579290,0.98523808,0.00057490,0.02059100,0.19440281,0.76319577,0.15511556,0.00000000,0.18520839,0.00971115
-5.57978989,1.01983635,0.00056398,0.02047014,0.19941751,0.79974486,0.16226196,0.00000000,0.18138685,0.00940974
-5.57378689,1.06080611,0.00055086,0.02074185,0.20554557,0.84055476,0.17122655,0.00000000,0.17835235,0.00919880
-5.56778389,1.10826193,0.00053568,0.02143679,0.21279536,0.88563869,0.18205968,0.00000000,0.17618258,0.00908225
-5.56178089,1.16222069,0.00051866,0.02258417,0.22115823,0.93494107,0.19478723,0.00000000,0.17494587,0.00906257
-5.55577789,1.22259798,0.00050006,0.02421187,0.23060750,0.98833332,0.20941035,0.00000000,0.17470163,0.00914086
-5.54977489,1.28920630,0.00048021,0.02634653,0.24109769,1.04561070,0.22590583,0.00000000,0.17550080,0.00931693
-5.54377189,1.36175505,0.00045946,0.02901350,0.25256414,1.10649033,0.24422707,0.00000000,0.17738661,0.00958938
-5.53776888,1.43985264,0.00043821,0.03223681,0.26492293,1.17061065,0.26430571,0.00000000,0.18039540,0.00995567
-5.53176588,1.52301068,0.00041689,0.03603886,0.27807134,1.23753250,0.28605387,0.00000000,0.18455746,0.01041227
-5.52576288,1.61065047,0.00039594,0.04044012,0.29188871,1.30674205,0.30936693,0.00000000,0.18989794,0.01095477
-5.51975988,1.70211167,0.00037584,0.04545863,0.30623791,1.37765576,0.33412677,0.00000000,0.19643776,0.01157798
-5.51375688,1.79666328,0.00035708,0.05110930,0.32096731,1.44962747,0.36020534,0.00000000,0.20419430,0.01227611
-5.50775388,1.89351658,0.00034017,0.05740314,0.33591330,1.52195782,0.38746843,0.00000000,0.21318197,0.01304283
-5.50175088,1.99183994,0.00032566,0.06434631,0.35090332,1.59390581,0.41577934,0.00000000,0.22341251,0.01387146
-5.49574787,2.09077515,0.00031414,0.07193908,0.36575932,1.66470262,0.44500246,0.00000000,0.23489492,0.01475506
-5.48974487,2.18945463,0.00030621,0.08017460,0.38030159,1.73356724,0.47500638,0.00000000,0.24763494,0.01568653
-5.48374187,2.28701932,0.00030256,0.08903774,0.39435272,1.79972375,0.50566635,0.00000000,0.26163406,0.01665877
-5.47773887,2.38263628,0.00030391,0.09850382,0.40774179,1.86241963,0.53686606,0.00000000,0.27688804,0.01766469
-5.47173587,2.47551565,0.00031106,0.10853736,0.42030834,1.92094463,0.56849847,0.00000000,0.29338493,0.01869734
-5.46573287,2.56492614,0.00032488,0.11909101,0.43190620,1.97464942,0.60046573,0.00000000,0.31110267,0.01974994
-5.45972986,2.65020862,0.00034634,0.13010458,0.44240688,2.02296335,0.63267803,0.00000000,0.33000630,0.02081593
-5.45372686,2.73078700,0.00037648,0.14150435,0.45170248,2.06541047,0.66505167,0.00000000,0.35004509,0.02188895
-5.44772386,2.80617627,0.00041642,0.15320267,0.45970791,2.10162306,0.69750619,0.00000000,0.37114955,0.02296287
-5.44172086,2.87598716,0.00046737,0.16509803,0.46636244,2.13135195,0.72996107,0.00000000,0.39322879,0.02403178
-5.43571786,2.93992732,0.00053059,0.17707556,0.47163042,2.15447308,0.76233186,0.00000000,0.41616827,0.02508993
-5.42971486,2.99779909,0.00060738,0.18900807,0.47550124,2.17098961,0.79452643,0.00000000,0.43982828,0.02613173
-5.42371186,3.04949397,0.00069908,0.20075769,0.47798862,2.18102960,0.82644124,0.00000000,0.46404340,0.02715170
-5.41770885,3.09498419,0.00080697,0.21217809,0.47912907,2.18483890,0.85795826,0.00000000,0.48862302,0.02814445
-5.41170585,3.13431175,0.00093229,0.22311728,0.47897994,2.18276960,0.88894252,0.00000000,0.51335317,0.02910468
-5.40570285,3.16757563,0.00107618,0.23342096,0.47761693,2.17526436,0.91924076,0.00000000,0.53799967,0.03002717
-5.39969985,3.19491787,0.00123959,0.24293632,0.47513129,2.16283717,0.94868111,0.00000000,0.56231256,0.03090679
-5.39369685,3.21650911,0.00142326,0.25151617,0.47162694,2.14605156,0.97707410,0.00000000,0.58603177,0.03173857
-5.38769385,3.23253448,0.00162766,0.25902329,0.46721743,2.12549697,1.00421491,0.00000000,0.60889377,0.03251773
-5.38169085,3.24318044,0.00185288,0.26533479,0.46202314,2.10176463,1.02988672,0.00000000,0.63063900,0.03323978
-5.37568784,3.24862325,0.00209867,0.27034627,0.45616853,2.07542396,1.05386527,0.00000000,0.65101963,0.03390061
-5.36968484,3.24901957,0.00236428,0.27397572,0.44977982,2.04700069,1.07592405,0.00000000,0.66980737,0.03449656
-5.36368184,3.24449964,0.00264851,0.27616668,0.44298280,2.01695772,1.09584028,0.00000000,0.68680092,0.03502457
-5.35767884,3.23516329,0.00294965,0.27689086,0.43590111,1.98567976,1.11340106,0.00000000,0.70183253,0.03548221
-5.35167584,3.22107887,0.00326545,0.27614968,0.42865472,1.95346241,1.12840963,0.00000000,0.71477348,0.03586783
-5.34567284,3.20228513,0.00359315,0.27397488,0.42135871,1.92050619,1.14069124,0.00000000,0.72553798,0.03618055
-5.33966983,3.17879574,0.00392951,0.27042803,0.41412228,1.88691587,1.15009863,0.00000000,0.73408543,0.03642032
-5.33366683,3.15060632,0.00427083,0.26559893,0.40704788,1.85270492,1.15651662,0.00000000,0.74042072,0.03658794
-5.32766383,3.11770338,0.00461302,0.25960289,0.40023040,1.81780496,1.15986583,0.00000000,0.74459269,0.03668499
-5.32166083,3.08007464,0.00495170,0.25257712,0.39375650,1.78207937,1.16010534,0.00000000,0.74669074,0.03671377
-5.31565783,3.03772032,0.00528225,0.24467622,0.38770378,1.74534049,1.15723414,0.00000000,0.74683970,0.03667723
-5.30965483,2.99066450,0.00559998,0.23606707,0.38214008,1.70736935,1.15129156,0.00000000,0.74519349,0.03657883
-5.30365183,2.93896605,0.00590019,0.22692331,0.37712261,1.66793662,1.14235646,0.00000000,0.74192756,0.03642238
-5.29764882,2.88272852,0.00617832,0.21741961,0.37269716,1.62682398,1.13054540,0.00000000,0.73723078,0.03621191
-5.29164582,2.82210833,0.00643007,0.20772616,0.36889729,1.58384428,1.11600996,0.00000000,0.73129718,0.03595151
-5.28564282,2.75732082,0.00665151,0.19800335,0.36574356,1.53885980,1.09893309,0.00000000,0.72431775,0.03564515
-5.27963982,2.68864376,0.00683918,0.18839714,0.36324296,1.49179731,1.07952488,0.00000000,0.71647309,0.03529658
-5.27363682,2.61641803,0.00699022,0.17903519,0.36138840,1.44265944,1.05801776,0.00000000,0.70792688,0.03490916
-5.26763382,2.54104550,0.00710237,0.17002383,0.36015858,1.39153151,1.03466136,0.00000000,0.69882076,0.03448583
-5.26163082,2.46298384,0.00717411,0.16144619,0.35951799,1.33858387,1.00971709,0.00000000,0.68927063,0.03402900
-5.25562781,2.38273886,0.00720463,0.15336126,0.35941735,1.28406938,0.98345268,0.00000000,0.67936470,0.03354057
-5.24962481,2.30085429,0.00719387,0.14580410,0.35979432,1.22831661,0.95613679,0.00000000,0.66916311,0.03302190
-5.24362181,2.21789982,0.00714253,0.13878703,0.36057455,1.17171895,0.92803383,0.00000000,0.65869917,0.03247392
-5.23761881,2.13445767,0.00705199,0.13230165,0.36167308,1.11472055,0.89939906,0.00000000,0.64798213,0.03189715
-5.23161581,2.05110855,0.00692430,0.12632171,0.36299597,1.05779974,0.87047427,0.00000000,0.63700114,0.03129186
-5.22561281,1.96841758,0.00676214,0.12080640,0.36444225,1.00145106,0.84148396,0.00000000,0.62573026,0.03065821
-5.21960980,1.88692084,0.00656867,0.11570410,0.36590602,0.94616681,0.81263220,0.00000000,0.61413408,0.02999634
-5.21360680,1.80711331,0.00634754,0.11095625,0.36727867,0.89241906,0.78410032,0.00000000,0.60217388,0.02930660
-5.20760380,1.72943864,0.00610278,0.10650125,0.36845124,0.84064318,0.75604539,0.00000000,0.58981366,0.02858965
-5.20160080,1.65428134,0.00583867,0.10227805,0.36931676,0.79122353,0.72859963,0.00000000,0.57702609,0.02784664
-5.19559780,1.58196171,0.00555974,0.09822948,0.36977259,0.74448206,0.70187069,0.00000000,0.56379788,0.02707935
-5.18959480,1.51273371,0.00527066,0.09430502,0.36972273,0.70067018,0.67594282,0.00000000,0.55013449,0.02629027
-5.18359180,1.44678581,0.00497618,0.09046306,0.36907999,0.65996423,0.65087889,0.00000000,0.53606388,0.02548270
-5.17758879,1.38424467,0.00468107,0.08667250,0.36776812,0.62246452,0.62672322,0.00000000,0.52163928,0.02466085
-5.17158579,1.32518145,0.00439009,0.08291369,0.36572367,0.58819778,0.60350492,0.00000000,0.50694086,0.02382982
-5.16558279,1.26962022,0.00410795,0.07917880,0.36289786,0.55712276,0.58124184,0.00000000,0.49207623,0.02299561
-5.15957979,1.21754809,0.00383930,0.07547155,0.35925809,0.52913831,0.55994475,0.00000000,0.47717987,0.02216509
-5.15357679,1.16892615,0.00358869,0.07180648,0.35478928,0.50409353,0.53962163,0.00000000,0.46241143,0.02134593
-5.14757379,1.12370087,0.00336055,0.06820771,0.34949500,0.48179917,0.52028181,0.00000000,0.44795305,0.02054652
-5.14157079,1.08181490,0.00315920,0.06470745,0.34339818,0.46203964,0.50193974,0.00000000,0.43400573,0.01977581
-5.13556778,1.04321686,0.00298883,0.06134419,0.33654147,0.44458489,0.48461819,0.00000000,0.42078484,0.01904317
-5.12956478,1.00786932,0.00285347,0.05816079,0.32898717,0.42920157,0.46835065,0.00000000,0.40851493,0.01835821
-5.12356178,0.97575448,0.00275698,0.05520248,0.32081668,0.41566279,0.45318266,0.00000000,0.39742390,0.01773057
-5.11755878,0.94687716,0.00270300,0.05251486,0.31212935,0.40375628,0.43917217,0.00000000,0.38773664,0.01716972
-5.11155578,0.92126482,0.00269494,0.05014206,0.30304075,0.39329032,0.42638855,0.00000000,0.37966831,0.01668465
-5.10555278,0.89896467,0.00273586,0.04812490,0.29368035,0.38409759,0.41491049,0.00000000,0.37341741,0.01628372
-5.09954977,0.88003778,0.00282847,0.04649937,0.28418862,0.37603669,0.40482271,0.00000000,0.36915875,0.01597427
-5.09354677,0.86455077,0.00297498,0.04529524,0.27471348,0.36899166,0.39621157,0.00000000,0.36703655,0.01576246
-5.08754377,0.85256538,0.00317705,0.04453492,0.26540638,0.36286958,0.38915994,0.00000000,0.36715790,0.01565296
-5.08154077,0.84412675,0.00343566,0.04423254,0.25641796,0.35759678,0.38374144,0.00000000,0.36958675,0.01564870
-5.07553777,0.83925100,0.00375099,0.04439335,0.24789347,0.35311395,0.38001445,0.00000000,0.37433875,0.01575068
-5.06953477,0.83791324,0.00412232,0.04501334,0.23996819,0.34937083,0.37801619,0.00000000,0.38137715,0.01595774
-5.06353177,0.84003663,0.00454796,0.04607912,0.23276299,0.34632076,0.37775733,0.00000000,0.39061013,0.01626646
-5.05752876,0.84548365,0.00502506,0.04756814,0.22638025,0.34391585,0.37921750,0.00000000,0.40188957,0.01667110
-5.05152576,0.85405018,0.00554965,0.04944911,0.22090038,0.34210291,0.38234195,0.00000000,0.41501179,0.01716353
-5.04552276,0.86546317,0.00611651,0.05168276,0.21637911,0.34082079,0.38703989,0.00000000,0.42972014,0.01773335
-5.03951976,0.87938237,0.00671921,0.05422289,0.21284571,0.33999918,0.39318448,0.00000000,0.44570969,0.01836803
-5.03351676,0.89540646,0.00735011,0.05701759,0.21030233,0.33955915,0.40061495,0.00000000,0.46263397,0.01905314
-5.02751376,0.91308354,0.00800047,0.06001087,0.20872451,0.33941542,0.40914055,0.00000000,0.48011367,0.01977272
-5.02151076,0.93192581,0.00866053,0.06314436,0.20806287,0.33948021,0.41854661,0.00000000,0.49774712,0.02050964
-5.01550775,0.95142789,0.00931974,0.06635935,0.20824601,0.33966855,0.42860226,0.00000000,0.51512220,0.02124608
-5.00950475,0.97108818,0.00996693,0.06959881,0.20918443,0.33990472,0.43906969,0.00000000,0.53182939,0.02196414
-5.00350175,0.99043213,0.01059059,0.07280964,0.21077541,0.34012933,0.44971444,0.00000000,0.54747533,0.02264631
-4.99749875,1.00903646,0.01117920,0.07594479,0.21290855,0.34030677,0.46031631,0.00000000,0.56169648,0.02327614
-4.99149575,1.02655295,0.01172149,0.07896542,0.21547176,0.34043232,0.47068028,0.00000000,0.57417222,0.02383880
-4.98549275,1.04273063,0.01220682,0.08184273,0.21835739,0.34053863,0.48064688,0.00000000,0.58463677,0.02432162
-4.97948974,1.05743497,0.01262548,0.08455965,0.22146815,0.34070099,0.49010140,0.00000000,0.59288943,0.02471460
-4.97348674,1.07066295,0.01296903,0.08711209,0.22472252,0.34104096,0.49898138,0.00000000,0.59880260,0.02501080
-4.96748374,1.08255288,0.01323054,0.08950973,0.22805938,0.34172813,0.50728188,0.00000000,0.60232709,0.02520664
-4.96148074,1.09338826,0.01340489,0.09177631,0.23144152,0.34297958,0.51505808,0.00000000,0.60349445,0.02530210
-4.95547774,1.10359488,0.01348889,0.09394925,0.23485786,0.34505697,0.52242502,0.00000000,0.60241611,0.02530075
-4.94947474,1.11373111,0.01348141,0.09607876,0.23832421,0.34826126,0.52955418,0.00000000,0.59927934,0.02520962
-4.94347174,1.12447128,0.01338347,0.09822615,0.24188244,0.35292492,0.53666705,0.00000000,0.59434001,0.02503902
-4.93746873,1.13658256,0.01319815,0.10046170,0.24559812,0.35940209,0.54402582,0.00000000,0.58791259,0.02480210
-4.93146573,1.15089599,0.01293048,0.10286179,0.24955667,0.36805665,0.55192141,0.00000000,0.58035765,0.02451435
-4.92546273,1.16827285,0.01258734,0.10550566,0.25385821,0.37924882,0.56065956,0.00000000,0.57206740,0.02419305
-4.91945973,1.18956734,0.01217712,0.10847175,0.25861129,0.39332061,0.57054530,0.00000000,0.56345001,0.02385650
-4.91345673,1.21558733,0.01170953,0.11183385,0.26392584,0.41058068,0.58186672,0.00000000,0.55491321,0.02352332
-4.90745373,1.24705465,0.01119519,0.11565711,0.26990573,0.43128914,0.59487878,0.00000000,0.54684801,0.02321168
-4.90145073,1.28456670,0.01064534,0.11999425,0.27664122,0.45564297,0.60978776,0.00000000,0.53961321,0.02293856
-4.89544772,1.32856110,0.01007143,0.12488197,0.28420178,0.48376261,0.62673743,0.00000000,0.53352138,0.02271901
-4.88944472,1.37928493,0.00948483,0.13033789,0.29262963,0.51568025,0.64579742,0.00000000,0.52882682,0.02256554
-4.88344172,1.43677023,0.00889642,0.13635810,0.30193436,0.55133052,0.66695450,0.00000000,0.52571613,0.02248761
-4.87743872,1.50081682,0.00831637,0.14291548,0.31208889,0.59054390,0.69010726,0.00000000,0.52430168,0.02249115
-4.87143572,1.57098359,0.00775384,0.14995898,0.32302711,0.63304346,0.71506452,0.00000000,0.52461819,0.02257839
-4.86543272,1.64658878,0.00721676,0.15741376,0.33464326,0.67844495,0.74154758,0.00000000,0.52662254,0.02274766
-4.85942971,1.72671953,0.00671172,0.16518248,0.34679314,0.72626070,0.76919630,0.00000000,0.53019681,0.02299349
-4.85342671,1.81025050,0.00624388,0.17314744,0.35929714,0.77590714,0.79757872,0.00000000,0.53515416,0.02330681
-4.84742371,1.89587115,0.00581688,0.18117378,0.37194501,0.82671595,0.82620392,0.00000000,0.54124739,0.02367525
-4.84142071,1.98212051,0.00543292,0.18911339,0.38450204,0.87794851,0.85453737,0.00000000,0.54817970,0.02408366
-4.83541771,2.06742828,0.00509281,0.19680954,0.39671650,0.92881327,0.88201823,0.00000000,0.55561707,0.02451469
-4.82941471,2.15016063,0.00479604,0.20410197,0.40832795,0.97848541,0.90807776,0.00000000,0.56320164,0.02494941
-4.82341171,2.22866883,0.00454098,0.21083220,0.41907599,1.02612818,0.93215791,0.00000000,0.57056565,0.02536805
-4.81740870,2.30133886,0.00432501,0.21684890,0.42870910,1.07091519,0.95372942,0.00000000,0.57734517,0.02575077
-4.81140570,2.36663987,0.00414471,0.22201299,0.43699313,1.11205272,0.97230853,0.00000000,0.58319304,0.02607832
-4.80540270,2.42316967,0.00399605,0.22620232,0.44371913,1.14880127,0.98747161,0.00000000,0.58779069,0.02633278
-4.79939970,2.46969543,0.00387459,0.22931565,0.44871003,1.18049554,0.99886724,0.00000000,0.59085821,0.02649815
-4.79339670,2.50518798,0.00377565,0.23127587,0.45182605,1.20656214,1.00622511,0.00000000,0.59216242,0.02656088
-4.78739370,2.52884872,0.00369450,0.23203214,0.45296862,1.22653419,1.00936178,0.00000000,0.59152277,0.02651032
-4.78139070,2.54012797,0.00362649,0.23156118,0.45208251,1.24006256,1.00818298,0.00000000,0.58881491,0.02633899
-4.77538769,2.53873469,0.00356721,0.22986729,0.44915642,1.24692317,1.00268267,0.00000000,0.58397197,0.02604274
-4.76938469,2.52463729,0.00351257,0.22698152,0.44422190,1.24702026,0.99293918,0.00000000,0.57698374,0.02562083
-4.76338169,2.49805606,0.00345894,0.22295977,0.43735071,1.24038568,0.97910867,0.00000000,0.56789386,0.02507581
-4.75737869,2.45944794,0.00340314,0.21788020,0.42865103,1.22717426,0.96141663,0.00000000,0.55679542,0.02441338
-4.75137569,2.40948475,0.00334255,0.21183984,0.41826250,1.20765576,0.94014779,0.00000000,0.54382529,0.02364202
-4.74537269,2.34902609,0.00327510,0.20495089,0.40635066,1.18220367,0.91563514,0.00000000,0.52915760,0.02277269
-4.73936968,2.27908849,0.00319927,0.19733660,0.39310083,1.15128165,0.88824867,0.00000000,0.51299670,0.02181839
-4.73336668,2.20081214,0.00311407,0.18912723,0.37871197,1.11542819,0.85838430,0.00000000,0.49557003,0.02079367
-4.72736368,2.11542689,0.00301904,0.18045605,0.36339064,1.07524006,0.82645344,0.00000000,0.47712121,0.01971418
-4.72136068,2.02421872,0.00291415,0.17145562,0.34734540,1.03135547,0.79287368,0.00000000,0.45790364,0.01859620
-4.71535768,1.92849794,0.00279981,0.16225452,0.33078179,0.98443731,0.75806068,0.00000000,0.43817483,0.01745615
-4.70935468,1.82957007,0.00267678,0.15297463,0.31389804,0.93515725,0.72242149,0.00000000,0.41819152,0.01631026
-4.70335168,1.72871021,0.00254609,0.14372894,0.29688170,0.88418105,0.68634933,0.00000000,0.39820574,0.01517414
-4.69734867,1.62714113,0.00240902,0.13461994,0.27990705,0.83215548,0.65021964,0.00000000,0.37846179,0.01406250
-4.69134567,1.52601550,0.00226699,0.12573869,0.26313330,0.77969711,0.61438739,0.00000000,0.35919388,0.01298892
-4.68534267,1.42640208,0.00212156,0.11716428,0.24670371,0.72738307,0.57918521,0.00000000,0.34062459,0.01196563
-4.67933967,1.32927558,0.00197430,0.10896392,0.23074515,0.67574387,0.54492234,0.00000000,0.32296368,0.01100342
-4.67333667,1.23550992,0.00182677,0.10119321,0.21536835,0.62525817,0.51188384,0.00000000,0.30640726,0.01011152
-4.66733367,1.14587429,0.00168051,0.09389685,0.20066838,0.57634938,0.48033006,0.00000000,0.29113706,0.00929760
-4.66133067,1.06103148,0.00153693,0.08710939,0.18672546,0.52938391,0.45049594,0.00000000,0.27731959,0.00856774
-4.65532766,0.98153793,0.00139733,0.08085614,0.17360579,0.48467083,0.42259014,0.00000000,0.26510512,0.00792648
-4.64932466,0.90784500,0.00126286,0.07515403,0.16136240,0.44246276,0.39679379,0.00000000,0.25462632,0.00737682
-4.64332166,0.84030110,0.00113450,0.07001240,0.15003592,0.40295770,0.37325882,0.00000000,0.24599660,0.00692030
