energy_ev,total_up,Cd_p_up,Cd_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,1.28920987,0.27041671,0.20983747,0.07252862,0.00000000,0.01858891,0.04455101,0.01243703,0.52080764
-5.99399700,1.41376692,0.29792801,0.23204309,0.08054488,0.00000000,0.01964707,0.04953324,0.01376424,0.56903180
-5.98799400,1.54287518,0.32648253,0.25499770,0.08882970,0.00000000,0.02075867,0.05468595,0.01514565,0.61907671
-5.98199100,1.67506796,0.35575849,0.27843920,0.09729060,0.00000000,0.02191073,0.05995064,0.01656620,0.67037481
-5.97598799,1.80864945,0.38538278,0.30206829,0.10582212,0.00000000,0.02308716,0.06526050,0.01800829,0.72226622
-5.96998499,1.94172495,0.41493753,0.32555379,0.11430770,0.00000000,0.02426913,0.07054158,0.01945209,0.77401060
-5.96398199,2.07224118,0.44396887,0.34853957,0.12262197,0.00000000,0.02543552,0.07571430,0.02087592,0.82480305
-5.95797899,2.19803582,0.47199775,0.37065296,0.13063373,0.00000000,0.02656355,0.08069536,0.02225676,0.87379364
-5.95197599,2.31689462,0.49853258,0.39151439,0.13820915,0.00000000,0.02762939,0.08539982,0.02357083,0.92011010
-5.94597299,2.42661412,0.52308309,0.41074798,0.14521552,0.00000000,0.02860901,0.08974349,0.02479427,0.96288272
-5.93996998,2.52506765,0.54517504,0.42799256,0.15152495,0.00000000,0.02947893,0.09364543,0.02590382,1.00127058
-5.93396698,2.61027177,0.56436511,0.44291284,0.15701832,0.00000000,0.03021702,0.09703037,0.02687755,1.03448800
-5.92796398,2.68045053,0.58025526,0.45521002,0.16158893,0.00000000,0.03080332,0.09983119,0.02769558,1.06183015
-5.92196098,2.73409443,0.59250612,0.46463169,0.16514600,0.00000000,0.03122071,0.10199108,0.02834072,1.08269654
-5.91595798,2.77001171,0.60084853,0.47098025,0.16761764,0.00000000,0.03145555,0.10346546,0.02879907,1.09661154
-5.90995498,2.78736935,0.60509293,0.47411967,0.16895330,0.00000000,0.03149816,0.10422354,0.02906049,1.10324077
-5.90395198,2.78572200,0.60513600,0.47398017,0.16912546,0.00000000,0.03134317,0.10424937,0.02911896,1.10240275
-5.89794897,2.76502749,0.60096432,0.47056067,0.16813066,0.00000000,0.03098970,0.10354239,0.02897279,1.09407519
-5.89194597,2.72564813,0.59265482,0.46392883,0.16598962,0.00000000,0.03044138,0.10211747,0.02862471,1.07839573
-5.88594297,2.66833796,0.58037204,0.45421869,0.16274655,0.00000000,0.02970620,0.10000440,0.02808171,1.05565699
-5.87993997,2.59421642,0.56436239,0.44162611,0.15846776,0.00000000,0.02879619,0.09724683,0.02735484,1.02629635
-5.87393697,2.50472996,0.54494555,0.42640209,0.15323945,0.00000000,0.02772700,0.09390081,0.02645882,0.99088085
-5.86793397,2.40160330,0.52250366,0.40884444,0.14716501,0.00000000,0.02651733,0.09003290,0.02541153,0.95008806
-5.86193097,2.28678289,0.49746860,0.38928807,0.14036173,0.00000000,0.02518827,0.08571797,0.02423339,0.90468377
-5.85592796,2.16237494,0.47030817,0.36809449,0.13295732,0.00000000,0.02376263,0.08103685,0.02294674,0.85549761
-5.84992496,2.03058114,0.44151158,0.34564081,0.12508621,0.00000000,0.02226417,0.07607381,0.02157511,0.80339765
-5.84392196,1.89363456,0.41157515,0.32230887,0.11688592,0.00000000,0.02071688,0.07091413,0.02014250,0.74926515
-5.83791896,1.75373867,0.38098857,0.29847489,0.10849357,0.00000000,0.01914435,0.06564174,0.01867276,0.69397050
-5.83191596,1.61301162,0.35022248,0.27450003,0.10004279,0.00000000,0.01756906,0.06033709,0.01718891,0.63835122
-5.82591296,1.47343792,0.31971758,0.25072216,0.09166105,0.00000000,0.01601192,0.05507526,0.01571261,0.58319292
-5.81990995,1.33682892,0.28987594,0.22744920,0.08346758,0.00000000,0.01449178,0.04992447,0.01426374,0.52921378
-5.81390695,1.20479315,0.26105435,0.20495407,0.07557189,0.00000000,0.01302510,0.04494494,0.01285999,0.47705285
-5.80790395,1.07871694,0.23356011,0.18347143,0.06807305,0.00000000,0.01162574,0.04018807,0.01151670,0.42726253
-5.80190095,0.95975526,0.20764912,0.16319607,0.06105951,0.00000000,0.01030489,0.03569615,0.01024666,0.38030508
-5.79589795,0.84883229,0.18352614,0.14428301,0.05460972,0.00000000,0.00907097,0.03150230,0.00906019,0.33655296
-5.78989495,0.74665081,0.16134703,0.12684904,0.04879329,0.00000000,0.00792981,0.02763081,0.00796516,0.29629278
-5.78389195,0.65370906,0.14122269,0.11097552,0.04367263,0.00000000,0.00688479,0.02409776,0.00696718,0.25973210
-5.77788894,0.57032383,0.12322435,0.09671220,0.03930513,0.00000000,0.00593705,0.02091185,0.00606989,0.22700883
-5.77188594,0.49665791,0.10738979,0.08408183,0.03574554,0.00000000,0.00508582,0.01807539,0.00527521,0.19820235
-5.76588294,0.43275044,0.09373025,0.07308511,0.03304863,0.00000000,0.00432870,0.01558541,0.00458372,0.17334568
-5.75987994,0.37854856,0.08223748,0.06370599,0.03127189,0.00000000,0.00366203,0.01343485,0.00399500,0.15243833
-5.75387694,0.33393862,0.07289073,0.05591677,0.03047810,0.00000000,0.00308120,0.01161365,0.00350801,0.13545879
-5.74787394,0.29877586,0.06566324,0.04968302,0.03073781,0.00000000,0.00258100,0.01010985,0.00312145,0.12237654
-5.74187094,0.27291120,0.06052806,0.04496790,0.03213136,0.00000000,0.00215597,0.00891062,0.00283406,0.11316271
-5.73586793,0.25621420,0.05746295,0.04173594,0.03475054,0.00000000,0.00180065,0.00800305,0.00264495,0.10779925
-5.72986493,0.24859148,0.05645415,0.03995599,0.03869969,0.00000000,0.00150990,0.00737491,0.00255384,0.10628622
-5.72386193,0.25000015,0.05749890,0.03960340,0.04409605,0.00000000,0.00127914,0.00701514,0.00256125,0.10864689
-5.71785893,0.26045582,0.06060674,0.04066127,0.05106952,0.00000000,0.00110459,0.00691423,0.00266870,0.11493069
-5.71185593,0.28003533,0.06579952,0.04312091,0.05976159,0.00000000,0.00098342,0.00706436,0.00287875,0.12521385
-5.70585293,0.30887425,0.07311011,0.04698139,0.07032348,0.00000000,0.00091401,0.00745944,0.00319507,0.13959784
-5.69984992,0.34715960,0.08258000,0.05224849,0.08291355,0.00000000,0.00089606,0.00809495,0.00362243,0.15820573
-5.69384692,0.39511826,0.09425592,0.05893292,0.09769396,0.00000000,0.00093071,0.00896761,0.00416660,0.18117678
-5.68784392,0.45300193,0.10818557,0.06704811,0.11482677,0.00000000,0.00102073,0.01007499,0.00483428,0.20865948
-5.68184092,0.52106942,0.12441279,0.07660766,0.13446944,0.00000000,0.00117055,0.01141503,0.00563293,0.24080336
-5.67583792,0.59956731,0.14297234,0.08762265,0.15677011,0.00000000,0.00138639,0.01298541,0.00657055,0.27775020
-5.66983492,0.68871002,0.16388467,0.10009904,0.18186269,0.00000000,0.00167626,0.01478299,0.00765548,0.31962492
-5.66383192,0.78866046,0.18715078,0.11403523,0.20986202,0.00000000,0.00205004,0.01680320,0.00889617,0.36652664
-5.65782891,0.89951232,0.21274772,0.12942012,0.24085940,0.00000000,0.00251942,0.01903945,0.01030089,0.41852061
-5.65182591,1.02127504,0.24062474,0.14623170,0.27491863,0.00000000,0.00309783,0.02148263,0.01187749,0.47563115
-5.64582291,1.15386243,0.27070053,0.16443637,0.31207284,0.00000000,0.00380034,0.02412068,0.01363312,0.53783633
-5.63981991,1.29708557,0.30286167,0.18398904,0.35232231,0.00000000,0.00464342,0.02693833,0.01557404,0.60506450
-5.63381691,1.45065051,0.33696243,0.20483411,0.39563334,0.00000000,0.00564470,0.02991686,0.01770534,0.67719295
-5.62781391,1.61416097,0.37282607,0.22690725,0.44193836,0.00000000,0.00682260,0.03303419,0.02003077,0.75404892
-5.62181091,1.78712584,0.41024747,0.25013788,0.49113719,0.00000000,0.00819588,0.03626494,0.02255261,0.83541263
-5.61580790,1.96897098,0.44899722,0.27445230,0.54309947,0.00000000,0.00978305,0.03958080,0.02527148,0.92102242
-5.60980490,2.15905444,0.48882679,0.29977713,0.59766795,0.00000000,0.01160182,0.04295098,0.02818629,1.01058142
-5.60380190,2.35668396,0.52947454,0.32604290,0.65466257,0.00000000,0.01366829,0.04634283,0.03129418,1.10376530
-5.59779890,2.56113539,0.57067241,0.35318743,0.71388482,0.00000000,0.01599623,0.04972254,0.03459045,1.20023050
-5.59179590,2.77167021,0.61215263,0.38115867,0.77512217,0.00000000,0.01859624,0.05305591,0.03806855,1.29962216
-5.58579290,2.98755082,0.65365420,0.40991674,0.83815205,0.00000000,0.02147487,0.05630928,0.04172011,1.40158116
-5.57978989,3.20805174,0.69492876,0.43943476,0.90274505,0.00000000,0.02463383,0.05945028,0.04553487,1.50574937
-5.57378689,3.43246561,0.73574531,0.46969840,0.96866691,0.00000000,0.02806921,0.06244868,0.04950069,1.61177261
-5.56778389,3.66010270,0.77589354,0.50070379,1.03567911,0.00000000,0.03177078,0.06527713,0.05360351,1.71930091
-5.56178089,3.89028367,0.81518563,0.53245393,1.10353778,0.00000000,0.03572149,0.06791177,0.05782729,1.82798570
-5.55577789,4.12232534,0.85345624,0.56495351,1.17199091,0.00000000,0.03989710,0.07033269,0.06215393,1.93747392
-5.54977489,4.35552031,0.89056077,0.59820237,1.24077410,0.00000000,0.04426608,0.07252428,0.06656316,2.04739947
-5.54377189,4.58911157,0.92637212,0.63218803,1.30960495,0.00000000,0.04878974,0.07447539,0.07103244,2.15737241
-5.53776888,4.82226407,0.96077613,0.66687755,1.37817664,0.00000000,0.05342268,0.07617926,0.07553686,2.26696682
-5.53176588,5.05403571,0.99366616,0.70220937,1.44615140,0.00000000,0.05811354,0.07763343,0.08004908,2.37570840
-5.52576288,5.28335043,1.02493732,0.73808574,1.51315441,0.00000000,0.06280599,0.07883936,0.08453929,2.48306301
-5.51975988,5.50897652,1.05448087,0.77436630,1.57876904,0.00000000,0.06744015,0.07980209,0.08897527,2.58842754
-5.51375688,5.72951309,1.08217944,0.81086350,1.64253426,0.00000000,0.07195409,0.08052973,0.09332259,2.69112445
-5.50775388,5.94338743,1.10790364,0.84734044,1.70394487,0.00000000,0.07628575,0.08103303,0.09754487,2.79040119
-5.50175088,6.14886554,1.13151041,0.88351147,1.76245529,0.00000000,0.08037481,0.08132489,0.10160428,2.88543542
-5.49574787,6.34407715,1.15284372,0.91904597,1.81748729,0.00000000,0.08416482,0.08141997,0.10546211,2.97534692
-5.48974487,6.52705610,1.17173756,0.95357533,1.86844194,0.00000000,0.08760518,0.08133438,0.10907961,3.05921617
-5.48374187,6.69579531,1.18802155,0.98670313,1.91471558,0.00000000,0.09065317,0.08108554,0.11241891,3.13610967
-5.47773887,6.84831494,1.20152872,1.01801808,1.95571953,0.00000000,0.09327568,0.08069205,0.11544409,3.20511106
-5.47173587,6.98274094,1.21210539,1.04710929,1.99090278,0.00000000,0.09545070,0.08017381,0.11812240,3.26535700
-5.46573287,7.09739023,1.21962235,1.07358307,2.01977662,0.00000000,0.09716852,0.07955217,0.12042544,3.31607598
