energy_ev,total_up,In_p_up,In_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-6.00000000,1.01755897,0.02741903,0.00356905,0.45060656,0.42154322,0.28190729,0.00000000
-5.99399700,1.05229307,0.02875369,0.00351728,0.46331743,0.43951361,0.30229002,0.00000000
-5.98799400,1.08594384,0.03003285,0.00346484,0.47559282,0.45695220,0.32248581,0.00000000
-5.98199100,1.11798811,0.03124454,0.00341250,0.48724093,0.47360141,0.34216850,0.00000000
-5.97598799,1.14791915,0.03238174,0.00336089,0.49806119,0.48921713,0.36102377,0.00000000
-5.96998499,1.17526277,0.03344300,0.00331046,0.50785015,0.50357689,0.37875886,0.00000000
-5.96398199,1.19959468,0.03443283,0.00326152,0.51640818,0.51648823,0.39511251,0.00000000
-5.95797899,1.22055803,0.03536205,0.00321419,0.52354685,0.52779690,0.40986451,0.00000000
-5.95197599,1.23788029,0.03624786,0.00316849,0.52909653,0.53739441,0.42284438,0.00000000
-5.94597299,1.25138827,0.03711371,0.00312434,0.53291375,0.54522460,0.43393881,0.00000000
-5.93996998,1.26102050,0.03798895,0.00308158,0.53488800,0.55128850,0.44309724,0.00000000
-5.93396698,1.26683571,0.03890819,0.00304003,0.53494759,0.55564735,0.45033529,0.00000000
-5.92796398,1.26901701,0.03991045,0.00299956,0.53306416,0.55842327,0.45573573,0.00000000
-5.92196098,1.26787094,0.04103792,0.00296004,0.52925563,0.55979751,0.45944682,0.00000000
-5.91595798,1.26382126,0.04233468,0.00292148,0.52358741,0.56000600,0.46167781,0.00000000
-5.90995498,1.25739729,0.04384500,0.00288395,0.51617177,0.55933240,0.46269190,0.00000000
-5.90395198,1.24921726,0.04561159,0.00284768,0.50716530,0.55809874,0.46279669,0.00000000
-5.89794897,1.23996699,0.04767374,0.00281301,0.49676473,0.55665388,0.46233252,0.00000000
-5.89194597,1.23037480,0.05006533,0.00278044,0.48520102,0.55536035,0.46165909,0.00000000
-5.88594297,1.22118368,0.05281292,0.00275055,0.47273224,0.55458000,0.46114105,0.00000000
-5.87993997,1.21312172,0.05593395,0.00272403,0.45963529,0.55465904,0.46113298,0.00000000
-5.87393697,1.20687225,0.05943511,0.00270162,0.44619696,0.55591312,0.46196451,0.00000000
-5.86793397,1.20304487,0.06331095,0.00268409,0.43270468,0.55861320,0.46392625,0.00000000
-5.86193097,1.20214877,0.06754292,0.00267218,0.41943714,0.56297272,0.46725706,0.00000000
-5.85592796,1.20456946,0.07209879,0.00266655,0.40665544,0.56913677,0.47213334,0.00000000
-5.84992496,1.21055005,0.07693254,0.00266777,0.39459475,0.57717374,0.47866076,0.00000000
-5.84392196,1.22017793,0.08198480,0.00267622,0.38345710,0.58706989,0.48686875,0.00000000
-5.83791896,1.23337755,0.08718381,0.00269208,0.37340529,0.59872715,0.49670819,0.00000000
-5.83191596,1.24990974,0.09244697,0.00271531,0.36455827,0.61196433,0.50805222,0.00000000
-5.82591296,1.26937757,0.09768282,0.00274559,0.35698815,0.62652175,0.52070024,0.00000000
-5.81990995,1.29123878,0.10279356,0.00278234,0.35071877,0.64206914,0.53438501,0.00000000
-5.81390695,1.31482420,0.10767788,0.00282469,0.34572612,0.65821662,0.54878236,0.00000000
-5.80790395,1.33936164,0.11223408,0.00287152,0.34194034,0.67452833,0.56352343,0.00000000
-5.80190095,1.36400420,0.11636341,0.00292148,0.33924937,0.69053812,0.57820857,0.00000000
-5.79589795,1.38786200,0.11997334,0.00297299,0.33750409,0.70576686,0.59242268,0.00000000
-5.78989495,1.41003600,0.12298082,0.00302437,0.33652473,0.71974053,0.60575104,0.00000000
-5.78389195,1.42965272,0.12531520,0.00307382,0.33610831,0.73200846,0.61779527,0.00000000
-5.77788894,1.44589825,0.12692087,0.00311953,0.33603689,0.74216100,0.62818861,0.00000000
-5.77188594,1.45805048,0.12775935,0.00315977,0.33608629,0.74984585,0.63660989,0.00000000
-5.76588294,1.46550798,0.12781090,0.00319291,0.33603486,0.75478251,0.64279582,0.00000000
-5.75987994,1.46781461,0.12707534,0.00321754,0.33567217,0.75677414,0.64655088,0.00000000
-5.75387694,1.46467879,0.12557238,0.00323254,0.33480700,0.75571650,0.64775463,0.00000000
-5.74787394,1.45598662,0.12334114,0.00323709,0.33327463,0.75160355,0.64636608,0.00000000
-5.74187094,1.44180849,0.12043909,0.00323077,0.33094278,0.74452946,0.64242506,0.00000000
-5.73586793,1.42239890,0.11694033,0.00321356,0.32771638,0.73468708,0.63605046,0.00000000
-5.72986493,1.39818940,0.11293337,0.00318587,0.32354056,0.72236286,0.62743562,0.00000000
-5.72386193,1.36977524,0.10851852,0.00314851,0.31840211,0.70792842,0.61684092,0.00000000
-5.71785893,1.33789599,0.10380489,0.00310272,0.31232915,0.69182915,0.60458417,0.00000000
-5.71185593,1.30341122,0.09890720,0.00305007,0.30538915,0.67457028,0.59102892,0.00000000
-5.70585293,1.26727195,0.09394256,0.00299247,0.29768543,0.65670091,0.57657148,0.00000000
-5.69984992,1.23048924,0.08902715,0.00293205,0.28935228,0.63879663,0.56162706,0.00000000
-5.69384692,1.19410091,0.08427317,0.00287111,0.28054891,0.62144135,0.54661562,0.00000000
-5.68784392,1.15913785,0.07978591,0.00281202,0.27145272,0.60520897,0.53194799,0.00000000
-5.68184092,1.12659094,0.07566114,0.00275713,0.26225195,0.59064555,0.51801295,0.00000000
-5.67583792,1.09738002,0.07198288,0.00270870,0.25313825,0.57825259,0.50516544,0.00000000
-5.66983492,1.07232575,0.06882155,0.00266880,0.24429942,0.56847190,0.49371671,0.00000000
-5.66383192,1.05212545,0.06623257,0.00263921,0.23591264,0.56167269,0.48392640,0.00000000
-5.65782891,1.03733366,0.06425536,0.00262138,0.22813844,0.55814114,0.47599699,0.00000000
-5.65182591,1.02834800,0.06291289,0.00261638,0.22111576,0.55807278,0.47007067,0.00000000
-5.64582291,1.02540065,0.06221156,0.00262481,0.21495808,0.56156807,0.46622859,0.00000000
-5.63981991,1.02855572,0.06214162,0.00264684,0.20975090,0.56863098,0.46449252,0.00000000
-5.63381691,1.03771242,0.06267791,0.00268213,0.20555053,0.57917090,0.46482858,0.00000000
-5.62781391,1.05261370,0.06378105,0.00272992,0.20238416,0.59300753,0.46715290,0.00000000
-5.62181091,1.07286005,0.06539895,0.00278899,0.20025116,0.60987867,0.47133875,0.00000000
-5.61580790,1.09792773,0.06746863,0.00285775,0.19912547,0.62945064,0.47722484,0.00000000
-5.60980490,1.12719076,0.06991829,0.00293426,0.19895891,0.65133078,0.48462429,0.00000000
-5.60380190,1.15994563,0.07266960,0.00301632,0.19968513,0.67508176,0.49333390,0.00000000
-5.59779890,1.19543793,0.07564016,0.00310156,0.20122408,0.70023702,0.50314321,0.00000000
-5.59179590,1.23288970,0.07874594,0.00318750,0.20348667,0.72631685,0.51384304,0.00000000
-5.58579290,1.27152645,0.08190386,0.00327165,0.20637940,0.75284444,0.52523318,0.00000000
-5.57978989,1.31060297,0.08503414,0.00335158,0.20980875,0.77936129,0.53712877,0.00000000
-5.57378689,1.34942671,0.08806263,0.00342505,0.21368512,0.80544148,0.54936545,0.00000000
-5.56778389,1.38737796,0.09092284,0.00349002,0.21792613,0.83070411,0.56180283,0.00000000
-5.56178089,1.42392618,0.09355762,0.00354477,0.22245915,0.85482350,0.57432646,0.00000000
-5.55577789,1.45864169,0.09592057,0.00358793,0.22722298,0.87753682,0.58684823,0.00000000
-5.54977489,1.49120255,0.09797697,0.00361851,0.23216864,0.89864876,0.59930526,0.00000000
-5.54377189,1.52139639,0.09970423,0.00363597,0.23725922,0.91803316,0.61165748,0.00000000
-5.53776888,1.54911718,0.10109194,0.00364015,0.24246896,0.93563162,0.62388416,0.00000000
-5.53176588,1.57435739,0.10214141,0.00363131,0.24778145,0.95144913,0.63597948,0.00000000
-5.52576288,1.59719596,0.10286478,0.00361013,0.25318733,0.96554711,0.64794757,0.00000000
-5.51975988,1.61778269,0.10328373,0.00357759,0.25868140,0.97803405,0.65979721,0.00000000
-5.51375688,1.63632003,0.10342790,0.00353498,0.26425953,0.98905453,0.67153642,0.00000000
-5.50775388,1.65304310,0.10333301,0.00348382,0.26991542,0.99877684,0.68316734,0.00000000
-5.50175088,1.66819897,0.10303888,0.00342578,0.27563749,1.00738006,0.69468143,0.00000000
-5.49574787,1.68202622,0.10258729,0.00336261,0.28140605,1.01504116,0.70605533,0.00000000
-5.48974487,1.69473570,0.10202003,0.00329608,0.28719093,1.02192261,0.71724751,0.00000000
-5.48374187,1.70649345,0.10137685,0.00322788,0.29294972,1.02816125,0.72819570,0.00000000
-5.47773887,1.71740646,0.10069384,0.00315959,0.29862672,1.03385877,0.73881538,0.00000000
-5.47173587,1.72751190,0.10000190,0.00309259,0.30415271,1.03907423,0.74899925,0.00000000
-5.46573287,1.73677026,0.09932563,0.00302803,0.30944551,1.04381899,0.75861760,0.00000000
-5.45972986,1.74506254,0.09868254,0.00296680,0.31441135,1.04805403,0.76751986,0.00000000
-5.45372686,1.75219174,0.09808265,0.00290948,0.31894696,1.05169001,0.77553690,0.00000000
-5.44772386,1.75788815,0.09752845,0.00285637,0.32294244,1.05458967,0.78248440,0.00000000
-5.44172086,1.76181859,0.09701523,0.00280747,0.32628448,1.05657274,0.78816689,0.00000000
-5.43571786,1.76359867,0.09653173,0.00276250,0.32886007,1.05742280,0.79238255,0.00000000
-5.42971486,1.76280786,0.09606110,0.00272093,0.33056047,1.05689603,0.79492864,0.00000000
-5.42371186,1.75900650,0.09558207,0.00268202,0.33128507,1.05473122,0.79560731,0.00000000
-5.41770885,1.75175414,0.09507034,0.00264487,0.33094523,1.05066082,0.79423169,0.00000000
-5.41170585,1.74062832,0.09450010,0.00260844,0.32946781,1.04442234,0.79063218,0.00000000
-5.40570285,1.72524321,0.09384558,0.00257164,0.32679825,1.03576994,0.78466253,0.00000000
-5.39969985,1.70526723,0.09308269,0.00253334,0.32290300,1.02448541,0.77620571,0.00000000
-5.39369685,1.68043907,0.09219056,0.00249248,0.31777144,1.01038844,0.76517918,0.00000000
-5.38769385,1.65058148,0.09115302,0.00244804,0.31141696,0.99334561,0.75153950,0.00000000
-5.38169085,1.61561232,0.08995999,0.00239915,0.30387734,0.97327778,0.73528589,0.00000000
-5.37568784,1.57555247,0.08860860,0.00234509,0.29521432,0.95016573,0.71646270,0.00000000
-5.36968484,1.53053037,0.08710424,0.00228532,0.28551251,0.92405372,0.69516064,0.00000000
-5.36368184,1.48078293,0.08546119,0.00221950,0.27487756,0.89505098,0.67151649,0.00000000
-5.35767884,1.42665294,0.08370313,0.00214751,0.26343381,0.86333094,0.64571147,0.00000000
-5.35167584,1.36858302,0.08186330,0.00206942,0.25132135,0.82912844,0.61796812,0.00000000
-5.34567284,1.30710628,0.07998428,0.00198554,0.23869278,0.79273483,0.58854587,0.00000000
-5.33966983,1.24283429,0.07811755,0.00189636,0.22570963,0.75449139,0.55773534,0.00000000
-5.33366683,1.17644252,0.07632259,0.00180253,0.21253864,0.71478113,0.52585170,0.00000000
-5.32766383,1.10865400,0.07466575,0.00170486,0.19934801,0.67401944,0.49322723,0.00000000
-5.32166083,1.04022180,0.07321875,0.00160427,0.18630367,0.63264389,0.46020346,0.00000000
-5.31565783,0.97191085,0.07205679,0.00150178,0.17356578,0.59110356,0.42712313,0.00000000
-5.30965483,0.90447983,0.07125654,0.00139846,0.16128538,0.54984837,0.39432239,0.00000000
-5.30365183,0.83866374,0.07089373,0.00129538,0.14960145,0.50931874,0.36212339,0.00000000
-5.29764882,0.77515772,0.07104067,0.00119364,0.13863831,0.46993590,0.33082776,0.00000000
-5.29164582,0.71460266,0.07176361,0.00109427,0.12850339,0.43209334,0.30071095,0.00000000
-5.28564282,0.65757289,0.07312005,0.00099826,0.11928557,0.39614941,0.27201787,0.00000000
-5.27963982,0.60456645,0.07515614,0.00090649,0.11105390,0.36242153,0.24495978,0.00000000
-5.27363682,0.55599807,0.07790420,0.00081978,0.10385681,0.33118197,0.21971248,0.00000000
-5.26763382,0.51219487,0.08138056,0.00073880,0.09772189,0.30265529,0.19641588,0.00000000
-5.26163082,0.47339490,0.08558365,0.00066413,0.09265601,0.27701744,0.17517482,0.00000000
-5.25562781,0.43974834,0.09049271,0.00059623,0.08864606,0.25439642,0.15606097,0.00000000
-5.24962481,0.41132118,0.09606695,0.00053542,0.08565997,0.23487432,0.13911564,0.00000000
-5.24362181,0.38810103,0.10224544,0.00048193,0.08364829,0.21849065,0.12435339,0.00000000
-5.23761881,0.37000477,0.10894764,0.00043586,0.08254606,0.20524652,0.11176598,0.00000000
-5.23161581,0.35688773,0.11607480,0.00039725,0.08227508,0.19510962,0.10132667,0.00000000
-5.22561281,0.34855376,0.12351200,0.00036601,0.08274643,0.18801959,0.09299446,0.00000000
-5.21960980,0.34476599,0.13113103,0.00034200,0.08386329,0.18389352,0.08671808,0.00000000
-5.21360680,0.34525782,0.13879391,0.00032502,0.08552392,0.18263146,0.08243956,0.00000000
-5.20760380,0.34974354,0.14635703,0.00031483,0.08762477,0.18412140,0.08009727,0.00000000
-5.20160080,0.35792858,0.15367576,0.00031113,0.09006362,0.18824396,0.07962811,0.00000000
-5.19559780,0.36951873,0.16060932,0.00031364,0.09274270,0.19487618,0.08096903,0.00000000
-5.18959480,0.38422830,0.16702581,0.00032203,0.09557170,0.20389467,0.08405772,0.00000000
-5.18359180,0.40178700,0.17280721,0.00033602,0.09847057,0.21517786,0.08883243,0.00000000
-5.17758879,0.42194529,0.17785403,0.00035532,0.10137203,0.22860748,0.09523113,0.00000000
-5.17158579,0.44447839,0.18208952,0.00037971,0.10422375,0.24406915,0.10319009,0.00000000
-5.16558279,0.46918878,0.18546322,0.00040901,0.10699005,0.26145246,0.11264193,0.00000000
-5.15957979,0.49590741,0.18795365,0.00044309,0.10965322,0.28065042,0.12351344,0.00000000
-5.15357679,0.52449377,0.18957009,0.00048194,0.11221422,0.30155863,0.13572337,0.00000000
-5.14757379,0.55483498,0.19035325,0.00052561,0.11469290,0.32407426,0.14918031,0.00000000
-5.14157079,0.58684426,0.19037484,0.00057429,0.11712767,0.34809517,0.16378099,0.00000000
-5.13556778,0.62045885,0.18973612,0.00062828,0.11957459,0.37351920,0.17940914,0.00000000
-5.12956478,0.65563783,0.18856522,0.00068801,0.12210600,0.40024392,0.19593512,0.00000000
-5.12356178,0.69235994,0.18701365,0.00075406,0.12480865,0.42816697,0.21321638,0.00000000
-5.11755878,0.73062153,0.18525181,0.00082713,0.12778141,0.45718692,0.23109902,0.00000000
-5.11155578,0.77043487,0.18346389,0.00090805,0.13113260,0.48720487,0.24942019,0.00000000
-5.10555278,0.81182670,0.18184218,0.00099778,0.13497703,0.51812649,0.26801160,0.00000000
-5.09954977,0.85483703,0.18058107,0.00109738,0.13943282,0.54986459,0.28670380,0.00000000
-5.09354677,0.89951812,0.17987088,0.00120797,0.14461801,0.58234185,0.30533116,0.00000000
-5.08754377,0.94593320,0.17989173,0.00133072,0.15064709,0.61549360,0.32373735,0.00000000
-5.08154077,0.99415501,0.18080772,0.00146678,0.15762754,0.64927018,0.34178092,0.00000000
-5.07553777,1.04426357,0.18276144,0.00161727,0.16565637,0.68363880,0.35934078,0.00000000
-5.06953477,1.09634318,0.18586915,0.00178317,0.17481684,0.71858443,0.37632122,0.00000000
-5.06353177,1.15047830,0.19021659,0.00196534,0.18517531,0.75410953,0.39265609,0.00000000
-5.05752876,1.20674821,0.19585581,0.00216438,0.19677852,0.79023252,0.40831196,0.00000000
-5.05152576,1.26522046,0.20280275,0.00238062,0.20965115,0.82698464,0.42328986,0.00000000
-5.04552276,1.32594326,0.21103609,0.00261406,0.22379394,0.86440559,0.43762558,0.00000000
-5.03951976,1.38893694,0.22049709,0.00286429,0.23918241,0.90253764,0.45138829,0.00000000
-5.03351676,1.45418500,0.23109059,0.00313050,0.25576620,0.94141884,0.46467757,0.00000000
-5.02751376,1.52162524,0.24268722,0.00341141,0.27346930,0.98107542,0.47761890,0.00000000
-5.02151076,1.59114154,0.25512678,0.00370527,0.29219103,1.02151396,0.49035777,0.00000000
-5.01550775,1.66255696,0.26822260,0.00400985,0.31180793,1.06271385,0.50305267,0.00000000
