energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.86793397,8.61046059,5.42912338,0.81800052,0.04356414,0.73295072,3.80307387,3.05436733,0.05417906,4.51707759
-5.86193097,8.71023938,5.51666088,0.81506487,0.04370138,0.73776826,3.87175107,3.09114994,0.05456073,4.57726908
-5.85592796,8.78782779,5.58564040,0.81026298,0.04369977,0.74144850,3.93050511,3.11982747,0.05477584,4.62519944
-5.84992496,8.84219112,5.63495050,0.80378129,0.04356059,0.74397667,3.97848275,3.14000176,0.05481818,4.66017642
-5.84392196,8.87259754,5.66376106,0.79582816,0.04328667,0.74535851,4.01496696,3.15138973,0.05468364,4.68166666
-5.83791896,8.87864672,5.67155232,0.78662707,0.04288240,0.74562039,4.03939875,3.15383601,0.05437055,4.68931419
-5.83191596,8.86029478,5.65813782,0.77641004,0.04235370,0.74480932,4.05139715,3.14732372,0.05387999,4.68295683
-5.82591296,8.81787371,5.62368044,0.76541159,0.04170797,0.74299301,4.05077659,3.13198284,0.05321597,4.66263947
-5.81990995,8.75210405,5.56870001,0.75386321,0.04095408,0.74025968,4.03756065,3.10809540,0.05238560,4.62862355
-5.81390695,8.66409947,5.49407197,0.74198887,0.04010221,0.73671766,4.01199144,3.07609721,0.05139913,4.58139189
-5.80790395,8.55536234,5.40101645,0.73000141,0.03916374,0.73249482,3.97453376,3.03657550,0.05026992,4.52164847
-5.80190095,8.42776948,5.29107750,0.71809990,0.03815112,0.72773746,3.92587367,2.99026242,0.04901426,4.45031261
-5.79589795,8.28354803,5.16609294,0.70646813,0.03707764,0.72260898,3.86691094,2.93802432,0.04765119,4.36850745
-5.78989495,8.12524152,5.02815532,0.69527398,0.03595724,0.71728796,3.79874554,2.88084711,0.04620210,4.27754287
-5.78389195,7.95566666,4.87956524,0.68466968,0.03480421,0.71196589,3.72265807,2.81981780,0.04469040,4.17889304
-5.77788894,7.77786206,4.72277828,0.67479273,0.03363299,0.70684439,3.64008476,2.75610307,0.04314099,4.07416927
-5.77188594,7.59503011,4.56034752,0.66576746,0.03245779,0.70213199,3.55258763,2.69092532,0.04157982,3.96508879
-5.76588294,7.41047368,4.39486351,0.65770681,0.03129239,0.69804057,3.46182072,2.62553699,0.04003331,3.85344048
-5.75987994,7.22752975,4.22889382,0.65071444,0.03014979,0.69478148,3.36949335,2.56119414,0.03852786,3.74104865
-5.75387694,7.04950171,4.06492443,0.64488668,0.02904193,0.69256144,3.27733175,2.49912995,0.03708927,3.62973581
-5.74787394,6.87959260,3.90530481,0.64031442,0.02797948,0.69157831,3.18704017,2.44052906,0.03574232,3.52128584
-5.74187094,6.72084115,3.75219887,0.63708462,0.02697155,0.69201687,3.10026275,2.38650352,0.03451025,3.41740846
-5.73586793,6.57606237,3.60754306,0.63528141,0.02602553,0.69404465,3.01854747,2.33807096,0.03341436,3.31970619
-5.72986493,6.44779435,3.47301321,0.63498676,0.02514697,0.69780802,2.94331309,2.29613549,0.03247367,3.22964464
-5.72386193,6.33825239,3.35000057,0.63628047,0.02433942,0.70342853,2.87582020,2.26147181,0.03170460,3.14852679
-5.71785893,6.24929138,3.23959778,0.63923971,0.02360446,0.71099966,2.81714710,2.23471255,0.03112072,3.07747201
-5.71185593,6.18237693,3.14259449,0.64393796,0.02294168,0.72058398,2.76817101,2.21633912,0.03073254,3.01739978
-5.70585293,6.13856535,3.05948220,0.65044339,0.02234880,0.73221090,2.72955502,2.20667585,0.03054739,2.96901868
-5.69984992,6.11849230,2.99046744,0.65881676,0.02182175,0.74587488,2.70174083,2.20588735,0.03056927,2.93282008
-5.69384692,6.12236970,2.93549206,0.66910894,0.02135491,0.76153420,2.68494718,2.21397866,0.03079878,2.90907665
-5.68784392,6.14999004,2.89425915,0.68135797,0.02094130,0.77911039,2.67917371,2.23079806,0.03123313,2.89784507
-5.68184092,6.20073754,2.86626303,0.69558588,0.02057289,0.79848809,2.68420961,2.25604206,0.03186606,2.89897250
-5.67583792,6.27360496,2.85082154,0.71179526,0.02024087,0.81951562,2.69964680,2.28926235,0.03268793,2.91210624
-5.66983492,6.36721553,2.84710907,0.72996579,0.01993595,0.84200596,2.72489658,2.32987435,0.03368576,2.93670608
-5.66383192,6.47984920,2.85418884,0.75005066,0.01964869,0.86573843,2.75920937,2.37716731,0.03484330,2.97205874
-5.65782891,6.60947247,2.87104305,0.77197317,0.01936982,0.89046079,2.80169676,2.43031570,0.03614123,3.01729406
-5.65182591,6.75377184,2.89659997,0.79562362,0.01909050,0.91589203,2.85135509,2.48839201,0.03755729,3.07140244
-5.64582291,6.91019025,2.92975722,0.82085659,0.01880259,0.94172574,2.90709020,2.55038086,0.03906660,3.13325354
-5.63981991,7.07596697,2.96940088,0.84748887,0.01849889,0.96763401,2.96774270,2.61519474,0.04064193,3.20161590
-5.63381691,7.24818081,3.01442048,0.87529824,0.01817329,0.99327214,3.03211337,2.68169132,0.04225414,3.27517753
-5.62781391,7.42379688,3.06371996,0.90402321,0.01782091,1.01828388,3.09898839,2.74869251,0.04387261,3.35256767
-5.62181091,7.59971710,3.11622536,0.93336398,0.01743822,1.04230739,3.16716408,2.81500539,0.04546580,3.43237947
-5.61580790,7.77283449,3.17088982,0.96298485,0.01702302,1.06498184,3.23547086,2.87944482,0.04700188,3.51319387
-5.60980490,7.94009075,3.22669682,0.99251798,0.01657443,1.08595447,3.30279629,2.94085770,0.04844940,3.59360467
-5.60380190,8.09853687,3.28266249,1.02156883,0.01609289,1.10488821,3.36810673,2.99814831,0.04977800,3.67224437
-5.59779890,8.24539544,3.33783800,1.04972307,0.01558001,1.12146944,3.43046749,3.05030449,0.05095917,3.74781082
-5.59179590,8.37812357,3.39131250,1.07655492,0.01503846,1.13541583,3.48906096,3.09642360,0.05196703,3.81909394
-5.58579290,8.49447444,3.44221751,1.10163684,0.01447184,1.14648396,3.54320224,3.13573765,0.05277899,3.88500202
-5.57978989,8.59255529,3.48973279,1.12455012,0.01388451,1.15447643,3.59235195,3.16763652,0.05337651,3.94458671
-5.57378689,8.67087973,3.53309393,1.14489612,0.01328142,1.15924808,3.63612542,3.19168814,0.05374560,3.99706578
-5.56778389,8.72841154,3.57160151,1.16230775,0.01266797,1.16071102,3.67429796,3.20765465,0.05387737,4.04184263
-5.56178089,8.76459778,3.60463129,1.17646061,0.01204982,1.15883831,3.70680560,3.21550360,0.05376833,4.07852152
-5.55577789,8.77938891,3.63164485,1.18708342,0.01143275,1.15366573,3.73374102,3.21541318,0.05342057,4.10691758
-5.54977489,8.77324400,3.65220002,1.19396706,0.01082255,1.14529174,3.75534430,3.20777094,0.05284174,4.12706076
-5.54377189,8.74712004,3.66596012,1.19697195,0.01022487,1.13387533,3.77198870,3.19316569,0.05204490,4.13919305
-5.53776888,8.70244450,3.67270122,1.19603328,0.00964514,1.11963178,3.78416143,3.17237240,0.05104816,4.14375881
-5.53176588,8.64107155,3.67231663,1.19116365,0.00908846,1.10282638,3.79244008,3.14633046,0.04987408,4.14138793
-5.52576288,8.56522295,3.66481804,1.18245319,0.00855958,1.08376645,3.79746540,3.11611584,0.04854903,4.13287251
-5.51975988,8.47741535,3.65033279,1.17006687,0.00806280,1.06279164,3.79991127,3.08290818,0.04710235,4.11913738
-5.51375688,8.38037670,3.62909719,1.15423915,0.00760194,1.04026319,3.80045333,3.04795384,0.04556538,4.10120577
-5.50775388,8.27695482,3.60144588,1.13526616,0.00718032,1.01655243,3.79973726,3.01252650,0.04397051,4.08016131
-5.50175088,8.17002192,3.56779765,1.11349573,0.00680071,0.99202901,3.79834850,2.97788665,0.04235012,4.05710787
-5.49574787,8.06237873,3.52863828,1.08931579,0.00646536,0.96704944,3.79678448,2.94524168,0.04073561,4.03312896
-5.48974487,7.95666240,3.48450133,1.06314144,0.00617593,0.94194635,3.79543101,2.91570803,0.03915638,4.00924838
-5.48374187,7.85526179,3.43594765,1.03540160,0.00593353,0.91701900,3.79454376,2.89027693,0.03763902,3.98639377
-5.47773887,7.76024366,3.38354495,1.00652551,0.00573869,0.89252542,3.79423600,2.86978497,0.03620656,3.96536467
-5.47173587,7.67329257,3.32784832,0.97692985,0.00559139,0.86867646,3.79447298,2.85489040,0.03487783,3.94680626
-5.46573287,7.59566679,3.26938278,0.94700706,0.00549106,0.84563201,3.79507352,2.84605610,0.03366709,3.93118997
-5.45972986,7.52817163,3.20862889,0.91711518,0.00543661,0.82349945,3.79571858,2.84353957,0.03258374,3.91880165
-5.45372686,7.47115083,3.14601193,0.88756979,0.00542643,0.80233439,3.79596639,2.84739001,0.03163230,3.90973747
-5.44772386,7.42449589,3.08189535,0.85863811,0.00545850,0.78214350,3.79527349,2.85745253,0.03081249,3.90390778
-5.44172086,7.38767237,3.01657855,0.83053566,0.00553040,0.76288936,3.79302055,2.87337884,0.03011960,3.90104831
-5.43571786,7.35976146,2.95029909,0.80342526,0.00563938,0.74449683,3.78854177,2.89464392,0.02954486,3.90073817
-5.42971486,7.33951459,2.88323883,0.77741852,0.00578250,0.72686083,3.78115628,2.92056779,0.02907609,3.90242351
-5.42371186,7.32541842,2.81553370,0.75257937,0.00595663,0.70985491,3.77020026,2.95034125,0.02869836,3.90544568
-5.41770885,7.31576699,2.74728604,0.72892956,0.00615866,0.69334038,3.75505809,2.98305466,0.02839477,3.90907253
-5.41170585,7.30873800,2.67857893,0.70645554,0.00638556,0.67717543,3.73519116,3.01772849,0.02814726,3.91253127
-5.40570285,7.30246972,2.60949124,0.68511644,0.00663448,0.66122394,3.71016321,3.05334450,0.02793740,3.91504150
-5.39969985,7.29513556,2.54011263,0.66485263,0.00690291,0.64536360,3.67966091,3.08887644,0.02774721,3.91584688
-5.39369685,7.28501322,2.47055731,0.64559427,0.00718876,0.62949294,3.64350912,3.12331923,0.02755990,3.91424411
-5.38769385,7.27054592,2.40097587,0.62726967,0.00749047,0.61353723,3.60168023,3.15571558,0.02736049,3.90960822
-5.38169085,7.25039355,2.33156438,0.60981265,0.00780704,0.59745278,3.55429731,3.18517944,0.02713642,3.90141292
-5.37568784,7.22347203,2.26257014,0.59316889,0.00813812,0.58122974,3.50163131,3.21091542,0.02687791,3.88924567
-5.36968484,7.18897992,2.19429387,0.57730080,0.00848400,0.56489333,3.44409254,3.23223384,0.02657831,3.87281680
-5.36368184,7.14641176,2.12708816,0.56219065,0.00884559,0.54850334,3.38221715,3.24856110,0.02623422,3.85196274
-5.35767884,7.09555816,2.06135228,0.54784204,0.00922434,0.53215228,3.31664927,3.25944535,0.02584550,3.82664341
-5.35167584,7.03649350,1.99752360,0.53427946,0.00962217,0.51596199,3.24811999,3.26455749,0.02541515,3.79693434
-5.34567284,6.96955235,1.93606629,0.52154626,0.01004127,0.50007916,3.17742407,3.26368786,0.02494908,3.76301408
-5.33966983,6.89529624,1.87745771,0.50970093,0.01048398,0.48466978,3.10539559,3.25673922,0.02445567,3.72514797
-5.33366683,6.81447312,1.82217341,0.49881221,0.01095252,0.46991295,3.03288373,3.24371649,0.02394541,3.68366919
-5.32766383,6.72797154,1.77067151,0.48895312,0.01144881,0.45599413,2.96072962,3.22471407,0.02343031,3.63895836
-5.32166083,6.63677234,1.72337731,0.48019446,0.01197420,0.44309824,2.88974534,3.19990172,0.02292338,3.59142285
-5.31565783,6.54190035,1.68066890,0.47259805,0.01252923,0.43140289,2.82069588,3.16950971,0.02243803,3.54147710
-5.30965483,6.44437863,1.64286467,0.46621025,0.01311342,0.42107189,2.75428476,3.13381415,0.02198752,3.48952483
-5.30365183,6.34518745,1.61021323,0.46105605,0.01372505,0.41224945,2.69114371,3.09312341,0.02158443,3.43594446
-5.29764882,6.24523023,1.58288639,0.45713418,0.01436103,0.40505526,2.63182674,3.04776626,0.02124021,3.38107809
-5.29164582,6.14530772,1.56097548,0.45441365,0.01501678,0.39958050,2.57680855,2.99808232,0.02096473,3.32522494
-5.28564282,6.04610166,1.54449125,0.45283172,0.01568621,0.39588521,2.52648720,2.94441524,0.02076606,3.26863924
-5.27963982,5.94816837,1.53336728,0.45229383,0.01636173,0.39399682,2.48119044,2.88710880,0.02065019,3.21153266
-5.27363682,5.85194215,1.52746675,0.45267522,0.01703437,0.39391015,2.44118528,2.82650592,0.02062096,3.15408088
-5.26763382,5.75774781,1.52659220,0.45382444,0.01769398,0.39558869,2.40668990,2.76295047,0.02068006,3.09643381
-5.26163082,5.66582121,1.53049758,0.45556854,0.01832944,0.39896718,2.37788705,2.69679135,0.02082708,3.03872853
-5.25562781,5.57633607,1.53890209,0.45771966,0.01892902,0.40395532,2.35493799,2.62838843,0.02105973,2.98110405
-5.24962481,5.48943506,1.55150485,0.46008279,0.01948069,0.41044245,2.33799589,2.55811959,0.02137402,2.92371674
-5.24362181,5.40526290,1.56799969,0.46246426,0.01997256,0.41830299,2.32721776,2.48638818,0.02176458,2.86675522
-5.23761881,5.32399916,1.58808899,0.46468055,0.02039327,0.42740224,2.32277409,2.41363006,0.02222497,2.81045375
-5.23161581,5.24588839,1.61149590,0.46656689,0.02073239,0.43760246,2.32485527,2.34031959,0.02274797,2.75510282
-5.22561281,5.17126542,1.63797419,0.46798532,0.02098083,0.44876877,2.33367437,2.26697368,0.02332597,2.70105634
-5.21960980,5.10057417,1.66731495,0.46883175,0.02113119,0.46077457,2.34946586,2.19415354,0.02395121,2.64873458
-5.21360680,5.03437829,1.69934982,0.46904154,0.02117802,0.47350630,2.37248013,2.12246354,0.02461609,2.59862260
-5.20760380,4.97336304,1.73395055,0.46859354,0.02111811,0.48686723,2.40297402,2.05254697,0.02531337,2.55126389
-5.20160080,4.91832769,1.77102465,0.46751214,0.02095055,0.50078006,2.44119762,1.98507869,0.02603638,2.50724964
-5.19559780,4.87016895,1.81050761,0.46586748,0.02067688,0.51518830,2.48737805,1.92075469,0.02677911,2.46720378
-5.18959480,4.82985584,1.85235181,0.46377367,0.02030100,0.53005619,2.54170102,1.86027882,0.02753634,2.43176469
-5.18359180,4.79839739,1.89651303,0.46138515,0.01982912,0.54536743,2.60429103,1.80434733,0.02830363,2.40156437
-5.17758879,4.77680462,1.94293513,0.45889147,0.01926954,0.56112245,2.67519131,1.75363153,0.02907732,2.37720605
-5.17158579,4.76604866,1.99153389,0.45651071,0.01863241,0.57733467,2.75434454,1.70875948,0.02985450,2.35924130
-5.16558279,4.76701701,2.04218106,0.45448181,0.01792945,0.59402580,2.84157544,1.67029732,0.03063294,2.34814774
-5.15957979,4.78047003,2.09468951,0.45305628,0.01717364,0.61122038,2.93657605,1.63873101,0.03141101,2.34430835
-5.15357679,4.80699959,2.14880049,0.45248953,0.01637878,0.62894001,3.03889457,1.61444929,0.03218756,2.34799321
-5.14757379,4.84699167,2.20417393,0.45303226,0.01555925,0.64719733,3.14792837,1.59772843,0.03296182,2.35934440
-5.14157079,4.90059448,2.26038233,0.45492213,0.01472956,0.66599032,3.26292150,1.58871950,0.03373328,2.37836462
-5.13556778,4.96769333,2.31690897,0.45837608,0.01390407,0.68529698,3.38296693,1.58743858,0.03450158,2.40490982
-5.12956478,5.04789305,2.37315056,0.46358338,0.01309670,0.70507078,3.50701341,1.59376031,0.03526638,2.43868591
-5.12356178,5.14050854,2.42842449,0.47069968,0.01232065,0.72523703,3.63387677,1.60741506,0.03602723,2.47924956
-5.11755878,5.24456354,2.48198048,0.47984207,0.01158819,0.74569049,3.76225521,1.62798980,0.03678343,2.52601280
-5.11155578,5.35879760,2.53301619,0.49108525,0.01091051,0.76629414,3.89074796,1.65493273,0.03753389,2.57825109
-5.10555278,5.48168075,2.58069623,0.50445871,0.01029757,0.78687938,4.01787687,1.68756148,0.03827701,2.63511445
-5.09954977,5.61143531,2.62417367,0.51994509,0.00975803,0.80724760,4.14211009,1.72507472,0.03901052,2.69564118
-5.09354677,5.74606426,2.66261329,0.53747937,0.00929916,0.82717300,4.26188733,1.76656689,0.03973134,2.75877379
-5.08754377,5.88338512,2.69521541,0.55694917,0.00892686,0.84640678,4.37564600,1.81104555,0.04043550,2.82337657
-5.08154077,6.02106883,2.72123941,0.57819583,0.00864560,0.86468234,4.48184772,1.85745109,0.04111801,2.88825471
-5.07553777,6.15668248,2.74002591,0.60101642,0.00845845,0.88172155,4.57900489,1.90467814,0.04177286,2.95217435
-5.06953477,6.28773526,2.75101678,0.62516652,0.00836707,0.89724169,4.66570660,1.95159836,0.04239293,3.01388362
-5.06353177,6.41172676,2.75377211,0.65036382,0.00837173,0.91096294,4.74064401,1.99708382,0.04297014,3.07213424
-5.05752876,6.52619670,2.74798369,0.67629256,0.00847127,0.92261627,4.80263450,2.04003068,0.04349550,3.12570368
-5.05152576,6.62877528,2.73348448,0.70260865,0.00866317,0.93195123,4.85064472,2.07938245,0.04395932,3.17341755
-5.04552276,6.71723333,2.71025391,0.72894566,0.00894349,0.93874372,4.88381193,2.11415233,0.04435148,3.21417200
-5.03951976,6.78953101,2.67841902,0.75492143,0.00930691,0.94280320,4.90146368,2.14344413,0.04466176,3.24695596
-5.03351676,6.84386440,2.63825154,0.78014536,0.00974672,0.94397929,4.90313507,2.16647114,0.04488021,3.27087268
-5.02751376,6.87870844,2.59016125,0.80422632,0.01025486,0.94216747,4.88858360,2.18257264,0.04499759,3.28516016
-5.02151076,6.89285530,2.53468617,0.82678083,0.01082194,0.93731371,4.85780068,2.19122747,0.04500582,3.28920993
-5.01550775,6.88544698,2.47247996,0.84744164,0.01143736,0.92941775,4.81101959,2.19206440,0.04489842,3.28258357
-5.00950475,6.85600068,2.40429723,0.86586620,0.01208934,0.91853507,4.74871910,2.18486893,0.04467094,3.26502625
-5.00350175,6.80442622,2.33097738,0.88174502,0.01276517,0.90477728,4.67162227,2.16958634,0.04432135,3.23647660
-4.99749875,6.73103424,2.25342737,0.89480945,0.01345128,0.88831089,4.58068993,2.14632091,0.04385027,3.19707246
-4.99149575,6.63653464,2.17260424,0.90483880,0.01413358,0.86935453,4.47710837,2.11533134,0.04326122,3.14715173
-4.98549275,6.52202467,2.08949745,0.91166638,0.01479766,0.84817452,4.36227114,2.07702246,0.04256071,3.08724813
-4.97948974,6.38896675,2.00511179,0.91518427,0.01542911,0.82507898,4.23775476,2.03193342,0.04175810,3.01808151
-4.97348674,6.23915608,1.92045073,0.91534661,0.01601386,0.80041056,4.10528870,1.98072294,0.04086551,2.94054285
-4.96748374,6.07467882,1.83650070,0.91217125,0.01653853,0.77453798,3.96672005,1.92415183,0.03989746,2.85567402
-4.96148074,5.89786196,1.75421619,0.90573951,0.01699076,0.74784659,3.82397361,1.86306353,0.03887047,2.76464286
-4.95547774,5.71121616,1.67450575,0.89619423,0.01735958,0.72072834,3.67900848,1.79836317,0.03780254,2.66871424
-4.94947474,5.51737352,1.59821898,0.88373594,0.01763569,0.69357139,3.53377232,1.73099588,0.03671251,2.56921797
-4.94347174,5.31902207,1.52613435,0.86861728,0.01781177,0.66674963,3.39015482,1.66192504,0.03561949,2.46751467
-4.93746873,5.11883940,1.45894796,0.85113592,0.01788265,0.64061273,3.24994184,1.59211103,0.03454218,2.36496067
-4.93146573,4.91942746,1.39726332,0.83162613,0.01784553,0.61547675,3.11477192,1.52249123,0.03349824,2.26287332
-4.92546273,4.72325093,1.34158213,0.81044931,0.01770000,0.59161590,2.98609683,1.45396166,0.03250371,2.16249783
-4.91945973,4.53258113,1.29229625,0.78798383,0.01744810,0.56925565,2.86514747,1.38736089,0.03157250,2.06497686
-4.91345673,4.34944741,1.24968119,0.76461455,0.01709419,0.54856756,2.75290675,1.32345633,0.03071604,1.97132404
-4.90745373,4.17559743,1.21389118,0.74072239,0.01664486,0.52966580,2.65009033,1.26293330,0.02994291,1.88240214
-4.90145073,4.01246767,1.18495622,0.71667435,0.01610865,0.51260588,2.55713608,1.20638693,0.02925875,1.79890683
-4.89544772,3.86116474,1.16278145,0.69281431,0.01549580,0.49738525,2.47420274,1.15431677,0.02866620,1.72135635
-4.88944472,3.72245780,1.14714892,0.66945499,0.01481793,0.48394605,2.40117781,1.10712403,0.02816499,1.65008738
-4.88344172,3.59678189,1.13772216,0.64687128,0.01408764,0.47217979,2.33769432,1.06511127,0.02775213,1.58525710
-4.87743872,3.48425152,1.13405349,0.62529513,0.01331815,0.46193363,2.28315584,1.02848411,0.02742226,1.52685120
-4.87143572,3.38468349,1.13559425,0.60491228,0.01252292,0.45301834,2.23676857,0.99735466,0.02716798,1.47469712
-4.86543272,3.29762750,1.14170769,0.58586060,0.01171528,0.44521717,2.19757929,0.97174634,0.02698030,1.42848214
-4.85942971,3.22240292,1.15168428,0.56823034,0.01090806,0.43829568,2.16451745,0.95159960,0.02684911,1.38777509
-4.85342671,3.15813998,1.16475909,0.55206579,0.01011334,0.43201177,2.13643970,0.93677826,0.02676363,1.35205095
-4.84742371,3.10382328,1.18013071,0.53736859,0.00934211,0.42612568,2.11217500,0.92707618,0.02671290,1.32071699
-4.84142071,3.05833598,1.19698102,0.52410203,0.00860417,0.42040954,2.09056861,0.92222392,0.02668613,1.29313957
-4.83541771,3.02050273,1.21449518,0.51219642,0.00790789,0.41465600,2.07052294,0.92189539,0.02667314,1.26867036
-4.82941471,2.98912991,1.23188108,0.50155489,0.00726018,0.40868560,2.05103418,0.92571428,0.02666458,1.24667111
-4.82341171,2.96304173,1.24838762,0.49205964,0.00666644,0.40235279,2.03122291,0.93326027,0.02665223,1.22653587
-4.81740870,2.94111148,1.26332106,0.48357803,0.00613056,0.39555019,2.01035826,0.94407522,0.02662911,1.20771027
-4.81140570,2.92228702,1.27605898,0.47596848,0.00565502,0.38821105,1.98787453,0.95766931,0.02658957,1.18970699
-4.80540270,2.90561059,1.28606143,0.46908583,0.00524092,0.38031003,1.96338040,0.97352738,0.02652929,1.17211732
-4.79939970,2.89023278,1.29287892,0.46278603,0.00488819,0.37186220,1.93666066,0.99111572,0.02644530,1.15461864
-4.79339670,2.87542127,1.29615729,0.45693007,0.00459565,0.36292048,1.90767109,1.00988929,0.02633582,1.13697792
-4.78739370,2.86056504,1.29563943,0.45138711,0.00436120,0.35357185,1.87652717,1.02929977,0.02620021,1.11905141
-4.78139070,2.84517481,1.29116415,0.44603678,0.00418200,0.34393242,1.84348773,1.04880437,0.02603881,1.10078125
-4.77538769,2.82888089,1.28266241,0.44077076,0.00405458,0.33414195,1.80893480,1.06787547,0.02585287,1.08218928
-4.76938469,2.81142939,1.27015163,0.43549381,0.00397504,0.32435788,1.77335094,1.08601108,0.02564440,1.06336886
-4.76338169,2.79267784,1.25372828,0.43012427,0.00393914,0.31474945,1.73729542,1.10274601,0.02541615,1.04447550
-4.75737869,2.77259116,1.23355956,0.42459421,0.00394248,0.30549211,1.70138051,1.11766336,0.02517158,1.02571677
-4.75137569,2.75123858,1.20987443,0.41884950,0.00398059,0.29676256,1.66624911,1.13040629,0.02491488,1.00734243
-4.74537269,2.72879215,1.18295472,0.41284975,0.00404902,0.28873460,1.63255463,1.14068943,0.02465113,0.98963516
-4.73936968,2.70552702,1.15312638,0.40656842,0.00414346,0.28157606,1.60094392,1.14830973,0.02438640,0.97290250
-4.73336668,2.68182347,1.12075147,0.39999294,0.00425978,0.27544675,1.57204371,1.15315610,0.02412801,0.95747026
-4.72736368,2.65817046,1.08622077,0.39312519,0.00439413,0.27049764,1.54645075,1.15521762,0.02388481,0.94367768
-4.72136068,2.63517029,1.04994724,0.38598199,0.00454294,0.26687108,1.52472576,1.15458966,0.02366750,0.93187431
-4.71535768,2.61354363,1.01236027,0.37859589,0.00470303,0.26470199,1.50739082,1.15147769,0.02348901,0.92241860
-4.70935468,2.59413411,0.97390048,0.37101587,0.00487158,0.26411987,1.49492971,1.14619846,0.02336482,0.91567790
-4.70335168,2.57791178,0.93501512,0.36330816,0.00504617,0.26525135,1.48779076,1.13917829,0.02331339,0.91202965
-4.69734867,2.56597435,0.89615365,0.35555682,0.00522482,0.26822309,1.48639131,1.13094834,0.02335643,0.91186321
-4.69134567,2.55954540,0.85776343,0.34786408,0.00540596,0.27316468,1.49112315,1.12213697,0.02351922,0.91558195
-4.68534267,2.55996888,0.82028539,0.34035031,0.00558848,0.28021127,1.50235803,1.11345916,0.02383077,0.92360506
-4.67933967,2.56869902,0.78414940,0.33315349,0.00577164,0.28950567,1.52045268,1.10570315,0.02432387,0.93636860
-4.67333667,2.58728522,0.74976945,0.32642809,0.00595512,0.30119966,1.54575238,1.09971475,0.02503506,0.95432521
-4.66733367,2.61735147,0.71753842,0.32034331,0.00613899,0.31545418,1.57859272,1.09637945,0.02600437,0.97794208
-4.66133067,2.66057012,0.68782274,0.31508064,0.00632361,0.33243834,1.61929905,1.09660281,0.02727488,1.00769688
-4.65532766,2.71862988,0.66095687,0.31083072,0.00650968,0.35232707,1.66818310,1.10128953,0.02889209,1.04407116
-4.64932466,2.79319832,0.63723774,0.30778952,0.00669810,0.37529724,1.72553678,1.11132161,0.03090307,1.08754117
-4.64332166,2.88587913,0.61691947,0.30615392,0.00688997,0.40152240,1.79162303,1.12753606,0.03335536,1.13856596
