energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.10555278,0.70291209,0.00411899,0.03568081,0.24347285,0.06631204,0.00365800,0.38647068
-5.09954977,0.66362184,0.00358040,0.03363123,0.23120459,0.06310859,0.00322104,0.36485710
-5.09354677,0.62888287,0.00309930,0.03153322,0.22056689,0.06042888,0.00284509,0.34628107
-5.08754377,0.59909283,0.00267506,0.02942325,0.21169731,0.05830796,0.00253103,0.33093033
-5.08154077,0.57457258,0.00230645,0.02733669,0.20470467,0.05677236,0.00227958,0.31894499
-5.07553777,0.55555884,0.00199182,0.02530695,0.19966629,0.05583934,0.00209146,0.31041448
-5.06953477,0.54219885,0.00172928,0.02336482,0.19662584,0.05551641,0.00196750,0.30537552
-5.06353177,0.53454716,0.00151682,0.02153789,0.19559207,0.05580091,0.00190878,0.30381117
-5.05752876,0.53256467,0.00135248,0.01985017,0.19653838,0.05667994,0.00191666,0.30565098
-5.05152576,0.53611988,0.00123449,0.01832190,0.19940323,0.05813048,0.00199290,0.31077228
-5.04552276,0.54499252,0.00116137,0.01696945,0.20409151,0.06011974,0.00213965,0.31900264
-5.03951976,0.55887936,0.00113198,0.01580541,0.21047686,0.06260579,0.00235945,0.33012351
-5.03351676,0.57740217,0.00114565,0.01483880,0.21840475,0.06553843,0.00265516,0.34387498
-5.02751376,0.60011769,0.00120211,0.01407534,0.22769647,0.06886034,0.00302992,0.35996169
-5.02151076,0.62652925,0.00130161,0.01351777,0.23815380,0.07250840,0.00348698,0.37805963
-5.01550775,0.65609986,0.00144481,0.01316627,0.24956426,0.07641527,0.00402956,0.39782380
-5.00950475,0.68826626,0.00163277,0.01301882,0.26170680,0.08051105,0.00466071,0.41889653
-5.00350175,0.72245366,0.00186689,0.01307161,0.27435773,0.08472510,0.00538308,0.44091617
-4.99749875,0.75809048,0.00214882,0.01331935,0.28729672,0.08898791,0.00619874,0.46352592
-4.99149575,0.79462284,0.00248035,0.01375562,0.30031265,0.09323287,0.00710900,0.48638252
-4.98549275,0.83152812,0.00286332,0.01437309,0.31320903,0.09739809,0.00811424,0.50916450
-4.97948974,0.86832730,0.00329945,0.01516374,0.32580895,0.10142794,0.00921373,0.53157969
-4.97348674,0.90459548,0.00379028,0.01611898,0.33795924,0.10527448,0.01040553,0.55337174
-4.96748374,0.93997042,0.00433701,0.01722976,0.34953373,0.10889854,0.01168640,0.57432546
-4.96148074,0.97415870,0.00494041,0.01848664,0.36043560,0.11227062,0.01305177,0.59427061
-4.95547774,1.00693943,0.00560067,0.01987978,0.37059854,0.11537127,0.01449578,0.61308434
-4.94947474,1.03816537,0.00631739,0.02139898,0.37998696,0.11819134,0.01601130,0.63069185
-4.94347174,1.06776154,0.00708947,0.02303370,0.38859501,0.12073166,0.01759008,0.64706551
-4.93746873,1.09572142,0.00791508,0.02477308,0.39644474,0.12300257,0.01922284,0.66222238
-4.93146573,1.12210101,0.00879173,0.02660595,0.40358322,0.12502298,0.02089952,0.67622036
-4.92546273,1.14701098,0.00971622,0.02852097,0.41007905,0.12681928,0.02260942,0.68915293
-4.91945973,1.17060735,0.01068477,0.03050670,0.41601815,0.12842398,0.02434139,0.70114296
-4.91345673,1.19308104,0.01169315,0.03255179,0.42149929,0.12987414,0.02608407,0.71233565
-4.90745373,1.21464671,0.01273678,0.03464512,0.42662927,0.13120983,0.02782600,0.72289095
-4.90145073,1.23553136,0.01381092,0.03677610,0.43151813,0.13247241,0.02955580,0.73297572
-4.89544772,1.25596320,0.01491090,0.03893484,0.43627455,0.13370296,0.03126225,0.74275599
-4.88944472,1.27616099,0.01603230,0.04111245,0.44100153,0.13494071,0.03293433,0.75238957
-4.88344172,1.29632445,0.01717119,0.04330130,0.44579257,0.13622168,0.03456125,0.76201921
-4.87743872,1.31662595,0.01832431,0.04549522,0.45072848,0.13757750,0.03613243,0.77176675
-4.87143572,1.33720383,0.01948931,0.04768976,0.45587485,0.13903444,0.03763743,0.78172829
-4.86543272,1.35815751,0.02066484,0.04988229,0.46128031,0.14061270,0.03906588,0.79197067
-4.85942971,1.37954455,0.02185073,0.05207214,0.46697565,0.14232604,0.04040742,0.80252939
-4.85342671,1.40137976,0.02304799,0.05426058,0.47297370,0.14418155,0.04165165,0.81340797
-4.84742371,1.42363632,0.02425882,0.05645073,0.47926998,0.14617984,0.04278810,0.82457882
-4.84142071,1.44624875,0.02548651,0.05864743,0.48584415,0.14831537,0.04380628,0.83598566
-4.83541771,1.46911761,0.02673526,0.06085693,0.49266196,0.15057705,0.04469572,0.84754709
-4.82941471,1.49211559,0.02800995,0.06308649,0.49967783,0.15294898,0.04544618,0.85916152
-4.82341171,1.51509473,0.02931580,0.06534395,0.50683773,0.15541137,0.04604783,0.87071288
-4.81740870,1.53789424,0.03065795,0.06763714,0.51408222,0.15794147,0.04649155,0.88207702
-4.81140570,1.56034861,0.03204104,0.06997322,0.52134965,0.16051461,0.04676926,0.89312838
-4.80540270,1.58229550,0.03346871,0.07235809,0.52857914,0.16310514,0.04687426,0.90374669
-4.79939970,1.60358304,0.03494311,0.07479561,0.53571331,0.16568738,0.04680167,0.91382322
-4.79339670,1.62407613,0.03646438,0.07728695,0.54270066,0.16823640,0.04654872,0.92326644
-4.78739370,1.64366150,0.03803023,0.07983001,0.54949743,0.17072874,0.04611513,0.93200661
-4.78139070,1.66225125,0.03963559,0.08241881,0.55606888,0.17314292,0.04550340,0.93999930
-4.77538769,1.67978484,0.04127226,0.08504315,0.56239002,0.17545987,0.04471897,0.94722754
-4.76938469,1.69622961,0.04292884,0.08768834,0.56844572,0.17766321,0.04377034,0.95370256
-4.76338169,1.71157976,0.04459067,0.09033518,0.57423041,0.17973937,0.04266904,0.95946323
-4.75737869,1.72585427,0.04624002,0.09296010,0.57974719,0.18167771,0.04142957,0.96457420
-4.75137569,1.73909379,0.04785642,0.09553566,0.58500675,0.18347052,0.04006908,0.96912292
-4.74537269,1.75135711,0.04941711,0.09803113,0.59002598,0.18511305,0.03860714,0.97321577
-4.73936968,1.76271726,0.05089778,0.10041344,0.59482658,0.18660348,0.03706522,0.97697361
-4.73336668,1.77325780,0.05227326,0.10264825,0.59943366,0.18794301,0.03546627,0.98052686
-4.72736368,1.78306941,0.05351847,0.10470121,0.60387445,0.18913593,0.03383414,0.98401057
-4.72136068,1.79224708,0.05460935,0.10653937,0.60817725,0.19018976,0.03219299,0.98755951
-4.71535768,1.80088787,0.05552385,0.10813260,0.61237064,0.19111535,0.03056677,0.99130366
-4.70935468,1.80908942,0.05624283,0.10945499,0.61648291,0.19192714,0.02897859,0.99536414
-4.70335168,1.81694895,0.05675094,0.11048623,0.62054177,0.19264318,0.02745021,0.99984970
-4.69734867,1.82456275,0.05703737,0.11121276,0.62457429,0.19328524,0.02600155,1.00485389
-4.69134567,1.83202584,0.05709635,0.11162872,0.62860691,0.19387871,0.02465031,1.01045280
-4.68534267,1.83943172,0.05692755,0.11173661,0.63266564,0.19445242,0.02341153,1.01670347
-4.67933967,1.84687191,0.05653614,0.11154765,0.63677625,0.19503819,0.02229739,1.02364290
-4.67333667,1.85443511,0.05593274,0.11108175,0.64096437,0.19567023,0.02131696,1.03128749
-4.66733367,1.86220594,0.05513303,0.11036712,0.64525564,0.19638432,0.02047610,1.03963310
-4.66133067,1.87026327,0.05415715,0.10943957,0.64967561,0.19721679,0.01977737,1.04865536
-4.65532766,1.87867797,0.05302898,0.10834145,0.65424968,0.19820336,0.01922010,1.05831060
-4.64932466,1.88751052,0.05177522,0.10712029,0.65900286,0.19937785,0.01880043,1.06853695
-4.64332166,1.89680839,0.05042436,0.10582733,0.66395945,0.20077080,0.01851153,1.07925597
-4.63731866,1.90660356,0.04900566,0.10451576,0.66914271,0.20240823,0.01834375,1.09037458
-4.63131566,1.91691037,0.04754809,0.10323903,0.67457449,0.20431038,0.01828497,1.10178732
-4.62531266,1.92772388,0.04607934,0.10204909,0.68027485,0.20649065,0.01832089,1.11337902
-4.61930965,1.93901895,0.04462499,0.10099473,0.68626166,0.20895484,0.01843545,1.12502764
-4.61330665,1.95075012,0.04320779,0.10012011,0.69255021,0.21170058,0.01861123,1.13660740
-4.60730365,1.96285225,0.04184711,0.09946345,0.69915275,0.21471713,0.01882997,1.14799192
-4.60130065,1.97524203,0.04055863,0.09905599,0.70607793,0.21798552,0.01907300,1.15905739
-4.59529765,1.98781995,0.03935423,0.09892121,0.71333015,0.22147898,0.01932180,1.16968543
-4.58929465,2.00047273,0.03824201,0.09907436,0.72090862,0.22516372,0.01955845,1.17976569
-4.58329165,2.01307590,0.03722655,0.09952226,0.72880628,0.22899983,0.01976615,1.18919784
-4.57728864,2.02549621,0.03630933,0.10026333,0.73700836,0.23294255,0.01992965,1.19789293
-4.57128564,2.03759364,0.03548913,0.10128794,0.74549080,0.23694348,0.02003561,1.20577397
-4.56528264,2.04922291,0.03476269,0.10257883,0.75421835,0.24095196,0.02007299,1.21277565
-4.55927964,2.06023421,0.03412523,0.10411187,0.76314259,0.24491635,0.02003323,1.21884323
-4.55327664,2.07047324,0.03357104,0.10585681,0.77220000,0.24878520,0.01991045,1.22393077
-4.54727364,2.07978062,0.03309402,0.10777815,0.78131010,0.25250841,0.01970146,1.22799866
-4.54127064,2.08799083,0.03268814,0.10983617,0.79037405,0.25603808,0.01940576,1.23101077
-4.53526763,2.09493099,0.03234782,0.11198786,0.79927372,0.25932925,0.01902539,1.23293153
-4.52926463,2.10041979,0.03206816,0.11418794,0.80787164,0.26234048,0.01856470,1.23372310
-4.52326163,2.10426708,0.03184515,0.11638988,0.81601181,0.26503423,0.01803009,1.23334302
-4.51725863,2.10627430,0.03167570,0.11854689,0.82352176,0.26737718,0.01742959,1.23174266
-4.51125563,2.10623630,0.03155763,0.12061292,0.83021568,0.26934040,0.01677257,1.22886656
-4.50525263,2.10394473,0.03148958,0.12254360,0.83589893,0.27089960,0.01606923,1.22465311
-4.49924962,2.09919311,0.03147080,0.12429717,0.84037367,0.27203521,0.01533026,1.21903640
-4.49324662,2.09178364,0.03150104,0.12583542,0.84344554,0.27273270,0.01456644,1.21194942
-4.48724362,2.08153562,0.03158028,0.12712450,0.84493130,0.27298280,0.01378824,1.20332850
-4.48124062,2.06829508,0.03170858,0.12813574,0.84466683,0.27278187,0.01300559,1.19311867
-4.47523762,2.05194527,0.03188582,0.12884635,0.84251550,0.27213228,0.01222759,1.18127985
-4.46923462,2.03241740,0.03211159,0.12924005,0.83837620,0.27104279,0.01146233,1.16779327
-4.46323162,2.00970090,0.03238504,0.12930755,0.83219084,0.26952901,0.01071681,1.15266794
-4.45722861,1.98385262,0.03270478,0.12904690,0.82395070,0.26761367,0.00999686,1.13594650
-4.45122561,1.95500432,0.03306879,0.12846364,0.81370148,0.26532686,0.00930721,1.11771022
-4.44522261,1.92336762,0.03347441,0.12757079,0.80154646,0.26270605,0.00865147,1.09808263
-4.43921961,1.88923620,0.03391831,0.12638860,0.78764773,0.25979593,0.00803231,1.07723144
-4.43321661,1.85298466,0.03439653,0.12494415,0.77222525,0.25664794,0.00745156,1.05536863
-4.42721361,1.81506397,0.03490445,0.12327069,0.75555360,0.25331961,0.00691035,1.03274847
-4.42121061,1.77599350,0.03543689,0.12140679,0.73795662,0.24987357,0.00640926,1.00966344
-4.41520760,1.73634975,0.03598812,0.11939537,0.71979996,0.24637629,0.00594847,0.98643826
-4.40920460,1.69675229,0.03655192,0.11728254,0.70148178,0.24289663,0.00552790,0.96342208
-4.40320160,1.65784729,0.03712167,0.11511637,0.68342209,0.23950417,0.00514726,0.94097924
-4.39719860,1.62028932,0.03769038,0.11294562,0.66605083,0.23626746,0.00480619,0.91947891
-4.39119560,1.58472216,0.03825078,0.11081839,0.64979545,0.23325217,0.00450428,0.89928403
-4.38519260,1.55175945,0.03879541,0.10878085,0.63506814,0.23051928,0.00424107,0.88074012
-4.37918959,1.52196577,0.03931667,0.10687607,0.62225343,0.22812331,0.00401609,0.86416417
-4.37318659,1.49583915,0.03980695,0.10514291,0.61169648,0.22611079,0.00382878,0.84983437
-4.36718359,1.47379542,0.04025870,0.10361507,0.60369250,0.22451884,0.00367853,0.83798088
-4.36118059,1.45615525,0.04066449,0.10232035,0.59847779,0.22337413,0.00356455,0.82877809
-4.35517759,1.44313420,0.04101717,0.10128004,0.59622256,0.22269200,0.00348589,0.82233864
-4.34917459,1.43483632,0.04130988,0.10050861,0.59702601,0.22247613,0.00344136,0.81870961
-4.34317159,1.43125144,0.04153615,0.10001353,0.60091371,0.22271836,0.00342954,0.81787081
-4.33716858,1.43225638,0.04169002,0.09979536,0.60783753,0.22339910,0.00344871,0.81973548
-4.33116558,1.43762012,0.04176604,0.09984804,0.61767802,0.22448797,0.00349696,0.82415334
-4.32516258,1.44701269,0.04175936,0.10015938,0.63024941,0.22594489,0.00357213,0.83091599
-4.31915958,1.46001774,0.04166581,0.10071171,0.64530682,0.22772152,0.00367195,0.83976442
-4.31315658,1.47614826,0.04148195,0.10148274,0.66255567,0.22976299,0.00379409,0.85039857
-4.30715358,1.49486497,0.04120517,0.10244652,0.68166289,0.23200995,0.00393629,0.86248846
