energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90395198,5.65854235,-6.31548416,0.02131026,-0.02716754,0.00000000,-0.00000000,2.22604003,-2.32463767,0.99762356,-1.16715523,0.02334904,-0.02519412,1.28380185,-1.34753585,0.14389751,-0.15831588,1.90953342,-2.20907667
-5.89794897,5.66896778,-6.27867713,0.02189089,-0.02691019,0.00000000,-0.00000000,2.25192366,-2.33508912,0.99500453,-1.16147182,0.02225793,-0.02458875,1.28788810,-1.34086009,0.14374841,-0.15737880,1.91353334,-2.19517693
-5.89194597,5.67792282,-6.23529432,0.02245713,-0.02657723,0.00000000,-0.00000000,2.27570958,-2.34237260,0.99323247,-1.15518266,0.02123090,-0.02404047,1.29240758,-1.33417922,0.14337472,-0.15616387,1.91598770,-2.17729984
-5.88594297,5.68503771,-6.18535331,0.02299656,-0.02617100,0.00000000,-0.00000000,2.29722280,-2.34640375,0.99238903,-1.14823509,0.02027114,-0.02353814,1.29743710,-1.32749285,0.14278347,-0.15469968,1.91653034,-2.15547157
-5.87993997,5.69007242,-6.12917738,0.02349687,-0.02569592,0.00000000,-0.00000000,2.31633089,-2.34718507,0.99257235,-1.14063877,0.01938191,-0.02307181,1.30306077,-1.32083522,0.14198694,-0.15302112,1.91486870,-2.12985982
-5.87393697,5.69291694,-6.06737422,0.02394624,-0.02515835,0.00000000,-0.00000000,2.33293881,-2.34479647,0.99389509,-1.13246571,0.01856649,-0.02263307,1.30936423,-1.31427038,0.14100219,-0.15116803,1.91079221,-2.10076621
-5.86793397,5.69358758,-6.00080422,0.02433365,-0.02456629,0.00000000,-0.00000000,2.34698245,-2.33938288,0.99648214,-1.12384825,0.01782809,-0.02221527,1.31642898,-1.30788634,0.13985052,-0.14918371,1.90417782,-2.06861339
-5.86193097,5.69221965,-5.93054025,0.02464926,-0.02392915,0.00000000,-0.00000000,2.35842143,-2.33113994,1.00046777,-1.11497488,0.01716980,-0.02181370,1.32432707,-1.30178870,0.13855674,-0.14711340,1.89499259,-2.03392786
-5.85592796,5.68905657,-5.85782125,0.02488475,-0.02325734,0.00000000,-0.00000000,2.36723156,-2.32029846,1.00599252,-1.10608435,0.01659450,-0.02142576,1.33311636,-1.29609388,0.13714844,-0.14500261,1.88329333,-1.99731948
-5.84992496,5.68443595,-5.78400218,0.02503360,-0.02256195,0.00000000,-0.00000000,2.37339766,-2.30710886,1.01319956,-1.09745821,0.01610482,-0.02105092,1.34283628,-1.29092247,0.13565511,-0.14289561,1.86922321,-1.95945873
-5.84392196,5.67877280,-5.71050274,0.02509129,-0.02185440,0.00000000,-0.00000000,2.37690716,-2.29182641,1.02223059,-1.08941200,0.01570306,-0.02069077,1.35350444,-1.28639297,0.13410732,-0.14083398,1.85300568,-1.92105303
-5.83791896,5.67254061,-5.63875723,0.02505547,-0.02114605,0.00000000,-0.00000000,2.37774497,-2.27469827,1.03322138,-1.08228568,0.01539113,-0.02034889,1.36511392,-1.28261621,0.13253579,-0.13885532,1.83493573,-1.88282296
-5.83191596,5.66625058,-5.57016753,0.02492604,-0.02044794,0.00000000,-0.00000000,2.37588996,-2.25595276,1.04629692,-1.07643329,0.01517053,-0.02003067,1.37763154,-1.27969070,0.13097051,-0.13699223,1.81536904,-1.84547971
-5.82591296,5.66042982,-5.50606110,0.02470515,-0.01977047,0.00000000,-0.00000000,2.37131332,-2.23579167,1.06156623,-1.07221243,0.01504228,-0.01974314,1.39099683,-1.27769902,0.12943986,-0.13527146,1.79470920,-1.80970426
-5.81990995,5.65559917,-5.44765487,0.02439710,-0.01912319,0.00000000,-0.00000000,2.36397897,-2.21438571,1.07911709,-1.06997368,0.01500691,-0.01949464,1.40512195,-1.27670541,0.12796977,-0.13371336,1.77339363,-1.77612920
-5.81390695,5.65225138,-5.39602614,0.02400821,-0.01851461,0.00000000,-0.00000000,2.35384587,-2.19187315,1.09901069,-1.07005029,0.01506436,-0.01929456,1.41989253,-1.27675444,0.12658297,-0.13233163,1.75187869,-1.74532348
-5.80790395,5.65083042,-5.35209045,0.02354657,-0.01795211,0.00000000,-0.00000000,2.34087224,-2.16836148,1.12127660,-1.07274838,0.01521402,-0.01915291,1.43516916,-1.27787081,0.12529828,-0.13113324,1.73062440,-1.71778038
-5.80190095,5.65171275,-5.31658638,0.02302175,-0.01744186,0.00000000,-0.00000000,2.32502129,-2.14393172,1.14590815,-1.07833772,0.01545460,-0.01907996,1.45078990,-1.28006002,0.12413003,-0.13011866,1.71007953,-1.69390870
-5.79589795,5.65519131,-5.29006661,0.02244453,-0.01698877,0.00000000,-0.00000000,2.30626813,-2.11864474,1.17285851,-1.08704341,0.01578414,-0.01908586,1.46657339,-1.28330976,0.12308756,-0.12928225,1.69066747,-1.67402696
-5.78989495,5.66146289,-5.27289457,0.02182649,-0.01659657,0.00000000,-0.00000000,2.28460743,-2.09254897,1.20203780,-1.09903845,0.01619993,-0.01918014,1.48232277,-1.28759176,0.12217495,-0.12861280,1.67277335,-1.65836044
-5.78389195,5.67061943,-5.26524538,0.02117971,-0.01626780,0.00000000,-0.00000000,2.26006117,-2.06568867,1.23331133,-1.11443729,0.01669845,-0.01937134,1.49783019,-1.29286395,0.12139078,-0.12809422,1.65673296,-1.64704057
-5.77788894,5.68264379,-5.26711033,0.02051639,-0.01600394,0.00000000,-0.00000000,2.23268616,-2.03811211,1.26649934,-1.13329053,0.01727532,-0.01966658,1.51288188,-1.29907255,0.12072815,-0.12770628,1.64282380,-1.64010626
-5.77188594,5.69741014,-5.27830357,0.01984859,-0.01580548,0.00000000,-0.00000000,2.20258068,-2.00987887,1.30137819,-1.15558073,0.01792523,-0.02007117,1.52726367,-1.30615396,0.12017479,-0.12742539,1.63125851,-1.63750689
-5.76588294,5.71468901,-5.29847037,0.01918785,-0.01567202,0.00000000,-0.00000000,2.16988983,-1.98106574,1.33768324,-1.18121950,0.01864189,-0.02058828,1.54076686,-1.31403631,0.11971344,-0.12722535,1.62218085,-1.63910630
-5.75987994,5.73415704,-5.32709614,0.01854507,-0.01560235,0.00000000,-0.00000000,2.13480931,-1.95177074,1.37511332,-1.21004577,0.01941801,-0.02121857,1.55319420,-1.32264044,0.11932227,-0.12707809,1.61566440,-1.64468783
-5.75387694,5.75541070,-5.36351589,0.01793024,-0.01559459,0.00000000,-0.00000000,2.09758716,-1.92211499,1.41333672,-1.24182556,0.02024519,-0.02196001,1.56436587,-1.33188041,0.11897555,-0.12695437,1.61171374,-1.65395984
-5.74787394,5.77798369,-5.40692385,0.01735235,-0.01564626,0.00000000,-0.00000000,2.05852359,-1.89224235,1.45199852,-1.27625304,0.02111402,-0.02280767,1.57412531,-1.34166343,0.11864441,-0.12682440,1.61026813,-1.66656191
-5.74187094,5.80136704,-5.45638359,0.01681934,-0.01575432,0.00000000,-0.00000000,2.01796855,-1.86231695,1.49072901,-1.31295317,0.02201398,-0.02375364,1.58234457,-1.35188933,0.11829770,-0.12665835,1.61120736,-1.68207146
-5.73586793,5.82503100,-5.51083871,0.01633801,-0.01591529,0.00000000,-0.00000000,1.97631736,-1.83251882,1.52915284,-1.35148587,0.02293356,-0.02478698,1.58892904,-1.36244971,0.11790298,-0.12642684,1.61435933,-1.70001095
-5.72986493,5.84844758,-5.56912477,0.01591408,-0.01612529,0.00000000,-0.00000000,1.93400437,-1.80303796,1.56689852,-1.39135179,0.02386031,-0.02589387,1.59382137,-1.37322685,0.11742752,-0.12610136,1.61950904,-1.71985580
-5.72386193,5.87111256,-5.62998275,0.01555224,-0.01638005,0.00000000,-0.00000000,1.89149501,-1.77406747,1.60360781,-1.43199967,0.02478096,-0.02705772,1.59700428,-1.38409272,0.11683932,-0.12565467,1.62640849,-1.74104297
-5.71785893,5.89256585,-5.69207483,0.01525616,-0.01667502,0.00000000,-0.00000000,1.84927637,-1.74579605,1.63894468,-1.47283527,0.02568157,-0.02825951,1.59850209,-1.39490815,0.11610812,-0.12506108,1.63478687,-1.76298046
-5.71185593,5.91240887,-5.75400262,0.01502865,-0.01700536,0.00000000,-0.00000000,1.80784678,-1.71840064,1.67260326,-1.51323182,0.02654772,-0.02947811,1.59838090,-1.40552235,0.11520634,-0.12429684,1.64436070,-1.78505776
-5.70585293,5.93031817,-5.81432817,0.01487164,-0.01736599,0.00000000,-0.00000000,1.76770461,-1.69203947,1.70431448,-1.55254176,0.02736478,-0.03069077,1.59674720,-1.41577307,0.11410996,-0.12334042,1.65484313,-1.80665707
-5.69984992,5.94605415,-5.87159780,0.01478630,-0.01775166,0.00000000,-0.00000000,1.72933656,-1.66684603,1.73385110,-1.59010964,0.02811818,-0.03187363,1.59374484,-1.42548739,0.11279924,-0.12217286,1.66595234,-1.82716538
-5.69384692,5.95946449,-5.92436841,0.01477306,-0.01815691,0.00000000,-0.00000000,1.69320600,-1.64292442,1.76103083,-1.62528588,0.02879367,-0.03300235,1.58955049,-1.43448329,0.11125933,-0.12077808,1.67741826,-1.84598708
-5.68784392,5.97048182,-5.97123572,0.01483163,-0.01857618,0.00000000,-0.00000000,1.65974134,-1.62034602,1.78571752,-1.65744109,0.02937770,-0.03405267,1.58436756,-1.44257197,0.10948068,-0.11914328,1.68898769,-1.86255678
-5.68184092,5.97911582,-6.01086385,0.01496098,-0.01900383,0.00000000,-0.00000000,1.62932498,-1.59914784,1.80782026,-1.68598045,0.02985773,-0.03500112,1.57841876,-1.44956093,0.10745933,-0.11725916,1.70042734,-1.87635203
-5.67583792,5.98543994,-6.04201497,0.01515933,-0.01943416,0.00000000,-0.00000000,1.60228293,-1.57933238,1.82729075,-1.71035796,0.03022259,-0.03582567,1.57193764,-1.45525774,0.10519692,-0.11512037,1.71152506,-1.88690544
-5.66983492,5.98957375,-6.06357831,0.01542408,-0.01986146,0.00000000,-0.00000000,1.57887557,-1.56086899,1.84411883,-1.73008988,0.03046275,-0.03650629,1.56515930,-1.45947426,0.10270064,-0.11272567,1.72208915,-1.89381575
-5.66383192,5.99166176,-6.07459704,0.01575174,-0.02028004,0.00000000,-0.00000000,1.55928963,-1.54369641,1.85832697,-1.74476710,0.03057069,-0.03702561,1.55831081,-1.46203133,0.09998292,-0.11007824,1.73194609,-1.89675740
-5.65782891,5.99185042,-6.07429210,0.01613790,-0.02068428,0.00000000,-0.00000000,1.54363185,-1.52772645,1.86996370,-1.75406594,0.03054108,-0.03736935,1.55160173,-1.46276350,0.09706101,-0.10718575,1.74093704,-1.89548814
-5.65182591,5.99026479,-6.06208196,0.01657712,-0.02106867,0.00000000,-0.00000000,1.53192451,-1.51284827,1.87909688,-1.75775708,0.03037103,-0.03752675,1.54521524,-1.46152381,0.09395640,-0.10406049,1.74891359,-1.88985445
-5.64582291,5.98698673,-6.03759735,0.01706292,-0.02142782,0.00000000,-0.00000000,1.52410318,-1.49893326,1.88580715,-1.75571222,0.03006018,-0.03749089,1.53930043,-1.45818829,0.09069414,-0.10071922,1.75573321,-1.87979435
-5.63981991,5.98203655,-6.00069058,0.01758775,-0.02175653,0.00000000,-0.00000000,1.52001703,-1.48584003,1.89018220,-1.74790843,0.02961078,-0.03725883,1.53396622,-1.45266004,0.08730212,-0.09718307,1.76125510,-1.86533771
-5.63381691,5.97535983,-5.95143901,0.01814304,-0.02204981,0.00000000,-0.00000000,1.51943185,-1.47341945,1.89231239,-1.73442985,0.02902769,-0.03683170,1.52927738,-1.44487279,0.08381026,-0.09347715,1.76533688,-1.84660385
-5.62781391,5.96682102,-5.89014276,0.01871926,-0.02230295,0.00000000,-0.00000000,1.52203603,-1.46151946,1.89228809,-1.71546687,0.02831823,-0.03621461,1.52525307,-1.43479372,0.08024971,-0.08963016,1.76783280,-1.82379676
-5.62181091,5.95620502,-5.81731698,0.01930604,-0.02251154,0.00000000,-0.00000000,1.52744971,-1.44998970,1.89019920,-1.69131288,0.02749207,-0.03541645,1.52186811,-1.42242558,0.07665211,-0.08567384,1.76859372,-1.79719815
-5.61580790,5.94322757,-5.73367922,0.01989238,-0.02267158,0.00000000,-0.00000000,1.53523690,-1.43868569,1.88613695,-1.66235863,0.02656092,-0.03444960,1.51905715,-1.40780804,0.07304882,-0.08164229,1.76746932,-1.76715865
-5.60980490,5.92755461,-5.64013288,0.02046686,-0.02277947,0.00000000,-0.00000000,1.54492063,-1.42747273,1.88019803,-1.62908465,0.02553830,-0.03332950,1.51672168,-1.39101827,0.06947030,-0.07757128,1.76431260,-1.73408778
-5.60380190,5.90883026,-5.53774750,0.02101799,-0.02283218,0.00000000,-0.00000000,1.55600067,-1.41622956,1.87249094,-1.59205192,0.02443912,-0.03207419,1.51473978,-1.37217094,0.06594557,-0.07349748,1.75898671,-1.69844297
-5.59779890,5.88671237,-5.42773720,0.02153444,-0.02282726,0.00000000,-0.00000000,1.56797346,-1.40485171,1.86314410,-1.55189124,0.02327933,-0.03070376,1.51297804,-1.35141756,0.06250179,-0.06945767,1.75137383,-1.66071841
-5.59179590,5.86091400,-5.31143831,0.02200550,-0.02276293,0.00000000,-0.00000000,1.58035341,-1.39325481,1.85231534,-1.50929172,0.02207555,-0.02923977,1.51130530,-1.32894541,0.05916396,-0.06548800,1.74138575,-1.62143400
-5.58579290,5.83124857,-5.19028711,0.02242140,-0.02263821,0.00000000,-0.00000000,1.59269497,-1.38137780,1.84020206,-1.46498880,0.02084460,-0.02770467,1.50960736,-1.30497610,0.05595471,-0.06162327,1.72897553,-1.58112506
-5.57978989,5.79767602,-5.06579873,0.02277368,-0.02245295,0.00000000,-0.00000000,1.60461424,-1.36918617,1.82705115,-1.41975207,0.01960318,-0.02612122,1.50780196,-1.27976396,0.05289431,-0.05789633,1.71414948,-1.54033294
-5.57378689,5.76034693,-4.93954780,0.02305552,-0.02220793,0.00000000,-0.00000000,1.61580933,-1.35667522,1.81316801,-1.37437345,0.01836747,-0.02451197,1.50585293,-1.25359423,0.05000066,-0.05433754,1.69697882,-1.49959706
-5.56778389,5.71964146,-4.81315135,0.02326211,-0.02190494,0.00000000,-0.00000000,1.62607811,-1.34387330,1.79892365,-1.32965572,0.01715285,-0.02289873,1.50378287,-1.22678124,0.04728949,-0.05097438,1.67760982,-1.45944832
-5.56178089,5.67620004,-4.68825405,0.02339079,-0.02154678,0.00000000,-0.00000000,1.63533243,-1.33084502,1.78475898,-1.28640187,0.01597360,-0.02130221,1.50168314,-1.19966646,0.04477452,-0.04783120,1.65627193,-1.42040405
-5.55577789,5.63094288,-4.56651573,0.02344130,-0.02113736,0.00000000,-0.00000000,1.64360778,-1.31769424,1.77118578,-1.24540513,0.01484275,-0.01974163,1.49972060,-1.17261655,0.04246780,-0.04492907,1.63328276,-1.38296437
-5.54977489,5.58507593,-4.44960077,0.02341584,-0.02068162,0.00000000,-0.00000000,1.65106751,-1.30456660,1.75878343,-1.20743988,0.01377185,-0.01823445,1.49814019,-1.14602119,0.04037994,-0.04228577,1.60904947,-1.34760979
-5.54377189,5.54008155,-4.33916875,0.02331901,-0.02018558,0.00000000,-0.00000000,1.65800100,-1.29165150,1.74819125,-1.17325322,0.01277095,-0.01679622,1.49726309,-1.12029069,0.03852039,-0.03991592,1.58406589,-1.31479976
-5.53776888,5.49769296,-4.23686551,0.02315778,-0.01965630,0.00000000,-0.00000000,1.66481555,-1.27918320,1.74009618,-1.14355723,0.01184853,-0.01544047,1.49748001,-1.09585317,0.03689771,-0.03783119,1.55890518,-1.28497184
-5.53176588,5.45985219,-4.14431373,0.02294119,-0.01910173,0.00000000,-0.00000000,1.67202183,-1.26744067,1.73521598,-1.11902162,0.01101151,-0.01417865,1.49923966,-1.07315114,0.03551974,-0.03604048,1.53420796,-1.25854111
-5.52576288,5.42865263,-4.06310217,0.02268013,-0.01853069,0.00000000,-0.00000000,1.68021328,-1.25674611,1.73427821,-1.10026665,0.01026529,-0.01302023,1.50303280,-1.05263739,0.03439371,-0.03455031,1.51066607,-1.23589944
-5.51975988,5.40626787,-3.99477252,0.02238689,-0.01795270,0.00000000,-0.00000000,1.69004023,-1.24746179,1.73799583,-1.08785608,0.00961388,-0.01197269,1.50937223,-1.03476996,0.03352626,-0.03336506,1.48900247,-1.21741414
-5.51375688,5.39486940,-3.94080322,0.02207474,-0.01737786,0.00000000,-0.00000000,1.70217951,-1.23998496,1.74704015,-1.08229002,0.00905994,-0.01104173,1.51876970,-1.02000602,0.03292338,-0.03248723,1.46994802,-1.20342588
-5.50775388,5.39653686,-3.90258969,0.02175748,-0.01681662,0.00000000,-0.00000000,1.71730119,-1.23474088,1.76201241,-1.08399754,0.00860491,-0.01023133,1.53171063,-1.00879476,0.03259020,-0.03191769,1.45421595,-1.19424540
-5.50175088,5.41316466,-3.88142069,0.02144883,-0.01627967,0.00000000,-0.00000000,1.73603353,-1.23217377,1.78341511,-1.09332909,0.00824916,-0.00954398,1.54862799,-1.00156906,0.03253076,-0.03165578,1.44247524,-1.19014905
-5.49574787,5.44636952,-3.87845095,0.02116202,-0.01577766,0.00000000,-0.00000000,1.75892830,-1.23273588,1.81162455,-1.11054859,0.00799203,-0.00898076,1.56987643,-0.99873617,0.03274763,-0.03169935,1.43532403,-1.19137292
-5.48974487,5.49740343,-3.89467044,0.02090923,-0.01532101,0.00000000,-0.00000000,1.78642780,-1.23687471,1.84686598,-1.13582558,0.00783200,-0.00854152,1.59570832,-1.00066744,0.03324151,-0.03204469,1.43326429,-1.19810598
-5.48374187,5.56707673,-3.93087119,0.02070118,-0.01491971,0.00000000,-0.00000000,1.81883556,-1.24501885,1.88919265,-1.16922752,0.00776671,-0.00822495,1.62625264,-1.00768748,0.03401074,-0.03268641,1.43667897,-1.21048202
-5.47773887,5.65569515,-3.98761278,0.02054672,-0.01458306,0.00000000,-0.00000000,1.85629215,-1.25756273,1.93847006,-1.21071258,0.00779303,-0.00802871,1.66149827,-1.02006282,0.03505085,-0.03361712,1.44581291,-1.22857120
-5.47173587,5.76301480,-4.06518804,0.02045259,-0.01431948,0.00000000,-0.00000000,1.89875767,-1.27485077,1.99436630,-1.26012341,0.00790714,-0.00794946,1.70128247,-1.03799081,0.03635409,-0.03482715,1.46075823,-1.25237127
-5.46573287,5.88821756,-4.16359059,0.02042316,-0.01413628,0.00000000,-0.00000000,1.94600173,-1.29716167,2.05634947,-1.31718227,0.00810450,-0.00798291,1.74528541,-1.06158882,0.03790898,-0.03630420,1.48144531,-1.28179926
-5.45972986,6.02990910,-4.28248624,0.02046038,-0.01403951,0.00000000,-0.00000000,1.99760186,-1.32469322,2.12369242,-1.38148801,0.00837992,-0.00812380,1.79303131,-1.09088460,0.03970000,-0.03803288,1.50763969,-1.31668411
-5.45372686,6.18614003,-4.42119005,0.02056378,-0.01403370,0.00000000,-0.00000000,2.05295059,-1.35754861,2.19548513,-1.45251540,0.00872753,-0.00836594,1.84389627,-1.12580802,0.04170734,-0.03999446,1.53894530,-1.35676088
-5.44772386,6.35445023,-4.57865099,0.02073058,-0.01412183,0.00000000,-0.00000000,2.11127098,-1.39572462,2.27065444,-1.52961710,0.00914079,-0.00870217,1.89712266,-1.16618482,0.04390676,-0.04216651,1.57481393,-1.40166717
-5.44172086,6.53193460,-4.75344576,0.02095594,-0.01430513,0.00000000,-0.00000000,2.17164013,-1.43910257,2.34799054,-1.61202879,0.00961251,-0.00912438,1.95183958,-1.21173282,0.04626967,-0.04452275,1.61456081,-1.45094218
-5.43571786,6.71532802,-4.94378323,0.02123320,-0.01458305,0.00000000,-0.00000000,2.23301960,-1.48744238,2.42617930,-1.69887742,0.01013487,-0.00962347,2.00708860,-1.26206083,0.04876331,-0.04703298,1.65738551,-1.50402896
-5.42971486,6.90110586,-5.14752040,0.02155430,-0.01495320,0.00000000,-0.00000000,2.29429147,-1.54038039,2.50383938,-1.78919292,0.01069946,-0.01018946,2.06185359,-1.31667077,0.05135114,-0.04966323,1.70239744,-1.56028004
-5.42371186,7.08559587,-5.36219036,0.02191018,-0.01541139,0.00000000,-0.00000000,2.35429823,-1.59743101,2.57956237,-1.88192311,0.01129735,-0.01081144,2.11509343,-1.37496295,0.05399337,-0.05237603,1.74864493,-1.61896667
-5.41770885,7.26509668,-5.58504209,0.02229118,-0.01595169,0.00000000,-0.00000000,2.41188471,-1.65799270,2.65195465,-1.97595161,0.01191914,-0.01147779,2.16577609,-1.43624473,0.05664776,-0.05513096,1.79514660,-1.67929146
-5.41170585,7.43599744,-5.81309159,0.02268756,-0.01656651,0.00000000,-0.00000000,2.46594010,-1.72135793,2.71967898,-2.07011848,0.01255514,-0.01217622,2.21291246,-1.49974234,0.05927038,-0.05788529,1.84092362,-1.74040432
-5.40570285,7.59489362,-6.04318295,0.02308982,-0.01724680,0.00000000,-0.00000000,2.51543788,-1.78672722,2.78149416,-2.16324292,0.01319548,-0.01289400,2.25558849,-1.56461570,0.06181671,-0.06059489,1.88503159,-1.80142120
-5.39969985,7.73869362,-6.27205778,0.02348918,-0.01798224,0.00000000,-0.00000000,2.55947188,-1.85322671,2.83629109,-2.25414742,0.01383024,-0.01361819,2.29299412,-1.62997596,0.06424265,-0.06321526,1.92659056,-1.86144500
-5.39369685,7.86471161,-6.49643059,0.02387782,-0.01876147,0.00000000,-0.00000000,2.59728674,-1.91992886,2.88312371,-2.34168270,0.01444973,-0.01433585,2.32444776,-1.69490504,0.06650569,-0.06570265,1.96481188,-1.91958788
-5.38769385,7.97074267,-6.71306777,0.02424914,-0.01957242,0.00000000,-0.00000000,2.62830128,-1.98587558,2.92123342,-2.42475251,0.01504458,-0.01503438,2.34941511,-1.75847689,0.06856606,-0.06801533,1.99902079,-1.97499418
-5.38169085,8.05511702,-6.91886709,0.02459796,-0.02040256,0.00000000,-0.00000000,2.65212388,-2.05010289,2.95006625,-2.50233758,0.01560605,-0.01570177,2.36752184,-1.81977955,0.07038781,-0.07011475,2.02867375,-2.02686287
-5.37568784,8.11673162,-7.11093507,0.02492053,-0.02123928,0.00000000,-0.00000000,2.66855919,-2.11166650,2.96928198,-2.57351787,0.01612617,-0.01632691,2.37855949,-1.87793745,0.07193982,-0.07196681,2.05336980,-2.07446873
-5.36968484,8.15505798,-7.28665902,0.02521452,-0.02207019,0.00000000,-0.00000000,2.67760603,-2.16966703,2.97875510,-2.63749236,0.01659797,-0.01689994,2.38248457,-1.93213307,0.07319675,-0.07354291,2.07285573,-2.11718126
-5.36368184,8.17012702,-7.44377128,0.02547894,-0.02288346,0.00000000,-0.00000000,2.67944699,-2.22327426,2.97856785,-2.69359574,0.01701561,-0.01741241,2.37941131,-1.98162736,0.07413965,-0.07482088,2.08702470,-2.15448050
-5.35767884,8.16249228,-7.58040302,0.02571393,-0.02366813,0.00000000,-0.00000000,2.67443035,-2.27174926,2.96899592,-2.74131141,0.01737461,-0.01785762,2.36959847,-2.02577805,0.07475660,-0.07578578,2.09590888,-2.18596915
-5.35167584,8.13317438,-7.69512571,0.02592053,-0.02441438,0.00000000,-0.00000000,2.66304573,-2.31446376,2.95048785,-2.78028049,0.01767187,-0.01823074,2.35343144,-2.06405530,0.07504290,-0.07643036,2.09966658,-2.21138038
-5.34567284,8.08359043,-7.78697872,0.02610038,-0.02511374,0.00000000,-0.00000000,2.64589487,-2.35091578,2.92363931,-2.81030640,0.01790579,-0.01852895,2.33140049,-2.09605410,0.07500120,-0.07675529,2.09856463,-2.23058111
