energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-6.00000000,4.16812681,4.37492665,1.10075238,0.01004654,1.42212511,1.07142255,0.00000000
-5.99399700,4.05330451,4.24713917,1.07342967,0.00975992,1.37010705,1.05515011,0.00000000
-5.98799400,3.92723225,4.10632738,1.04321395,0.00942760,1.31559650,1.03454095,0.00000000
-5.98199100,3.79127272,3.95406816,1.01042174,0.00905516,1.25913943,1.00986516,0.00000000
-5.97598799,3.64680573,3.79200085,0.97537057,0.00864860,1.20125339,0.98143417,0.00000000
-5.96998499,3.49521213,3.62180172,0.93837642,0.00821422,1.14242271,0.94959548,0.00000000
-5.96398199,3.33786114,3.44516018,0.89975235,0.00775843,1.08309586,0.91472717,0.00000000
-5.95797899,3.17610103,3.26375692,0.85980807,0.00728761,1.02368462,0.87723252,0.00000000
-5.95197599,3.01125258,3.07924436,0.81885035,0.00680797,0.96456509,0.83753442,0.00000000
-5.94597299,2.84460486,2.89322937,0.77718385,0.00632542,0.90607990,0.79606999,0.00000000
-5.93996998,2.67741260,2.70725824,0.73511229,0.00584548,0.84854137,0.75328517,0.00000000
-5.93396698,2.51089455,2.52280395,0.69293951,0.00537316,0.79223523,0.70962948,0.00000000
-5.92796398,2.34623212,2.34125546,0.65097034,0.00491295,0.73742443,0.66555082,0.00000000
-5.92196098,2.18456782,2.16390895,0.60951091,0.00446871,0.68435268,0.62149059,0.00000000
-5.91595798,2.02700299,1.99196087,0.56886846,0.00404372,0.63324760,0.57787893,0.00000000
-5.90995498,1.87459472,1.82650271,0.52935037,0.00364065,0.58432300,0.53513032,0.00000000
-5.90395198,1.72835171,1.66851734,0.49126256,0.00326156,0.53778037,0.49363952,0.00000000
-5.89794897,1.58922917,1.51887692,0.45490723,0.00290797,0.49380944,0.45377809,0.00000000
-5.89194597,1.45812298,1.37834230,0.42058002,0.00258090,0.45258784,0.41589126,0.00000000
-5.88594297,1.33586331,1.24756394,0.38856675,0.00228090,0.41427995,0.38029564,0.00000000
-5.87993997,1.22320809,1.12708425,0.35913992,0.00200817,0.37903505,0.34727741,0.00000000
-5.87393697,1.12083669,1.01734130,0.33255513,0.00176258,0.34698498,0.31709137,0.00000000
-5.86793397,1.02934419,0.91867395,0.30904750,0.00154377,0.31824151,0.28996069,0.00000000
-5.86193097,0.94923644,0.83132815,0.28882845,0.00135122,0.29289352,0.26607735,0.00000000
-5.85592796,0.88092644,0.75546422,0.27208267,0.00118430,0.27100428,0.24560332,0.00000000
-5.84992496,0.82473192,0.69116515,0.25896578,0.00104237,0.25260899,0.22867239,0.00000000
-5.84392196,0.78087458,0.63844543,0.24960236,0.00092484,0.23771265,0.21539249,0.00000000
-5.83791896,0.74948078,0.59726023,0.24408474,0.00083119,0.22628849,0.20584851,0.00000000
-5.83191596,0.73058385,0.56751480,0.24247238,0.00076105,0.21827702,0.20010544,0.00000000
-5.82591296,0.72412796,0.54907354,0.24479199,0.00071423,0.21358577,0.19821170,0.00000000
-5.81990995,0.72997338,0.54176874,0.25103821,0.00069076,0.21208985,0.20020258,0.00000000
-5.81390695,0.74790310,0.54540848,0.26117511,0.00069089,0.21363321,0.20610359,0.00000000
-5.80790395,0.77763055,0.55978366,0.27513813,0.00071511,0.21803089,0.21593360,0.00000000
-5.80190095,0.81880841,0.58467386,0.29283674,0.00076416,0.22507197,0.22970775,0.00000000
-5.79589795,0.87103806,0.61985186,0.31415750,0.00083899,0.23452339,0.24743986,0.00000000
-5.78989495,0.93387965,0.66508670,0.33896758,0.00094076,0.24613452,0.26914428,0.00000000
-5.78389195,1.00686238,0.72014523,0.36711857,0.00107078,0.25964240,0.29483717,0.00000000
-5.77788894,1.08949460,0.78479199,0.39845050,0.00123049,0.27477756,0.32453689,0.00000000
-5.77188594,1.18127358,0.85878751,0.43279582,0.00142137,0.29127021,0.35826375,0.00000000
-5.76588294,1.28169426,0.94188496,0.46998333,0.00164490,0.30885671,0.39603864,0.00000000
-5.75987994,1.39025676,1.03382520,0.50984166,0.00190244,0.32728598,0.43788089,0.00000000
-5.75387694,1.50647209,1.13433033,0.55220233,0.00219523,0.34632572,0.48380503,0.00000000
-5.74787394,1.62986568,1.24309595,0.59690201,0.00252422,0.36576812,0.53381661,0.00000000
-5.74187094,1.75997831,1.35978210,0.64378391,0.00289004,0.38543466,0.58790709,0.00000000
-5.73586793,1.89636423,1.48400339,0.69269811,0.00329291,0.40518001,0.64604790,0.00000000
-5.72986493,2.03858616,1.61531834,0.74350069,0.00373254,0.42489446,0.70818366,0.00000000
-5.72386193,2.18620729,1.75321855,0.79605168,0.00420811,0.44450493,0.77422501,0.00000000
-5.71785893,2.33878021,1.89711785,0.85021169,0.00471821,0.46397423,0.84404099,0.00000000
-5.71185593,2.49583336,2.04634213,0.90583748,0.00526078,0.48329858,0.91745138,0.00000000
-5.70585293,2.65685528,2.20012016,0.96277646,0.00583312,0.50250339,0.99421940,0.00000000
-5.69984992,2.82127753,2.35757604,1.02086045,0.00643192,0.52163734,1.07404487,0.00000000
-5.69384692,2.98845704,2.51772390,1.07989891,0.00705326,0.54076507,1.15655850,0.00000000
-5.68784392,3.15765913,2.67946512,1.13967212,0.00769267,0.55995857,1.24131746,0.00000000
-5.68184092,3.32804203,2.84158890,1.19992463,0.00834523,0.57928792,1.32780266,0.00000000
-5.67583792,3.49864433,3.00277637,1.26035944,0.00900567,0.59881156,1.41541827,0.00000000
-5.66983492,3.66837642,3.16160876,1.32063339,0.00966847,0.61856673,1.50349347,0.00000000
-5.66383192,3.83601698,3.31657979,1.38035419,0.01032805,0.63856060,1.59128698,0.00000000
-5.65782891,4.00021552,3.46611246,1.43907947,0.01097887,0.65876255,1.67799441,0.00000000
-5.65182591,4.15950167,3.60858018,1.49631824,0.01161565,0.67909814,1.76275849,0.00000000
-5.64582291,4.31230169,3.74233208,1.55153492,0.01223351,0.69944516,1.84468226,0.00000000
-5.63981991,4.45696235,3.86572212,1.60415627,0.01282816,0.71963218,1.92284502,0.00000000
-5.63381691,4.59178200,3.97714147,1.65358095,0.01339607,0.73943967,1.99632074,0.00000000
-5.62781391,4.71504815,4.07505333,1.69919192,0.01393462,0.75860402,2.06419861,0.00000000
-5.62181091,4.82508077,4.15802952,1.74037116,0.01444225,0.77682413,2.12560519,0.00000000
-5.61580790,4.92027982,4.22478744,1.77651644,0.01491858,0.79377067,2.17972742,0.00000000
-5.60980490,4.99917537,4.27422652,1.80705948,0.01536449,0.80909741,2.22583591,0.00000000
-5.60380190,5.06047846,4.30546267,1.83148502,0.01578219,0.82245429,2.26330749,0.00000000
-5.59779890,5.10313042,4.31785952,1.84934976,0.01617524,0.83350165,2.29164625,0.00000000
-5.59179590,5.12634849,4.31105494,1.86030058,0.01654848,0.84192479,2.31050216,0.00000000
-5.58579290,5.12966550,4.28498181,1.86409106,0.01690805,0.84744838,2.31968626,0.00000000
-5.57978989,5.11296132,4.23988165,1.86059543,0.01726117,0.84984980,2.31918179,0.00000000
-5.57378689,5.07648445,4.17631032,1.84981926,0.01761601,0.84897076,2.30915043,0.00000000
-5.56778389,5.02086188,4.09513502,1.83190616,0.01798151,0.84472661,2.28993308,0.00000000
-5.56178089,4.94709648,3.99752219,1.80713996,0.01836702,0.83711281,2.26204496,0.00000000
-5.55577789,4.85655104,3.88491637,1.77594209,0.01878209,0.82620804,2.22616489,0.00000000
-5.54977489,4.75091932,3.75901020,1.73886401,0.01923606,0.81217397,2.18311880,0.00000000
-5.54377189,4.63218460,3.62170641,1.69657485,0.01973772,0.79525139,2.13385803,0.00000000
-5.53776888,4.50256708,3.47507288,1.64984465,0.02029490,0.77575297,2.07943304,0.00000000
-5.53176588,4.36446215,3.32129216,1.59952363,0.02091413,0.75405297,2.02096344,0.00000000
-5.52576288,4.22037165,3.16260722,1.54651861,0.02160021,0.73057424,1.95960546,0.00000000
-5.51975988,4.07283117,3.00126531,1.49176716,0.02235590,0.70577322,1.89651821,0.00000000
-5.51375688,3.92433608,2.83946197,1.43621082,0.02318158,0.68012363,1.83282997,0.00000000
-5.50775388,3.77726967,2.67928733,1.38076843,0.02407503,0.65409950,1.76960595,0.00000000
-5.50175088,3.63383608,2.52267651,1.32631057,0.02503124,0.62815852,1.70781884,0.00000000
-5.49574787,3.49600098,2.37136609,1.27363635,0.02604231,0.60272621,1.64832331,0.00000000
-5.48974487,3.36544224,2.22685803,1.22345329,0.02709747,0.57818187,1.59183550,0.00000000
-5.48374187,3.24351244,2.09039229,1.17636109,0.02818317,0.55484676,1.53891817,0.00000000
-5.47773887,3.13121440,1.96292885,1.13283982,0.02928328,0.53297495,1.48997205,0.00000000
-5.47173587,3.02919033,1.84513965,1.09324274,0.03037944,0.51274739,1.44523347,0.00000000
-5.46573287,2.93772446,1.73741009,1.05779390,0.03145143,0.49426909,1.40477824,0.00000000
-5.45972986,2.85675833,1.63984987,1.02659020,0.03247771,0.47756964,1.36853114,0.00000000
-5.45372686,2.78591752,1.55231203,0.99960760,0.03343600,0.46260679,1.33628049,0.00000000
-5.44772386,2.72454786,1.47441923,0.97671084,0.03430386,0.44927290,1.30769677,0.00000000
-5.44172086,2.67175909,1.40559564,0.95766599,0.03505946,0.43740374,1.28235433,0.00000000
-5.43571786,2.62647345,1.34510292,0.94215512,0.03568216,0.42678924,1.25975492,0.00000000
-5.42971486,2.58747690,1.29207859,0.92979211,0.03615323,0.41718553,1.23935195,0.00000000
-5.42371186,2.55347052,1.24557522,0.92013907,0.03645648,0.40832768,1.22057440,0.00000000
-5.41770885,2.52312004,1.20459872,0.91272244,0.03657876,0.39994264,1.20284929,0.00000000
-5.41170585,2.49510147,1.16814452,0.90704836,0.03651049,0.39176156,1.18562203,0.00000000
-5.40570285,2.46814171,1.13523028,0.90261682,0.03624592,0.38353132,1.16837380,0.00000000
-5.39969985,2.44105274,1.10492442,0.89893415,0.03578345,0.37502446,1.15063580,0.00000000
-5.39369685,2.41275922,1.07636971,0.89552393,0.03512561,0.36604746,1.13199991,0.00000000
-5.38769385,2.38231904,1.04880165,0.89193607,0.03427910,0.35644702,1.11212598,0.00000000
-5.38169085,2.34893736,1.02156150,0.88775426,0.03325450,0.34611422,1.09074586,0.00000000
-5.37568784,2.31197447,0.99410426,0.88260193,0.03206601,0.33498653,1.06766443,0.00000000
-5.36968484,2.27094845,0.96600195,0.87614697,0.03073099,0.32304791,1.04275832,0.00000000
-5.36368184,2.22553352,0.93694265,0.86810534,0.02926940,0.31032698,1.01597256,0.00000000
-5.35767884,2.17555499,0.90672619,0.85824397,0.02770323,0.29689368,0.98731597,0.00000000
-5.35167584,2.12098198,0.87525701,0.84638293,0.02605582,0.28285463,0.95685555,0.00000000
-5.34567284,2.06191855,0.84253504,0.83239721,0.02435123,0.26834759,0.92471064,0.00000000
-5.33966983,1.99859413,0.80864539,0.81621799,0.02261355,0.25353531,0.89104691,0.00000000
-5.33366683,1.93135367,0.77374726,0.79783351,0.02086632,0.23859918,0.85607077,0.00000000
-5.32766383,1.86064793,0.73806300,0.77728951,0.01913194,0.22373288,0.82002415,0.00000000
-5.32166083,1.78702396,0.70186737,0.75468894,0.01743126,0.20913644,0.78317994,0.00000000
-5.31565783,1.71111590,0.66547765,0.73019108,0.01578314,0.19501073,0.74583789,0.00000000
-5.30965483,1.63363585,0.62924464,0.70400974,0.01420420,0.18155274,0.70832103,0.00000000
-5.30365183,1.55536462,0.59354467,0.67641037,0.01270866,0.16895158,0.67097252,0.00000000
-5.29764882,1.47714220,0.55877273,0.64770622,0.01130830,0.15738530,0.63415253,0.00000000
-5.29164582,1.39985757,0.52533650,0.61825329,0.01001245,0.14701857,0.59823532,0.00000000
-5.28564282,1.32443783,0.49365127,0.58844417,0.00882817,0.13800096,0.56360608,0.00000000
-5.27963982,1.25183638,0.46413551,0.55870086,0.00776041,0.13046602,0.53065757,0.00000000
-5.27363682,1.18302030,0.43720700,0.52946674,0.00681230,0.12453071,0.49978640,0.00000000
-5.26763382,1.11895691,0.41327917,0.50119787,0.00598544,0.12029537,0.47138894,0.00000000
-5.26163082,1.06059969,0.39275769,0.47435389,0.00528022,0.11784383,0.44585677,0.00000000
-5.25562781,1.00887392,0.37603697,0.44938878,0.00469614,0.11724370,0.42357190,0.00000000
-5.24962481,0.96466225,0.36349662,0.42674188,0.00423215,0.11854667,0.40490159,0.00000000
-5.24362181,0.92879074,0.35549766,0.40682934,0.00388687,0.12178879,0.39019309,0.00000000
-5.23761881,0.90201550,0.35237862,0.39003632,0.00365890,0.12699058,0.37976828,0.00000000
-5.23161581,0.88501053,0.35445131,0.37671029,0.00354694,0.13415710,0.37391842,0.00000000
-5.22561281,0.87835704,0.36199665,0.36715541,0.00354996,0.14327776,0.37289912,0.00000000
-5.21960980,0.88253436,0.37526028,0.36162833,0.00366723,0.15432614,0.37692570,0.00000000
-5.21360680,0.89791299,0.39444838,0.36033535,0.00389830,0.16725971,0.38616897,0.00000000
-5.20760380,0.92474961,0.41972368,0.36343111,0.00424295,0.18201952,0.40075167,0.00000000
-5.20160080,0.96318437,0.45120186,0.37101852,0.00470102,0.19853004,0.42074563,0.00000000
-5.19559780,1.01324037,0.48894849,0.38315013,0.00527219,0.21669907,0.44616960,0.00000000
-5.18959480,1.07482519,0.53297671,0.39983057,0.00595580,0.23641800,0.47698809,0.00000000
-5.18359180,1.14773453,0.58324569,0.42101998,0.00675051,0.25756223,0.51311095,0.00000000
-5.17758879,1.23165753,0.63965999,0.44663817,0.00765402,0.27999202,0.55439394,0.00000000
-5.17158579,1.32618371,0.70206990,0.47656926,0.00866277,0.30355371,0.60064018,0.00000000
-5.16558279,1.43081095,0.77027263,0.51066658,0.00977167,0.32808129,0.65160243,0.00000000
-5.15957979,1.54495446,0.84401448,0.54875741,0.01097384,0.35339839,0.70698624,0.00000000
-5.15357679,1.66795606,0.92299357,0.59064749,0.01226037,0.37932053,0.76645365,0.00000000
-5.14757379,1.79909340,1.00686316,0.63612484,0.01362027,0.40565770,0.82962761,0.00000000
-5.14157079,1.93758877,1.09523524,0.68496273,0.01504035,0.43221707,0.89609664,0.00000000
-5.13556778,2.08261701,1.18768408,0.73692162,0.01650528,0.45880584,0.96541979,0.00000000
-5.12956478,2.23331201,1.28374949,0.79174986,0.01799772,0.48523398,1.03713156,0.00000000
-5.12356178,2.38877171,1.38293950,0.84918308,0.01949860,0.51131689,1.11074662,0.00000000
-5.11755878,2.54806114,1.48473225,0.90894232,0.02098741,0.53687774,1.18576413,0.00000000
-5.11155578,2.71021358,1.58857691,0.97073084,0.02244263,0.56174949,1.26167150,0.00000000
-5.10555278,2.87422980,1.69389353,1.03422996,0.02384229,0.58577638,1.33794745,0.00000000
-5.09954977,3.03907552,1.80007187,1.09909406,0.02516444,0.60881500,1.41406428,0.00000000
-5.09354677,3.20367772,1.90646948,1.16494522,0.02638784,0.63073466,1.48948942,0.00000000
-5.08754377,3.36692009,2.01240906,1.23136784,0.02749249,0.65141731,1.56368627,0.00000000
-5.08154077,3.52763850,2.11717585,1.29790379,0.02846023,0.67075684,1.63611442,0.00000000
-5.07553777,3.68461731,2.22001520,1.36404872,0.02927533,0.68865798,1.70622967,0.00000000
-5.06953477,3.83658739,2.32013125,1.42924983,0.02992488,0.70503475,1.77348392,0.00000000
-5.06353177,3.98222675,2.41668703,1.49290592,0.03039924,0.71980872,1.83732537,0.00000000
-5.05752876,4.12016472,2.50880677,1.55436985,0.03069225,0.73290712,1.89719941,0.00000000
-5.05152576,4.24899035,2.59558090,1.61295401,0.03080139,0.74426110,1.95255041,0.00000000
