energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up
-5.26763382,3.61332412,0.08988201,0.04400499,0.36327035,0.38723359,0.53152954,0.71294190,0.27014221,1.85251116
-5.26163082,3.66539796,0.08529634,0.04480538,0.35949597,0.38912954,0.51630048,0.71928816,0.28775090,1.88772752
-5.25562781,3.70695909,0.08050766,0.04548032,0.35493306,0.39000817,0.49883816,0.72335068,0.30483420,1.91743868
-5.24962481,3.73730945,0.07556335,0.04601119,0.34955934,0.38983119,0.47943882,0.72509114,0.32112534,1.94119271
-5.24362181,3.75584353,0.07051494,0.04638128,0.34336855,0.38857009,0.45842158,0.72448993,0.33635891,1.95858361
-5.23761881,3.76205561,0.06541634,0.04657603,0.33636892,0.38620582,0.43611810,0.72154480,0.35027767,1.96925810
-5.23161581,3.75554785,0.06032199,0.04658338,0.32858158,0.38272850,0.41286250,0.71626975,0.36263939,1.97292267
-5.22561281,3.73603908,0.05528515,0.04639407,0.32003886,0.37813722,0.38898204,0.70869426,0.37322348,1.96935097
-5.21960980,3.70337400,0.05035620,0.04600190,0.31078273,0.37244005,0.36478888,0.69886291,0.38183716,1.95839097
-5.21360680,3.65753232,0.04558127,0.04540399,0.30086338,0.36565422,0.34057307,0.68683534,0.38832082,1.93997182
-5.20760380,3.59863725,0.04100109,0.04460095,0.29033786,0.35780634,0.31659717,0.67268651,0.39255258,1.91410977
-5.20160080,3.52696246,0.03665009,0.04359701,0.27926899,0.34893278,0.29309232,0.65650720,0.39445159,1.88091286
-5.19559780,3.44293680,0.03255590,0.04240000,0.26772439,0.33908000,0.27025597,0.63840451,0.39398026,1.84058389
-5.18959480,3.34714610,0.02873907,0.04102127,0.25577561,0.32830487,0.24825101,0.61850233,0.39114502,1.79342135
-5.18359180,3.24033126,0.02521314,0.03947549,0.24349741,0.31667471,0.22720623,0.59694155,0.38599584,1.73981794
-5.17758879,3.12338232,0.02198495,0.03778032,0.23096699,0.30426721,0.20721795,0.57387989,0.37862444,1.68025655
-5.17158579,2.99732816,0.01905515,0.03595606,0.21826334,0.29117002,0.18835245,0.54949132,0.36916128,1.61530367
-5.16558279,2.86332194,0.01641885,0.03402508,0.20546646,0.27748000,0.17064907,0.52396483,0.35777142,1.54560024
-5.15957979,2.72262247,0.01406646,0.03201136,0.19265661,0.26330212,0.15412376,0.49750271,0.34464962,1.47185026
-5.15357679,2.57657203,0.01198452,0.02993981,0.17991345,0.24874804,0.13877273,0.47031827,0.33001458,1.39480739
-5.14757379,2.42657143,0.01015662,0.02783570,0.16731517,0.23393439,0.12457621,0.44263294,0.31410290,1.31526013
-5.14157079,2.27405313,0.00856420,0.02572406,0.15493763,0.21898078,0.11150191,0.41467315,0.29716260,1.23401599
-5.13556778,2.12045352,0.00718740,0.02362911,0.14285339,0.20400768,0.09950834,0.38666677,0.27944684,1.15188533
-5.12956478,1.96718542,0.00600581,0.02157378,0.13113094,0.18913415,0.08854775,0.35883952,0.26120773,1.06966548
-5.12356178,1.81561186,0.00499903,0.01957929,0.11983394,0.17447568,0.07856863,0.33141148,0.24269060,0.98812564
-5.11755878,1.66702228,0.00414732,0.01766484,0.10902060,0.16014205,0.06951791,0.30459369,0.22412882,0.90799327
-5.11155578,1.52261183,0.00343190,0.01584742,0.09874330,0.14623546,0.06134274,0.27858536,0.20573934,0.82994224
-5.10555278,1.38346490,0.00283541,0.01414175,0.08904842,0.13284889,0.05399196,0.25357144,0.18771910,0.75458345
-5.09954977,1.25054305,0.00234204,0.01256033,0.07997641,0.12006482,0.04741730,0.22972106,0.17024217,0.68245782
-5.09354677,1.12467801,0.00193773,0.01111360,0.07156216,0.10795437,0.04157439,0.20718664,0.15345787,0.61403218
-5.08754377,1.00656977,0.00161026,0.00981026,0.06383567,0.09657687,0.03642354,0.18610391,0.13748973,0.54969791
-5.08154077,0.89678961,0.00134928,0.00865761,0.05682297,0.08597980,0.03193054,0.16659285,0.12243527,0.48977227
-5.07553777,0.79578798,0.00114627,0.00766200,0.05054738,0.07619924,0.02806729,0.14875942,0.10836648,0.43450244
-5.06953477,0.70390658,0.00099455,0.00682942,0.04503088,0.06726063,0.02481247,0.13269816,0.09533105,0.38407172
-5.06353177,0.62139406,0.00088918,0.00616596,0.04029578,0.05917995,0.02215219,0.11849547,0.08335402,0.33860784
-5.05752876,0.54842457,0.00082695,0.00567847,0.03636647,0.05196512,0.02008068,0.10623347,0.07243996,0.29819273
-5.05152576,0.48511831,0.00080624,0.00537502,0.03327119,0.04561764,0.01860086,0.09599426,0.06257540,0.26287337
-5.04552276,0.43156295,0.00082706,0.00526550,0.03104383,0.04013432,0.01772501,0.08786439,0.05373149,0.23267332
-5.03951976,0.38783511,0.00089090,0.00536201,0.02972557,0.03550914,0.01747527,0.08193921,0.04586671,0.20760414
-5.03351676,0.35402071,0.00100072,0.00567925,0.02936628,0.03173498,0.01788401,0.07832706,0.03892960,0.18767648
-5.02751376,0.33023323,0.00116088,0.00623473,0.03002564,0.02880522,0.01899413,0.07715278,0.03286133,0.17291010
-5.02151076,0.31662894,0.00137708,0.00704886,0.03177379,0.02671520,0.02085892,0.07856047,0.02759816,0.16334240
-5.01550775,0.31341801,0.00165629,0.00814491,0.03469144,0.02546334,0.02354180,0.08271517,0.02307363,0.15903502
-5.00950475,0.32087104,0.00200661,0.00954869,0.03886936,0.02505191,0.02711552,0.08980311,0.01922051,0.16007814
-5.00350175,0.33931997,0.00243718,0.01128812,0.04440714,0.02548742,0.03166100,0.10003058,0.01597242,0.16659206
-4.99749875,0.36915319,0.00295800,0.01339251,0.05141120,0.02678054,0.03726572,0.11362091,0.01326518,0.17872595
-4.99149575,0.41080446,0.00357967,0.01589170,0.05999193,0.02894563,0.04402148,0.13080974,0.01103788,0.19665351
-4.98549275,0.46473562,0.00431318,0.01881491,0.07026006,0.03199970,0.05202179,0.15183838,0.00923355,0.22056562
-4.97948974,0.53141338,0.00516954,0.02218946,0.08232226,0.03596102,0.06135867,0.17694531,0.00779975,0.25066010
-4.97348674,0.61128076,0.00615945,0.02603930,0.09627599,0.04084725,0.07211905,0.20635610,0.00668876,0.28712876
-4.96748374,0.70472402,0.00729281,0.03038342,0.11220385,0.04667329,0.08438085,0.24027178,0.00585764,0.33014217
-4.96148074,0.81203624,0.00857829,0.03523422,0.13016753,0.05344882,0.09820877,0.27885629,0.00526813,0.37983280
-4.95547774,0.93337914,0.01002281,0.04059583,0.15020158,0.06117571,0.11365006,0.32222321,0.00488638,0.43627705
-4.94947474,1.06874471,0.01163101,0.04646257,0.17230738,0.06984537,0.13073036,0.37042256,0.00468260,0.49947714
-4.94347174,1.21791866,0.01340478,0.05281752,0.19644745,0.07943623,0.14944988,0.42342808,0.00463067,0.56934361
-4.93746873,1.38044783,0.01534273,0.05963139,0.22254063,0.08991142,0.16978004,0.48112593,0.00470765,0.64567956
-4.93146573,1.55561336,0.01743979,0.06686166,0.25045822,0.10121688,0.19166082,0.54330531,0.00489339,0.72816739
-4.92546273,1.74241194,0.01968685,0.07445221,0.28002162,0.11328000,0.21499912,0.60965174,0.00517001,0.81635922
-4.91945973,1.93954654,0.02207059,0.08233339,0.31100165,0.12600883,0.23966802,0.67974373,0.00552156,0.90967158
-4.91345673,2.14542837,0.02457329,0.09042261,0.34311973,0.13929218,0.26550742,0.75305312,0.00593367,1.00738524
-4.90745373,2.35819080,0.02717300,0.09862557,0.37605122,0.15300042,0.29232580,0.82894971,0.00639318,1.10865053
-4.90145073,2.57571581,0.02984370,0.10683797,0.40943078,0.16698724,0.31990338,0.90671019,0.00688799,1.21249849
-4.89544772,2.79567276,0.03255579,0.11494782,0.44285995,0.18109221,0.34799647,0.98553136,0.00740689,1.31785775
-4.88944472,3.01556859,0.03527662,0.12283822,0.47591660,0.19514418,0.37634291,1.06454742,0.00793940,1.42357674
-4.88344172,3.23280809,0.03797133,0.13039059,0.50816613,0.20896540,0.40466851,1.14285084,0.00847580,1.52845077
-4.87743872,3.44476214,0.04060371,0.13748810,0.53917405,0.22237613,0.43269420,1.21951610,0.00900715,1.63125281
-4.87143572,3.64884131,0.04313728,0.14401940,0.56851943,0.23519978,0.46014358,1.29362541,0.00952529,1.73076711
-4.86543272,3.84257203,0.04553640,0.14988227,0.59580886,0.24726812,0.48675069,1.36429539,0.01002301,1.82582414
-4.85942971,4.02367213,0.04776740,0.15498724,0.62069030,0.25842651,0.51226763,1.43070373,0.01049414,1.91533555
-4.85342671,4.19012253,0.04979976,0.15926085,0.64286629,0.26853889,0.53647173,1.49211446,0.01093367,1.99832774
-4.84742371,4.34023238,0.05160712,0.16264858,0.66210609,0.27749226,0.55917211,1.54790108,0.01133790,2.07397261
-4.84142071,4.47269459,0.05316832,0.16511721,0.67825615,0.28520046,0.58021543,1.59756633,0.01170455,2.14161439
-4.83541771,4.58663002,0.05446809,0.16665660,0.69124864,0.29160716,0.59949059,1.64075793,0.01203285,2.20079150
-4.82941471,4.68161845,0.05549771,0.16728072,0.70110774,0.29668787,0.61693241,1.67727978,0.01232363,2.25125273
-4.82341171,4.75771564,0.05625528,0.16702803,0.70795335,0.30045084,0.63252427,1.70709806,0.01257936,2.29296740
-4.81740870,4.81545624,0.05674586,0.16596109,0.71200235,0.30293697,0.64629973,1.73034242,0.01280412,2.32612924
-4.81140570,4.85584301,0.05698128,0.16416553,0.71356722,0.30421859,0.65834318,1.74730225,0.01300361,2.35115434
-4.80540270,4.88032348,0.05697965,0.16174832,0.71305227,0.30439739,0.66878972,1.75841842,0.01318503,2.36867342
-4.79939970,4.89075548,0.05676472,0.15883557,0.71094747,0.30360131,0.67782422,1.76427123,0.01335702,2.37951916
-4.79339670,4.88936349,0.05636498,0.15556980,0.70782031,0.30198092,0.68567979,1.76556503,0.01352949,2.38470921
-4.78739370,4.87868759,0.05581256,0.15210686,0.70430564,0.29970509,0.69263563,1.76311054,0.01371345,2.38542576
-4.78139070,4.86152722,0.05514205,0.14861265,0.70109402,0.29695639,0.69901416,1.75780546,0.01392080,2.38299230
-4.77538769,4.84088141,0.05438923,0.14525959,0.69891851,0.29392625,0.70517754,1.75061434,0.01416412,2.37884829
-4.76938469,4.81988703,0.05358978,0.14222304,0.69854027,0.29081011,0.71152327,1.74254819,0.01445645,2.37452231
-4.76338169,4.80175639,0.05277807,0.13967769,0.70073306,0.28780263,0.71847878,1.73464459,0.01481094,2.37160397
-4.75737869,4.78971504,0.05198593,0.13779397,0.70626676,0.28509321,0.72649481,1.72794861,0.01524067,2.37171492
-4.75137569,4.78694026,0.05124171,0.13673458,0.71589007,0.28286174,0.73603733,1.72349482,0.01575826,2.37647899
-4.74537269,4.79650063,0.05056936,0.13665102,0.73031252,0.28127475,0.74757784,1.72229062,0.01637561,2.38749161
-4.73936968,4.82129680,0.04998782,0.13768037,0.75018594,0.28048200,0.76158205,1.72530086,0.01710355,2.40628828
-4.73336668,4.86400355,0.04951061,0.13994206,0.77608570,0.28061347,0.77849673,1.73343368,0.01795153,2.43431245
-4.72736368,4.92701327,0.04914558,0.14353500,0.80849194,0.28177682,0.79873516,1.74752748,0.01892726,2.47288267
-4.72136068,5.01238126,0.04889498,0.14853472,0.84777127,0.28405524,0.82266115,1.76833887,0.02003638,2.52315953
-4.71535768,5.12177342,0.04875569,0.15499098,0.89415956,0.28750580,0.85057233,1.79653136,0.02128214,2.58611271
-4.70935468,5.25641732,0.04871967,0.16292557,0.94774620,0.29215817,0.88268320,1.83266492,0.02266512,2.66248903
-4.70335168,5.41705775,0.04877459,0.17233059,1.00846081,0.29801382,0.91910869,1.87718605,0.02418294,2.75278231
-4.69734867,5.60391854,0.04890455,0.18316722,1.07606296,0.30504574,0.95984907,1.93041863,0.02583002,2.85720631
-4.69134567,5.81667209,0.04909099,0.19536515,1.15013573,0.31319850,1.00477717,1.99255550,0.02759746,2.97567177
-4.68534267,6.05441877,0.04931360,0.20882260,1.23008387,0.32238902,1.05362869,2.06365098,0.02947293,3.10776909
-4.67933967,6.31567777,0.04955127,0.22340729,1.31513700,0.33250774,1.10599663,2.14361453,0.03144064,3.25275786
-4.67333667,6.59839108,0.04978308,0.23895807,1.40435847,0.34342041,1.16133032,2.23220585,0.03348146,3.40956423
-4.66733367,6.89994199,0.04998917,0.25528759,1.49666001,0.35497053,1.21893989,2.32903167,0.03557311,3.57678736
-4.66133067,7.21718878,0.05015159,0.27218573,1.59082208,0.36698224,1.27800614,2.43354465,0.03769042,3.75271523
-4.65532766,7.54651385,0.05025503,0.28942392,1.68551975,0.37926389,1.33759616,2.54504468,0.03980578,3.93535039
-4.64932466,7.88388797,0.05028737,0.30676013,1.77935326,0.39161203,1.39668421,2.66268283,0.04188962,4.12244518
-4.64332166,8.22494840,0.05024017,0.32394453,1.87088257,0.40381586,1.45417744,2.78546843,0.04391100,4.31154611
