energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.11155578,0.82388841,0.01312671,0.04690745,0.00843410,0.47173690,0.33806748,0.24491923
-5.10555278,0.87550393,0.01364467,0.05041620,0.00849813,0.50070917,0.35269782,0.26022801
-5.09954977,0.93239303,0.01424594,0.05414174,0.00860280,0.53275709,0.36889481,0.27729482
-5.09354677,0.99454208,0.01493673,0.05807809,0.00875570,0.56787701,0.38661494,0.29615182
-5.08754377,1.06186599,0.01572191,0.06221584,0.00896458,0.60602410,0.40579399,0.31681155
-5.08154077,1.13420071,0.01660469,0.06654234,0.00923713,0.64710758,0.42634547,0.33926381
-5.07553777,1.21129849,0.01758635,0.07104208,0.00958080,0.69098756,0.44816010,0.36347326
-5.06953477,1.29282630,0.01866591,0.07569727,0.01000257,0.73747359,0.47110649,0.38937785
-5.06353177,1.37836764,0.01984003,0.08048867,0.01050879,0.78632528,0.49503291,0.41688820
-5.05752876,1.46742787,0.02110293,0.08539647,0.01110498,0.83725485,0.51977042,0.44588801
-5.05152576,1.55944286,0.02244635,0.09040140,0.01179568,0.88993178,0.54513686,0.47623545
-5.04552276,1.65379084,0.02385972,0.09548586,0.01258432,0.94398922,0.57094182,0.50776560
-5.03951976,1.74980691,0.02533035,0.10063518,0.01347307,0.99903210,0.59699222,0.54029373
-5.03351676,1.84679971,0.02684367,0.10583883,0.01446278,1.05464651,0.62309817,0.57361942
-5.02751376,1.94406973,0.02838368,0.11109161,0.01555285,1.11041014,0.64907894,0.60753129
-5.02151076,2.04092847,0.02993333,0.11639482,0.01674122,1.16590325,0.67476853,0.64181226
-5.01550775,2.13671786,0.03147500,0.12175733,0.01802430,1.22071985,0.70002081,0.67624506
-5.00950475,2.23082921,0.03299101,0.12719646,0.01939695,1.27447868,0.72471370,0.71061795
-5.00350175,2.32272125,0.03446415,0.13273883,0.02085253,1.32683365,0.74875240,0.74473036
-4.99749875,2.41193643,0.03587817,0.13842097,0.02238292,1.37748339,0.77207141,0.77839839
-4.99149575,2.49811539,0.03721829,0.14428981,0.02397863,1.42617966,0.79463532,0.81145993
-4.98549275,2.58100889,0.03847162,0.15040296,0.02562888,1.47273428,0.81643839,0.84377940
-4.97948974,2.66048722,0.03962760,0.15682885,0.02732184,1.51702473,0.83750298,0.87525190
-4.97348674,2.73654667,0.04067829,0.16364655,0.02904476,1.55899786,0.85787694,0.90580670
-4.96748374,2.80931310,0.04161871,0.17094551,0.03078433,1.59867214,0.87763021,0.93541003
-4.96148074,2.87904250,0.04244699,0.17882492,0.03252691,1.63613802,0.89685088,0.96406709
-4.95547774,2.94611847,0.04316453,0.18739286,0.03425892,1.67155674,0.91564088,0.99182317
-4.94947474,3.01104675,0.04377604,0.19676509,0.03596719,1.70515745,0.93411164,1.01876387
-4.94347174,3.07444675,0.04428957,0.20706348,0.03763940,1.73723279,0.95237996,1.04501434
-4.93746873,3.13704018,0.04471636,0.21841410,0.03926445,1.76813297,0.97056429,1.07073754
-4.93146573,3.19963675,0.04507076,0.23094476,0.04083285,1.79825849,0.98878151,1.09613142
-4.92546273,3.26311717,0.04536993,0.24478225,0.04233711,1.82805152,1.00714453,1.12142496
-4.91945973,3.32841344,0.04563362,0.26004898,0.04377200,1.85798605,1.02576048,1.14687315
-4.91345673,3.39648657,0.04588375,0.27685929,0.04513484,1.88855695,1.04472970,1.17275089
-4.90745373,3.46830206,0.04614405,0.29531527,0.04642563,1.92026804,1.06414519,1.19934572
-4.90145073,3.54480324,0.04643952,0.31550230,0.04764708,1.95361925,1.08409266,1.22694966
-4.89544772,3.62688305,0.04679589,0.33748437,0.04880461,1.98909311,1.10465065,1.25585011
-4.88944472,3.71535464,0.04723905,0.36129926,0.04990616,2.02714077,1.12589073,1.28632011
-4.88344172,3.81092140,0.04779436,0.38695383,0.05096189,2.06816774,1.14787738,1.31860803
-4.87743872,3.91414724,0.04848596,0.41441959,0.05198384,2.11251970,1.17066746,1.35292717
-4.87143572,4.02542803,0.04933607,0.44362875,0.05298544,2.16046873,1.19430889,1.38944535
-4.86543272,4.14496499,0.05036421,0.47447097,0.05398097,2.21220034,1.21883864,1.42827514
-4.85942971,4.27274129,0.05158655,0.50679108,0.05498499,2.26780172,1.24427978,1.46946478
-4.85342671,4.40850286,0.05301514,0.54038798,0.05601171,2.32725171,1.27063778,1.51299056
-4.84742371,4.55174448,0.05465734,0.57501484,0.05707440,2.39041296,1.29789609,1.55875077
-4.84142071,4.70170222,0.05651519,0.61038089,0.05818481,2.45702667,1.32601137,1.60656174
-4.83541771,4.85735307,0.05858506,0.64615473,0.05935266,2.52671048,1.35490859,1.65615629
-4.82941471,5.01742253,0.06085725,0.68196940,0.06058517,2.59895969,1.38447652,1.70718476
-4.82341171,5.18040052,0.06331587,0.71742894,0.06188678,2.67315226,1.41456389,1.75921891
-4.81740870,5.34456592,0.06593886,0.75211658,0.06325890,2.74855766,1.44497692,1.81175873
-4.81140570,5.50801929,0.06869817,0.78560409,0.06469976,2.82434956,1.47547834,1.86424193
-4.80540270,5.66872351,0.07156017,0.81746233,0.06620450,2.89962226,1.50578858,1.91605626
-4.79939970,5.82455109,0.07448623,0.84727230,0.06776525,2.97341060,1.53558911,1.96655399
-4.79339670,5.97333700,0.07743347,0.87463670,0.06937138,3.04471275,1.56452824,2.01506835
-4.78739370,6.11293519,0.08035570,0.89919112,0.07100984,3.11251526,1.59222927,2.06093136
-4.78139070,6.24127698,0.08320453,0.92061479,0.07266557,3.17581963,1.61830070,2.10349225
-4.77538769,6.35642892,0.08593050,0.93864013,0.07432195,3.23366938,1.64234832,2.14213593
-4.76938469,6.45664797,0.08848438,0.95306088,0.07596133,3.28517658,1.66398845,2.17630079
-4.76338169,6.54043163,0.09081843,0.96373826,0.07756548,3.32954689,1.68286173,2.20549485
-4.75737869,6.60656079,0.09288770,0.97060496,0.07911617,3.36610192,1.69864675,2.22930991
-4.75137569,6.65413340,0.09465123,0.97366665,0.08059558,3.39429800,1.71107268,2.24743279
-4.74537269,6.68258722,0.09607314,0.97300097,0.08198674,3.41374052,1.71993009,2.25965330
-4.73936968,6.69171075,0.09712361,0.96875393,0.08327393,3.42419301,1.72507935,2.26586851
-4.73336668,6.68164146,0.09777963,0.96113395,0.08444294,3.42558073,1.72645583,2.26608322
-4.72736368,6.65285152,0.09802557,0.95040364,0.08548129,3.41798839,1.72407177,2.26040647
-4.72136068,6.60612161,0.09785348,0.93686983,0.08637843,3.40165211,1.71801434,2.24904435
-4.71535768,6.54250395,0.09726318,0.92087214,0.08712573,3.37694610,1.70844011,2.23228952
-4.70935468,6.46327640,0.09626206,0.90277072,0.08771656,3.34436458,1.69556611,2.21050774
-4.70335168,6.36988986,0.09486469,0.88293372,0.08814617,3.30449993,1.67965804,2.18412242
-4.69734867,6.26391156,0.09309219,0.86172492,0.08841157,3.25801807,1.66101626,2.15359753
-4.69134567,6.14696687,0.09097140,0.83949222,0.08851142,3.20563234,1.63996050,2.11942008
-4.68534267,6.02068271,0.08853396,0.81655745,0.08844581,3.14807720,1.61681410,2.08208275
-4.67933967,5.88663495,0.08581522,0.79320782,0.08821604,3.08608298,1.59188895,2.04206757
-4.67333667,5.74630249,0.08285317,0.76968955,0.08782444,3.02035290,1.56547191,1.99983143
-4.66733367,5.60102975,0.07968729,0.74620363,0.08727417,2.95154346,1.53781362,1.95579389
-4.66133067,5.45199927,0.07635751,0.72290402,0.08656903,2.88024889,1.50912043,1.91032797
-4.65532766,5.30021515,0.07290318,0.69989811,0.08571330,2.80699046,1.47954982,1.86375399
-4.64932466,5.14649763,0.06936223,0.67724939,0.08471161,2.73221068,1.44920966,1.81633679
-4.64332166,4.99148838,0.06577040,0.65498196,0.08356889,2.65627272,1.41816124,1.76828613
-4.63731866,4.83566553,0.06216069,0.63308661,0.08229026,2.57946437,1.38642586,1.71976009
-4.63131566,4.67936696,0.05856291,0.61152803,0.08088106,2.50200636,1.35399442,1.67087109
-4.62531266,4.52282007,0.05500349,0.59025273,0.07934685,2.42406409,1.32083944,1.62169408
-4.61930965,4.36617562,0.05150534,0.56919716,0.07769345,2.34576188,1.28692857,1.57227622
-4.61330665,4.20954376,0.04808792,0.54829565,0.07592706,2.26719883,1.25223879,1.52264754
-4.60730365,4.05302969,0.04476740,0.52748771,0.07405427,2.18846516,1.21677037,1.47283178
-4.60130065,3.89676698,0.04155690,0.50672441,0.07208226,2.10965799,1.18055957,1.42285696
-4.59529765,3.74094676,0.03846680,0.48597355,0.07001882,2.03089582,1.14368949,1.37276505
-4.58929465,3.58584115,0.03550509,0.46522343,0.06787253,1.95233063,1.10629815,1.32262018
-4.58329165,3.43181991,0.03267773,0.44448516,0.06565277,1.87415725,1.06858350,1.27251511
-4.57728864,3.27935972,0.02998897,0.42379343,0.06336988,1.79661937,1.03080500,1.22257567
-4.57128564,3.12904565,0.02744166,0.40320591,0.06103511,1.72001195,0.99328158,1.17296289
-4.56528264,2.98156525,0.02503754,0.38280139,0.05866070,1.64468011,0.95638615,1.12387293
-4.55927964,2.83769561,0.02277741,0.36267673,0.05625977,1.57101447,0.92053694,1.07553476
-4.55327664,2.69828442,0.02066135,0.34294304,0.05384633,1.49944327,0.88618607,1.02820579
-4.54727364,2.56422597,0.01868881,0.32372120,0.05143506,1.43042178,0.85380584,0.98216564
-4.54127064,2.43643349,0.01685867,0.30513705,0.04904119,1.36441942,0.82387356,0.93770837
-4.53526763,2.31580914,0.01516930,0.28731644,0.04668025,1.30190526,0.79685545,0.89513358
-4.52926463,2.20321304,0.01361857,0.27038041,0.04436780,1.24333259,0.77319043,0.85473669
-4.52326163,2.09943279,0.01220387,0.25444079,0.04211918,1.18912314,0.75327450,0.81679886
-4.51725863,2.00515464,0.01092207,0.23959616,0.03994910,1.13965180,0.73744631,0.78157700
-4.51125563,1.92093759,0.00976952,0.22592862,0.03787139,1.09523236,0.72597462,0.74929419
-4.50525263,1.84719148,0.00874210,0.21350118,0.03589860,1.05610483,0.71904801,0.72013107
-4.49924962,1.78415971,0.00783521,0.20235603,0.03404173,1.02242509,0.71676736,0.69421839
-4.49324662,1.73190748,0.00704381,0.19251362,0.03230991,0.99425707,0.71914131,0.67163113
-4.48724362,1.69031577,0.00636252,0.18397257,0.03071016,0.97156793,0.72608477,0.65238449
-4.48124062,1.65908141,0.00578562,0.17671033,0.02924721,0.95422647,0.73742070,0.63643179
-4.47523762,1.63772315,0.00530722,0.17068459,0.02792337,0.94200478,0.75288476,0.62366457
-4.46923462,1.62559361,0.00492129,0.16583528,0.02673853,0.93458329,0.77213291,0.61391483
-4.46323162,1.62189649,0.00462179,0.16208711,0.02569012,0.93155883,0.79475137,0.60695933
-4.45722861,1.62570867,0.00440279,0.15935241,0.02477330,0.93245568,0.82026869,0.60252585
-4.45122561,1.63600614,0.00425852,0.15753438,0.02398109,0.93673905,0.84816932,0.60030132
-4.44522261,1.65169311,0.00418348,0.15653033,0.02330468,0.94383054,0.87790820,0.59994122
-4.43921961,1.67163296,0.00417248,0.15623497,0.02273370,0.95312510,0.90892579,0.60108021
-4.43321661,1.69468019,0.00422074,0.15654356,0.02225662,0.96400882,0.94066294,0.60334349
-4.42721361,1.71971210,0.00432386,0.15735486,0.02186109,0.97587681,0.97257509,0.60635833
-4.42121061,1.74565915,0.00447786,0.15857370,0.02153436,0.98815072,1.00414530,0.60976558
-4.41520760,1.77153293,0.00467919,0.16011314,0.02126368,1.00029505,1.03489570,0.61323054
-4.40920460,1.79645093,0.00492467,0.16189617,0.02103665,1.01183190,1.06439707,0.61645294
-4.40320160,1.81965718,0.00521146,0.16385697,0.02084153,1.02235352,1.09227623,0.61917548
-4.39719860,1.84053838,0.00553703,0.16594158,0.02066756,1.03153225,1.11822134,0.62119095
-4.39119560,1.85863495,0.00589909,0.16810809,0.02050520,1.03912776,1.14198497,0.62234738
-4.38519260,1.87364696,0.00629553,0.17032650,0.02034622,1.04499118,1.16338502,0.62255132
-4.37918959,1.88543484,0.00672438,0.17257799,0.02018390,1.04906628,1.18230395,0.62176912
-4.37318659,1.89401529,0.00718374,0.17485401,0.02001297,1.05138768,1.19868623,0.62002614
-4.36718359,1.89955248,0.00767176,0.17715506,0.01982966,1.05207627,1.21253466,0.61740417
-4.36118059,1.90234544,0.00818661,0.17948926,0.01963162,1.05133217,1.22390569,0.61403707
-4.35517759,1.90281193,0.00872647,0.18187090,0.01941774,1.04942558,1.23290412,0.61010491
-4.34917459,1.90146978,0.00928952,0.18431889,0.01918809,1.04668585,1.23967747,0.60582691
-4.34317159,1.89891635,0.00987396,0.18685531,0.01894365,1.04348935,1.24441030,0.60145347
-4.33716858,1.89580684,0.01047806,0.18950400,0.01868620,1.04024649,1.24731862,0.59725753
-4.33116558,1.89283236,0.01110017,0.19228934,0.01841806,1.03738843,1.24864447,0.59352573
-4.32516258,1.89069829,0.01173877,0.19523522,0.01814195,1.03535387,1.24865081,0.59054960
-4.31915958,1.89010373,0.01239252,0.19836410,0.01786079,1.03457646,1.24761674,0.58861711
-4.31315658,1.89172257,0.01306030,0.20169638,0.01757757,1.03547306,1.24583278,0.58800492
-4.30715358,1.89618670,0.01374129,0.20524991,0.01729518,1.03843334,1.24359656,0.58897140
