energy_ev,total_up,Nb_p_up,Nb_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-5.79589795,0.00060736,0.00065059,0.00023631,0.00000132,0.00033498,0.00004994,0.00004613
-5.78989495,0.00043354,0.00046456,0.00016977,0.00000093,0.00023968,0.00003540,0.00003279
-5.78389195,0.00030978,0.00033219,0.00012296,0.00000066,0.00017212,0.00002491,0.00002322
-5.77788894,0.00022360,0.00024015,0.00009125,0.00000046,0.00012555,0.00001740,0.00001646
-5.77188594,0.00016599,0.00017881,0.00007140,0.00000032,0.00009512,0.00001207,0.00001176
-5.76588294,0.00013071,0.00014157,0.00006138,0.00000022,0.00007761,0.00000831,0.00000862
-5.75987994,0.00011390,0.00012436,0.00006023,0.00000015,0.00007116,0.00000568,0.00000668
-5.75387694,0.00011374,0.00012536,0.00006800,0.00000010,0.00007518,0.00000386,0.00000570
-5.74787394,0.00013036,0.00014483,0.00008581,0.00000007,0.00009029,0.00000260,0.00000556
-5.74187094,0.00016583,0.00018524,0.00011593,0.00000005,0.00011840,0.00000174,0.00000623
-5.73586793,0.00022439,0.00025142,0.00016205,0.00000003,0.00016293,0.00000116,0.00000779
-5.72986493,0.00031280,0.00035102,0.00022956,0.00000002,0.00022904,0.00000077,0.00001041
-5.72386193,0.00044090,0.00049511,0.00032605,0.00000001,0.00032413,0.00000050,0.00001438
-5.71785893,0.00062238,0.00069911,0.00046189,0.00000001,0.00045839,0.00000033,0.00002009
-5.71185593,0.00087576,0.00098386,0.00065100,0.00000001,0.00064556,0.00000022,0.00002815
-5.70585293,0.00122575,0.00137707,0.00091183,0.00000001,0.00090387,0.00000016,0.00003934
-5.69984992,0.00170476,0.00191516,0.00126858,0.00000001,0.00125727,0.00000012,0.00005468
-5.69384692,0.00235489,0.00264539,0.00175260,0.00000001,0.00173680,0.00000011,0.00007553
-5.68784392,0.00323022,0.00362844,0.00240416,0.00000001,0.00238235,0.00000012,0.00010365
-5.68184092,0.00439954,0.00494150,0.00327446,0.00000001,0.00324460,0.00000016,0.00014124
-5.67583792,0.00594946,0.00668169,0.00442794,0.00000002,0.00438738,0.00000022,0.00019114
-5.66983492,0.00798797,0.00897007,0.00594493,0.00000003,0.00589021,0.00000033,0.00025684
-5.66383192,0.01064830,0.01195595,0.00792451,0.00000004,0.00785120,0.00000049,0.00034270
-5.65782891,0.01409319,0.01582157,0.01048771,0.00000006,0.01039013,0.00000074,0.00045405
-5.65182591,0.01851932,0.02078705,0.01378071,0.00000009,0.01365168,0.00000109,0.00059738
-5.64582291,0.02416176,0.02711529,0.01797823,0.00000014,0.01780871,0.00000162,0.00078048
-5.63981991,0.03129843,0.03511678,0.02328675,0.00000021,0.02306540,0.00000238,0.00101260
-5.63381691,0.04025406,0.04515391,0.02994743,0.00000030,0.02966018,0.00000348,0.00130468
-5.62781391,0.05140356,0.05764450,0.03823855,0.00000043,0.03786803,0.00000505,0.00166944
-5.62181091,0.06517434,0.07306404,0.04847721,0.00000062,0.04800206,0.00000728,0.00212158
-5.61580790,0.08204731,0.09194640,0.06101989,0.00000089,0.06041407,0.00001042,0.00267784
-5.60980490,0.10255599,0.11488232,0.07626176,0.00000127,0.07549360,0.00001481,0.00335717
-5.60380190,0.12728356,0.14251532,0.09463425,0.00000178,0.09366546,0.00002091,0.00418071
-5.59779890,0.15685721,0.17553460,0.11660066,0.00000249,0.11538518,0.00002931,0.00517183
-5.59179590,0.19193970,0.21466438,0.14264967,0.00000347,0.14113225,0.00004081,0.00635607
-5.58579290,0.23321771,0.26064963,0.17328635,0.00000478,0.17140099,0.00005642,0.00776106
-5.57978989,0.28138710,0.31423782,0.20902078,0.00000655,0.20668886,0.00007748,0.00941634
-5.57378689,0.33713483,0.37615692,0.25035424,0.00000891,0.24748240,0.00010567,0.01135322
-5.56778389,0.40111814,0.44708969,0.29776318,0.00001204,0.29424075,0.00014313,0.01360454
-5.56178089,0.47394124,0.52764512,0.35168124,0.00001615,0.34737736,0.00019257,0.01620446
-5.55577789,0.55613029,0.61832742,0.41248003,0.00002153,0.40724021,0.00025734,0.01918828
-5.54977489,0.64810764,0.71950403,0.48044920,0.00002849,0.47409137,0.00034157,0.02259224
-5.54377189,0.75016653,0.83137368,0.55577677,0.00003745,0.54808670,0.00045032,0.02645348
-5.53776888,0.86244746,0.95393628,0.63853068,0.00004888,0.62925676,0.00058971,0.03081004
-5.53176588,0.98491786,1.08696623,0.72864276,0.00006337,0.71749002,0.00076709,0.03570101
-5.52576288,1.11735641,1.22999105,0.82589611,0.00008160,0.81251952,0.00099115,0.04116687
-5.51975988,1.25934353,1.38227705,0.92991709,0.00010436,0.91391410,0.00127215,0.04724996
-5.51375688,1.41025934,1.54282365,1.04017300,0.00013256,1.02107536,0.00162197,0.05399510
-5.50775388,1.56929001,1.71036787,1.15597598,0.00016724,1.13324102,0.00205430,0.06145042
-5.50175088,1.73544321,1.88339972,1.27649401,0.00020957,1.24949539,0.00258472,0.06966830
-5.49574787,1.90757289,2.06018926,1.40076895,0.00026085,1.36878717,0.00323069,0.07870625
-5.48974487,2.08441277,2.23882494,1.52774146,0.00032249,1.48995454,0.00401161,0.08862798
-5.48374187,2.26461795,2.41726272,1.65628225,0.00039604,1.61175681,0.00494873,0.09950412
-5.47773887,2.44681270,2.59338437,1.78522848,0.00048312,1.73291180,0.00606496,0.11141289
-5.47173587,2.62964275,2.76506290,1.91342384,0.00058540,1.85213748,0.00738464,0.12444029
-5.46573287,2.81182911,2.93023261,2.03976056,0.00070464,1.96819607,0.00893319,0.13867985
-5.45972986,2.99222093,3.08696047,2.16322104,0.00084253,2.07993866,0.01073663,0.15423176
-5.45372686,3.16984406,3.23351558,2.28291706,0.00100075,2.18634794,0.01282101,0.17120124
-5.44772386,3.34394237,3.36843317,2.39812411,0.00118085,2.28657694,0.01521169,0.18969615
-5.44172086,3.51400896,3.49056973,2.50830881,0.00138418,2.37998148,0.01793253,0.20982366
-5.43571786,3.67980499,3.59914615,2.61314745,0.00161187,2.46614446,0.02100500,0.23168620
-5.42971486,3.84136404,3.69377644,2.71253439,0.00186473,2.54489037,0.02444720,0.25537643
-5.42371186,3.99898129,3.77448006,2.80657912,0.00214317,2.61628896,0.02827280,0.28097168
-5.41770885,4.15318717,3.84167690,2.89559205,0.00244712,2.68064759,0.03248999,0.30852774
-5.41170585,4.30470627,3.89616487,2.98005910,0.00277600,2.73849236,0.03710047,0.33807248
-5.40570285,4.45440341,3.93908091,3.06060645,0.00312864,2.79053873,0.04209845,0.36959937
-5.39969985,4.60321914,3.97184722,3.13795690,0.00350323,2.83765316,0.04746981,0.40306137
-5.39369685,4.75209827,3.99610537,3.21288027,0.00389731,2.88080749,0.05319140,0.43836545
-5.38769385,4.90191504,4.01364147,3.28614038,0.00430772,2.92102843,0.05923056,0.47536816
-5.38169085,5.05339920,4.02630616,3.35844158,0.00473067,2.95934484,0.06554486,0.51387245
-5.37568784,5.20706698,4.03593337,3.43037775,0.00516171,2.99673530,0.07208218,0.55362625
-5.36968484,5.36316114,4.04426173,3.50238660,0.00559582,3.03407883,0.07878108,0.59432283
-5.36368184,5.52160328,4.05286243,3.57471192,0.00602750,3.07211098,0.08557149,0.63560323
-5.35767884,5.68196144,4.06307657,3.64737576,0.00645083,3.11138754,0.09237581,0.67706082
-5.35167584,5.84343470,4.07596481,3.72016207,0.00685964,3.15225726,0.09911020,0.71824786
-5.34567284,6.00485569,4.09227101,3.79261272,0.00724763,3.19484487,0.10568636,0.75868411
-5.33966983,6.16471112,4.11240086,3.86403584,0.00760854,3.23904456,0.11201338,0.79786702
-5.33366683,6.32117891,4.13641586,3.93352608,0.00793629,3.28452401,0.11799993,0.83528337
-5.32766383,6.47218022,4.16404183,3.99999544,0.00822517,3.33073811,0.12355648,0.87042174
-5.32166083,6.61544339,4.19469079,4.06221295,0.00847000,3.37695143,0.12859764,0.90278558
-5.31565783,6.74857673,4.22749435,4.11885099,0.00866626,3.42226763,0.13304443,0.93190615
-5.30965483,6.86914635,4.26134638,4.16853582,0.00881025,3.46566437,0.13682643,0.95735491
-5.30365183,6.97475551,4.29495254,4.20989972,0.00889922,3.50603167,0.13988370,0.97875494
-5.29764882,7.06312197,4.32688417,4.24163240,0.00893141,3.54221196,0.14216846,0.99579079
-5.29164582,7.13215004,4.35563421,4.26252921,0.00890615,3.57304007,0.14364635,1.00821659
-5.28564282,7.17999486,4.37967299,4.27153441,0.00882386,3.59738178,0.14429734,1.01586202
-5.27963982,7.20511688,4.39750205,4.26777788,0.00868606,3.61416957,0.14411620,1.01863597
-5.27363682,7.20632524,4.40770464,4.25060422,0.00849531,3.62243475,0.14311241,1.01652799
-5.26763382,7.18280941,4.40899171,4.21959384,0.00825514,3.62133538,0.14130980,1.00960740
-5.26163082,7.13415923,4.40024281,4.17457570,0.00796994,3.61017962,0.13874557,0.99802042
-5.25562781,7.06037394,4.38054142,4.11563226,0.00764483,3.58844449,0.13546909,0.98198537
-5.24962481,6.96186114,4.34920451,4.04309717,0.00728552,3.55579010,0.13154031,0.96178640
-5.24362181,6.83942703,4.30580638,3.95754660,0.00689815,3.51206956,0.12702787,0.93776613
-5.23761881,6.69425936,4.25019671,3.85978522,0.00648909,3.45733489,0.12200717,0.91031739
-5.23161581,6.52790431,4.18251294,3.75082793,0.00606481,3.39183900,0.11655822,0.87987468
-5.22561281,6.34223879,4.10318682,3.63187824,0.00563171,3.31603418,0.11076357,0.84690541
-5.21960980,6.13943888,4.01294516,3.50430434,0.00519597,3.23056694,0.10470628,0.81190155
-5.21360680,5.92194536,3.91280440,3.36961338,0.00476338,3.13626940,0.09846803,0.77537148
-5.20760380,5.69242667,3.80405883,3.22942470,0.00433930,3.03414707,0.09212741,0.73783264
-5.20160080,5.45373953,3.68826218,3.08544217,0.00392850,2.92536305,0.08575850,0.69980473
-5.19559780,5.20888718,3.56720224,2.93942605,0.00353517,2.81121845,0.07942963,0.66180358
-5.18959480,4.96097523,3.44286844,2.79316426,0.00316281,2.69312910,0.07320247,0.62433571
-5.18359180,4.71316487,3.31741244,2.64844324,0.00281428,2.57259862,0.06713143,0.58789336
-5.17758879,4.46862354,3.19310204,2.50701838,0.00249175,2.45118808,0.06126326,0.55294991
-5.17158579,4.23047308,3.07226912,2.37058409,0.00219680,2.33048276,0.05563693,0.51995556
-5.16558279,4.00173585,2.95725242,2.24074377,0.00193040,2.21205655,0.05028373,0.48933309
-5.15957979,3.78527943,2.85033674,2.11897995,0.00169303,2.09743493,0.04522758,0.46147360
-5.15357679,3.58376095,2.75369010,2.00662516,0.00148468,1.98805761,0.04048544,0.43673214
-5.14757379,3.39957236,2.66930086,1.90483413,0.00130502,1.88524187,0.03606787,0.41542316
-5.14157079,3.23478813,2.59891714,1.81455814,0.00115339,1.79014812,0.03197965,0.39781584
-5.13556778,3.09111734,2.54399082,1.73652246,0.00102893,1.70374890,0.02822049,0.38412938
-5.12956478,2.96986188,2.50562863,1.67120786,0.00093065,1.62680262,0.02478574,0.37452831
-5.12356178,2.87188287,2.48455252,1.61883706,0.00085749,1.55983333,0.02166704,0.36911814
-5.11755878,2.79757697,2.48107174,1.57936721,0.00080842,1.50311750,0.01885309,0.36794146
-5.11155578,2.74686437,2.49506808,1.55248904,0.00078248,1.45667861,0.01633024,0.37097492
-5.10555278,2.71918971,2.52599595,1.53763341,0.00077886,1.42029002,0.01408316,0.37812730
-5.09954977,2.71353688,2.57289797,1.53398550,0.00079697,1.39348627,0.01209535,0.38923898
-5.09354677,2.72845815,2.63443629,1.54050670,0.00083647,1.37558265,0.01034973,0.40408317
-5.08754377,2.76211751,2.70893920,1.55596411,0.00089734,1.36570236,0.00882905,0.42236911
-5.08154077,2.81234749,2.79446173,1.57896677,0.00097998,1.36281041,0.00751632,0.44374740
-5.07553777,2.87671812,2.88885842,1.60800787,0.00108518,1.36575300,0.00639518,0.46781768
-5.06953477,2.95261624,2.98986566,1.64151162,0.00121428,1.37330078,0.00545025,0.49413850
-5.06353177,3.03733255,3.09519039,1.67788327,0.00136913,1.38419436,0.00466734,0.52223949
-5.05752876,3.12815349,3.20260155,1.71556040,0.00155223,1.39719018,0.00403376,0.55163532
-5.05152576,3.22245474,3.31002037,1.75306381,0.00176672,1.41110479,0.00353845,0.58184137
-5.04552276,3.31779268,3.41560533,1.78904582,0.00201645,1.42485571,0.00317222,0.61239042
-5.03951976,3.41199024,3.51782779,1.82233423,0.00230599,1.43749726,0.00292780,0.64284987
-5.03351676,3.50321349,3.61553447,1.85197001,0.00264067,1.44824963,0.00280000,0.67283879
-5.02751376,3.59003568,3.70799353,1.87723716,0.00302654,1.45652022,0.00278573,0.70204405
-5.02151076,3.67148584,3.79492150,1.89768351,0.00347035,1.46191628,0.00288410,0.73023478
-5.01550775,3.74707952,3.87648935,1.91313141,0.00397945,1.46424845,0.00309635,0.75727445
-5.00950475,3.81683001,3.95330678,1.92367787,0.00456171,1.46352515,0.00342589,0.78312985
-5.00350175,3.88123930,4.02638502,1.92968407,0.00522534,1.45993835,0.00387821,0.80787643
-4.99749875,3.94126874,4.09707942,1.93175466,0.00597874,1.45384147,0.00446079,0.83169948
-4.99149575,3.99829036,4.16701414,1.93070762,0.00683018,1.44572057,0.00518297,0.85489091
-4.98549275,4.05402072,4.23799249,1.92753601,0.00778761,1.43616056,0.00605573,0.87784163
-4.97948974,4.11043989,4.31189692,1.92336320,0.00885829,1.42580796,0.00709154,0.90102936
-4.97348674,4.16969892,4.39058351,1.91939339,0.01004848,1.41533221,0.00830399,0.92500253
-4.96748374,4.23401966,4.47577625,1.91685959,0.01136306,1.40538743,0.00970752,0.95036045
-4.96148074,4.30559118,4.56896630,1.91697115,0.01280519,1.39657654,0.01131698,0.97773056
-4.95547774,4.38646712,4.67132137,1.92086296,0.01437593,1.38941938,0.01314720,1.00774362
-4.94947474,4.47846835,4.78360992,1.92954834,0.01607398,1.38432631,0.01521248,1.04100761
-4.94347174,4.58309486,4.90614394,1.94387756,0.01789534,1.38157844,0.01752601,1.07808141
-4.93746873,4.70145060,5.03874357,1.96450328,0.01983317,1.38131526,0.02009931,1.11944927
-4.93146573,4.83418414,5.18072496,1.99185444,0.02187759,1.38352997,0.02294159,1.16549708
-4.92546273,4.98144737,5.33091244,2.02611907,0.02401574,1.38807250,0.02605908,1.21649125
-4.91945973,5.14287371,5.48767404,2.06723677,0.02623178,1.39465975,0.02945447,1.27256124
-4.91345673,5.31757634,5.64897858,2.11490065,0.02850713,1.40289217,0.03312627,1.33368631
-4.90745373,5.50416614,5.81247136,2.16856849,0.03082078,1.41227573,0.03706831,1.39968715
-4.90145073,5.70078834,5.97556469,2.22748244,0.03314969,1.42224767,0.04126931,1.47022276
-4.89544772,5.90517609,6.13553833,2.29069614,0.03546936,1.43220481,0.04571259,1.54479287
-4.88944472,6.11471858,6.28964529,2.35710821,0.03775441,1.44153268,0.05037589,1.62274590
-4.88344172,6.32654093,6.43521745,2.42550050,0.03997932,1.44963408,0.05523145,1.70329232
-4.87743872,6.53759279,6.56976634,2.49457975,0.04211911,1.45595558,0.06024618,1.78552321
-4.87143572,6.74474227,6.69107441,2.56302104,0.04415012,1.46001088,0.06538219,1.86843339
-4.86543272,6.94487199,6.79727296,2.62951133,0.04605074,1.46140000,0.07059735,1.95094846
-4.85942971,7.13497398,6.88690387,2.69279192,0.04780205,1.45982360,0.07584629,2.03195509
-4.85342671,7.31224029,6.95896306,2.75169807,0.04938845,1.45509216,0.08108136,2.11033341
-4.84742371,7.47414668,7.01292481,2.80519487,0.05079811,1.44712995,0.08625394,2.18499052
-4.84142071,7.61852675,7.04874712,2.85240814,0.05202331,1.43597390,0.09131580,2.25489405
-4.83541771,7.74363453,7.06685926,2.89264954,0.05306060,1.42176805,0.09622052,2.31910442
-4.82941471,7.84819378,7.06813335,2.92543531,0.05391085,1.40475403,0.10092498,2.37680470
-4.82341171,7.93143279,7.05384283,2.95049818,0.05457902,1.38525856,0.10539073,2.42732688
-4.81740870,7.99310382,7.02561058,2.96779233,0.05507386,1.36367886,0.10958540,2.47017354
-4.81140570,8.03348673,6.98535029,2.97749131,0.05540740,1.34046670,0.11348371,2.50503379
-4.80540270,8.05337698,6.93520413,2.97997934,0.05559436,1.31611224,0.11706849,2.53179300
-4.79939970,8.05405841,6.87747977,2.97583629,0.05565139,1.29112816,0.12033121,2.55053558
-4.79339670,8.03726169,6.81458941,2.96581698,0.05559631,1.26603495,0.12327236,2.56154063
-4.78739370,8.00510968,6.74899284,2.95082563,0.05544731,1.24134771,0.12590133,2.56527048
-4.78139070,7.96005144,6.68314581,2.93188626,0.05522213,1.21756470,0.12823601,2.56235247
-4.77538769,7.90478678,6.61945456,2.91011000,0.05493739,1.19515801,0.13030208,2.55355452
-4.76938469,7.84218352,6.56023642,2.88666045,0.05460786,1.17456594,0.13213186,2.53975554
-4.76338169,7.77518999,6.50768588,2.86271801,0.05424606,1.15618733,0.13376294,2.52191161
-4.75737869,7.70674526,6.46384531,2.83944425,0.05386178,1.14037709,0.13523659,2.50101945
-4.75137569,7.63968967,6.43057871,2.81794734,0.05346197,1.12744300,0.13659594,2.47807862
-4.74537269,7.57667839,6.40954725,2.79924943,0.05305066,1.11764307,0.13788413,2.45405386
-4.73936968,7.52010026,6.40218505,2.78425680,0.05262908,1.11118322,0.13914233,2.42983930
-4.73336668,7.47200457,6.40967410,2.77373343,0.05219594,1.10821499,0.14040795,2.40622581
-4.72736368,7.43403747,6.43291751,2.76827867,0.05174783,1.10883293,0.14171289,2.38387293
-4.72136068,7.40739012,6.47251090,2.76830939,0.05127966,1.11307169,0.14308198,2.36328629
-4.71535768,7.39275983,6.52871222,2.77404689,0.05078526,1.12090265,0.14453174,2.34480158
-4.70935468,7.39032528,6.60141109,2.78550891,0.05025789,1.13223034,0.14606941,2.32857541
-4.70335168,7.39973659,6.69009914,2.80250666,0.04969081,1.14688890,0.14769232,2.31458341
-4.69734867,7.42012042,6.79384367,2.82464701,0.04907775,1.16463886,0.14938765,2.30262538
-4.69134567,7.45010004,6.91126695,2.85133970,0.04841337,1.18516472,0.15113257,2.29233721
-4.68534267,7.48782980,7.04053397,2.88180936,0.04769352,1.20807391,0.15289468,2.28320892
-4.67933967,7.53104327,7.17935143,2.91511218,0.04691551,1.23289738,0.15463295,2.27460777
-4.67333667,7.57711367,7.32498030,2.95015687,0.04607816,1.25909260,0.15629884,2.26580562
-4.66733367,7.62312510,7.47426403,2.98572960,0.04518178,1.28604896,0.15783781,2.25600920
-4.66133067,7.66595279,7.62367377,3.02052232,0.04422807,1.31309620,0.15919100,2.24439202
-4.65532766,7.70235014,7.76937103,3.05316412,0.04321991,1.33951567,0.16029713,2.23012678
-4.64932466,7.72904027,7.90728731,3.08225486,0.04216111,1.36455447,0.16109449,2.21241685
-4.64332166,7.74280953,8.03321917,3.10640035,0.04105607,1.38744230,0.16152301,2.19052592
-4.63731866,7.74060027,8.14293615,3.12424832,0.03990955,1.40741036,0.16152626,2.16380452
-4.63131566,7.71960018,8.23229801,3.13452418,0.03872632,1.42371189,0.16105343,2.13171291
-4.62531266,7.67732549,8.29737710,3.13606570,0.03751096,1.43564348,0.16006109,2.09383923
-4.61930965,7.61169534,8.33458073,3.12785543,0.03626769,1.44256639,0.15851473,2.04991295
-4.61330665,7.52109497,8.34076861,3.10904998,0.03500018,1.44392683,0.15639014,1.99981288
-4.60730365,7.40442564,8.31335990,3.07900503,0.03371162,1.43927440,0.15367427,1.94357005
-4.60130065,7.26113939,8.25042507,3.03729523,0.03240463,1.42827778,0.15036596,1.88136541
-4.59529765,7.09125770,8.15075807,2.98372815,0.03108146,1.41073687,0.14647612,1.81352273
-4.58929465,6.89537304,8.01392546,2.91835175,0.02974403,1.38659080,0.14202759,1.74049720
-4.58329165,6.67463351,7.84028989,2.84145485,0.02839418,1.35592141,0.13705467,1.66286026
-4.57728864,6.43071102,7.63100682,2.75356065,0.02703385,1.31895187,0.13160222,1.58128155
-4.57128564,6.16575424,7.38799449,2.65541335,0.02566523,1.27604066,0.12572445,1.49650849
-4.56528264,5.88232821,7.11387849,2.54795827,0.02429097,1.22767097,0.11948350,1.40934463
-4.55927964,5.58334278,6.81191356,2.43231632,0.02291430,1.17443610,0.11294772,1.32062735
-4.55327664,5.27197284,6.48588616,2.30975365,0.02153911,1.11702151,0.10618985,1.23120580
-4.54727364,4.95157324,6.14000237,2.18164762,0.02017002,1.05618432,0.09928513,1.14191986
-4.54127064,4.62559170,5.77876607,2.04945055,0.01881232,0.99273115,0.09230938,1.05358072
-4.53526763,4.29748290,5.40685284,1.91465245,0.01747193,0.92749530,0.08533716,0.96695371
-4.52926463,3.97062683,5.02898478,1.77874419,0.01615528,0.86131423,0.07844007,0.88274369
-4.52326163,3.64825425,4.64981142,1.64318247,0.01486915,0.79500820,0.07168524,0.80158355
-4.51725863,3.33338148,4.27380115,1.50935785,0.01362049,0.72936088,0.06513402,0.72402572
-4.51125563,3.02875664,3.90514697,1.37856668,0.01241623,0.66510272,0.05884103,0.65053700
-4.50525263,2.73681841,3.54768944,1.25198808,0.01126310,0.60289736,0.05285340,0.58149650
-4.49924962,2.45966813,3.20485866,1.13066614,0.01016743,0.54333161,0.04721039,0.51719643
-4.49324662,2.19905528,2.87963612,1.01549804,0.00913501,0.48690898,0.04194326,0.45784574
-4.48724362,1.95637583,2.57453642,0.90722777,0.00817100,0.43404677,0.03707546,0.40357589
-4.48124062,1.73268240,2.29160748,0.80644545,0.00727978,0.38507658,0.03262296,0.35444858
-4.47523762,1.52870486,2.03244774,0.71359176,0.00646498,0.34024775,0.02859494,0.31046482
-4.46923462,1.34487936,1.79823755,0.62896667,0.00572942,0.29973332,0.02499450,0.27157501
-4.46323162,1.18138391,1.58978189,0.55274197,0.00507518,0.26363803,0.02181956,0.23768933
-4.45722861,1.03817823,1.40756118,0.48497647,0.00450369,0.23200765,0.01906380,0.20868814
-4.45122561,0.91504568,1.25178668,0.42563303,0.00401578,0.20483916,0.01671760,0.18443190
-4.44522261,0.81163512,1.12245743,0.37459655,0.00361183,0.18209111,0.01476898,0.16477022
-4.43921961,0.72750093,1.01941536,0.33169190,0.00329188,0.16369360,0.01320443,0.14954968
-4.43321661,0.66213922,0.94239611,0.29670117,0.00305579,0.14955759,0.01200968,0.13862029
-4.42721361,0.61501915,0.89107322,0.26937942,0.00290333,0.13958287,0.01117030,0.13184022
-4.42121061,0.58560817,0.86509391,0.24946842,0.00283430,0.13366467,0.01067219,0.12907889
-4.41520760,0.57339058,0.86410544,0.23670802,0.00284866,0.13169857,0.01050189,0.13021828
-4.40920460,0.57787918,0.88777132,0.23084496,0.00294660,0.13358358,0.01064674,0.13515255
-4.40320160,0.59862005,0.93577759,0.23163889,0.00312857,0.13922363,0.01109490,0.14378607
-4.39719860,0.63519099,1.00782958,0.23886581,0.00339536,0.14852724,0.01183526,0.15603021
-4.39119560,0.68719428,1.10364022,0.25231906,0.00374812,0.16140582,0.01285720,0.17179887
-4.38519260,0.75424472,1.22291131,0.27180816,0.00418837,0.17777073,0.01415025,0.19100331
-4.37918959,0.83595428,1.36530960,0.29715582,0.00471797,0.19752934,0.01570378,0.21354651
-4.37318659,0.93191436,1.53043941,0.32819369,0.00533919,0.22058051,0.01750653,0.23931734
-4.36718359,1.04167728,1.71781392,0.36475714,0.00605462,0.24680978,0.01954625,0.26818504
-4.36118059,1.16473807,1.92682710,0.40667961,0.00686722,0.27608457,0.02180932,0.29999428
-4.35517759,1.30051775,2.15672801,0.45378688,0.00778030,0.30824973,0.02428041,0.33456101
-4.34917459,1.44834931,2.40659921,0.50589173,0.00879749,0.34312375,0.02694224,0.37166949
-4.34317159,1.60746696,2.67534028,0.56278909,0.00992279,0.38049578,0.02977546,0.41107068
-4.33716858,1.77699926,2.96165757,0.62425204,0.01116052,0.42012367,0.03275851,0.45248194
-4.33116558,1.95596653,3.26406036,0.69002873,0.01251533,0.46173317,0.03586775,0.49558833
-4.32516258,2.14328232,3.58086358,0.75984015,0.01399216,0.50501827,0.03907758,0.54004517
-4.31915958,2.33775870,3.91019648,0.83337873,0.01559617,0.54964267,0.04236068,0.58548203
-4.31315658,2.53811499,4.25001658,0.91030768,0.01733267,0.59524236,0.04568833,0.63150765
-4.30715358,2.74298896,4.59812764,0.99026075,0.01920695,0.64142911,0.04903082,0.67771581
