energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.39369685,1.31149154,0.00489021,0.42117960,1.77337339,0.42534289,0.28445229,0.00000000,0.49493504,0.01263215
-5.38769385,1.44053178,0.00497107,0.46395845,1.95680198,0.46764419,0.31056506,0.00000000,0.54184016,0.01377154
-5.38169085,1.57326476,0.00509381,0.50789914,2.14580721,0.51103372,0.33745871,0.00000000,0.58993369,0.01494361
-5.37568784,1.70811464,0.00525041,0.55251385,2.33831518,0.55500850,0.36477007,0.00000000,0.63859531,0.01613196
-5.36968484,1.84338289,0.00543272,0.59727328,2.53204892,0.59902787,0.39211196,0.00000000,0.68716279,0.01731929
-5.36368184,1.97728802,0.00563264,0.64161943,2.72457920,0.64252678,0.41908182,0.00000000,0.73494698,0.01848781
-5.35767884,2.10801188,0.00584233,0.68498065,2.91338520,0.68493108,0.44527160,0.00000000,0.78124915,0.01961967
-5.35167584,2.23375104,0.00605435,0.72678821,3.09592314,0.72567449,0.47027872,0.00000000,0.82538007,0.02069745
-5.34567284,2.35277103,0.00626181,0.76649385,3.26970015,0.76421639,0.49371748,0.00000000,0.86668007,0.02170469
-5.33966983,2.46346143,0.00645857,0.80358759,3.43235034,0.80005989,0.51523068,0.00000000,0.90453921,0.02262635
-5.33366683,2.56438914,0.00663929,0.83761480,3.58170979,0.83276898,0.53450078,0.00000000,0.93841676,0.02344936
-5.32766383,2.65434716,0.00679960,0.86819185,3.71588662,0.86198436,0.55126017,0.00000000,0.96785891,0.02416303
-5.32166083,2.73239660,0.00693612,0.89501948,3.83332298,0.88743668,0.56529994,0.00000000,0.99251400,0.02475943
-5.31565783,2.79789939,0.00704650,0.91789305,3.93284542,0.90895674,0.57647688,0.00000000,1.01214429,0.02523368
-5.30965483,2.85054004,0.00712949,0.93670923,4.01370108,0.92648194,0.58471811,0.00000000,1.02663373,0.02558414
-5.30365183,2.89033479,0.00718483,0.95146849,4.07557759,0.94005851,0.59002324,0.00000000,1.03599115,0.02581243
-5.29764882,2.91762762,0.00721323,0.96227338,4.11860540,0.94983931,0.59246382,0.00000000,1.04034874,0.02592344
-5.29164582,2.93307292,0.00721628,0.96932242,4.14334222,0.95607719,0.59218008,0.00000000,1.03995566,0.02592507
-5.28564282,2.93760539,0.00719628,0.97289994,4.15074024,0.95911411,0.58937511,0.00000000,1.03516710,0.02582798
-5.27963982,2.93239856,0.00715616,0.97336228,4.14209773,0.95936657,0.58430663,0.00000000,1.02642928,0.02564515
-5.27363682,2.91881383,0.00709923,0.97112109,4.11899741,0.95730785,0.57727689,0.00000000,1.01426094,0.02539137
-5.26763382,2.89834234,0.00702908,0.96662443,4.08323489,0.95344796,0.56862101,0.00000000,0.99923240,0.02508269
-5.26163082,2.87254273,0.00694935,0.96033681,4.03674075,0.94831239,0.55869438,0.00000000,0.98194296,0.02473580
-5.25562781,2.84297749,0.00686354,0.95271897,3.98150036,0.94242036,0.54785967,0.00000000,0.96299790,0.02436739
-5.24962481,2.81115120,0.00677492,0.94420864,3.91947538,0.93626393,0.53647407,0.00000000,0.94298602,0.02399355
-5.24362181,2.77845340,0.00668632,0.93520297,3.85253093,0.93028872,0.52487728,0.00000000,0.92245877,0.02362915
-5.23761881,2.74610873,0.00660002,0.92604371,3.78237162,0.92487716,0.51338070,0.00000000,0.90191201,0.02328741
-5.23161581,2.71513640,0.00651772,0.91700566,3.71048938,0.92033509,0.50225837,0.00000000,0.88177089,0.02297936
-5.22561281,2.68632061,0.00644042,0.90828881,3.63812498,0.91688204,0.49173982,0.00000000,0.86237870,0.02271360
-5.21960980,2.66019269,0.00636847,0.90001455,3.56624427,0.91464563,0.48200511,0.00000000,0.84398985,0.02249605
-5.21360680,2.63702540,0.00630153,0.89222581,3.49552949,0.91366021,0.47318204,0.00000000,0.82676706,0.02232981
-5.20760380,2.61683873,0.00623868,0.88489100,3.42638476,0.91386941,0.46534562,0.00000000,0.81078275,0.02221521
-5.20160080,2.59941644,0.00617848,0.87791124,3.35895446,0.91513251,0.45851951,0.00000000,0.79602429,0.02214991
-5.19559780,2.58433169,0.00611905,0.87113044,3.29315231,0.91723397,0.45267925,0.00000000,0.78240241,0.02212914
-5.18959480,2.57098002,0.00605822,0.86434735,3.22869861,0.91989551,0.44775708,0.00000000,0.76976244,0.02214592
-5.18359180,2.55861749,0.00599367,0.85732895,3.16516289,0.92279015,0.44364778,0.00000000,0.75789733,0.02219152
-5.17758879,2.54640191,0.00592301,0.84982441,3.10200914,0.92555731,0.44021543,0.00000000,0.74656194,0.02225579
-5.17158579,2.53343502,0.00584397,0.84157871,3.03864087,0.92781841,0.43730055,0.00000000,0.73548767,0.02232762
-5.16558279,2.51880360,0.00575448,0.83234548,2.97444365,0.92919208,0.43472745,0.00000000,0.72439675,0.02239538
-5.15957979,2.50161793,0.00565277,0.82189840,2.90882324,0.92930869,0.43231138,0.00000000,0.71301562,0.02244737
-5.15357679,2.48104621,0.00553748,0.81004066,2.84123780,0.92782344,0.42986536,0.00000000,0.70108685,0.02247218
-5.14757379,2.45634400,0.00540767,0.79661242,2.77122339,0.92442781,0.42720646,0.00000000,0.68837923,0.02245911
-5.14157079,2.42687807,0.00526289,0.78149596,2.69841245,0.91885912,0.42416146,0.00000000,0.67469571,0.02239845
-5.13556778,2.39214452,0.00510318,0.76461867,2.62254527,0.91090808,0.42057180,0.00000000,0.65987930,0.02228180
-5.12956478,2.35178118,0.00492906,0.74595399,2.54347536,0.90042436,0.41629778,0.00000000,0.64381667,0.02210222
-5.12356178,2.30557473,0.00474149,0.72552043,2.46116921,0.88732017,0.41122205,0.00000000,0.62643979,0.02185443
-5.11755878,2.25346301,0.00454183,0.70337924,2.37570178,0.87157216,0.40525245,0.00000000,0.60772572,0.02153490
-5.11155578,2.19553322,0.00433177,0.67963067,2.28724879,0.85322166,0.39832414,0.00000000,0.58769479,0.02114185
-5.10555278,2.13201668,0.00411328,0.65440957,2.19607685,0.83237356,0.39040112,0.00000000,0.56640756,0.02067532
-5.09954977,2.06328072,0.00388849,0.62788034,2.10253238,0.80919399,0.38147717,0.00000000,0.54396077,0.02013703
-5.09354677,1.98981843,0.00365970,0.60023168,2.00703024,0.78390695,0.37157621,0.00000000,0.52048261,0.01953034
-5.08754377,1.91223663,0.00342920,0.57167133,1.91004252,0.75679003,0.36075203,0.00000000,0.49612757,0.01886011
-5.08154077,1.83124249,0.00319930,0.54242088,1.81208782,0.72816936,0.34908750,0.00000000,0.47107108,0.01813251
-5.07553777,1.74762901,0.00297222,0.51271100,1.71372125,0.69841385,0.33669308,0.00000000,0.44550418,0.01735488
-5.06953477,1.66225959,0.00275006,0.48277686,1.61552501,0.66792861,0.32370477,0.00000000,0.41962830,0.01653552
-5.06353177,1.57605170,0.00253474,0.45285399,1.51809944,0.63714786,0.31028144,0.00000000,0.39365028,0.01568345
-5.05752876,1.48995980,0.00232800,0.42317448,1.42205428,0.60652704,0.29660143,0.00000000,0.36777772,0.01480821
-5.05152576,1.40495745,0.00213137,0.39396347,1.32799989,0.57653430,0.28285864,0.00000000,0.34221468,0.01391963
-5.04552276,1.32201881,0.00194613,0.36543597,1.23653822,0.54764145,0.26925798,0.00000000,0.31715778,0.01302761
-5.03951976,1.24209949,0.00177336,0.33779390,1.14825340,0.52031422,0.25601041,0.00000000,0.29279263,0.01214189
-5.03351676,1.16611718,0.00161388,0.31122337,1.06370189,0.49500217,0.24332745,0.00000000,0.26929079,0.01127186
-5.02751376,1.09493207,0.00146832,0.28589221,0.98340226,0.47212831,0.23141561,0.00000000,0.24680703,0.01042634
-5.02151076,1.02932765,0.00133707,0.26194772,0.90782486,0.45207851,0.22047049,0.00000000,0.22547706,0.00961343
-5.01550775,0.96999216,0.00122032,0.23951471,0.83738152,0.43519115,0.21067107,0.00000000,0.20541573,0.00884036
-5.00950475,0.91750125,0.00111809,0.21869383,0.77241584,0.42174711,0.20217420,0.00000000,0.18671565,0.00811332
-5.00350175,0.87230246,0.00103018,0.19956032,0.71319423,0.41196053,0.19510940,0.00000000,0.16944625,0.00743742
-4.99749875,0.83470187,0.00095625,0.18216311,0.65989841,0.40597060,0.18957440,0.00000000,0.15365339,0.00681657
-4.99149575,0.80485378,0.00089581,0.16652442,0.61261954,0.40383479,0.18563130,0.00000000,0.13935941,0.00625346
-4.98549275,0.78275355,0.00084821,0.15263995,0.57135444,0.40552379,0.18330374,0.00000000,0.12656370,0.00574958
-4.97948974,0.76823445,0.00081266,0.14047949,0.53600422,0.41091859,0.18257510,0.00000000,0.11524376,0.00530517
-4.97348674,0.76096859,0.00078828,0.12998815,0.50637549,0.41980988,0.18338785,0.00000000,0.10535665,0.00491935
-4.96748374,0.76047228,0.00077405,0.12108818,0.48218417,0.43190003,0.18564419,0.00000000,0.09684100,0.00459014
-4.96148074,0.76611600,0.00076886,0.11368126,0.46306202,0.44680780,0.18920792,0.00000000,0.08961932,0.00431459
-4.95547774,0.77713881,0.00077155,0.10765129,0.44856575,0.46407581,0.19390761,0.00000000,0.08360069,0.00408891
-4.94947474,0.79266709,0.00078086,0.10286755,0.43818828,0.48318081,0.19954094,0.00000000,0.07868367,0.00390857
-4.94347174,0.81173720,0.00079553,0.09918831,0.43137219,0.50354638,0.20588022,0.00000000,0.07475952,0.00376851
-4.93746873,0.83332147,0.00081425,0.09646453,0.42752460,0.52455805,0.21267890,0.00000000,0.07171542,0.00366325
-4.93146573,0.85635691,0.00083572,0.09454376,0.42603320,0.54558015,0.21967874,0.00000000,0.06943785,0.00358709
-4.92546273,0.87977561,0.00085870,0.09327407,0.42628289,0.56597414,0.22661773,0.00000000,0.06781581,0.00353427
-4.91945973,0.90253611,0.00088198,0.09250787,0.42767245,0.58511764,0.23323816,0.00000000,0.06674406,0.00349913
-4.91345673,0.92365441,0.00090445,0.09210542,0.42963064,0.60242359,0.23929481,0.00000000,0.06612598,0.00347624
-4.90745373,0.94223376,0.00092513,0.09193815,0.43163134,0.61735875,0.24456291,0.00000000,0.06587630,0.00346060
-4.90145073,0.95749204,0.00094317,0.09189142,0.43320699,0.62946101,0.24884546,0.00000000,0.06592336,0.00344771
-4.89544772,0.96878568,0.00095788,0.09186687,0.43396016,0.63835460,0.25197987,0.00000000,0.06621104,0.00343368
-4.88944472,0.97562941,0.00096877,0.09178403,0.43357263,0.64376272,0.25384348,0.00000000,0.06670016,0.00341538
-4.88344172,0.97771081,0.00097555,0.09158143,0.43181187,0.64551713,0.25435784,0.00000000,0.06736942,0.00339041
-4.87743872,0.97489936,0.00097818,0.09121691,0.42853462,0.64356416,0.25349165,0.00000000,0.06821574,0.00335720
-4.87143572,0.96724956,0.00097682,0.09066734,0.42368762,0.63796697,0.25126220,0.00000000,0.06925420,0.00331503
-4.86543272,0.95499802,0.00097186,0.08992761,0.41730539,0.62890409,0.24773519,0.00000000,0.07051731,0.00326398
-4.85942971,0.93855476,0.00096393,0.08900904,0.40950540,0.61666403,0.24302327,0.00000000,0.07205384,0.00320493
-4.85342671,0.91848902,0.00095390,0.08793722,0.40048073,0.60163658,0.23728295,0.00000000,0.07392722,0.00313951
-4.84742371,0.89551032,0.00094282,0.08674947,0.39049056,0.58430083,0.23071046,0.00000000,0.07621349,0.00307002
-4.84142071,0.87044545,0.00093193,0.08549186,0.37984905,0.56521057,0.22353635,0.00000000,0.07899886,0.00299936
-4.83541771,0.84421229,0.00092264,0.08421610,0.36891294,0.54497770,0.21601941,0.00000000,0.08237712,0.00293090
-4.82941471,0.81779155,0.00091650,0.08297632,0.35806832,0.52425405,0.20843979,0.00000000,0.08644674,0.00286842
-4.82341171,0.79219735,0.00091515,0.08182591,0.34771719,0.50371257,0.20109186,0.00000000,0.09130787,0.00281597
-4.81740870,0.76844767,0.00092027,0.08081455,0.33826415,0.48402824,0.19427679,0.00000000,0.09705941,0.00277776
-4.81140570,0.74753559,0.00093361,0.07998554,0.33010366,0.46585951,0.18829525,0.00000000,0.10379597,0.00275803
-4.80540270,0.73040207,0.00095686,0.07937357,0.32360829,0.44983060,0.18344030,0.00000000,0.11160503,0.00276095
-4.79939970,0.71791112,0.00099166,0.07900292,0.31911813,0.43651535,0.17999061,0.00000000,0.12056424,0.00279052
-4.79339670,0.71082765,0.00103954,0.07888633,0.31693171,0.42642274,0.17820423,0.00000000,0.13073895,0.00285043
-4.78739370,0.70979863,0.00110188,0.07902431,0.31729851,0.41998452,0.17831287,0.00000000,0.14217991,0.00294397
-4.78139070,0.71533769,0.00117987,0.07940519,0.32041302,0.41754505,0.18051681,0.00000000,0.15492133,0.00307395
-4.77538769,0.72781323,0.00127447,0.08000565,0.32641060,0.41935347,0.18498047,0.00000000,0.16897916,0.00324261
-4.76938469,0.74744016,0.00138637,0.08079178,0.33536484,0.42555830,0.19182861,0.00000000,0.18434961,0.00345153
-4.76338169,0.77427524,0.00151595,0.08172068,0.34728644,0.43620437,0.20114318,0.00000000,0.20100804,0.00370158
-4.75737869,0.80821566,0.00166330,0.08274227,0.36212354,0.45123211,0.21296088,0.00000000,0.21890806,0.00399286
-4.75137569,0.84900099,0.00182817,0.08380156,0.37976323,0.47047913,0.22727133,0.00000000,0.23798086,0.00432467
-4.74537269,0.89621821,0.00200998,0.08484088,0.40003428,0.49368389,0.24401595,0.00000000,0.25813487,0.00469547
-4.73936968,0.94930950,0.00220786,0.08580233,0.42271073,0.52049159,0.26308757,0.00000000,0.27925569,0.00510286
-4.73336668,1.00758292,0.00242064,0.08663004,0.44751652,0.55046192,0.28433078,0.00000000,0.30120624,0.00554360
-4.72736368,1.07022552,0.00264693,0.08727236,0.47413080,0.58307864,0.30754312,0.00000000,0.32382734,0.00601365
-4.72136068,1.13631894,0.00288517,0.08768374,0.50219393,0.61776094,0.33247710,0.00000000,0.34693859,0.00650815
-4.71535768,1.20485710,0.00313372,0.08782637,0.53131421,0.65387618,0.35884321,0.00000000,0.37033964,0.00702156
-4.70935468,1.27476597,0.00339098,0.08767142,0.56107510,0.69075405,0.38631389,0.00000000,0.39381206,0.00754767
-4.70335168,1.34492511,0.00365551,0.08719991,0.59104299,0.72770167,0.41452850,0.00000000,0.41712156,0.00807975
-4.69734867,1.41419063,0.00392616,0.08640320,0.62077548,0.76401948,0.44309934,0.00000000,0.44002094,0.00861064
-4.69134567,1.48141934,0.00420222,0.08528309,0.64983001,0.79901758,0.47161868,0.00000000,0.46225358,0.00913291
-4.68534267,1.54549358,0.00448364,0.08385158,0.67777282,0.83203204,0.49966665,0.00000000,0.48355759,0.00963898
-4.67933967,1.60534635,0.00477113,0.08213038,0.70418813,0.86244097,0.52682005,0.00000000,0.50367055,0.01012134
-4.67333667,1.65998610,0.00506637,0.08015005,0.72868731,0.88967977,0.55266166,0.00000000,0.52233487,0.01057266
-4.66733367,1.70852072,0.00537216,0.07794910,0.75091802,0.91325521,0.57679016,0.00000000,0.53930359,0.01098604
-4.66133067,1.75017997,0.00569256,0.07557283,0.77057290,0.93275796,0.59883004,0.00000000,0.55434659,0.01135509
-4.65532766,1.78433586,0.00603298,0.07307219,0.78739779,0.94787323,0.61844155,0.00000000,0.56725693,0.01167421
-4.64932466,1.81052017,0.00640030,0.07050259,0.80119905,0.95838910,0.63533007,0.00000000,0.57785721,0.01193865
-4.64332166,1.82843867,0.00680284,0.06792270,0.81184974,0.96420232,0.64925482,0.00000000,0.58600568,0.01214473
