energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.06622149,0.00262523,0.16489002,0.44476871,0.41959549,0.37707304,0.00000000,0.34150814,0.02968711
-5.99399700,1.06336757,0.00248833,0.15451486,0.41317877,0.41440223,0.38581400,0.00000000,0.35788868,0.02993450
-5.98799400,1.07481821,0.00240197,0.14592990,0.38713890,0.41394874,0.39997759,0.00000000,0.37946950,0.03061175
-5.98199100,1.10041789,0.00236257,0.13918211,0.36657589,0.41831264,0.41941827,0.00000000,0.40612298,0.03170349
-5.97598799,1.13978364,0.00236609,0.13429893,0.35135292,0.42749834,0.44389259,0.00000000,0.43762655,0.03318698
-5.96998499,1.19230752,0.00240813,0.13128838,0.34127705,0.44143410,0.47306094,0.00000000,0.47366242,0.03503244
-5.96398199,1.25716179,0.00248400,0.13013901,0.33610633,0.45996986,0.50649088,0.00000000,0.51381897,0.03720348
-5.95797899,1.33330722,0.00258879,0.13081981,0.33555681,0.48287617,0.54366224,0.00000000,0.55759408,0.03965761
-5.95197599,1.41950531,0.00271744,0.13328010,0.33930905,0.50984458,0.58397427,0.00000000,0.60440059,0.04234694
-5.94597299,1.51433479,0.00286479,0.13744944,0.34701466,0.54048976,0.62675496,0.00000000,0.65357429,0.04521892
-5.93996998,1.61621302,0.00302567,0.14323783,0.35830262,0.57435348,0.67127267,0.00000000,0.70438439,0.04821736
-5.93396698,1.72342236,0.00319492,0.15053597,0.37278561,0.61091073,0.71674994,0.00000000,0.75604670,0.05128347
-5.92796398,1.83414151,0.00336752,0.15921609,0.39006645,0.64957808,0.76237951,0.00000000,0.80773924,0.05435708
-5.92196098,1.94648160,0.00353860,0.16913302,0.40974461,0.68972415,0.80734210,0.00000000,0.85862007,0.05737794
-5.91595798,2.05852614,0.00370356,0.18012584,0.43142286,0.73068210,0.85082558,0.00000000,0.90784705,0.06028716
-5.90995498,2.16837420,0.00385812,0.19201998,0.45471396,0.77176394,0.89204507,0.00000000,0.95459879,0.06302855
-5.90395198,2.27418528,0.00399841,0.20462991,0.47924734,0.81227630,0.93026313,0.00000000,0.99809627,0.06555011
-5.89794897,2.37422456,0.00412105,0.21776221,0.50467557,0.85153704,0.96480946,0.00000000,1.03762422,0.06780530
-5.89194597,2.46690684,0.00422319,0.23121911,0.53068045,0.88889233,0.99509926,0.00000000,1.07255155,0.06975428
-5.88594297,2.55083736,0.00430261,0.24480240,0.55697846,0.92373354,1.02064943,0.00000000,1.10234988,0.07136498
-5.87993997,2.62484789,0.00435775,0.25831742,0.58332541,0.95551317,1.04109197,0.00000000,1.12660931,0.07261387
-5.87393697,2.68802632,0.00438776,0.27157724,0.60951994,0.98375934,1.05618379,0.00000000,1.14505077,0.07348655
-5.86793397,2.73973841,0.00439251,0.28440657,0.63540567,1.00808805,1.06581265,0.00000000,1.15753431,0.07397801
-5.86193097,2.77964054,0.00437262,0.29664556,0.66087185,1.02821277,1.06999857,0.00000000,1.16406273,0.07409256
-5.85592796,2.80768268,0.00432943,0.30815301,0.68585231,1.04395087,1.06889089,0.00000000,1.16478041,0.07384354
-5.84992496,2.82410125,0.00426501,0.31880897,0.71032265,1.05522651,1.06276077,0.00000000,1.15996730,0.07325256
-5.84392196,2.82940202,0.00418212,0.32851674,0.73429572,1.06206980,1.05198958,0.00000000,1.15002808,0.07234866
-5.83791896,2.82433365,0.00408412,0.33720382,0.75781542,1.06461239,1.03705357,0.00000000,1.13547709,0.07116706
-5.83191596,2.80985276,0.00397500,0.34482215,0.78094911,1.06307931,1.01850546,0.00000000,1.11691942,0.06974784
-5.82591296,2.78708235,0.00385923,0.35134733,0.80377881,1.05777774,0.99695382,0.00000000,1.09502916,0.06813441
-5.81990995,2.75726490,0.00374174,0.35677699,0.82639167,1.04908290,0.97304098,0.00000000,1.07052554,0.06637200
-5.81390695,2.72171262,0.00362783,0.36112845,0.84887011,1.03742187,0.94742065,0.00000000,1.04414803,0.06450603
-5.80790395,2.68175679,0.00352307,0.36443568,0.87128207,1.02325593,0.92073600,0.00000000,1.01663155,0.06258065
-5.80190095,2.63869844,0.00343326,0.36674577,0.89367193,1.00706229,0.89359917,0.00000000,0.98868265,0.06063738
-5.79589795,2.59376262,0.00336433,0.36811524,0.91605268,0.98931594,0.86657313,0.00000000,0.96095776,0.05871387
-5.78989495,2.54805805,0.00332225,0.36860620,0.93839955,0.97047254,0.84015638,0.00000000,0.93404428,0.05684295
-5.78389195,2.50254383,0.00331294,0.36828274,0.96064574,0.95095293,0.81477121,0.00000000,0.90844523,0.05505189
-5.77788894,2.45800450,0.00334219,0.36720760,0.98268044,0.93113007,0.79075564,0.00000000,0.88456804,0.05336196
-5.77188594,2.41503414,0.00341560,0.36543951,1.00434920,0.91131876,0.76835938,0.00000000,0.86271754,0.05178818
-5.76588294,2.37402982,0.00353841,0.36303108,1.02545681,0.89176860,0.74774348,0.00000000,0.84309347,0.05033946
-5.75987994,2.33519433,0.00371550,0.36002746,1.04577251,0.87266032,0.72898368,0.00000000,0.82579219,0.04901884
-5.75387694,2.29854736,0.00395120,0.35646587,1.06503721,0.85410555,0.71207683,0.00000000,0.81081234,0.04782405
-5.74787394,2.26394420,0.00424924,0.35237576,1.08297245,0.83614965,0.69694993,0.00000000,0.79806381,0.04674818
-5.74187094,2.23110043,0.00461262,0.34777975,1.09929042,0.81877754,0.68347108,0.00000000,0.78737951,0.04578048
-5.73586793,2.19962106,0.00504353,0.34269505,1.11370467,0.80192186,0.67146170,0.00000000,0.77852908,0.04490722
-5.72986493,2.16903220,0.00554319,0.33713530,1.12594079,0.78547290,0.66070933,0.00000000,0.77123376,0.04411263
-5.72386193,2.13881355,0.00611185,0.33111265,1.13574646,0.76928977,0.65098021,0.00000000,0.76518172,0.04337978
-5.71785893,2.10842991,0.00674862,0.32463980,1.14290041,0.75321207,0.64203123,0.00000000,0.76004293,0.04269138
-5.71185593,2.07736010,0.00745145,0.31773198,1.14721979,0.73707136,0.63362060,0.00000000,0.75548313,0.04203054
-5.70585293,2.04512214,0.00821708,0.31040849,1.14856552,0.72070200,0.62551693,0.00000000,0.75117616,0.04138140
-5.69984992,2.01129359,0.00904102,0.30269395,1.14684560,0.70395067,0.61750647,0.00000000,0.74681434,0.04072962
-5.69384692,1.97552654,0.00991754,0.29461888,1.14201615,0.68668436,0.60939841,0.00000000,0.74211673,0.04006268
-5.68784392,1.93755702,0.01083971,0.28621983,1.13408035,0.66879641,0.60102821,0.00000000,0.73683495,0.03937017
-5.68184092,1.89720886,0.01179949,0.27753890,1.12308553,0.65021054,0.59225914,0.00000000,0.73075688,0.03864384
-5.67583792,1.85439270,0.01278779,0.26862276,1.10911866,0.63088294,0.58298229,0.00000000,0.72370819,0.03787754
-5.66983492,1.80910055,0.01379460,0.25952135,1.09230069,0.61080238,0.57311526,0.00000000,0.71555213,0.03706718
-5.66383192,1.76139715,0.01480914,0.25028617,1.07278033,0.58998869,0.56259988,0.00000000,0.70618784,0.03621046
-5.65782891,1.71140888,0.01582006,0.24096853,1.05072747,0.56848990,0.55139941,0.00000000,0.69554761,0.03530671
-5.65182591,1.65931139,0.01681556,0.23161781,1.02632699,0.54637825,0.53949538,0.00000000,0.68359348,0.03435659
-5.64582291,1.60531698,0.01778365,0.22227980,0.99977315,0.52374565,0.52688449,0.00000000,0.67031355,0.03336185
-5.63981991,1.54966252,0.01871233,0.21299538,0.97126490,0.50069879,0.51357574,0.00000000,0.65571833,0.03232508
-5.63381691,1.49259874,0.01958980,0.20379959,0.94100242,0.47735424,0.49958804,0.00000000,0.63983742,0.03124952
-5.62781391,1.43438135,0.02040464,0.19472106,0.90918481,0.45383395,0.48494826,0.00000000,0.62271668,0.03013887
-5.62181091,1.37526433,0.02114606,0.18578201,0.87600916,0.43026123,0.46968997,0.00000000,0.60441598,0.02899715
-5.61580790,1.31549552,0.02180405,0.17699865,0.84167067,0.40675740,0.45385266,0.00000000,0.58500765,0.02782862
-5.60980490,1.25531446,0.02236957,0.16838210,0.80636380,0.38343928,0.43748143,0.00000000,0.56457549,0.02663772
-5.60380190,1.19495221,0.02283470,0.15993957,0.77028427,0.36041744,0.42062717,0.00000000,0.54321431,0.02542904
-5.59779890,1.13463281,0.02319280,0.15167597,0.73363154,0.33779523,0.40334691,0.00000000,0.52102988,0.02420733
-5.59179590,1.07457606,0.02343862,0.14359562,0.69661161,0.31566850,0.38570430,0.00000000,0.49813905,0.02297751
-5.58579290,1.01500107,0.02356839,0.13570407,0.65943995,0.29412587,0.36777019,0.00000000,0.47467003,0.02174466
-5.57978989,0.95613023,0.02357995,0.12801000,0.62234439,0.27324956,0.34962302,0.00000000,0.45076259,0.02051409
-5.57378689,0.89819329,0.02347277,0.12052701,0.58556782,0.25311644,0.33134909,0.00000000,0.42656805,0.01929129
-5.56778389,0.84143105,0.02324798,0.11327520,0.54937062,0.23379941,0.31304260,0.00000000,0.40224907,0.01808198
-5.56178089,0.78609874,0.02290842,0.10628272,0.51403298,0.21536879,0.29480539,0.00000000,0.37797919,0.01689206
-5.55577789,0.73246869,0.02245856,0.09958695,0.47985689,0.19789390,0.27674656,0.00000000,0.35394195,0.01572762
-5.54977489,0.68083244,0.02190450,0.09323559,0.44716822,0.18144446,0.25898171,0.00000000,0.33032993,0.01459486
-5.54377189,0.63150225,0.02125388,0.08728742,0.41631857,0.16609202,0.24163218,0.00000000,0.30734345,0.01350006
-5.53776888,0.58481204,0.02051570,0.08181299,0.38768742,0.15191128,0.22482405,0.00000000,0.28518922,0.01244954
-5.53176588,0.54111789,0.01970028,0.07689497,0.36168418,0.13898129,0.20868716,0.00000000,0.26407892,0.01144957
-5.52576288,0.50079824,0.01881899,0.07262847,0.33875045,0.12738656,0.19335405,0.00000000,0.24422781,0.01050636
-5.51975988,0.46425363,0.01788408,0.06912110,0.31936225,0.11721794,0.17895903,0.00000000,0.22585338,0.00962597
-5.51375688,0.43190625,0.01690846,0.06649291,0.30403205,0.10857342,0.16563718,0.00000000,0.20917416,0.00881428
-5.50775388,0.40419901,0.01590543,0.06487609,0.29331036,0.10155866,0.15352348,0.00000000,0.19440850,0.00807696
-5.50175088,0.38159409,0.01488847,0.06441442,0.28778654,0.09628718,0.14275190,0.00000000,0.18177346,0.00741943
-5.49574787,0.36457064,0.01387091,0.06526237,0.28808830,0.09288028,0.13345447,0.00000000,0.17148361,0.00684683
-5.48974487,0.35362158,0.01286575,0.06758382,0.29487947,0.09146642,0.12576031,0.00000000,0.16374965,0.00636402
-5.48374187,0.34924888,0.01188536,0.07155029,0.30885552,0.09218000,0.11979444,0.00000000,0.15877672,0.00597548
-5.47773887,0.35195721,0.01094127,0.07733844,0.33073625,0.09515953,0.11567637,0.00000000,0.15676226,0.00568535
-5.47173587,0.36224561,0.01004398,0.08512705,0.36125523,0.10054499,0.11351842,0.00000000,0.15789324,0.00549734
-5.46573287,0.38059682,0.00920279,0.09509308,0.40114557,0.10847435,0.11342355,0.00000000,0.16234274,0.00541464
-5.45972986,0.40746431,0.00842564,0.10740699,0.45112190,0.11907923,0.11548297,0.00000000,0.17026565,0.00543988
-5.45372686,0.44325682,0.00771902,0.12222729,0.51185846,0.13247968,0.11977308,0.00000000,0.18179365,0.00557502
-5.44772386,0.48832068,0.00708792,0.13969429,0.58396350,0.14877822,0.12635223,0.00000000,0.19702932,0.00582119
-5.44172086,0.54292026,0.00653575,0.15992331,0.66795057,0.16805314,0.13525700,0.00000000,0.21603964,0.00617857
-5.43571786,0.60721709,0.00606440,0.18299741,0.76420752,0.19035149,0.14649835,0.00000000,0.23884906,0.00664626
-5.42971486,0.68124842,0.00567426,0.20896003,0.87296403,0.21568176,0.16005760,0.00000000,0.26543233,0.00722206
-5.42371186,0.76490628,0.00536424,0.23780776,0.99425947,0.24400686,0.17588265,0.00000000,0.29570754,0.00790240
-5.41770885,0.85791809,0.00513193,0.26948366,1.12791221,0.27523761,0.19388446,0.00000000,0.32952980,0.00868212
-5.41170585,0.95983011,0.00497364,0.30387158,1.27349254,0.30922716,0.21393423,0.00000000,0.36668588,0.00955440
-5.40570285,1.06999505,0.00488457,0.34079181,1.43030080,0.34576695,0.23586133,0.00000000,0.40689046,0.01051068
-5.39969985,1.18756511,0.00485896,0.37999855,1.59735269,0.38458441,0.25945251,0.00000000,0.44978434,0.01154063
