energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,1.94182555,-1.95748355,0.02600165,-0.03626580,0.16517792,-0.15854280,1.34645594,-1.09582073,0.19338979,-0.15027648,0.33647031,-0.38013279,0.40394885,-0.44394816,0.00883386,-0.00938104,0.92285104,-0.96878843
-5.99399700,1.93651635,-1.97976913,0.02572724,-0.03586555,0.16304416,-0.16161557,1.34081254,-1.12657283,0.19252956,-0.15197976,0.33692716,-0.37855204,0.40280817,-0.45107082,0.00898580,-0.00910214,0.92354138,-0.98007497
-5.98799400,1.93255322,-2.00482350,0.02566618,-0.03550375,0.16053021,-0.16469937,1.33085210,-1.15763356,0.19217207,-0.15377428,0.33808797,-0.37836431,0.40200167,-0.45843665,0.00927800,-0.00889479,0.92542066,-0.99303313
-5.98199100,1.93038274,-2.03169343,0.02583166,-0.03519494,0.15767562,-0.16768177,1.31685854,-1.18808976,0.19239645,-0.15560555,0.33999482,-0.37938917,0.40161342,-0.46590760,0.00970699,-0.00875973,0.92869602,-1.00720391
-5.97598799,1.93049423,-2.05939979,0.02623206,-0.03495287,0.15452814,-0.17045048,1.29922501,-1.21702362,0.19327744,-0.15742004,0.34270132,-0.38142925,0.40172818,-0.47333956,0.01026770,-0.00869734,0.93359194,-1.02211412
-5.96998499,1.93339785,-2.08697622,0.02687050,-0.03479014,0.15114212,-0.17289765,1.27843979,-1.24354627,0.19488263,-0.15916786,0.34626926,-0.38427806,0.40242751,-0.48058719,0.01095345,-0.00870753,0.94033940,-1.03729497
-5.96398199,1.93959929,-2.11350705,0.02774455,-0.03471794,0.14757652,-0.17492405,1.25506882,-1.26683041,0.19726960,-0.16080535,0.35076421,-0.38772775,0.40378528,-0.48750892,0.01175581,-0.00878970,0.94916341,-1.05230030
-5.95797899,1.94957235,-2.13816267,0.02884598,-0.03474578,0.14389277,-0.17644291,1.22973528,-1.28614071,0.20048310,-0.16229740,0.35625050,-0.39157658,0.40586300,-0.49397193,0.01266459,-0.00894258,0.96026941,-1.06672364
-5.95197599,1.96373055,-2.16023103,0.03016063,-0.03488125,0.14015254,-0.17738318,1.20309735,-1.30086060,0.20455234,-0.16361938,0.36278565,-0.39563587,0.40870499,-0.49985684,0.01366780,-0.00916419,0.97382927,-1.08021337
-5.94597299,1.98239952,-2.17914372,0.03166851,-0.03512991,0.13641548,-0.17769213,1.17582490,-1.31051440,0.20948860,-0.16475857,0.37041471,-0.39973604,0.41233390,-0.50506196,0.01475166,-0.00945173,0.98996766,-1.09248543
