energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.80790395,0.08834772,0.00163625,0.00549485,0.01075055,0.01913541,0.00293716,0.04438155,0.00877385,0.00604277
-5.80190095,0.10501779,0.00197694,0.00664016,0.01191683,0.02325089,0.00356135,0.05248939,0.01015615,0.00727458
-5.79589795,0.12550448,0.00237900,0.00801400,0.01358572,0.02819231,0.00431388,0.06253519,0.01196890,0.00874703
-5.78989495,0.15014191,0.00284784,0.00963940,0.01577259,0.03405157,0.00520871,0.07468113,0.01424587,0.01048219
-5.78389195,0.17928326,0.00338866,0.01153972,0.01849953,0.04092341,0.00626036,0.08910097,0.01702626,0.01250198
-5.77788894,0.21328725,0.00400619,0.01373777,0.02179362,0.04890265,0.00748340,0.10597324,0.02035342,0.01482731
-5.77188594,0.25250267,0.00470440,0.01625490,0.02568492,0.05808089,0.00889201,0.12547353,0.02427333,0.01747696
-5.76588294,0.29725146,0.00548622,0.01910990,0.03020446,0.06854279,0.01049930,0.14776596,0.02883280,0.02046651
-5.75987994,0.34781055,0.00635325,0.02231789,0.03538205,0.08036209,0.01231677,0.17299410,0.03407755,0.02380713
-5.75387694,0.40439308,0.00730547,0.02588915,0.04124410,0.09359729,0.01435355,0.20127156,0.04005008,0.02750442
-5.74787394,0.46712964,0.00834097,0.02982792,0.04781146,0.10828739,0.01661576,0.23267256,0.04678750,0.03155729
-5.74187094,0.53605044,0.00945575,0.03413138,0.05509737,0.12444759,0.01910580,0.26722292,0.05431923,0.03595697
-5.73586793,0.61106906,0.01064354,0.03878864,0.06310568,0.14206540,0.02182172,0.30489191,0.06266491,0.04068612
-5.72986493,0.69196910,0.01189573,0.04377996,0.07182933,0.16109726,0.02475666,0.34558538,0.07183233,0.04571825
-5.72386193,0.77839442,0.01320132,0.04907621,0.08124927,0.18146591,0.02789841,0.38914085,0.08181582,0.05101744
-5.71785893,0.86984416,0.01454708,0.05463867,0.09133395,0.20305878,0.03122907,0.43532485,0.09259491,0.05653832
-5.71185593,0.96567337,0.01591767,0.06041911,0.10203943,0.22572766,0.03472500,0.48383307,0.10413365,0.06222653
-5.70585293,1.06509983,0.01729600,0.06636036,0.11331021,0.24928968,0.03835687,0.53429372,0.11638055,0.06801960
-5.69984992,1.16721790,0.01866364,0.07239723,0.12508084,0.27352993,0.04209001,0.58627431,0.12926935,0.07384820
-5.69384692,1.27101923,0.02000130,0.07845791,0.13727843,0.29820569,0.04588503,0.63929198,0.14272064,0.07963792
-5.68784392,1.37542049,0.02128950,0.08446573,0.14982583,0.32305231,0.04969860,0.69282738,0.15664433,0.08531130
-5.68184092,1.47929757,0.02250915,0.09034138,0.16264569,0.34779059,0.05348460,0.74634179,0.17094317,0.09079037
-5.67583792,1.58152524,0.02364236,0.09600537,0.17566509,0.37213563,0.05719538,0.79929716,0.18551700,0.09599930
-5.66983492,1.68102124,0.02467311,0.10138076,0.18882067,0.39580678,0.06078323,0.85117829,0.20026784,0.10086731
-5.66383192,1.77679293,0.02558797,0.10639610,0.20206404,0.41853835,0.06420205,0.90151638,0.21510559,0.10533160
-5.65782891,1.86798480,0.02637679,0.11098827,0.21536722,0.44009072,0.06740898,0.94991308,0.22995410,0.10934023
-5.65182591,1.95392455,0.02703324,0.11510539,0.22872777,0.46026132,0.07036610,0.99606373,0.24475740,0.11285474
-5.64582291,2.03416549,0.02755530,0.11870938,0.24217335,0.47889499,0.07304205,1.03977871,0.25948574,0.11585255
-5.63981991,2.10852307,0.02794557,0.12177832,0.25576535,0.49589324,0.07541342,1.08100170,0.27414117,0.11832886
-5.63381691,2.17710326,0.02821143,0.12430826,0.26960137,0.51122170,0.07746601,1.11982373,0.28876235,0.12029802
-5.62781391,2.24032092,0.02836501,0.12631461,0.28381601,0.52491563,0.07919570,1.15649187,0.30342813,0.12179432
-5.62181091,2.29890658,0.02842298,0.12783284,0.29858014,0.53708275,0.08060897,1.19141189,0.31825988,0.12287207
-5.61580790,2.35390064,0.02840616,0.12891863,0.31409805,0.54790335,0.08172308,1.22514415,0.33342198,0.12360508
-5.60980490,2.40663433,0.02833895,0.12964730,0.33060280,0.55762738,0.08256568,1.25839253,0.34912075,0.12408540
-5.60380190,2.45869772,0.02824858,0.13011265,0.34834946,0.56656853,0.08317411,1.29198643,0.36560130,0.12442146
-5.59779890,2.51189545,0.02816428,0.13042518,0.36760663,0.57509542,0.08359416,1.32685622,0.38314267,0.12473568
-5.59179590,2.56819165,0.02811632,0.13070979,0.38864637,0.58362017,0.08387849,1.36400294,0.40205119,0.12516160
-5.58579290,2.62964609,0.02813497,0.13110310,0.41173288,0.59258478,0.08408472,1.40446330,0.42265237,0.12584069
-5.57978989,2.69834403,0.02824947,0.13175038,0.43711046,0.60244576,0.08427324,1.44927144,0.44528157,0.12691892
-5.57378689,2.77632272,0.02848704,0.13280230,0.46499123,0.61365774,0.08450481,1.49941901,0.47027385,0.12854327
-5.56778389,2.86549769,0.02887188,0.13441160,0.49554322,0.62665677,0.08483816,1.55581527,0.49795351,0.13085823
-5.56178089,2.96759191,0.02942431,0.13672975,0.52887932,0.64184391,0.08532760,1.61924915,0.52862356,0.13400255
-5.55577789,3.08407108,0.03016011,0.13990370,0.56504788,0.65956996,0.08602075,1.69035484,0.56255585,0.13810608
-5.54977489,3.21608749,0.03108986,0.14407284,0.60402524,0.68012192,0.08695655,1.76958259,0.59998198,0.14328709
-5.54377189,3.36443502,0.03221863,0.14936619,0.64571082,0.70371178,0.08816357,1.85717601,0.64108550,0.14964979
-5.53776888,3.52951670,0.03354574,0.15589976,0.68992498,0.73046809,0.08965878,1.95315679,0.68599562,0.15728231
-5.53176588,3.71132592,0.03506478,0.16377426,0.73640983,0.76043058,0.09144672,2.05731754,0.73478243,0.16625498
-5.52576288,3.90944141,0.03676378,0.17307300,0.78483305,0.79354808,0.09351923,2.16922273,0.78745383,0.17661897
-5.51975988,4.12303537,0.03862558,0.18385998,0.83479446,0.82967949,0.09585565,2.28821752,0.84395392,0.18840508
-5.51375688,4.35089362,0.04062835,0.19617812,0.88583512,0.86859784,0.09842348,2.41344371,0.90416278,0.20162290
-5.50775388,4.59144578,0.04274623,0.21004765,0.93744846,0.90999693,0.10117952,2.54386172,0.96789721,0.21625986
-5.50175088,4.84280326,0.04495005,0.22546453,0.98909285,0.95350013,0.10407143,2.67827716,1.03491224,0.23228056
-5.49574787,5.10280251,0.04720815,0.24239894,1.04020500,0.99867079,0.10703946,2.81537052,1.10490299,0.24962602
-5.48974487,5.36905093,0.04948719,0.26079385,1.09021347,1.04502365,0.11001857,2.95372828,1.17750668,0.26821295
-5.48374187,5.63897315,0.05175295,0.28056371,1.13855173,1.09203668,0.11294054,3.09187390,1.25230439,0.28793311
-5.47773887,5.90985540,0.05397117,0.30159326,1.18467010,1.13916272,0.11573617,3.22829725,1.32882260,0.30865270
-5.47173587,6.17888679,0.05610822,0.32373667,1.22804612,1.18584055,0.11833736,3.36148151,1.40653440,0.33021197
-5.46573287,6.44319617,0.05813174,0.34681708,1.26819311,1.23150497,0.12067916,3.48992659,1.48486055,0.35242516
-5.45972986,6.69988473,0.06001125,0.37062669,1.30466656,1.27559563,0.12270141,3.61216878,1.56317058,0.37508078
-5.45372686,6.94605453,0.06171853,0.39492755,1.33706857,1.31756460,0.12435035,3.72679678,1.64078438,0.39794260
-5.44772386,7.17883387,0.06322805,0.41945322,1.36505033,1.35688267,0.12557968,3.83246424,1.71697469,0.42075134
-5.44172086,7.39540124,0.06451716,0.44391141,1.38831300,1.39304457,0.12635156,3.92789977,1.79097096,0.44322718
-5.43571786,7.59300906,0.06556639,0.46798769,1.40660743,1.42557331,0.12663704,4.01191520,1.86196518,0.46507332
-5.42971486,7.76900926,0.06635949,0.49135034,1.41973301,1.45402403,0.12641644,4.08341310,1.92911995,0.48598056
-5.42371186,7.92088192,0.06688354,0.51365628,1.42753634,1.47798759,0.12567924,4.14139463,1.99157919,0.50563280
-5.41770885,8.04626826,0.06712904,0.53455796,1.42990999,1.49709424,0.12442390,4.18496841,2.04848159,0.52371362
-5.41170585,8.14300834,0.06708986,0.55371121,1.42679171,1.51101761,0.12265737,4.21336118,2.09897677,0.53991347
-5.40570285,8.20918331,0.06676332,0.57078360,1.41816440,1.51947913,0.12039456,4.22593040,2.14224386,0.55393763
-5.39969985,8.24316147,0.06615015,0.58546320,1.40405683,1.52225290,0.11765762,4.22217869,2.17751188,0.56551422
-5.39369685,8.24364631,0.06525449,0.59746728,1.38454525,1.51917091,0.11447512,4.20176979,2.20408144,0.57440239
-5.38769385,8.20972446,0.06408387,0.60655073,1.35975541,1.51012849,0.11088133,4.16454496,2.22134669,0.58040000
-5.38169085,8.14091081,0.06264915,0.61251365,1.32986499,1.49508954,0.10691529,4.11053896,2.22881657,0.58335051
-5.37568784,8.03718788,0.06096444,0.61520796,1.29510583,1.47409131,0.10262000,4.03999424,2.22613446,0.58314891
-5.36968484,7.89903651,0.05904698,0.61454248,1.25576570,1.44724815,0.09804159,3.95337201,2.21309498,0.57974604
-5.36368184,7.72745523,0.05691694,0.61048650,1.21218899,1.41475407,0.09322847,3.85135884,2.18965721,0.57315145
-5.35767884,7.52396601,0.05459717,0.60307137,1.16477613,1.37688348,0.08823052,3.73486785,2.15595343,0.56343426
-5.35167584,7.29060496,0.05211292,0.59239022,1.11398129,1.33398999,0.08309829,3.60503351,2.11229291,0.55072220
-5.34567284,7.02989721,0.04949139,0.57859570,1.06030823,1.28650304,0.07788225,3.46319972,2.05916035,0.53519872
-5.33966983,6.74481615,0.04676132,0.56189589,1.00430425,1.23492231,0.07263200,3.31090107,1.99720893,0.51709831
-5.33366683,6.43872820,0.04395248,0.54254850,0.94655235,1.17980997,0.06739561,3.14983766,1.92724825,0.49670021
-5.32766383,6.11532487,0.04109511,0.52085365,0.88766179,1.12178103,0.06221891,2.98184435,1.85022763,0.47432081
-5.32166083,5.77854498,0.03821937,0.49714553,0.82825740,1.06149198,0.05714494,2.80885561,1.76721535,0.45030510
-5.31565783,5.43249003,0.03535476,0.47178331,0.76896814,0.99962839,0.05221341,2.63286720,1.67937487,0.42501741
-5.30965483,5.08133623,0.03252959,0.44514162,0.71041537,0.93689164,0.04746027,2.45589649,1.58793889,0.39883208
-5.30365183,4.72924690,0.02977042,0.41760109,0.65320130,0.87398560,0.04291739,2.27994294,1.49418233,0.37212408
-5.29764882,4.38028836,0.02710173,0.38953918,0.59789819,0.81160352,0.03861244,2.10695030,1.39939514,0.34526035
-5.29164582,4.03835273,0.02454543,0.36132168,0.54503862,0.75041579,0.03456872,1.93877191,1.30485609,0.31859179
-5.28564282,3.70708983,0.02212070,0.33329515,0.49510737,0.69105884,0.03080537,1.77714036,1.21180807,0.29244639
-5.27963982,3.38985025,0.01984373,0.30578046,0.44853482,0.63412565,0.02733750,1.62364220,1.12143585,0.26712355
-5.27363682,3.08964070,0.01772771,0.27906763,0.40569231,0.58015793,0.02417659,1.47969832,1.03484649,0.24288973
-5.26763382,2.80909201,0.01578284,0.25341197,0.36688923,0.52964013,0.02133096,1.34654999,0.95305293,0.21997554
-5.26163082,2.55043945,0.01401640,0.22903161,0.33237181,0.48299541,0.01880631,1.22525048,0.87696067,0.19857397
-5.25562781,2.31551463,0.01243299,0.20610622,0.30232334,0.44058321,0.01660640,1.11666175,0.80735758,0.17884005
-5.24962481,2.10574735,0.01103476,0.18477698,0.27686562,0.40269850,0.01473371,1.02145540,0.74490661,0.16089139
-5.24362181,1.92217585,0.00982166,0.16514759,0.25606128,0.36957230,0.01319014,0.94011713,0.69014107,0.14480975
-5.23761881,1.76546336,0.00879184,0.14728608,0.23991659,0.34137325,0.01197766,0.87295364,0.64346222,0.13064322
-5.23161581,1.63591911,0.00794186,0.13122737,0.22838461,0.31820990,0.01109896,0.82010116,0.60513863,0.11840894
-5.22561281,1.53352176,0.00726710,0.11697629,0.22136825,0.30013349,0.01055794,0.78153469,0.57530714,0.10809611
-5.21960980,1.45794379,0.00676199,0.10451091,0.21872319,0.28714086,0.01036008,0.75707718,0.55397505,0.09966909
-5.21360680,1.40857535,0.00642024,0.09378607,0.22026052,0.27917740,0.01051269,0.74640823,0.54102327,0.09307057
-5.20760380,1.38454676,0.00623510,0.08473683,0.22574902,0.27613971,0.01102493,0.74907197,0.53621039,0.08822448
-5.20160080,1.38474908,0.00619947,0.07728193,0.23491723,0.27787803,0.01190766,0.76448387,0.53917764,0.08503878
-5.19559780,1.40785251,0.00630599,0.07132691,0.24745541,0.28419838,0.01317305,0.79193686,0.54945474,0.08340795
-5.18959480,1.45232311,0.00654711,0.06676708,0.26301755,0.29486430,0.01483400,0.83060681,0.56646680,0.08321518
-5.18359180,1.51643810,0.00691510,0.06349014,0.28122365,0.30959849,0.01690331,0.87955796,0.58954252,0.08433435
-5.17758879,1.59830069,0.00740196,0.06137849,0.30166265,0.32808435,0.01939274,0.93774873,0.61792376,0.08663173
-5.17158579,1.69585527,0.00799939,0.06031121,0.32389592,0.34996757,0.02231178,1.00403861,0.65077678,0.08996750
-5.16558279,1.80690392,0.00869868,0.06016583,0.34746185,0.37485810,0.02566645,1.07719656,0.68720516,0.09419721
-5.15957979,1.92912513,0.00949061,0.06081974,0.37188141,0.40233251,0.02945792,1.15591151,0.72626459,0.09917308
-5.15357679,2.06009552,0.01036539,0.06215150,0.39666475,0.43193702,0.03368120,1.23880535,0.76697936,0.10474540
-5.14757379,2.19731505,0.01131249,0.06404191,0.42131896,0.46319134,0.03832387,1.32444855,0.80836039,0.11076392
-5.14157079,2.33823613,0.01232070,0.06637501,0.44535667,0.49559345,0.04336492,1.41137856,0.84942463,0.11707936
-5.13556778,2.48029657,0.01337802,0.06903892,0.46830543,0.52862530,0.04877390,1.49812094,0.88921517,0.12354496
-5.12956478,2.62095614,0.01447175,0.07192677,0.48971742,0.56175954,0.05451029,1.58321269,0.92682183,0.13001824
-5.12356178,2.75773620,0.01558855,0.07493745,0.50917933,0.59446719,0.06052327,1.66522754,0.96140132,0.13636277
-5.11755878,2.88826148,0.01671458,0.07797642,0.52632194,0.62622622,0.06675190,1.74280246,0.99219659,0.14245008
-5.11155578,3.01030310,0.01783572,0.08095657,0.54082892,0.65653069,0.07312572,1.81466459,1.01855450,0.14816156
-5.10555278,3.12182147,0.01893776,0.08379897,0.55244465,0.68490053,0.07956593,1.87965791,1.03994122,0.15339032
-5.09954977,3.22100780,0.02000677,0.08643363,0.56098057,0.71089143,0.08598691,1.93676855,1.05595481,0.15804306
-5.09354677,3.30632277,0.02102938,0.08880031,0.56631976,0.73410471,0.09229824,1.98514808,1.06633451,0.16204171
-5.08754377,3.37653104,0.02199315,0.09084911,0.56841965,0.75419680,0.09840709,2.02413377,1.07096623,0.16532489
-5.08154077,3.43073017,0.02288695,0.09254111,0.56731258,0.77088796,0.10422090,2.05326508,1.06988426,0.16784915
-5.07553777,3.46837290,0.02370128,0.09384877,0.56310422,0.78397003,0.10965018,2.07229577,1.06326895,0.16958980
-5.06953477,3.48928162,0.02442861,0.09475631,0.55596999,0.79331270,0.11461143,2.08120104,1.05144055,0.17054152
-5.06353177,3.49365448,0.02506367,0.09525976,0.54614943,0.79886818,0.11902998,2.08017936,1.03484951,0.17071839
-5.05752876,3.48206245,0.02560363,0.09536691,0.53393889,0.80067399,0.12284248,2.06964882,1.01406355,0.17015370
-5.05152576,3.45543726,0.02604824,0.09509701,0.51968278,0.79885365,0.12599921,2.05023792,0.98975215,0.16889919
-5.04552276,3.41505041,0.02639987,0.09448024,0.50376374,0.79361514,0.12846576,2.02277119,0.96266896,0.16702398
-5.03951976,3.36248365,0.02666339,0.09355696,0.48659207,0.78524727,0.13022418,1.98824982,0.93363279,0.16461308
-5.03351676,3.29959180,0.02684603,0.09237675,0.46859485,0.77411375,0.13127347,1.94782809,0.90350805,0.16176559
-5.02751376,3.22845909,0.02695706,0.09099724,0.45020506,0.76064548,0.13162938,1.90278617,0.87318514,0.15859265
-5.02151076,3.15135039,0.02700742,0.08948280,0.43185129,0.74533090,0.13132352,1.85450037,0.84356151,0.15521513
-5.01550775,3.07065900,0.02700921,0.08790314,0.41394806,0.72870503,0.13040178,1.80441174,0.81552409,0.15176131
-5.00950475,2.98885285,0.02697522,0.08633176,0.39688736,0.71133750,0.12892224,1.75399412,0.78993347,0.14836441
-5.00350175,2.90842093,0.02691829,0.08484447,0.38103146,0.69381987,0.12695253,1.70472284,0.76761035,0.14516029
-4.99749875,2.83182191,0.02685079,0.08351790,0.36670731,0.67675292,0.12456692,1.65804500,0.74932446,0.14228525
-4.99149575,2.76143672,0.02678402,0.08242814,0.35420245,0.66073413,0.12184320,1.61535248,0.73578629,0.13987405
-4.98549275,2.69952655,0.02672771,0.08164942,0.34376282,0.64634595,0.11885954,1.57795843,0.72764150,0.13805824
-4.97948974,2.64819768,0.02668961,0.08125312,0.33559207,0.63414512,0.11569150,1.54707802,0.72546795,0.13696482
-4.97348674,2.60937389,0.02667516,0.08130682,0.32985252,0.62465336,0.11240936,1.52381373,0.72977524,0.13671520
-4.96748374,2.58477694,0.02668728,0.08187368,0.32666761,0.61834966,0.10907579,1.50914551,0.74100625,0.13742463
-4.96148074,2.57591505,0.02672634,0.08301195,0.32612544,0.61566419,0.10574412,1.50392569,0.75954026,0.13920180
-4.95547774,2.58407886,0.02679024,0.08477474,0.32828333,0.61697390,0.10245718,1.50887807,0.78569717,0.14214882
-4.94947474,2.61034382,0.02687464,0.08720989,0.33317297,0.62259967,0.09924676,1.52460086,0.81974204,0.14636131
-4.94347174,2.65557764,0.02697334,0.09035995,0.34080576,0.63280475,0.09613370,1.55157223,0.86188941,0.15192862
-4.93746873,2.72045125,0.02707876,0.09426229,0.35117814,0.64779433,0.09312852,1.59015782,0.91230669,0.15893401
-4.93146573,2.80545118,0.02718251,0.09894908,0.36427637,0.66771589,0.09023262,1.64061872,0.97111604,0.16745468
-4.92546273,2.91089172,0.02727608,0.10444737,0.38008045,0.69265994,0.08743984,1.70311916,1.03839415,0.17756156
-4.91945973,3.03692495,0.02735148,0.11077891,0.39856701,0.72266100,0.08473836,1.77773254,1.11416960,0.18931879
-4.91345673,3.18354724,0.02740193,0.11795990,0.41971076,0.75769838,0.08211272,1.86444512,1.19841765,0.20278274
-4.90745373,3.35060115,0.02742254,0.12600058,0.44348443,0.79769676,0.07954589,1.96315671,1.29105231,0.21800065
-4.90145073,3.53777206,0.02741085,0.13490458,0.46985719,0.84252639,0.07702130,2.07367800,1.39191604,0.23500872
-4.89544772,3.74457972,0.02736734,0.14466817,0.49879154,0.89200279,0.07452464,2.19572460,1.50076761,0.25382991
-4.88944472,3.97036506,0.02729579,0.15527936,0.53023879,0.94588637,0.07204535,2.32890809,1.61726867,0.27447133
-4.88344172,4.21427376,0.02720352,0.16671698,0.56413358,1.00388181,0.06957785,2.47272501,1.74097009,0.29692144
-4.87743872,4.47523795,0.02710147,0.17894976,0.60038761,1.06563773,0.06712225,2.62654460,1.87129908,0.32114725
-4.87143572,4.75195834,0.02700409,0.19193551,0.63888317,1.13074673,0.06468476,2.78959672,2.00754831,0.34709164
-4.86543272,5.04288887,0.02692919,0.20562059,0.67946694,1.19874639,0.06227764,2.96096132,2.14886816,0.37467096
-4.85942971,5.34622638,0.02689751,0.21993957,0.72194447,1.26912129,0.05991878,3.13956088,2.29426335,0.40377323
-4.85342671,5.65990741,0.02693222,0.23481543,0.76607610,1.34130639,0.05763095,3.32415726,2.44259484,0.43425709
-4.84742371,5.98161399,0.02705833,0.25016009,0.81157449,1.41469208,0.05544080,3.51335401,2.59258788,0.46595154
-4.84142071,6.30878988,0.02730192,0.26587549,0.85810437,1.48863074,0.05337765,3.70560525,2.74284653,0.49865683
-4.83541771,6.63866792,0.02768939,0.28185526,0.90528462,1.56244499,0.05147213,3.89923133,2.89187498,0.53214635
-4.82941471,6.96830865,0.02824657,0.29798677,0.95269294,1.63543734,0.04975481,4.09244166,3.03810514,0.56616969
-4.82341171,7.29464950,0.02899788,0.31415371,0.99987294,1.70690115,0.04825485,4.28336415,3.17993004,0.60045681
-4.81740870,7.61456317,0.02996545,0.33023898,1.04634364,1.77613230,0.04699865,4.47008052,3.31574177,0.63472322
-4.81140570,7.92492308,0.03116824,0.34612790,1.09161098,1.84244146,0.04600872,4.65066631,3.44397271,0.66867595
-4.80540270,8.22267358,0.03262126,0.36171140,1.13518081,1.90516625,0.04530268,4.82323404,3.56313827,0.70202026
-4.79939970,8.50490177,0.03433486,0.37688928,1.17657299,1.96368304,0.04489245,4.98597779,3.67187929,0.73446676
-4.79339670,8.76890809,0.03631406,0.39157319,1.21533582,2.01741777,0.04478365,5.13721732,3.76900216,0.76573860
-4.78739370,9.01227247,0.03855805,0.40568926,1.25106014,2.06585569,0.04497523,5.27543987,3.85351479,0.79557865
-4.78139070,9.23291333,0.04105981,0.41918015,1.28339255,2.10854938,0.04545938,5.39933789,3.92465659,0.82375617
-4.77538769,9.42913695,0.04380589,0.43200652,1.31204698,2.14512531,0.04622154,5.50784114,3.98192105,0.85007286
-4.76938469,9.59967516,0.04677631,0.44414766,1.33681419,2.17528844,0.04724071,5.60014198,4.02506975,0.87436790
-4.76338169,9.74371023,0.04994470,0.45560133,1.35756864,2.19882520,0.04848992,5.67571286,4.05413703,0.89652198
-4.75737869,9.86088603,0.05327856,0.46638271,1.37427260,2.21560477,0.04993683,5.73431565,4.06942504,0.91645985
-4.75137569,9.95130558,0.05673975,0.47652253,1.38697712,2.22557900,0.05154454,5.77600262,4.07148945,0.93415165
-4.74537269,10.01551558,0.06028511,0.48606436,1.39582001,2.22878107,0.05327247,5.80110947,4.06111643,0.94961261
-4.73936968,10.05447898,0.06386724,0.49506124,1.40102093,2.22532321,0.05507733,5.81024085,4.03929194,0.96290141
-4.73336668,10.06953727,0.06743547,0.50357175,1.40287380,2.21539370,0.05691420,5.80424951,4.00716491,0.97411711
-4.72736368,10.06236430,0.07093691,0.51165565,1.40173693,2.19925331,0.05873763,5.78420996,3.96600588,0.98339478
-4.72136068,10.03491382,0.07431759,0.51936936,1.39802141,2.17723148,0.06050275,5.75138795,3.91716316,0.99090010
-4.71535768,9.98936290,0.07752367,0.52676148,1.39217814,2.14972205,0.06216635,5.70720703,3.86201837,0.99682308
-4.70935468,9.92805331,0.08050272,0.53386852,1.38468421,2.11717882,0.06368794,5.65321344,3.80194332,1.00137108
-4.70335168,9.85343300,0.08320489,0.54071112,1.37602909,2.08011071,0.06503074,5.59104044,3.73826018,1.00476159
-4.69734867,9.76799934,0.08558410,0.54729097,1.36670120,2.03907649,0.06616253,5.52237313,3.67220631,1.00721488
-4.69134567,9.67424570,0.08759914,0.55358852,1.35717535,1.99467895,0.06705643,5.44891472,3.60490524,1.00894692
-4.68534267,9.57461262,0.08921463,0.55956184,1.34790142,1.94755824,0.06769148,5.37235475,3.53734463,1.01016274
-4.67933967,9.47144444,0.09040181,0.56514649,1.33929470,1.89838448,0.06805306,5.29434004,3.47036182,1.01105066
-4.67333667,9.36695205,0.09113921,0.57025665,1.33172804,1.84784923,0.06813314,5.21644854,3.40463699,1.01177738
-4.66733367,9.26318199,0.09141309,0.57478738,1.32552599,1.79665607,0.06793032,5.14016633,3.34069387,1.01248428
-4.66133067,9.16199209,0.09121765,0.57861809,1.32096096,1.74551017,0.06744971,5.06686792,3.27890712,1.01328492
-4.65532766,9.06503331,0.09055512,0.58161693,1.31825134,1.69510700,0.06670258,4.99779975,3.21951566,1.01426389
-4.64932466,8.97373762,0.08943556,0.58364608,1.31756142,1.64612050,0.06570583,4.93406680,3.16264055,1.01547687
-4.64332166,8.88931125,0.08787649,0.58456764,1.31900302,1.59919082,0.06448136,4.87662223,3.10830622,1.01695195
