energy_ev,total_up,Cd_p_up,Cd_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-6.00000000,1.51443754,0.69378989,0.12582270,0.36832059,0.00226038,0.59494035,0.00000000
-5.99399700,1.54551209,0.70606854,0.12855199,0.36788178,0.00226267,0.61964004,0.00000000
-5.98799400,1.56964304,0.71503817,0.13068323,0.36623096,0.00225616,0.64094267,0.00000000
-5.98199100,1.58624052,0.72046617,0.13216553,0.36334813,0.00224067,0.65842158,0.00000000
-5.97598799,1.59481422,0.72217003,0.13295708,0.35921767,0.00221612,0.67171749,0.00000000
-5.96998499,1.59499459,0.72002580,0.13302700,0.35383100,0.00218251,0.68055083,0.00000000
-5.96398199,1.58655111,0.71397500,0.13235677,0.34718950,0.00213995,0.68473169,0.00000000
-5.95797899,1.56940648,0.70402967,0.13094139,0.33930741,0.00208867,0.68416677,0.00000000
-5.95197599,1.54364605,0.69027510,0.12879003,0.33021444,0.00202901,0.67886304,0.00000000
-5.94597299,1.50952164,0.67287020,0.12592632,0.31995790,0.00196147,0.66892799,0.00000000
-5.93996998,1.46744956,0.65204518,0.12238797,0.30860421,0.00188666,0.65456637,0.00000000
-5.93396698,1.41800268,0.62809693,0.11822606,0.29623955,0.00180534,0.63607365,0.00000000
-5.92796398,1.36189692,0.60138197,0.11350372,0.28296961,0.00171834,0.61382649,0.00000000
-5.92196098,1.29997270,0.57230746,0.10829451,0.26891845,0.00162663,0.58827076,0.00000000
-5.91595798,1.23317228,0.54132071,0.10268040,0.25422645,0.00153123,0.55990759,0.00000000
-5.90995498,1.16251388,0.50889752,0.09674955,0.23904749,0.00143323,0.52927812,0.00000000
-5.90395198,1.08906404,0.47553006,0.09059395,0.22354545,0.00133374,0.49694775,0.00000000
-5.89794897,1.01390918,0.44171474,0.08430697,0.20789032,0.00123387,0.46349042,0.00000000
-5.89194597,0.93812790,0.40794057,0.07798111,0.19225405,0.00113470,0.42947367,0.00000000
-5.88594297,0.86276491,0.37467853,0.07170578,0.17680628,0.00103727,0.39544494,0.00000000
-5.87993997,0.78880777,0.34237223,0.06556539,0.16171038,0.00094252,0.36191967,0.00000000
-5.87393697,0.71716708,0.31143027,0.05963781,0.14711976,0.00085133,0.32937148,0.00000000
-5.86793397,0.64866077,0.28222032,0.05399302,0.13317475,0.00076445,0.29822463,0.00000000
-5.86193097,0.58400271,0.25506504,0.04869226,0.12000003,0.00068251,0.26884874,0.00000000
-5.85592796,0.52379569,0.23023974,0.04378750,0.10770282,0.00060602,0.24155593,0.00000000
-5.84992496,0.46852860,0.20797167,0.03932120,0.09637180,0.00053537,0.21659992,0.00000000
-5.84392196,0.41857727,0.18844061,0.03532643,0.08607664,0.00047082,0.19417702,0.00000000
-5.83791896,0.37420866,0.17178062,0.03182721,0.07686823,0.00041252,0.17442860,0.00000000
-5.83191596,0.33558750,0.15808241,0.02883901,0.06877947,0.00036050,0.15744468,0.00000000
-5.82591296,0.30278481,0.14739624,0.02636942,0.06182646,0.00031473,0.14326832,0.00000000
