energy_ev,total_up,Al_p_up,Al_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-5.69984992,5.07340774,0.07839577,0.00000000,2.02448874,3.23077658,0.01028811,3.39242019
-5.69384692,5.09155550,0.08006638,0.00000000,2.03595178,3.22179389,0.01098240,3.40408269
-5.68784392,5.10336495,0.08220663,0.00000000,2.04321416,3.20416853,0.01181853,3.40824364
-5.68184092,5.10883656,0.08477737,0.00000000,2.04603423,3.17852288,0.01279700,3.40507627
-5.67583792,5.10817393,0.08773630,0.00000000,2.04429688,3.14565598,0.01391655,3.39494148
-5.66983492,5.10172827,0.09103755,0.00000000,2.03799760,3.10649388,0.01517370,3.37834565
-5.66383192,5.08994056,0.09463140,0.00000000,2.02722459,3.06203788,0.01656244,3.35589555
-5.65782891,5.07328436,0.09846403,0.00000000,2.01214007,3.01331270,0.01807388,3.32825275
-5.65182591,5.05221195,0.10247750,0.00000000,1.99296145,2.96131721,0.01969602,3.29608960
-5.64582291,5.02710642,0.10660981,0.00000000,1.96994345,2.90697963,0.02141364,3.26004897
-5.63981991,4.99824195,0.11079518,0.00000000,1.94336190,2.85111910,0.02320819,3.22070931
-5.63381691,4.96575410,0.11496459,0.00000000,1.91349980,2.79441522,0.02505792,3.17855671
-5.62781391,4.92962154,0.11904645,0.00000000,1.88063623,2.73738651,0.02693811,3.13396506
-5.62181091,4.88966005,0.12296756,0.00000000,1.84503849,2.68037860,0.02882135,3.08718487
-5.61580790,4.84552895,0.12665427,0.00000000,1.80695756,2.62356220,0.03067814,3.03834123
-5.60980490,4.79674976,0.13003389,0.00000000,1.76662705,2.56694065,0.03247741,2.98744062
-5.60380190,4.74273615,0.13303624,0.00000000,1.72426550,2.51036625,0.03418733,2.93438594
-5.59779890,4.68283354,0.13559544,0.00000000,1.68008164,2.45356422,0.03577609,2.87899892
-5.59179590,4.61636665,0.13765170,0.00000000,1.63428235,2.39616292,0.03721285,2.82104844
-5.58579290,4.54269238,0.13915328,0.00000000,1.58708277,2.33772848,0.03846860,2.76028315
-5.57978989,4.46125541,0.14005834,0.00000000,1.53871776,2.27780204,0.03951713,2.69646671
-5.57378689,4.37164371,0.14033675,0.00000000,1.48945424,2.21593757,0.04033586,2.62941352
-5.56778389,4.27364098,0.13997170,0.00000000,1.43960348,2.15173851,0.04090665,2.55902326
-5.56178089,4.16727320,0.13896107,0.00000000,1.38953265,2.08489119,0.04121643,2.48531216
-5.55577789,4.05284692,0.13731841,0.00000000,1.33967485,2.01519373,0.04125771,2.40843942
-5.54977489,3.93097686,0.13507365,0.00000000,1.29053700,1.94257902,0.04102887,2.32872745
-5.54377189,3.80260144,0.13227320,0.00000000,1.24270482,1.86713083,0.04053434,2.24667468
-5.53776888,3.66898504,0.12897972,0.00000000,1.19684467,1.78909266,0.03978441,2.16296029
-5.53176588,3.53170663,0.12527128,0.00000000,1.15370161,1.70886895,0.03879503,2.07844066
-5.52576288,3.39263494,0.12124010,0.00000000,1.11409374,1.62701924,0.03758724,1.99413746
-5.51975988,3.25389123,0.11699081,0.00000000,1.07890258,1.54424555,0.03618659,1.91121800
-5.51375688,3.11780097,0.11263823,0.00000000,1.04905974,1.46137412,0.03462229,1.83096879
-5.50775388,2.98683648,0.10830490,0.00000000,1.02553018,1.37933254,0.03292638,1.75476328
-5.50175088,2.86355288,0.10411822,0.00000000,1.00929233,1.29912358,0.03113270,1.68402540
-5.49574787,2.75051999,0.10020742,0.00000000,1.00131588,1.22179720,0.02927602,1.62019039
-5.48974487,2.65025275,0.09670044,0.00000000,1.00253771,1.14842187,0.02739099,1.56466453
-5.48374187,2.56514307,0.09372068,0.00000000,1.01383679,1.08005677,0.02551134,1.51878557
-5.47773887,2.49739536,0.09138389,0.00000000,1.03600882,1.01772577,0.02366904,1.48378523
-5.47173587,2.44896828,0.08979517,0.00000000,1.06974153,0.96239414,0.02189362,1.46075523
-5.46573287,2.42152446,0.08904611,0.00000000,1.11559136,0.91494880,0.02021168,1.45061823
-5.45972986,2.41638966,0.08921230,0.00000000,1.17396236,0.87618245,0.01864643,1.45410423
-5.45372686,2.43452261,0.09035106,0.00000000,1.24508820,0.84678172,0.01721749,1.47173355
-5.44772386,2.47649595,0.09249967,0.00000000,1.32901776,0.82731943,0.01594078,1.50380642
-5.44172086,2.54248851,0.09567399,0.00000000,1.42560511,0.81825059,0.01482854,1.55039945
-5.43571786,2.63228873,0.09986750,0.00000000,1.53450425,0.81991184,0.01388947,1.61136876
-5.42971486,2.74530848,0.10505097,0.00000000,1.65516903,0.83252377,0.01312897,1.68635946
-5.42371186,2.88060644,0.11117256,0.00000000,1.78685835,0.85619547,0.01254946,1.77482062
-5.41770885,3.03691982,0.11815855,0.00000000,1.92864680,0.89093085,0.01215071,1.87602517
-5.41170585,3.21270295,0.12591465,0.00000000,2.07944045,0.93663596,0.01193025,1.98909368
-5.40570285,3.40617123,0.13432778,0.00000000,2.23799757,0.99312690,0.01188371,2.11302083
-5.39969985,3.61534871,0.14326848,0.00000000,2.40295354,1.06013763,0.01200525,2.24670364
-5.39369685,3.83811755,0.15259382,0.00000000,2.57284943,1.13732743,0.01228784,2.38897021
-5.38769385,4.07226767,0.16215065,0.00000000,2.74616311,1.22428749,0.01272357,2.53860774
-5.38169085,4.31554473,0.17177937,0.00000000,2.92134200,1.32054651,0.01330395,2.69438883
-5.37568784,4.56569497,0.18131782,0.00000000,3.09683618,1.42557494,0.01402000,2.85509499
-5.36968484,4.82050527,0.19060536,0.00000000,3.27113067,1.53878794,0.01486248,3.01953657
-5.36368184,5.07783731,0.19948702,0.00000000,3.44277570,1.65954685,0.01582190,3.18656820
-5.35767884,5.33565456,0.20781739,0.00000000,3.61041377,1.78715936,0.01688858,3.35509959
-5.35167584,5.59204176,0.21546435,0.00000000,3.77280245,1.92087843,0.01805260,3.52410106
-5.34567284,5.84521616,0.22231232,0.00000000,3.92883233,2.05990032,0.01930372,3.69260424
-5.33966983,6.09353099,0.22826494,0.00000000,4.07753925,2.20336190,0.02063134,3.85969789
-5.33366683,6.33547133,0.23324715,0.00000000,4.21811092,2.35033785,0.02202431,4.02451983
-5.32766383,6.56964365,0.23720650,0.00000000,4.34988771,2.49983810,0.02347085,4.18624556
-5.32166083,6.79476016,0.24011365,0.00000000,4.47235824,2.65080632,0.02495838,4.34407493
-5.31565783,7.00961978,0.24196210,0.00000000,4.58515039,2.80211994,0.02647343,4.49721797
-5.30965483,7.21308762,0.24276712,0.00000000,4.68801862,2.95259247,0.02800158,4.64488152
-5.30365183,7.40407516,0.24256401,0.00000000,4.78082890,3.10097871,0.02952734,4.78625789
-5.29764882,7.58152312,0.24140568,0.00000000,4.86354236,3.24598352,0.03103423,4.92051695
-5.29164582,7.74438897,0.23935979,0.00000000,4.93619892,3.38627436,0.03250477,5.04680286
-5.28564282,7.89164074,0.23650551,0.00000000,4.99890201,3.52049808,0.03392070,5.16423615
-5.27963982,8.02225827,0.23293015,0.00000000,5.05180532,3.64730159,0.03526309,5.27192182
-5.27363682,8.13524244,0.22872573,0.00000000,5.09510230,3.76535646,0.03651267,5.36896334
-5.26763382,8.22963244,0.22398568,0.00000000,5.12901854,3.87338645,0.03765018,5.45448212
-5.26163082,8.30453026,0.21880184,0.00000000,5.15380723,3.97019722,0.03865675,5.52764176
-5.25562781,8.35913114,0.21326184,0.00000000,5.16974722,4.05470704,0.03951436,5.58767547
-5.24962481,8.39275787,0.20744700,0.00000000,5.17714301,4.12597694,0.04020636,5.63391524
-5.24362181,8.40489678,0.20143068,0.00000000,5.17632593,4.18323881,0.04071797,5.66582079
-5.23761881,8.39523266,0.19527734,0.00000000,5.16765540,4.22592001,0.04103675,5.68300624
-5.23161581,8.36368000,0.18904200,0.00000000,5.15151939,4.25366277,0.04115314,5.68526273
-5.22561281,8.31040801,0.18277035,0.00000000,5.12833319,4.26633740,0.04106083,5.67257524
-5.21960980,8.23585744,0.17649924,0.00000000,5.09853592,4.26404816,0.04075713,5.64513223
-5.21360680,8.14074745,0.17025758,0.00000000,5.06258437,4.24713136,0.04024324,5.60332737
-5.20760380,8.02607200,0.16406758,0.00000000,5.02094438,4.21614566,0.03952438,5.54775303
-5.20160080,7.89308546,0.15794606,0.00000000,4.97408016,4.17185488,0.03860986,5.47918586
-5.19559780,7.74327845,0.15190606,0.00000000,4.92244238,4.11520438,0.03751295,5.39856542
-5.18959480,7.57834531,0.14595829,0.00000000,4.86645621,4.04729228,0.03625072,5.30696738
-5.18359180,7.40014548,0.14011264,0.00000000,4.80651057,3.96933716,0.03484370,5.20557292
-5.17758879,7.21066136,0.13437956,0.00000000,4.74295013,3.88264418,0.03331546,5.09563683
-5.17158579,7.01195539,0.12877130,0.00000000,4.67607126,3.78857153,0.03169210,4.97845606
-5.16558279,6.80612936,0.12330289,0.00000000,4.60612303,3.68849907,0.03000175,4.85534124
-5.15957979,6.59528821,0.11799307,0.00000000,4.53331410,3.58380086,0.02827388,4.72759266
-5.15357679,6.38151061,0.11286485,0.00000000,4.45782558,3.47582271,0.02653875,4.59648223
-5.14757379,6.16682739,0.10794599,0.00000000,4.37982964,3.36586577,0.02482678,4.46324214
-5.14157079,5.95320859,0.10326921,0.00000000,4.29951296,3.25517626,0.02316793,4.32906044
-5.13556778,5.74255867,0.09887224,0.00000000,4.21710363,3.14494122,0.02159122,4.19508291
-5.12956478,5.53671882,0.09479766,0.00000000,4.13289944,3.03628961,0.02012415,4.06242029
-5.12356178,5.33747457,0.09109260,0.00000000,4.04729555,2.93029729,0.01879231,3.93215903
-5.11755878,5.14656618,0.08780818,0.00000000,3.96080885,2.82799477,0.01761898,3.80537375
-5.11155578,4.96569928,0.08499889,0.00000000,3.87409680,2.73037560,0.01662482,3.68313908
-5.10555278,4.79655277,0.08272166,0.00000000,3.78796844,2.63840391,0.01582757,3.56653865
-5.09954977,4.64078155,0.08103489,0.00000000,3.70338572,2.55301938,0.01524186,3.45666932
-5.09354677,4.50001163,0.07999715,0.00000000,3.62145393,2.47513808,0.01487901,3.35463893
-5.08754377,4.37582637,0.07966586,0.00000000,3.54340061,2.40564836,0.01474687,3.26155645
-5.08154077,4.26974272,0.08009568,0.00000000,3.47054322,2.34540096,0.01484975,3.17851411
-5.07553777,4.18317787,0.08133687,0.00000000,3.40424638,2.29519358,0.01518829,3.10656168
-5.06953477,4.11740723,0.08343348,0.00000000,3.34587059,2.25575014,0.01575942,3.04667389
-5.06353177,4.07351561,0.08642148,0.00000000,3.29671485,2.22769587,0.01655635,2.99971269
-5.05752876,4.05234447,0.09032691,0.00000000,3.25795599,2.21152971,0.01756861,2.96638633
-5.05152576,4.05443832,0.09516406,0.00000000,3.23058832,2.20759580,0.01878211,2.94720811
-5.04552276,4.07999421,0.10093376,0.00000000,3.21536694,2.21605611,0.02017937,2.94245749
-5.03951976,4.12881785,0.10762184,0.00000000,3.21275816,2.23686632,0.02173971,2.95214661
-5.03351676,4.20029031,0.11519791,0.00000000,3.22290044,2.26975722,0.02343965,2.97599495
-5.02751376,4.29334831,0.12361445,0.00000000,3.24557828,2.31422316,0.02525340,3.01341448
-5.02151076,4.40648119,0.13280625,0.00000000,3.28021150,2.36951952,0.02715338,3.06350739
-5.01550775,4.53774594,0.14269046,0.00000000,3.32586087,2.43466996,0.02911099,3.12507752
-5.00950475,4.68480169,0.15316700,0.00000000,3.38125085,2.50848416,0.03109738,3.19665612
-5.00350175,4.84496314,0.16411965,0.00000000,3.44480876,2.58958612,0.03308432,3.27654153
-4.99749875,5.01527200,0.17541765,0.00000000,3.51471911,2.67645218,0.03504520,3.36285170
-4.99149575,5.19258390,0.18691788,0.00000000,3.58899096,2.76745779,0.03695592,3.45358771
-4.98549275,5.37366787,0.19846756,0.00000000,3.66553521,2.86093120,0.03879588,3.54670567
-4.97948974,5.55531410,0.20990748,0.00000000,3.74224865,2.95521181,0.04054885,3.64019374
-4.97348674,5.73444549,0.22107556,0.00000000,3.81710056,3.04871078,0.04220367,3.73215099
-4.96748374,5.90822794,0.23181083,0.00000000,3.88821805,3.13997102,0.04375492,3.82086409
-4.96148074,6.07417425,0.24195747,0.00000000,3.95396597,3.22772374,0.04520321,3.90487816
-4.95547774,6.23023654,0.25136901,0.00000000,4.01301754,3.31093873,0.04655533,3.98305811
-4.94947474,6.37488259,0.25991237,0.00000000,4.06441230,3.38886577,0.04782409,4.05463732
-4.94347174,6.50715200,0.26747170,0.00000000,4.10759847,3.46106478,0.04902788,4.11925071
-4.93746873,6.62668906,0.27395175,0.00000000,4.14245758,3.52742306,0.05018987,4.17695044
-4.93146573,6.73374997,0.27928074,0.00000000,4.16931004,3.58815811,0.05133706,4.22820270
-4.92546273,6.82918352,0.28341256,0.00000000,4.18890110,3.64380547,0.05249891,4.27386539
-4.91945973,6.91438528,0.28632808,0.00000000,4.20236774,3.69519163,0.05370599,4.31514706
-4.91345673,6.99122673,0.28803574,0.00000000,4.21118771,3.74339271,0.05498826,4.35354871
-4.90745373,7.06196202,0.28857105,0.00000000,4.21711291,3.78968038,0.05637349,4.39079047
-4.90145073,7.12911602,0.28799533,0.00000000,4.22208995,3.83545703,0.05788561,4.42872636
-4.89544772,7.19535850,0.28639344,0.00000000,4.22817131,3.88218299,0.05954313,4.46925082
-4.88944472,7.26336972,0.28387074,0.00000000,4.23742109,3.93129888,0.06135788,4.51420093
-4.88344172,7.33570372,0.28054940,0.00000000,4.25181929,3.98414656,0.06333387,4.56525901
-4.87743872,7.41465530,0.27656407,0.00000000,4.27316914,4.04189238,0.06546659,4.62385986
-4.87143572,7.50213699,0.27205729,0.00000000,4.30301118,4.10545632,0.06774270,4.69110725
-4.86543272,7.59957174,0.26717461,0.00000000,4.34254823,4.17545063,0.07014004,4.76770341
-4.85942971,7.70780653,0.26205988,0.00000000,4.39258425,4.25213088,0.07262817,4.85389522
-4.85342671,7.82705103,0.25685065,0.00000000,4.45347986,4.33536222,0.07516930,4.94943968
-4.84742371,7.95684422,0.25167408,0.00000000,4.52512624,4.42460255,0.07771960,5.05359056
-4.84142071,8.09605083,0.24664340,0.00000000,4.60693862,4.51890391,0.08023080,5.16510707
-4.83541771,8.24288764,0.24185513,0.00000000,4.69786923,4.61693210,0.08265210,5.28228432
-4.82941471,8.39497855,0.23738711,0.00000000,4.79643908,4.71700404,0.08493221,5.40300442
-4.82341171,8.54943567,0.23329740,0.00000000,4.90078694,4.81714125,0.08702142,5.52480584
-4.81740870,8.70296278,0.22962411,0.00000000,5.00873303,4.91513718,0.08887368,5.64496811
-4.81140570,8.85197607,0.22638608,0.00000000,5.11785459,5.00863520,0.09044846,5.76060782
-4.80540270,8.99273673,0.22358430,0.00000000,5.22556985,5.09521391,0.09171247,5.86878173
-4.79939970,9.12148914,0.22120407,0.00000000,5.32922669,5.17247579,0.09264093,5.96659234
-4.79339670,9.23459874,0.21921764,0.00000000,5.42619218,5.23813512,0.09321859,6.05129116
-4.78739370,9.32868346,0.21758731,0.00000000,5.51393960,5.29010149,0.09344021,6.12037547
-4.78139070,9.40073338,0.21626865,0.00000000,5.59012927,5.32655510,0.09331069,6.17167431
-4.77538769,9.44821417,0.21521383,0.00000000,5.65268065,5.34601091,0.09284476,6.20342059
-4.76938469,9.46915052,0.21437481,0.00000000,5.69983312,5.34736919,0.09206623,6.21430672
-4.76338169,9.46218739,0.21370627,0.00000000,5.73019405,5.32995075,0.09100697,6.20352210
-4.75737869,9.42662760,0.21316818,0.00000000,5.74277301,5.29351605,0.08970557,6.17077185
-4.75137569,9.36244581,0.21272782,0.00000000,5.73700185,5.23826813,0.08820586,6.11627704
-4.74537269,9.27027986,0.21236128,0.00000000,5.71274113,5.16484002,0.08655529,6.04075754
-4.73936968,9.15140133,0.21205437,0.00000000,5.67027363,5.07426824,0.08480332,5.94539935
-4.73336668,9.00766796,0.21180289,0.00000000,5.61028638,4.96795401,0.08299990,5.83180878
-4.72736368,8.84146103,0.21161230,0.00000000,5.53384283,4.84761488,0.08119403,5.70195635
-4.72136068,8.65561103,0.21149687,0.00000000,5.44234700,4.71522908,0.07943254,5.55811345
-4.71535768,8.45331520,0.21147832,0.00000000,5.33750166,4.57297535,0.07775913,5.40278452
-4.70935468,8.23804999,0.21158407,0.00000000,5.22126235,4.42317078,0.07621358,5.23863799
-4.70335168,8.01348181,0.21184523,0.00000000,5.09578904,4.26820904,0.07483124,5.06843804
-4.69734867,7.78337847,0.21229436,0.00000000,4.96339707,4.11050092,0.07364273,4.89497972
-4.69134567,7.55152365,0.21296317,0.00000000,4.82650878,3.95241899,0.07267383,4.72102876
-4.68534267,7.32163626,0.21388034,0.00000000,4.68760678,3.79624746,0.07194552,4.54926751
-4.67933967,7.09729600,0.21506942,0.00000000,4.54918987,3.64413827,0.07147408,4.38224746
-4.67333667,6.88187621,0.21654710,0.00000000,4.41373203,3.49807379,0.07127133,4.22234897
-4.66733367,6.67848461,0.21832170,0.00000000,4.28364491,3.35983636,0.07134472,4.07174782
-4.66133067,6.48991267,0.22039227,0.00000000,4.16124394,3.23098454,0.07169761,3.93238853
-4.65532766,6.31859360,0.22274800,0.00000000,4.04871792,3.11283592,0.07232928,3.80596402
-4.64932466,6.16656947,0.22536823,0.00000000,3.94810208,3.00645601,0.07323508,3.69390077
-4.64332166,6.03546731,0.22822295,0.00000000,3.86125415,2.91265289,0.07440637,3.59734935
-4.63731866,5.92648433,0.23127371,0.00000000,3.78983329,2.83197700,0.07583051,3.51717937
-4.63131566,5.84038218,0.23447500,0.00000000,3.73528143,2.76472583,0.07749084,3.45397876
-4.62531266,5.77748993,0.23777595,0.00000000,3.69880666,2.71095284,0.07936662,3.40805670
-4.61930965,5.73771562,0.24112227,0.00000000,3.68136859,2.67048047,0.08143312,3.37945017
-4.61330665,5.72056575,0.24445832,0.00000000,3.68366525,2.64291647,0.08366171,3.36793364
-4.60730365,5.72517217,0.24772924,0.00000000,3.70612171,2.62767355,0.08602012,3.37303197
-4.60130065,5.75032535,0.25088291,0.00000000,3.74888036,2.62399146,0.08847288,3.39403610
-4.59529765,5.79451320,0.25387183,0.00000000,3.81179316,2.63096145,0.09098184,3.43002158
-4.58929465,5.85596416,0.25665461,0.00000000,3.89441627,2.64755217,0.09350690,3.47986957
-4.58329165,5.93269333,0.25919715,0.00000000,3.99600763,2.67263678,0.09600685,3.54229009
-4.57728864,6.02255023,0.26147348,0.00000000,4.11552816,2.70502041,0.09844031,3.61584735
-4.57128564,6.12326705,0.26346601,0.00000000,4.25164735,2.74346750,0.10076676,3.69898650
-4.56528264,6.23250594,0.26516556,0.00000000,4.40275394,2.78672823,0.10294751,3.79006177
-4.55927964,6.34790437,0.26657082,0.00000000,4.56697251,2.83356367,0.10494674,3.88736521
-4.55327664,6.46711741,0.26768757,0.00000000,4.74218636,2.88276881,0.10673233,3.98915577
-4.54727364,6.58785643,0.26852757,0.00000000,4.92606708,2.93319330,0.10827662,4.09368809
-4.54127064,6.70792341,0.26910725,0.00000000,5.11611078,2.98375928,0.10955693,4.19924061
-4.53526763,6.82524063,0.26944628,0.00000000,5.30968058,3.03347614,0.11055596,4.30414239
-4.52926463,6.93787568,0.26956608,0.00000000,5.50405451,3.08145216,0.11126184,4.40679824
-4.52326163,7.04406159,0.26948835,0.00000000,5.69647771,3.12690271,0.11166806,4.50571166
-4.51725863,7.14221245,0.26923370,0.00000000,5.88421729,3.16915540,0.11177315,4.59950516
-4.51125563,7.23093467,0.26882046,0.00000000,6.06461788,3.20765208,0.11158019,4.68693755
-4.50525263,7.30903408,0.26826355,0.00000000,6.23515591,3.24194804,0.11109625,4.76691787
-4.49924962,7.37551945,0.26757368,0.00000000,6.39349025,3.27170864,0.11033168,4.83851565
-4.49324662,7.42960250,0.26675675,0.00000000,6.53750719,3.29670369,0.10929941,4.90096730
-4.48724362,7.47069492,0.26581336,0.00000000,6.66535781,3.31680000,0.10801432,4.95367855
-4.48124062,7.49840264,0.26473872,0.00000000,6.77548614,3.33195227,0.10649264,4.99622286
-4.47523762,7.51251769,0.26352263,0.00000000,6.86664708,3.34219301,0.10475151,5.02833598
-4.46923462,7.51300808,0.26214971,0.00000000,6.93791358,3.34762144,0.10280862,5.04990688
-4.46323162,7.50000592,0.26059986,0.00000000,6.98867317,3.34839219,0.10068213,5.06096555
-4.45722861,7.47379425,0.25884886,0.00000000,7.01861466,3.34470375,0.09839056,5.06166802
-4.45122561,7.43479298,0.25686915,0.00000000,7.02770625,3.33678736,0.09595297,5.05227941
-4.44522261,7.38354431,0.25463081,0.00000000,7.01616705,3.32489645,0.09338913,5.03315567
-4.43921961,7.32069809,0.25210263,0.00000000,6.98443400,3.30929706,0.09071979,5.00472477
-4.43321661,7.24699738,0.24925331,0.00000000,6.93312658,3.29025938,0.08796695,4.96746813
-4.42721361,7.16326469,0.24605282,0.00000000,6.86301183,3.26805083,0.08515405,4.92190312
-4.42121061,7.07038890,0.24247371,0.00000000,6.77497156,3.24293056,0.08230615,4.86856707
-4.41520760,6.96931314,0.23849250,0.00000000,6.66997387,3.21514560,0.07944985,4.80800353
-4.40920460,6.86102341,0.23409099,0.00000000,6.54905006,3.18492859,0.07661322,4.74075100
-4.40320160,6.74653790,0.22925748,0.00000000,6.41327791,3.15249686,0.07382538,4.66733422
-4.39719860,6.62689661,0.22398780,0.00000000,6.26377131,3.11805277,0.07111602,4.58825821
-4.39119560,6.50315091,0.21828611,0.00000000,6.10167589,3.08178488,0.06851469,4.50400458
-4.38519260,6.37635248,0.21216542,0.00000000,5.92816958,3.04386965,0.06605001,4.41503004
-4.37918959,6.24754140,0.20564776,0.00000000,5.74446668,3.00447323,0.06374870,4.32176629
-4.37318659,6.11773274,0.19876402,0.00000000,5.55182376,2.96375300,0.06163464,4.22462121
-4.36718359,5.98790164,0.19155338,0.00000000,5.35154540,2.92185842,0.05972786,4.12398038
-4.36118059,5.85896661,0.18406237,0.00000000,5.14498807,2.87893093,0.05804363,4.02020881
-4.35517759,5.73177149,0.17634372,0.00000000,4.93356048,2.83510285,0.05659168,3.91365234
-4.34917459,5.60706620,0.16845478,0.00000000,4.71871914,2.79049495,0.05537558,3.80463846
-4.34317159,5.48548726,0.16045582,0.00000000,4.50195832,2.74521307,0.05439228,3.69347659
-4.33716858,5.36753873,0.15240828,0.00000000,4.28479416,2.69934381,0.05363200,3.58045778
-4.33116558,5.25357489,0.14437283,0.00000000,4.06874316,2.65294979,0.05307833,3.46585402
-4.32516258,5.14378568,0.13640771,0.00000000,3.85529584,2.60606479,0.05270858,3.34991756
-4.31915958,5.03818624,0.12856706,0.00000000,3.64588689,2.55868938,0.05249446,3.23288052
-4.31315658,4.93661155,0.12089958,0.00000000,3.44186333,2.51078759,0.05240294,3.11495523
-4.30715358,4.83871719,0.11344747,0.00000000,3.24445257,2.46228502,0.05239738,2.99633554
