energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,10.90488936,0.15278231,0.00811145,0.14510656,0.02398337,0.38897373,0.21785309,10.55240144
-5.99399700,11.00525633,0.15157624,0.00839798,0.14264728,0.02413673,0.38523265,0.21723446,10.65947163
-5.98799400,11.09784112,0.15036256,0.00866906,0.13993164,0.02424547,0.38183367,0.21659488,10.75823604
-5.98199100,11.18175072,0.14914430,0.00892083,0.13697964,0.02430799,0.37881500,0.21594192,10.84767617
-5.97598799,11.25619269,0.14792053,0.00914980,0.13381274,0.02432352,0.37619942,0.21528585,10.92689535
-5.96998499,11.32050122,0.14668689,0.00935301,0.13045386,0.02429232,0.37399492,0.21463947,10.99514532
-5.96398199,11.37415729,0.14543648,0.00952809,0.12692735,0.02421578,0.37219569,0.21401785,11.05184640
-5.95797899,11.41680209,0.14416060,0.00967336,0.12325887,0.02409655,0.37078344,0.21343774,11.09660043
-5.95197599,11.44824281,0.14284960,0.00978793,0.11947522,0.02393853,0.36972889,0.21291687,11.12919575
-5.94597299,11.46845072,0.14149367,0.00987169,0.11560405,0.02374688,0.36899338,0.21247296,11.14960418
-5.93996998,11.47755184,0.14008348,0.00992535,0.11167357,0.02352792,0.36853048,0.21212270,11.15797046
-5.93396698,11.47581094,0.13861074,0.00995039,0.10771210,0.02328898,0.36828760,0.21188055,11.15459486
-5.92796398,11.46361026,0.13706857,0.00994898,0.10374766,0.02303822,0.36820752,0.21175749,11.13991051
-5.92196098,11.44142444,0.13545178,0.00992394,0.09980745,0.02278438,0.36822973,0.21175989,11.11445687
-5.91595798,11.40979372,0.13375686,0.00987857,0.09591741,0.02253654,0.36829176,0.21188848,11.07885141
-5.90995498,11.36929721,0.13198198,0.00981652,0.09210169,0.02230385,0.36833029,0.21213740,11.03376135
-5.90395198,11.32052850,0.13012677,0.00974163,0.08838230,0.02209523,0.36828221,0.21249371,10.97987753
