energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,V_p_up,V_d_up
-5.85592796,0.90268101,0.00110863,0.01355772,0.01155607,0.62865262,0.21668920,0.06782376,0.37422213,0.14218353
-5.84992496,0.88566464,0.00112744,0.01357870,0.01146851,0.61626953,0.21593450,0.06467923,0.36771329,0.14303831
-5.84392196,0.87581423,0.00114570,0.01375142,0.01148607,0.60861503,0.21647833,0.06210569,0.36331867,0.14534542
-5.83791896,0.87240319,0.00116228,0.01406403,0.01160409,0.60518570,0.21807716,0.06005733,0.36069302,0.14898028
-5.83191596,0.87463771,0.00117622,0.01450228,0.01181570,0.60543762,0.22048355,0.05848320,0.35948738,0.15380069
-5.82591296,0.88167666,0.00118684,0.01504988,0.01211189,0.60880044,0.22345187,0.05732870,0.35935834,0.15964943
-5.81990995,0.89265232,0.00119368,0.01568885,0.01248173,0.61469204,0.22674386,0.05653714,0.35997705,0.16635726
-5.81390695,0.90669191,0.00119656,0.01639994,0.01291266,0.62253326,0.23013393,0.05605136,0.36103756,0.17374636
-5.80790395,0.92293919,0.00119560,0.01716315,0.01339079,0.63176266,0.23341418,0.05581521,0.36226440,0.18163433
-5.80190095,0.94057608,0.00119117,0.01795823,0.01390125,0.64185082,0.23639886,0.05577504,0.36341917,0.18983846
-5.79589795,0.95884346,0.00118396,0.01876532,0.01442860,0.65231399,0.23892839,0.05588109,0.36430599,0.19818045
-5.78989495,0.97706075,0.00117489,0.01956546,0.01495724,0.66272657,0.24087262,0.05608869,0.36477565,0.20649118
-5.78389195,0.99464380,0.00116515,0.02034130,0.01547187,0.67273212,0.24213337,0.05635934,0.36472835,0.21461564
-5.77788894,1.01112014,0.00115613,0.02107758,0.01595789,0.68205255,0.24264613,0.05666154,0.36411492,0.22241760
-5.77188594,1.02614129,0.00114943,0.02176175,0.01640188,0.69049500,0.24238079,0.05697148,0.36293643,0.22978397
-5.76588294,1.03949147,0.00114678,0.02238439,0.01679193,0.69795625,0.24134146,0.05727334,0.36124226,0.23662855
-5.75987994,1.05109204,0.00115005,0.02293963,0.01711804,0.70442415,0.23956524,0.05755946,0.35912657,0.24289499
-5.75387694,1.06100151,0.00116113,0.02342539,0.01737236,0.70997608,0.23712002,0.05783015,0.35672335,0.24855878
-5.74787394,1.06941062,0.00118195,0.02384357,0.01754944,0.71477414,0.23410140,0.05809324,0.35420003,0.25362794
-5.74187094,1.07663257,0.00121437,0.02419999,0.01764632,0.71905727,0.23062864,0.05836336,0.35174999,0.25814260
-5.73586793,1.08308829,0.00126016,0.02450429,0.01766258,0.72313009,0.22683991,0.05866097,0.34958408,0.26217303
-5.72986493,1.08928718,0.00132092,0.02476960,0.01760028,0.72734904,0.22288691,0.05901114,0.34792146,0.26581638
-5.72386193,1.09580378,0.00139800,0.02501207,0.01746379,0.73210602,0.21892901,0.05944215,0.34698002,0.26919206
-5.71785893,1.10325096,0.00149249,0.02525026,0.01725955,0.73780998,0.21512719,0.05998396,0.34696677,0.27243596
-5.71185593,1.11225072,0.00160511,0.02550444,0.01699572,0.74486725,0.21163781,0.06066652,0.34806836,0.27569362
-5.70585293,1.12340347,0.00173621,0.02579574,0.01668186,0.75366114,0.20860665,0.06151812,0.35044237,0.27911276
-5.69984992,1.13725710,0.00188568,0.02614521,0.01632841,0.76453175,0.20616322,0.06256372,0.35420930,0.28283532
-5.69384692,1.15427703,0.00205291,0.02657294,0.01594627,0.77775669,0.20441570,0.06382334,0.35944589,0.28698951
-5.68784392,1.17481857,0.00223681,0.02709703,0.01554635,0.79353358,0.20344656,0.06531068,0.36617989,0.29168218
-5.68184092,1.19910272,0.00243575,0.02773273,0.01513907,0.81196517,0.20330920,0.06703185,0.37438645,0.29699185
-5.67583792,1.22719680,0.00264758,0.02849156,0.01473399,0.83304774,0.20402551,0.06898447,0.38398647,0.30296285
-5.66983492,1.25900057,0.00286967,0.02938055,0.01433943,0.85666332,0.20558465,0.07115699,0.39484674,0.30960083
-5.66383192,1.29423893,0.00309889,0.03040168,0.01396216,0.88257641,0.20794298,0.07352840,0.40678222,0.31686989
-5.65782891,1.33246156,0.00333173,0.03155145,0.01360724,0.91043529,0.21102520,0.07606830,0.41956013,0.32469156
-5.65182591,1.37304980,0.00356433,0.03282062,0.01327785,0.93977812,0.21472667,0.07873735,0.43290590,0.33294569
-5.64582291,1.41523072,0.00379260,0.03419423,0.01297531,0.97004376,0.21891676,0.08148808,0.44651079,0.34147332
-5.63981991,1.45809799,0.00401229,0.03565180,0.01269909,1.00058699,0.22344322,0.08426603,0.46004085,0.35008137
-5.63381691,1.50063889,0.00421912,0.03716775,0.01244701,1.03069759,0.22813736,0.08701126,0.47314703,0.35854902
-5.62781391,1.54176657,0.00440893,0.03871208,0.01221541,1.05962280,0.23281983,0.08966007,0.48547604,0.36663557
-5.62181091,1.58035619,0.00457777,0.04025119,0.01199946,1.08659211,0.23730690,0.09214694,0.49668159,0.37408926
-5.61580790,1.61528380,0.00472204,0.04174888,0.01179345,1.11084360,0.24141685,0.09440661,0.50643567,0.38065698
-5.60980490,1.64546620,0.00483859,0.04316753,0.01159112,1.13165082,0.24497641,0.09637625,0.51443941,0.38609407
-5.60380190,1.66990042,0.00492485,0.04446929,0.01138607,1.14834903,0.24782696,0.09799754,0.52043328,0.39017414
-5.59779890,1.68770101,0.00497890,0.04561733,0.01117203,1.16035993,0.24983021,0.09921868,0.52420606,0.39269817
-5.59179590,1.69813378,0.00499954,0.04657716,0.01094319,1.16721377,0.25087323,0.09999628,0.52560250,0.39350273
-5.58579290,1.70064467,0.00498634,0.04731777,0.01069449,1.16856799,0.25087269,0.10029685,0.52452929,0.39246680
-5.57978989,1.69488238,0.00493963,0.04781269,0.01042182,1.16422174,0.24977802,0.10009817,0.52095908,0.38951699
-5.57378689,1.68071413,0.00486052,0.04804097,0.01012220,1.15412550,0.24757356,0.09939011,0.51493256,0.38463099
-5.56778389,1.65823364,0.00475086,0.04798782,0.00979386,1.13838562,0.24427947,0.09817516,0.50655841,0.37783901
-5.56178089,1.62776136,0.00461316,0.04764517,0.00943631,1.11726354,0.23995150,0.09646851,0.49601115,0.36922322
-5.55577789,1.58983670,0.00445053,0.04701188,0.00905027,1.09116964,0.23467952,0.09429772,0.48352699,0.35891541
-5.54977489,1.54520273,0.00426655,0.04609371,0.00863767,1.06065212,0.22858500,0.09170192,0.46939774,0.34709272
-5.54377189,1.49478404,0.00406519,0.04490310,0.00820143,1.02638117,0.22181741,0.08873070,0.45396306,0.33397187
-5.53776888,1.43965850,0.00385067,0.04345864,0.00774539,0.98912921,0.21454963,0.08544263,0.43760117,0.31980210
-5.53176588,1.38102417,0.00362733,0.04178440,0.00727408,0.94974780,0.20697281,0.08190347,0.42071846,0.30485713
-5.52576288,1.32016257,0.00339953,0.03990901,0.00679252,0.90914209,0.19929038,0.07818427,0.40373813,0.28942643
-5.51975988,1.25839960,0.00317147,0.03786469,0.00630600,0.86824381,0.19171189,0.07435917,0.38708837,0.27380620
-5.51375688,1.19706569,0.00294717,0.03568616,0.00581993,0.82798354,0.18444655,0.07050331,0.37119027,0.25829045
-5.50775388,1.13745636,0.00273029,0.03340948,0.00533957,0.78926346,0.17769677,0.06669061,0.35644597,0.24316236
-5.50175088,1.08079472,0.00252409,0.03107099,0.00486992,0.75293124,0.17165195,0.06299177,0.34322723,0.22868631
-5.49574787,1.02819695,0.00233139,0.02870625,0.00441555,0.71975604,0.16648267,0.05947232,0.33186489,0.21510082
-5.48974487,0.98064202,0.00215446,0.02634908,0.00398051,0.69040730,0.16233544,0.05619101,0.32263948,0.20261255
-5.48374187,0.93894643,0.00199505,0.02403076,0.00356821,0.66543709,0.15932824,0.05319839,0.31577325,0.19139157
-5.47773887,0.90374475,0.00185434,0.02177938,0.00318140,0.64526637,0.15754692,0.05053577,0.31142394,0.18156795
-5.47173587,0.87547661,0.00173298,0.01961933,0.00282215,0.63017574,0.15704268,0.04823450,0.30968044,0.17322972
-5.46573287,0.85438022,0.00163109,0.01757103,0.00249184,0.62030087,0.15783060,0.04631569,0.31056060,0.16642231
-5.45972986,0.84049287,0.00154830,0.01565076,0.00219121,0.61563280,0.15988944,0.04479022,0.31401121,0.16114923
-5.45372686,0.83365810,0.00148380,0.01387073,0.00192043,0.61602305,0.16316263,0.04365919,0.31991038,0.15737417
-5.44772386,0.83353939,0.00143637,0.01223928,0.00167912,0.62119354,0.16756047,0.04291474,0.32807210,0.15502424
-5.44172086,0.83963990,0.00140447,0.01076116,0.00146648,0.63075081,0.17296358,0.04254111,0.33825317,0.15399425
-5.43571786,0.85132758,0.00138630,0.00943797,0.00128137,0.64420440,0.17922743,0.04251612,0.35016211,0.15415196
-5.42971486,0.86786491,0.00137984,0.00826869,0.00112239,0.66098857,0.18618782,0.04281276,0.36347003,0.15534402
-5.42371186,0.88844211,0.00138295,0.00725021,0.00098799,0.68048682,0.19366721,0.04340106,0.37782291,0.15740248
-5.41770885,0.91221291,0.00139344,0.00637798,0.00087652,0.70205828,0.20148167,0.04424999,0.39285515,0.16015163
-5.41170585,0.93833139,0.00140910,0.00564652,0.00078636,0.72506513,0.20944819,0.04532949,0.40820372,0.16341489
-5.40570285,0.96598867,0.00142780,0.00505008,0.00071596,0.74889992,0.21739200,0.04661236,0.42352249,0.16702173
-5.39969985,0.99444801,0.00144754,0.00458319,0.00066392,0.77301178,0.22515378,0.04807615,0.43849609,0.17081405
-5.39369685,1.02307685,0.00146647,0.00424114,0.00062902,0.79693040,0.23259627,0.04970477,0.45285277,0.17465217
-5.38769385,1.05137448,0.00148300,0.00402044,0.00061028,0.82028679,0.23961010,0.05148986,0.46637562,0.17841991
-5.38169085,1.07899403,0.00149575,0.00391922,0.00060699,0.84282967,0.24611842,0.05343184,0.47891165,0.18202874
-5.37568784,1.10575781,0.00150366,0.00393756,0.00061869,0.86443680,0.25208031,0.05554052,0.49037815,0.18542081
-5.36968484,1.13166492,0.00150595,0.00407767,0.00064522,0.88512054,0.25749246,0.05783533,0.50076610,0.18857064
-5.36368184,1.15689084,0.00150213,0.00434408,0.00068667,0.90502711,0.26238924,0.06034501,0.51014010,0.19148560
-5.35767884,1.18177858,0.00149204,0.00474367,0.00074339,0.92442945,0.26684101,0.06310684,0.51863502,0.19420483
-5.35167584,1.20682162,0.00147579,0.00528568,0.00081594,0.94371374,0.27095060,0.06616537,0.52644914,0.19679699
-5.34567284,1.23263911,0.00145375,0.00598154,0.00090503,0.96336000,0.27484819,0.06957077,0.53383409,0.19935660
-5.33966983,1.25994431,0.00142655,0.00684471,0.00101153,0.98391749,0.27868474,0.07337663,0.54108200,0.20199938
-5.33366683,1.28950742,0.00139497,0.00789032,0.00113633,1.00597584,0.28262420,0.07763759,0.54851032,0.20485659
-5.32766383,1.32211447,0.00135998,0.00913479,0.00128033,1.03013325,0.28683485,0.08240662,0.55644496,0.20806866
-5.32166083,1.35852400,0.00132265,0.01059539,0.00144437,1.05696299,0.29148017,0.08773221,0.56520262,0.21177849
-5.31565783,1.39942358,0.00128409,0.01228961,0.00162909,1.08698002,0.29670971,0.09365552,0.57507299,0.21612456
-5.30965483,1.44538812,0.00124545,0.01423457,0.00183494,1.12060907,0.30265025,0.10020769,0.58630184,0.22123425
-5.30365183,1.49684211,0.00120780,0.01644631,0.00206206,1.15815593,0.30939785,0.10740731,0.59907571,0.22721769
-5.29764882,1.55402754,0.00117218,0.01893908,0.00231018,1.19978340,0.31701110,0.11525835,0.61350908,0.23416230
-5.29164582,1.61697932,0.00113947,0.02172458,0.00257865,1.24549306,0.32550590,0.12374845,0.62963467,0.24212843
-5.28564282,1.68550933,0.00111043,0.02481120,0.00286628,1.29511409,0.33485210,0.13284788,0.64739733,0.25114617
-5.27963982,1.75920029,0.00108563,0.02820332,0.00317139,1.34829971,0.34497215,0.14250906,0.66665201,0.26121357
-5.27363682,1.83740975,0.00106546,0.03190067,0.00349175,1.40453153,0.35574191,0.15266683,0.68716593,0.27229620
-5.26763382,1.91928426,0.00105012,0.03589771,0.00382456,1.46313205,0.36699356,0.16323938,0.70862486,0.28432832
-5.26163082,2.00378333,0.00103960,0.04018325,0.00416652,1.52328457,0.37852051,0.17412987,0.73064337,0.29721525
-5.25562781,2.08971218,0.00103369,0.04474006,0.00451382,1.58405994,0.39008419,0.18522870,0.75277856,0.31083717
-5.24962481,2.17576189,0.00103203,0.04954483,0.00486225,1.64444889,0.40142231,0.19641635,0.77454663,0.32505392
-5.24362181,2.26055528,0.00103410,0.05456813,0.00520724,1.70339871,0.41225835,0.20756663,0.79544170,0.33971066
-5.23761881,2.34269649,0.00103922,0.05977469,0.00554399,1.75985246,0.42231180,0.21855035,0.81495584,0.35464414
-5.23161581,2.42082216,0.00104664,0.06512386,0.00586762,1.81278918,0.43130873,0.22923904,0.83259953,0.36968922
-5.22561281,2.49365194,0.00105554,0.07057019,0.00617325,1.86126318,0.43899230,0.23950886,0.84792167,0.38468549
-5.21960980,2.56003610,0.00106505,0.07606432,0.00645622,1.90444080,0.44513260,0.24924426,0.86052811,0.39948344
-5.21360680,2.61899838,0.00107430,0.08155389,0.00671218,1.94163300,0.44953565,0.25834143,0.87009800,0.41395025
-5.20760380,2.66977213,0.00108247,0.08698465,0.00693731,1.97232248,0.45205101,0.26671133,0.87639735,0.42797462
-5.20160080,2.71182850,0.00108878,0.09230168,0.00712841,1.99618416,0.45257780,0.27428219,0.87928906,0.44147074
-5.19559780,2.74489540,0.00109256,0.09745056,0.00728309,2.01309826,0.45106889,0.28100139,0.87873919,0.45438106
-5.18959480,2.76896683,0.00109324,0.10237864,0.00739987,2.02315569,0.44753313,0.28683669,0.87481929,0.46667791
-5.18359180,2.78430231,0.00109041,0.10703620,0.00747826,2.02665542,0.44203557,0.29177666,0.86770463,0.47836379
-5.17758879,2.79141654,0.00108377,0.11137756,0.00751884,2.02409440,0.43469569,0.29583048,0.85766870,0.48947060
-5.17158579,2.79106017,0.00107323,0.11536201,0.00752333,2.01615028,0.42568380,0.29902700,0.84507406,0.50005757
-5.16558279,2.78419238,0.00105881,0.11895459,0.00749452,2.00365805,0.41521572,0.30141313,0.83036017,0.51020829
-5.15957979,2.77194675,0.00104073,0.12212674,0.00743629,1.98758144,0.40354601,0.30305172,0.81402869,0.52002680
-5.15357679,2.75559166,0.00101936,0.12485666,0.00735349,1.96898037,0.39096005,0.30401893,0.79662677,0.52963301
-5.14757379,2.73648696,0.00099519,0.12712949,0.00725186,1.94897564,0.37776517,0.30440125,0.77872913,0.53915760
-5.14157079,2.71603832,0.00096886,0.12893730,0.00713787,1.92871229,0.36428135,0.30429229,0.76091953,0.54873656
-5.13556778,2.69565108,0.00094109,0.13027882,0.00701852,1.90932262,0.35083150,0.30378938,0.74377219,0.55850566
-5.12956478,2.67668487,0.00091270,0.13115909,0.00690114,1.89189044,0.33773200,0.30299025,0.72783392,0.56859487
-5.12356178,2.66041060,0.00088454,0.13158885,0.00679320,1.87741722,0.32528343,0.30198977,0.71360734,0.57912304
-5.11755878,2.64797085,0.00085750,0.13158392,0.00670201,1.86679139,0.31376208,0.30087681,0.70153578,0.59019294
-5.11155578,2.64034494,0.00083245,0.13116439,0.00663452,1.86076146,0.30341214,0.29973159,0.69199020,0.60188669
-5.10555278,2.63831936,0.00081022,0.13035391,0.00659702,1.85991361,0.29443915,0.29862320,0.68525841,0.61426192
-5.09954977,2.64246435,0.00079156,0.12917879,0.00659499,1.86465429,0.28700447,0.29760766,0.68153690,0.62734855
-5.09354677,2.65311725,0.00077715,0.12766733,0.00663281,1.87519826,0.28122130,0.29672651,0.68092541,0.64114637
-5.08754377,2.67037281,0.00076754,0.12584905,0.00671359,1.89156216,0.27715196,0.29600580,0.68342436,0.65562348
-5.08154077,2.69408071,0.00076311,0.12375412,0.00683905,1.91356390,0.27480682,0.29545576,0.68893511,0.67071565
-5.07553777,2.72385049,0.00076411,0.12141280,0.00700937,1.94082776,0.27414465,0.29507095,0.69726307,0.68632663
-5.06953477,2.75906347,0.00077062,0.11885511,0.00722316,1.97279511,0.27507455,0.29483099,0.70812365,0.70232941
-5.06353177,2.79889162,0.00078252,0.11611051,0.00747741,2.00874047,0.27745928,0.29470182,0.72115070,0.71856849
-5.05752876,2.84232279,0.00079955,0.11320777,0.00776758,2.04779261,0.28111998,0.29463742,0.73590741,0.73486299
-5.05152576,2.88819167,0.00082124,0.11017495,0.00808764,2.08895999,0.28584210,0.29458205,0.75189930,0.75101073
-5.04552276,2.93521565,0.00084699,0.10703947,0.00843029,2.13116012,0.29138241,0.29447276,0.76858902,0.76679301
-5.03951976,2.98203453,0.00087604,0.10382823,0.00878709,2.17325179,0.29747687,0.29424225,0.78541243,0.78198005
-5.03351676,3.02725298,0.00090755,0.10056782,0.00914875,2.21406936,0.30384908,0.29382189,0.80179568,0.79633692
-5.02751376,3.06948425,0.00094054,0.09728476,0.00950541,2.25245808,0.31021916,0.29314479,0.81717258,0.80962979
-5.02151076,3.10739387,0.00097401,0.09400566,0.00984693,2.28730919,0.31631257,0.29214890,0.83100184,0.82163222
-5.01550775,3.13974162,0.00100694,0.09075748,0.01016320,2.31759368,0.32186883,0.29077987,0.84278355,0.83213134
-5.00950475,3.16542048,0.00103830,0.08756760,0.01044451,2.34239343,0.32664955,0.28899362,0.85207429,0.84093371
-5.00350175,3.18349089,0.00106714,0.08446387,0.01068183,2.36092875,0.33044577,0.28675856,0.85850043,0.84787053
-4.99749875,3.19320908,0.00109256,0.08147457,0.01086710,2.37258102,0.33308407,0.28405724,0.86176896,0.85280216
-4.99149575,3.19404847,0.00111382,0.07862824,0.01099353,2.37690974,0.33443143,0.28088748,0.86167562,0.85562160
-4.98549275,3.18571305,0.00113029,0.07595337,0.01105578,2.37366325,0.33439853,0.27726278,0.85810975,0.85625704
-4.97948974,3.16814238,0.00114154,0.07347801,0.01105011,2.36278263,0.33294143,0.27321211,0.85105603,0.85467310
-4.97348674,3.14150805,0.00114729,0.07122928,0.01097455,2.34439872,0.33006159,0.26877902,0.84059265,0.85087102
-4.96748374,3.10620165,0.00114748,0.06923275,0.01082884,2.31882244,0.32580418,0.26402003,0.82688627,0.84488761
-4.96148074,3.06281497,0.00114225,0.06751182,0.01061449,2.28652872,0.32025484,0.25900259,0.81018391,0.83679315
-4.95547774,3.01211336,0.00113191,0.06608700,0.01033466,2.24813493,0.31353503,0.25380244,0.79080214,0.82668833
-4.94947474,2.95500331,0.00111696,0.06497525,0.00999399,2.20437472,0.30579617,0.24850060,0.76911398,0.81470030
-4.94347174,2.89249591,0.00109805,0.06418931,0.00959845,2.15606848,0.29721290,0.24318027,0.74553426,0.80097820
-4.93746873,2.82566783,0.00107596,0.06373719,0.00915511,2.10409165,0.28797564,0.23792347,0.72050389,0.78568819
-4.93146573,2.75562131,0.00105158,0.06362163,0.00867183,2.04934241,0.27828298,0.23280794,0.69447386,0.76900826
-4.92546273,2.68344522,0.00102584,0.06383983,0.00815704,1.99271001,0.26833404,0.22790410,0.66788959,0.75112309
-4.91945973,2.61017854,0.00099970,0.06438326,0.00761943,1.93504509,0.25832118,0.22327251,0.64117625,0.73221907
-4.91345673,2.53677789,0.00097412,0.06523772,0.00706769,1.87713323,0.24842345,0.21896173,0.61472571,0.71247964
-4.90745373,2.46409025,0.00094999,0.06638349,0.00651026,1.81967268,0.23880088,0.21500676,0.58888550,0.69208124
-4.90145073,2.39283191,0.00092811,0.06779578,0.00595510,1.76325699,0.22958989,0.21142818,0.56395027,0.67118984
-4.89544772,2.32357414,0.00090917,0.06944529,0.00540949,1.70836319,0.22089997,0.20823187,0.54015583,0.64995818
-4.88944472,2.25673600,0.00089370,0.07129894,0.00487992,1.65534563,0.21281165,0.20540947,0.51767606,0.62852385
-4.88344172,2.19258420,0.00088208,0.07332079,0.00437194,1.60443554,0.20537583,0.20293940,0.49662256,0.60700808
-4.87743872,2.13123966,0.00087450,0.07547302,0.00389010,1.55574600,0.19861439,0.20078853,0.47704688,0.58551540
-4.87143572,2.07269010,0.00087097,0.07771703,0.00343795,1.50928178,0.19252197,0.19891426,0.45894511,0.56413397
-4.86543272,2.01680787,0.00087130,0.08001454,0.00301804,1.46495345,0.18706881,0.19726708,0.44226454,0.54293664
-4.85942971,1.96337196,0.00087514,0.08232874,0.00263197,1.42259477,0.18220441,0.19579323,0.42691178,0.52198257
-4.85342671,1.91209288,0.00088199,0.08462539,0.00228044,1.38198255,0.17786184,0.19443770,0.41276211,0.50131930
-4.84742371,1.86263942,0.00089120,0.08687389,0.00196339,1.34285788,0.17396250,0.19314709,0.39966939,0.48098529
-4.84142071,1.81466582,0.00090200,0.08904819,0.00168005,1.30494776,0.17042097,0.19187240,0.38747620,0.46101253
-4.83541771,1.76783820,0.00091357,0.09112769,0.00142911,1.26798610,0.16714991,0.19057166,0.37602358,0.44142943
-4.82941471,1.72185926,0.00092504,0.09309787,0.00120881,1.23173329,0.16406462,0.18921217,0.36516020,0.42226351
-4.82341171,1.67648999,0.00093550,0.09495086,0.00101706,1.19599347,0.16108728,0.18777237,0.35475034,0.40354399
-4.81740870,1.63156784,0.00094411,0.09668582,0.00085153,1.16062877,0.15815047,0.18624326,0.34468064,0.38530414
-4.81140570,1.58702046,0.00095005,0.09830904,0.00070979,1.12557020,0.15520009,0.18462926,0.33486523,0.36758308
-4.80540270,1.54287470,0.00095261,0.09983397,0.00058936,1.09082466,0.15219744,0.18294856,0.32524927,0.35042721
-4.79939970,1.49926039,0.00095118,0.10128089,0.00048780,1.05647791,0.14912041,0.18123289,0.31581066,0.33389096
-4.79339670,1.45640913,0.00094528,0.10267650,0.00040275,1.02269359,0.14596397,0.17952675,0.30656019,0.31803696
-4.78739370,1.41464784,0.00093460,0.10405313,0.00033200,0.98970826,0.14273969,0.17788606,0.29753995,0.30293551
-4.78139070,1.37438773,0.00091894,0.10544785,0.00027351,0.95782292,0.13947458,0.17637634,0.28882036,0.28866341
-4.77538769,1.33610882,0.00089829,0.10690123,0.00022541,0.92739120,0.13620929,0.17507038,0.28049587,0.27530212
-4.76938469,1.30034095,0.00087277,0.10845601,0.00018605,0.89880494,0.13299567,0.17404557,0.27267970,0.26293543
-4.76338169,1.26764176,0.00084265,0.11015546,0.00015398,0.87247772,0.12989399,0.17338083,0.26549768,0.25164658
-4.75737869,1.23857273,0.00080833,0.11204166,0.00012794,0.84882687,0.12696988,0.17315335,0.25908170,0.24151502
-4.75137569,1.21367402,0.00077029,0.11415362,0.00010684,0.82825493,0.12429108,0.17343515,0.25356288,0.23261299
-4.74537269,1.19343929,0.00072912,0.11652539,0.00008980,0.81113111,0.12192431,0.17428971,0.24906479,0.22500196
-4.73936968,1.17829137,0.00068547,0.11918416,0.00007608,0.79777356,0.11993229,0.17576856,0.24569703,0.21872921
-4.73336668,1.16855987,0.00064000,0.12214846,0.00006508,0.78843317,0.11837099,0.17790823,0.24354933,0.21382461
-4.72736368,1.16446157,0.00059341,0.12542661,0.00005634,0.78327947,0.11728744,0.18072752,0.24268648,0.21029783
-4.72136068,1.16608462,0.00054638,0.12901544,0.00004949,0.78238929,0.11671798,0.18422525,0.24314422,0.20813604
-4.71535768,1.17337699,0.00049954,0.13289935,0.00004428,0.78573853,0.11668705,0.18837867,0.24492623,0.20730237
-4.70935468,1.18614004,0.00045349,0.13704992,0.00004054,0.79319745,0.11720677,0.19314257,0.24800235,0.20773503
-4.70335168,1.20402735,0.00040878,0.14142603,0.00003818,0.80452974,0.11827695,0.19844920,0.25230807,0.20934733
-4.69734867,1.22654908,0.00036587,0.14597454,0.00003717,0.81939519,0.11988590,0.20420905,0.25774529,0.21202855
-4.69134567,1.25308176,0.00032513,0.15063165,0.00003755,0.83735624,0.12201171,0.21031253,0.26418431,0.21564562
-4.68534267,1.28288331,0.00028687,0.15532475,0.00003941,0.85788779,0.12462409,0.21663246,0.27146698,0.22004564
-4.67933967,1.31511256,0.00025132,0.15997497,0.00004290,0.88039023,0.12768658,0.22302737,0.27941084,0.22505917
-4.67333667,1.34885285,0.00021860,0.16450007,0.00004821,0.90420496,0.13115914,0.22934553,0.28781413,0.23050407
-4.66733367,1.38313863,0.00018879,0.16881783,0.00005559,0.92863202,0.13500086,0.23542947,0.29646146,0.23618984
-4.66133067,1.41698409,0.00016189,0.17284956,0.00006533,0.95294905,0.13917283,0.24112088,0.30512990,0.24192235
-4.65532766,1.44941278,0.00013784,0.17652383,0.00007779,0.97643086,0.14364094,0.24626580,0.31359531,0.24750863
-4.64932466,1.47948703,0.00011655,0.17977998,0.00009334,0.99836905,0.14837849,0.25071960,0.32163860,0.25276175
-4.64332166,1.50633613,0.00009787,0.18257154,0.00011242,1.01809090,0.15336868,0.25435193,0.32905182,0.25750540
