energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Na_s_up,Te_p_up,Te_d_up
-4.93746873,2.84774876,0.15331434,0.33439096,2.22347722,0.22449837,0.19380637,1.58492504,0.00000000
-4.93146573,2.74441862,0.15125868,0.31939143,2.13426238,0.21314940,0.18368799,1.53592260,0.00000000
-4.92546273,2.63276186,0.14904283,0.30307917,2.03810616,0.20132684,0.17311853,1.48241061,0.00000000
-4.91945973,2.51456925,0.14670621,0.28571745,1.93649010,0.18919054,0.16225340,1.42529153,0.00000000
-4.91345673,2.39164770,0.14427994,0.26758041,1.83092401,0.17690056,0.15124319,1.36546942,0.00000000
-4.90745373,2.26576856,0.14178601,0.24894495,1.72290232,0.16461318,0.14023016,1.30382333,0.00000000
-4.90145073,2.13862056,0.13923688,0.23008290,1.61386344,0.15247724,0.12934523,1.24118345,0.00000000
-4.89544772,2.01176903,0.13663566,0.21125387,1.50515376,0.14063088,0.11870562,1.17831107,0.00000000
-4.88944472,1.88662304,0.13397683,0.19269898,1.39799769,0.12919885,0.10841304,1.11588306,0.00000000
-4.88344172,1.76441109,0.13124730,0.17463562,1.29347446,0.11829036,0.09855256,1.05448117,0.00000000
-4.87743872,1.64616602,0.12842801,0.15725350,1.19250229,0.10799760,0.08919212,0.99458642,0.00000000
-4.87143572,1.53271866,0.12549571,0.14071200,1.09582993,0.09839496,0.08038268,0.93657823,0.00000000
-4.86543272,1.42469995,0.12242505,0.12513867,1.00403526,0.08953869,0.07215880,0.88073792,0.00000000
-4.85942971,1.32255023,0.11919061,0.11062910,0.91753024,0.08146730,0.06453983,0.82725592,0.00000000
-4.85342671,1.22653452,0.11576905,0.09724778,0.83657137,0.07420226,0.05753135,0.77624194,0.00000000
-4.84742371,1.13676237,0.11214096,0.08502988,0.76127444,0.06774917,0.05112691,0.72773702,0.00000000
-4.84142071,1.05321049,0.10829255,0.07398386,0.69163242,0.06209918,0.04530994,0.68172682,0.00000000
-4.83541771,0.97574687,0.10421696,0.06409453,0.62753521,0.05723061,0.04005571,0.63815494,0.00000000
-4.82941471,0.90415476,0.09991515,0.05532655,0.56879012,0.05311060,0.03533332,0.59693581,0.00000000
-4.82341171,0.83815546,0.09539636,0.04762805,0.51514196,0.04969691,0.03110747,0.55796619,0.00000000
-4.81740870,0.77742887,0.09067813,0.04093427,0.46629193,0.04693952,0.02734025,0.52113510,0.00000000
-4.81140570,0.72163116,0.08578589,0.03517102,0.42191459,0.04478228,0.02399253,0.48633154,0.00000000
-4.80540270,0.67040924,0.08075212,0.03025799,0.38167242,0.04316440,0.02102531,0.45345024,0.00000000
-4.79939970,0.62341183,0.07561518,0.02611158,0.34522782,0.04202178,0.01840069,0.42239513,0.00000000
-4.79339670,0.58029743,0.07041794,0.02264749,0.31225228,0.04128834,0.01608265,0.39308097,0.00000000
-4.78739370,0.54073931,0.06520620,0.01978278,0.28243314,0.04089710,0.01403761,0.36543335,0.00000000
-4.78139070,0.50442828,0.06002701,0.01743763,0.25547786,0.04078127,0.01223478,0.33938735,0.00000000
-4.77538769,0.47107349,0.05492705,0.01553660,0.23111633,0.04087523,0.01064632,0.31488542,0.00000000
-4.76938469,0.44040209,0.04995110,0.01400961,0.20910160,0.04111545,0.00924737,0.29187477,0.00000000
-4.76338169,0.41215816,0.04514063,0.01279256,0.18920931,0.04144138,0.00801595,0.27030461,0.00000000
-4.75737869,0.38610138,0.04053264,0.01182771,0.17123634,0.04179625,0.00693279,0.25012378,0.00000000
-4.75137569,0.36200588,0.03615877,0.01106377,0.15499896,0.04212787,0.00598111,0.23127869,0.00000000
-4.74537269,0.33965946,0.03204470,0.01045591,0.14033084,0.04238935,0.00514637,0.21371201,0.00000000
-4.73936968,0.31886342,0.02820975,0.00996553,0.12708106,0.04253977,0.00441604,0.19736201,0.00000000
-4.73336668,0.29943292,0.02466683,0.00955998,0.11511235,0.04254467,0.00377935,0.18216267,0.00000000
-4.72736368,0.28119786,0.02142265,0.00921223,0.10429966,0.04237655,0.00322713,0.16804440,0.00000000
-4.72136068,0.26400422,0.01847806,0.00890045,0.09452907,0.04201512,0.00275158,0.15493531,0.00000000
-4.71535768,0.24771549,0.01582863,0.00860759,0.08569704,0.04144747,0.00234622,0.14276287,0.00000000
-4.70935468,0.23221429,0.01346533,0.00832095,0.07770996,0.04066796,0.00200583,0.13145582,0.00000000
-4.70335168,0.21740367,0.01137530,0.00803177,0.07048397,0.03967811,0.00172637,0.12094603,0.00000000
-4.69734867,0.20320814,0.00954262,0.00773475,0.06394493,0.03848610,0.00150509,0.11117042,0.00000000
-4.69134567,0.18957427,0.00794913,0.00742772,0.05802847,0.03710629,0.00134054,0.10207255,0.00000000
-4.68534267,0.17647069,0.00657521,0.00711122,0.05268014,0.03555848,0.00123274,0.09360394,0.00000000
-4.67933967,0.16388757,0.00540043,0.00678817,0.04785545,0.03386715,0.00118331,0.08572504,0.00000000
-4.67333667,0.15183562,0.00440422,0.00646354,0.04351992,0.03206048,0.00119564,0.07840580,0.00000000
-4.66733367,0.14034450,0.00356635,0.00614407,0.03964904,0.03016951,0.00127511,0.07162589,0.00000000
-4.66133067,0.12946097,0.00286741,0.00583801,0.03622812,0.02822711,0.00142929,0.06537455,0.00000000
-4.65532766,0.11924675,0.00228907,0.00555489,0.03325202,0.02626714,0.00166815,0.05965015,0.00000000
-4.64932466,0.10977623,0.00181438,0.00530535,0.03072490,0.02432352,0.00200429,0.05445960,0.00000000
-4.64332166,0.10113419,0.00142788,0.00510099,0.02865972,0.02242955,0.00245307,0.04981750,0.00000000
-4.63731866,0.09341347,0.00111571,0.00495418,0.02707778,0.02061716,0.00303275,0.04574522,0.00000000
-4.63131566,0.08671290,0.00086556,0.00487800,0.02600810,0.01891646,0.00376455,0.04226993,0.00000000
-4.62531266,0.08113521,0.00066671,0.00488608,0.02548675,0.01735529,0.00467262,0.03942359,0.00000000
-4.61930965,0.07678511,0.00050986,0.00499249,0.02555595,0.01595890,0.00578390,0.03724188,0.00000000
-4.61330665,0.07376750,0.00038713,0.00521159,0.02626315,0.01474980,0.00712781,0.03576316,0.00000000
-4.60730365,0.07218551,0.00029184,0.00555787,0.02765976,0.01374762,0.00873586,0.03502729,0.00000000
-4.60130065,0.07213863,0.00021843,0.00604570,0.02979983,0.01296909,0.01064104,0.03507450,0.00000000
-4.59529765,0.07372051,0.00016231,0.00668913,0.03273829,0.01242798,0.01287696,0.03594401,0.00000000
-4.58929465,0.07701653,0.00011975,0.00750147,0.03652904,0.01213515,0.01547696,0.03767261,0.00000000
-4.58329165,0.08210107,0.00008772,0.00849496,0.04122273,0.01209850,0.01847285,0.04029302,0.00000000
-4.57728864,0.08903430,0.00006379,0.00968030,0.04686419,0.01232297,0.02189359,0.04383213,0.00000000
-4.57128564,0.09785872,0.00004606,0.01106613,0.05348972,0.01281039,0.02576379,0.04830896,0.00000000
-4.56528264,0.10859530,0.00003302,0.01265846,0.06112414,0.01355945,0.03010211,0.05373263,0.00000000
-4.55927964,0.12123947,0.00002350,0.01446010,0.06977773,0.01456543,0.03491958,0.06010013,0.00000000
-4.55327664,0.13575705,0.00001660,0.01647009,0.07944330,0.01582009,0.04021798,0.06739417,0.00000000
-4.54727364,0.15208034,0.00001165,0.01868312,0.09009330,0.01731141,0.04598826,0.07558113,0.00000000
-4.54127064,0.17010465,0.00000811,0.02108904,0.10167735,0.01902339,0.05220922,0.08460917,0.00000000
-4.53526763,0.18968548,0.00000561,0.02367247,0.11412018,0.02093592,0.05884634,0.09440676,0.00000000
-4.52926463,0.21063671,0.00000385,0.02641253,0.12732033,0.02302466,0.06585109,0.10488173,0.00000000
-4.52326163,0.23272995,0.00000263,0.02928274,0.14114954,0.02526107,0.07316059,0.11592087,0.00000000
-4.51725863,0.25569538,0.00000178,0.03225113,0.15545321,0.02761253,0.08069784,0.12739033,0.00000000
-4.51125563,0.27922423,0.00000119,0.03528051,0.17005183,0.03004268,0.08837244,0.13913681,0.00000000
-4.50525263,0.30297295,0.00000080,0.03832907,0.18474354,0.03251181,0.09608198,0.15098962,0.00000000
-4.49924962,0.32656919,0.00000053,0.04135109,0.19930780,0.03497753,0.10371392,0.16276368,0.00000000
-4.49324662,0.34961937,0.00000035,0.04429793,0.21351012,0.03739556,0.11114815,0.17426326,0.00000000
