energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Na_s_up,Te_p_up,Te_d_up
-6.00000000,1.93317205,0.13976070,0.14095063,1.22256463,0.27944696,0.67445542,0.90181767,0.00000000
-5.99399700,1.99454272,0.14293594,0.14964661,1.27676918,0.29053611,0.68337456,0.92443649,0.00000000
-5.98799400,2.04935780,0.14552266,0.15803780,1.32717557,0.30093753,0.68813418,0.94360955,0.00000000
-5.98199100,2.09715655,0.14751132,0.16601914,1.37322524,0.31056039,0.68867809,0.95921120,0.00000000
-5.97598799,2.13756976,0.14890228,0.17348737,1.41440917,0.31931913,0.68503076,0.97117071,0.00000000
-5.96998499,2.17032282,0.14970526,0.18034323,1.45027729,0.32713432,0.67729566,0.97947172,0.00000000
-5.96398199,2.19523673,0.14993844,0.18649356,1.48044667,0.33393361,0.66565112,0.98415047,0.00000000
-5.95797899,2.21222755,0.14962748,0.19185326,1.50460811,0.33965259,0.65034373,0.98529296,0.00000000
-5.95197599,2.22130412,0.14880425,0.19634713,1.52253115,0.34423575,0.63167993,0.98303104,0.00000000
-5.94597299,2.22256445,0.14750556,0.19991151,1.53406733,0.34763737,0.61001584,0.97753783,0.00000000
-5.93996998,2.21619086,0.14577187,0.20249558,1.53915180,0.34982244,0.58574601,0.96902236,0.00000000
-5.93396698,2.20244416,0.14364598,0.20406247,1.53780323,0.35076755,0.55929159,0.95772379,0.00000000
-5.92796398,2.18165697,0.14117189,0.20458999,1.53012208,0.35046158,0.53108822,0.94390534,0.00000000
-5.92196098,2.15422633,0.13839374,0.20407107,1.51628735,0.34890646,0.50157442,0.92784796,0.00000000
-5.91595798,2.12060576,0.13535486,0.20251387,1.49655201,0.34611758,0.47118057,0.90984406,0.00000000
-5.90995498,2.08129676,0.13209708,0.19994153,1.47123705,0.34212413,0.44031912,0.89019123,0.00000000
-5.90395198,2.03683989,0.12866013,0.19639166,1.44072445,0.33696901,0.40937619,0.86918616,0.00000000
-5.89794897,1.98780547,0.12508121,0.19191546,1.40544916,0.33070862,0.37870470,0.84711883,0.00000000
-5.89194597,1.93478384,0.12139468,0.18657663,1.36589023,0.32341216,0.34861930,0.82426696,0.00000000
-5.88594297,1.87837542,0.11763187,0.18045000,1.32256130,0.31516064,0.31939291,0.80089096,0.00000000
-5.87993997,1.81918058,0.11382102,0.17361990,1.27600056,0.30604553,0.29125499,0.77722927,0.00000000
-5.87393697,1.75778945,0.10998715,0.16617844,1.22676051,0.29616709,0.26439127,0.75349440,0.00000000
-5.86793397,1.69477203,0.10615214,0.15822354,1.17539756,0.28563236,0.23894489,0.72986949,0.00000000
-5.86193097,1.63066866,0.10233468,0.14985699,1.12246189,0.27455299,0.21501857,0.70650580,0.00000000
-5.85592796,1.56598128,0.09855034,0.14118236,1.06848765,0.26304284,0.19267770,0.68352092,0.00000000
-5.84992496,1.50116581,0.09481167,0.13230299,1.01398397,0.25121558,0.17195414,0.66099809,0.00000000
-5.84392196,1.43662586,0.09112820,0.12331997,0.95942678,0.23918229,0.15285027,0.63898642,0.00000000
-5.83791896,1.37270813,0.08750665,0.11433035,0.90525188,0.22704923,0.13534335,0.61750226,0.00000000
-5.83191596,1.30969987,0.08395104,0.10542540,0.85184938,0.21491579,0.11938986,0.59653165,0.00000000
-5.82591296,1.24782820,0.08046294,0.09668911,0.79955968,0.20287279,0.10492965,0.57603378,0.00000000
-5.81990995,1.18726184,0.07704170,0.08819701,0.74867108,0.19100116,0.09188986,0.55594541,0.00000000
-5.81390695,1.12811470,0.07368489,0.08001515,0.69941906,0.17937104,0.08018846,0.53618608,0.00000000
-5.80790395,1.07045159,0.07038860,0.07219945,0.65198722,0.16804129,0.06973739,0.51666395,0.00000000
-5.80190095,1.01429540,0.06714799,0.06479535,0.60650971,0.15705951,0.06044532,0.49728196,0.00000000
-5.79589795,0.95963565,0.06395771,0.05783771,0.56307496,0.14646238,0.05221987,0.47794409,0.00000000
-5.78989495,0.90643776,0.06081246,0.05135106,0.52173059,0.13627646,0.04496954,0.45856143,0.00000000
-5.78389195,0.85465255,0.05770746,0.04535003,0.48248898,0.12651916,0.03860518,0.43905774,0.00000000
-5.77788894,0.80422557,0.05463893,0.03984010,0.44533349,0.11720005,0.03304114,0.41937431,0.00000000
-5.77188594,0.75510568,0.05160446,0.03481841,0.41022473,0.10832219,0.02819615,0.39947373,0.00000000
-5.76588294,0.70725231,0.04860335,0.03027484,0.37710670,0.09988350,0.02399391,0.37934265,0.00000000
-5.75987994,0.66064138,0.04563679,0.02619311,0.34591265,0.09187822,0.02036350,0.35899310,0.00000000
-5.75387694,0.61526933,0.04270799,0.02255188,0.31657017,0.08429805,0.01723959,0.33846267,0.00000000
-5.74787394,0.57115528,0.03982209,0.01932602,0.28900554,0.07713332,0.01456257,0.31781327,0.00000000
-5.74187094,0.52834135,0.03698607,0.01648762,0.26314726,0.07037383,0.01227854,0.29712888,0.00000000
-5.73586793,0.48689125,0.03420848,0.01400714,0.23892858,0.06400956,0.01033923,0.27651216,0.00000000
-5.72986493,0.44688736,0.03149905,0.01185436,0.21628914,0.05803108,0.00870188,0.25608041,0.00000000
-5.72386193,0.40842663,0.02886838,0.00999920,0.19517591,0.05242984,0.00732911,0.23596094,0.00000000
-5.71785893,0.37161573,0.02632738,0.00841255,0.17554334,0.04719826,0.00618876,0.21628625,0.00000000
-5.71185593,0.33656579,0.02388688,0.00706680,0.15735307,0.04232962,0.00525369,0.19718924,0.00000000
-5.70585293,0.30338711,0.02155714,0.00593643,0.14057326,0.03781798,0.00450172,0.17879868,0.00000000
-5.69984992,0.27218437,0.01934747,0.00499835,0.12517781,0.03365790,0.00391543,0.16123520,0.00000000
-5.69384692,0.24305240,0.01726585,0.00423221,0.11114550,0.02984432,0.00348212,0.14460801,0.00000000
-5.68784392,0.21607304,0.01531865,0.00362059,0.09845934,0.02637232,0.00319373,0.12901239,0.00000000
-5.68184092,0.19131294,0.01351044,0.00314916,0.08710604,0.02323702,0.00304685,0.11452810,0.00000000
-5.67583792,0.16882267,0.01184388,0.00280671,0.07707590,0.02043350,0.00304268,0.10121863,0.00000000
-5.66983492,0.14863696,0.01031973,0.00258517,0.06836294,0.01795688,0.00318712,0.08913144,0.00000000
-5.66383192,0.13077595,0.00893685,0.00247961,0.06096536,0.01580243,0.00349079,0.07829879,0.00000000
-5.65782891,0.11524744,0.00769241,0.00248811,0.05488623,0.01396575,0.00396910,0.06873940,0.00000000
-5.65182591,0.10204977,0.00658205,0.00261172,0.05013439,0.01244302,0.00464229,0.06046050,0.00000000
-5.64582291,0.09117518,0.00560013,0.00285427,0.04672541,0.01123134,0.00553543,0.05346026,0.00000000
-5.63981991,0.08261340,0.00474002,0.00322225,0.04468242,0.01032896,0.00667836,0.04773034,0.00000000
-5.63381691,0.07635504,0.00399438,0.00372455,0.04403685,0.00973566,0.00810558,0.04325850,0.00000000
-5.62781391,0.07239476,0.00335546,0.00437220,0.04482877,0.00945287,0.00985591,0.04003096,0.00000000
-5.62181091,0.07073373,0.00281538,0.00517807,0.04710681,0.00948394,0.01197217,0.03803448,0.00000000
-5.61580790,0.07138139,0.00236640,0.00615647,0.05092753,0.00983410,0.01450052,0.03725801,0.00000000
-5.60980490,0.07435621,0.00200116,0.00732271,0.05635413,0.01051046,0.01748974,0.03769381,0.00000000
-5.60380190,0.07968536,0.00171284,0.00869257,0.06345448,0.01152174,0.02099019,0.03933797,0.00000000
-5.59779890,0.08740331,0.00149537,0.01028167,0.07229839,0.01287796,0.02505257,0.04219029,0.00000000
-5.59179590,0.09754924,0.00134351,0.01210485,0.08295426,0.01458988,0.02972653,0.04625361,0.00000000
-5.58579290,0.11016337,0.00125294,0.01417543,0.09548496,0.01666836,0.03505893,0.05153247,0.00000000
-5.57978989,0.12528230,0.00122025,0.01650441,0.10994323,0.01912351,0.04109198,0.05803123,0.00000000
-5.57378689,0.14293351,0.00124300,0.01909972,0.12636666,0.02196384,0.04786123,0.06575178,0.00000000
-5.56778389,0.16312921,0.00131958,0.02196537,0.14477234,0.02519515,0.05539340,0.07469079,0.00000000
-5.56178089,0.18585984,0.00144919,0.02510070,0.16515154,0.02881954,0.06370421,0.08483682,0.00000000
-5.55577789,0.21108733,0.00163169,0.02849967,0.18746453,0.03283425,0.07279621,0.09616722,0.00000000
-5.54977489,0.23873871,0.00186745,0.03215021,0.21163583,0.03723064,0.08265676,0.10864514,0.00000000
-5.54377189,0.26870001,0.00215715,0.03603377,0.23755015,0.04199317,0.09325621,0.12221664,0.00000000
-5.53776888,0.30081117,0.00250162,0.04012498,0.26504927,0.04709856,0.10454638,0.13680820,0.00000000
-5.53176588,0.33486197,0.00290160,0.04439149,0.29393007,0.05251513,0.11645953,0.15232467,0.00000000
-5.52576288,0.37058937,0.00335751,0.04879409,0.32394391,0.05820232,0.12890771,0.16864788,0.00000000
-5.51975988,0.40767664,0.00386923,0.05328704,0.35479763,0.06411051,0.14178289,0.18563590,0.00000000
-5.51375688,0.44575422,0.00443590,0.05781863,0.38615608,0.07018121,0.15495751,0.20312323,0.00000000
-5.50775388,0.48440271,0.00505569,0.06233202,0.41764645,0.07634745,0.16828595,0.22092182,0.00000000
-5.50175088,0.52315792,0.00572561,0.06676629,0.44886419,0.08253465,0.18160660,0.23882308,0.00000000
-5.49574787,0.56151791,0.00644140,0.07105773,0.47938052,0.08866177,0.19474461,0.25660073,0.00000000
-5.48974487,0.59895205,0.00719741,0.07514129,0.50875133,0.09464278,0.20751538,0.27401470,0.00000000
-5.48374187,0.63491180,0.00798652,0.07895216,0.53652727,0.10038849,0.21972857,0.29081567,0.00000000
-5.47773887,0.66884295,0.00880020,0.08242748,0.56226457,0.10580854,0.23119260,0.30675042,0.00000000
-5.47173587,0.70019889,0.00962854,0.08550798,0.58553645,0.11081368,0.24171947,0.32156770,0.00000000
-5.46573287,0.72845455,0.01046039,0.08813967,0.60594453,0.11531810,0.25112973,0.33502436,0.00000000
-5.45972986,0.75312049,0.01128355,0.09027542,0.62312987,0.11924176,0.25925749,0.34689172,0.00000000
-5.45372686,0.77375659,0.01208507,0.09187628,0.63678332,0.12251276,0.26595518,0.35696179,0.00000000
-5.44772386,0.78998477,0.01285151,0.09291271,0.64665454,0.12506944,0.27109797,0.36505315,0.00000000
-5.44172086,0.80150037,0.01356933,0.09336548,0.65255965,0.12686234,0.27458756,0.37101628,0.00000000
-5.43571786,0.80808157,0.01422526,0.09322623,0.65438683,0.12785573,0.27635533,0.37473807,0.00000000
-5.42971486,0.80959649,0.01480670,0.09249775,0.65209995,0.12802885,0.27636451,0.37614544,0.00000000
-5.42371186,0.80600770,0.01530212,0.09119395,0.64573989,0.12737658,0.27461153,0.37520770,0.00000000
-5.41770885,0.79737392,0.01570144,0.08933941,0.63542360,0.12590977,0.27112620,0.37193779,0.00000000
-5.41170585,0.78384872,0.01599638,0.08696867,0.62134080,0.12365494,0.26597094,0.36639216,0.00000000
-5.40570285,0.76567648,0.01618071,0.08412522,0.60374867,0.12065354,0.25923894,0.35866937,0.00000000
-5.39969985,0.74318550,0.01625051,0.08086028,0.58296457,0.11696075,0.25105145,0.34890744,0.00000000
-5.39369685,0.71677881,0.01620428,0.07723134,0.55935719,0.11264388,0.24155413,0.33728004,0.00000000
-5.38769385,0.68692284,0.01604301,0.07330059,0.53333647,0.10778044,0.23091280,0.32399175,0.00000000
-5.38169085,0.65413460,0.01577014,0.06913332,0.50534273,0.10245585,0.21930865,0.30927247,0.00000000
-5.37568784,0.61896780,0.01539145,0.06479625,0.47583543,0.09676115,0.20693313,0.29337133,0.00000000
-5.36968484,0.58199845,0.01491485,0.06035602,0.44528202,0.09079052,0.19398274,0.27655023,0.00000000
-5.36368184,0.54381066,0.01435013,0.05587767,0.41414719,0.08463887,0.18065387,0.25907739,0.00000000
-5.35767884,0.50498296,0.01370862,0.05142342,0.38288315,0.07839958,0.16713797,0.24122104,0.00000000
-5.35167584,0.46607586,0.01300280,0.04705154,0.35192095,0.07216242,0.15361709,0.22324356,0.00000000
-5.34567284,0.42762084,0.01224599,0.04281554,0.32166335,0.06601174,0.14026006,0.20539624,0.00000000
-5.33966983,0.39011134,0.01145188,0.03876351,0.29247924,0.06002504,0.12721931,0.18791483,0.00000000
-5.33366683,0.35399567,0.01063418,0.03493783,0.26469979,0.05427183,0.11462850,0.17101599,0.00000000
-5.32766383,0.31967229,0.00980627,0.03137496,0.23861630,0.04881294,0.10260086,0.15489467,0.00000000
-5.32166083,0.28748712,0.00898091,0.02810564,0.21447966,0.04370015,0.09122840,0.13972256,0.00000000
-5.31565783,0.25773306,0.00816995,0.02515509,0.19250124,0.03897624,0.08058179,0.12564741,0.00000000
-5.30965483,0.23065130,0.00738418,0.02254352,0.17285513,0.03467525,0.07071103,0.11279329,0.00000000
-5.30365183,0.20643432,0.00663317,0.02028661,0.15568125,0.03082315,0.06164658,0.10126159,0.00000000
-5.29764882,0.18523017,0.00592526,0.01839623,0.14108928,0.02743860,0.05340110,0.09113269,0.00000000
-5.29164582,0.16714768,0.00526757,0.01688099,0.12916289,0.02453390,0.04597150,0.08246809,0.00000000
-5.28564282,0.15226227,0.00466607,0.01574698,0.11996423,0.02211609,0.03934128,0.07531284,0.00000000
-5.27963982,0.14062199,0.00412573,0.01499828,0.11353812,0.02018797,0.03348303,0.06969820,0.00000000
-5.27363682,0.13225347,0.00365072,0.01463754,0.10991598,0.01874917,0.02836092,0.06564426,0.00000000
-5.26763382,0.12716750,0.00324464,0.01466637,0.10911918,0.01779712,0.02393325,0.06316249,0.00000000
-5.26163082,0.12536405,0.00291079,0.01508561,0.11116165,0.01732788,0.02015473,0.06225806,0.00000000
-5.25562781,0.12683656,0.00265245,0.01589559,0.11605181,0.01733689,0.01697873,0.06293188,0.00000000
-5.24962481,0.13157545,0.00247318,0.01709614,0.12379372,0.01781948,0.01435916,0.06518238,0.00000000
-5.24362181,0.13957074,0.00237711,0.01868659,0.13438756,0.01877125,0.01225219,0.06900693,0.00000000
-5.23761881,0.15081407,0.00236926,0.02066568,0.14782953,0.02018828,0.01061766,0.07440299,0.00000000
-5.23161581,0.16529992,0.00245576,0.02303140,0.16411136,0.02206721,0.00942019,0.08136901,0.00000000
-5.22561281,0.18302643,0.00264409,0.02578081,0.18321956,0.02440514,0.00863004,0.08990523,0.00000000
-5.21960980,0.20399589,0.00294332,0.02890994,0.20513469,0.02719941,0.00822377,0.10001426,0.00000000
-5.21360680,0.22821508,0.00336425,0.03241366,0.22983085,0.03044739,0.00818454,0.11170183,0.00000000
-5.20760380,0.25569566,0.00391946,0.03628570,0.25727556,0.03414610,0.00850230,0.12497743,0.00000000
-5.20160080,0.28645476,0.00462341,0.04051876,0.28743018,0.03829191,0.00917370,0.13985523,0.00000000
-5.19559780,0.32051587,0.00549239,0.04510474,0.32025105,0.04288013,0.01020192,0.15635503,0.00000000
-5.18959480,0.35791006,0.00654435,0.05003520,0.35569134,0.04790479,0.01159619,0.17450347,0.00000000
-5.18359180,0.39867752,0.00779881,0.05530181,0.39370366,0.05335829,0.01337129,0.19433524,0.00000000
-5.17758879,0.44286940,0.00927645,0.06089708,0.43424321,0.05923125,0.01554681,0.21589448,0.00000000
-5.17158579,0.49054961,0.01099882,0.06681513,0.47727148,0.06551239,0.01814632,0.23923592,0.00000000
-5.16558279,0.54179653,0.01298782,0.07305246,0.52276002,0.07218842,0.02119639,0.26442598,0.00000000
-5.15957979,0.59670419,0.01526516,0.07960885,0.57069418,0.07924407,0.02472546,0.29154330,0.00000000
-5.15357679,0.65538262,0.01785166,0.08648803,0.62107619,0.08666213,0.02876262,0.32067872,0.00000000
-5.14757379,0.71795697,0.02076657,0.09369834,0.67392744,0.09442348,0.03333622,0.35193443,0.00000000
-5.14157079,0.78456509,0.02402673,0.10125307,0.72928929,0.10250719,0.03847244,0.38542211,0.00000000
-5.13556778,0.85535307,0.02764575,0.10917056,0.78722216,0.11089054,0.04419372,0.42125978,0.00000000
-5.12956478,0.93046863,0.03163316,0.11747384,0.84780248,0.11954899,0.05051713,0.45956745,0.00000000
-5.12356178,1.01005203,0.03599352,0.12618993,0.91111727,0.12845606,0.05745278,0.50046118,0.00000000
-5.11755878,1.09422446,0.04072564,0.13534852,0.97725615,0.13758315,0.06500215,0.54404590,0.00000000
-5.11155578,1.18307414,0.04582183,0.14498024,1.04630087,0.14689920,0.07315652,0.59040680,0.00000000
-5.10555278,1.27664012,0.05126731,0.15511442,1.11831236,0.15637022,0.08189559,0.63959964,0.00000000
-5.09954977,1.37489454,0.05703966,0.16577631,1.19331586,0.16595877,0.09118613,0.69164024,0.00000000
-5.09354677,1.47772378,0.06310864,0.17698405,1.27128441,0.17562325,0.10098104,0.74649354,0.00000000
-5.08754377,1.58490950,0.06943602,0.18874528,1.35212164,0.18531728,0.11121863,0.80406278,0.00000000
-5.08154077,1.69611043,0.07597584,0.20105367,1.43564455,0.19498889,0.12182230,0.86417923,0.00000000
-5.07553777,1.81084613,0.08267481,0.21388551,1.52156739,0.20457994,0.13270066,0.92659336,0.00000000
-5.06953477,1.92848385,0.08947305,0.22719660,1.60948761,0.21402552,0.14374814,0.99096777,0.00000000
-5.06353177,2.04822972,0.09630509,0.24091957,1.69887509,0.22325367,0.15484610,1.05687283,0.00000000
-5.05752876,2.16912535,0.10310107,0.25496192,1.78906551,0.23218525,0.16586450,1.12378537,0.00000000
-5.05152576,2.29005080,0.10978830,0.26920496,1.87925908,0.24073426,0.17666401,1.19109108,0.00000000
-5.04552276,2.40973463,0.11629291,0.28350378,1.96852504,0.24880851,0.18709873,1.25809083,0.00000000
-5.03951976,2.52677157,0.12254168,0.29768840,2.05581273,0.25631069,0.19701926,1.32401114,0.00000000
-5.03351676,2.63964771,0.12846394,0.31156627,2.13996920,0.26314003,0.20627614,1.38801883,0.00000000
-5.02751376,2.74677288,0.13399353,0.32492592,2.21976333,0.26919425,0.21472353,1.44923943,0.00000000
-5.02151076,2.84651961,0.13907064,0.33754192,2.29391581,0.27437201,0.22222308,1.50677903,0.00000000
-5.01550775,2.93726715,0.14364356,0.34918086,2.36113418,0.27857576,0.22864774,1.55974870,0.00000000
-5.00950475,3.01744925,0.14767017,0.35960821,2.42015160,0.28171468,0.23388541,1.60729073,0.00000000
-5.00350175,3.08560362,0.15111919,0.36859585,2.46976773,0.28370790,0.23784232,1.64860544,0.00000000
-4.99749875,3.14042086,0.15397100,0.37592979,2.50889008,0.28448764,0.24044599,1.68297757,0.00000000
-4.99149575,3.18079074,0.15621817,0.38141790,2.53657380,0.28400215,0.24164754,1.70980076,0.00000000
-4.98549275,3.20584346,0.15786545,0.38489718,2.55205804,0.28221834,0.24142341,1.72859922,0.00000000
-4.97948974,3.21498384,0.15892934,0.38624027,2.55479692,0.27912402,0.23977626,1.73904526,0.00000000
-4.97348674,3.20791650,0.15943722,0.38536079,2.54448365,0.27472940,0.23673504,1.74097178,0.00000000
-4.96748374,3.18466076,0.15942606,0.38221734,2.52106633,0.26906793,0.23235434,1.73437908,0.00000000
-4.96148074,3.14555421,0.15894071,0.37681585,2.48475459,0.26219642,0.22671277,1.71943556,0.00000000
-4.95547774,3.09124464,0.15803194,0.36921025,2.43601659,0.25419424,0.21991071,1.69647206,0.00000000
-4.94947474,3.02267064,0.15675422,0.35950124,2.37556638,0.24516180,0.21206736,1.66597025,0.00000000
-4.94347174,2.94103162,0.15516340,0.34783345,2.30434229,0.23521822,0.20331726,1.62854550,0.00000000
