energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.86193097,5.54868891,0.02349215,0.89628268,0.61922040,0.35088273,2.27684611,2.03780254,0.04960117,2.26515529
-5.85592796,5.48249664,0.02372710,0.90830245,0.61185089,0.34862549,2.26944555,2.01360645,0.04885639,2.22539438
-5.84992496,5.42464400,0.02402319,0.92186197,0.60577128,0.34725447,2.26572067,1.99206140,0.04814535,2.18867316
-5.84392196,5.37745008,0.02438695,0.93712801,0.60122260,0.34686823,2.26635750,1.97401824,0.04749570,2.15607720
-5.83791896,5.34294093,0.02482339,0.95420701,0.59840769,0.34754431,2.27188034,1.96023604,0.04693452,2.12858416
-5.83191596,5.32277687,0.02533577,0.97313645,0.59748161,0.34933540,2.28263032,1.95135492,0.04648739,2.10703153
-5.82591296,5.31819357,0.02592556,0.99387874,0.59854380,0.35226622,2.29875095,1.94787330,0.04617764,2.09208987
-5.81990995,5.32995874,0.02659233,1.01631781,0.60163233,0.35633158,2.32018134,1.95013059,0.04602562,2.08424245
-5.81390695,5.35834609,0.02733373,1.04025872,0.60672072,0.36149548,2.34665710,1.95829579,0.04604800,2.08377177
-5.80790395,5.40312728,0.02814554,1.06543027,0.61371703,0.36769142,2.37771901,1.97236241,0.04625721,2.09075358
-5.80190095,5.46358184,0.02902167,1.09149069,0.62246567,0.37482389,2.41272906,1.99214976,0.04666102,2.10505811
-5.79589795,5.53852453,0.02995429,1.11803617,0.63275157,0.38277090,2.45089304,2.01731045,0.04726224,2.12635850
-5.78989495,5.62634860,0.03093394,1.14461197,0.64430665,0.39138765,2.49128892,2.04734374,0.04805856,2.15414576
-5.78389195,5.72508333,0.03194965,1.17072576,0.65681827,0.40051093,2.53289982,2.08161399,0.04904255,2.18774958
-5.77788894,5.83246317,0.03298915,1.19586279,0.66993931,0.40996430,2.57465024,2.11937361,0.05020187,2.22636388
-5.77188594,5.94600588,0.03403908,1.21950218,0.68329962,0.41956373,2.61544431,2.15978938,0.05151959,2.26907621
-5.76588294,6.06309653,0.03508522,1.24113389,0.69651808,0.42912343,2.65420438,2.20197125,0.05297462,2.31489951
-5.75987994,6.18107409,0.03611277,1.26027578,0.70921514,0.43846171,2.68990875,2.24500234,0.05454237,2.36280517
-5.75387694,6.29731753,0.03710663,1.27648993,0.72102516,0.44740660,2.72162711,2.28796924,0.05619542,2.41175602
-5.74787394,6.40932818,0.03805175,1.28939794,0.73160809,0.45580100,2.74855227,2.32999123,0.05790434,2.46073801
-5.74187094,6.51480549,0.03893350,1.29869437,0.74066016,0.46350713,2.77002740,2.37024775,0.05963850,2.50878956
-5.73586793,6.61171381,0.03973797,1.30415798,0.74792317,0.47041013,2.78556762,2.40800279,0.06136700,2.55502756
-5.72986493,6.69833781,0.04045239,1.30566035,0.75319193,0.47642076,2.79487538,2.44262575,0.06305949,2.59866928
-5.72386193,6.77332523,0.04106552,1.30317162,0.75631986,0.48147698,2.79784925,2.47360800,0.06468702,2.63904961
-5.71785893,6.83571570,0.04156793,1.29676294,0.75722238,0.48554450,2.79458589,2.50057461,0.06622283,2.67563323
-5.71185593,6.88495526,0.04195238,1.28660592,0.75587810,0.48861627,2.78537533,2.52329117,0.06764296,2.70802176
-5.70585293,6.92089667,0.04221408,1.27296872,0.75232786,0.49071107,2.77068980,2.54166553,0.06892691,2.73595574
-5.69984992,6.94378610,0.04235091,1.25620924,0.74667167,0.49187117,2.75116677,2.55574455,0.07005799,2.75931200
-5.69384692,6.95423725,0.04236360,1.23676538,0.73906374,0.49215941,2.72758677,2.56570627,0.07102366,2.77809665
-5.68784392,6.95319456,0.04225573,1.21514299,0.72970591,0.49165573,2.70084700,2.57184783,0.07181569,2.79243444
-5.68184092,6.94188728,0.04203379,1.19190165,0.71883966,0.49045344,2.67193153,2.57456989,0.07243015,2.80255522
-5.67583792,6.92177639,0.04170704,1.16763896,0.70673718,0.48865533,2.64187931,2.57435805,0.07286728,2.80877806
-5.66983492,6.89449670,0.04128729,1.14297368,0.69369173,0.48636987,2.61175089,2.57176229,0.07313127,2.81149400
-5.66383192,6.86179636,0.04078861,1.11852839,0.68000777,0.48370775,2.58259509,2.56737496,0.07322987,2.81114816
-5.65782891,6.82547591,0.04022699,1.09491213,0.66599120,0.48077857,2.55541646,2.56180848,0.07317397,2.80822172
-5.65182591,6.78732897,0.03961985,1.07270356,0.65194002,0.47768823,2.53114467,2.55567328,0.07297705,2.80321467
-5.64582291,6.74908649,0.03898558,1.05243514,0.63813570,0.47453663,2.51060661,2.54955695,0.07265466,2.79662966
-5.63981991,6.71236614,0.03834300,1.03457883,0.62483574,0.47141598,2.49450198,2.54400515,0.07222382,2.78895736
-5.63381691,6.67862822,0.03771080,1.01953368,0.61226724,0.46840963,2.48338316,2.53950496,0.07170246,2.78066383
-5.62781391,6.64913918,0.03710700,1.00761561,0.60062209,0.46559128,2.47763973,2.53647122,0.07110884,2.77217985
-5.62181091,6.62494349,0.03654849,0.99904984,0.59005349,0.46302464,2.47748817,2.53523600,0.07046103,2.76389258
-5.61580790,6.60684423,0.03605049,0.99396596,0.58067412,0.46076335,2.48296699,2.53604174,0.06977647,2.75613939
-5.60980490,6.59539276,0.03562622,0.99239587,0.57255573,0.45885111,2.49393740,2.53903783,0.06907155,2.74920385
-5.60380190,6.59088703,0.03528654,0.99427473,0.56573020,0.45732198,2.51008950,2.54428092,0.06836129,2.74331390
-5.59779890,6.59337849,0.03503974,0.99944460,0.56019187,0.45620067,2.53095382,2.55173844,0.06765907,2.73864192
-5.59179590,6.60268656,0.03489138,1.00766090,0.55590103,0.45550292,2.55591776,2.56129536,0.06697650,2.73530650
-5.58579290,6.61842004,0.03484431,1.01860137,0.55278822,0.45523574,2.58424659,2.57276354,0.06632327,2.73337583
-5.57978989,6.64000432,0.03489864,1.03187710,0.55075933,0.45539771,2.61510820,2.58589330,0.06570716,2.73287228
-5.57378689,6.66671305,0.03505197,1.04704546,0.54970103,0.45597914,2.64760075,2.60038656,0.06513409,2.73377802
-5.56778389,6.69770290,0.03529955,1.06362433,0.54948644,0.45696225,2.68078242,2.61591105,0.06460819,2.73604129
-5.56178089,6.73205000,0.03563457,1.08110711,0.54998069,0.45832133,2.71370200,2.63211470,0.06413199,2.73958312
-5.55577789,6.76878645,0.03604849,1.09897814,0.55104620,0.46002291,2.74542937,2.64863986,0.06370657,2.74430405
-5.54977489,6.80693546,0.03653140,1.11672772,0.55254750,0.46202608,2.77508457,2.66513644,0.06333177,2.75009057
-5.54377189,6.84554363,0.03707239,1.13386648,0.55435532,0.46428280,2.80186446,2.68127362,0.06300647,2.75682110
-5.53776888,6.88370924,0.03765987,1.14993831,0.55634995,0.46673846,2.82506586,2.69674949,0.06272877,2.76437106
-5.53176588,6.92060536,0.03828197,1.16453161,0.55842367,0.46933252,2.84410428,2.71129839,0.06249625,2.77261689
-5.52576288,6.95549708,0.03892680,1.17728840,0.56048228,0.47199939,2.85852754,2.72469560,0.06230619,2.78143895
-5.51975988,6.98775247,0.03958274,1.18791095,0.56244574,0.47466940,2.86802388,2.73675934,0.06215576,2.79072302
-5.51375688,7.01684705,0.04023865,1.19616596,0.56424793,0.47727005,2.87242423,2.74735011,0.06204222,2.80036063
-5.50775388,7.04236218,0.04088405,1.20188601,0.56583563,0.47972727,2.87169877,2.75636757,0.06196306,2.81024814
-5.50175088,7.06397788,0.04150921,1.20496858,0.56716693,0.48196691,2.86594830,2.76374537,0.06191612,2.82028492
-5.49574787,7.08146110,0.04210526,1.20537270,0.56820914,0.48391626,2.85539074,2.76944429,0.06189969,2.83037074
-5.48974487,7.09465056,0.04266417,1.20311364,0.56893636,0.48550559,2.84034398,2.77344432,0.06191255,2.84040287
-5.48374187,7.10343959,0.04317875,1.19825587,0.56932705,0.48666973,2.82120586,2.77573619,0.06195404,2.85027306
-5.47773887,7.10775840,0.04364263,1.19090506,0.56936157,0.48734960,2.79843257,2.77631318,0.06202401,2.85986498
-5.47173587,7.10755719,0.04405022,1.18119923,0.56902003,0.48749357,2.77251662,2.77516360,0.06212284,2.86905236
-5.46573287,7.10279140,0.04439661,1.16929984,0.56828052,0.48705882,2.74396553,2.77226457,0.06225134,2.87769814
-5.45972986,7.09341027,0.04467755,1.15538314,0.56711783,0.48601240,2.71328240,2.76757765,0.06241068,2.88565487
-5.45372686,7.07934948,0.04488938,1.13963231,0.56550280,0.48433214,2.68094908,2.76104644,0.06260232,2.89276646
-5.44772386,7.06052826,0.04502902,1.12223056,0.56340225,0.48200729,2.64741267,2.75259658,0.06282785,2.89887137
-5.44172086,7.03685128,0.04509397,1.10335561,0.56077957,0.47903892,2.61307587,2.74213789,0.06308884,2.90380693
-5.43571786,7.00821481,0.04508229,1.08317567,0.55759585,0.47544002,2.57829107,2.72956879,0.06338671,2.90741481
-5.42971486,6.97451668,0.04499264,1.06184682,0.55381160,0.47123528,2.54335832,2.71478248,0.06372257,2.90954712
-5.42371186,6.93566916,0.04482436,1.03951192,0.54938873,0.46646064,2.50852664,2.69767459,0.06409699,2.91007282
-5.41770885,6.89161354,0.04457749,1.01630081,0.54429290,0.46116253,2.47399814,2.67815185,0.06450988,2.90888401
-5.41170585,6.84233540,0.04425284,0.99233158,0.53849592,0.45539681,2.43993435,2.65614099,0.06496030,2.90590165
-5.40570285,6.78787909,0.04385210,0.96771269,0.53197813,0.44922765,2.40646388,2.63159753,0.06544630,2.90108029
-5.39969985,6.72836052,0.04337781,0.94254562,0.52473067,0.44272604,2.37369060,2.60451378,0.06596480,2.89441148
-5.39369685,6.66397714,0.04283347,0.91692776,0.51675731,0.43596834,2.34170172,2.57492550,0.06651146,2.88592564
-5.38769385,6.59501439,0.04222352,0.89095529,0.50807602,0.42903474,2.31057502,2.54291697,0.06708065,2.87569222
-5.38169085,6.52184829,0.04155331,0.86472579,0.49871999,0.42200769,2.28038469,2.50862399,0.06766541,2.86381817
-5.37568784,6.44494387,0.04082907,0.83834035,0.48873814,0.41497044,2.25120560,2.47223481,0.06825751,2.85044483
-5.36968484,6.36484977,0.04005783,0.81190515,0.47819509,0.40800577,2.22311565,2.43398885,0.06884751,2.83574354
-5.36368184,6.28218946,0.03924727,0.78553232,0.46717066,0.40119484,2.19619634,2.39417346,0.06942494,2.81991024
-5.35767884,6.19764969,0.03840564,0.75934017,0.45575880,0.39461634,2.17053178,2.35311884,0.06997852,2.80315947
-5.35167584,6.11196713,0.03754154,0.73345272,0.44406622,0.38834590,2.14620625,2.31119154,0.07049642,2.78571830
-5.34567284,6.02591413,0.03666378,0.70799872,0.43221061,0.38245576,2.12330102,2.26878696,0.07096658,2.76782053
-5.33966983,5.94028449,0.03578119,0.68311017,0.42031869,0.37701482,2.10189058,2.22632116,0.07137709,2.74970158
-5.33366683,5.85588027,0.03490246,0.65892054,0.40852403,0.37208881,2.08203903,2.18422269,0.07171660,2.73159443
-5.32766383,5.77350012,0.03403596,0.63556277,0.39696488,0.36774079,2.06379679,2.14292454,0.07197470,2.71372682
-5.32166083,5.69392985,0.03318965,0.61316727,0.38578196,0.36403175,2.04719825,2.10285680,0.07214237,2.69631980
-5.31565783,5.61793532,0.03237092,0.59185984,0.37511634,0.36102129,2.03226046,2.06444021,0.07221236,2.67958760
-5.30965483,5.54625782,0.03158659,0.57175985,0.36510743,0.35876824,2.01898309,2.02808071,0.07217957,2.66373863
-5.30365183,5.47961140,0.03084281,0.55297857,0.35589105,0.35733120,2.00734960,1.99416506,0.07204136,2.64897745
-5.29764882,5.41868186,0.03014511,0.53561769,0.34759772,0.35676889,1.99732968,1.96305757,0.07179778,2.63550716
-5.29164582,5.36412657,0.02949844,0.51976818,0.34035098,0.35714003,1.98888258,1.93509761,0.07145175,2.62353186
-5.28564282,5.31657422,0.02890717,0.50550927,0.33426585,0.35850306,1.98196117,1.91059772,0.07100911,2.61325871
-5.27963982,5.27662384,0.02837524,0.49290776,0.32944738,0.36091515,1.97651624,1.88984210,0.07047856,2.60489900
-5.27363682,5.24484187,0.02790617,0.48201737,0.32598910,0.36443094,1.97250077,1.87308500,0.06987156,2.59866792
-5.26763382,5.22175687,0.02750317,0.47287831,0.32397163,0.36910064,1.96987364,1.86054889,0.06920198,2.59478260
-5.26163082,5.20785112,0.02716918,0.46551680,0.32346111,0.37496774,1.96860245,1.85242189,0.06848579,2.59345817
-5.25562781,5.20354883,0.02690688,0.45994477,0.32450764,0.38206629,1.96866521,1.84885456,0.06774052,2.59490182
-5.24962481,5.20920098,0.02671870,0.45615938,0.32714368,0.39041793,1.97005049,1.84995566,0.06698472,2.59930481
-5.24362181,5.22506708,0.02660675,0.45414264,0.33138241,0.40002870,1.97275606,1.85578709,0.06623731,2.60683284
-5.23761881,5.25129450,0.02657273,0.45386095,0.33721609,0.41088596,1.97678588,1.86635807,0.06551688,2.61761497
-5.23161581,5.28789633,0.02661781,0.45526462,0.34461457,0.42295531,1.98214563,1.88161882,0.06484098,2.63173179
-5.22561281,5.33472902,0.02674243,0.45828742,0.35352390,0.43617808,1.98883692,1.90145413,0.06422538,2.64920340
-5.21960980,5.39147109,0.02694613,0.46284616,0.36386525,0.45046921,1.99685064,1.92567724,0.06368342,2.66997802
-5.21360680,5.45760462,0.02722736,0.46884043,0.37553417,0.46571589,2.00615961,1.95402456,0.06322539,2.69392194
-5.20760380,5.53240089,0.02758326,0.47615248,0.38840037,0.48177714,2.01671132,1.98615190,0.06285799,2.72081155
-5.20160080,5.61491176,0.02800947,0.48464735,0.40230803,0.49848420,2.02842102,2.02163248,0.06258397,2.75032820
-5.19559780,5.70396793,0.02850003,0.49417332,0.41707680,0.51564213,2.04116572,2.05995747,0.06240180,2.78205637
-5.18959480,5.79818522,0.02904723,0.50456272,0.43250357,0.53303237,2.05477967,2.10053924,0.06230567,2.81548573
-5.18359180,5.89597931,0.02964164,0.51563323,0.44836494,0.55041633,2.06905158,2.14271780,0.06228548,2.85001716
-5.17758879,5.99558933,0.03027210,0.52718954,0.46442050,0.56754000,2.08372398,2.18577028,0.06232712,2.88497279
-5.17158579,6.09510996,0.03092588,0.53902558,0.48041691,0.58413930,2.09849487,2.22892360,0.06241293,2.91960999
-5.16558279,6.19253130,0.03158888,0.55092718,0.49609256,0.59994611,2.11302172,2.27137005,0.06252221,2.95313880
-5.15957979,6.28578544,0.03224593,0.56267521,0.51118288,0.61469473,2.12692777,2.31228529,0.06263199,2.98474223
-5.15357679,6.37279823,0.03288113,0.57404908,0.52542601,0.62812854,2.13981043,2.35084834,0.06271788,3.01359873
-5.14757379,6.45154432,0.03347828,0.58483062,0.53856876,0.64000660,2.15125143,2.38626280,0.06275494,3.03890597
-5.14157079,6.52010348,0.03402135,0.59480808,0.55037266,0.65011002,2.16082831,2.41777851,0.06271867,3.05990489
-5.13556778,6.57671596,0.03449499,0.60378035,0.56061976,0.65824773,2.16812679,2.44471286,0.06258601,3.07590321
-5.12956478,6.61983485,0.03488499,0.61156111,0.56911813,0.66426161,2.17275342,2.46647088,0.06233623,3.08629737
-5.12356178,6.64817320,0.03517882,0.61798281,0.57570686,0.66803065,2.17434802,2.48256332,0.06195183,3.09059205
-5.11755878,6.66074411,0.03536604,0.62290037,0.58026012,0.66947406,2.17259540,2.49262188,0.06141931,3.08841653
-5.11155578,6.65689226,0.03543869,0.62619451,0.58269051,0.66855330,2.16723577,2.49641110,0.06072975,3.07953729
-5.10555278,6.63631559,0.03539165,0.62777451,0.58295121,0.66527281,2.15807357,2.49383632,0.05987931,3.06386642
-5.09954977,6.59907632,0.03522280,0.62758030,0.58103707,0.65967963,2.14498430,2.48494737,0.05886948,3.04146547
-5.09354677,6.54560105,0.03493323,0.62558395,0.57698447,0.65186175,2.12791916,2.46993790,0.05770717,3.01254485
-5.08754377,6.47666983,0.03452717,0.62179030,0.57087001,0.64194547,2.10690742,2.44914030,0.05640459,2.97745865
-5.08154077,6.39339479,0.03401199,0.61623686,0.56280809,0.63009167,2.08205638,2.42301647,0.05497893,2.93669527
-5.07553777,6.29718914,0.03339792,0.60899297,0.55294735,0.61649128,2.05354908,2.39214463,0.05345188,2.89086416
-5.06953477,6.18972763,0.03269780,0.60015815,0.54146625,0.60136005,2.02163994,2.35720291,0.05184898,2.84067923
-5.06353177,6.07290001,0.03192668,0.58985977,0.52856785,0.58493279,1.98664837,2.31895005,0.05019884,2.78693934
-5.05752876,5.94875903,0.03110132,0.57825019,0.51447397,0.56745729,1.94895076,2.27820406,0.04853221,2.73050682
-5.05152576,5.81946468,0.03023972,0.56550329,0.49941899,0.54918807,1.90897110,2.23581949,0.04688107,2.67228434
-5.04552276,5.68722660,0.02936047,0.55181059,0.48364346,0.53038017,1.86717046,2.19266418,0.04527761,2.61319118
-5.03951976,5.55424637,0.02848224,0.53737711,0.46738774,0.51128321,1.82403571,2.14959605,0.04375321,2.55413932
-5.03351676,5.42266143,0.02762314,0.52241698,0.45088592,0.49213572,1.78006786,2.10744088,0.04233746,2.49601030
-5.02751376,5.29449242,0.02680015,0.50714898,0.43436015,0.47316010,1.73577015,2.06697159,0.04105733,2.43963338
-5.02151076,5.17159521,0.02602864,0.49179213,0.41801564,0.45455822,1.69163647,2.02888977,0.03993624,2.38576557
-5.01550775,5.05561923,0.02532183,0.47656135,0.40203645,0.43650776,1.64814009,1.99380985,0.03899349,2.33507435
-5.00950475,4.94797302,0.02469049,0.46166335,0.38658213,0.41915944,1.60572330,1.96224636,0.03824365,2.28812335
-5.00350175,4.84979793,0.02414254,0.44729282,0.37178551,0.40263519,1.56478805,1.93460467,0.03769617,2.24536142
-4.99749875,4.76195068,0.02368295,0.43362899,0.35775138,0.38702720,1.52568786,1.91117532,0.03735522,2.20711562
-4.99149575,4.68499497,0.02331359,0.42083261,0.34455636,0.37239798,1.48872136,1.89213190,0.03721961,2.17358807
-4.98549275,4.61920227,0.02303327,0.40904338,0.33224982,0.35878131,1.45412741,1.87753270,0.03728296,2.14485685
-4.97948974,4.56456148,0.02283785,0.39837795,0.32085570,0.34618403,1.42208222,1.86732558,0.03753402,2.12088084
-4.97348674,4.52079691,0.02272050,0.38892840,0.31037526,0.33458861,1.39269832,1.86135604,0.03795711,2.10150835
-4.96748374,4.48739369,0.02267200,0.38076133,0.30079057,0.32395636,1.36602559,1.85937793,0.03853276,2.08648900
-4.96148074,4.46362947,0.02268115,0.37391746,0.29206853,0.31423114,1.34205410,1.86106633,0.03923844,2.07548849
-4.95547774,4.44861100,0.02273522,0.36841189,0.28416527,0.30534345,1.32071882,1.86603198,0.04004939,2.06810550
-4.94947474,4.44131420,0.02282048,0.36423473,0.27703072,0.29721465,1.30190579,1.87383679,0.04093947,2.06389010
-4.94347174,4.44062579,0.02292271,0.36135243,0.27061308,0.28976127,1.28545970,1.88400953,0.04188209,2.06236266
-4.93746873,4.44538495,0.02302776,0.35970942,0.26486308,0.28289911,1.27119224,1.89606131,0.04285111,2.06303268
-4.93146573,4.45442333,0.02312201,0.35923028,0.25973771,0.27654703,1.25889112,1.90950010,0.04382167,2.06541640
-4.92546273,4.46660165,0.02319290,0.35982220,0.25520334,0.27063028,1.24832914,1.92384385,0.04477098,2.06905267
-4.91945973,4.48084177,0.02322931,0.36137778,0.25123806,0.26508330,1.23927294,1.93863171,0.04567899,2.07351629
-4.91345673,4.49615290,0.02322193,0.36377801,0.24783300,0.25985175,1.23149117,1.95343309,0.04652891,2.07842827
-4.90745373,4.51165137,0.02316348,0.36689541,0.24499286,0.25489389,1.22476146,1.96785439,0.04730762,2.08346270
-4.90145073,4.52657340,0.02304891,0.37059725,0.24273532,0.25018114,1.21887627,1.98154331,0.04800587,2.08835004
-4.89544772,4.54028093,0.02287547,0.37474871,0.24108953,0.24569792,1.21364711,1.99419091,0.04861835,2.09287696
-4.88944472,4.55226095,0.02264266,0.37921604,0.24009377,0.24144076,1.20890725,2.00553166,0.04914356,2.09688284
-4.88344172,4.56211894,0.02235218,0.38386942,0.23979231,0.23741680,1.20451290,2.01534180,0.04958358,2.10025352
-4.87743872,4.56956757,0.02200771,0.38858578,0.24023178,0.23364178,1.20034294,2.02343644,0.04994360,2.10291286
-4.87143572,4.57441194,0.02161468,0.39325121,0.24145705,0.23013758,1.19629741,2.02966602,0.05023149,2.10481280
-4.86543272,4.57653275,0.02117998,0.39776313,0.24350708,0.22692958,1.19229517,2.03391241,0.05045713,2.10592282
-4.85942971,4.57586889,0.02071166,0.40203210,0.24641073,0.22404395,1.18827085,2.03608541,0.05063180,2.10621960
-4.85342671,4.57240090,0.02021854,0.40598326,0.25018293,0.22150492,1.18417165,2.03611987,0.05076749,2.10567753
-4.84742371,4.56613660,0.01970997,0.40955738,0.25482140,0.21933240,1.17995421,2.03397380,0.05087624,2.10426104
-4.84142071,4.55709976,0.01919542,0.41271159,0.26030395,0.21753988,1.17558192,2.02962779,0.05096955,2.10191906
-4.83541771,4.54532276,0.01868426,0.41541961,0.26658675,0.21613278,1.17102290,2.02308561,0.05105782,2.09858207
-4.82941471,4.53084334,0.01818550,0.41767173,0.27360353,0.21510745,1.16624879,2.01437609,0.05114993,2.09416200
-4.82341171,4.51370560,0.01770757,0.41947437,0.28126581,0.21445072,1.16123455,2.00355601,0.05125287,2.08855478
-4.81740870,4.49396470,0.01725821,0.42084929,0.28946414,0.21414002,1.15595907,1.99071349,0.05137156,2.08164547
-4.81140570,4.47169463,0.01684430,0.42183247,0.29807037,0.21414423,1.15040662,1.97597177,0.05150873,2.07331540
-4.80540270,4.44699793,0.01647187,0.42247278,0.30694087,0.21442495,1.14456889,1.95949244,0.05166492,2.06345076
-4.79939970,4.42001625,0.01614602,0.42283023,0.31592041,0.21493832,1.13844731,1.94147801,0.05183864,2.05195201
-4.79339670,4.39094031,0.01587095,0.42297410,0.32484673,0.21563713,1.13205548,1.92217299,0.05202652,2.03874325
-4.78739370,4.36001821,0.01564999,0.42298082,0.33355546,0.21647317,1.12542122,1.90186319,0.05222364,2.02378084
-4.78139070,4.32756072,0.01548563,0.42293162,0.34188523,0.21739969,1.11858809,1.88087287,0.05242382,2.00706064
-4.77538769,4.29394271,0.01537957,0.42291019,0.34968272,0.21837376,1.11161603,1.85955960,0.05261997,1.98862315
-4.76938469,4.25960017,0.01533274,0.42300015,0.35680743,0.21935840,1.10458101,1.83830667,0.05280442,1.96855619
-4.76338169,4.22502246,0.01534540,0.42328260,0.36313600,0.22032452,1.09757351,1.81751335,0.05296932,1.94699488
-4.75737869,4.19073991,0.01541707,0.42383368,0.36856589,0.22125231,1.09069587,1.79758329,0.05310687,1.92411892
-4.75137569,4.15730745,0.01554663,0.42472228,0.37301827,0.22213223,1.08405865,1.77891141,0.05320964,1.90014715
-4.74537269,4.12528493,0.01573228,0.42600799,0.37643999,0.22296549,1.07777601,1.76187022,0.05327079,1.87532999
-4.73936968,4.09521550,0.01597153,0.42773931,0.37880475,0.22376399,1.07196065,1.74679588,0.05328421,1.84994011
-4.73336668,4.06760323,0.01626122,0.42995221,0.38011324,0.22454983,1.06671836,1.73397516,0.05324467,1.82426202
-4.72736368,4.04289168,0.01659748,0.43266910,0.38039243,0.22535438,1.06214267,1.72363375,0.05314789,1.79858130
-4.72136068,4.02144472,0.01697579,0.43589831,0.37969409,0.22621706,1.05831000,1.71592683,0.05299060,1.77317418
-4.71535768,4.00353102,0.01739094,0.43963398,0.37809257,0.22718393,1.05527549,1.71093239,0.05277051,1.74829824
-4.70935468,3.98931340,0.01783708,0.44385649,0.37568212,0.22830612,1.05306990,1.70864779,0.05248636,1.72418469
-4.70335168,3.97884375,0.01830780,0.44853342,0.37257371,0.22963841,1.05169783,1.70898981,0.05213785,1.70103292
-4.69734867,3.97206415,0.01879622,0.45362084,0.36889170,0.23123787,1.05113726,1.71179823,0.05172562,1.67900737
-4.69134567,3.96881404,0.01929505,0.45906516,0.36477042,0.23316277,1.05134053,1.71684283,0.05125125,1.65823719
-4.68534267,3.96884325,0.01979676,0.46480515,0.36035078,0.23547183,1.05223667,1.72383343,0.05071719,1.63881825
-4.67933967,3.97183008,0.02029371,0.47077431,0.35577709,0.23822376,1.05373497,1.73243244,0.05012675,1.62081763
-4.67333667,3.97740325,0.02077835,0.47690335,0.35119421,0.24147725,1.05572950,1.74226925,0.04948405,1.60427993
-4.66733367,3.98516663,0.02124332,0.48312267,0.34674499,0.24529124,1.05810434,1.75295568,0.04879402,1.58923498
-4.66133067,3.99472502,0.02168167,0.48936493,0.34256817,0.24972541,1.06073926,1.76410164,0.04806231,1.57570642
-4.65532766,4.00570949,0.02208702,0.49556728,0.33879666,0.25484100,1.06351540,1.77533031,0.04729529,1.56372038
-4.64932466,4.01780090,0.02245368,0.50167358,0.33555627,0.26070153,1.06632084,1.78629184,0.04649991,1.55331360
-4.64332166,4.03075009,0.02277677,0.50763622,0.33296473,0.26737352,1.06905557,1.79667513,0.04568367,1.54454061
