energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up
-5.55577789,10.91423536,2.39474119,6.19751759,0.03055886,0.44854815,0.96219279,0.84555207,0.03429354,2.58862249
-5.54977489,10.96854118,2.42990370,6.21483648,0.03078781,0.45478521,0.98120962,0.84778762,0.03491704,2.60784482
-5.54377189,11.02582239,2.47149265,6.22720856,0.03118369,0.46060816,1.00192182,0.85071284,0.03566390,2.63178646
-5.53776888,11.08584328,2.51939066,6.23452722,0.03173643,0.46602753,1.02411724,0.85439032,0.03652482,2.66031986
-5.53176588,11.14828603,2.57329678,6.23675275,0.03243348,0.47105437,1.04756818,0.85887522,0.03749045,2.69324381
-5.52576288,11.21274253,2.63272370,6.23391628,0.03326039,0.47569725,1.07203637,0.86420902,0.03855126,2.73027890
-5.51975988,11.27871250,2.69700155,6.22612383,0.03420136,0.47995976,1.09727815,0.87041416,0.03969761,2.77106596
-5.51375688,11.34560848,2.76528831,6.21356005,0.03523991,0.48383870,1.12304964,0.87748996,0.04091968,2.81516783
-5.50775388,11.41276774,2.83658709,6.19649128,0.03635948,0.48732297,1.14911151,0.88541001,0.04220751,2.86207458
-5.50175088,11.47947065,2.90976985,6.17526759,0.03754399,0.49039337,1.17523332,0.89412121,0.04355101,2.91121236
-5.49574787,11.54496476,2.98360702,6.15032331,0.03877841,0.49302310,1.20119712,0.90354446,0.04493994,2.96195539
-5.48974487,11.60849320,3.05680202,6.12217571,0.04004919,0.49517918,1.22680016,0.91357690,0.04636401,3.01364083
-5.48374187,11.66932585,3.12802945,6.09142153,0.04134464,0.49682444,1.25185679,0.92409555,0.04781287,3.06558586
-5.47773887,11.72679155,3.19597548,6.05873103,0.04265513,0.49792013,1.27619936,0.93496214,0.04927618,3.11710620
-5.47173587,11.78030949,3.25937884,6.02483956,0.04397326,0.49842879,1.29967829,0.94602871,0.05074362,3.16753519
-5.46573287,11.82941779,3.31707050,5.99053661,0.04529384,0.49831739,1.32216140,0.95714371,0.05220498,3.21624264
-5.45972986,11.87379789,3.36801062,5.95665255,0.04661374,0.49756030,1.34353271,0.96815824,0.05365015,3.26265251
-5.45372686,11.91329317,3.41132087,5.92404344,0.04793167,0.49614214,1.36369086,0.97893210,0.05506919,3.30625866
-5.44772386,11.94792087,3.44631086,5.89357422,0.04924780,0.49406004,1.38254751,0.98933922,0.05645232,3.34663806
-5.44172086,11.97787681,3.47249754,5.86610110,0.05056338,0.49132541,1.40002584,0.99927251,0.05778997,3.38346092
-5.43571786,12.00353259,3.48961669,5.84245349,0.05188018,0.48796494,1.41605950,1.00864755,0.05907275,3.41649733
-5.42971486,12.02542561,3.49762620,5.82341644,0.05320001,0.48402076,1.43059199,1.01740542,0.06029156,3.44562044
-5.42371186,12.04424252,3.49670101,5.80971396,0.05452416,0.47954991,1.44357692,1.02551433,0.06143754,3.47080608
-5.41770885,12.06079706,3.48722024,5.80199398,0.05585292,0.47462279,1.45497879,1.03297019,0.06250214,3.49212894
-5.41170585,12.07600328,3.46974704,5.80081550,0.05718510,0.46932110,1.46477455,1.03979624,0.06347718,3.50975587
-5.40570285,12.09084556,3.44500250,5.80663806,0.05851765,0.46373499,1.47295574,1.04604177,0.06435491,3.52393640
-5.39969985,12.10634683,3.41383469,5.81981414,0.05984540,0.45795975,1.47953093,1.05178015,0.06512814,3.53499129
-5.39369685,12.12353613,3.37718446,5.84058436,0.06116089,0.45209226,1.48452826,1.05710624,0.06579030,3.54329937
-5.38769385,12.14341697,3.33604957,5.86907569,0.06245435,0.44622718,1.48799791,1.06213351,0.06633558,3.54928338
-5.38169085,12.16693771,3.29144872,5.90530251,0.06371378,0.44045330,1.49001396,1.06699083,0.06675911,3.55339540
-5.37568784,12.19496486,3.24438702,5.94917045,0.06492520,0.43485006,1.49067561,1.07181914,0.06705707,3.55610214
-5.36968484,12.22826039,3.19582431,6.00048289,0.06607299,0.42948452,1.49010731,1.07676819,0.06722681,3.55787091
-5.36368184,12.26746374,3.14664750,6.05894971,0.06714040,0.42440884,1.48845784,1.08199329,0.06726707,3.55915637
-5.35767884,12.31307910,3.09764789,6.12419833,0.06811008,0.41965855,1.48589802,1.08765219,0.06717802,3.56038869
-5.35167584,12.36546831,3.04950410,6.19578654,0.06896472,0.41525145,1.48261726,1.09390218,0.06696143,3.56196327
-5.34567284,12.42484955,3.00277105,6.27321696,0.06968775,0.41118747,1.47881891,1.10089732,0.06662068,3.56423230
-5.33966983,12.49130165,2.95787495,6.35595268,0.07026400,0.40744922,1.47471469,1.10878575,0.06616087,3.56749832
-5.33366683,12.56477353,2.91511420,6.44343366,0.07068042,0.40400344,1.47051833,1.11770726,0.06558873,3.57200981
-5.32766383,12.64509809,2.87466557,6.53509329,0.07092665,0.40080312,1.46643881,1.12779077,0.06491267,3.57795879
-5.32166083,12.73200941,2.83659503,6.63037449,0.07099567,0.39779014,1.46267358,1.13915195,0.06414261,3.58548021
-5.31565783,12.82516178,2.80087228,6.72874453,0.07088414,0.39489850,1.45940190,1.15189068,0.06328987,3.59465306
-5.30965483,12.92414912,2.76738788,6.82970768,0.07059282,0.39205770,1.45677875,1.16608851,0.06236700,3.60550261
-5.30365183,13.02852270,2.73597186,6.93281479,0.07012669,0.38919625,1.45492951,1.18180584,0.06138752,3.61800359
-5.29764882,13.13780554,2.70641272,7.03766891,0.06949503,0.38624513,1.45394560,1.19907903,0.06036567,3.63208376
-5.29164582,13.25150157,2.67847553,7.14392617,0.06871120,0.38314089,1.45388117,1.21791723,0.05931608,3.64762736
-5.28564282,13.36909818,2.65191831,7.25129123,0.06779239,0.37982829,1.45475088,1.23829908,0.05825348,3.66447806
-5.27963982,13.49006106,2.62650566,7.35950717,0.06675910,0.37626246,1.45652881,1.26016931,0.05719226,3.68244113
-5.27363682,13.61382096,2.60201913,7.46833974,0.06563453,0.37241022,1.45914839,1.28343543,0.05614618,3.70128432
-5.26763382,13.73975273,2.57826386,7.57755650,0.06444382,0.36825074,1.46250314,1.30796454,0.05512795,3.72073772
-5.26163082,13.86714762,2.55507134,7.68690194,0.06321323,0.36377540,1.46644835,1.33358069,0.05414890,3.74049238
-5.25562781,13.99518101,2.53229855,7.79606985,0.06196918,0.35898691,1.47080331,1.36006289,0.05321861,3.76019813
-5.24962481,14.12287800,2.50982369,7.90467485,0.06073733,0.35389781,1.47535419,1.38714416,0.05234465,3.77946112
-5.24362181,14.24908037,2.48753934,8.01222530,0.05954166,0.34852844,1.47985749,1.41451194,0.05153234,3.79784155
-5.23761881,14.37241836,2.46534375,8.11809967,0.05840359,0.34290451,1.48404390,1.44181007,0.05078457,3.81485244
-5.23161581,14.49129121,2.44313128,8.22152892,0.05734125,0.33705455,1.48762285,1.46864273,0.05010174,3.82996031
-5.22561281,14.60385985,2.42078293,8.32158686,0.05636877,0.33100730,1.49028749,1.49458038,0.04948174,3.84258830
-5.21960980,14.70805475,2.39815811,8.41719020,0.05549588,0.32478936,1.49172048,1.51916792,0.04892009,3.85212266
-5.21360680,14.80160123,2.37508840,8.50710972,0.05472762,0.31842312,1.49160037,1.54193494,0.04841012,3.85792291
-5.20760380,14.88206297,2.35137407,8.58999270,0.05406423,0.31192523,1.48960874,1.56240796,0.04794329,3.85933601
-5.20160080,14.94690375,2.32678403,8.66439680,0.05350129,0.30530573,1.48543809,1.58012424,0.04750957,3.85571436
-5.19559780,14.99356563,2.30105932,8.72883394,0.05303007,0.29856770,1.47880031,1.59464684,0.04709790,3.84643733
-5.18959480,15.01956057,2.27392009,8.78182265,0.05263798,0.29170773,1.46943556,1.60558020,0.04669670,3.83093541
-5.18359180,15.02257134,2.24507598,8.82194615,0.05230926,0.28471690,1.45712140,1.61258567,0.04629441,3.80871616
-5.17758879,15.00055644,2.21423901,8.84791331,0.05202573,0.27758236,1.44168175,1.61539606,0.04588003,3.77939031
-5.17158579,14.95185318,2.18113845,8.85861897,0.05176765,0.27028932,1.42299525,1.61382868,0.04544365,3.74269679
-5.16558279,14.87527273,2.14553646,8.85320011,0.05151456,0.26282332,1.40100277,1.60779583,0.04497693,3.69852494
-5.15957979,14.77018118,2.10724356,8.83108464,0.05124613,0.25517252,1.37571329,1.59731227,0.04447348,3.64693244
-5.15357679,14.63656115,2.06613282,8.79202956,0.05094299,0.24733004,1.34720811,1.58249900,0.04392917,3.58815740
-5.14757379,14.47504947,2.02215160,8.73614631,0.05058743,0.23929595,1.31564259,1.56358304,0.04334234,3.52262366
-5.14157079,14.28694774,1.97533019,8.66391128,0.05016394,0.23107894,1.28124551,1.54089294,0.04271385,3.45093836
-5.13556778,14.07420416,1.92578638,8.57616084,0.04965969,0.22269743,1.24431560,1.51485016,0.04204707,3.37388134
-5.12956478,13.83936652,1.87372577,8.47407070,0.04906477,0.21418014,1.20521532,1.48595641,0.04134768,3.29238663
-5.12356178,13.58550822,1.81943752,8.35912072,0.04837235,0.20556601,1.16436196,1.45477763,0.04062344,3.20751641
-5.11755878,13.31613019,1.76328574,8.23304656,0.04757864,0.19690350,1.12221638,1.42192512,0.03988376,3.12042847
-5.11155578,13.03504364,1.70569704,8.09778088,0.04668270,0.18824931,1.07926971,1.38803467,0.03913931,3.03233859
-5.10555278,12.74623904,1.64714476,7.95538680,0.04568624,0.17966660,1.03602866,1.35374467,0.03840152,2.94447955
-5.09954977,12.45374766,1.58813089,7.80798686,0.04459321,0.17122281,0.99299986,1.31967414,0.03768201,2.85805861
-5.09354677,12.16150243,1.52916679,7.65769103,0.04340942,0.16298722,0.95067421,1.28640174,0.03699212,2.77421557
-5.08754377,11.87320441,1.47075357,7.50652686,0.04214212,0.15502836,0.90951163,1.25444651,0.03634239,2.69398323
-5.08154077,11.59220122,1.41336343,7.35637493,0.04079961,0.14741153,0.86992711,1.22425144,0.03574206,2.61825230
-5.07553777,11.32138241,1.35742294,7.20891220,0.03939080,0.14019632,0.83227860,1.19617027,0.03519873,2.54774220
-5.06953477,11.06309620,1.30329905,7.06556545,0.03792493,0.13343460,0.79685717,1.17045831,0.03471797,2.48297898
-5.06353177,10.81909047,1.25128862,6.92747627,0.03641127,0.12716870,0.76388002,1.14726719,0.03430314,2.42428139
-5.05752876,10.59047982,1.20161181,6.79547847,0.03485892,0.12143019,0.73348639,1.12664411,0.03395520,2.37175544
-5.05152576,10.37773889,1.15440973,6.67008844,0.03327668,0.11623910,0.70573659,1.10853498,0.03367265,2.32529741
-5.04552276,10.18072126,1.10974610,6.55150783,0.03167299,0.11160364,0.68061405,1.09279154,0.03345161,2.28460506
-5.03951976,9.99870182,1.06761283,6.43963820,0.03005589,0.10752049,0.65803021,1.07918178,0.03328591,2.24919613
-5.03351676,9.83043993,1.02793892,6.33410609,0.02843305,0.10397546,0.63783179,1.06740309,0.03316731,2.21843314
-5.02751376,9.67425951,0.99060214,6.23429734,0.02681185,0.10094470,0.61981028,1.05709759,0.03308578,2.19155317
-5.02151076,9.52814232,0.95544267,6.13939875,0.02519940,0.09839615,0.60371289,1.04786871,0.03302982,2.16770117
-5.01550775,9.38982991,0.92227785,6.04844538,0.02360265,0.09629128,0.58925449,1.03929850,0.03298688,2.14596525
-5.00950475,9.25693013,0.89091726,5.96037152,0.02202838,0.09458696,0.57613010,1.03096474,0.03294373,2.12541251
-5.00350175,9.12702377,0.86117723,5.87406352,0.02048330,0.09323750,0.56402722,1.02245745,0.03288696,2.10512388
-4.99749875,8.99776768,0.83289400,5.78841266,0.01897401,0.09219653,0.55263764,1.01339394,0.03280340,2.08422683
-4.99149575,8.86699066,0.80593498,5.70236630,0.01750699,0.09141889,0.54166818,1.00343215,0.03268055,2.06192470
-4.98549275,8.73277920,0.78020747,5.61497575,0.01608855,0.09086226,0.53085011,0.99228182,0.03250703,2.03752185
-4.97948974,8.59355044,0.75566446,5.52543928,0.01472474,0.09048857,0.51994690,0.97971320,0.03227298,2.01044391
-4.97348674,8.44811030,0.73230742,5.43313908,0.01342130,0.09026514,0.50876018,0.96556318,0.03197037,1.98025268
-4.96748374,8.29569544,0.71018583,5.33767084,0.01218354,0.09016537,0.49713373,0.94973881,0.03159333,1.94665549
-4.96148074,8.13599783,0.68939365,5.23886505,0.01101622,0.09016922,0.48495559,0.93221810,0.03113835,1.90950898
-4.95547774,7.96917172,0.67006297,5.13679916,0.00992351,0.09026319,0.47215833,0.91304845,0.03060442,1.86881748
-4.94947474,7.79582287,0.65235514,5.03180012,0.00890888,0.09043998,0.45871755,0.89234261,0.02999312,1.82472626
-4.94347174,7.61698078,0.63644986,4.92443696,0.00797502,0.09069785,0.44464894,0.87027259,0.02930858,1.77751017
-4.93746873,7.43405485,0.62253282,4.81550345,0.00712386,0.09103959,0.43000396,0.84706178,0.02855737,1.72755828
-4.93146573,7.24877617,0.61078245,4.70599131,0.00635651,0.09147130,0.41486461,0.82297543,0.02774830,1.67535512
-4.92546273,7.06312691,0.60135642,4.59705458,0.00567327,0.09200097,0.39933733,0.79831005,0.02689215,1.62145936
-4.91945973,6.87925986,0.59437861,4.48996644,0.00507368,0.09263690,0.38354661,0.77338199,0.02600133,1.56648065
-4.91345673,6.69941106,0.58992716,4.38606986,0.00455657,0.09338612,0.36762827,0.74851548,0.02508944,1.51105560
-4.90745373,6.52580870,0.58802405,4.28672393,0.00412008,0.09425285,0.35172298,0.72403078,0.02417086,1.45582358
-4.90145073,6.36058183,0.58862707,4.19324802,0.00376176,0.09523704,0.33597005,0.70023256,0.02326028,1.40140339
-4.89544772,6.20567242,0.59162419,4.10686600,0.00347864,0.09633320,0.32050183,0.67739905,0.02237214,1.34837136
-4.88944472,6.06275428,0.59683109,4.02865295,0.00326728,0.09752938,0.30543884,0.65577233,0.02152023,1.29724196
-4.88344172,5.93316235,0.60399166,3.95948666,0.00312386,0.09880665,0.29088581,0.63554999,0.02071719,1.24845119
-4.87743872,5.81783512,0.61278181,3.90000623,0.00304420,0.10013881,0.27692866,0.61687859,0.01997413,1.20234367
-4.87143572,5.71727278,0.62281637,3.85057959,0.00302383,0.10149257,0.26363260,0.59984897,0.01930022,1.15916354
-4.86543272,5.63151299,0.63365888,3.81128155,0.00305799,0.10282818,0.25104116,0.58449384,0.01870249,1.11904963
-4.85942971,5.56012513,0.64483386,3.78188356,0.00314172,0.10410035,0.23917630,0.57078745,0.01818554,1.08203486
-4.85342671,5.50222346,0.65584110,3.76185550,0.00326979,0.10525964,0.22803939,0.55864755,0.01775147,1.04804979
-4.84742371,5.45649835,0.66617140,3.75037977,0.00343678,0.10625405,0.21761299,0.54793941,0.01739984,1.01693010
-4.84142071,5.42126424,0.67532297,3.74637667,0.00363707,0.10703087,0.20786333,0.53848185,0.01712768,0.98842754
-4.83541771,5.39452204,0.68281786,3.74854035,0.00386481,0.10753862,0.19874321,0.53005490,0.01692970,0.96222373
-4.82941471,5.37403292,0.68821771,3.75538316,0.00411402,0.10772909,0.19019527,0.52240883,0.01679842,0.93794621
-4.82341171,5.35740034,0.69113806,3.76528685,0.00437853,0.10755923,0.18215538,0.51527407,0.01672450,0.91518586
-4.81740870,5.34215629,0.69126060,3.77655784,0.00465209,0.10699290,0.17455596,0.50837179,0.01669702,0.89351499
-4.81140570,5.32584820,0.68834293,3.78748436,0.00492838,0.10600237,0.16732919,0.50142441,0.01670392,0.87250526
-4.80540270,5.30612253,0.68222531,3.79639282,0.00520112,0.10456947,0.16040986,0.49416583,0.01673232,0.85174458
-4.79939970,5.28080171,0.67283430,3.80170107,0.00546413,0.10268642,0.15373775,0.48635088,0.01676899,0.83085244
-4.79339670,5.24795131,0.66018307,3.80196630,0.00571140,0.10035612,0.14725959,0.47776359,0.01680076,0.80949302
-4.78739370,5.20593511,0.64436856,3.79592593,0.00593728,0.09759216,0.14093049,0.46822408,0.01681490,0.78738569
-4.78139070,5.15345625,0.62556563,3.78252991,0.00613651,0.09441830,0.13471472,0.45759373,0.01679952,0.76431248
-4.77538769,5.08958343,0.60401872,3.76096353,0.00630438,0.09086762,0.12858608,0.44577857,0.01674390,0.74012261
-4.76938469,5.01376197,0.58003126,3.73066038,0.00643685,0.08698134,0.12252772,0.43273085,0.01663879,0.71473393
-4.76338169,4.92581015,0.55395362,3.69130535,0.00653062,0.08280737,0.11653163,0.41844877,0.01647665,0.68813153
-4.75737869,4.82590191,0.52617004,3.64282826,0.00658324,0.07839869,0.11059765,0.40297453,0.01625181,0.66036372
-4.75137569,4.71453777,0.49708518,3.58538900,0.00659314,0.07381160,0.10473245,0.38639092,0.01596064,0.63153591
-4.74537269,4.59250574,0.46711096,3.51935528,0.00655974,0.06910396,0.09894816,0.36881665,0.01560151,0.60180273
-4.73936968,4.46083508,0.43665405,3.44527476,0.00648341,0.06433349,0.09326106,0.35040071,0.01517485,0.57135895
-4.73336668,4.32074508,0.40610466,3.36384289,0.00636546,0.05955621,0.08769023,0.33131611,0.01468300,0.54042974
-4.72736368,4.17359180,0.37582683,3.27586850,0.00620811,0.05482499,0.08225634,0.31175331,0.01413012,0.50926067
-4.72136068,4.02081510,0.34615053,3.18223870,0.00601444,0.05018845,0.07698048,0.29191357,0.01352196,0.47810804
-4.71535768,3.86388838,0.31736577,3.08388480,0.00578825,0.04568996,0.07188330,0.27200262,0.01286562,0.44722991
-4.70935468,3.70427302,0.28971869,2.98175080,0.00553398,0.04136703,0.06698421,0.25222483,0.01216931,0.41687802
-4.70335168,3.54337908,0.26340956,2.87676560,0.00525657,0.03725091,0.06230090,0.23277800,0.01144204,0.38729113
-4.69734867,3.38253365,0.23859262,2.76982001,0.00496130,0.03336647,0.05784902,0.21384913,0.01069333,0.35868962
-4.69134567,3.22295735,0.21537750,2.66174927,0.00465370,0.02973226,0.05364207,0.19561108,0.00993291,0.33127176
-4.68534267,3.06574957,0.19383203,2.55332124,0.00433935,0.02636087,0.04969145,0.17822017,0.00917046,0.30521129
-4.67933967,2.91188195,0.17398611,2.44523059,0.00402375,0.02325932,0.04600670,0.16181489,0.00841532,0.28065663
-4.67333667,2.76219987,0.15583629,2.33809834,0.00371224,0.02042977,0.04259580,0.14651546,0.00767632,0.25773131
-4.66733367,2.61743077,0.13935097,2.23247644,0.00340986,0.01787013,0.03946563,0.13242432,0.00696156,0.23653551
-4.66133067,2.47819824,0.12447574,2.12885645,0.00312126,0.01557485,0.03662248,0.11962729,0.00627829,0.21714860
-4.65532766,2.34504035,0.11113878,2.02768125,0.00285061,0.01353574,0.03407252,0.10819547,0.00563283,0.19963235
-4.64932466,2.21843078,0.09925601,1.92935878,0.00260161,0.01174272,0.03182235,0.09818749,0.00503051,0.18403467
-4.64332166,2.09880108,0.08873587,1.83427649,0.00237738,0.01018459,0.02987956,0.08965212,0.00447569,0.17039349
