energy_ev,total_up,Mo_p_up,Mo_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.67583792,2.52098104,2.51559754,1.26383647,0.00488146,0.54049880,0.02614889,0.58066291
-5.66983492,2.50611515,2.49766922,1.25652745,0.00471068,0.54190669,0.02633299,0.57593929
-5.66383192,2.49277066,2.48076044,1.24974501,0.00454067,0.54354497,0.02654272,0.57187838
-5.65782891,2.48066313,2.46455198,1.24331484,0.00437257,0.54527930,0.02677502,0.56844913
-5.65182591,2.46939073,2.44859747,1.23700971,0.00420733,0.54694538,0.02702513,0.56559318
-5.64582291,2.45844671,2.43234259,1.23055665,0.00404571,0.54835508,0.02728671,0.56322567
-5.63981991,2.44723712,2.41514941,1.22364682,0.00388825,0.54930370,0.02755197,0.56123726
-5.63381691,2.43510344,2.39632489,1.21594729,0.00373529,0.54957816,0.02781187,0.55949758
-5.62781391,2.42134886,2.37515219,1.20711461,0.00358695,0.54896565,0.02805644,0.55785978
-5.62181091,2.40526736,2.35092351,1.19680926,0.00344320,0.54726243,0.02827508,0.55616615
-5.61580790,2.38617412,2.32297286,1.18471055,0.00330386,0.54428234,0.02845699,0.55425457
-5.60980490,2.36343588,2.29070736,1.17053109,0.00316868,0.53986468,0.02859153,0.55196540
-5.60380190,2.33649994,2.25363575,1.15403026,0.00303736,0.53388108,0.02866871,0.54914864
-5.59779890,2.30492034,2.21139263,1.13502602,0.00290961,0.52624108,0.02867949,0.54567085
-5.59179590,2.26838008,2.16375768,1.11340448,0.00278520,0.51689621,0.02861625,0.54142161
-5.58579290,2.22670832,2.11066878,1.08912680,0.00266399,0.50584240,0.02847306,0.53631920
-5.57978989,2.17989174,2.05222876,1.06223317,0.00254596,0.49312062,0.02824592,0.53031508
-5.57378689,2.12807965,1.98870539,1.03284358,0.00243126,0.47881585,0.02793300,0.52339706
-5.56778389,2.07158247,1.92052486,1.00115553,0.00232020,0.46305432,0.02753467,0.51559093
-5.56178089,2.01086381,1.84825900,0.96743860,0.00221324,0.44599932,0.02705354,0.50696039
-5.55577789,1.94652644,1.77260697,0.93202638,0.00211103,0.42784571,0.02649435,0.49760534
-5.54977489,1.87929272,1.69437227,0.89530591,0.00201433,0.40881341,0.02586381,0.48765848
-5.54377189,1.80998047,1.61443616,0.85770525,0.00192406,0.38914015,0.02517038,0.47728046
-5.53776888,1.73947523,1.53372845,0.81967963,0.00184117,0.36907390,0.02442390,0.46665363
-5.53176588,1.66870012,1.45319723,0.78169683,0.00176667,0.34886503,0.02363528,0.45597477
-5.52576288,1.59858457,1.37377839,0.74422235,0.00170158,0.32875889,0.02281611,0.44544710
-5.51975988,1.53003319,1.29636642,0.70770495,0.00164683,0.30898874,0.02197822,0.43527191
-5.51375688,1.46389608,1.22178739,0.67256321,0.00160326,0.28976943,0.02113331,0.42564014
-5.50775388,1.40094173,1.15077521,0.63917338,0.00157157,0.27129214,0.02029258,0.41672445
-5.50175088,1.34183362,1.08395188,0.60785936,0.00155227,0.25372008,0.01946638,0.40867200
-5.49574787,1.28711141,1.02181238,0.57888470,0.00154562,0.23718552,0.01866395,0.40159839
-5.48974487,1.23717742,0.96471470,0.55244722,0.00155164,0.22178808,0.01789316,0.39558303
-5.48374187,1.19228889,0.91287502,0.52867627,0.00157010,0.20759427,0.01716043,0.39066617
-5.47773887,1.15255628,0.86636828,0.50763261,0.00160044,0.19463830,0.01647062,0.38684778
-5.47173587,1.11794744,0.82513377,0.48931105,0.00164184,0.18292405,0.01582706,0.38408831
-5.46573287,1.08829767,0.78898544,0.47364542,0.00169322,0.17242808,0.01523162,0.38231137
-5.45972986,1.06332486,0.75762634,0.46051581,0.00175323,0.16310346,0.01468489,0.38140816
-5.45372686,1.04264909,0.73066655,0.44975772,0.00182031,0.15488434,0.01418636,0.38124352
-5.44772386,1.02581584,0.70764377,0.44117250,0.00189272,0.14769093,0.01373464,0.38166319
-5.44172086,1.01232162,0.68804572,0.43453892,0.00196861,0.14143481,0.01332783,0.38250210
-5.43571786,1.00164086,0.67133339,0.42962500,0.00204603,0.13602420,0.01296368,0.38359314
-5.42971486,0.99325289,0.65696438,0.42619994,0.00212304,0.13136906,0.01263996,0.38477603
-5.42371186,0.98666775,0.64441517,0.42404527,0.00219777,0.12738591,0.01235469,0.38590587
-5.41770885,0.98144967,0.63320177,0.42296500,0.00226842,0.12400192,0.01210633,0.38686091
-5.41170585,0.97723717,0.62289786,0.42279417,0.00233341,0.12115843,0.01189398,0.38754912
-5.40570285,0.97375891,0.61314985,0.42340553,0.00239135,0.11881360,0.01171748,0.38791334
-5.39969985,0.97084472,0.60368836,0.42471394,0.00244116,0.11694409,0.01157747,0.38793464
-5.39369685,0.96843118,0.59433593,0.42667849,0.00248204,0.11554584,0.01147534,0.38763378
-5.38769385,0.96656176,0.58501057,0.42930209,0.00251353,0.11463385,0.01141317,0.38707066
-5.38169085,0.96538154,0.57572544,0.43262872,0.00253553,0.11424103,0.01139361,0.38634197
-5.37568784,0.96512682,0.56658452,0.43673841,0.00254826,0.11441613,0.01141963,0.38557686
-5.36968484,0.96611029,0.55777494,0.44174030,0.00255230,0.11522089,0.01149434,0.38493119
-5.36368184,0.96870242,0.54955597,0.44776401,0.00254850,0.11672661,0.01162070,0.38458040
-5.35767884,0.97331010,0.54224561,0.45494991,0.00253798,0.11901003,0.01180130,0.38471155
-5.35167584,0.98035344,0.53620506,0.46343862,0.00252208,0.12214899,0.01203805,0.38551468
-5.34567284,0.99024196,0.53182184,0.47336031,0.00250231,0.12621785,0.01233194,0.38717421
-5.33966983,1.00335112,0.52949229,0.48482438,0.00248025,0.13128286,0.01268288,0.38986044
-5.33366683,1.02000028,0.52960389,0.49790982,0.00245756,0.13739769,0.01308951,0.39372176
-5.32766383,1.04043295,0.53251817,0.51265687,0.00243583,0.14459935,0.01354907,0.39887773
-5.32166083,1.06480019,0.53855466,0.52906029,0.00241662,0.15290446,0.01405740,0.40541337
-5.31565783,1.09314770,0.54797647,0.54706447,0.00240133,0.16230625,0.01460893,0.41337477
-5.30965483,1.12540704,0.56097769,0.56656067,0.00239121,0.17277218,0.01519675,0.42276625
-5.30365183,1.16139121,0.57767324,0.58738651,0.00238728,0.18424248,0.01581277,0.43354893
-5.29764882,1.20079467,0.59809105,0.60932756,0.00239037,0.19662954,0.01644789,0.44564083
-5.29164582,1.24319765,0.62216696,0.63212120,0.00240105,0.20981822,0.01709224,0.45891840
-5.28564282,1.28807437,0.64974237,0.65546235,0.00241963,0.22366714,0.01773546,0.47321920
-5.27963982,1.33480498,0.68056454,0.67901098,0.00244622,0.23801088,0.01836693,0.48834580
-5.27363682,1.38269047,0.71428960,0.70240102,0.00248070,0.25266304,0.01897612,0.50407050
-5.26763382,1.43097017,0.75048808,0.72525034,0.00252272,0.26742014,0.01955285,0.52014084
-5.26163082,1.47884102,0.78865288,0.74717149,0.00257181,0.28206614,0.02008752,0.53628558
-5.25562781,1.52547815,0.82820932,0.76778271,0.00262731,0.29637756,0.02057145,0.55222109
-5.24962481,1.57005605,0.86852723,0.78671885,0.00268849,0.31012894,0.02099700,0.56765793
-5.24362181,1.61176966,0.90893463,0.80364196,0.00275451,0.32309857,0.02135780,0.58230748
-5.23761881,1.64985489,0.94873270,0.81825090,0.00282451,0.33507415,0.02164887,0.59588853
-5.23161581,1.68360801,0.98721186,0.83028999,0.00289759,0.34585835,0.02186672,0.60813364
-5.22561281,1.71240326,1.02366824,0.83955622,0.00297286,0.35527398,0.02200942,0.61879531
-5.21960980,1.73570852,1.05742046,0.84590479,0.00304946,0.36316858,0.02207657,0.62765174
-5.21360680,1.75309843,1.08782607,0.84925300,0.00312656,0.36941832,0.02206934,0.63451209
-5.20760380,1.76426468,1.11429726,0.84958212,0.00320338,0.37393108,0.02199039,0.63922125
-5.20160080,1.76902335,1.13631544,0.84693742,0.00327919,0.37664853,0.02184377,0.64166392
-5.19559780,1.76731899,1.15344415,0.84142632,0.00335332,0.37754722,0.02163486,0.64176794
-5.18959480,1.75922539,1.16533999,0.83321469,0.00342514,0.37663856,0.02137021,0.63950672
-5.18359180,1.74494311,1.17176117,0.82252150,0.00349408,0.37396790,0.02105740,0.63490077
-5.17758879,1.72479380,1.17257337,0.80961210,0.00355961,0.36961246,0.02070490,0.62801814
-5.17158579,1.69921150,1.16775278,0.79479024,0.00362120,0.36367851,0.02032186,0.61897381
-5.16558279,1.66873124,1.15738611,0.77838933,0.00367839,0.35629778,0.01991795,0.60792791
-5.15957979,1.63397532,1.14166766,0.76076305,0.00373068,0.34762320,0.01950315,0.59508279
-5.15357679,1.59563766,1.12089344,0.74227594,0.00377764,0.33782430,0.01908755,0.58067905
-5.14757379,1.55446684,1.09545268,0.72329398,0.00381880,0.32708235,0.01868113,0.56499054
-5.14157079,1.51124821,1.06581697,0.70417586,0.00385371,0.31558543,0.01829352,0.54831841
-5.13556778,1.46678590,1.03252736,0.68526491,0.00388194,0.30352367,0.01793386,0.53098452
-5.12956478,1.42188499,0.99618012,0.66688221,0.00390307,0.29108477,0.01761049,0.51332426
-5.12356178,1.37733469,0.95741133,0.64932090,0.00391671,0.27844994,0.01733084,0.49567904
-5.11755878,1.33389271,0.91688122,0.63284192,0.00392251,0.26579036,0.01710120,0.47838866
-5.11155578,1.29227143,0.87525847,0.61767119,0.00392016,0.25326432,0.01692655,0.46178386
-5.10555278,1.25312607,0.83320517,0.60399824,0.00390945,0.24101500,0.01681049,0.44617919
-5.09954977,1.21704512,0.79136283,0.59197615,0.00389023,0.22916888,0.01675509,0.43186637
-5.09354677,1.18454295,0.75033984,0.58172278,0.00386249,0.21783484,0.01676086,0.41910842
-5.08754377,1.15605486,0.71070063,0.57332288,0.00382633,0.20710390,0.01682671,0.40813467
-5.08154077,1.13193417,0.67295682,0.56683102,0.00378198,0.19704940,0.01695003,0.39913660
-5.07553777,1.11245129,0.63756037,0.56227492,0.00372984,0.18772776,0.01712670,0.39226483
-5.06953477,1.09779450,0.60489884,0.55965906,0.00367044,0.17917946,0.01735125,0.38762706
-5.06353177,1.08807206,0.57529258,0.55896808,0.00360448,0.17143036,0.01761702,0.38528707
-5.05752876,1.08331540,0.54899385,0.56016998,0.00353284,0.16449320,0.01791631,0.38526468
-5.05152576,1.08348306,0.52618749,0.56321873,0.00345651,0.15836909,0.01824065,0.38753662
-5.04552276,1.08846502,0.50699305,0.56805613,0.00337663,0.15304903,0.01858099,0.39203830
-5.03951976,1.09808729,0.49146803,0.57461304,0.00329444,0.14851540,0.01892799,0.39866621
-5.03351676,1.11211649,0.47961200,0.58280966,0.00321129,0.14474323,0.01927225,0.40728106
-5.02751376,1.13026439,0.47137127,0.59255516,0.00312859,0.14170142,0.01960456,0.41771139
-5.02151076,1.15219228,0.46664399,0.60374660,0.00304776,0.13935371,0.01991617,0.42975764
-5.01550775,1.17751525,0.46528533,0.61626737,0.00297027,0.13765951,0.02019896,0.44319659
-5.00950475,1.20580649,0.46711273,0.62998538,0.00289753,0.13657456,0.02044562,0.45778600
-5.00350175,1.23660171,0.47191091,0.64475118,0.00283091,0.13605147,0.02064985,0.47326949
-4.99749875,1.26940384,0.47943674,0.66039638,0.00277172,0.13604008,0.02080646,0.48938148
-4.99149575,1.30368828,0.48942384,0.67673257,0.00272117,0.13648786,0.02091143,0.50585217
-4.98549275,1.33890877,0.50158687,0.69355099,0.00268035,0.13734016,0.02096196,0.52241259
-4.97948974,1.37450422,0.51562566,0.71062326,0.00265027,0.13854057,0.02095651,0.53879942
-4.97348674,1.40990645,0.53122909,0.72770330,0.00263179,0.14003124,0.02089475,0.55475987
-4.96748374,1.44454907,0.54807895,0.74453061,0.00262568,0.14175331,0.02077751,0.57005628
-4.96148074,1.47787748,0.56585372,0.76083492,0.00263263,0.14364749,0.02060673,0.58447054
-4.95547774,1.50935989,0.58423243,0.77634219,0.00265322,0.14565468,0.02038535,0.59780834
-4.94947474,1.53849929,0.60289864,0.79078199,0.00268800,0.14771681,0.02011724,0.60990304
-4.94347174,1.56484613,0.62154466,0.80389583,0.00273749,0.14977776,0.01980707,0.62061932
-4.93746873,1.58801132,0.63987591,0.81544639,0.00280221,0.15178441,0.01946024,0.62985636
-4.93146573,1.60767932,0.65761552,0.82522716,0.00288270,0.15368787,0.01908277,0.63755068
-4.92546273,1.62362060,0.67450914,0.83307213,0.00297957,0.15544466,0.01868124,0.64367846
-4.91945973,1.63570320,0.69032975,0.83886512,0.00309347,0.15701799,0.01826266,0.64825725
-4.91345673,1.64390260,0.70488251,0.84254812,0.00322513,0.15837902,0.01783446,0.65134711
-4.90745373,1.64830938,0.71800929,0.84412836,0.00337538,0.15950796,0.01740442,0.65305086
-4.90145073,1.64913406,0.72959284,0.84368340,0.00354507,0.16039505,0.01698059,0.65351356
-4.89544772,1.64670856,0.73956025,0.84136403,0.00373509,0.16104133,0.01657126,0.65292089
-4.88944472,1.64148381,0.74788549,0.83739453,0.00394631,0.16145905,0.01618490,0.65149653
-4.88344172,1.63402300,0.75459075,0.83207000,0.00417952,0.16167175,0.01583005,0.64949818
-4.87743872,1.62499046,0.75974641,0.82575066,0.00443537,0.16171396,0.01551531,0.64721245
-4.87143572,1.61513583,0.76346929,0.81885317,0.00471428,0.16163038,0.01524915,0.64494825
-4.86543272,1.60527388,0.76591925,0.81183892,0.00501634,0.16147464,0.01503982,0.64302905
-4.85942971,1.59626020,0.76729391,0.80519977,0.00534123,0.16130763,0.01489519,0.64178380
-4.85342671,1.58896339,0.76782161,0.79944151,0.00568814,0.16119533,0.01482255,0.64153685
-4.84742371,1.58423451,0.76775269,0.79506563,0.00605563,0.16120636,0.01482840,0.64259704
-4.84142071,1.58287497,0.76734943,0.79255010,0.00644166,0.16140914,0.01491824,0.64524624
-4.83541771,1.58560379,0.76687484,0.79232985,0.00684344,0.16186901,0.01509635,0.64972786
-4.82941471,1.59302586,0.76658092,0.79477785,0.00725744,0.16264512,0.01536552,0.65623567
-4.82341171,1.60560235,0.76669680,0.80018750,0.00767940,0.16378757,0.01572689,0.66490344
-4.81740870,1.62362489,0.76741729,0.80875728,0.00810435,0.16533464,0.01617972,0.67579596
-4.81140570,1.64719474,0.76889262,0.82057833,0.00852668,0.16731049,0.01672131,0.68890195
-4.80540270,1.67620822,0.77121964,0.83562564,0.00894021,0.16972322,0.01734683,0.70412925
-4.79939970,1.71034937,0.77443528,0.85375346,0.00933837,0.17256369,0.01804940,0.72130281
-4.79339670,1.74909050,0.77851250,0.87469508,0.00971433,0.17580486,0.01882008,0.74016561
-4.78739370,1.79170108,0.78335913,0.89806740,0.01006116,0.17940204,0.01964803,0.76038282
-4.78139070,1.83726479,0.78881966,0.92338004,0.01037207,0.18329372,0.02052071,0.78154915
-4.77538769,1.88470450,0.79468017,0.95004883,0.01064061,0.18740327,0.02142420,0.80319921
-4.76938469,1.93281411,0.80067596,0.97741318,0.01086085,0.19164121,0.02234352,0.82482062
-4.76338169,1.98029630,0.80650181,1.00475665,0.01102761,0.19590813,0.02326305,0.84586939
-4.75737869,2.02580452,0.81182422,1.03133000,0.01113661,0.20009795,0.02416697,0.86578701
-4.75137569,2.06798754,0.81629516,1.05637559,0.01118466,0.20410157,0.02503973,0.88401849
-4.74537269,2.10553468,0.81956659,1.07915231,0.01116975,0.20781057,0.02586646,0.90003065
-4.73936968,2.13721971,0.82130504,1.09895991,0.01109111,0.21112087,0.02663343,0.91332981
-4.73336668,2.16194164,0.82120569,1.11516168,0.01094931,0.21393616,0.02732838,0.92347817
-4.72736368,2.17876056,0.81900496,1.12720466,0.01074619,0.21617102,0.02794085,0.93010810
-4.72136068,2.18692715,0.81449146,1.13463648,0.01048484,0.21775347,0.02846242,0.93293388
-4.71535768,2.18590465,0.80751441,1.13711826,0.01016946,0.21862694,0.02888678,0.93176016
-4.70935468,2.17538264,0.79798957,1.13443318,0.00980530,0.21875163,0.02920985,0.92648710
-4.70335168,2.15528212,0.78590218,1.12649035,0.00939841,0.21810516,0.02942964,0.91711198
-4.69734867,2.12575226,0.77130722,1.11332425,0.00895551,0.21668255,0.02954620,0.90372717
-4.69134567,2.08715906,0.75432685,1.09508974,0.00848376,0.21449560,0.02956133,0.88651497
-4.68534267,2.04006704,0.73514545,1.07205317,0.00799056,0.21157173,0.02947839,0.86573941
-4.67933967,1.98521492,0.71400260,1.04458016,0.00748332,0.20795240,0.02930195,0.84173573
-4.67333667,1.92348685,0.69118448,1.01312076,0.00696931,0.20369115,0.02903748,0.81489800
-4.66733367,1.85588060,0.66701413,0.97819278,0.00645543,0.19885149,0.02869106,0.78566551
-4.66133067,1.78347431,0.64184109,0.94036406,0.00594807,0.19350471,0.02826911,0.75450872
-4.65532766,1.70739327,0.61603095,0.90023452,0.00545301,0.18772764,0.02777810,0.72191518
-4.64932466,1.62877800,0.58995517,0.85841872,0.00497530,0.18160057,0.02722439,0.68837611
-4.64332166,1.54875493,0.56398149,0.81552957,0.00451919,0.17520538,0.02661411,0.65437418
-4.63731866,1.46841040,0.53846536,0.77216365,0.00408811,0.16862381,0.02595305,0.62037257
-4.63131566,1.38876863,0.51374232,0.72888865,0.00368470,0.16193610,0.02524672,0.58680588
-4.62531266,1.31077411,0.49012162,0.68623298,0.00331077,0.15521976,0.02450031,0.55407279
-4.61930965,1.23527823,0.46788093,0.64467783,0.00296738,0.14854874,0.02371887,0.52253059
-4.61330665,1.16303029,0.44726221,0.60465154,0.00265494,0.14199265,0.02290735,0.49249139
-4.60730365,1.09467218,0.42846856,0.56652616,0.00237321,0.13561630,0.02207077,0.46422004
-4.60130065,1.03073657,0.41166190,0.53061594,0.00212147,0.12947931,0.02121435,0.43793333
-4.59529765,0.97164784,0.39696144,0.49717758,0.00189854,0.12363578,0.02034361,0.41380038
-4.58929465,0.91772522,0.38444281,0.46641177,0.00170291,0.11813411,0.01946445,0.39194392
-4.58329165,0.86918758,0.37413770,0.43846587,0.00153281,0.11301675,0.01858321,0.37244225
-4.57728864,0.82615941,0.36603406,0.41343733,0.00138629,0.10832001,0.01770669,0.35533170
-4.57128564,0.78867744,0.36007680,0.39137758,0.00126129,0.10407387,0.01684206,0.34060936
-4.56528264,0.75669782,0.35616912,0.37229629,0.00115571,0.10030175,0.01599683,0.32823610
-4.55927964,0.73010344,0.35417437,0.35616570,0.00106742,0.09702034,0.01517869,0.31813965
-4.55327664,0.70871141,0.35391870,0.34292500,0.00099438,0.09423940,0.01439532,0.31021791
-4.54727364,0.69228064,0.35519444,0.33248459,0.00093458,0.09196171,0.01365429,0.30434231
-4.54127064,0.68051943,0.35776439,0.32473034,0.00088614,0.09018293,0.01296276,0.30036133
-4.53526763,0.67309335,0.36136684,0.31952756,0.00084727,0.08889173,0.01232732,0.29810416
-4.52926463,0.66963305,0.36572159,0.31672496,0.00081633,0.08806991,0.01175379,0.29738457
-4.52326163,0.66974238,0.37053658,0.31615832,0.00079181,0.08769267,0.01124702,0.29800493
-4.51725863,0.67300654,0.37551516,0.31765409,0.00077234,0.08772900,0.01081073,0.29976028
-4.51125563,0.67900011,0.38036378,0.32103262,0.00075672,0.08814218,0.01044738,0.30244254
-4.50525263,0.68729508,0.38479980,0.32611124,0.00074386,0.08889041,0.01015803,0.30584468
-4.49924962,0.69746828,0.38855911,0.33270683,0.00073286,0.08992743,0.00994234,0.30976464
-4.49324662,0.70910839,0.39140336,0.34063814,0.00072295,0.09120333,0.00979850,0.31400911
-4.48724362,0.72182195,0.39312635,0.34972749,0.00071351,0.09266533,0.00972326,0.31839679
-4.48124062,0.73523841,0.39355942,0.35980196,0.00070407,0.09425859,0.00971197,0.32276117
-4.47523762,0.74901392,0.39257551,0.37069410,0.00069429,0.09592705,0.00975871,0.32695269
-4.46923462,0.76283381,0.39009178,0.38224193,0.00068399,0.09761422,0.00985636,0.33084017
-4.46323162,0.77641374,0.38607065,0.39428857,0.00067309,0.09926405,0.00999680,0.33431154
-4.45722861,0.78949959,0.38051926,0.40668136,0.00066163,0.10082172,0.01017110,0.33727387
-4.45122561,0.80186624,0.37348738,0.41927064,0.00064975,0.10223436,0.01036970,0.33965278
-4.44522261,0.81331551,0.36506400,0.43190849,0.00063769,0.10345192,0.01058269,0.34139125
-4.43921961,0.82367352,0.35537273,0.44444737,0.00062573,0.10442787,0.01080002,0.34244810
-4.43321661,0.83278792,0.34456634,0.45673910,0.00061421,0.10511997,0.01101181,0.34279618
-4.42721361,0.84052518,0.33282071,0.46863418,0.00060348,0.10549102,0.01120855,0.34242052
-4.42121061,0.84676843,0.32032856,0.47998174,0.00059392,0.10550954,0.01138145,0.34131658
-4.41520760,0.85141612,0.30729324,0.49063023,0.00058588,0.10515048,0.01152260,0.33948872
-4.40920460,0.85438163,0.29392288,0.50042888,0.00057967,0.10439584,0.01162527,0.33694905
-4.40320160,0.85559403,0.28042516,0.50923008,0.00057555,0.10323515,0.01168411,0.33371670
-4.39719860,0.85500004,0.26700286,0.51689258,0.00057372,0.10166593,0.01169528,0.32981765
-4.39119560,0.85256695,0.25385032,0.52328537,0.00057431,0.09969395,0.01165663,0.32528492
-4.38519260,0.84828654,0.24115088,0.52829216,0.00057736,0.09733333,0.01156774,0.32015923
-4.37918959,0.84217942,0.22907525,0.53181624,0.00058281,0.09460644,0.01142997,0.31448994
-4.37318659,0.83429965,0.21778069,0.53378533,0.00059055,0.09154353,0.01124645,0.30833617
-4.36718359,0.82473907,0.20741096,0.53415636,0.00060037,0.08818227,0.01102195,0.30176790
-4.36118059,0.81363107,0.19809671,0.53291958,0.00061200,0.08456689,0.01076278,0.29486688
-4.35517759,0.80115311,0.18995630,0.53010200,0.00062512,0.08074723,0.01047659,0.28772731
-4.34917459,0.78752793,0.18309664,0.52576969,0.00063938,0.07677754,0.01017213,0.28045586
-4.34317159,0.77302287,0.17761397,0.52002884,0.00065439,0.07271516,0.00985900,0.27317126
-4.33716858,0.75794733,0.17359439,0.51302534,0.00066980,0.06861901,0.00954733,0.26600309
-4.33116558,0.74264802,0.17111398,0.50494288,0.00068526,0.06454814,0.00924749,0.25908985
-4.32516258,0.72750233,0.17023843,0.49599952,0.00070048,0.06056014,0.00896976,0.25257641
-4.31915958,0.71290976,0.17102211,0.48644281,0.00071524,0.05670969,0.00872403,0.24661066
-4.31315658,0.69928179,0.17350673,0.47654371,0.00072941,0.05304716,0.00851948,0.24133981
-4.30715358,0.68703060,0.17771948,0.46658945,0.00074297,0.04961740,0.00836434,0.23690618
