energy_ev,total_up,Bi_p_up,Bi_d_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up
-5.72386193,2.36606755,0.83576103,0.01573194,2.22295415,0.23874522,0.11420946,0.70179211
-5.71785893,2.22538468,0.77996554,0.01522211,2.07046706,0.22640423,0.10713875,0.66129036
-5.71185593,2.08302322,0.72459735,0.01466438,1.91726009,0.21366837,0.10001653,0.61973279
-5.70585293,1.94064996,0.67019729,0.01406472,1.76519106,0.20070287,0.09291870,0.57770370
-5.69984992,1.79977803,0.61722893,0.01342935,1.61593755,0.18766323,0.08591391,0.53575033
-5.69384692,1.66174832,0.56607787,0.01276461,1.47097393,0.17469266,0.07906288,0.49437190
-5.68784392,1.52771792,0.51705352,0.01207700,1.33155664,0.16191991,0.07241813,0.45401097
-5.68184092,1.39865513,0.47039312,0.01137298,1.19871730,0.14945787,0.06602384,0.41504734
-5.67583792,1.27534040,0.42626731,0.01065901,1.07326305,0.13740271,0.05991598,0.37779454
-5.66983492,1.15837245,0.38478688,0.00994139,0.95578337,0.12583359,0.05412261,0.34249873
-5.66383192,1.04817869,0.34601016,0.00922624,0.84666236,0.11481290,0.04866436,0.30933985
-5.65782891,0.94502891,0.30995051,0.00851937,0.74609528,0.10438692,0.04355495,0.27843488
-5.65182591,0.84905144,0.27658381,0.00782624,0.65410842,0.09458692,0.03880186,0.24984271
-5.64582291,0.76025085,0.24585542,0.00715187,0.57058110,0.08543048,0.03440697,0.22357034
-5.63981991,0.67852624,0.21768656,0.00650080,0.49526872,0.07692310,0.03036728,0.19958004
-5.63381691,0.60368968,0.19197998,0.00587698,0.42782607,0.06905982,0.02667560,0.17779699
-5.62781391,0.53548402,0.16862483,0.00528379,0.36782993,0.06182702,0.02332124,0.15811713
-5.62181091,0.47359957,0.14750085,0.00472398,0.31480048,0.05520414,0.02029062,0.14041482
-5.61580790,0.41768958,0.12848171,0.00419966,0.26822089,0.04916536,0.01756788,0.12455011
-5.60980490,0.36738395,0.11143794,0.00371231,0.22755478,0.04368111,0.01513548,0.11037522
-5.60380190,0.32230130,0.09623915,0.00326278,0.19226137,0.03871954,0.01297467,0.09774037
-5.59779890,0.28205934,0.08275595,0.00285137,0.16180821,0.03424774,0.01106593,0.08649858
-5.59179590,0.24628345,0.07086149,0.00247785,0.13568145,0.03023282,0.00938940,0.07650950
-5.58579290,0.21461378,0.06043281,0.00214149,0.11339393,0.02664282,0.00792525,0.06764241
-5.57978989,0.18671083,0.05135193,0.00184121,0.09449104,0.02344747,0.00665394,0.05977824
-5.57378689,0.16225981,0.04350692,0.00157558,0.07855476,0.02061876,0.00555649,0.05281085
-5.56778389,0.14097391,0.03679275,0.00134293,0.06520604,0.01813141,0.00461470,0.04664768
-5.56178089,0.12259663,0.03111214,0.00114145,0.05410581,0.01596325,0.00381129,0.04120980
-5.55577789,0.10690340,0.02637626,0.00096922,0.04495483,0.01409540,0.00313007,0.03643161
-5.54977489,0.09370255,0.02250538,0.00082432,0.03749268,0.01251253,0.00255595,0.03226025
-5.54377189,0.08283578,0.01942931,0.00070489,0.03149611,0.01120292,0.00207509,0.02865486
-5.53776888,0.07417819,0.01708780,0.00060917,0.02677685,0.01015855,0.00167484,0.02558577
-5.53176588,0.06763797,0.01543062,0.00053555,0.02317915,0.00937507,0.00134380,0.02303372
-5.52576288,0.06315560,0.01441758,0.00048264,0.02057709,0.00885180,0.00107173,0.02098906
-5.51975988,0.06070276,0.01401820,0.00044922,0.01887184,0.00859164,0.00084958,0.01945118
-5.51375688,0.06028065,0.01421120,0.00043433,0.01798874,0.00860090,0.00066936,0.01842785
-5.50775388,0.06191788,0.01498368,0.00043723,0.01787456,0.00888908,0.00052413,0.01793475
-5.50175088,0.06566768,0.01633005,0.00045737,0.01849461,0.00946856,0.00040786,0.01799495
-5.49574787,0.07160442,0.01825067,0.00049440,0.01982994,0.01035421,0.00031542,0.01863844
-5.48974487,0.07981938,0.02075025,0.00054815,0.02187454,0.01156284,0.00024243,0.01990150
-5.48374187,0.09041571,0.02383601,0.00061852,0.02463248,0.01311257,0.00018521,0.02182599
-5.47773887,0.10350250,0.02751562,0.00070551,0.02811510,0.01502203,0.00014068,0.02445835
-5.47173587,0.11918808,0.03179499,0.00080910,0.03233811,0.01730950,0.00010631,0.02784850
-5.46573287,0.13757261,0.03667606,0.00092925,0.03731878,0.01999186,0.00008003,0.03204823
-5.45972986,0.15873997,0.04215444,0.00106577,0.04307305,0.02308346,0.00006015,0.03710947
-5.45372686,0.18274940,0.04821725,0.00121833,0.04961271,0.02659494,0.00004536,0.04308207
-5.44772386,0.20962681,0.05484113,0.00138635,0.05694278,0.03053198,0.00003460,0.05001138
-5.44172086,0.23935644,0.06199045,0.00156897,0.06505895,0.03489406,0.00002707,0.05793548
-5.43571786,0.27187291,0.06961604,0.00176501,0.07394543,0.03967330,0.00002221,0.06688230
-5.42971486,0.30705427,0.07765432,0.00197294,0.08357308,0.04485336,0.00001960,0.07686655
-5.42371186,0.34471632,0.08602702,0.00219084,0.09389804,0.05040857,0.00001904,0.08788674
-5.41770885,0.38460877,0.09464164,0.00241643,0.10486106,0.05630327,0.00002043,0.09992238
-5.41170585,0.42641336,0.10339246,0.00264706,0.11638735,0.06249145,0.00002385,0.11293146
-5.40570285,0.46974459,0.11216242,0.00287976,0.12838736,0.06891668,0.00002951,0.12684849
-5.39969985,0.51415305,0.12082558,0.00311129,0.14075829,0.07551255,0.00003776,0.14158319
-5.39369685,0.55913156,0.12925035,0.00333820,0.15338656,0.08220336,0.00004913,0.15702000
-5.38769385,0.60412426,0.13730311,0.00355689,0.16615107,0.08890537,0.00006428,0.17301858
-5.38169085,0.64853836,0.14485248,0.00376379,0.17892728,0.09552837,0.00008408,0.18941537
-5.37568784,0.69175851,0.15177365,0.00395535,0.19159211,0.10197765,0.00010959,0.20602627
-5.36968484,0.73316317,0.15795295,0.00412826,0.20402928,0.10815637,0.00014208,0.22265051
-5.36368184,0.77214265,0.16329226,0.00427949,0.21613516,0.11396807,0.00018307,0.23907550
-5.35767884,0.80811814,0.16771314,0.00440644,0.22782475,0.11931943,0.00023433,0.25508280
-5.35167584,0.84056090,0.17116039,0.00450702,0.23903757,0.12412314,0.00029786,0.27045478
-5.34567284,0.86901096,0.17360496,0.00457974,0.24974324,0.12830062,0.00037598,0.28498184
-5.33966983,0.89309446,0.17504602,0.00462382,0.25994634,0.13178471,0.00047125,0.29847005
-5.33366683,0.91253884,0.17551200,0.00463919,0.26969037,0.13452201,0.00058647,0.31074854
-5.32766383,0.92718518,0.17506061,0.00462656,0.27906044,0.13647488,0.00072470,0.32167669
-5.32166083,0.93699700,0.17377774,0.00458743,0.28818455,0.13762299,0.00088918,0.33115048
-5.31565783,0.94206516,0.17177527,0.00452402,0.29723317,0.13796431,0.00108327,0.33910781
-5.30965483,0.94260831,0.16918796,0.00443933,0.30641710,0.13751553,0.00131042,0.34553242
-5.30365183,0.93896900,0.16616934,0.00433699,0.31598339,0.13631185,0.00157405,0.35045624
-5.29764882,0.93160535,0.16288693,0.00422121,0.32620955,0.13440614,0.00187745,0.35395990
-5.29164582,0.92107848,0.15951694,0.00409670,0.33739601,0.13186752,0.00222366,0.35617139
-5.28564282,0.90803634,0.15623860,0.00396855,0.34985712,0.12877944,0.00261537,0.35726279
-5.27963982,0.89319441,0.15322847,0.00384211,0.36391097,0.12523720,0.00305475,0.35744525
-5.27363682,0.87731399,0.15065484,0.00372285,0.37986843,0.12134524,0.00354332,0.35696230
-5.26763382,0.86117905,0.14867261,0.00361628,0.39802172,0.11721406,0.00408184,0.35608186
-5.26163082,0.84557254,0.14741863,0.00352775,0.41863323,0.11295704,0.00467018,0.35508721
-5.25562781,0.83125302,0.14700794,0.00346241,0.44192484,0.10868730,0.00530721,0.35426729
-5.24962481,0.81893256,0.14753087,0.00342506,0.46806845,0.10451456,0.00599078,0.35390685
-5.24362181,0.80925680,0.14905122,0.00342002,0.49717799,0.10054233,0.00671763,0.35427675
-5.23761881,0.80278785,0.15160547,0.00345111,0.52930353,0.09686532,0.00748341,0.35562487
-5.23161581,0.79999051,0.15520314,0.00352148,0.56442758,0.09356732,0.00828280,0.35816805
-5.22561281,0.80122246,0.15982821,0.00363365,0.60246400,0.09071944,0.00910954,0.36208520
-5.21960980,0.80672840,0.16544150,0.00378938,0.64325946,0.08837891,0.00995663,0.36751206
-5.21360680,0.81663829,0.17198391,0.00398966,0.68659744,0.08658840,0.01081653,0.37453758
-5.20760380,0.83096949,0.17938032,0.00423472,0.73220460,0.08537570,0.01168137,0.38320199
-5.20160080,0.84963252,0.18754396,0.00452401,0.77975922,0.08475403,0.01254329,0.39349673
-5.19559780,0.87243992,0.19638108,0.00485621,0.82890114,0.08472267,0.01339466,0.40536593
-5.18959480,0.89911755,0.20579554,0.00522928,0.87924290,0.08526797,0.01422846,0.41870932
-5.18359180,0.92931785,0.21569327,0.00564051,0.93038122,0.08636465,0.01503847,0.43338653
-5.17758879,0.96263407,0.22598618,0.00608654,0.98190847,0.08797731,0.01581961,0.44922221
-5.17158579,0.99861500,0.23659546,0.00656348,1.03342332,0.09006210,0.01656812,0.46601197
-5.16558279,1.03677934,0.24745404,0.00706698,1.08454011,0.09256845,0.01728173,0.48352866
-5.15957979,1.07662921,0.25850803,0.00759227,1.13489655,0.09544072,0.01795973,0.50152892
-5.15357679,1.11766225,0.26971714,0.00813434,1.18415923,0.09861991,0.01860294,0.51975947
-5.14757379,1.15938191,0.28105402,0.00868792,1.23202686,0.10204514,0.01921372,0.53796324
-5.14157079,1.20130577,0.29250251,0.00924766,1.27823121,0.10565503,0.01979567,0.55588500
-5.13556778,1.24297173,0.30405493,0.00980817,1.32253574,0.10938885,0.02035347,0.57327641
-5.12956478,1.28394213,0.31570864,0.01036410,1.36473226,0.11318755,0.02089252,0.58990043
-5.12356178,1.32380596,0.32746187,0.01091019,1.40463601,0.11699452,0.02141853,0.60553512
-5.11755878,1.36217955,0.33930925,0.01144135,1.44207948,0.12075620,0.02193711,0.61997675
-5.11155578,1.39870590,0.35123721,0.01195268,1.47690583,0.12442252,0.02245335,0.63304238
-5.10555278,1.43305328,0.36321951,0.01243951,1.50896214,0.12794720,0.02297133,0.64457180
-5.09954977,1.46491344,0.37521335,0.01289743,1.53809334,0.13128797,0.02349378,0.65442912
-5.09354677,1.49399983,0.38715602,0.01332226,1.56413719,0.13440666,0.02402166,0.66250388
-5.08754377,1.52004628,0.39896266,0.01371010,1.58692083,0.13726928,0.02455396,0.66871184
-5.08154077,1.54280645,0.41052511,0.01405735,1.60625922,0.13984610,0.02508747,0.67299551
-5.07553777,1.56205427,0.42171198,0.01436064,1.62195574,0.14211176,0.02561677,0.67532438
-5.06953477,1.57758553,0.43237025,0.01461694,1.63380492,0.14404529,0.02613422,0.67569494
-5.06353177,1.58922053,0.44232801,0.01482350,1.64159731,0.14563032,0.02663019,0.67413039
-5.05752876,1.59680791,0.45139865,0.01497792,1.64512634,0.14685519,0.02709332,0.67068016
-5.05152576,1.60022921,0.45938614,0.01507817,1.64419665,0.14771318,0.02751092,0.66541903
-5.04552276,1.59940404,0.46609122,0.01512267,1.63863368,0.14820264,0.02786942,0.65844599
-5.03951976,1.59429545,0.47131830,0.01511027,1.62829381,0.14832720,0.02815497,0.64988262
-5.03351676,1.58491494,0.47488276,0.01504038,1.61307462,0.14809582,0.02835395,0.63987115
-5.02751376,1.57132690,0.47661820,0.01491299,1.59292462,0.14752282,0.02845359,0.62857193
-5.02151076,1.55365183,0.47638353,0.01472874,1.56785184,0.14662776,0.02844254,0.61616054
-5.01550775,1.53206809,0.47406933,0.01448895,1.53793086,0.14543517,0.02831140,0.60282435
-5.00950475,1.50681173,0.46960330,0.01419567,1.50330776,0.14397409,0.02805314,0.58875870
-5.00350175,1.47817425,0.46295461,0.01385167,1.46420261,0.14227745,0.02766349,0.57416263
-4.99749875,1.44649828,0.45413673,0.01346049,1.42090944,0.14038129,0.02714116,0.55923436
-4.99149575,1.41217092,0.44320885,0.01302631,1.37379337,0.13832370,0.02648800,0.54416653
-4.98549275,1.37561535,0.43027569,0.01255403,1.32328520,0.13614377,0.02570898,0.52914139
-4.97948974,1.33728059,0.41548573,0.01204907,1.26987344,0.13388034,0.02481210,0.51432615
-4.97348674,1.29763024,0.39902809,0.01151737,1.21409434,0.13157074,0.02380813,0.49986857
-4.96748374,1.25713049,0.38112800,0.01096520,1.15652017,0.12924955,0.02271030,0.48589303
-4.96148074,1.21623824,0.36204135,0.01039911,1.09774642,0.12694748,0.02153390,0.47249732
-4.95547774,1.17538975,0.34204840,0.00982574,1.03837844,0.12469038,0.02029580,0.45975028
-4.94947474,1.13499080,0.32144706,0.00925170,0.97901822,0.12249852,0.01901397,0.44769042
-4.94347174,1.09540857,0.30054598,0.00868346,0.92025184,0.12038610,0.01770694,0.43632575
-4.93746873,1.05696609,0.27965783,0.00812725,0.86263816,0.11836120,0.01639333,0.42563483
-4.93146573,1.01993935,0.25909289,0.00758892,0.80669931,0.11642598,0.01509135,0.41556908
-4.92546273,0.98455736,0.23915341,0.00707388,0.75291324,0.11457731,0.01381842,0.40605630
-4.91945973,0.95100512,0.22012863,0.00658706,0.70170856,0.11280773,0.01259077,0.39700537
-4.91345673,0.91942928,0.20229076,0.00613288,0.65346192,0.11110669,0.01142322,0.38831188
-4.90745373,0.88994604,0.18589188,0.00571524,0.60849759,0.10946202,0.01032889,0.37986458
-4.90145073,0.86265087,0.17116172,0.00533752,0.56708932,0.10786161,0.00931913,0.37155223
-4.89544772,0.83762913,0.15830624,0.00500264,0.52946402,0.10629504,0.00840341,0.36327077
-4.88944472,0.81496702,0.14750684,0.00471309,0.49580681,0.10475524,0.00758937,0.35493029
-4.88344172,0.79476187,0.13892010,0.00447098,0.46626710,0.10323998,0.00688279,0.34646161
-4.87743872,0.77713120,0.13267775,0.00427811,0.44096510,0.10175311,0.00628771,0.33782215
-4.87143572,0.76221971,0.12888673,0.00413604,0.41999828,0.10030540,0.00580656,0.32900086
-4.86543272,0.75020374,0.12762925,0.00404609,0.40344739,0.09891516,0.00544022,0.32002201
-4.85942971,0.74129282,0.12896252,0.00400942,0.39138165,0.09760824,0.00518820,0.31094763
-4.85342671,0.73572825,0.13291825,0.00402707,0.38386279,0.09641773,0.00504871,0.30187874
-4.84742371,0.73377868,0.13950181,0.00409993,0.38094797,0.09538321,0.00501874,0.29295520
-4.84142071,0.73573323,0.14869104,0.00422877,0.38269135,0.09454965,0.00509422,0.28435434
-4.83541771,0.74189240,0.16043496,0.00441428,0.38914457,0.09396603,0.00527000,0.27628861
-4.82941471,0.75255779,0.17465231,0.00465700,0.40035639,0.09368376,0.00553993,0.26900225
-4.82341171,0.76802121,0.19123041,0.00495736,0.41637157,0.09375508,0.00589692,0.26276744
-4.81740870,0.78855419,0.21002427,0.00531566,0.43722962,0.09423147,0.00633297,0.25788000
-4.81140570,0.81439879,0.23085649,0.00573211,0.46296364,0.09516219,0.00683922,0.25465488
-4.80540270,0.84576036,0.25351800,0.00620683,0.49359955,0.09659312,0.00740601,0.25342179
-4.79939970,0.88280304,0.27776989,0.00673991,0.52915613,0.09856594,0.00802300,0.25452087
-4.79339670,0.92564834,0.30334657,0.00733146,0.56964600,0.10111762,0.00867931,0.25829872
-4.78739370,0.97437698,0.32996020,0.00798172,0.61507756,0.10428044,0.00936369,0.26510468
-4.78139070,1.02903390,0.35730654,0.00869110,0.66545785,0.10808226,0.01006474,0.27528736
-4.77538769,1.08963599,0.38507194,0.00946029,0.72079615,0.11254727,0.01077122,0.28919124
-4.76938469,1.15618186,0.41294141,0.01029039,0.78110782,0.11769686,0.01147234,0.30715336
-4.76338169,1.22866271,0.44060736,0.01118291,0.84641802,0.12355075,0.01215816,0.32949959
-4.75737869,1.30707313,0.46777867,0.01213990,0.91676458,0.13012802,0.01281996,0.35654055
-4.75137569,1.39142071,0.49418960,0.01316392,0.99219949,0.13744812,0.01345070,0.38856677
-4.74537269,1.48173304,0.51960806,0.01425800,1.07278824,0.14553149,0.01404543,0.42584299
-4.73936968,1.57806107,0.54384274,0.01542557,1.15860658,0.15439980,0.01460170,0.46860138
-4.73336668,1.68047776,0.56674868,0.01667028,1.24973410,0.16407568,0.01511999,0.51703369
-4.72736368,1.78907145,0.58823080,0.01799578,1.34624443,0.17458183,0.01560406,0.57128235
-4.72136068,1.90393346,0.60824515,0.01940541,1.44819205,0.18593945,0.01606125,0.63143066
-4.71535768,2.02514017,0.62679767,0.02090188,1.55559585,0.19816611,0.01650271,0.69749237
-4.70935468,2.15273007,0.64394055,0.02248681,1.66842008,0.21127304,0.01694355,0.76940097
-4.70335168,2.28667685,0.65976612,0.02416032,1.78655341,0.22526195,0.01740291,0.84699943
-4.69734867,2.42686005,0.67439877,0.02592060,1.90978732,0.24012164,0.01790382,0.93003063
-4.69134567,2.57303500,0.68798521,0.02776347,2.03779499,0.25582462,0.01847309,1.01812958
-4.68534267,2.72480424,0.70068364,0.02968201,2.17011229,0.27232377,0.01914096,1.11081776
-4.67933967,2.88159259,0.71265252,0.03166625,2.30612240,0.28954964,0.01994065,1.20750049
-4.67333667,3.04262812,0.72403959,0.03370297,2.44504547,0.30740836,0.02090778,1.30746788
-4.66733367,3.20693094,0.73497180,0.03577568,2.58593487,0.32578050,0.02207964,1.40989985
-4.66133067,3.37331163,0.74554685,0.03786465,2.72768092,0.34452107,0.02349431,1.51387554
-4.65532766,3.54038033,0.75582682,0.03994718,2.86902306,0.36346079,0.02518971,1.61838724
-4.64932466,3.70656713,0.76583435,0.04199803,3.00857055,0.38240861,0.02720244,1.72235880
-4.64332166,3.87015364,0.77555157,0.04398997,3.14483168,0.40115564,0.02956657,1.82466798
-4.63731866,4.02931478,0.78492184,0.04589451,3.27625050,0.41948012,0.03231235,1.92417226
-4.63131566,4.18216938,0.79385418,0.04768269,3.40125005,0.43715352,0.03546483,2.01973709
-4.62531266,4.32683714,0.80223011,0.04932604,3.51828002,0.45394726,0.03904250,2.11026557
-4.61930965,4.46149936,0.80991228,0.05079751,3.62586683,0.46963994,0.04305591,2.19472827
-4.61330665,4.58446014,0.81675442,0.05207241,3.72266358,0.48402458,0.04750643,2.27219175
-4.60730365,4.69420494,0.82261177,0.05312930,3.80749728,0.49691551,0.05238506,2.34184458
-4.60130065,4.78945298,0.82735139,0.05395079,3.87941058,0.50815457,0.05767155,2.40301936
-4.59529765,4.86920072,0.83086146,0.05452417,3.93769589,0.51761632,0.06333369,2.45520979
-4.58929465,4.93275371,0.83305902,0.05484188,3.98191953,0.52521179,0.06932695,2.49808164
-4.58329165,4.97974505,0.83389558,0.05490179,4.01193460,0.53089082,0.07559453,2.53147734
-4.57728864,5.01013928,0.83336012,0.05470721,4.02788144,0.53464262,0.08206777,2.55541362
-4.57128564,5.02422159,0.83147947,0.05426676,4.03017571,0.53649474,0.08866714,2.57007250
-4.56528264,5.02257300,0.82831582,0.05359389,4.01948440,0.53651030,0.09530351,2.57578609
-4.55927964,5.00603305,0.82396176,0.05270640,3.99669118,0.53478391,0.10188010,2.57301613
-4.55327664,4.97565237,0.81853310,0.05162562,3.96285295,0.53143632,0.10829466,2.56232920
-4.54727364,4.93263793,0.81216007,0.05037558,3.91914991,0.52660825,0.11444218,2.54436935
-4.54127064,4.87829444,0.80497750,0.04898208,3.86683226,0.52045370,0.12021780,2.51982934
-4.53526763,4.81396523,0.79711476,0.04747172,3.80716618,0.51313325,0.12551997,2.48942231
-4.52926463,4.74097617,0.78868617,0.04587101,3.74138243,0.50480747,0.13025362,2.45385523
-4.52326163,4.66058565,0.77978251,0.04420545,3.67063022,0.49563118,0.13433340,2.41380564
-4.51725863,4.57394335,0.77046441,0.04249887,3.59593884,0.48574839,0.13768659,2.36990269
-4.51125563,4.48205983,0.76075793,0.04077274,3.51818894,0.47528860,0.14025582,2.32271335
-4.50525263,4.38578798,0.75065275,0.03904581,3.43809484,0.46436422,0.14200124,2.27273419
-4.49924962,4.28581695,0.74010304,0.03733379,3.35619826,0.45306944,0.14290226,2.22038893
-4.49324662,4.18267800,0.72903106,0.03564929,3.27287336,0.44148030,0.14295856,2.16603129
-4.48724362,4.07676101,0.71733308,0.03400186,3.18834222,0.42965598,0.14219042,2.10995271
-4.48124062,3.96833993,0.70488742,0.03239823,3.10269919,0.41764107,0.14063838,2.05239383
-4.47523762,3.85760472,0.69156390,0.03084261,3.01594202,0.40546857,0.13836214,1.99355879
-4.46923462,3.74469707,0.67723412,0.02933714,2.92800749,0.39316333,0.13543879,1.93363094
-4.46323162,3.62974716,0.66178199,0.02788232,2.83880886,0.38074570,0.13196040,1.87278877
-4.45722861,3.51290858,0.64511367,0.02647748,2.74827257,0.36823506,0.12803110,1.81122069
-4.45122561,3.39438905,0.62716639,0.02512130,2.65637174,0.35565297,0.12376376,1.74913770
-4.44522261,3.27447473,0.60791560,0.02381220,2.56315431,0.34302576,0.11927637,1.68678279
-4.43921961,3.15354665,0.58737999,0.02254870,2.46876415,0.33038639,0.11468823,1.62443666
-4.43321661,3.03208817,0.56562408,0.02132971,2.37345402,0.31777542,0.11011624,1.56241913
-4.42721361,2.91068333,0.54275834,0.02015473,2.27758965,0.30524124,0.10567120,1.50108636
-4.42121061,2.79000632,0.51893681,0.01902395,2.18164511,0.29283930,0.10145443,1.44082393
-4.41520760,2.67080295,0.49435237,0.01793827,2.08619000,0.28063071,0.09755482,1.38203643
-4.40920460,2.55386572,0.46923011,0.01689926,1.99186954,0.26868017,0.09404625,1.32513419
-4.40320160,2.44000411,0.44381906,0.01590900,1.89937903,0.25705347,0.09098565,1.27051812
-4.39719860,2.33001233,0.41838296,0.01497001,1.80943470,0.24581472,0.08841166,1.21856366
-4.39119560,2.22463662,0.39319046,0.01408495,1.72274263,0.23502359,0.08634389,1.16960503
-4.38519260,2.12454432,0.36850532,0.01325655,1.63996809,0.22473261,0.08478292,1.12392074
-4.37918959,2.03029666,0.34457730,0.01248735,1.56170700,0.21498488,0.08371090,1.08172138
-4.37318659,1.94232705,0.32163392,0.01177958,1.48846150,0.20581227,0.08309273,1.04314060
-4.36718359,1.86092614,0.29987369,0.01113506,1.42062081,0.19723418,0.08287786,1.00822985
-4.36118059,1.78623455,0.27946103,0.01055512,1.35844869,0.18925700,0.08300258,0.97695733
-4.35517759,1.71824367,0.26052297,0.01004054,1.30207802,0.18187434,0.08339259,0.94921135
-4.34917459,1.65680441,0.24314784,0.00959165,1.25151258,0.17506786,0.08396602,0.92480782
-4.34317159,1.60164329,0.22738578,0.00920832,1.20663606,0.16880884,0.08463653,0.90350179
-4.33716858,1.55238485,0.21325093,0.00889011,1.16722724,0.16306023,0.08531649,0.88500212
-4.33116558,1.50857898,0.20072517,0.00863634,1.13298055,0.15777913,0.08592017,0.86898869
-4.32516258,1.46973156,0.18976302,0.00844626,1.10353059,0.15291955,0.08636668,0.85513113
-4.31915958,1.43533647,0.18029739,0.00831914,1.07847896,0.14843525,0.08658269,0.84310797
-4.31315658,1.40490715,0.17224585,0.00825439,1.05742187,0.14428254,0.08650484,0.83262509
-4.30715358,1.37800584,0.16551698,0.00825164,1.03997673,0.14042282,0.08608157,0.82343253
