energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,2.47373800,0.60489601,0.00793108,1.14143938,0.00000000,1.12248556,0.44846815
-5.99399700,2.44864153,0.59387623,0.00756338,1.13958461,0.00000000,1.11903060,0.44397774
-5.98799400,2.42604383,0.58403128,0.00719836,1.13878850,0.00000000,1.11897901,0.43967258
-5.98199100,2.40716471,0.57560279,0.00684263,1.13961995,0.00000000,1.12271772,0.43575147
-5.97598799,2.39301987,0.56876415,0.00650222,1.14256339,0.00000000,1.13051174,0.43237759
-5.96998499,2.38438158,0.56361578,0.00618245,1.14799651,0.00000000,1.14249061,0.42967280
-5.96398199,2.38174999,0.56018346,0.00588781,1.15617233,0.00000000,1.15864042,0.42771399
-5.95797899,2.38533619,0.55841997,0.00562192,1.16720673,0.00000000,1.17880190,0.42653134
-5.95197599,2.39505773,0.55820973,0.00538748,1.18107183,0.00000000,1.20267482,0.42610862
-5.94597299,2.41054655,0.55937630,0.00518624,1.19759548,0.00000000,1.22982863,0.42638547
-5.93996998,2.43116877,0.56169231,0.00501909,1.21646701,0.00000000,1.25971891,0.42726144
-5.93396698,2.45605530,0.56489131,0.00488606,1.23724880,0.00000000,1.29170903,0.42860162
-5.92796398,2.48414170,0.56868105,0.00478643,1.25939322,0.00000000,1.32509597,0.43024348
-5.92196098,2.51421534,0.57275748,0.00471881,1.28226401,0.00000000,1.35913929,0.43200469
-5.91595798,2.54496768,0.57681892,0.00468127,1.30516126,0.00000000,1.39309182,0.43369145
-5.90995498,2.57504918,0.58057971,0.00467143,1.32734870,0.00000000,1.42623072,0.43510700
-5.90395198,2.60312450,0.58378281,0.00468656,1.34808220,0.00000000,1.45788752,0.43605996
-5.89794897,2.62792550,0.58621071,0.00472374,1.36663813,0.00000000,1.48747565,0.43637215
-5.89194597,2.64829982,0.58769439,0.00477993,1.38234037,0.00000000,1.51451429,0.43588549
-5.88594297,2.66325317,0.58811977,0.00485204,1.39458494,0.00000000,1.53864744,0.43446792
-5.87993997,2.67198361,0.58743163,0.00493706,1.40286110,0.00000000,1.55965720,0.43201797
-5.87393697,2.67390672,0.58563473,0.00503210,1.40676829,0.00000000,1.57747095,0.42846797
-5.86793397,2.66867090,0.58279231,0.00513443,1.40602817,0.00000000,1.59216184,0.42378569
-5.86193097,2.65616248,0.57902191,0.00524154,1.40049155,0.00000000,1.60394278,0.41797466
-5.85592796,2.63650104,0.57448897,0.00535114,1.39014008,0.00000000,1.61315418,0.41107295
-5.84992496,2.61002531,0.56939842,0.00546122,1.37508280,0.00000000,1.62024603,0.40315078
-5.84392196,2.57727096,0.56398465,0.00556999,1.35554804,0.00000000,1.62575519,0.39430691
-5.83791896,2.53894135,0.55850046,0.00567590,1.33187106,0.00000000,1.63027886,0.38466423
-5.83191596,2.49587311,0.55320529,0.00577764,1.30447840,0.00000000,1.63444542,0.37436457
-5.82591296,2.44899798,0.54835343,0.00587411,1.27386959,0.00000000,1.63888401,0.36356313
-5.81990995,2.39930298,0.54418251,0.00596437,1.24059716,0.00000000,1.64419400,0.35242269
-5.81390695,2.34779040,0.54090289,0.00604769,1.20524599,0.00000000,1.65091572,0.34110787
-5.80790395,2.29543955,0.53868824,0.00612342,1.16841278,0.00000000,1.65950367,0.32977959
-5.80190095,2.24317153,0.53766764,0.00619105,1.13068647,0.00000000,1.67030325,0.31859010
-5.79589795,2.19181837,0.53791962,0.00625014,1.09263047,0.00000000,1.68353185,0.30767850
-5.78989495,2.14209760,0.53946813,0.00630032,1.05476707,0.00000000,1.69926529,0.29716701
-5.78389195,2.09459285,0.54228071,0.00634123,1.01756470,0.00000000,1.71742980,0.28715816
-5.77788894,2.04974099,0.54626881,0.00637254,0.98142822,0.00000000,1.73780015,0.27773278
-5.77188594,2.00782584,0.55129020,0.00639390,0.94669233,0.00000000,1.76000374,0.26894889
-5.76588294,1.96897846,0.55715347,0.00640495,0.91361822,0.00000000,1.78353064,0.26084151
-5.75987994,1.93318339,0.56362426,0.00640528,0.88239318,0.00000000,1.80774921,0.25342324
-5.75387694,1.90029047,0.57043304,0.00639448,0.85313301,0.00000000,1.83192654,0.24668570
-5.74787394,1.87003121,0.57728427,0.00637207,0.82588682,0.00000000,1.85525311,0.24060151
-5.74187094,1.84203892,0.58386630,0.00633755,0.80064374,0.00000000,1.87687062,0.23512688
-5.73586793,1.81587157,0.58986196,0.00629043,0.77734127,0.00000000,1.89590185,0.23020463
-5.72986493,1.79103619,0.59495915,0.00623020,0.75587446,0.00000000,1.91148156,0.22576742
-5.72386193,1.76701377,0.59886132,0.00615642,0.73610581,0.00000000,1.92278706,0.22174114
-5.71785893,1.74328366,0.60129718,0.00606869,0.71787508,0.00000000,1.92906719,0.21804840
-5.71185593,1.71934644,0.60202943,0.00596674,0.70100882,0.00000000,1.92966877,0.21461173
-5.70585293,1.69474437,0.60086223,0.00585042,0.68532920,0.00000000,1.92405924,0.21135665
-5.69984992,1.66907882,0.59764699,0.00571979,0.67066184,0.00000000,1.91184473,0.20821440
-5.69384692,1.64202403,0.59228640,0.00557511,0.65684235,0.00000000,1.89278282,0.20512415
-5.68784392,1.61333699,0.58473654,0.00541688,0.64372170,0.00000000,1.86678955,0.20203491
-5.68184092,1.58286313,0.57500708,0.00524590,0.63117005,0.00000000,1.83394059,0.19890671
-5.67583792,1.55053814,0.56315954,0.00506320,0.61907931,0.00000000,1.79446650,0.19571150
-5.66983492,1.51638587,0.54930380,0.00487015,0.60736446,0.00000000,1.74874257,0.19243335
-5.66383192,1.48051305,0.53359308,0.00466835,0.59596371,0.00000000,1.69727387,0.18906833
-5.65782891,1.44310104,0.51621765,0.00445969,0.58483777,0.00000000,1.64067621,0.18562387
-5.65182591,1.40439554,0.49739757,0.00424627,0.57396837,0.00000000,1.57965413,0.18211789
-5.64582291,1.36469476,0.47737487,0.00403036,0.56335628,0.00000000,1.51497695,0.17857752
-5.63981991,1.32433670,0.45640542,0.00381437,0.55301898,0.00000000,1.44745396,0.17503774
-5.63381691,1.28368633,0.43475105,0.00360080,0.54298817,0.00000000,1.37790993,0.17153978
-5.62781391,1.24312299,0.41267195,0.00339213,0.53330718,0.00000000,1.30716193,0.16812950
-5.62181091,1.20302861,0.39041990,0.00319082,0.52402843,0.00000000,1.23599826,0.16485568
-5.61580790,1.16377700,0.36823239,0.00299920,0.51521089,0.00000000,1.16516022,0.16176839
-5.60980490,1.12572428,0.34632776,0.00281941,0.50691758,0.00000000,1.09532727,0.15891728
-5.60380190,1.08920066,0.32490156,0.00265339,0.49921305,0.00000000,1.02710566,0.15635002
-5.59779890,1.05450346,0.30412406,0.00250278,0.49216075,0.00000000,0.96102074,0.15411067
-5.59179590,1.02189117,0.28413882,0.00236889,0.48582029,0.00000000,0.89751274,0.15223818
-5.58579290,0.99157856,0.26506229,0.00225269,0.48024452,0.00000000,0.83693575,0.15076492
-5.57978989,0.96373255,0.24698439,0.00215477,0.47547637,0.00000000,0.77955939,0.14971528
-5.57378689,0.93846883,0.22996963,0.00207532,0.47154564,0.00000000,0.72557280,0.14910437
-5.56778389,0.91584906,0.21405895,0.00201414,0.46846561,0.00000000,0.67509040,0.14893682
-5.56178089,0.89587886,0.19927186,0.00197067,0.46622982,0.00000000,0.62815878,0.14920582
-5.55577789,0.87850649,0.18560887,0.00194392,0.46480909,0.00000000,0.58476446,0.14989235
-5.54977489,0.86362250,0.17305404,0.00193263,0.46414903,0.00000000,0.54484198,0.15096478
-5.54377189,0.85106068,0.16157760,0.00193517,0.46416832,0.00000000,0.50828208,0.15237873
-5.53776888,0.84060030,0.15113847,0.00194969,0.46475793,0.00000000,0.47493965,0.15407755
-5.53176588,0.83197029,0.14168685,0.00197411,0.46578163,0.00000000,0.44464155,0.15599313
-5.52576288,0.82485513,0.13316659,0.00200619,0.46707777,0.00000000,0.41719394,0.15804736
-5.51975988,0.81890299,0.12551762,0.00204360,0.46846260,0.00000000,0.39238936,0.16015409
-5.51375688,0.81373579,0.11867824,0.00208399,0.46973505,0.00000000,0.37001345,0.16222164
-5.50775388,0.80896137,0.11258747,0.00212504,0.47068293,0.00000000,0.34985144,0.16415573
-5.50175088,0.80418719,0.10718725,0.00216456,0.47109031,0.00000000,0.33169438,0.16586288
-5.49574787,0.79903537,0.10242472,0.00220052,0.47074582,0.00000000,0.31534509,0.16725405
-5.48974487,0.79315848,0.09825439,0.00223113,0.46945163,0.00000000,0.30062400,0.16824836
-5.48374187,0.78625529,0.09464030,0.00225491,0.46703242,0.00000000,0.28737452,0.16877682
-5.47773887,0.77808592,0.09155794,0.00227071,0.46334415,0.00000000,0.27546804,0.16878590
-5.47173587,0.76848551,0.08899610,0.00227778,0.45828203,0.00000000,0.26480838,0.16824061
-5.46573287,0.75737578,0.08695835,0.00227579,0.45178724,0.00000000,0.25533546,0.16712713
-5.45972986,0.74477362,0.08546420,0.00226483,0.44385200,0.00000000,0.24702802,0.16545465
-5.45372686,0.73079643,0.08454980,0.00224543,0.43452281,0.00000000,0.23990528,0.16325653
-5.44772386,0.71566349,0.08426809,0.00221855,0.42390134,0.00000000,0.23402724,0.16059043
-5.44172086,0.69969331,0.08468834,0.00218554,0.41214320,0.00000000,0.22949362,0.15753761
-5.43571786,0.68329681,0.08589503,0.00214811,0.39945430,0.00000000,0.22644120,0.15420123
-5.42971486,0.66696646,0.08798599,0.00210829,0.38608510,0.00000000,0.22503963,0.15070380
