energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-5.60980490,2.32364099,0.01955781,0.09047362,1.09462037,1.56253448,0.52974445,0.12762449,0.35139609,0.00000000
-5.60380190,2.31997297,0.02004518,0.09040350,1.10468976,1.55387005,0.52483863,0.12765500,0.35972799,0.00000000
-5.59779890,2.31096432,0.02067688,0.08984032,1.11159042,1.54164746,0.51843607,0.12753762,0.36692063,0.00000000
-5.59179590,2.29703032,0.02144687,0.08879458,1.11528222,1.52622565,0.51059670,0.12728934,0.37293974,0.00000000
-5.58579290,2.27869878,0.02234455,0.08728644,1.11580447,1.50803903,0.50140364,0.12692820,0.37778158,0.00000000
-5.57978989,2.25659469,0.02335500,0.08534522,1.11327729,1.48758506,0.49096184,0.12647266,0.38147289,0.00000000
-5.57378689,2.23141981,0.02445923,0.08300844,1.10789928,1.46540834,0.47939570,0.12594103,0.38406931,0.00000000
-5.56778389,2.20392802,0.02563472,0.08032069,1.09994129,1.44208219,0.46684588,0.12535083,0.38565245,0.00000000
-5.56178089,2.17489764,0.02685594,0.07733227,1.08973673,1.41818836,0.45346527,0.12471822,0.38632571,0.00000000
-5.55577789,2.14510236,0.02809505,0.07409761,1.07766891,1.39429613,0.43941462,0.12405750,0.38620914,0.00000000
-5.54977489,2.11528225,0.02932268,0.07067370,1.06415618,1.37094186,0.42485778,0.12338074,0.38543356,0.00000000
-5.54377189,2.08611670,0.03050879,0.06711840,1.04963563,1.34861020,0.40995704,0.12269764,0.38413444,0.00000000
-5.53776888,2.05820066,0.03162349,0.06348889,1.03454646,1.32771794,0.39486868,0.12201542,0.38244569,0.00000000
-5.53176588,2.03202583,0.03263803,0.05984018,1.01931378,1.30860162,0.37973909,0.12133907,0.38049393,0.00000000
-5.52576288,2.00796764,0.03352561,0.05622382,1.00433382,1.29150934,0.36470153,0.12067168,0.37839354,0.00000000
-5.51975988,1.98627890,0.03426219,0.05268682,0.98996130,1.27659749,0.34987372,0.12001496,0.37624258,0.00000000
-5.51375688,1.96709026,0.03482729,0.04927081,0.97649952,1.26393233,0.33535639,0.11936986,0.37412010,0.00000000
-5.50775388,1.95041738,0.03520453,0.04601149,0.96419354,1.25349629,0.32123269,0.11873731,0.37208461,0.00000000
-5.50175088,1.93617417,0.03538218,0.04293827,0.95322661,1.24519862,0.30756853,0.11811887,0.37017409,0.00000000
-5.49574787,1.92419106,0.03535340,0.04007424,0.94371976,1.23888941,0.29441367,0.11751744,0.36840709,0.00000000
-5.48974487,1.91423703,0.03511648,0.03743630,0.93573429,1.23437629,0.28180340,0.11693773,0.36678519,0.00000000
-5.48374187,1.90604384,0.03467471,0.03503553,0.92927664,1.23144248,0.26976076,0.11638666,0.36529611,0.00000000
-5.47773887,1.89933083,0.03403623,0.03287766,0.92430514,1.22986518,0.25829892,0.11587348,0.36391773,0.00000000
-5.47173587,1.89382874,0.03321364,0.03096370,0.92073788,1.22943307,0.24742370,0.11540969,0.36262221,0.00000000
-5.46573287,1.88930099,0.03222346,0.02929060,0.91846119,1.22996194,0.23713595,0.11500866,0.36138026,0.00000000
-5.45972986,1.88556137,0.03108551,0.02785196,0.91733793,1.23130755,0.22743370,0.11468509,0.36016516,0.00000000
-5.45372686,1.88248705,0.02982216,0.02663870,0.91721521,1.23337512,0.21831395,0.11445421,0.35895620,0.00000000
-5.44772386,1.88002662,0.02845753,0.02563975,0.91793104,1.23612509,0.20977395,0.11433083,0.35774152,0.00000000
-5.44172086,1.87820282,0.02701670,0.02484266,0.91931980,1.23957500,0.20181216,0.11432837,0.35652007,0.00000000
-5.43571786,1.87711048,0.02552489,0.02423411,0.92121629,1.24379781,0.19442866,0.11445783,0.35530277,0.00000000
-5.42971486,1.87691012,0.02400670,0.02380040,0.92345857,1.24891701,0.18762517,0.11472683,0.35411283,0.00000000
-5.42371186,1.87781818,0.02248542,0.02352787,0.92588968,1.25509915,0.18140486,0.11513887,0.35298526,0.00000000
-5.41770885,1.88009499,0.02098248,0.02340320,0.92835868,1.26254467,0.17577182,0.11569275,0.35196585,0.00000000
-5.41170585,1.88403153,0.01951694,0.02341368,0.93072118,1.27147767,0.17073052,0.11638230,0.35110962,0.00000000
-5.40570285,1.88993623,0.01810516,0.02354748,0.93283990,1.28213564,0.16628523,0.11719649,0.35047902,0.00000000
-5.39969985,1.89812268,0.01676062,0.02379384,0.93458540,1.29475966,0.16243949,0.11811973,0.35014195,0.00000000
-5.39369685,1.90889908,0.01549381,0.02414316,0.93583737,1.30958577,0.15919579,0.11913266,0.35016983,0.00000000
-5.38769385,1.92255986,0.01431227,0.02458722,0.93648649,1.32683785,0.15655537,0.12021316,0.35063576,0.00000000
-5.38169085,1.93937965,0.01322074,0.02511923,0.93643700,1.34672216,0.15451818,0.12133751,0.35161282,0.00000000
-5.37568784,1.95960944,0.01222141,0.02573389,0.93560969,1.36942340,0.15308307,0.12248188,0.35317261,0.00000000
-5.36968484,1.98347448,0.01131422,0.02642742,0.93394525,1.39510213,0.15224800,0.12362366,0.35538387,0.00000000
-5.36368184,2.01117324,0.01049720,0.02719755,0.93140753,1.42389309,0.15201035,0.12474293,0.35831114,0.00000000
-5.35767884,2.04287665,0.00976683,0.02804338,0.92798642,1.45590380,0.15236710,0.12582364,0.36201350,0.00000000
-5.35167584,2.07872673,0.00911848,0.02896523,0.92369988,1.49121298,0.15331491,0.12685462,0.36654312,0.00000000
-5.34567284,2.11883384,0.00854671,0.02996439,0.91859482,1.52986827,0.15484999,0.12783023,0.37194359,0.00000000
-5.33966983,2.16327200,0.00804564,0.03104279,0.91274647,1.57188268,0.15696767,0.12875061,0.37824810,0.00000000
-5.33366683,2.21207171,0.00760924,0.03220255,0.90625609,1.61722975,0.15966168,0.12962152,0.38547721,0.00000000
-5.32766383,2.26521050,0.00723155,0.03344551,0.89924701,1.66583717,0.16292310,0.13045374,0.39363645,0.00000000
-5.32166083,2.32260123,0.00690688,0.03477269,0.89185894,1.71757922,0.16673906,0.13126208,0.40271383,0.00000000
-5.31565783,2.38407895,0.00662995,0.03618369,0.88424095,1.77226836,0.17109118,0.13206404,0.41267720,0.00000000
-5.30965483,2.44938723,0.00639592,0.03767614,0.87654342,1.82964668,0.17595393,0.13287819,0.42347195,0.00000000
-5.30365183,2.51816514,0.00620044,0.03924515,0.86890940,1.88937804,0.18129296,0.13372240,0.43501900,0.00000000
-5.29764882,2.58993616,0.00603963,0.04088283,0.86146604,1.95104175,0.18706363,0.13461206,0.44721349,0.00000000
-5.29164582,2.66410062,0.00591002,0.04257793,0.85431656,2.01412882,0.19320969,0.13555831,0.45992431,0.00000000
-5.28564282,2.73993272,0.00580847,0.04431562,0.84753341,2.07804160,0.19966251,0.13656651,0.47299469,0.00000000
-5.27963982,2.81658337,0.00573208,0.04607741,0.84115309,2.14209757,0.20634072,0.13763507,0.48624407,0.00000000
-5.27363682,2.89308966,0.00567811,0.04784130,0.83517299,2.20553782,0.21315051,0.13875455,0.49947114,0.00000000
-5.26763382,2.96839129,0.00564390,0.04958208,0.82955067,2.26754044,0.21998660,0.13990739,0.51245836,0.00000000
-5.26163082,3.04135385,0.00562675,0.05127190,0.82420545,2.32723867,0.22673389,0.14106796,0.52497752,0.00000000
-5.25562781,3.11079861,0.00562393,0.05288087,0.81902253,2.38374356,0.23326968,0.14220328,0.53679648,0.00000000
-5.24962481,3.17553758,0.00563260,0.05437800,0.81385919,2.43617019,0.23946660,0.14327410,0.54768661,0.00000000
-5.24362181,3.23441255,0.00564983,0.05573215,0.80855285,2.48366662,0.24519589,0.14423644,0.55743082,0.00000000
-5.23761881,3.28633640,0.00567259,0.05691305,0.80293047,2.52544410,0.25033105,0.14504344,0.56583151,0.00000000
-5.23161581,3.33033463,0.00569782,0.05789241,0.79681870,2.56080738,0.25475168,0.14564746,0.57271840,0.00000000
-5.22561281,3.36558508,0.00572244,0.05864494,0.79005425,2.58918338,0.25834720,0.14600228,0.57795556,0.00000000
-5.21960980,3.39145384,0.00574344,0.05914936,0.78249374,2.61014702,0.26102050,0.14606526,0.58144737,0.00000000
-5.21360680,3.40752540,0.00575797,0.05938920,0.77402265,2.62344261,0.26269116,0.14579939,0.58314310,0.00000000
-5.20760380,3.41362555,0.00576342,0.05935352,0.76456264,2.62899998,0.26329816,0.14517511,0.58303983,0.00000000
-5.20160080,3.40983568,0.00575745,0.05903734,0.75407707,2.62694413,0.26280195,0.14417179,0.58118347,0.00000000
-5.19559780,3.39649776,0.00573814,0.05844194,0.74257435,2.61759814,0.26118588,0.14277877,0.57766794,0.00000000
-5.18959480,3.37420964,0.00570399,0.05757482,0.73010892,2.60147891,0.25845672,0.14099599,0.57263241,0.00000000
-5.18359180,3.34381083,0.00565401,0.05644952,0.71678003,2.57928592,0.25464458,0.13883419,0.56625676,0.00000000
-5.17758879,3.30635934,0.00558774,0.05508516,0.70272830,2.55188333,0.24980192,0.13631451,0.55875546,0.00000000
-5.17158579,3.26310060,0.00550527,0.05350583,0.68813043,2.52027639,0.24400196,0.13346786,0.55037017,0.00000000
-5.16558279,3.21542980,0.00540727,0.05173974,0.67319222,2.48558273,0.23733646,0.13033373,0.54136140,0.00000000
-5.15957979,3.16484925,0.00529496,0.04981836,0.65814060,2.44899997,0.22991302,0.12695881,0.53199950,0.00000000
-5.15357679,3.11292244,0.00517011,0.04777536,0.64321471,2.41177076,0.22185198,0.12339532,0.52255551,0.00000000
-5.14757379,3.06122673,0.00503500,0.04564563,0.62865693,2.37514658,0.21328312,0.11969928,0.51329222,0.00000000
-5.14157079,3.01130636,0.00489243,0.04346421,0.61470388,2.34035153,0.20434226,0.11592862,0.50445572,0.00000000
-5.13556778,2.96462760,0.00474562,0.04126533,0.60157812,2.30854752,0.19516782,0.11214140,0.49626783,0.00000000
-5.12956478,2.92253740,0.00459827,0.03908151,0.58948070,2.28080173,0.18589761,0.10839417,0.48891967,0.00000000
-5.12356178,2.88622709,0.00445447,0.03694282,0.57858500,2.25805769,0.17666578,0.10474042,0.48256656,0.00000000
-5.11755878,2.85670206,0.00431874,0.03487619,0.56903189,2.24111050,0.16760018,0.10122932,0.47732446,0.00000000
-5.11155578,2.83475832,0.00419599,0.03290496,0.56092649,2.23058706,0.15882004,0.09790474,0.47326785,0.00000000
-5.10555278,2.82096643,0.00409155,0.03104856,0.55433661,2.22693182,0.15043418,0.09480454,0.47042926,0.00000000
-5.09954977,2.81566316,0.00401121,0.02932230,0.54929263,2.23039823,0.14253958,0.09196016,0.46880030,0.00000000
-5.09354677,2.81895078,0.00396124,0.02773739,0.54578900,2.24104615,0.13522055,0.08939653,0.46833400,0.00000000
-5.08754377,2.83070388,0.00394843,0.02630104,0.54378704,2.25874509,0.12854832,0.08713227,0.46894849,0.00000000
-5.08154077,2.85058310,0.00398013,0.02501671,0.54321888,2.28318315,0.12258107,0.08518006,0.47053163,0.00000000
-5.07553777,2.87805522,0.00406436,0.02388443,0.54399234,2.31388121,0.11736439,0.08354729,0.47294648,0.00000000
-5.06953477,2.91241873,0.00420976,0.02290127,0.54599640,2.35021186,0.11293211,0.08223689,0.47603738,0.00000000
-5.06353177,2.95283375,0.00442570,0.02206178,0.54910710,2.39142244,0.10930738,0.08124818,0.47963627,0.00000000
-5.05752876,2.99835531,0.00472220,0.02135853,0.55319343,2.43666134,0.10650403,0.08057785,0.48356913,0.00000000
-5.05152576,3.04796860,0.00511000,0.02078264,0.55812300,2.48500667,0.10452802,0.08022092,0.48766223,0.00000000
-5.04552276,3.10062497,0.00560039,0.02032431,0.56376731,2.53549630,0.10337892,0.08017162,0.49174798,0.00000000
-5.03951976,3.15527721,0.00620516,0.01997330,0.57000613,2.58715817,0.10305144,0.08042417,0.49567013,0.00000000
-5.03351676,3.21091288,0.00693637,0.01971942,0.57673108,2.63903984,0.10353670,0.08097346,0.49928826,0.00000000
-5.02751376,3.26658438,0.00780615,0.01955293,0.58384801,2.69023614,0.10482340,0.08181544,0.50248127,0.00000000
-5.02151076,3.32143460,0.00882634,0.01946487,0.59127824,2.73991390,0.10689865,0.08294736,0.50514985,0.00000000
-5.01550775,3.37471719,0.01000816,0.01944730,0.59895849,2.78733290,0.10974848,0.08436774,0.50721793,0.00000000
-5.00950475,3.42581077,0.01136175,0.01949352,0.60683963,2.83186216,0.11335796,0.08607611,0.50863293,0.00000000
-5.00350175,3.47422645,0.01289569,0.01959812,0.61488429,2.87299110,0.11771095,0.08807247,0.50936499,0.00000000
-4.99749875,3.51960872,0.01461645,0.01975704,0.62306348,2.91033518,0.12278944,0.09035662,0.50940522,0.00000000
-4.99149575,3.56172982,0.01652786,0.01996747,0.63135248,2.94363603,0.12857253,0.09292720,0.50876304,0.00000000
-4.98549275,3.60047803,0.01863058,0.02022770,0.63972623,2.97275614,0.13503520,0.09578069,0.50746282,0.00000000
-4.97948974,3.63584105,0.02092156,0.02053696,0.64815456,2.99766880,0.14214677,0.09891033,0.50554004,0.00000000
-4.97348674,3.66788534,0.02339362,0.02089515,0.65659767,3.01844400,0.14986943,0.10230504,0.50303714,0.00000000
-4.96748374,3.69673316,0.02603510,0.02130258,0.66500202,3.03523126,0.15815671,0.10594842,0.49999928,0.00000000
-4.96148074,3.72253875,0.02882962,0.02175966,0.67329720,3.04824065,0.16695218,0.10981798,0.49647036,0.00000000
-4.95547774,3.74546546,0.03175606,0.02226669,0.68139391,3.05772330,0.17618854,0.11388459,0.49248935,0.00000000
-4.94947474,3.76566546,0.03478867,0.02282351,0.68918331,3.06395272,0.18578718,0.11811224,0.48808737,0.00000000
-4.94347174,3.78326355,0.03789743,0.02342942,0.69653804,3.06720821,0.19565827,0.12245824,0.48328544,0.00000000
-4.93746873,3.79834643,0.04104860,0.02408290,0.70331481,3.06776150,0.20570168,0.12687377,0.47809324,0.00000000
-4.93146573,3.81095829,0.04420554,0.02478167,0.70935862,3.06586754,0.21580852,0.13130495,0.47250885,0.00000000
-4.92546273,3.82110328,0.04732965,0.02552259,0.71450850,3.06175999,0.22586357,0.13569424,0.46651949,0.00000000
-4.91945973,3.82875487,0.05038162,0.02630182,0.71860447,3.05565175,0.23574833,0.13998234,0.46010325,0.00000000
-4.91345673,3.83387159,0.05332270,0.02711492,0.72149544,3.04774033,0.24534472,0.14411032,0.45323165,0.00000000
-4.90745373,3.83641817,0.05611618,0.02795715,0.72304768,3.03821759,0.25453934,0.14802198,0.44587299,0.00000000
-4.90145073,3.83639072,0.05872882,0.02882371,0.72315330,3.02728299,0.26322792,0.15166640,0.43799609,0.00000000
-4.89544772,3.83384399,0.06113231,0.02971007,0.72173837,3.01515920,0.27131991,0.15500040,0.42957435,0.00000000
-4.88944472,3.82891885,0.06330459,0.03061233,0.71877006,3.00210867,0.27874284,0.15799086,0.42058980,0.00000000
-4.88344172,3.82186762,0.06523100,0.03152748,0.71426258,2.98844956,0.28544626,0.16061673,0.41103692,0.00000000
-4.87743872,3.81307509,0.06690522,0.03245373,0.70828118,2.97456966,0.29140490,0.16287063,0.40092589,0.00000000
-4.87143572,3.80307340,0.06832981,0.03339069,0.70094427,2.96093654,0.29662101,0.16475986,0.39028516,0.00000000
-4.86543272,3.79254872,0.06951653,0.03433952,0.69242313,2.94810288,0.30112537,0.16630679,0.37916311,0.00000000
-4.85942971,3.78233880,0.07048608,0.03530289,0.68293932,2.93670581,0.30497713,0.16754849,0.36762869,0.00000000
-4.85342671,3.77342034,0.07126762,0.03628492,0.67275971,2.92745961,0.30826220,0.16853564,0.35577095,0.00000000
-4.84742371,3.76688619,0.07189772,0.03729094,0.66218932,2.92114149,0.31109026,0.16933074,0.34369750,0.00000000
-4.84142071,3.76391273,0.07241905,0.03832713,0.65156215,2.91857070,0.31359046,0.17000556,0.33153193,0.00000000
-4.83541771,3.76571854,0.07287868,0.03940006,0.64123045,2.92058153,0.31590591,0.17063811,0.31941031,0.00000000
-4.82941471,3.77351591,0.07332610,0.04051618,0.63155280,2.92799119,0.31818728,0.17130903,0.30747693,0.00000000
-4.82341171,3.78845750,0.07381109,0.04168116,0.62288139,2.94156406,0.32058567,0.17209780,0.29587956,0.00000000
-4.81740870,3.81158035,0.07438148,0.04289931,0.61554926,2.96197389,0.32324520,0.17307875,0.28476428,0.00000000
-4.81140570,3.84375023,0.07508092,0.04417295,0.60985767,2.98976593,0.32629565,0.17431717,0.27427035,0.00000000
-4.80540270,3.88560898,0.07594682,0.04550184,0.60606446,3.02532077,0.32984541,0.17586574,0.26452521,0.00000000
-4.79939970,3.93752764,0.07700839,0.04688269,0.60437357,3.06882207,0.33397535,0.17776133,0.25563982,0.00000000
-4.79339670,3.99956785,0.07828512,0.04830883,0.60492631,3.12022968,0.33873370,0.18002245,0.24770471,0.00000000
-4.78739370,4.07145380,0.07978558,0.04977000,0.60779466,3.17925999,0.34413235,0.18264757,0.24078670,0.00000000
-4.78139070,4.15255619,0.08150668,0.05125228,0.61297680,3.24537456,0.35014470,0.18561411,0.23492656,0.00000000
-4.77538769,4.24188960,0.08343342,0.05273833,0.62039522,3.31777799,0.35670534,0.18887856,0.23013765,0.00000000
-4.76938469,4.33812349,0.08553913,0.05420765,0.62989719,3.39542542,0.36371135,0.19237741,0.22640552,0.00000000
-4.76338169,4.43960691,0.08778628,0.05563712,0.64125794,3.47703964,0.37102540,0.19602901,0.22368861,0.00000000
-4.75737869,4.54440597,0.09012764,0.05700170,0.65418620,3.56113732,0.37848042,0.19973633,0.22191983,0.00000000
-4.75137569,4.65035273,0.09250794,0.05827516,0.66833192,3.64606349,0.38588555,0.20339032,0.22100899,0.00000000
-4.74537269,4.75510376,0.09486582,0.05943101,0.68329617,3.73003304,0.39303320,0.20687395,0.22084604,0.00000000
-4.73936968,4.85620590,0.09713609,0.06044340,0.69864252,3.81117765,0.39970682,0.21006652,0.22130492,0.00000000
-4.73336668,4.95116678,0.09925205,0.06128805,0.71390992,3.88759641,0.40568902,0.21284819,0.22224775,0.00000000
-4.72736368,5.03752743,0.10114794,0.06194311,0.72862630,3.95740831,0.41076970,0.21510450,0.22352944,0.00000000
-4.72136068,5.11293416,0.10276132,0.06238998,0.74232278,4.01880465,0.41475376,0.21673064,0.22500231,0.00000000
-4.71535768,5.17520725,0.10403526,0.06261394,0.75454778,4.07009959,0.41746813,0.21763530,0.22652076,0.00000000
-4.70935468,5.22240405,0.10492034,0.06260466,0.76488070,4.10977717,0.41876785,0.21774399,0.22794562,0.00000000
-4.70335168,5.25287442,0.10537629,0.06235659,0.77294480,4.13653326,0.41854089,0.21700162,0.22914832,0.00000000
-4.69734867,5.26530704,0.10537330,0.06186908,0.77841869,4.14931143,0.41671170,0.21537434,0.23001447,0.00000000
-4.69134567,5.25876527,0.10489287,0.06114640,0.78104626,4.14733159,0.41324325,0.21285046,0.23044698,0.00000000
-4.68534267,5.23271194,0.10392826,0.06019754,0.78064477,4.13011100,0.40813772,0.20944063,0.23036857,0.00000000
-4.67933967,5.18702279,0.10248450,0.05903589,0.77711066,4.09747725,0.40143584,0.20517713,0.22972357,0.00000000
-4.67333667,5.12198874,0.10057795,0.05767884,0.77042327,4.04957324,0.39321498,0.20011243,0.22847908,0.00000000
-4.66733367,5.03830741,0.09823555,0.05614718,0.76064604,3.98685436,0.38358612,0.19431713,0.22662535,0.00000000
-4.66133067,4.93706483,0.09549363,0.05446459,0.74792559,3.91007826,0.37269010,0.18787731,0.22417561,0.00000000
-4.65532766,4.81970834,0.09239655,0.05265697,0.73248841,3.82028794,0.36069312,0.18089158,0.22116509,0.00000000
-4.64932466,4.68801181,0.08899509,0.05075187,0.71463558,3.71878870,0.34778185,0.17346777,0.21764958,0.00000000
-4.64332166,4.54403469,0.08534469,0.04877789,0.69473556,3.60711999,0.33415839,0.16571964,0.21370334,0.00000000
