energy_ev,total_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.32766383,4.76556563,2.27416390,3.72036688,0.00508779,0.14412057,1.15988986,0.00182319
-5.32166083,4.84393150,2.32174242,3.80305447,0.00509520,0.14571709,1.15550079,0.00188088
-5.31565783,4.91427977,2.36622412,3.88104332,0.00510052,0.14682220,1.14741117,0.00193807
-5.30965483,4.97677463,2.40755227,3.95434540,0.00510375,0.14744063,1.13582164,0.00199444
-5.30365183,5.03165489,2.44569115,4.02300263,0.00510475,0.14758493,1.12098162,0.00204966
-5.29764882,5.07920941,2.48061844,4.08707091,0.00510323,0.14727407,1.10317888,0.00210335
-5.29164582,5.11975376,2.51231876,4.14660583,0.00509873,0.14653198,1.08272861,0.00215517
-5.28564282,5.15360941,2.54077871,4.20165088,0.00509068,0.14538617,1.05996256,0.00220474
-5.27963982,5.18108677,2.56598380,4.25222902,0.00507840,0.14386639,1.03521883,0.00225171
-5.27363682,5.20247285,2.58791751,4.29833790,0.00506116,0.14200350,1.00883270,0.00229574
-5.26763382,5.21802396,2.60656245,4.33994901,0.00503819,0.13982858,0.98112896,0.00233650
-5.26163082,5.22796360,2.62190347,4.37701046,0.00500875,0.13737222,0.95241600,0.00237372
-5.25562781,5.23248509,2.63393235,4.40945296,0.00497215,0.13466416,0.92298179,0.00240716
-5.24962481,5.23175834,2.64265370,4.43719835,0.00492785,0.13173315,0.89309176,0.00243662
-5.24362181,5.22593967,2.64809137,4.46016970,0.00487544,0.12860698,0.86298847,0.00246199
-5.23761881,5.21518359,2.65029490,4.47830211,0.00481474,0.12531275,0.83289282,0.00248320
-5.23161581,5.19965522,2.64934524,4.49155308,0.00474582,0.12187720,0.80300659,0.00250025
-5.22561281,5.17954206,2.64535930,4.49991161,0.00466900,0.11832718,0.77351574,0.00251322
-5.21960980,5.15506397,2.63849274,4.50340525,0.00458492,0.11469001,0.74459423,0.00252223
-5.21360680,5.12648042,2.62894069,4.50210435,0.00449449,0.11099384,0.71640779,0.00252748
-5.20760380,5.09409424,2.61693614,4.49612343,0.00439894,0.10726789,0.68911740,0.00252923
-5.20160080,5.05825139,2.60274609,4.48561926,0.00429972,0.10354254,0.66288193,0.00252778
-5.19559780,5.01933691,2.58666529,4.47078600,0.00419856,0.09984925,0.63785983,0.00252346
-5.18959480,4.97776687,2.56900814,4.45184781,0.00409732,0.09622023,0.61420962,0.00251663
-5.18359180,4.93397712,2.55009895,4.42904922,0.00399801,0.09268804,0.59208901,0.00250768
-5.17758879,4.88840932,2.53026107,4.40264437,0.00390269,0.08928496,0.57165278,0.00249698
-5.17158579,4.84149530,2.50980553,4.37288544,0.00381340,0.08604223,0.55304941,0.00248490
-5.16558279,4.79364048,2.48901964,4.34001141,0.00373207,0.08298921,0.53641668,0.00247179
-5.15957979,4.74520758,2.46815626,4.30423771,0.00366048,0.08015250,0.52187648,0.00245794
-5.15357679,4.69650149,2.44742425,4.26574739,0.00360014,0.07755509,0.50952925,0.00244363
-5.14757379,4.64775614,2.42698057,4.22468452,0.00355228,0.07521551,0.49944817,0.00242905
-5.14157079,4.59912441,2.40692446,4.18115004,0.00351774,0.07314716,0.49167382,0.00241435
-5.13556778,4.55067155,2.38729416,4.13520042,0.00349697,0.07135772,0.48620933,0.00239961
-5.12956478,4.50237271,2.36806624,4.08684936,0.00348998,0.06984878,0.48301672,0.00238482
-5.12356178,4.45411506,2.34915785,4.03607230,0.00349635,0.06861574,0.48201454,0.00236993
-5.11755878,4.40570454,2.33043188,3.98281398,0.00351521,0.06764783,0.48307715,0.00235480
-5.11155578,4.35687746,2.31170498,3.92699854,0.00354528,0.06692849,0.48603595,0.00233924
-5.10555278,4.30731668,2.29275836,3.86854212,0.00358491,0.06643592,0.49068249,0.00232299
-5.09954977,4.25667218,2.27335095,3.80736755,0.00363215,0.06614388,0.49677371,0.00230577
-5.09354677,4.20458531,2.25323474,3.74342062,0.00368479,0.06602271,0.50403901,0.00228727
-5.08754377,4.15071628,2.23217174,3.67668755,0.00374047,0.06604048,0.51218923,0.00226716
-5.08154077,4.09477365,2.20995184,3.60721298,0.00379675,0.06616429,0.52092698,0.00224513
-5.07553777,4.03654497,2.18641110,3.53511777,0.00385123,0.06636163,0.52995817,0.00222088
-5.06953477,3.97592698,2.16144945,3.46061591,0.00390161,0.06660176,0.53900413,0.00219419
-5.06353177,3.91295409,2.13504708,3.38402956,0.00394579,0.06685707,0.54781383,0.00216489
-5.05752876,3.84782351,2.10727856,3.30580135,0.00398199,0.06710426,0.55617559,0.00213288
-5.05152576,3.78091525,2.07832376,3.22650295,0.00400876,0.06732543,0.56392775,0.00209821
-5.04552276,3.71280564,2.04847487,3.14683897,0.00402507,0.06750891,0.57096758,0.00206102
-5.03951976,3.64427272,2.01813850,3.06764539,0.00403036,0.06764982,0.57725801,0.00202156
-5.03351676,3.57629245,1.98783269,2.98988161,0.00402453,0.06775038,0.58283163,0.00198024
-5.02751376,3.51002481,1.95817802,2.91461598,0.00400794,0.06781979,0.58779162,0.00193758
-5.02151076,3.44678940,1.92988314,2.84300423,0.00398141,0.06787391,0.59230936,0.00189421
-5.01550775,3.38803074,1.90372469,2.77626125,0.00394615,0.06793452,0.59661872,0.00185086
-5.00950475,3.33527378,1.88052209,2.71562657,0.00390372,0.06802833,0.60100700,0.00180835
-5.00350175,3.29007109,1.86110833,2.66232459,0.00385593,0.06818569,0.60580285,0.00176755
-4.99749875,3.25394350,1.84629744,2.61752079,0.00380478,0.06843919,0.61136165,0.00172933
-4.99149575,3.22831642,1.83685045,2.58227573,0.00375232,0.06882200,0.61804879,0.00169456
-4.98549275,3.21445483,1.83344106,2.55749870,0.00370061,0.06936624,0.62622169,0.00166405
-4.97948974,3.21339974,1.83662280,2.54390326,0.00365157,0.07010133,0.63621131,0.00163854
-4.97348674,3.22590949,1.84679934,2.54196689,0.00360693,0.07105242,0.64830399,0.00161861
-4.96748374,3.25240876,1.86419942,2.55189692,0.00356811,0.07223901,0.66272458,0.00160473
-4.96148074,3.29294845,1.88885792,2.57360486,0.00353620,0.07367375,0.67962160,0.00159716
-4.95547774,3.34717859,1.92060401,2.60669075,0.00351189,0.07536160,0.69905530,0.00159597
-4.94947474,3.41433636,1.95905730,2.65043880,0.00349546,0.07729922,0.72098924,0.00160102
-4.94347174,3.49325042,2.00363220,2.70382519,0.00348675,0.07947474,0.74528591,0.00161195
-4.93746873,3.58236186,2.05355059,2.76553812,0.00348520,0.08186789,0.77170672,0.00162819
-4.93146573,3.67976143,2.10786216,2.83400963,0.00348989,0.08445045,0.79991642,0.00164899
-4.92546273,3.78324182,2.16547170,2.90745838,0.00349956,0.08718698,0.82949199,0.00167342
-4.91945973,3.89036290,2.22517192,2.98394138,0.00351273,0.09003584,0.85993555,0.00170039
-4.91345673,3.99852740,2.28568051,3.06141302,0.00352772,0.09295042,0.89069084,0.00172875
-4.90745373,4.10506354,2.34567950,3.13778852,0.00354281,0.09588054,0.92116256,0.00175723
-4.90145073,4.20731134,2.40385534,3.21100943,0.00355623,0.09877390,0.95073769,0.00178456
-4.89544772,4.30270855,2.45893783,3.27910806,0.00356633,0.10157761,0.97880794,0.00180951
-4.88944472,4.38887266,2.50973620,3.34026832,0.00357162,0.10423963,1.00479210,0.00183088
-4.88344172,4.46367547,2.55517098,3.39288024,0.00357086,0.10671021,1.02815748,0.00184760
-4.87743872,4.52530695,2.59430040,3.43558609,0.00356307,0.10894309,1.04843927,0.00185872
-4.87143572,4.57232607,2.62634055,3.46731615,0.00354765,0.11089667,1.06525706,0.00186346
-4.86543272,4.60369654,2.65067867,3.48731311,0.00352433,0.11253487,1.07832768,0.00186124
-4.85942971,4.61880649,2.66687964,3.49514413,0.00349323,0.11382784,1.08747379,0.00185169
-4.85342671,4.61747166,2.67468569,3.49070081,0.00345486,0.11475250,1.09262795,0.00183463
-4.84742371,4.59992268,2.67401013,3.47418722,0.00341006,0.11529281,1.09383193,0.00181012
-4.84142071,4.56677750,2.66492561,3.44609726,0.00335997,0.11543987,1.09123143,0.00177840
-4.83541771,4.51900086,2.64764816,3.40718264,0.00330606,0.11519186,1.08506662,0.00173991
-4.82941471,4.45785313,2.62251804,3.35841330,0.00324996,0.11455383,1.07565894,0.00169525
-4.82341171,4.38483113,2.58997853,3.30093233,0.00319349,0.11353734,1.06339488,0.00164516
-4.81740870,4.30160393,2.55055393,3.23600752,0.00313855,0.11215998,1.04870784,0.00159050
-4.81140570,4.20994656,2.50482770,3.16498159,0.00308705,0.11044486,1.03205865,0.00153219
-4.80540270,4.11167443,2.45342177,3.08922340,0.00304086,0.10841997,1.01391607,0.00147122
-4.79939970,4.00858127,2.39697776,3.01008179,0.00300172,0.10611751,0.99473805,0.00140858
-4.79339670,3.90238277,2.33614056,2.92884380,0.00297120,0.10357326,0.97495459,0.00134525
-4.78739370,3.79466788,2.27154486,2.84669858,0.00295059,0.10082583,0.95495311,0.00128217
-4.78139070,3.68685926,2.20380445,2.76470806,0.00294092,0.09791599,0.93506678,0.00122022
-4.77538769,3.58018374,2.13350464,2.68378488,0.00294284,0.09488599,0.91556627,0.00116018
-4.76938469,3.47565332,2.06119723,2.60467808,0.00295665,0.09177892,0.89665510,0.00110275
-4.76338169,3.37405655,1.98739808,2.52796643,0.00298223,0.08863807,0.87846855,0.00104851
-4.75737869,3.27595997,1.91258657,2.45405908,0.00301906,0.08550638,0.86107602,0.00099795
-4.75137569,3.18171854,1.83720677,2.38320309,0.00306621,0.08242592,0.84448634,0.00095141
-4.74537269,3.09149410,1.76166960,2.31549687,0.00312235,0.07943742,0.82865558,0.00090915
-4.73936968,3.00528027,1.68635574,2.25090881,0.00318581,0.07657990,0.81349678,0.00087131
-4.73336668,2.92293223,1.61161873,2.18929973,0.00325461,0.07389027,0.79889080,0.00083792
-4.72736368,2.84419979,1.53778795,2.13044824,0.00332649,0.07140310,0.78469770,0.00080895
-4.72136068,2.76876190,1.46517113,2.07407761,0.00339904,0.06915032,0.77076799,0.00078429
-4.71535768,2.69626108,1.39405632,2.01988303,0.00346973,0.06716105,0.75695306,0.00076374
-4.70935468,2.62633619,1.32471297,1.96755809,0.00353601,0.06546137,0.74311438,0.00074710
-4.70335168,2.55865214,1.25739222,1.91681924,0.00359544,0.06407414,0.72913099,0.00073410
-4.69734867,2.49292540,1.19232636,1.86742751,0.00364569,0.06301882,0.71490519,0.00072445
-4.69134567,2.42894448,1.12972756,1.81920642,0.00368474,0.06231119,0.70036609,0.00071787
-4.68534267,2.36658459,1.06978597,1.77205550,0.00371086,0.06196313,0.68547120,0.00071407
-4.67933967,2.30581623,1.01266737,1.72595905,0.00372273,0.06198228,0.67020620,0.00071275
-4.67333667,2.24670757,0.95851055,1.68098973,0.00371949,0.06237171,0.65458298,0.00071365
-4.66733367,2.18942094,0.90742475,1.63730712,0.00370076,0.06312952,0.63863641,0.00071649
-4.66133067,2.13420368,0.85948712,1.59515136,0.00366666,0.06424842,0.62242017,0.00072106
-4.65532766,2.08137429,0.81474073,1.55483229,0.00361782,0.06571535,0.60600187,0.00072711
-4.64932466,2.03130453,0.77319305,1.51671475,0.00355535,0.06751114,0.58945811,0.00073447
-4.64332166,1.98439873,0.73481513,1.48120081,0.00348078,0.06961016,0.57286956,0.00074295
-4.63731866,1.94107121,0.69954173,1.44870974,0.00339602,0.07198020,0.55631648,0.00075239
-4.63131566,1.90172318,0.66727225,1.41965688,0.00330328,0.07458243,0.53987492,0.00076264
-4.62531266,1.86672008,0.63787271,1.39443229,0.00320500,0.07737157,0.52361377,0.00077355
-4.61930965,1.83637061,0.61117860,1.37338029,0.00310371,0.08029630,0.50759260,0.00078500
-4.61330665,1.81090832,0.58699865,1.35678074,0.00300199,0.08329990,0.49186058,0.00079686
-4.60730365,1.79047661,0.56511942,1.34483301,0.00290235,0.08632116,0.47645620,0.00080899
-4.60130065,1.77511765,0.54531048,1.33764327,0.00280713,0.08929552,0.46140775,0.00082126
-4.59529765,1.76476573,0.52733012,1.33521557,0.00271847,0.09215646,0.44673450,0.00083354
-4.58929465,1.75924511,0.51093132,1.33744708,0.00263815,0.09483709,0.43244830,0.00084569
-4.58329165,1.75827228,0.49586786,1.34412752,0.00256766,0.09727184,0.41855550,0.00085757
-4.57728864,1.76146238,0.48190024,1.35494267,0.00250804,0.09939829,0.40505890,0.00086902
-4.57128564,1.76833925,0.46880132,1.36948162,0.00245995,0.10115897,0.39195968,0.00087990
-4.56528264,1.77834846,0.45636138,1.38724737,0.00242362,0.10250305,0.37925911,0.00089007
-4.55927964,1.79087260,0.44439249,1.40766995,0.00239888,0.10338796,0.36695990,0.00089937
-4.55327664,1.80524801,0.43273203,1.43012159,0.00238517,0.10378066,0.35506707,0.00090766
-4.54727364,1.82078205,0.42124521,1.45393305,0.00238159,0.10365876,0.34358851,0.00091480
-4.54127064,1.83677025,0.40982659,1.47841033,0.00238694,0.10301109,0.33253486,0.00092067
-4.53526763,1.85251259,0.39840052,1.50285128,0.00239977,0.10183807,0.32191916,0.00092513
-4.52926463,1.86732830,0.38692058,1.52656116,0.00241845,0.10015158,0.31175592,0.00092809
-4.52326163,1.88056884,0.37536795,1.54886705,0.00244122,0.09797441,0.30206009,0.00092943
-4.51725863,1.89162878,0.36374909,1.56913045,0.00246626,0.09533936,0.29284564,0.00092906
-4.51125563,1.89995448,0.35209254,1.58675801,0.00249173,0.09228807,0.28412428,0.00092690
-4.50525263,1.90505066,0.34044528,1.60121038,0.00251582,0.08886948,0.27590401,0.00092288
-4.49924962,1.90648512,0.32886873,1.61200905,0.00253684,0.08513817,0.26818797,0.00091694
-4.49324662,1.90389173,0.31743455,1.61874154,0.00255321,0.08115255,0.26097348,0.00090902
-4.48724362,1.89697232,0.30622056,1.62106514,0.00256352,0.07697307,0.25425146,0.00089909
-4.48124062,1.88549766,0.29530689,1.61870933,0.00256656,0.07266044,0.24800613,0.00088712
-4.47523762,1.86930790,0.28477254,1.61147739,0.00256132,0.06827408,0.24221534,0.00087308
-4.46923462,1.84831296,0.27469252,1.59924725,0.00254705,0.06387064,0.23685112,0.00085697
-4.46323162,1.82249289,0.26513573,1.58197194,0.00252322,0.05950289,0.23188090,0.00083882
-4.45722861,1.79189847,0.25616357,1.55967963,0.00248954,0.05521888,0.22726890,0.00081865
-4.45122561,1.75665206,0.24782941,1.53247353,0.00244599,0.05106135,0.22297811,0.00079652
-4.44522261,1.71694858,0.24017891,1.50053138,0.00239277,0.04706754,0.21897232,0.00077251
-4.43921961,1.67305661,0.23325116,1.46410469,0.00233032,0.04326923,0.21521860,0.00074675
-4.43321661,1.62531919,0.22708059,1.42351747,0.00225931,0.03969306,0.21168968,0.00071937
-4.42721361,1.57415428,0.22169955,1.37916437,0.00218061,0.03636107,0.20836655,0.00069056
-4.42121061,1.52005449,0.21714144,1.33150809,0.00209531,0.03329148,0.20524089,0.00066054
-4.41520760,1.46358584,0.21344426,1.28107577,0.00200467,0.03049945,0.20231740,0.00062957
-4.40920460,1.40538547,0.21065438,1.22845457,0.00191011,0.02799807,0.19961593,0.00059794
-4.40320160,1.34615789,0.20883036,1.17428610,0.00181325,0.02579920,0.19717322,0.00056597
-4.39719860,1.28666998,0.20804660,1.11925982,0.00171582,0.02391440,0.19504435,0.00053403
-4.39119560,1.22774438,0.20839663,1.06410549,0.00161971,0.02235565,0.19330360,0.00050252
-4.38519260,1.17025158,0.20999575,1.00958473,0.00152692,0.02113604,0.19204489,0.00047186
-4.37918959,1.11510053,0.21298283,0.95648184,0.00143960,0.02027018,0.19138141,0.00044247
-4.37318659,1.06322793,0.21752109,0.90559401,0.00136000,0.01977450,0.19144477,0.00041481
-4.36718359,1.01558633,0.22379755,0.85772107,0.00129050,0.01966726,0.19238313,0.00038935
-4.36118059,0.97313113,0.23202109,0.81365501,0.00123361,0.01996839,0.19435872,0.00036655
-4.35517759,0.93680648,0.24241891,0.77416925,0.00119195,0.02069903,0.19754436,0.00034687
-4.34917459,0.90753032,0.25523138,0.74000788,0.00116826,0.02188093,0.20211916,0.00033075
-4.34317159,0.88617863,0.27070515,0.71187489,0.00116541,0.02353549,0.20826335,0.00031862
-4.33716858,0.87356889,0.28908479,0.69042345,0.00118642,0.02568279,0.21615234,0.00031090
-4.33116558,0.87044319,0.31060293,0.67624536,0.00123438,0.02834030,0.22595009,0.00030796
-4.32516258,0.87745102,0.33546930,0.66986069,0.00131251,0.03152158,0.23780193,0.00031013
-4.31915958,0.89513209,0.36385891,0.67170778,0.00142412,0.03523485,0.25182716,0.00031773
-4.31315658,0.92389975,0.39590002,0.68213367,0.00157257,0.03948161,0.26811151,0.00033098
-4.30715358,0.96402535,0.43166210,0.70138529,0.00176122,0.04425525,0.28670002,0.00035010
