energy_ev,total_up,Cd_p_up,Cd_d_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up
-6.00000000,0.08394077,0.02880338,0.01458046,0.00028455,0.00000000,0.00000000,0.04726451
-5.99399700,0.09669344,0.03311760,0.01681421,0.00034512,0.00000000,0.00000000,0.05445464
-5.98799400,0.11067227,0.03783529,0.01926693,0.00041575,0.00000000,0.00000000,0.06234030
-5.98199100,0.12586605,0.04295073,0.02193764,0.00049747,0.00000000,0.00000000,0.07091669
-5.97598799,0.14223844,0.04844979,0.02482097,0.00059121,0.00000000,0.00000000,0.08016507
-5.96998499,0.15972565,0.05430931,0.02790680,0.00069787,0.00000000,0.00000000,0.09005147
-5.96398199,0.17823488,0.06049662,0.03117988,0.00081818,0.00000000,0.00000000,0.10052579
-5.95797899,0.19764350,0.06696939,0.03461971,0.00095274,0.00000000,0.00000000,0.11152125
-5.95197599,0.21779906,0.07367571,0.03820048,0.00110191,0.00000000,0.00000000,0.12295445
-5.94597299,0.23852043,0.08055456,0.04189120,0.00126583,0.00000000,0.00000000,0.13472584
-5.93996998,0.25959988,0.08753661,0.04565608,0.00144436,0.00000000,0.00000000,0.14672089
-5.93396698,0.28080632,0.09454531,0.04945503,0.00163702,0.00000000,0.00000000,0.15881179
-5.92796398,0.30188955,0.10149837,0.05324436,0.00184304,0.00000000,0.00000000,0.17085977
-5.92196098,0.32258558,0.10830955,0.05697768,0.00206130,0.00000000,0.00000000,0.18271795
-5.91595798,0.34262271,0.11489068,0.06060701,0.00229039,0.00000000,0.00000000,0.19423474
-5.90995498,0.36172838,0.12115388,0.06408386,0.00252861,0.00000000,0.00000000,0.20525750
-5.90395198,0.37963650,0.12701397,0.06736062,0.00277403,0.00000000,0.00000000,0.21563668
-5.89794897,0.39609500,0.13239088,0.07039181,0.00302460,0.00000000,0.00000000,0.22522989
-5.89194597,0.41087328,0.13721204,0.07313545,0.00327818,0.00000000,0.00000000,0.23390608
-5.88594297,0.42376939,0.14141467,0.07555432,0.00353273,0.00000000,0.00000000,0.24154954
-5.87993997,0.43461656,0.14494784,0.07761714,0.00378639,0.00000000,0.00000000,0.24806351
-5.87393697,0.44328871,0.14777419,0.07929959,0.00403764,0.00000000,0.00000000,0.25337326
-5.86793397,0.44970488,0.14987134,0.08058510,0.00428546,0.00000000,0.00000000,0.25742864
-5.86193097,0.45383221,0.15123273,0.08146542,0.00452946,0.00000000,0.00000000,0.26020569
-5.85592796,0.45568731,0.15186811,0.08194089,0.00477007,0.00000000,0.00000000,0.26170751
-5.84992496,0.45533599,0.15180335,0.08202045,0.00500860,0.00000000,0.00000000,0.26196411
-5.84392196,0.45289131,0.15107978,0.08172126,0.00524740,0.00000000,0.00000000,0.26103133
-5.83791896,0.44850982,0.14975300,0.08106812,0.00548994,0.00000000,0.00000001,0.25898884
-5.83191596,0.44238645,0.14789114,0.08009254,0.00574076,0.00000000,0.00000001,0.25593725
-5.82591296,0.43474785,0.14557271,0.07883160,0.00600553,0.00000000,0.00000001,0.25199446
-5.81990995,0.42584473,0.14288413,0.07732657,0.00629097,0.00000000,0.00000002,0.24729143
-5.81390695,0.41594338,0.13991686,0.07562147,0.00660465,0.00000000,0.00000003,0.24196742
-5.80790395,0.40531670,0.13676455,0.07376143,0.00695487,0.00000000,0.00000004,0.23616511
-5.80190095,0.39423516,0.13351997,0.07179117,0.00735039,0.00000000,0.00000006,0.23002566
-5.79589795,0.38295811,0.13027214,0.06975346,0.00780010,0.00000000,0.00000009,0.22368388
-5.78989495,0.37172570,0.12710360,0.06768773,0.00831269,0.00000000,0.00000014,0.21726396
-5.78389195,0.36075178,0.12408799,0.06562888,0.00889628,0.00000000,0.00000021,0.21087569
-5.77788894,0.35021813,0.12128808,0.06360631,0.00955798,0.00000000,0.00000031,0.20461149
-5.77188594,0.34027020,0.11875420,0.06164326,0.01030351,0.00000000,0.00000045,0.19854430
-5.76588294,0.33101446,0.11652332,0.05975642,0.01113679,0.00000000,0.00000066,0.19272646
-5.75987994,0.32251759,0.11461864,0.05795589,0.01205958,0.00000000,0.00000096,0.18718957
-5.75387694,0.31480725,0.11304979,0.05624543,0.01307120,0.00000000,0.00000138,0.18194532
-5.74787394,0.30787469,0.11181363,0.05462295,0.01416827,0.00000000,0.00000197,0.17698719
-5.74187094,0.30167869,0.11089558,0.05308135,0.01534463,0.00000000,0.00000279,0.17229303
-5.73586793,0.29615086,0.11027138,0.05160944,0.01659126,0.00000000,0.00000393,0.16782813
-5.72986493,0.29120185,0.10990933,0.05019312,0.01789647,0.00000000,0.00000550,0.16354884
-5.72386193,0.28672834,0.10977269,0.04881651,0.01924609,0.00000000,0.00000765,0.15940641
-5.71785893,0.28262025,0.10982235,0.04746323,0.02062386,0.00000000,0.00001055,0.15535085
-5.71185593,0.27876804,0.11001949,0.04611749,0.02201195,0.00000000,0.00001445,0.15133458
-5.70585293,0.27506966,0.11032823,0.04476525,0.02339159,0.00000000,0.00001966,0.14731587
-5.69984992,0.27143684,0.11071798,0.04339502,0.02474379,0.00000000,0.00002656,0.14326155
-5.69384692,0.26780059,0.11116562,0.04199863,0.02605017,0.00000000,0.00003563,0.13914927
-5.68784392,0.26411556,0.11165718,0.04057174,0.02729380,0.00000000,0.00004746,0.13496887
-5.68184092,0.26036314,0.11218913,0.03911401,0.02846004,0.00000000,0.00006276,0.13072309
-5.67583792,0.25655338,0.11276904,0.03762925,0.02953745,0.00000000,0.00008241,0.12642735
-5.66983492,0.25272539,0.11341580,0.03612508,0.03051851,0.00000000,0.00010745,0.12210894
-5.66383192,0.24894661,0.11415920,0.03461267,0.03140035,0.00000000,0.00013910,0.11780538
-5.65782891,0.24531072,0.11503895,0.03310605,0.03218529,0.00000000,0.00017881,0.11356231
-5.65182591,0.24193455,0.11610325,0.03162151,0.03288121,0.00000000,0.00022823,0.10943093
-5.64582291,0.23895406,0.11740687,0.03017673,0.03350176,0.00000000,0.00028924,0.10546512
-5.63981991,0.23651951,0.11900888,0.02879002,0.03406636,0.00000000,0.00036398,0.10171844
-5.63381691,0.23479021,0.12097011,0.02747946,0.03459998,0.00000000,0.00045479,0.09824120
-5.62781391,0.23392891,0.12335041,0.02626210,0.03513264,0.00000000,0.00056423,0.09507770
-5.62181091,0.23409602,0.12620597,0.02515327,0.03569880,0.00000000,0.00069507,0.09226371
-5.61580790,0.23544396,0.12958654,0.02416593,0.03633645,0.00000000,0.00085019,0.08982452
-5.60980490,0.23811173,0.13353297,0.02331021,0.03708605,0.00000000,0.00103257,0.08777340
-5.60380190,0.24221981,0.13807487,0.02259305,0.03798929,0.00000000,0.00124522,0.08611069
-5.59779890,0.24786562,0.14322872,0.02201798,0.03908777,0.00000000,0.00149106,0.08482349
-5.59179590,0.25511946,0.14899632,0.02158506,0.04042150,0.00000000,0.00177280,0.08388598
-5.58579290,0.26402115,0.15536373,0.02129092,0.04202741,0.00000000,0.00209289,0.08326032
-5.57978989,0.27457727,0.16230062,0.02112900,0.04393785,0.00000000,0.00245332,0.08289805
-5.57378689,0.28675918,0.16976016,0.02108978,0.04617905,0.00000000,0.00285552,0.08274199
-5.56778389,0.30050168,0.17767936,0.02116116,0.04876976,0.00000000,0.00330018,0.08272846
-5.56178089,0.31570236,0.18597985,0.02132891,0.05171995,0.00000000,0.00378715,0.08278976
-5.55577789,0.33222176,0.19456903,0.02157714,0.05502973,0.00000000,0.00431533,0.08285676
-5.54977489,0.34988420,0.20334160,0.02188873,0.05868845,0.00000000,0.00488249,0.08286151
-5.54377189,0.36847933,0.21218144,0.02224590,0.06267418,0.00000000,0.00548525,0.08273971
-5.53776888,0.38776455,0.22096362,0.02263056,0.06695335,0.00000000,0.00611904,0.08243299
-5.53176588,0.40746813,0.22955677,0.02302484,0.07148087,0.00000000,0.00677806,0.08189089
-5.52576288,0.42729317,0.23782550,0.02341144,0.07620059,0.00000000,0.00745532,0.08107239
-5.51975988,0.44692240,0.24563294,0.02377392,0.08104612,0.00000000,0.00814279,0.07994708
-5.51375688,0.46602376,0.25284345,0.02409707,0.08594206,0.00000000,0.00883148,0.07849582
-5.50775388,0.48425673,0.25932527,0.02436708,0.09080563,0.00000000,0.00951169,0.07671094
-5.50175088,0.50127938,0.26495320,0.02457177,0.09554861,0.00000000,0.01017326,0.07459597
-5.49574787,0.51675596,0.26961128,0.02470069,0.10007961,0.00000000,0.01080586,0.07216498
-5.48974487,0.53036487,0.27319536,0.02474524,0.10430652,0.00000000,0.01139933,0.06944156
-5.48374187,0.54180690,0.27561554,0.02469873,0.10813918,0.00000000,0.01194406,0.06645750
