energy_ev,total_up,P_s_up,P_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,2.40840624,0.02504410,0.89345231,0.71683859,0.00000000,1.38706929,0.87784123
-5.99399700,2.49731053,0.02464880,0.93243905,0.73307477,0.00000000,1.43465603,0.91672763
-5.98799400,2.58906896,0.02411637,0.96900692,0.75291112,0.00000000,1.47929475,0.95651229
-5.98199100,2.68246323,0.02345704,1.00268707,0.77614573,0.00000000,1.52053652,0.99660971
-5.97598799,2.77627807,0.02268341,1.03307194,0.80252891,0.00000000,1.55805927,1.03643555
-5.96998499,2.86932736,0.02180997,1.05982413,0.83176999,0.00000000,1.59167362,1.07541841
-5.96398199,2.96047923,0.02085259,1.08268295,0.86354502,0.00000000,1.62132377,1.11301162
-5.95797899,3.04867906,0.01982805,1.10146815,0.89750495,0.00000000,1.64708303,1.14870427
-5.95197599,3.13296906,0.01875344,1.11608088,0.93328376,0.00000000,1.66914400,1.18203125
-5.94597299,3.21250368,0.01764573,1.12650170,0.97050607,0.00000000,1.68780365,1.21258168
-5.93996998,3.28655979,0.01652127,1.13278586,1.00879369,0.00000000,1.70344371,1.24000556
-5.93396698,3.35454152,0.01539542,1.13505606,1.04777102,0.00000000,1.71650713,1.26401835
-5.92796398,3.41597938,0.01428223,1.13349319,1.08706878,0.00000000,1.72747156,1.28440326
-5.92196098,3.47052415,0.01319417,1.12832541,1.12632621,0.00000000,1.73682108,1.30101145
-5.91595798,3.51793594,0.01214199,1.11981620,1.16519174,0.00000000,1.74501735,1.31376004
-5.90995498,3.55806958,0.01113462,1.10825202,1.20332233,0.00000000,1.75247179,1.32262848
-5.90395198,3.59085740,0.01017918,1.09393007,1.24038198,0.00000000,1.75951988,1.32765339
-5.89794897,3.61629105,0.00928098,1.07714692,1.27603968,0.00000000,1.76639916,1.32892243
-5.89194597,3.63440359,0.00844372,1.05818834,1.30996760,0.00000000,1.77323207,1.32656771
-5.88594297,3.64525368,0.00766956,1.03732092,1.34183988,0.00000000,1.78001444,1.32075922
-5.87993997,3.64891312,0.00695935,1.01478572,1.37133275,0.00000000,1.78661062,1.31169868
-5.87393697,3.64545882,0.00631283,0.99079419,1.39812638,0.00000000,1.79275545,1.29961437
-5.86793397,3.63497023,0.00572884,0.96552642,1.42190872,0.00000000,1.79806313,1.28475706
-5.86193097,3.61753233,0.00520553,0.93913165,1.44238168,0.00000000,1.80204288,1.26739736
-5.85592796,3.59324432,0.00474057,0.91173086,1.45926939,0.00000000,1.80412043,1.24782440
-5.84992496,3.56223324,0.00433134,0.88342110,1.47232840,0.00000000,1.80366463,1.22634577
-5.84392196,3.52467159,0.00397506,0.85428123,1.48135923,0.00000000,1.80001768,1.20328845
-5.83791896,3.48079727,0.00366895,0.82437852,1.48621867,0.00000000,1.79252764,1.17900023
-5.83191596,3.43093432,0.00341035,0.79377567,1.48683192,0.00000000,1.78058155,1.15385125
-5.82591296,3.37551225,0.00319677,0.76253774,1.48320363,0.00000000,1.76363746,1.12823505
-5.81990995,3.31508205,0.00302592,0.73073860,1.47542689,0.00000000,1.74125380,1.10256850
-5.81390695,3.25032711,0.00289580,0.69846626,1.46368930,0.00000000,1.71311463,1.07729029
-5.80790395,3.18206728,0.00280463,0.66582707,1.44827532,0.00000000,1.67904939,1.05285736
-5.80190095,3.11125509,0.00275084,0.63294825,1.42956424,0.00000000,1.63904644,1.02973919
-5.79589795,3.03896344,0.00273306,0.59997888,1.40802370,0.00000000,1.59325963,1.00840979
-5.78989495,2.96636475,0.00274999,0.56708914,1.38419847,0.00000000,1.54200768,0.98933744
-5.78389195,2.89470236,0.00280042,0.53446808,1.35869501,0.00000000,1.48576671,0.97297270
-5.77788894,2.82525524,0.00288309,0.50231992,1.33216238,0.00000000,1.42515639,0.95973501
-5.77188594,2.75929806,0.00299665,0.47085935,1.30527038,0.00000000,1.36092051,0.94999872
-5.76588294,2.69805878,0.00313958,0.44030607,1.27868607,0.00000000,1.29390337,0.94407940
-5.75987994,2.64267633,0.00331017,0.41087887,1.25305004,0.00000000,1.22502304,0.94222113
-5.75387694,2.59416113,0.00350645,0.38278982,1.22895372,0.00000000,1.15524318,0.94458601
-5.74787394,2.55336090,0.00372618,0.35623872,1.20691911,0.00000000,1.08554471,0.95124651
-5.74187094,2.52093428,0.00396687,0.33140824,1.18738211,0.00000000,1.01689878,0.96218142
-5.73586793,2.49733398,0.00422583,0.30845999,1.17068062,0.00000000,0.95024219,0.97727618
-5.72986493,2.48280083,0.00450017,0.28753162,1.15704792,0.00000000,0.88645632,0.99632750
-5.72386193,2.47736927,0.00478697,0.26873522,1.14661195,0.00000000,0.82635009,1.01905276
-5.71785893,2.48088412,0.00508330,0.25215680,1.13940033,0.00000000,0.77064761,1.04510357
-5.71185593,2.49302777,0.00538643,0.23785693,1.13535101,0.00000000,0.71998036,1.07408311
-5.70585293,2.51335603,0.00569392,0.22587241,1.13432751,0.00000000,0.67488386,1.10556640
-5.69984992,2.54134042,0.00600376,0.21621868,1.13613808,0.00000000,0.63579832,1.13912243
-5.69384692,2.57641423,0.00631457,0.20889279,1.14055726,0.00000000,0.60307255,1.17433694
-5.68784392,2.61801931,0.00662567,0.20387668,1.14734850,0.00000000,0.57697044,1.21083458
-5.68184092,2.66565048,0.00693721,0.20114050,1.15628640,0.00000000,0.55767901,1.24829897
-5.67583792,2.71889463,0.00725027,0.20064574,1.16717699,0.00000000,0.54531720,1.28648971
-5.66983492,2.77746193,0.00756691,0.20234795,1.17987483,0.00000000,0.53994449,1.32525495
-5.66383192,2.84120700,0.00789012,0.20619901,1.19429576,0.00000000,0.54156871,1.36453893
-5.65782891,2.91013862,0.00822382,0.21214865,1.21042455,0.00000000,0.55015238,1.40438377
-5.65182591,2.98441732,0.00857276,0.22014543,1.22831697,0.00000000,0.56561718,1.44492549
-5.64582291,3.06434102,0.00894235,0.23013705,1.24809622,0.00000000,0.58784647,1.48638424
-5.63981991,3.15031965,0.00933852,0.24207012,1.26994406,0.00000000,0.61668580,1.52904941
-5.63381691,3.24284037,0.00976743,0.25588956,1.29408722,0.00000000,0.65194162,1.57326033
-5.62781391,3.34242583,0.01023528,0.27153778,1.32078018,0.00000000,0.69337869,1.61938376
-5.62181091,3.44958808,0.01074798,0.28895373,1.35028547,0.00000000,0.74071652,1.66778943
-5.61580790,3.56478129,0.01131096,0.30807215,1.38285285,0.00000000,0.79362558,1.71882498
-5.60980490,3.68835618,0.01192883,0.32882299,1.41869872,0.00000000,0.85172392,1.77279193
-5.60380190,3.82051922,0.01260519,0.35113130,1.45798728,0.00000000,0.91457459,1.82992373
-5.59779890,3.96129902,0.01334243,0.37491747,1.50081444,0.00000000,0.98168473,1.89036737
-5.59179590,4.11052204,0.01414158,0.40009795,1.54719564,0.00000000,1.05250639,1.95416942
-5.58579290,4.26779874,0.01500225,0.42658639,1.59705814,0.00000000,1.12643966,2.02126698
-5.57978989,4.43252103,0.01592256,0.45429491,1.65023816,0.00000000,1.20283800,2.09148422
-5.57378689,4.60387054,0.01689927,0.48313561,1.70648296,0.00000000,1.28101578,2.16453418
-5.56778389,4.78083702,0.01792784,0.51302188,1.76545729,0.00000000,1.36025781,2.24002563
-5.56178089,4.96224504,0.01900261,0.54386934,1.82675382,0.00000000,1.43983041,2.31747434
-5.55577789,5.14678707,0.02011706,0.57559626,1.88990636,0.00000000,1.51899350,2.39631783
-5.54977489,5.33306025,0.02126403,0.60812311,1.95440494,0.00000000,1.59701306,2.47593251
-5.54377189,5.51960441,0.02243606,0.64137121,2.01971156,0.00000000,1.67317347,2.55565213
-5.53776888,5.70493854,0.02362560,0.67526036,2.08527537,0.00000000,1.74678886,2.63478628
-5.53176588,5.88759346,0.02482531,0.70970529,2.15054621,0.00000000,1.81721310,2.71263788
-5.52576288,6.06613871,0.02602831,0.74461132,2.21498572,0.00000000,1.88384789,2.78851867
-5.51975988,6.23920236,0.02722830,0.77986913,2.27807528,0.00000000,1.94614860,2.86176204
-5.51375688,6.40548279,0.02841974,0.81534907,2.33932045,0.00000000,2.00362779,2.93173262
-5.50775388,6.56375272,0.02959782,0.85089544,2.39825206,0.00000000,2.05585643,2.99783251
-5.50175088,6.71285598,0.03075848,0.88632097,2.45442399,0.00000000,2.10246304,3.05950413
-5.49574787,6.85169842,0.03189829,0.92140229,2.50740856,0.00000000,2.14313109,3.11623022
-5.48974487,6.97923471,0.03301425,0.95587653,2.55679005,0.00000000,2.17759526,3.16753139
-5.48374187,7.09445344,0.03410362,0.98943982,2.60215765,0.00000000,2.20563716,3.21296210
-5.47773887,7.19636265,0.03516363,1.02174786,2.64309875,0.00000000,2.22708105,3.25210592
-5.47173587,7.28397846,0.03619122,1.05241890,2.67919365,0.00000000,2.24179030,3.28457108
-5.46573287,7.35631868,0.03718281,1.08103944,2.71001283,0.00000000,2.24966508,3.30998699
-5.45972986,7.41240358,0.03813412,1.10717233,2.73511734,0.00000000,2.25064177,3.32800277
-5.45372686,7.45126464,0.03903996,1.13036751,2.75406307,0.00000000,2.24469426,3.33828828
-5.44772386,7.47196234,0.03989425,1.15017472,2.76640895,0.00000000,2.23183732,3.34053803
-5.44172086,7.47361252,0.04069003,1.16615795,2.77172918,0.00000000,2.21213194,3.33447821
-5.43571786,7.45542073,0.04141959,1.17791090,2.76962890,0.00000000,2.18569215,3.31987662
-5.42971486,7.41672292,0.04207479,1.18507277,2.75976269,0.00000000,2.15269311,3.29655527
-5.42371186,7.35703053,0.04264740,1.18734366,2.74185491,0.00000000,2.11337963,3.26440478
-5.41770885,7.27607714,0.04312953,1.18449874,2.71572065,0.00000000,2.06807439,3.22340005
-5.41170585,7.17386413,0.04351421,1.17640052,2.68128610,0.00000000,2.01718530,3.17361591
-5.40570285,7.05070216,0.04379590,1.16300847,2.63860688,0.00000000,1.96121093,3.11524193
-5.39969985,6.90724559,0.04397108,1.14438549,2.58788325,0.00000000,1.90074358,3.04859514
-5.39369685,6.74451731,0.04403878,1.12070086,2.52947093,0.00000000,1.83646922,2.97412965
-5.38769385,6.56392167,0.04400103,1.09222932,2.46388675,0.00000000,1.76916392,2.89244232
-5.38169085,6.36724386,0.04386319,1.05934643,2.39180830,0.00000000,1.69968663,2.80427364
-5.37568784,6.15663494,0.04363419,1.02252021,2.31406750,0.00000000,1.62896806,2.71050336
-5.36968484,5.93458210,0.04332650,0.98229939,2.23163794,0.00000000,1.55799608,2.61214057
-5.36368184,5.70386489,0.04295608,0.93929895,2.14561621,0.00000000,1.48779778,2.51030844
-5.35767884,5.46749855,0.04254192,0.89418324,2.05719819,0.00000000,1.41941898,2.40622367
-5.35167584,5.22866650,0.04210558,0.84764776,1.96765076,0.00000000,1.35390174,2.30117151
-5.34567284,4.99064442,0.04167045,0.80039999,1.87828039,0.00000000,1.29226074,2.19647702
-5.33966983,4.75671887,0.04126087,0.75314035,1.79039971,0.00000000,1.23545949,2.09347383
-5.33366683,4.53010363,0.04090117,0.70654380,1.70529343,0.00000000,1.18438723,1.99347128
-5.32766383,4.31385715,0.04061462,0.66124293,1.62418496,0.00000000,1.13983748,1.89772161
-5.32166083,4.11080416,0.04042230,0.61781298,1.54820508,0.00000000,1.10248895,1.80738812
-5.31565783,3.92346464,0.04034212,0.57675936,1.47836378,0.00000000,1.07288975,1.72351588
-5.30965483,3.75399263,0.04038782,0.53850794,1.41552628,0.00000000,1.05144525,1.64700584
-5.30365183,3.60412713,0.04056814,0.50339836,1.36039403,0.00000000,1.03841009,1.57859355
-5.29764882,3.47515657,0.04088619,0.47168037,1.31349129,0.00000000,1.03388465,1.51883299
-5.29164582,3.36789771,0.04133904,0.44351314,1.27515731,0.00000000,1.03781580,1.46808629
-5.28564282,3.28268940,0.04191749,0.41896739,1.24554447,0.00000000,1.05000191,1.42651924
-5.27963982,3.21940057,0.04260626,0.39803003,1.22462183,0.00000000,1.07010168,1.39410288
-5.27363682,3.17745161,0.04338425,0.38061091,1.21218372,0.00000000,1.09764617,1.37062061
-5.26763382,3.15584751,0.04422522,0.36655133,1.20786278,0.00000000,1.13205363,1.35568052
-5.26163082,3.15322096,0.04509864,0.35563379,1.21114655,0.00000000,1.17264598,1.34873209
-5.25562781,3.16788313,0.04597072,0.34759262,1.22139671,0.00000000,1.21866648,1.34908644
-5.24962481,3.19787977,0.04680565,0.34212496,1.23787018,0.00000000,1.26929761,1.35593930
-5.24362181,3.24105043,0.04756685,0.33890171,1.25974109,0.00000000,1.32367836,1.36839572
-5.23761881,3.29508842,0.04821837,0.33757808,1.28612279,0.00000000,1.38092052,1.38549550
-5.23161581,3.35759971,0.04872620,0.33780350,1.31608931,0.00000000,1.44012316,1.40623866
-5.22561281,3.42615898,0.04905949,0.33923052,1.34869565,0.00000000,1.50038526,1.42961013
-5.21960980,3.49836175,0.04919167,0.34152267,1.38299644,0.00000000,1.56081615,1.45460310
-5.21360680,3.57187158,0.04910137,0.34436108,1.41806297,0.00000000,1.62054401,1.48024056
-5.20760380,3.64446204,0.04877317,0.34744990,1.45299835,0.00000000,1.67872250,1.50559482
-5.20160080,3.71405332,0.04819797,0.35052047,1.48695091,0.00000000,1.73453619,1.52980476
-5.19559780,3.77874372,0.04737330,0.35333439,1.51912619,0.00000000,1.78720506,1.55209085
-5.18959480,3.83683636,0.04630319,0.35568548,1.54879752,0.00000000,1.83598883,1.57176790
-5.18359180,3.88686175,0.04499789,0.35740091,1.57531566,0.00000000,1.88019162,1.58825569
-5.17758879,3.92759661,0.04347335,0.35834154,1.59811767,0.00000000,1.91916758,1.60108752
-5.17158579,3.95807931,0.04175054,0.35840155,1.61673513,0.00000000,1.95232766,1.60991670
-5.16558279,3.97762227,0.03985453,0.35750766,1.63080187,0.00000000,1.97914789,1.61452112
-5.15957979,3.98582121,0.03781360,0.35561789,1.64006106,0.00000000,1.99917914,1.61480562
-5.15357679,3.98256099,0.03565817,0.35271999,1.64437152,0.00000000,2.01205797,1.61080229
-5.14757379,3.96801766,0.03341981,0.34882961,1.64371294,0.00000000,2.01751832,1.60266837
-5.14157079,3.94265599,0.03113026,0.34398818,1.63818960,0.00000000,2.01540312,1.59068151
-5.13556778,3.90722166,0.02882047,0.33826064,1.62803212,0.00000000,2.00567518,1.57523240
-5.12956478,3.86272757,0.02651983,0.33173276,1.61359674,0.00000000,1.98842630,1.55681432
-5.12356178,3.81043341,0.02425550,0.32450840,1.59536164,0.00000000,1.96388380,1.53600979
-5.11755878,3.75181820,0.02205182,0.31670627,1.57392008,0.00000000,1.93241348,1.51347425
-5.11155578,3.68854560,0.01992995,0.30845664,1.54996989,0.00000000,1.89451838,1.48991686
-5.10555278,3.62242241,0.01790765,0.29989760,1.52429940,0.00000000,1.85083282,1.46607902
-5.09954977,3.55535080,0.01599914,0.29117123,1.49776984,0.00000000,1.80211140,1.44271094
-5.09354677,3.48927556,0.01421516,0.28241960,1.47129459,0.00000000,1.74921319,1.42054711
-5.08754377,3.42612795,0.01256312,0.27378072,1.44581572,0.00000000,1.69308132,1.40028143
-5.08154077,3.36776806,0.01104728,0.26538458,1.42227858,0.00000000,1.63471878,1.38254309
-5.07553777,3.31592777,0.00966914,0.25734943,1.40160526,0.00000000,1.57516118,1.36787409
-5.06953477,3.27215689,0.00842769,0.24977839,1.38466794,0.00000000,1.51544788,1.35670956
-5.06353177,3.23777442,0.00731989,0.24275659,1.37226291,0.00000000,1.45659243,1.34936170
-5.05752876,3.21382745,0.00634098,0.23634905,1.36508662,0.00000000,1.39955387,1.34600827
-5.05152576,3.20105926,0.00548491,0.23059915,1.36371436,0.00000000,1.34521009,1.34668620
-5.04552276,3.19988824,0.00474469,0.22552814,1.36858260,0.00000000,1.29433437,1.35129074
-5.03951976,3.21039855,0.00411274,0.22113538,1.37997566,0.00000000,1.24757621,1.35958021
-5.03351676,3.23234285,0.00358118,0.21739954,1.39801717,0.00000000,1.20544710,1.37118625
-5.02751376,3.26515705,0.00314207,0.21428065,1.42266672,0.00000000,1.16831181,1.38562912
-5.02151076,3.30798627,0.00278770,0.21172284,1.45372181,0.00000000,1.13638535,1.40233726
-5.01550775,3.35972076,0.00251072,0.20965769,1.49082501,0.00000000,1.10973564,1.42067027
-5.00950475,3.41904029,0.00230428,0.20800813,1.53347609,0.00000000,1.08829149,1.43994427
-5.00350175,3.48446493,0.00216220,0.20669244,1.58104880,0.00000000,1.07185538,1.45945825
-4.99749875,3.55441014,0.00207899,0.20562849,1.63281162,0.00000000,1.06012032,1.47852050
-4.99149575,3.62724396,0.00204993,0.20473777,1.68795185,0.00000000,1.05268994,1.49647372
-4.98549275,3.70134424,0.00207111,0.20394913,1.74560243,0.00000000,1.04910087,1.51271793
-4.97948974,3.77515366,0.00213941,0.20320209,1.80487047,0.00000000,1.04884642,1.52673016
-4.97348674,3.84723098,0.00225251,0.20244956,1.86486673,0.00000000,1.05140068,1.53808044
-4.96748374,3.91629688,0.00240885,0.20165986,1.92473519,0.00000000,1.05624199,1.54644343
-4.96148074,3.98127316,0.00260759,0.20081803,1.98368165,0.00000000,1.06287509,1.55160571
-4.95547774,4.04131445,0.00284855,0.19992637,2.04100073,0.00000000,1.07085116,1.55346863
-4.94947474,4.09583171,0.00313214,0.19900422,2.09610004,0.00000000,1.07978503,1.55204701
-4.94347174,4.14450732,0.00345927,0.19808710,2.14852098,0.00000000,1.08936928,1.54746413
-4.93746873,4.18730151,0.00383124,0.19722512,2.19795525,0.00000000,1.09938461,1.53994355
-4.93146573,4.22445031,0.00424962,0.19648095,2.24425632,0.00000000,1.10970634,1.52979829
-4.92546273,4.25645517,0.00471613,0.19592724,2.28744543,0.00000000,1.12030696,1.51741814
-4.91945973,4.28406465,0.00523253,0.19564376,2.32771152,0.00000000,1.13125447,1.50325564
-4.91345673,4.30824871,0.00580042,0.19571426,2.36540486,0.00000000,1.14270693,1.48781127
-4.90745373,4.33016590,0.00642112,0.19622316,2.40102433,0.00000000,1.15490306,1.47161841
-4.90145073,4.35112444,0.00709554,0.19725217,2.43519840,0.00000000,1.16814945,1.45522836
-4.89544772,4.37253765,0.00782398,0.19887697,2.46866023,0.00000000,1.18280465,1.43919572
-4.88944472,4.39587467,0.00860607,0.20116390,2.50221741,0.00000000,1.19926063,1.42406433
-4.88344172,4.42260760,0.00944057,0.20416689,2.53671726,0.00000000,1.21792225,1.41035386
-4.87743872,4.45415600,0.01032532,0.20792451,2.57300870,0.00000000,1.23918531,1.39854703
-4.87143572,4.49183034,0.01125712,0.21245741,2.61190184,0.00000000,1.26341394,1.38907766
-4.86543272,4.53677561,0.01223170,0.21776604,2.65412696,0.00000000,1.29091810,1.38231938
-4.85942971,4.58991709,0.01324367,0.22382889,2.70029410,0.00000000,1.32193201,1.37857526
-4.85342671,4.65190978,0.01428654,0.23060114,2.75085508,0.00000000,1.35659418,1.37806840
-4.84742371,4.72309357,0.01535272,0.23801395,2.80606941,0.00000000,1.39493009,1.38093369
-4.84142071,4.80345595,0.01643359,0.24597437,2.86597572,0.00000000,1.43683795,1.38721105
-4.83541771,4.89260419,0.01751959,0.25436600,2.93036994,0.00000000,1.48207844,1.39684048
-4.82941471,4.98974857,0.01860034,0.26305036,2.99879168,0.00000000,1.53026896,1.40965928
-4.82341171,5.09369835,0.01966475,0.27186910,3.07051947,0.00000000,1.58088278,1.42540181
-4.81740870,5.20287126,0.02070120,0.28064696,3.14457575,0.00000000,1.63325333,1.44370229
-4.81140570,5.31531758,0.02169770,0.28919549,3.21974171,0.00000000,1.68658399,1.46410076
-4.80540270,5.42875858,0.02264210,0.29731752,3.29458200,0.00000000,1.73996299,1.48605250
-4.79939970,5.54063921,0.02352229,0.30481214,3.36747876,0.00000000,1.79238336,1.50894101
-4.79339670,5.64819372,0.02432641,0.31148016,3.43667408,0.00000000,1.84276737,1.53209436
-4.78739370,5.74852261,0.02504308,0.31712982,3.50031959,0.00000000,1.88999471,1.55480459
-4.78139070,5.83867861,0.02566162,0.32158262,3.55653163,0.00000000,1.93293371,1.57634967
-4.77538769,5.91575863,0.02617227,0.32467891,3.60344995,0.00000000,1.97047431,1.59601738
-4.76938469,5.97699853,0.02656644,0.32628312,3.63929791,0.00000000,2.00156185,1.61313003
-4.76338169,6.01986684,0.02683689,0.32628842,3.66244186,0.00000000,2.02523026,1.62706917
-4.75737869,6.04215376,0.02697794,0.32462050,3.67144727,0.00000000,2.04063346,1.63729900
-4.75137569,6.04205141,0.02698562,0.32124039,3.66512963,0.00000000,2.04707367,1.64338755
-4.74537269,6.01822200,0.02685786,0.31614613,3.64259765,0.00000000,2.04402544,1.64502418
-4.73936968,5.96985051,0.02659455,0.30937320,3.60328738,0.00000000,2.03115445,1.64203274
-4.73336668,5.89667949,0.02619763,0.30099378,3.54698543,0.00000000,2.00833011,1.63437933
-4.72736368,5.79902409,0.02567109,0.29111475,3.47384061,0.00000000,1.97563155,1.62217413
-4.72136068,5.67776643,0.02502096,0.27987454,3.38436336,0.00000000,1.93334653,1.60566709
-4.71535768,5.53432948,0.02425520,0.26743913,3.27941303,0.00000000,1.88196338,1.58523736
-4.70935468,5.37063134,0.02338357,0.25399710,3.16017371,0.00000000,1.82215634,1.56137698
-4.70335168,5.18902207,0.02241743,0.23975426,3.02811962,0.00000000,1.75476474,1.53466939
-4.69734867,4.99220576,0.02136947,0.22492794,2.88497160,0.00000000,1.68076707,1.50576388
-4.69134567,4.78315156,0.02025348,0.20974113,2.73264673,0.00000000,1.60125102,1.47534714
-4.68534267,4.56499767,0.01908398,0.19441691,2.57320316,0.00000000,1.51738075,1.44411341
-4.67933967,4.34095250,0.01787592,0.17917324,2.40878251,0.00000000,1.43036275,1.41273474
-4.67333667,4.11419769,0.01664431,0.16421828,2.24155217,0.00000000,1.34141179,1.38183288
-4.66733367,3.88779689,0.01540390,0.14974653,2.07364983,0.00000000,1.25171821,1.35195431
-4.66133067,3.66461424,0.01416882,0.13593573,1.90713218,0.00000000,1.16241790,1.32354977
