energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.82591296,5.33399967,0.02835745,0.66808624,0.17384316,4.06822019,2.08335496,0.06939581,1.52457620
-5.81990995,5.19184895,0.02951198,0.62817835,0.17848329,3.83505562,2.03475812,0.06878372,1.51555770
-5.81390695,5.04621937,0.03061183,0.58784061,0.18231168,3.60006310,1.98353682,0.06811092,1.50646933
-5.80790395,4.89893367,0.03163805,0.54752459,0.18527970,3.36560229,1.93040980,0.06739337,1.49753483
-5.80190095,4.75170675,0.03257258,0.50765294,0.18735366,3.13385864,1.87608575,0.06664760,1.48894656
-5.79589795,4.60611042,0.03339858,0.46861406,0.18851528,2.90681598,1.82124667,0.06589045,1.48085757
-5.78989495,4.46354369,0.03410075,0.43075785,0.18876177,2.68623586,1.76653231,0.06513870,1.47337548
-5.78389195,4.32520933,0.03466566,0.39439278,0.18810546,2.47364335,1.71252626,0.06440879,1.46655819
-5.77788894,4.19209757,0.03508201,0.35978405,0.18657303,2.27031933,1.65974437,0.06371653,1.46041196
-5.77188594,4.06497755,0.03534087,0.32715288,0.18420435,2.07729865,1.60862582,0.06307691,1.45489185
-5.76588294,3.94439677,0.03543583,0.29667683,0.18105112,1.89537389,1.55952750,0.06250395,1.44990491
-5.75987994,3.83068876,0.03536316,0.26849105,0.17717519,1.72510407,1.51272171,0.06201059,1.44531578
-5.75387694,3.72398830,0.03512187,0.24269034,0.17264679,1.56682784,1.46839741,0.06160871,1.44095489
-5.74787394,3.62425368,0.03471365,0.21933182,0.16754272,1.42068030,1.42666481,0.06130911,1.43662852
-5.74187094,3.53129462,0.03414287,0.19843813,0.16194438,1.28661287,1.38756298,0.06112163,1.43213058
-5.73586793,3.44480423,0.03341642,0.18000093,0.15593605,1.16441530,1.35106988,0.06105524,1.42725524
-5.72986493,3.36439333,0.03254352,0.16398453,0.14960309,1.05373905,1.31711425,0.06111809,1.42180962
-5.72386193,3.28962478,0.03153548,0.15032953,0.14303039,0.95412132,1.28558827,0.06131761,1.41562584
-5.71785893,3.22004594,0.03040544,0.13895631,0.13630088,0.86500877,1.25636040,0.06166046,1.40857153
-5.71185593,3.15521711,0.02916802,0.12976817,0.12949429,0.78578040,1.22928727,0.06215244,1.40055792
-5.70585293,3.09473427,0.02783901,0.12265417,0.12268603,0.71576878,1.20422403,0.06279831,1.39154499
-5.69984992,3.03824471,0.02643500,0.11749148,0.11594623,0.65427925,1.18103227,0.06360139,1.38154315
-5.69384692,2.98545478,0.02497304,0.11414733,0.10933897,0.60060668,1.15958522,0.06456319,1.37061114
-5.68784392,2.93612949,0.02347027,0.11248044,0.10292165,0.55404947,1.13976997,0.06568282,1.35885035
-5.68184092,2.89008441,0.02194357,0.11234215,0.09674451,0.51392081,1.12148660,0.06695638,1.34639565
-5.67583792,2.84717077,0.02040931,0.11357726,0.09085022,0.47955722,1.10464472,0.06837634,1.33340352
-5.66983492,2.80725559,0.01888298,0.11602465,0.08527374,0.45032460,1.08915774,0.06993088,1.32003811
-5.66383192,2.77019855,0.01737902,0.11951788,0.08004216,0.42562202,1.07493570,0.07160335,1.30645643
-5.65782891,2.73582819,0.01591058,0.12388596,0.07517482,0.40488383,1.06187748,0.07337184,1.29279357
-5.65182591,2.70391974,0.01448937,0.12895420,0.07068347,0.38758034,1.04986339,0.07520896,1.27914930
-5.64582291,2.67417706,0.01312555,0.13454558,0.06657269,0.37321768,1.03874886,0.07708186,1.26557709
-5.63981991,2.64622065,0.01182766,0.14048246,0.06284039,0.36133724,1.02836040,0.07895250,1.25207648
-5.63381691,2.61958371,0.01060262,0.14658877,0.05947857,0.35151513,1.01849420,0.08077822,1.23858970
-5.62781391,2.59371720,0.00945576,0.15269280,0.05647422,0.34336197,1.00891806,0.08251270,1.22500289
-5.62181091,2.56800447,0.00839086,0.15863039,0.05381036,0.33652330,0.99937693,0.08410707,1.21115231
-5.61580790,2.54178542,0.00741029,0.16424861,0.05146733,0.33068073,0.98960180,0.08551137,1.19683523
-5.60980490,2.51438911,0.00651512,0.16940970,0.04942415,0.32555383,0.97932198,0.08667616,1.18182516
-5.60380190,2.48517356,0.00570531,0.17399519,0.04765998,0.32090287,0.96827995,0.08755430,1.16589071
-5.59779890,2.45357048,0.00497987,0.17790999,0.04615570,0.31653198,0.95624818,0.08810269,1.14881694
-5.59179590,2.41913267,0.00433707,0.18108637,0.04489545,0.31229280,0.94304696,0.08828405,1.13042820
-5.58579290,2.38158131,0.00377462,0.18348737,0.04386814,0.30808817,0.92856218,0.08806849,1.11061097
-5.57978989,2.34085026,0.00328989,0.18510983,0.04306888,0.30387549,0.91276202,0.08743490,1.08933564
-5.57378689,2.29712491,0.00288007,0.18598643,0.04250021,0.29966965,0.89571148,0.08637201,1.06667565
-5.56778389,2.25087277,0.00254238,0.18618701,0.04217313,0.29554500,0.87758386,0.08487911,1.04282310
-5.56178089,2.20286402,0.00227419,0.18581866,0.04210779,0.29163612,0.85866820,0.08296637,1.01809959
-5.55577789,2.15418002,0.00207318,0.18502474,0.04233391,0.28813730,0.83937224,0.08065473,0.99296180
-5.54977489,2.10620899,0.00193741,0.18398270,0.04289071,0.28530027,0.82022031,0.07797537,0.96800102
-5.54377189,2.06062798,0.00186540,0.18290064,0.04382654,0.28343030,0.80184599,0.07496881,0.94393661
-5.53776888,2.01937140,0.00185617,0.18201277,0.04519792,0.28288054,0.78497953,0.07168365,0.92160327
-5.53176588,1.98458649,0.00190922,0.18157362,0.04706825,0.28404454,0.77043026,0.06817504,0.90193253
-5.52576288,1.95857700,0.00202450,0.18185143,0.04950598,0.28734713,0.75906445,0.06450291,0.88592876
-5.51975988,1.94373636,0.00220230,0.18312050,0.05258243,0.29323387,0.75177914,0.06073009,0.87464076
-5.51375688,1.94247261,0.00244318,0.18565296,0.05636919,0.30215912,0.74947280,0.05692041,0.86912942
-5.50775388,1.95712706,0.00274777,0.18971012,0.06093528,0.31457320,0.75301375,0.05313677,0.87043282
-5.50175088,1.98988952,0.00311666,0.19553341,0.06634404,0.33090895,0.76320711,0.04943936,0.87952973
-5.49574787,2.04271261,0.00355013,0.20333555,0.07264993,0.35156796,0.78076176,0.04588409,0.89730276
-5.48974487,2.11722836,0.00404802,0.21329184,0.07989540,0.37690714,0.80625809,0.04252115,0.92450244
-5.48374187,2.21466989,0.00460950,0.22553220,0.08810784,0.40722586,0.84011794,0.03939396,0.96171354
-5.47773887,2.33580137,0.00523283,0.24013401,0.09729690,0.44275442,0.88257787,0.03653830,1.00932491
-5.47173587,2.48085913,0.00591525,0.25711621,0.10745222,0.48364403,0.93366685,0.03398181,1.06750399
-5.46573287,2.64950691,0.00665278,0.27643488,0.11854176,0.52995905,0.99318961,0.03174381,1.13617732
-5.45972986,2.84080763,0.00744017,0.29798065,0.13051085,0.58167176,1.06071648,0.02983531,1.21501792
-5.45372686,3.05321400,0.00827077,0.32157804,0.14328212,0.63865997,1.13558076,0.02825941,1.30344058
-5.44772386,3.28457961,0.00913662,0.34698711,0.15675626,0.70070789,1.21688398,0.02701185,1.40060558
-5.44172086,3.53219146,0.01002851,0.37390736,0.17081381,0.76751014,1.30350986,0.02608181,1.50543136
-5.43571786,3.79282426,0.01093611,0.40198403,0.18531787,0.83867908,1.39414658,0.02545280,1.61661609
-5.42971486,4.06281576,0.01184822,0.43081663,0.20011774,0.91375507,1.48731752,0.02510380,1.73266798
-5.42371186,4.33816164,0.01275311,0.45996971,0.21505337,0.99221948,1.58141963,0.02501035,1.85194359
-5.41770885,4.61462725,0.01363884,0.48898538,0.22996043,1.07350973,1.67476848,0.02514577,1.97269306
-5.41170585,4.88787281,0.01449372,0.51739737,0.24467594,1.15703586,1.76564871,0.02548231,2.09311091
-5.40570285,5.15358765,0.01530678,0.54474602,0.25904407,1.24219764,1.85236797,0.02599236,2.21139053
-5.39969985,5.40762834,0.01606827,0.57059380,0.27292196,1.32840160,1.93331263,0.02664950,2.32578031
-5.39369685,5.64615529,0.01677015,0.59454054,0.28618521,1.41507685,2.00700282,0.02742950,2.43463918
-5.38769385,5.86576180,0.01740657,0.61623792,0.29873289,1.50168905,2.07214466,0.02831115,2.53648917
-5.38169085,6.06359007,0.01797432,0.63540246,0.31049168,1.58775163,2.12767723,0.02927697,2.63006272
-5.37568784,6.23742856,0.01847320,0.65182651,0.32141892,1.67283386,2.17281229,0.03031371,2.71434243
-5.36968484,6.38578622,0.01890629,0.66538655,0.33150451,1.75656516,2.20706469,0.03141262,2.78859169
-5.36368184,6.50793986,0.01928013,0.67604864,0.34077139,1.83863570,2.23027193,0.03256960,2.85237437
-5.35767884,6.60395202,0.01960476,0.68387046,0.34927458,1.91879337,2.24260185,0.03378499,2.90556283
-5.35167584,6.67465847,0.01989366,0.68900008,0.35709879,1.99683737,2.24454778,0.03506330,2.94833384
-5.34567284,6.72162554,0.02016348,0.69167118,0.36435469,2.07260918,2.23691119,0.03641256,2.98115243
-5.33966983,6.74707907,0.02043369,0.69219527,0.37117387,2.14598165,2.22077249,0.03784365,3.00474461
-5.33366683,6.75380820,0.02072606,0.69095086,0.37770285,2.21684702,2.19745103,0.03936929,3.02006025
-5.32766383,6.74504839,0.02106400,0.68837038,0.38409616,2.28510510,2.16845604,0.04100307,3.02822775
-5.32166083,6.72434886,0.02147183,0.68492524,0.39050908,2.35065230,2.13543053,0.04275822,3.03050286
-5.31565783,6.69543053,0.02197396,0.68110968,0.39709002,2.41337252,2.10009061,0.04464649,3.02821393
-5.30965483,6.66204061,0.02259394,0.67742416,0.40397313,2.47313069,2.06416274,0.04667694,3.02270597
-5.30365183,6.62781015,0.02335360,0.67435891,0.41127126,2.52976919,2.02932160,0.04885483,3.01528626
-5.29764882,6.59612054,0.02427211,0.67237828,0.41906974,2.58310764,1.99713108,0.05118060,3.00717354
-5.29164582,6.56998414,0.02536512,0.67190650,0.42742113,2.63294583,1.96899090,0.05364910,2.99945290
-5.28564282,6.55194350,0.02664396,0.67331520,0.43634127,2.67906965,1.94609065,0.05624894,2.99303816
-5.27963982,6.54399275,0.02811502,0.67691324,0.44580667,2.72125924,1.92937330,0.05896214,2.98864282
-5.27363682,6.54752320,0.02977920,0.68293893,0.45575363,2.75929891,1.91950893,0.06176410,2.98676051
-5.26763382,6.56329457,0.03163160,0.69155476,0.46607884,2.79298783,1.91687992,0.06462382,2.98765527
-5.26163082,6.59143157,0.03366136,0.70284479,0.47664175,2.82215056,1.92157731,0.06750445,2.99136158
-5.25562781,6.63144500,0.03585177,0.71681436,0.48726846,2.84664679,1.93340846,0.07036412,2.99769366
-5.24962481,6.68227526,0.03818058,0.73339212,0.49775716,2.86637933,1.95191511,0.07315711,3.00626329
-5.24362181,6.74235567,0.04062051,0.75243401,0.50788472,2.88129987,1.97640076,0.07583515,3.01650499
-5.23761881,6.80969207,0.04314000,0.77372893,0.51741451,2.89141213,2.00596589,0.07834898,3.02770739
-5.23161581,6.88195516,0.04570412,0.79700567,0.52610483,2.89677227,2.03954950,0.08064999,3.03904924
-5.22561281,6.95658147,0.04827569,0.82194098,0.53371782,2.89748657,2.07597490,0.08269194,3.04963865
-5.21960980,7.03087887,0.05081641,0.84816817,0.54002848,2.89370679,2.11399796,0.08443265,3.05855398
-5.21360680,7.10213274,0.05328814,0.87528623,0.54483333,2.88562351,2.15235585,0.08583557,3.06488482
-5.20760380,7.16770876,0.05565417,0.90286898,0.54795848,2.87345822,2.18981431,0.08687124,3.06777169
-5.20160080,7.22514895,0.05788041,0.93047425,0.54926660,2.85745465,2.22521187,0.08751844,3.06644299
-5.19559780,7.27225767,0.05993653,0.95765277,0.54866266,2.83787007,2.25749932,0.08776512,3.06024791
-5.18959480,7.30717489,0.06179692,0.98395662,0.54609802,2.81496712,2.28577320,0.08760896,3.04868425
-5.18359180,7.32843447,0.06344142,1.00894733,0.54157274,2.78900667,2.30930223,0.08705763,3.03142015
-5.17758879,7.33500578,0.06485586,1.03220336,0.53513599,2.76024199,2.32754603,0.08612856,3.00830889
-5.17158579,7.32631753,0.06603234,1.05332697,0.52688454,2.72891460,2.34016556,0.08484849,2.97939633
-5.16558279,7.30226334,0.06696915,1.07195051,0.51695934,2.69525152,2.34702528,0.08325256,2.94492052
-5.15957979,7.26318925,0.06767054,1.08774198,0.50554036,2.65946410,2.34818720,0.08138317,2.90530362
-5.15357679,7.20986381,0.06814611,1.10040992,0.49283992,2.62174797,2.34389729,0.07928852,2.86113619
-5.14757379,7.14343239,0.06841008,1.10970751,0.47909483,2.58228391,2.33456499,0.07702095,2.81315449
-5.14157079,7.06535744,0.06848028,1.11543594,0.46455763,2.54123913,2.32073695,0.07463525,2.76221168
-5.13556778,6.97734754,0.06837710,1.11744693,0.44948738,2.49876872,2.30306602,0.07218674,2.70924380
-5.12956478,6.88127804,0.06812227,1.11564445,0.43414040,2.45501690,2.28227698,0.06972952,2.65523219
-5.12356178,6.77910681,0.06773776,1.10998549,0.41876140,2.41011779,2.25913052,0.06731471,2.60116364
-5.11755878,6.67278863,0.06724459,1.10048006,0.40357528,2.36419563,2.23438682,0.06498887,2.54799021
-5.11155578,6.56419209,0.06666187,1.08719026,0.38878010,2.31736442,2.20877054,0.06279265,2.49659035
-5.10555278,6.45502263,0.06600597,1.07022859,0.37454132,2.26972705,2.18293843,0.06075966,2.44773320
-5.09954977,6.34675514,0.06528987,1.04975545,0.36098775,2.22137427,2.15745111,0.05891566,2.40204767
-5.09354677,6.24057938,0.06452279,1.02597595,0.34820904,2.17238366,2.13275016,0.05727807,2.35999803
-5.08754377,6.13736073,0.06371000,0.99913618,0.33625506,2.12281900,2.10914157,0.05585580,2.32186697
-5.08154077,6.03761814,0.06285301,0.96951902,0.32513685,2.07273055,2.08678610,0.05464946,2.28774733
-5.07553777,5.94152060,0.06194980,0.93743950,0.31482924,2.02215634,2.06569726,0.05365178,2.25754294
-5.06953477,5.84890218,0.06099545,0.90324011,0.30527484,1.97112493,2.04574671,0.05284844,2.23097872
-5.06353177,5.75929541,0.05998278,0.86728590,0.29638908,1.91965979,2.02667710,0.05221910,2.20761962
-5.05752876,5.67198112,0.05890322,0.82995961,0.28806627,1.86778521,2.00812167,0.05173864,2.18689785
-5.05152576,5.58605275,0.05774767,0.79165702,0.28018605,1.81553381,1.98962964,0.05137856,2.16814700
-5.04552276,5.50049193,0.05650743,0.75278232,0.27262013,1.76295524,1.97069651,0.05110849,2.15064162
-5.03951976,5.41425170,0.05517506,0.71374382,0.26523900,1.71012580,1.95079751,0.05089777,2.13364046
-5.03351676,5.32634329,0.05374518,0.67494984,0.25791817,1.65715830,1.92942296,0.05071697,2.11643122
-5.02751376,5.23592205,0.05221514,0.63680481,0.25054390,1.60421175,1.90611359,0.05053932,2.09837471
-5.02151076,5.14236823,0.05058556,0.59970560,0.24301802,1.55149992,1.88049437,0.05034210,2.07894628
-5.01550775,5.04535839,0.04886064,0.56403786,0.23526186,1.49929836,1.85230498,0.05010773,2.05777241
-5.00950475,4.94492354,0.04704838,0.53017251,0.22721905,1.44794899,1.82142561,0.04982473,2.03466064
-5.00350175,4.84149102,0.04516050,0.49846213,0.21885725,1.39786185,1.78789667,0.04948833,2.00962116
-4.99749875,4.73590735,0.04321232,0.46923734,0.21016873,1.34951338,1.75193152,0.04910089,1.98287909
-4.99149575,4.62944080,0.04122234,0.44280293,0.20116998,1.30344101,1.71392144,0.04867189,1.95487638
-4.98549275,4.52376280,0.03921180,0.41943399,0.19190035,1.26023393,1.67443264,0.04821778,1.92626335
-4.97948974,4.42090870,0.03720406,0.39937173,0.18241987,1.22052010,1.63419527,0.04776136,1.89787979
-4.97348674,4.32321926,0.03522395,0.38281930,0.17280646,1.18494965,1.59408499,0.04733098,1.87072652
-4.96748374,4.23326513,0.03329699,0.36993758,0.16315267,1.15417541,1.55509780,0.04695947,1.84592832
-4.96148074,4.15375739,0.03144870,0.36084108,0.15356211,1.12883094,1.51831920,0.04668285,1.82468998
-4.95547774,4.08744795,0.02970383,0.35559411,0.14414581,1.10950708,1.48488919,0.04653884,1.80824707
-4.94947474,4.03702404,0.02808568,0.35420741,0.13501858,1.09672784,1.45596429,0.04656533,1.79781373
-4.94347174,4.00500124,0.02661542,0.35663550,0.12629558,1.09092680,1.43267852,0.04679874,1.79452953
-4.93746873,3.99361978,0.02531153,0.36277490,0.11808918,1.09242485,1.41610472,0.04727235,1.79940784
-4.93146573,4.00474828,0.02418935,0.37246351,0.11050624,1.10141054,1.40721780,0.04801478,1.81328780
-4.92546273,4.03979936,0.02326062,0.38548126,0.10364579,1.11792388,1.40686143,0.04904856,1.83679202
-4.91945973,4.09966043,0.02253323,0.40155229,0.09759718,1.14184446,1.41571925,0.05038882,1.87029186
-4.91345673,4.18464268,0.02201105,0.42034862,0.09243877,1.17288467,1.43429179,0.05204228,1.91388176
-4.90745373,4.29445044,0.02169379,0.44149552,0.08823696,1.21058838,1.46287961,0.05400649,1.96736379
-4.90145073,4.42817218,0.02157708,0.46457845,0.08504568,1.25433559,1.50157325,0.05626940,2.03024314
-4.89544772,4.58429357,0.02165256,0.48915138,0.08290622,1.30335290,1.55025023,0.05880917,2.10173487
-4.88944472,4.76073204,0.02190809,0.51474649,0.08184735,1.35672969,1.60857881,0.06159449,2.18078167
-4.88344172,4.95489180,0.02232805,0.54088479,0.08188558,1.41343966,1.67602838,0.06458508,2.26608211
-4.87743872,5.16373694,0.02289372,0.56708745,0.08302569,1.47236698,1.75188583,0.06773266,2.35612837
-4.87143572,5.38388020,0.02358374,0.59288737,0.08526126,1.53233627,1.83527728,0.07098216,2.44925205
-4.86543272,5.61168397,0.02437459,0.61784066,0.08857530,1.59214534,1.92519421,0.07427327,2.54367639
-4.85942971,5.84337001,0.02524115,0.64153754,0.09294099,1.65059971,2.02052317,0.07754218,2.63757306
-4.85342671,6.07513394,0.02615732,0.66361230,0.09832230,1.70654749,2.12007807,0.08072355,2.72912129
-4.84742371,6.30326055,0.02709661,0.68375188,0.10467480,1.75891359,2.22263392,0.08375259,2.81656746
-4.84142071,6.52423594,0.02803279,0.70170292,0.11194637,1.80673189,2.32696110,0.08656717,2.89828265
-4.83541771,6.73485274,0.02894050,0.71727685,0.12007811,1.84917431,2.43185907,0.08910992,2.97281636
-4.82941471,6.93230470,0.02979588,0.73035299,0.12900516,1.88557568,2.53618859,0.09133024,3.03894421
-4.82341171,7.11426771,0.03057710,0.74087961,0.13865776,1.91545355,2.63890138,0.09318612,3.09570813
-4.81740870,7.27896436,0.03126491,0.74887295,0.14896228,1.93852210,2.73906650,0.09464570,3.14244724
-4.81140570,7.42520983,0.03184306,0.75441427,0.15984237,1.95469981,2.83589240,0.09568852,3.17881862
-4.80540270,7.55243753,0.03229869,0.75764523,0.17122011,1.96411033,2.92874403,0.09630637,3.20480691
-4.79939970,7.66070350,0.03262255,0.75876174,0.18301720,1.96707666,3.01715432,0.09650379,3.22072233
-4.79339670,7.75066898,0.03280917,0.75800665,0.19515603,1.96410863,3.10082937,0.09629806,3.22718727
-4.78739370,7.82356170,0.03285693,0.75566141,0.20756064,1.95588411,3.17964709,0.09571876,3.22511158
-4.78139070,7.88111665,0.03276796,0.75203722,0.22015744,1.94322443,3.25364910,0.09480683,3.21565746
-4.77538769,7.92549803,0.03254793,0.74746569,0.23287570,1.92706487,3.32302573,0.09361332,3.20019506
-4.76938469,7.95920471,0.03220577,0.74228949,0.24564754,1.90842102,3.38809463,0.09219758,3.18025017
-4.76338169,7.98496215,0.03175329,0.73685297,0.25840772,1.88835223,3.44927331,0.09062528,3.15744596
-4.75737869,8.00560433,0.03120462,0.73149308,0.27109286,1.86792326,3.50704671,0.08896605,3.13344063
-4.75137569,8.02394972,0.03057573,0.72653065,0.28364039,1.84816545,3.56193073,0.08729102,3.10986330
-4.74537269,8.04267596,0.02988379,0.72226218,0.29598702,1.83003884,3.61443341,0.08567020,3.08825052
-4.73936968,8.06419797,0.02914652,0.71895213,0.30806717,1.81439647,3.66501523,0.08416991,3.06998576
-4.73336668,8.09055450,0.02838159,0.71682597,0.31981112,1.80195235,3.71405061,0.08285032,3.05624443
-4.72736368,8.12330807,0.02760603,0.71606390,0.33114325,1.79325425,3.76179258,0.08176318,3.04794641
-4.72136068,8.16346302,0.02683565,0.71679551,0.34198061,1.78866255,3.80834253,0.08094982,3.04571854
-4.71535768,8.21140587,0.02608457,0.71909535,0.35223173,1.78833596,3.85362715,0.08043956,3.04986847
-4.70935468,8.26687147,0.02536483,0.72297974,0.36179609,1.79222505,3.89738410,0.08024854,3.06037143
-4.70335168,8.32893758,0.02468611,0.72840479,0.37056433,1.80007388,3.93915782,0.08037905,3.07687081
-4.69734867,8.39604926,0.02405559,0.73526599,0.37841925,1.81142994,3.97830639,0.08081934,3.09869271
-4.69134567,8.46607321,0.02347786,0.74339935,0.38523765,1.82566229,4.01401973,0.08154411,3.12487447
-4.68534267,8.53638092,0.02295505,0.75258437,0.39089316,1.84198729,4.04534889,0.08251531,3.15420617
-4.67933967,8.60395780,0.02248703,0.76254890,0.39525976,1.85950118,4.07124558,0.08368368,3.18528366
-4.67333667,8.66553446,0.02207168,0.77297581,0.39821606,1.87721813,4.09061032,0.08499054,3.21657116
-4.66733367,8.71773462,0.02170530,0.78351164,0.39965004,1.89411253,4.10234717,0.08637012,3.24647095
-4.66133067,8.75723354,0.02138310,0.79377689,0.39946404,1.90916368,4.10542238,0.08775208,3.27339714
-4.65532766,8.78091973,0.02109968,0.80337784,0.39757972,1.92140098,4.09892416,0.08906427,3.29585039
-4.64932466,8.78605261,0.02084956,0.81191954,0.39394274,1.92994786,4.08212029,0.09023560,3.31249032
-4.64332166,8.77040837,0.02062770,0.81901953,0.38852684,1.93406231,4.05451054,0.09119881,3.32220220
-4.63731866,8.73240714,0.02043001,0.82432192,0.38133706,1.93317245,4.01587096,0.09189319,3.32415496
-4.63131566,8.67121484,0.02025371,0.82751111,0.37241193,1.92690519,3.96628733,0.09226698,3.31784762
-4.62531266,8.58681462,0.02009772,0.82832472,0.36182438,1.91510702,3.90617578,0.09227944,3.30314210
-4.61930965,8.48004383,0.01996288,0.82656515,0.34968143,1.89785567,3.83628907,0.09190250,3.28028052
-4.61330665,8.35259450,0.01985210,0.82210916,0.33612248,1.87546219,3.75770786,0.09112195,3.24988634
-4.60730365,8.20697679,0.01977032,0.81491509,0.32131634,1.84846334,3.67181696,0.08993801,3.21294892
-4.60130065,8.04644673,0.01972444,0.80502731,0.30545720,1.81760456,3.58026756,0.08836541,3.17079240
-4.59529765,7.87490158,0.01972306,0.79257759,0.28875954,1.78381429,3.48492685,0.08643293,3.12502998
-4.58929465,7.69674721,0.01977619,0.77778338,0.27145249,1.74817086,3.38781743,0.08418239,3.07750590
-4.58329165,7.51674382,0.01989478,0.76094280,0.25377356,1.71186329,3.29104921,0.08166718,3.03022758
-4.57728864,7.33983674,0.02009023,0.74242679,0.23596245,1.67614790,3.19674696,0.07895042,2.98529103
-4.57128564,7.17098017,0.02037392,0.72266835,0.21825479,1.64230255,3.10697684,0.07610277,2.94480284
-4.56528264,7.01496157,0.02075654,0.70214963,0.20087638,1.61158056,3.02367525,0.07320005,2.91080228
-4.55927964,6.87623452,0.02124764,0.68138706,0.18403802,1.58516619,2.94858328,0.07032069,2.88518674
-4.55327664,6.75876698,0.02185504,0.66091539,0.16793110,1.56413360,2.88318955,0.06754325,2.86964375
-4.54727364,6.66591146,0.02258436,0.64127101,0.15272412,1.54941090,2.82868394,0.06494384,2.86559246
-4.54127064,6.60030192,0.02343865,0.62297539,0.13856013,1.54175067,2.78592406,0.06259389,2.87413657
-4.53526763,6.56378125,0.02441808,0.60651918,0.12555522,1.54170786,2.75541576,0.06055798,2.89603071
-4.52926463,6.55736149,0.02551970,0.59234752,0.11379788,1.54962594,2.73730813,0.05889205,2.93166114
-4.52326163,6.58121732,0.02673737,0.58084720,0.10334925,1.56563138,2.73140301,0.05764190,2.98104108
-4.51725863,6.63471219,0.02806183,0.57233589,0.09424411,1.58963642,2.73717815,0.05684208,3.04382051
-4.51125563,6.71645452,0.02948078,0.56705402,0.08649242,1.62134967,2.75382282,0.05651517,3.11930942
-4.50525263,6.82438079,0.03097917,0.56515925,0.08008139,1.66029369,2.78028392,0.05667139,3.20651293
-4.49924962,6.95586075,0.03253960,0.56672384,0.07497781,1.70582856,2.81532036,0.05730864,3.30417657
-4.49324662,7.10781964,0.03414272,0.57173467,0.07113051,1.75718003,2.85756340,0.05841288,3.41083919
