energy_ev,total_up,Ga_p_up,Ga_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,0.91455952,0.02590264,0.00000000,1.27307427,0.23762503,0.00512608,0.24470169
-5.99399700,0.93055081,0.02491606,0.00000000,1.29575013,0.24322550,0.00534267,0.24452157
-5.98799400,0.94667298,0.02401326,0.00000000,1.31828959,0.24878762,0.00554813,0.24459388
-5.98199100,0.96197172,0.02318436,0.00000000,1.33945166,0.25404350,0.00573707,0.24472533
-5.97598799,0.97552829,0.02241761,0.00000000,1.35803051,0.25873791,0.00590436,0.24472208
-5.96998499,0.98648365,0.02170002,0.00000000,1.37289032,0.26263453,0.00604519,0.24439595
-5.96398199,0.99406184,0.02101799,0.00000000,1.38299908,0.26552201,0.00615531,0.24357072
-5.95797899,0.99759148,0.02035797,0.00000000,1.38745989,0.26721943,0.00623112,0.24208797
-5.95197599,0.99652431,0.01970707,0.00000000,1.38553807,0.26758097,0.00626979,0.23981244
-5.94597299,0.99044983,0.01905360,0.00000000,1.37668289,0.26649955,0.00626937,0.23663648
-5.93996998,0.97910538,0.01838753,0.00000000,1.36054281,0.26390924,0.00622883,0.23248337
-5.93396698,0.96238102,0.01770084,0.00000000,1.33697340,0.25978626,0.00614812,0.22730939
-5.92796398,0.94031905,0.01698775,0.00000000,1.30603770,0.25414858,0.00602811,0.22110460
-5.92196098,0.91310816,0.01624487,0.00000000,1.26799902,0.24705408,0.00587061,0.21389227
-5.91595798,0.88107253,0.01547114,0.00000000,1.22330655,0.23859742,0.00567826,0.20572694
-5.90995498,0.84465646,0.01466775,0.00000000,1.17257467,0.22890568,0.00545444,0.19669144
-5.90395198,0.80440525,0.01383793,0.00000000,1.11655695,0.21813305,0.00520312,0.18689287
-5.89794897,0.76094337,0.01298666,0.00000000,1.05611627,0.20645481,0.00492878,0.17645785
-5.89194597,0.71495090,0.01212031,0.00000000,0.99219237,0.19406086,0.00463617,0.16552726
-5.88594297,0.66713925,0.01124628,0.00000000,0.92576849,0.18114911,0.00433024,0.15425079
-5.87993997,0.61822742,0.01037261,0.00000000,0.85783856,0.16791904,0.00401593,0.14278145
-5.87393697,0.56891959,0.00950757,0.00000000,0.78937618,0.15456555,0.00369806,0.13127043
-5.86793397,0.51988495,0.00865933,0.00000000,0.72130675,0.14127359,0.00338117,0.11986234
-5.86193097,0.47174048,0.00783563,0.00000000,0.65448355,0.12821344,0.00306944,0.10869117
-5.85592796,0.42503707,0.00704352,0.00000000,0.58966857,0.11553701,0.00276660,0.09787697
-5.84992496,0.38024933,0.00628910,0.00000000,0.52751831,0.10337513,0.00247585,0.08752338
-5.84392196,0.33776916,0.00557746,0.00000000,0.46857480,0.09183581,0.00219982,0.07771599
-5.83791896,0.29790286,0.00491252,0.00000000,0.41326167,0.08100350,0.00194060,0.06852157
-5.83191596,0.26087167,0.00429701,0.00000000,0.36188474,0.07093929,0.00169968,0.05998804
-5.82591296,0.22681516,0.00373253,0.00000000,0.31463679,0.06168190,0.00147801,0.05214516
-5.81990995,0.19579711,0.00321956,0.00000000,0.27160563,0.05324923,0.00127604,0.04500579
-5.81390695,0.16781329,0.00275761,0.00000000,0.23278485,0.04564059,0.00109378,0.03856755
-5.80790395,0.14280046,0.00234530,0.00000000,0.19808635,0.03883912,0.00093083,0.03281481
-5.80190095,0.12064625,0.00198055,0.00000000,0.16735393,0.03281452,0.00078648,0.02772094
-5.79589795,0.10119923,0.00166068,0.00000000,0.14037731,0.02752578,0.00065974,0.02325053
-5.78989495,0.08427877,0.00138258,0.00000000,0.11690576,0.02292394,0.00054946,0.01936162
-5.78389195,0.06968439,0.00114286,0.00000000,0.09666107,0.01895456,0.00045433,0.01600783
-5.77788894,0.05720422,0.00093797,0.00000000,0.07934925,0.01556010,0.00037298,0.01314022
-5.77188594,0.04662245,0.00076432,0.00000000,0.06467087,0.01268190,0.00030399,0.01070906
-5.76588294,0.03772556,0.00061838,0.00000000,0.05232972,0.01026193,0.00024599,0.00866516
-5.75987994,0.03030745,0.00049672,0.00000000,0.04203987,0.00824416,0.00019762,0.00696109
-5.75387694,0.02417328,0.00039614,0.00000000,0.03353104,0.00657560,0.00015763,0.00555204
-5.74787394,0.01914230,0.00031367,0.00000000,0.02655246,0.00520710,0.00012482,0.00439645
-5.74187094,0.01504957,0.00024659,0.00000000,0.02087539,0.00409382,0.00009814,0.00345641
-5.73586793,0.01174697,0.00019246,0.00000000,0.01629431,0.00319545,0.00007660,0.00269787
-5.72986493,0.00910331,0.00014914,0.00000000,0.01262725,0.00247633,0.00005936,0.00209068
-5.72386193,0.00700396,0.00011474,0.00000000,0.00971522,0.00190527,0.00004567,0.00160852
-5.71785893,0.00535008,0.00008765,0.00000000,0.00742110,0.00145539,0.00003489,0.00122868
-5.71185593,0.00405741,0.00006647,0.00000000,0.00562801,0.00110377,0.00002646,0.00093180
-5.70585293,0.00305501,0.00005005,0.00000000,0.00423755,0.00083112,0.00001992,0.00070158
-5.69984992,0.00228378,0.00003741,0.00000000,0.00316773,0.00062136,0.00001489,0.00052444
-5.69384692,0.00169506,0.00002777,0.00000000,0.00235104,0.00046128,0.00001105,0.00038922
-5.68784392,0.00124917,0.00002047,0.00000000,0.00173244,0.00034008,0.00000814,0.00028679
-5.68184092,0.00091412,0.00001499,0.00000000,0.00126755,0.00024909,0.00000596,0.00020980
-5.67583792,0.00066437,0.00001091,0.00000000,0.00092090,0.00018138,0.00000433,0.00015237
-5.66983492,0.00047976,0.00000790,0.00000000,0.00066448,0.00013149,0.00000312,0.00010987
-5.66383192,0.00034452,0.00000571,0.00000000,0.00047637,0.00009520,0.00000224,0.00007866
-5.65782891,0.00024645,0.00000413,0.00000000,0.00033958,0.00006926,0.00000160,0.00005591
-5.65182591,0.00017627,0.00000303,0.00000000,0.00024110,0.00005125,0.00000114,0.00003945
-5.64582291,0.00012698,0.00000230,0.00000000,0.00017109,0.00003941,0.00000081,0.00002764
-5.63981991,0.00009344,0.00000186,0.00000000,0.00012218,0.00003255,0.00000058,0.00001923
-5.63381691,0.00007200,0.00000166,0.00000000,0.00008899,0.00002998,0.00000043,0.00001329
-5.62781391,0.00006020,0.00000170,0.00000000,0.00006767,0.00003142,0.00000033,0.00000912
-5.62181091,0.00005659,0.00000198,0.00000000,0.00005559,0.00003703,0.00000028,0.00000622
-5.61580790,0.00006059,0.00000252,0.00000000,0.00005114,0.00004739,0.00000026,0.00000423
-5.60980490,0.00007245,0.00000340,0.00000000,0.00005349,0.00006359,0.00000028,0.00000287
-5.60380190,0.00009322,0.00000471,0.00000000,0.00006258,0.00008727,0.00000033,0.00000196
-5.59779890,0.00012481,0.00000660,0.00000000,0.00007901,0.00012074,0.00000042,0.00000137
-5.59179590,0.00017014,0.00000926,0.00000000,0.00010405,0.00016721,0.00000055,0.00000101
-5.58579290,0.00023331,0.00001296,0.00000000,0.00013973,0.00023091,0.00000073,0.00000082
-5.57978989,0.00031983,0.00001805,0.00000000,0.00018890,0.00031743,0.00000098,0.00000075
-5.57378689,0.00043700,0.00002502,0.00000000,0.00025539,0.00043406,0.00000131,0.00000081
-5.56778389,0.00059428,0.00003447,0.00000000,0.00034419,0.00059018,0.00000175,0.00000097
-5.56178089,0.00080385,0.00004721,0.00000000,0.00046168,0.00079780,0.00000233,0.00000126
-5.55577789,0.00108121,0.00006427,0.00000000,0.00061590,0.00107217,0.00000307,0.00000169
-5.54977489,0.00144595,0.00008695,0.00000000,0.00081693,0.00143249,0.00000402,0.00000230
-5.54377189,0.00192262,0.00011693,0.00000000,0.00107724,0.00190279,0.00000523,0.00000315
-5.53776888,0.00254176,0.00015629,0.00000000,0.00141215,0.00251296,0.00000677,0.00000431
-5.53176588,0.00334114,0.00020764,0.00000000,0.00184038,0.00329984,0.00000870,0.00000587
-5.52576288,0.00436706,0.00027419,0.00000000,0.00238453,0.00430860,0.00001110,0.00000796
-5.51975988,0.00567596,0.00035990,0.00000000,0.00307181,0.00559418,0.00001409,0.00001072
-5.51375688,0.00733609,0.00046957,0.00000000,0.00393467,0.00722295,0.00001776,0.00001436
-5.50775388,0.00942942,0.00060900,0.00000000,0.00501152,0.00927457,0.00002225,0.00001911
-5.50175088,0.01205367,0.00078513,0.00000000,0.00634758,0.01184387,0.00002771,0.00002528
-5.49574787,0.01532454,0.00100619,0.00000000,0.00799560,0.01504303,0.00003428,0.00003324
-5.48974487,0.01937792,0.00128187,0.00000000,0.01001675,0.01900368,0.00004216,0.00004345
-5.48374187,0.02437226,0.00162346,0.00000000,0.01248144,0.02387920,0.00005154,0.00005645
-5.47773887,0.03049086,0.00204400,0.00000000,0.01547004,0.02984689,0.00006262,0.00007291
-5.47173587,0.03794411,0.00255841,0.00000000,0.01907372,0.03711012,0.00007564,0.00009359
-5.46573287,0.04697144,0.00318358,0.00000000,0.02339503,0.04590025,0.00009083,0.00011942
-5.45972986,0.05784309,0.00393848,0.00000000,0.02854844,0.05647828,0.00010845,0.00015148
-5.45372686,0.07086130,0.00484410,0.00000000,0.03466074,0.06913607,0.00012874,0.00019099
-5.44772386,0.08636097,0.00592351,0.00000000,0.04187112,0.08419700,0.00015198,0.00023939
-5.44172086,0.10470955,0.00720164,0.00000000,0.05033114,0.10201590,0.00017842,0.00029827
-5.43571786,0.12630600,0.00870519,0.00000000,0.06020426,0.12297814,0.00020831,0.00036943
-5.42971486,0.15157866,0.01046225,0.00000000,0.07166513,0.14749766,0.00024190,0.00045487
-5.42371186,0.18098188,0.01250197,0.00000000,0.08489839,0.17601383,0.00027941,0.00055677
-5.41770885,0.21499122,0.01485403,0.00000000,0.10009713,0.20898705,0.00032107,0.00067747
-5.41170585,0.25409726,0.01754802,0.00000000,0.11746083,0.24689285,0.00036703,0.00081948
-5.40570285,0.29879776,0.02061275,0.00000000,0.13719283,0.29021462,0.00041746,0.00098543
-5.39969985,0.34958839,0.02407537,0.00000000,0.15949730,0.33943484,0.00047244,0.00117803
-5.39369685,0.40695184,0.02796051,0.00000000,0.18457582,0.39502487,0.00053205,0.00140001
-5.38769385,0.47134579,0.03228929,0.00000000,0.21262347,0.45743352,0.00059628,0.00165410
-5.38169085,0.54318966,0.03707825,0.00000000,0.24382454,0.52707462,0.00066509,0.00194288
-5.37568784,0.62285074,0.04233842,0.00000000,0.27834803,0.60431376,0.00073837,0.00226880
-5.36968484,0.71062995,0.04807423,0.00000000,0.31634295,0.68945482,0.00081595,0.00263403
-5.36368184,0.80674792,0.05428269,0.00000000,0.35793360,0.78272669,0.00089758,0.00304037
-5.35767884,0.91133184,0.06095259,0.00000000,0.40321506,0.88427065,0.00098296,0.00348923
-5.35167584,1.02440386,0.06806393,0.00000000,0.45224887,0.99412921,0.00107172,0.00398147
-5.34567284,1.14587169,0.07558756,0.00000000,0.50505939,1.11223693,0.00116342,0.00451737
-5.33966983,1.27552200,0.08348516,0.00000000,0.56163078,1.23841386,0.00125757,0.00509657
-5.33366683,1.41301739,0.09170949,0.00000000,0.62190491,1.37236231,0.00135362,0.00571802
