energy_ev,total_up,Ge_p_up,Ge_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,1.61012502,0.14650547,0.00000000,0.48036827,1.31329141,0.13796291,0.00000000
-5.99399700,1.62069339,0.14135881,0.00000000,0.47701105,1.32585603,0.13853435,0.00000000
-5.98799400,1.63094978,0.13663268,0.00000000,0.47303489,1.33859685,0.13894994,0.00000000
-5.98199100,1.64080617,0.13227810,0.00000000,0.46857380,1.35135557,0.13924308,0.00000000
-5.97598799,1.65021305,0.12825276,0.00000000,0.46378153,1.36399893,0.13945071,0.00000000
-5.96998499,1.65914415,0.12452091,0.00000000,0.45882196,1.37640889,0.13961053,0.00000000
-5.96398199,1.66758091,0.12105292,0.00000000,0.45385970,1.38847248,0.13975840,0.00000000
-5.95797899,1.67549807,0.11782473,0.00000000,0.44905125,1.40007250,0.13992589,0.00000000
-5.95197599,1.68285141,0.11481729,0.00000000,0.44453751,1.41107979,0.14013844,0.00000000
-5.94597299,1.68956868,0.11201606,0.00000000,0.44043786,1.42134780,0.14041388,0.00000000
-5.93996998,1.69554451,0.10941053,0.00000000,0.43684625,1.43071007,0.14076169,0.00000000
-5.93396698,1.70063975,0.10699403,0.00000000,0.43382940,1.43898104,0.14118287,0.00000000
-5.92796398,1.70468537,0.10476364,0.00000000,0.43142719,1.44596019,0.14167055,0.00000000
-5.92196098,1.70749086,0.10272031,0.00000000,0.42965515,1.45143957,0.14221115,0.00000000
-5.91595798,1.70885659,0.10086913,0.00000000,0.42850871,1.45521420,0.14278613,0.00000000
-5.90995498,1.70858931,0.09921968,0.00000000,0.42796899,1.45709480,0.14337415,0.00000000
-5.90395198,1.70651987,0.09778649,0.00000000,0.42800943,1.45692212,0.14395352,0.00000000
-5.89794897,1.70252175,0.09658935,0.00000000,0.42860297,1.45458176,0.14450469,0.00000000
-5.89194597,1.69652920,0.09565361,0.00000000,0.42972904,1.45001858,0.14501272,0.00000000
-5.88594297,1.68855355,0.09501015,0.00000000,0.43137983,1.44324950,0.14546942,0.00000000
-5.87993997,1.67869632,0.09469515,0.00000000,0.43356535,1.43437374,0.14587515,0.00000000
-5.87393697,1.66715805,0.09474945,0.00000000,0.43631680,1.42357944,0.14623996,0.00000000
-5.86793397,1.65424175,0.09521753,0.00000000,0.43968792,1.41114602,0.14658411,0.00000000
-5.86193097,1.64035053,0.09614606,0.00000000,0.44375416,1.39744174,0.14693787,0.00000000
-5.85592796,1.62597890,0.09758206,0.00000000,0.44860952,1.38291612,0.14734046,0.00000000
-5.84992496,1.61169805,0.09957073,0.00000000,0.45436127,1.36808737,0.14783842,0.00000000
-5.84392196,1.59813549,0.10215292,0.00000000,0.46112284,1.35352527,0.14848316,0.00000000
-5.83791896,1.58594988,0.10536249,0.00000000,0.46900513,1.33983004,0.14932817,0.00000000
-5.83191596,1.57580255,0.10922361,0.00000000,0.47810696,1.32760836,0.15042568,0.00000000
-5.82591296,1.56832682,0.11374810,0.00000000,0.48850520,1.31744760,0.15182331,0.00000000
-5.81990995,1.56409723,0.11893314,0.00000000,0.50024521,1.30988971,0.15356063,0.00000000
-5.81390695,1.56360012,0.12475924,0.00000000,0.51333238,1.30540618,0.15566605,0.00000000
-5.80790395,1.56720755,0.13118887,0.00000000,0.52772532,1.30437556,0.15815412,0.00000000
-5.80190095,1.57515605,0.13816580,0.00000000,0.54333132,1.30706482,0.16102344,0.00000000
-5.79589795,1.58753173,0.14561510,0.00000000,0.56000453,1.31361574,0.16425541,0.00000000
-5.78989495,1.60426259,0.15344414,0.00000000,0.57754706,1.32403721,0.16781379,0.00000000
-5.78389195,1.62511899,0.16154435,0.00000000,0.59571327,1.33820410,0.17164528,0.00000000
-5.77788894,1.64972211,0.16979390,0.00000000,0.61421695,1.35586275,0.17568093,0.00000000
-5.77188594,1.67756042,0.17806110,0.00000000,0.63274129,1.37664306,0.17983856,0.00000000
-5.76588294,1.70801323,0.18620846,0.00000000,0.65095109,1.40007659,0.18402586,0.00000000
-5.75987994,1.74038016,0.19409726,0.00000000,0.66850656,1.42561967,0.18814416,0.00000000
-5.75387694,1.77391506,0.20159238,0.00000000,0.68507803,1.45268046,0.19209257,0.00000000
-5.74787394,1.80786252,0.20856715,0.00000000,0.70036070,1.48064849,0.19577244,0.00000000
-5.74187094,1.84149501,0.21490815,0.00000000,0.71408855,1.50892508,0.19909165,0.00000000
-5.73586793,1.87414864,0.22051948,0.00000000,0.72604673,1.53695307,0.20196874,0.00000000
-5.72986493,1.90525582,0.22532654,0.00000000,0.73608153,1.56424436,0.20433655,0.00000000
-5.72386193,1.93437282,0.22927892,0.00000000,0.74410744,1.59040378,0.20614519,0.00000000
