energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.75387694,2.39282863,0.00235018,0.20656154,0.89025797,0.45560569,0.40654253,0.55062078,0.00496194,1.35672968
-5.74787394,2.33456110,0.00227191,0.20055687,0.86452518,0.45128178,0.40491150,0.52944354,0.00472332,1.32572829
-5.74187094,2.28307819,0.00222701,0.19545262,0.84052371,0.44829867,0.40507692,0.51019704,0.00450584,1.29779799
-5.73586793,2.23842621,0.00221332,0.19127010,0.81835056,0.44660811,0.40696877,0.49292796,0.00431117,1.27295737
-5.72986493,2.20051488,0.00222821,0.18801233,0.79806347,0.44613428,0.41048484,0.47764493,0.00414033,1.25116205
-5.72386193,2.16912128,0.00226866,0.18566371,0.77967937,0.44677698,0.41549308,0.46431871,0.00399373,1.23230646
-5.71785893,2.14389887,0.00233131,0.18419027,0.76317437,0.44841586,0.42183522,0.45288381,0.00387123,1.21622807
-5.71185593,2.12439193,0.00241255,0.18354092,0.74848551,0.45091565,0.42933142,0.44324165,0.00377219,1.20271418
-5.70585293,2.11005513,0.00250862,0.18364933,0.73551422,0.45413225,0.43778607,0.43526508,0.00369555,1.19151109
-5.69984992,2.10027794,0.00261568,0.18443672,0.72413168,0.45791941,0.44699463,0.42880434,0.00363994,1.18233559
-5.69384692,2.09441281,0.00272987,0.18581535,0.71418567,0.46213579,0.45675134,0.42369407,0.00360379,1.17488827
-5.68784392,2.09180637,0.00284746,0.18769253,0.70550888,0.46665210,0.46685762,0.41976134,0.00358540,1.16886809
-5.68184092,2.09183194,0.00296484,0.18997521,0.69792812,0.47135791,0.47713081,0.41683416,0.00358306,1.16398764
-5.67583792,2.09392208,0.00307867,0.19257474,0.69127403,0.47616782,0.48741305,0.41475026,0.00359517,1.15998806
-5.66983492,2.09759934,0.00318589,0.19541174,0.68539078,0.48102659,0.49757977,0.41336566,0.00362032,1.15665306
-5.66383192,2.10250366,0.00328381,0.19842083,0.68014508,0.48591301,0.50754751,0.41256267,0.00365738,1.15382093
-5.65782891,2.10841477,0.00337017,0.20155492,0.67543422,0.49084205,0.51728064,0.41225686,0.00370555,1.15139402
-5.65182591,2.11526811,0.00344313,0.20478894,0.67119225,0.49586528,0.52679654,0.41240271,0.00376446,1.14934475
-5.64582291,2.12316328,0.00350131,0.20812271,0.66739427,0.50106920,0.53616887,0.41299755,0.00383417,1.14771788
-5.63981991,2.13236403,0.00354381,0.21158278,0.66405822,0.50657168,0.54552871,0.41408351,0.00391523,1.14662857
-5.63381691,2.14328944,0.00357021,0.21522316,0.66124412,0.51251639,0.55506322,0.41574742,0.00400866,1.14625622
-5.62781391,2.15649624,0.00358051,0.21912471,0.65905064,0.51906539,0.56501168,0.41811838,0.00411591,1.14683414
-5.62181091,2.17265283,0.00357510,0.22339314,0.65760916,0.52639038,0.57565888,0.42136313,0.00423888,1.14863558
-5.61580790,2.19250571,0.00355476,0.22815579,0.65707549,0.53466260,0.58732591,0.42567928,0.00437983,1.15195654
-5.60980490,2.21683964,0.00352055,0.23355696,0.65761965,0.54404214,0.60035851,0.43128652,0.00454127,1.15709629
-5.60380190,2.24643327,0.00347378,0.23975208,0.65941421,0.55466702,0.61511323,0.43841623,0.00472595,1.16433651
-5.59779890,2.28201200,0.00341591,0.24690095,0.66262169,0.56664251,0.63194191,0.44729968,0.00493668,1.17392004
-5.59179590,2.32420019,0.00334853,0.25516001,0.66738178,0.58003137,0.65117484,0.45815543,0.00517628,1.18603044
-5.58579290,2.37347501,0.00327327,0.26467427,0.67379895,0.59484538,0.67310341,0.47117634,0.00544740,1.20077332
-5.57978989,2.43012404,0.00319174,0.27556887,0.68193107,0.61103880,0.69796268,0.48651663,0.00575244,1.21816065
-5.57378689,2.49420877,0.00310547,0.28794091,0.69177977,0.62850395,0.72591486,0.50427986,0.00609342,1.23809870
-5.56778389,2.56553588,0.00301588,0.30185174,0.70328308,0.64706941,0.75703428,0.52450796,0.00647183,1.26038060
-5.56178089,2.64363797,0.00292426,0.31732013,0.71631062,0.66650093,0.79129465,0.54717226,0.00688857,1.28468392
-5.55577789,2.72776493,0.00283171,0.33431672,0.73066194,0.68650515,0.82855941,0.57216669,0.00734385,1.31057348
-5.54977489,2.81688690,0.00273915,0.35275996,0.74606799,0.70673605,0.86857559,0.59930380,0.00783707,1.33750968
-5.54377189,2.90970896,0.00264732,0.37251397,0.76219592,0.72680405,0.91097194,0.62831370,0.00836685,1.36486183
-5.53776888,3.00469762,0.00255676,0.39338839,0.77865693,0.74628722,0.95526146,0.65884634,0.00893091,1.39192630
-5.53176588,3.10011826,0.00246784,0.41514042,0.79501714,0.76474448,1.00084878,0.69047706,0.00952614,1.41794852
-5.52576288,3.19408236,0.00238079,0.43747907,0.81081090,0.78172999,1.04704208,0.72271541,0.01014858,1.44214824
-5.51975988,3.28460293,0.00229568,0.46007152,0.82555608,0.79680833,1.09306956,0.75501696,0.01079351,1.46374673
-5.51375688,3.36965605,0.00221247,0.48255145,0.83877081,0.80956973,1.13809988,0.78679782,0.01145550,1.48199495
-5.50775388,3.44724603,0.00213105,0.50452914,0.84999082,0.81964485,1.18126604,0.81745129,0.01212850,1.49620139
-5.50175088,3.51547178,0.00205123,0.52560277,0.85878681,0.82671824,1.22169167,0.84636609,0.01280599,1.50575848
-5.49574787,3.57259150,0.00197278,0.54537072,0.86478097,0.83054017,1.25851895,0.87294537,0.01348108,1.51016632
-5.48974487,3.61708307,0.00189547,0.56344423,0.86766201,0.83093616,1.29093685,0.89662582,0.01414667,1.50905276
-5.48374187,3.64769758,0.00181904,0.57945992,0.86719805,0.82781385,1.31820869,0.91689597,0.01479559,1.50218897
-5.47773887,3.66350377,0.00174328,0.59309164,0.86324673,0.82116690,1.33969779,0.93331306,0.01542072,1.48949987
-5.47173587,3.66392145,0.00166800,0.60406125,0.85576212,0.81107585,1.35489008,0.94551757,0.01601516,1.47106881
-5.46573287,3.64874248,0.00159307,0.61214761,0.84479817,0.79770584,1.36341284,0.95324494,0.01657230,1.44713662
-5.45972986,3.61813869,0.00151839,0.61719376,0.83050843,0.78130132,1.36504869,0.95633395,0.01708600,1.41809482
-5.45372686,3.57265625,0.00144395,0.61911176,0.81314218,0.76217807,1.35974428,0.95473138,0.01755061,1.38447344
-5.44772386,3.51319719,0.00136980,0.61788512,0.79303702,0.74071287,1.34761358,0.94849297,0.01796106,1.34692407
-5.44172086,3.44098891,0.00129606,0.61356886,0.77060831,0.71733122,1.32893547,0.93778047,0.01831295,1.30619877
-5.43571786,3.35754331,0.00122290,0.60628716,0.74633597,0.69249378,1.30414622,0.92285538,0.01860256,1.26312581
-5.42971486,3.26460753,0.00115058,0.59622891,0.72074900,0.66668202,1.27382718,0.90406938,0.01882689,1.21858337
-5.42371186,3.16410872,0.00107943,0.58364150,0.69440877,0.64038368,1.23868850,0.88185228,0.01898367,1.17347216
-5.41770885,3.05809525,0.00100982,0.56882304,0.66789135,0.61407869,1.19954974,0.85669804,0.01907140,1.12868816
-5.41170585,2.94867713,0.00094221,0.55211370,0.64176995,0.58822593,1.15731847,0.82914953,0.01908935,1.08509659
-5.40570285,2.83796804,0.00087707,0.53388635,0.61659802,0.56325157,1.11296784,0.79978277,0.01903757,1.04350795
-5.39969985,2.72803132,0.00081495,0.51453721,0.59289371,0.53953899,1.06751406,0.76919139,0.01891692,1.00465712
-5.39369685,2.62083191,0.00075643,0.49447663,0.57112624,0.51742098,1.02199492,0.73797191,0.01872908,0.96918619
-5.38769385,2.51819572,0.00070211,0.47412053,0.55170468,0.49717404,0.97744993,0.70671036,0.01847656,0.93763135
-5.38169085,2.42177753,0.00065265,0.45388272,0.53496941,0.47901504,0.93490277,0.67597064,0.01816274,0.91041436
-5.37568784,2.33303794,0.00060870,0.43416820,0.52118658,0.46310014,0.89534639,0.64628495,0.01779183,0.88783846
-5.36968484,2.25322937,0.00057096,0.41536758,0.51054545,0.44952584,0.85973093,0.61814639,0.01736892,0.87008871
-5.36368184,2.18339075,0.00054013,0.39785266,0.50315868,0.43833188,0.82895447,0.59200359,0.01689995,0.85723641
-5.35767884,2.12434985,0.00051692,0.38197294,0.49906528,0.42950579,0.80385615,0.56825754,0.01639162,0.84924710
-5.35167584,2.07673228,0.00050207,0.36805310,0.49823588,0.42298870,0.78521160,0.54725999,0.01585140,0.84599159
-5.34567284,2.04097553,0.00049630,0.35639115,0.50058000,0.41868209,0.77372975,0.52931347,0.01528739,0.84725918
-5.33966983,2.01734665,0.00050032,0.34725706,0.50595466,0.41645501,0.77005076,0.51467235,0.01470823,0.85277252
-5.33366683,2.00596184,0.00051486,0.34089174,0.51417404,0.41615158,0.77474427,0.50354469,0.01412295,0.86220314
-5.32766383,2.00680659,0.00054059,0.33750605,0.52501945,0.41759829,0.78830748,0.49609444,0.01354081,0.87518701
-5.32166083,2.01975487,0.00057817,0.33727976,0.53824923,0.42061093,0.81116248,0.49244378,0.01297109,0.89133936
-5.31565783,2.04458631,0.00062818,0.34036045,0.55360805,0.42500079,0.84365261,0.49267523,0.01242294,0.91026819
-5.30965483,2.08100056,0.00069114,0.34686199,0.57083522,0.43058010,0.88603739,0.49683347,0.01190514,0.93158596
-5.30365183,2.12862815,0.00076747,0.35686294,0.58967176,0.43716648,0.93848614,0.50492661,0.01142590,0.95491906
-5.29764882,2.18703771,0.00085744,0.37040465,0.60986579,0.44458636,1.00107031,0.51692706,0.01099269,0.97991479
-5.29164582,2.25573960,0.00096118,0.38748929,0.63117640,0.45267739,1.07375481,0.53277186,0.01061203,1.00624588
-5.28564282,2.33418620,0.00107863,0.40807787,0.65337579,0.46128988,1.15638884,0.55236267,0.01028938,1.03361247
-5.27963982,2.42176965,0.00120952,0.43208851,0.67624981,0.47028736,1.24869667,0.57556563,0.01002897,1.06174178
-5.27363682,2.51781756,0.00135331,0.45939500,0.69959712,0.47954630,1.35026933,0.60221111,0.00983375,1.09038574
-5.26763382,2.62158786,0.00150920,0.48982600,0.72322716,0.48895531,1.46055772,0.63209381,0.00970531,1.11931709
-5.26163082,2.73226363,0.00167611,0.52316499,0.74695729,0.49841378,1.57886818,0.66497317,0.00964387,1.14832420
-5.25562781,2.84894901,0.00185265,0.55915113,0.77060950,0.50783022,1.70436126,0.70057454,0.00964833,1.17720535
-5.24962481,2.97066716,0.00203712,0.59748126,0.79400695,0.51712048,1.83605451,0.73859114,0.00971627,1.20576280
-5.24362181,3.09636117,0.00222753,0.63781314,0.81697084,0.52620593,1.97282992,0.77868705,0.00984410,1.23379729
-5.23761881,3.22489862,0.00242162,0.67976995,0.83931791,0.53501177,2.11344651,0.82050130,0.01002714,1.26110336
-5.23161581,3.35508045,0.00261688,0.72294612,0.86085878,0.54346561,2.25655843,0.86365312,0.01025980,1.28746598
-5.22561281,3.48565428,0.00281061,0.76691453,0.88139753,0.55149634,2.40073856,0.90774832,0.01053569,1.31265863
-5.21960980,3.61533235,0.00299997,0.81123479,0.90073254,0.55903337,2.54450732,0.95238676,0.01084789,1.33644330
-5.21360680,3.74281384,0.00318206,0.85546266,0.91865869,0.56600642,2.68636621,0.99717066,0.01118903,1.35857220
-5.20760380,3.86681096,0.00335397,0.89916014,0.93497091,0.57234565,2.82483511,1.04171360,0.01155161,1.37879153
-5.20160080,3.98607806,0.00351289,0.94190613,0.94946884,0.57798226,2.95849210,1.08564984,0.01192810,1.39684673
-5.19559780,4.09944268,0.00365618,0.98330713,0.96196263,0.58284961,3.08601440,1.12864367,0.01231120,1.41248941
-5.18959480,4.20583720,0.00378147,1.02300770,0.97227923,0.58688456,3.20621854,1.17039830,0.01269400,1.42548529
-5.18359180,4.30432963,0.00388671,1.06070003,0.98026918,0.59002926,3.31809792,1.21066383,0.01307016,1.43562286
-5.17758879,4.39415204,0.00397029,1.09613242,0.98581330,0.59223310,3.42085587,1.24924395,0.01343408,1.44272237
-5.17158579,4.47472491,0.00403103,1.12911595,0.98882889,0.59345479,3.51393201,1.28600084,0.01378102,1.44664440
-5.16558279,4.54567595,0.00406828,1.15952909,0.98927514,0.59366447,3.59702050,1.32085786,0.01410723,1.44729781
-5.15957979,4.60685206,0.00408193,1.18731980,0.98715732,0.59284575,3.67007831,1.35379975,0.01441001,1.44464638
-5.15357679,4.65832322,0.00407240,1.21250490,0.98252942,0.59099753,3.73332272,1.38487013,0.01468778,1.43871371
-5.14757379,4.70037766,0.00404063,1.23516653,0.97549512,0.58813551,3.78721728,1.41416604,0.01494006,1.42958623
-5.14157079,4.73350790,0.00398807,1.25544576,0.96620675,0.58429323,3.83244632,1.44182985,0.01516747,1.41741381
-5.13556778,4.75838789,0.00391658,1.27353338,0.95486242,0.57952270,3.86987862,1.46803840,0.01537168,1.40240803
-5.12956478,4.77584167,0.00382842,1.28965825,0.94170117,0.57389434,3.90052151,1.49299005,0.01555526,1.38483797
-5.12356178,4.78680497,0.00372612,1.30407371,0.92699643,0.56749633,3.92546731,1.51688992,0.01572160,1.36502366
-5.11755878,4.79228106,0.00361240,1.31704249,0.91104800,0.56043329,3.94583459,1.53993414,0.01587471,1.34332749
-5.11155578,4.79329302,0.00349009,1.32882103,0.89417282,0.55282430,3.96270697,1.56229385,0.01601904,1.32014374
-5.10555278,4.79083452,0.00336200,1.33964384,0.87669506,0.54480036,3.97707281,1.58409973,0.01615927,1.29588684
-5.09954977,4.78582167,0.00323087,1.34970873,0.85893577,0.53650118,3.98976878,1.60542801,0.01630013,1.27097870
-5.09354677,4.77904838,0.00309924,1.35916383,0.84120272,0.52807162,4.00143064,1.62628879,0.01644611,1.24583572
-5.08754377,4.77114743,0.00296940,1.36809700,0.82378071,0.51965776,4.01245393,1.64661735,0.01660130,1.22085603
-5.08154077,4.76255950,0.00284333,1.37652833,0.80692292,0.51140272,4.02296701,1.66626925,0.01676915,1.19640736
-5.07553777,4.75351170,0.00272264,1.38440620,0.79084345,0.50344246,4.03281811,1.68501943,0.01695235,1.17281615
-5.06953477,4.74400674,0.00260855,1.39160711,0.77571151,0.49590164,4.04157736,1.70256576,0.01715259,1.15035830
-5.06353177,4.73382344,0.00250190,1.39793951,0.76164737,0.48888971,4.04855401,1.71853681,0.01737053,1.12925173
-5.05752876,4.72252838,0.00240311,1.40315124,0.74872017,0.48249737,4.05282790,1.73250384,0.01760565,1.10965120
-5.05152576,4.70949809,0.00231225,1.40694048,0.73694768,0.47679350,4.05329390,1.74399621,0.01785627,1.09164530
-5.04552276,4.69395050,0.00222905,1.40896948,0.72629778,0.47182269,4.04871673,1.75251975,0.01811951,1.07525576
-5.03951976,4.67498406,0.00215298,1.40888045,0.71669176,0.46760348,4.03779356,1.75757708,0.01839135,1.06043896
-5.03351676,4.65162215,0.00208324,1.40631272,0.70800899,0.46412724,4.01922086,1.75868889,0.01866673,1.04708948
-5.02751376,4.62286072,0.00201890,1.40092036,0.70009289,0.46135798,3.99176216,1.75541522,0.01893966,1.03504541
-5.02151076,4.58771660,0.00195889,1.39238932,0.69275769,0.45923278,3.95431302,1.74737550,0.01920336,1.02409530
-5.01550775,4.54527423,0.00190212,1.38045330,0.68579603,0.45766320,3.90596017,1.73426660,0.01945049,1.01398626
-5.00950475,4.49472847,0.00184748,1.36490747,0.67898669,0.45653731,3.84603163,1.71587790,0.01967331,1.00443300
-5.00350175,4.43542201,0.00179394,1.34561967,0.67210252,0.45572254,3.77413569,1.69210274,0.01986394,0.99512749
-4.99749875,4.36687561,0.00174056,1.32253833,0.66491812,0.45506920,3.69018706,1.66294582,0.02001458,0.98574896
-4.99149575,4.28881057,0.00168652,1.29569718,0.65721714,0.45441459,3.59441920,1.62852628,0.02011775,0.97597392
-4.98549275,4.20116262,0.00163118,1.26521637,0.64879897,0.45358762,3.48738280,1.58907650,0.02016652,0.96548599
-4.97948974,4.10408763,0.00157403,1.23130043,0.63948474,0.45241383,3.36993103,1.54493678,0.02015473,0.95398534
-4.97348674,3.99795913,0.00151478,1.19423295,0.62912252,0.45072072,3.24319271,1.49654641,0.02007723,0.94119752
-4.96748374,3.88335878,0.00145327,1.15436881,0.61759156,0.44834317,3.10853536,1.44443155,0.01992998,0.92688155
-4.96148074,3.76106048,0.00138953,1.11212404,0.60480566,0.44512883,2.96752017,1.38919071,0.01971029,0.91083709
-4.95547774,3.63200947,0.00132372,1.06796419,0.59071558,0.44094342,2.82185148,1.33147849,0.01941685,0.89291057
-4.94947474,3.49729760,0.00125613,1.02239156,0.57531046,0.43567553,2.67332320,1.27198832,0.01904987,0.87300018
-4.94347174,3.35813590,0.00118713,0.97593193,0.55861829,0.42924100,2.52376467,1.21143492,0.01861103,0.85105957
-4.93746873,3.21582567,0.00111720,0.92912136,0.54070546,0.42158658,2.37498826,1.15053715,0.01810352,0.82710020
-4.93146573,3.07172907,0.00104685,0.88249337,0.52167538,0.41269272,2.22874056,1.09000174,0.01753190,0.80119228
-4.92546273,2.92723990,0.00097662,0.83656697,0.50166628,0.40257543,2.08665895,1.03050835,0.01690207,0.77346422
-4.91945973,2.78375551,0.00090707,0.79183586,0.48084813,0.39128711,1.95023457,0.97269633,0.01622101,0.74410059
-4.91345673,2.64265005,0.00083874,0.74875891,0.45941885,0.37891621,1.82078253,0.91715339,0.01549669,0.71333862
-4.90745373,2.50524969,0.00077212,0.70775205,0.43759988,0.36558581,1.69941971,0.86440616,0.01473773,0.68146331
-4.90145073,2.37280986,0.00070768,0.66918177,0.41563116,0.35145114,1.58705017,0.81491291,0.01395327,0.64880128
-4.89544772,2.24649486,0.00064584,0.63336009,0.39376566,0.33669601,1.48435785,0.76905812,0.01315262,0.61571340
-4.88944472,2.12735985,0.00058692,0.60054098,0.37226365,0.32152840,1.39180595,0.72714896,0.01234505,0.58258663
-4.88344172,2.01633541,0.00053122,0.57091822,0.35138674,0.30617528,1.30964236,0.68941354,0.01153954,0.54982501
-4.87743872,1.91421462,0.00047894,0.54462462,0.33139193,0.29087683,1.23791014,0.65600072,0.01074452,0.51784031
-4.87143572,1.82164288,0.00043023,0.52173242,0.31252582,0.27588028,1.17646234,0.62698134,0.00996773,0.48704241
-4.86543272,1.73911043,0.00038515,0.50225481,0.29501899,0.26143358,1.12497999,0.60235077,0.00921597,0.45782982
-4.85942971,1.66694759,0.00034372,0.48614844,0.27908094,0.24777907,1.08299265,0.58203256,0.00849505,0.43058046
-4.85342671,1.60532283,0.00030591,0.47331689,0.26489537,0.23514727,1.04990043,0.56588309,0.00780967,0.40564307
-4.84742371,1.55424358,0.00027161,0.46361486,0.25261628,0.22375121,1.02499693,0.55369713,0.00716338,0.38332936
-4.84142071,1.51355974,0.00024071,0.45685299,0.24236457,0.21378108,1.00749229,0.54521404,0.00655860,0.36390705
-4.83541771,1.48296978,0.00021303,0.45280330,0.23422561,0.20539966,0.99653591,0.54012473,0.00599664,0.34759410
-4.82941471,1.46202933,0.00018837,0.45120502,0.22824742,0.19873843,0.99123827,0.53807899,0.00547782,0.33455399
-4.82341171,1.45016197,0.00016652,0.45177070,0.22443985,0.19389451,0.99069140,0.53869329,0.00500152,0.32489234
-4.81740870,1.44667215,0.00014726,0.45419253,0.22277444,0.19092849,0.99398796,0.54155881,0.00456638,0.31865478
-4.81140570,1.45075980,0.00013035,0.45814875,0.22318522,0.18986313,1.00023831,0.54624964,0.00417038,0.31582615
-4.80540270,1.46153657,0.00011556,0.46331002,0.22557023,0.19068296,1.00858583,0.55233096,0.00381102,0.31633100
-4.79939970,1.47804320,0.00010265,0.46934561,0.22979389,0.19333485,1.01822003,0.55936724,0.00348547,0.32003538
-4.79339670,1.49926802,0.00009141,0.47592946,0.23569001,0.19772940,1.02838778,0.56693004,0.00319069,0.32674995
-4.78739370,1.52416597,0.00008163,0.48274583,0.24306553,0.20374322,1.03840233,0.57460568,0.00292359,0.33623421
-4.78139070,1.55167815,0.00007310,0.48949466,0.25170489,0.21122208,1.04765050,0.58200231,0.00268112,0.34820193
-4.77538769,1.58075141,0.00006567,0.49589639,0.26137486,0.21998464,1.05559790,0.58875651,0.00246037,0.36232770
-4.76938469,1.61035770,0.00005916,0.50169638,0.27182985,0.22982705,1.06179244,0.59453920,0.00225863,0.37825428
-4.76338169,1.63951291,0.00005343,0.50666866,0.28281751,0.24052792,1.06586614,0.59906076,0.00207348,0.39560081
-4.75737869,1.66729474,0.00004837,0.51061912,0.29408443,0.25185384,1.06753553,0.60207529,0.00190277,0.41397160
-4.75137569,1.69285919,0.00004386,0.51338800,0.30538199,0.26356508,1.06660047,0.60338396,0.00174467,0.43296522
-4.74537269,1.71545534,0.00003981,0.51485162,0.31647187,0.27542145,1.06294182,0.60283723,0.00159763,0.45218373
-4.73936968,1.73443786,0.00003616,0.51492343,0.32713136,0.28718806,1.05651777,0.60033604,0.00146041,0.47124169
-4.73336668,1.74927693,0.00003284,0.51355413,0.33715802,0.29864077,1.04735908,0.59583182,0.00133203,0.48977465
-4.72736368,1.75956511,0.00002981,0.51073099,0.34637377,0.30957124,1.03556318,0.58932533,0.00121173,0.50744684
-4.72136068,1.76502087,0.00002702,0.50647634,0.35462796,0.31979127,1.02128735,0.58086436,0.00109894,0.52395781
-4.71535768,1.76548861,0.00002444,0.50084521,0.36179964,0.32913637,1.00474079,0.57054030,0.00099326,0.53904765
-4.70935468,1.76093493,0.00002206,0.49392208,0.36779861,0.33746839,0.98617607,0.55848360,0.00089439,0.55250074
-4.70335168,1.75144137,0.00001985,0.48581703,0.37256552,0.34467714,0.96587969,0.54485849,0.00080211,0.56414783
-4.69734867,1.73719377,0.00001780,0.47666115,0.37607076,0.35068094,0.94416225,0.52985670,0.00071627,0.57386642
-4.69134567,1.71846865,0.00001590,0.46660150,0.37831246,0.35542625,0.92134823,0.51369084,0.00063674,0.58157945
-4.68534267,1.69561710,0.00001415,0.45579575,0.37931352,0.35888618,0.89776575,0.49658725,0.00056336,0.58725251
-4.67933967,1.66904698,0.00001254,0.44440666,0.37911798,0.36105833,0.87373655,0.47877888,0.00049602,0.59088971
-4.67333667,1.63920423,0.00001106,0.43259663,0.37778688,0.36196185,0.84956651,0.46049823,0.00043453,0.59252852
-4.66733367,1.60655394,0.00000972,0.42052256,0.37539385,0.36163408,0.82553707,0.44197075,0.00037871,0.59223390
-4.66133067,1.57156234,0.00000849,0.40833111,0.37202062,0.36012693,0.80189774,0.42340883,0.00032833,0.59009210
-4.65532766,1.53468033,0.00000738,0.39615476,0.36775283,0.35750316,0.77886021,0.40500668,0.00028313,0.58620445
-4.64932466,1.49632935,0.00000639,0.38410860,0.36267615,0.35383285,0.75659400,0.38693620,0.00024284,0.58068157
-4.64332166,1.45689021,0.00000550,0.37228812,0.35687308,0.34919021,0.73522414,0.36934405,0.00020714,0.57363811
